step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79
1	-736.302417226498164	-745.353260606949561	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.230567266032916	0	10	4	3	5	5	6	5	5	5	5	5	8	10	9	6	7	8	9	8	10	11	9	7	7	8	8	8	10	9	9	9	10	9	9	13	14	12	11	10	9	9	10	9	11	12	10	10	12	14	12	14	11	14	11	10	13	12	14	14	14	13	15	17	14	14	14	15	15	17	14	16	17	17	18	21	18	18	20	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
500	-260.226605309475985	-269.277448689927326	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.812743467344985	-1	10	4	4	6	6	6	5	5	3	6	6	9	10	9	7	8	8	9	7	9	11	10	7	7	9	9	8	10	10	9	10	11	6	10	12	11	12	11	9	9	10	8	10	12	9	8	8	12	11	13	14	8	15	8	7	12	8	14	13	14	13	13	12	11	15	15	12	16	17	12	16	18	18	14	22	18	14	17	0	58	10	10	10	4	4	4	10	1	4	4	9	18	17	11	5	9	34	10	25	29	18	6	11	5	17	9	25	20	12	46	48	4	7	53	44	40	58	18	20	48	11	21	2	48	56	34	21	21	26	36	20	60	34	3	21	11	33	28	62	29	65	33	21	49	60	41	59	63	55	33	79	79	57	70	70	42	75	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1000	-231.323466792235962	-240.374310172687302	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.992746381067802	-2	9	4	4	5	6	6	3	6	5	4	6	9	8	10	6	8	8	10	6	9	11	9	7	7	9	8	7	8	8	10	10	8	9	6	13	11	10	12	10	9	9	10	9	12	9	10	9	13	11	13	15	11	13	10	5	13	13	14	13	13	9	15	17	14	14	15	16	14	18	12	14	18	17	19	21	17	17	20	0	18	8	8	11	4	4	1	5	4	8	10	33	24	13	11	35	9	46	56	20	43	10	7	10	30	16	12	35	10	33	2	20	28	11	19	33	29	21	27	30	24	14	33	15	29	62	14	50	34	19	69	55	34	17	11	46	14	71	22	55	29	57	67	53	50	44	36	53	64	50	45	78	67	52	74	69	59	49	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1500	-226.115333774288700	-235.166177154740041	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.998132891964058	1	10	4	2	6	4	5	3	5	6	6	6	8	7	10	5	5	8	10	8	9	11	10	8	6	7	9	8	9	8	9	10	11	7	10	13	12	12	11	10	7	8	11	7	11	13	11	11	12	15	12	14	12	15	10	6	11	3	15	14	13	13	14	16	11	13	14	14	14	17	14	16	16	18	16	20	18	17	18	0	21	58	1	9	8	8	4	58	3	7	17	41	7	21	6	4	10	29	10	13	31	20	11	9	12	7	3	16	12	20	27	27	11	34	45	42	19	31	18	25	14	40	9	21	38	15	15	35	71	55	29	47	69	30	16	20	1	19	66	37	22	65	63	31	45	22	46	29	71	51	46	67	54	69	74	78	59	64	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2000	-255.451123828391701	-264.501967208843041	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.993717668074437	1	10	2	4	4	5	6	5	6	5	6	6	8	10	9	7	6	9	7	8	11	12	8	7	8	8	9	6	8	8	7	7	11	9	10	14	15	12	12	9	9	5	8	10	12	12	8	10	7	10	11	12	11	13	11	7	14	11	13	13	13	13	14	17	12	10	10	16	15	15	13	16	14	15	16	22	16	17	19	0	32	1	1	1	3	10	1	5	3	10	42	12	56	43	17	8	32	10	7	66	9	9	8	7	7	25	3	31	28	10	28	56	19	9	21	63	18	33	49	49	3	11	56	48	40	4	19	7	30	13	67	2	33	66	7	22	17	50	49	41	44	45	77	21	40	25	45	63	22	1	59	50	54	37	78	38	70	75	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2500	-231.738636210805083	-240.789479591256423	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.968389337921051	1	10	4	3	4	5	6	6	3	6	6	5	9	10	9	7	7	9	10	8	10	12	9	6	7	7	9	8	9	9	9	10	11	9	9	13	11	12	9	10	8	9	10	10	11	10	8	8	13	14	12	9	7	14	11	10	14	10	11	13	12	14	15	18	15	15	13	14	14	13	15	14	17	11	16	21	19	16	19	0	24	4	1	4	5	9	3	1	6	6	9	12	24	41	6	8	48	30	26	48	41	28	5	12	4	25	11	53	16	47	41	18	8	7	33	29	35	17	20	17	41	28	15	46	8	26	24	23	36	2	53	11	22	20	23	46	42	30	14	19	70	51	75	51	60	37	51	49	23	49	51	62	27	54	79	22	69	67	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3000	-256.000526962946935	-265.051370343398276	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.985233653801710	0	6	3	4	4	6	6	6	5	5	5	4	5	11	10	7	8	8	10	4	11	10	7	8	7	9	8	5	8	9	10	6	10	8	7	11	15	10	10	8	10	8	5	6	7	12	8	9	12	14	13	9	5	11	10	10	13	11	14	12	14	14	14	14	13	12	12	16	11	16	15	13	15	17	19	21	16	18	20	0	3	1	3	3	28	4	53	20	20	3	3	20	52	17	13	23	32	18	3	55	48	5	16	7	32	44	5	35	24	27	5	6	8	6	48	54	26	25	8	34	32	20	9	43	55	16	13	33	67	41	9	20	27	42	40	19	17	21	48	65	60	34	54	16	39	22	57	6	62	61	56	65	22	78	75	61	68	74	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3500	-238.660478136165352	-247.711321516616692	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.986827839651574	1	11	4	3	5	6	7	5	3	5	4	6	6	10	10	2	8	8	8	7	10	11	9	4	8	9	8	8	10	9	9	10	7	9	9	14	13	12	11	6	9	9	11	10	12	13	10	11	10	15	11	8	11	14	9	11	12	12	14	14	15	13	13	15	13	14	11	16	16	18	11	14	14	17	18	17	18	19	18	0	30	16	1	4	24	40	16	16	9	9	11	24	35	34	1	20	40	6	40	13	29	28	4	13	40	12	10	35	3	52	52	11	28	7	43	48	55	30	11	40	28	19	7	49	51	42	23	25	37	47	10	7	67	12	42	26	55	41	71	71	28	21	73	42	43	15	65	21	50	34	58	47	65	61	60	66	74	76	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4000	-237.597273119043763	-246.648116499495103	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.993376847945653	0	9	3	4	3	6	6	6	6	5	5	6	5	11	8	7	7	8	8	8	9	11	9	8	5	8	8	8	9	7	10	10	6	9	10	13	14	12	12	11	10	7	5	10	11	11	7	10	12	14	13	12	9	15	11	11	12	12	11	14	13	10	14	16	15	14	14	13	15	17	13	14	14	13	16	19	18	17	20	0	47	1	5	1	11	25	11	4	4	5	4	3	23	16	10	13	25	13	47	18	62	42	3	3	16	9	33	16	43	27	19	4	17	33	56	36	44	48	7	53	9	3	17	18	32	10	9	31	74	56	62	47	38	53	27	44	59	5	52	62	19	71	37	66	35	2	27	60	60	40	74	36	39	50	31	75	73	70	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4500	-235.608971654871596	-244.659815035322936	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.982203554543637	1	10	4	3	5	5	7	4	5	5	6	6	3	7	8	6	7	9	7	7	10	12	10	8	7	9	9	8	10	8	10	7	11	10	9	13	15	13	9	8	9	10	10	10	12	12	11	11	12	14	13	13	11	13	12	8	12	12	13	14	10	12	10	17	13	14	15	12	15	16	15	16	17	14	17	22	14	19	16	0	14	13	1	4	8	11	1	4	8	6	4	1	11	32	3	12	56	8	10	12	43	27	9	3	16	11	10	35	19	18	10	34	30	28	26	54	34	16	16	7	14	15	56	48	35	35	27	23	22	62	33	27	58	21	6	23	41	39	62	15	63	19	62	57	36	31	23	74	67	74	2	60	54	37	36	22	72	45	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
