step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98
1	-3300.914394860098582	-3299.452312775579685	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.982177117713524	0	1	6	7	6	8	9	9	9	10	10	10	11	11	13	12	13	12	13	13	14	14	13	14	13	14	14	16	13	16	16	15	15	14	15	15	17	16	17	17	16	15	16	16	17	17	17	18	17	17	18	17	18	18	17	19	18	18	18	18	17	20	18	19	19	19	18	19	23	21	22	20	19	20	22	21	21	21	21	21	22	20	21	21	22	23	22	21	23	25	23	24	26	27	25	26	29	31	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	4	3	4	5	5	5	5	5	5	6	6	7	6	7	6	7	7	7	7	7	7	7	7	7	8	7	8	8	8	8	7	8	8	9	8	9	9	8	8	8	8	9	9	9	9	9	9	9	9	9	9	9	10	9	9	9	9	9	10	9	10	10	10	9	10	12	11	11	10	10	10	11	11	11	11	11	11	11	10	11	11	11	12	11	11	12	13	12	12	13	14	13	13	15	16
500	-598.495005570907210	-595.551156313494630	-2.943849257412541	0.000009977338514	0.000052561587675	5.268097058533840	0.376091662344407	0	2	7	7	7	6	9	9	10	8	9	10	11	11	14	13	11	12	13	12	14	15	13	12	13	13	14	13	14	17	15	15	15	14	15	16	18	15	18	18	17	16	17	16	16	16	17	18	18	15	18	17	18	19	18	19	18	17	18	18	17	20	18	19	20	17	17	19	24	20	21	19	19	20	21	21	22	22	22	21	22	20	22	21	21	23	21	22	24	26	23	24	25	26	25	25	29	30	0	1	2	1	2	1	1	2	3	6	4	11	9	8	19	17	8	4	5	13	1	23	8	4	4	20	14	1	28	25	1	34	18	13	29	8	8	29	2	27	6	38	34	12	21	1	2	15	1	28	16	3	12	47	26	10	26	1	47	22	27	29	34	42	21	50	3	47	76	29	0	67	66	54	49	30	82	71	71	38	76	63	40	32	58	56	40	2	83	53	14	8	74	56	78	14	74	50	1	1	2	3	4	4	4	3	2	2	1	1	1	1	1	1	2	4	3	1	8	1	2	2	4	1	3	7	1	3	9	1	1	2	1	2	5	1	8	2	6	1	1	3	1	7	7	2	9	1	5	5	3	1	2	5	2	9	1	2	1	5	2	1	5	1	5	2	1	4	1	1	1	1	2	2	1	1	1	4	1	1	2	4	2	2	2	10	1	4	7	9	2	3	1	6	5	7
1000	-575.244869677874931	-572.697229987355968	-2.547639690519012	0.000009997709918	0.000039082458981	3.909141123452533	0.322497372940867	1	2	6	8	7	9	9	9	8	10	10	8	11	11	12	12	13	13	13	14	15	15	13	15	13	13	15	16	12	15	17	15	15	13	15	16	18	15	17	15	16	16	15	16	17	17	17	17	17	18	18	15	17	18	16	19	18	19	16	18	15	19	17	19	18	20	18	20	24	20	22	19	19	20	21	19	22	21	21	21	22	19	21	21	23	24	22	21	21	25	23	25	27	28	23	27	28	31	0	1	1	3	1	2	2	9	3	3	7	5	9	7	10	1	8	14	8	12	26	23	6	11	16	3	16	13	12	16	52	29	8	1	29	38	1	10	1	15	14	29	34	38	33	8	1	35	29	43	2	16	32	44	38	27	44	1	32	17	25	2	41	67	44	73	24	65	52	16	0	41	50	6	34	28	52	48	35	50	18	47	43	22	27	75	41	2	54	46	54	46	92	71	75	42	69	58	1	1	3	1	2	3	4	1	1	2	1	1	1	1	1	8	1	1	2	4	1	1	2	3	1	5	2	2	2	2	2	2	3	6	1	1	7	3	7	2	2	1	1	1	1	5	8	1	2	1	8	2	1	1	1	2	1	10	1	2	1	8	1	1	1	1	1	1	4	4	1	1	1	6	4	1	3	2	3	1	4	1	3	3	3	2	4	10	2	4	2	5	1	3	1	5	2	7
1500	-633.302458889925788	-628.636985356159812	-4.665473533765989	0.000010003094458	0.000141735152687	14.169130690295983	0.449815225970144	1	2	6	7	6	8	10	9	9	10	9	11	10	11	13	13	14	12	13	13	14	14	12	15	12	12	12	17	13	15	15	16	15	15	16	13	15	16	18	18	15	15	16	15	18	18	17	18	18	16	19	17	18	18	16	18	19	19	19	18	17	21	18	19	19	19	18	19	23	21	22	20	19	20	22	21	20	21	21	20	22	21	21	19	22	24	22	20	22	24	23	24	25	26	25	26	29	32	0	1	2	5	2	2	1	2	2	6	1	9	4	5	25	11	9	4	13	7	14	20	7	11	1	3	1	17	11	29	13	44	19	2	26	3	15	30	55	36	14	8	31	18	25	11	11	30	41	42	1	15	43	50	42	11	2	1	38	52	10	43	16	56	55	14	43	15	30	36	0	35	56	12	68	66	67	43	67	40	72	65	66	44	51	26	35	10	57	25	84	73	28	53	65	79	96	88	1	1	2	1	2	2	4	4	4	1	5	1	1	2	1	1	1	2	2	1	2	1	2	3	6	2	5	1	1	1	3	1	1	7	1	3	1	1	1	2	2	3	1	2	4	5	6	1	1	1	8	2	1	1	1	5	9	8	1	1	3	3	2	1	2	5	1	3	4	5	1	1	1	5	1	1	1	2	2	1	1	2	1	2	2	6	3	5	2	6	2	3	5	4	4	2	2	5
2000	-427.164140326191387	-425.266924260603616	-1.897216065587752	0.000009974882777	0.000020743887318	2.079612139954572	0.544281362793530	1	2	7	7	6	8	8	10	9	10	11	11	12	11	14	12	12	12	13	13	15	14	13	14	13	15	14	16	13	16	15	15	15	14	16	15	18	16	17	18	14	16	16	16	17	17	16	18	17	17	19	17	18	18	17	17	18	18	18	17	17	20	18	18	20	18	18	19	24	22	20	21	19	20	22	20	21	21	21	21	22	20	21	21	22	23	22	21	24	23	23	25	26	27	23	26	29	32	0	1	5	1	2	3	2	6	7	4	3	3	9	9	19	4	1	10	9	14	20	16	17	13	13	29	1	4	11	25	17	13	18	2	27	14	17	36	10	47	17	34	20	21	47	18	34	60	28	35	17	43	55	44	43	16	21	2	36	41	26	26	55	38	1	42	32	39	83	46	0	58	52	58	59	24	52	54	73	51	64	52	27	71	74	62	76	40	85	46	72	46	90	87	68	50	83	97	1	1	1	3	3	1	5	1	1	2	2	3	1	2	1	4	6	1	1	1	1	1	1	1	1	1	4	4	1	1	1	1	1	5	1	1	3	1	4	1	1	1	1	1	1	3	1	1	1	1	3	1	1	1	1	2	2	6	2	1	1	3	1	1	12	1	1	1	2	2	1	1	2	1	2	2	2	1	1	1	2	3	4	1	1	1	1	1	1	2	1	4	2	2	2	4	3	2
2500	-616.879001864103429	-614.684011606930085	-2.194990257173371	0.000009990018524	0.000028606328156	2.863491002260199	0.505844453079231	1	2	5	7	7	8	9	9	9	10	11	8	11	11	12	12	12	12	13	14	14	15	12	15	12	15	11	17	12	16	16	16	15	15	16	14	17	17	18	16	17	15	16	17	18	17	16	18	16	17	19	17	18	18	17	20	16	18	16	19	17	20	18	20	18	19	18	20	22	22	21	21	19	19	23	21	21	21	21	22	23	21	22	20	21	24	21	21	23	25	23	24	25	27	26	25	30	30	0	1	1	3	2	1	2	6	3	5	12	4	10	3	7	2	2	10	27	17	15	15	10	18	10	15	9	42	10	36	16	23	13	1	9	14	2	20	40	13	33	19	17	18	34	18	34	57	15	19	19	49	59	28	24	32	20	27	9	40	57	25	59	57	1	26	49	63	50	79	0	45	46	23	80	47	31	37	61	46	20	38	20	22	45	79	46	65	85	9	72	22	89	89	75	88	93	83	1	1	3	1	1	3	4	1	3	1	1	1	1	3	1	4	4	2	2	1	1	2	1	3	2	2	1	1	1	1	2	2	1	8	3	1	6	2	1	1	1	1	1	2	2	3	1	1	3	2	3	1	1	1	1	2	2	4	4	1	1	2	2	2	7	2	1	1	2	1	1	1	2	3	1	2	2	2	1	3	5	2	3	2	2	2	2	1	1	9	1	4	1	3	2	3	3	3
3000	-688.741212251753609	-684.855597584668544	-3.885614667085040	0.000009960708682	0.000094165409765	9.453685753749822	0.396628021206491	1	2	7	7	6	9	9	10	10	11	9	10	12	11	13	12	12	13	12	12	13	13	12	14	13	14	15	17	14	17	16	15	15	14	16	14	18	17	15	18	15	15	17	16	15	16	16	19	18	17	19	18	18	17	17	19	17	17	17	17	17	21	17	19	20	19	19	20	23	20	23	20	19	20	19	21	20	21	21	21	23	19	20	22	23	23	21	18	23	25	23	25	25	28	25	26	30	30	0	1	2	5	2	2	1	3	11	11	4	5	7	8	6	2	14	19	7	7	8	6	12	8	6	11	16	24	13	41	16	15	25	2	22	11	4	26	2	44	14	16	16	22	8	1	2	55	8	46	27	22	28	9	18	4	36	1	34	34	33	1	15	88	25	58	31	56	79	63	0	22	31	28	26	54	49	31	72	75	88	32	58	27	87	52	58	2	67	2	70	59	85	57	68	82	72	54	1	1	2	1	3	3	4	1	1	1	1	2	1	1	3	5	1	1	2	2	1	2	1	2	2	2	1	2	1	1	2	1	1	7	1	2	5	1	4	1	2	1	2	2	2	7	7	2	4	1	2	2	1	4	2	5	2	5	2	1	1	8	3	1	3	1	1	1	1	1	1	5	1	1	2	3	1	2	1	1	4	3	2	3	1	2	3	4	2	11	1	4	1	6	2	3	6	5
3500	-690.209204749444439	-686.694584581052936	-3.514620168391532	0.000010140360192	0.000077351591647	7.628091130912514	0.496537247527107	1	2	6	8	5	9	9	10	9	11	9	10	11	11	13	11	12	12	13	12	15	13	13	14	13	13	14	16	13	15	16	15	15	14	15	15	18	16	18	18	17	14	17	15	17	16	16	19	18	18	18	16	18	18	18	20	19	16	17	17	17	17	17	20	20	19	18	18	24	21	22	20	20	20	23	22	21	20	21	21	20	20	19	22	22	23	22	21	22	26	23	22	27	26	25	26	27	30	0	1	5	3	2	1	2	11	4	12	3	6	8	11	13	11	1	14	8	8	26	10	6	18	12	14	6	16	7	34	16	4	6	1	9	23	15	10	15	63	29	20	7	29	26	1	34	28	32	60	16	33	52	24	35	18	45	27	36	47	19	2	27	60	34	51	59	59	37	7	0	66	55	34	55	19	48	40	66	13	49	37	28	48	39	73	40	34	65	1	84	2	73	77	24	79	76	95	1	1	1	1	1	3	3	1	1	1	1	1	1	1	1	1	6	1	2	1	1	1	2	1	1	1	1	2	2	1	2	4	2	5	4	1	3	2	3	1	2	1	4	1	1	8	1	1	1	1	3	1	1	2	1	8	1	1	2	1	2	8	1	1	4	1	1	1	3	5	1	1	1	3	2	4	1	1	1	5	1	1	1	2	2	1	2	4	1	12	1	8	3	3	5	2	2	3
4000	-530.153285061330507	-527.714185057534792	-2.439100003795696	0.000010306084406	0.000036813992034	3.572063897830564	0.487627693122648	0	2	6	7	7	9	8	10	10	11	8	10	11	11	14	12	12	13	14	13	15	14	13	13	12	13	15	17	13	15	16	15	14	15	15	16	17	16	16	17	16	14	16	15	16	17	16	19	17	17	18	17	18	18	16	19	17	18	15	18	18	20	18	20	19	20	17	19	23	22	23	21	20	20	22	21	21	20	22	20	22	20	21	21	23	23	22	20	23	24	23	25	26	27	25	27	29	32	0	1	2	2	2	5	1	4	11	11	3	2	9	5	29	2	1	13	26	11	10	24	25	7	12	10	22	4	17	29	15	13	11	4	42	42	30	34	44	36	19	10	22	22	34	15	34	39	59	27	17	16	55	52	32	29	45	27	24	38	39	4	55	50	47	61	44	49	72	61	0	63	68	49	63	46	73	51	22	30	36	54	48	56	61	62	82	1	87	4	37	34	53	84	66	93	87	97	1	1	2	2	2	1	4	2	1	2	1	4	1	1	1	5	6	1	1	2	3	1	1	3	1	1	1	4	1	1	1	2	3	2	1	1	2	1	1	1	1	2	2	1	1	1	1	2	1	1	3	2	1	1	1	3	1	2	1	1	1	9	1	2	1	1	1	1	1	1	1	2	1	2	2	1	1	1	2	3	3	1	2	1	2	1	1	6	1	11	3	6	5	3	2	1	3	1
4500	-758.223018017329082	-755.250003708850386	-2.973014308478738	0.000011535471121	0.000062022123792	5.376644190775939	0.516431335132758	1	2	5	7	5	8	9	9	10	10	10	10	11	12	13	12	14	12	13	13	14	14	13	15	12	14	14	13	14	17	16	15	15	14	15	15	17	15	17	16	15	15	17	16	17	18	16	19	16	18	18	18	18	18	16	18	18	17	18	18	18	21	17	20	20	19	18	19	23	20	22	18	19	19	22	22	22	22	21	21	23	21	22	21	23	23	22	21	24	26	23	23	25	25	25	24	29	31	0	1	1	5	2	2	1	3	7	6	4	4	3	4	7	2	28	7	7	6	14	15	12	9	11	14	14	25	25	35	14	22	12	14	25	19	28	21	20	41	23	20	27	21	44	55	34	63	20	35	15	37	35	33	21	1	45	26	36	16	17	1	47	45	29	42	35	37	72	31	0	20	57	43	64	50	65	34	28	11	43	44	70	56	64	88	84	43	77	57	75	2	84	35	69	79	93	67	1	1	2	1	2	3	4	2	1	1	2	2	2	3	2	6	1	2	1	3	2	1	1	2	1	1	1	1	1	1	2	1	2	1	1	1	3	1	3	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	6	1	1	2	2	1	8	1	1	4	2	1	1	2	2	1	3	1	2	1	2	1	4	5	5	2	2	2	2	1	1	1	2	1	4	1	10	2	4	1	2	2	5
