step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76
5000	-382.271496622172265	-391.322340002623605	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.994310582803915	7	0	7	7	12	10	5	11	3	12	5	11	17	17	18	10	13	17	11	19	21	17	15	13	21	25	18	19	10	19	23	16	29	20	24	32	23	17	27	35	28	25	26	29	18	29	29	22	29	28	25	25	25	28	37	30	34	31	21	36	23	34	33	28	42	36	36	42	35	34	34	50	26	44	49	49	9	0	9	2	1	1	2	3	2	9	2	11	3	3	17	1	1	5	11	32	24	6	8	4	6	27	17	24	4	24	13	5	21	27	14	24	23	17	17	73	28	5	7	25	19	53	42	15	24	59	12	13	15	30	58	45	37	52	10	56	27	46	26	45	67	58	41	67	56	44	64	68	25	63	65	68	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
5500	-384.843780707113524	-393.894624087564864	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.964068953411338	7	-1	9	7	12	5	3	15	9	9	4	13	14	12	18	13	19	14	17	15	28	20	19	18	21	25	16	9	19	22	24	17	22	26	24	19	26	20	27	35	33	24	22	29	17	23	24	23	24	30	26	27	27	24	38	27	32	28	30	29	34	34	36	30	38	29	36	34	32	44	41	50	41	45	47	41	6	0	2	2	4	2	2	28	6	11	2	3	4	4	1	11	18	10	16	16	45	19	3	10	8	9	28	2	13	9	13	10	1	13	23	28	15	12	22	64	25	45	18	18	4	12	38	13	32	48	32	42	45	3	68	30	38	38	33	42	39	37	57	24	21	43	66	69	34	57	59	76	41	41	65	68	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6000	-386.982469986342949	-396.033313366794289	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996893756660512	9	-2	4	8	7	5	3	13	11	16	13	10	16	16	17	11	18	17	18	7	22	23	15	18	17	30	17	19	22	13	20	14	22	25	22	29	27	18	31	34	25	24	24	30	22	27	30	30	20	25	26	29	34	26	33	29	23	24	31	32	31	32	33	28	37	38	32	42	27	42	40	49	39	33	51	47	7	0	2	3	3	2	2	20	2	5	1	7	30	20	30	6	5	9	9	6	18	8	9	23	8	18	3	6	32	6	15	3	16	25	28	42	33	32	34	36	13	21	24	58	10	57	42	33	23	38	33	29	28	17	50	27	17	28	34	49	38	50	42	31	60	26	33	62	49	57	57	71	37	34	68	70	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
6500	-397.616119188037032	-406.666962568488373	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.979128230344213	4	-4	8	10	1	9	5	15	4	11	11	7	12	15	15	12	16	13	17	18	24	14	15	21	24	18	17	12	17	15	22	24	28	16	25	33	28	24	26	35	26	21	26	28	24	22	30	28	24	32	26	29	28	29	29	35	30	23	24	26	32	32	36	32	37	32	33	34	36	45	37	49	38	44	48	38	5	0	5	3	2	5	2	13	2	7	9	9	5	9	16	12	13	10	1	4	4	4	10	20	19	23	30	9	13	28	34	5	38	4	42	25	41	17	29	21	19	22	17	38	20	23	35	58	8	43	46	43	41	16	25	41	60	14	30	6	60	25	66	34	49	21	37	27	46	73	60	56	47	56	70	69	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7000	-388.876054750514243	-397.926898130965583	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.995594415348649	6	-1	6	3	7	12	5	15	11	11	10	13	17	19	18	14	17	13	16	19	25	16	10	21	18	27	21	10	17	21	23	10	26	17	21	21	22	21	24	35	29	22	21	30	23	25	24	27	28	25	29	26	30	27	34	32	22	27	27	34	28	31	38	26	32	33	22	33	36	41	34	49	36	49	50	41	2	0	2	2	4	5	4	10	7	3	7	11	32	5	8	28	11	4	5	12	10	23	7	28	12	47	6	4	5	13	19	5	45	32	9	16	12	23	13	51	27	12	23	45	9	14	24	35	67	24	45	25	31	43	31	47	29	36	42	44	19	30	56	9	50	24	6	48	65	56	61	41	56	56	69	51	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7500	-394.990268184726631	-404.041111565177971	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.991474455866296	5	-2	2	4	8	6	10	12	8	13	13	12	9	16	17	9	13	13	16	19	14	22	13	15	17	28	20	20	22	21	19	24	24	27	19	33	27	19	30	37	29	20	16	28	27	25	26	26	30	32	22	32	26	28	31	24	31	26	27	30	32	25	34	24	30	30	29	32	33	41	36	46	27	45	54	43	2	0	2	2	2	2	4	1	3	9	5	1	1	3	13	2	7	3	8	16	5	21	6	6	7	56	16	21	17	12	12	30	38	35	23	27	17	8	51	51	62	16	18	35	31	8	28	42	30	67	21	62	28	32	46	14	53	30	64	73	41	13	60	20	34	34	32	51	23	73	32	52	15	40	72	61	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8000	-396.304312467018804	-405.355155847470144	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999503850758670	8	-3	8	0	11	1	6	8	8	17	10	4	18	16	15	14	12	8	17	13	29	17	10	16	23	25	10	18	20	13	24	13	29	24	22	31	20	17	31	35	28	21	19	31	22	25	27	22	28	27	28	17	32	28	37	33	32	32	24	32	32	36	29	20	34	34	32	42	34	49	37	52	40	41	50	44	4	0	4	2	12	2	4	2	2	15	4	4	7	20	1	23	7	12	18	12	59	1	7	3	4	28	18	18	22	9	37	2	22	29	37	24	17	1	29	48	14	5	5	51	38	13	19	23	38	29	64	11	21	59	60	33	46	54	29	59	13	53	17	30	46	59	51	62	41	76	63	76	21	50	56	33	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
8500	-394.058594521160046	-403.109437901611386	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999192752593746	2	-3	3	9	13	5	12	19	9	9	12	9	15	14	19	18	19	12	19	17	23	21	16	20	23	26	6	21	16	15	21	25	27	24	20	27	23	25	22	28	29	17	1	29	19	25	20	24	27	31	27	27	28	26	28	16	35	30	22	29	33	31	25	30	39	33	33	38	35	50	39	39	31	44	40	47	2	0	2	2	6	43	27	12	27	3	6	27	4	10	18	5	7	10	14	30	20	20	1	7	8	15	43	12	12	9	11	23	30	22	13	7	15	42	45	47	59	18	2	49	11	28	18	45	37	32	19	24	39	15	46	18	35	38	42	38	46	60	8	33	50	53	48	66	55	69	67	61	63	69	68	74	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9000	-400.608354580844548	-409.659197961295888	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.941930437631215	10	-5	9	2	11	11	7	7	4	16	8	9	11	16	21	18	19	14	13	15	25	18	13	22	18	28	21	21	18	19	23	15	28	24	23	29	23	22	33	36	21	17	23	23	16	21	24	26	26	32	27	24	29	26	40	32	34	35	27	27	31	31	32	26	35	38	29	37	35	45	33	47	37	37	52	44	11	0	9	2	4	8	9	9	2	3	9	9	9	1	32	23	10	4	9	8	16	13	13	6	6	21	13	7	18	3	3	13	44	7	28	16	41	18	33	53	29	19	27	42	9	29	30	43	8	44	41	14	35	46	65	33	38	49	44	38	27	52	44	10	36	44	29	38	15	40	41	69	71	25	76	62	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
9500	-413.559468866841144	-422.610312247292484	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.985878385753180	6	-2	2	5	12	10	11	8	10	13	9	12	15	16	16	14	12	15	18	15	24	22	7	22	18	25	20	16	22	18	26	21	20	23	25	33	25	22	34	33	26	11	17	28	24	20	25	15	19	32	28	30	26	31	33	29	36	31	22	35	34	29	34	22	40	22	31	37	31	43	35	54	29	49	46	40	2	0	2	2	23	8	4	4	23	42	3	11	4	6	8	6	4	42	7	11	34	13	3	5	16	28	12	12	15	42	18	42	48	17	18	73	15	12	56	29	32	4	4	30	4	12	38	17	10	20	45	35	38	35	32	34	9	64	8	40	24	25	35	17	31	43	34	31	33	50	64	61	32	68	39	58	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
10000	-400.389612589881381	-409.440455970332721	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.986475216637583	9	-4	2	-1	6	12	10	14	9	16	7	13	16	16	10	4	11	13	20	20	23	4	14	17	23	28	16	14	16	21	20	18	30	23	16	26	19	23	29	35	14	22	26	28	11	17	22	26	29	31	24	32	23	30	24	31	31	27	28	23	34	32	33	28	42	31	33	37	35	48	26	49	38	44	54	45	3	0	2	2	4	3	11	6	16	17	16	5	45	6	5	2	5	9	8	27	14	2	9	17	37	53	15	1	6	12	18	14	44	31	45	23	35	24	51	58	45	27	20	19	22	1	35	38	55	39	7	39	37	37	29	48	53	45	25	14	58	39	71	34	63	43	13	50	20	50	34	74	67	68	72	63	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
