step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76
1	-750.429176875939447	-759.480020256390844	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.709255597662517	6	0	7	6	10	8	10	14	8	14	10	10	15	15	18	15	17	14	17	16	25	21	16	19	21	26	18	19	20	20	22	21	27	23	23	30	25	24	29	33	29	23	24	29	24	26	27	26	26	30	27	28	31	27	37	33	33	31	28	33	32	32	34	29	39	35	34	39	36	47	37	51	40	45	52	46	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
500	-389.382490070574590	-398.433333451025931	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.991230660264046	8	-5	6	2	7	10	-1	15	7	10	5	11	9	15	18	12	18	14	12	16	17	21	12	14	22	25	9	19	16	23	20	22	26	21	27	28	29	22	30	28	24	22	24	23	23	27	21	22	28	26	26	24	32	28	36	18	32	24	28	32	35	34	36	27	37	34	33	38	35	36	31	52	37	40	44	43	7	0	7	2	4	11	2	3	7	3	4	5	4	11	6	13	10	9	27	1	27	5	27	10	56	31	4	18	3	14	17	17	32	6	41	43	26	24	54	42	24	12	23	13	21	32	10	21	25	28	38	24	59	30	49	6	20	14	30	49	45	34	26	32	40	56	33	59	37	57	47	73	57	53	57	66	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1000	-390.497369819207336	-399.548213199658676	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.988464706731687	2	-8	3	6	13	9	11	17	10	14	8	8	11	17	17	15	17	-1	19	13	22	17	14	12	18	23	20	20	18	18	17	22	26	25	25	29	25	24	24	31	25	17	19	26	19	28	22	13	22	24	30	32	33	25	33	24	30	26	24	33	34	34	33	27	35	38	29	34	37	43	33	53	42	40	55	39	2	0	18	3	11	4	6	48	1	9	3	18	18	11	24	4	7	2	13	12	14	6	4	11	11	31	15	17	5	5	11	16	34	22	8	56	23	42	48	39	42	11	7	32	9	26	31	4	30	45	26	15	36	23	40	27	47	42	19	64	34	40	50	10	58	47	38	58	46	51	33	70	51	71	72	61	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1500	-392.107014253964735	-401.157857634416075	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.984118540331212	4	0	9	5	7	9	6	10	7	17	10	13	14	17	21	14	19	11	19	13	12	15	18	18	11	26	18	21	14	22	24	21	25	16	16	24	26	22	24	30	28	21	20	18	25	29	22	24	24	25	19	24	30	31	38	19	34	32	30	31	32	23	30	21	43	29	36	37	34	36	32	43	39	44	41	42	2	0	9	2	4	4	2	1	4	6	1	3	11	25	24	9	25	7	35	3	4	9	18	6	7	47	6	44	1	14	44	6	28	18	3	19	51	12	27	14	62	51	29	20	44	64	29	14	44	42	16	35	48	47	60	8	33	30	52	62	64	22	42	27	71	39	40	46	66	33	26	67	26	61	73	54	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2000	-390.726297799169913	-399.777141179621253	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.987205880778520	8	-5	2	4	10	10	7	15	6	15	9	14	15	14	18	10	19	14	17	15	19	23	16	21	13	21	16	12	21	23	15	23	27	22	27	26	24	24	32	29	29	19	21	30	21	29	21	23	26	27	24	21	34	28	39	37	31	33	29	34	27	31	36	27	40	37	37	37	34	48	35	35	34	39	45	44	3	0	2	3	3	7	3	4	3	7	9	28	11	5	8	4	18	9	3	4	19	27	16	31	7	31	25	9	10	20	9	19	22	42	27	15	11	26	22	51	48	12	28	38	12	48	6	52	21	21	42	28	17	21	71	53	49	49	37	38	47	18	38	29	73	44	19	58	38	55	54	32	44	40	44	57	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2500	-412.332901424416946	-421.383744804868286	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.982709434370393	2	-1	2	5	11	4	3	11	9	8	10	10	12	11	18	15	16	12	17	19	27	15	19	17	21	25	19	4	14	24	20	17	29	23	22	33	27	22	28	30	25	17	16	32	21	19	27	31	29	24	22	22	32	27	41	30	36	25	32	27	30	27	19	23	29	37	32	36	33	51	32	48	42	39	51	41	2	0	2	7	6	2	2	3	6	3	28	28	1	6	13	10	18	4	10	18	38	9	29	9	16	42	32	1	13	24	5	8	30	11	16	30	43	22	45	7	45	9	5	63	24	17	64	49	25	17	9	42	34	45	62	63	40	42	45	41	52	20	29	20	38	30	33	41	30	76	41	61	53	59	44	30	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3000	-389.628420588276754	-398.679263968728094	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.988187910127800	5	-4	10	4	11	12	10	17	10	13	7	9	14	14	18	10	17	13	18	16	21	22	16	13	24	22	20	23	17	20	24	21	19	16	21	27	23	22	22	32	32	24	20	19	18	17	29	24	27	32	29	28	33	29	32	24	32	35	18	31	34	28	31	30	38	31	33	32	37	35	37	53	41	37	43	42	2	0	11	2	1	11	4	12	1	12	4	1	3	12	20	4	18	11	3	18	13	29	16	11	33	44	12	59	12	59	5	18	6	11	9	33	12	13	8	26	32	17	14	4	24	12	44	59	59	25	21	25	56	31	25	24	36	63	10	28	31	46	36	38	50	42	42	29	67	25	55	58	63	22	55	65	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3500	-395.178200258436107	-404.229043638887447	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.987314157757216	6	-10	7	-1	13	10	-4	15	5	7	7	9	19	12	18	17	12	10	15	11	17	23	16	13	22	28	19	20	22	11	19	15	20	19	17	31	26	26	32	27	31	23	13	31	23	29	31	29	24	26	16	28	24	29	36	21	26	27	25	31	31	30	33	31	36	39	34	38	35	42	34	54	34	41	47	44	4	0	7	2	10	10	2	17	7	7	1	1	21	3	18	17	1	9	18	4	11	51	1	11	14	16	19	23	5	3	32	17	6	19	20	29	32	42	49	42	42	24	1	57	19	37	45	23	21	16	11	28	31	56	40	6	31	34	15	40	42	59	50	57	58	54	58	50	46	55	53	75	50	54	74	55	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4000	-406.499887749280788	-415.550731129732128	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.976433783111073	6	-2	1	8	3	7	7	11	11	14	13	7	14	15	17	13	14	15	19	15	23	22	7	13	20	21	18	11	24	18	24	19	31	20	24	30	17	23	18	20	28	25	24	33	25	26	28	15	22	32	13	18	29	25	38	32	34	29	30	27	30	27	31	24	37	33	33	32	27	39	37	42	39	40	46	39	2	0	2	5	2	5	3	1	23	4	3	2	12	1	16	8	24	23	18	1	14	10	3	12	14	9	11	7	18	4	18	7	42	14	48	29	3	28	11	24	37	32	40	49	18	39	38	1	1	47	23	17	64	51	63	64	41	64	42	35	45	34	45	52	34	43	29	45	43	50	21	65	49	35	46	45	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4500	-389.643061434645006	-398.693904815096346	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999405298170845	2	0	8	7	10	10	4	13	11	16	14	7	13	14	20	18	17	18	19	9	24	19	18	19	24	25	19	18	21	23	22	22	25	22	25	23	25	23	32	33	28	17	27	28	22	28	25	27	21	27	20	17	26	27	32	29	27	34	21	28	33	31	35	24	36	34	23	37	27	46	25	50	40	40	47	40	2	0	1	7	4	2	2	4	4	12	6	2	6	9	13	14	12	11	8	7	27	12	4	52	17	28	8	13	10	13	10	16	15	22	23	20	15	24	41	50	33	12	20	49	14	19	52	29	11	38	13	8	14	36	45	52	49	25	15	25	57	57	57	23	45	47	13	25	21	73	17	70	60	61	58	55	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
