step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93
5000	-1155.225236982830893	-1153.456601074191894	-1.768635908639029	0.000035867544776	0.000063194692921	1.761890681817193	0.665835019087014	0	2	3	5	4	6	6	7	6	7	7	8	8	8	9	12	10	10	11	11	12	16	13	13	13	14	14	14	15	16	15	16	17	19	16	17	17	18	19	20	19	20	22	20	22	22	21	22	22	24	23	24	25	24	24	23	26	24	25	25	25	26	26	27	27	26	25	26	23	27	27	26	28	29	27	27	28	29	28	29	29	29	29	30	30	32	32	33	32	33	33	33	37	0	1	2	1	3	5	4	5	4	6	7	9	10	9	13	14	14	0	15	17	17	20	19	21	20	20	21	23	24	27	27	28	0	23	27	28	30	31	37	30	36	39	38	39	39	40	41	42	42	46	48	48	69	47	48	49	60	46	48	50	51	48	53	53	72	55	56	58	44	58	62	54	65	66	67	68	69	77	62	70	72	75	70	77	80	69	77	82	77	85	87	89	86	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	1	1	2	1	1	1	1	1	1	1	3	1	2	1	2	1	2	2	1	3	1	1	1	1	1	1	1	1	2	1	2	2	1	1	1	2	1	2	2	1	1	1	1	1	1	2	2	1	1	1	1	1	1	3	1	1	1	2	2	1	1	1	6	1	2	2	2	1	1	2
5500	-967.074605550053207	-965.609325055132558	-1.465280494920671	0.000078529562029	0.000079224891571	1.008854366736645	0.751929281177104	0	2	3	4	5	6	6	7	7	7	8	8	8	9	9	11	9	9	11	10	12	15	14	15	14	13	14	15	15	16	14	16	17	20	16	17	16	19	19	20	19	21	22	21	21	22	21	22	22	23	23	24	25	23	24	23	25	24	25	24	25	24	26	28	27	26	26	26	26	28	28	25	28	29	27	28	29	28	28	30	30	29	30	30	29	32	31	31	32	32	33	34	38	0	1	2	1	3	5	4	5	4	6	7	9	10	9	13	14	9	0	15	17	17	20	19	27	20	20	17	23	21	31	21	28	0	23	27	28	27	31	37	30	36	39	38	39	39	40	41	42	42	46	48	48	44	47	48	49	50	46	48	50	51	48	53	53	72	52	56	40	53	58	62	54	65	66	67	68	69	69	62	70	72	75	70	77	70	69	69	82	77	85	87	89	86	1	1	1	2	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	2	2	1	2	2	3	1	2	1	1	1	1	2	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	2	2	1	1	1	1	1	1	1	2	1	3	1	1	1	1	5	3	1	2	1	2	1	2
6000	-870.287683454531589	-868.693869685756454	-1.593813768775151	0.000345434452384	0.000083850381478	0.242738907190160	0.689519139927108	0	2	3	4	4	5	6	6	5	8	8	8	6	8	9	12	10	11	11	11	11	15	12	15	14	14	13	15	13	17	15	16	18	21	15	17	18	20	19	20	19	21	21	20	23	22	22	22	21	23	24	24	26	24	24	23	25	24	25	22	24	25	24	28	27	26	24	26	25	27	26	26	28	29	27	28	27	28	27	28	29	29	30	30	30	32	31	32	34	32	32	32	38	0	1	2	2	3	5	4	5	4	13	7	9	6	9	13	20	12	0	13	17	9	29	15	25	17	16	17	23	14	26	17	28	0	28	27	28	27	30	30	31	36	39	30	30	30	40	41	37	39	30	49	38	55	47	39	48	46	40	52	40	49	52	37	53	72	50	56	58	63	58	45	54	65	61	67	68	69	69	52	70	72	75	80	77	80	84	84	82	92	85	77	84	45	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	1	1	2	1	3	1	1	1	2	1	1	1	3	2	2	1	1	2	1	1	2	2	1	3	1	1	1	2	2	1	2	2	1	2	2	2	1	1	3	1	2	2	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	2	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	3	1	5
6500	-1002.575272891171153	-1001.009611149734610	-1.565661741436570	0.000578055554550	0.000147985168754	0.256005097761356	0.408354326952391	0	2	3	4	4	5	5	7	8	9	8	9	7	8	9	12	10	10	11	10	12	16	15	14	15	13	15	15	15	17	15	16	17	20	16	17	17	19	20	20	19	21	22	20	22	22	22	23	21	23	21	24	25	24	25	23	25	23	26	23	25	24	25	27	25	24	27	23	25	28	28	25	27	29	27	27	29	26	29	29	28	30	31	29	29	31	31	32	33	32	32	35	37	0	1	1	2	2	5	1	5	1	6	4	7	3	4	6	20	1	0	17	11	7	24	13	9	7	14	11	10	16	12	20	15	0	15	20	13	29	26	35	24	10	20	20	29	37	34	32	37	44	51	35	49	48	15	38	44	26	38	62	45	40	45	56	49	28	44	49	27	43	48	52	32	47	40	56	45	63	66	45	68	47	48	80	66	51	69	69	67	79	79	87	87	25	1	1	2	1	1	1	2	2	3	2	2	2	3	2	2	1	5	1	1	1	3	1	4	3	4	3	2	3	1	4	2	3	1	6	3	4	1	3	2	4	5	6	7	2	3	2	2	3	1	1	3	3	1	7	4	2	7	2	1	1	2	1	1	3	4	2	3	4	1	3	2	3	3	3	2	2	2	2	3	3	2	4	1	2	4	3	2	2	2	1	1	2	6
7000	-978.264038579671364	-976.664838246698082	-1.599200332973336	0.000769711979316	0.000185015581813	0.240369887418035	0.271780024888015	-1	1	2	3	4	5	3	5	6	9	7	8	9	9	9	11	10	11	12	10	10	16	14	16	15	13	16	14	15	17	14	12	16	19	17	17	17	18	19	21	20	20	21	19	21	22	21	23	21	24	22	25	24	23	25	22	24	24	25	24	24	26	25	26	25	26	26	25	27	28	26	26	28	28	27	27	29	29	28	27	28	30	30	30	30	31	30	32	34	31	32	35	39	0	1	2	3	3	5	2	3	2	6	4	7	3	11	6	10	4	0	20	1	1	14	6	25	16	4	4	10	15	23	14	20	0	10	23	10	4	24	23	38	32	25	25	23	38	16	32	24	23	38	12	43	14	15	43	44	42	42	29	54	23	55	50	49	37	16	22	44	43	39	45	13	53	63	54	40	47	21	55	49	53	64	49	43	74	50	71	71	63	48	63	50	53	1	1	1	1	2	1	1	1	3	2	2	2	4	1	3	1	5	1	1	6	4	4	6	1	2	5	7	2	4	3	3	1	1	5	3	4	9	1	3	1	3	3	3	2	1	7	6	3	3	4	5	1	8	8	1	2	3	2	4	1	6	1	1	3	5	6	6	4	3	4	3	7	1	3	1	4	4	10	1	3	2	2	3	6	1	4	2	2	4	4	4	7	7
7500	-974.251573364330625	-972.589555104378519	-1.662018259952063	0.000751347596199	0.000162261666689	0.215960851554529	0.293066679189913	0	2	4	4	3	5	5	5	7	9	7	9	9	10	9	11	10	9	11	11	11	15	14	15	13	14	15	16	15	17	12	15	17	18	16	18	18	19	19	19	19	21	22	21	22	23	22	21	19	23	24	24	25	24	23	24	23	25	24	24	25	25	26	26	27	26	27	26	26	28	28	27	26	28	27	28	29	28	28	30	29	30	29	30	30	32	30	31	33	31	32	34	38	0	1	5	1	1	5	1	2	2	5	7	8	6	1	6	10	11	0	9	13	12	11	6	10	16	31	12	8	25	32	10	6	0	15	26	15	16	25	24	28	19	21	35	49	44	11	15	40	30	44	21	57	50	19	49	20	30	30	48	21	28	44	44	37	23	62	39	20	48	30	45	38	13	57	59	43	39	38	66	55	46	64	61	43	64	53	63	27	53	39	39	63	46	1	1	1	2	1	1	1	2	3	4	2	3	4	6	2	1	2	1	3	1	1	5	3	2	1	1	3	5	1	1	2	5	1	4	1	5	4	4	2	1	4	7	3	1	1	8	6	1	1	2	7	1	1	6	3	6	2	4	2	6	4	1	2	4	7	1	2	6	3	4	3	4	6	2	2	3	6	6	1	2	4	3	2	3	3	3	2	8	4	5	5	4	9
8000	-960.485314131866971	-958.826640690814315	-1.658673441052619	0.000867445768865	0.000188349060101	0.217130645928109	0.329333986409493	1	2	3	4	4	6	6	6	7	9	7	8	8	10	8	12	10	10	11	10	11	15	15	15	15	13	15	14	13	16	13	15	17	21	17	17	17	18	19	18	20	19	19	21	23	22	21	23	21	23	23	24	25	23	24	24	25	25	23	23	23	25	25	27	27	25	26	25	26	27	26	26	28	28	26	27	28	28	28	29	29	28	30	31	29	32	30	32	32	33	32	33	38	0	1	2	2	3	5	2	4	7	6	7	4	6	8	6	7	4	0	6	1	4	19	13	26	4	1	4	13	9	24	8	12	0	27	32	8	24	37	35	23	25	31	37	43	24	38	25	37	37	35	44	37	37	47	32	22	59	37	22	35	22	40	45	41	20	44	60	26	45	45	39	47	28	64	31	52	31	59	45	42	68	60	70	71	38	63	63	66	79	42	39	69	65	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	4	3	1	3	5	4	2	4	1	5	3	4	3	4	1	2	5	1	3	1	6	1	1	1	2	4	3	1	1	2	3	2	3	3	4	1	3	4	1	4	5	1	4	3	3	5	5	1	3	10	2	1	6	1	2	3	3	6	1	7	1	7	3	3	6	2	2	2	3	7	4	2	4	2	7	6	4	6
8500	-1034.862340840791376	-1033.277925996343811	-1.584414844447666	0.000717163143976	0.000177136904046	0.246996663916909	0.303552931749268	0	3	3	5	5	6	4	7	6	9	7	8	8	8	8	11	10	10	11	9	12	15	16	16	14	12	13	16	14	16	15	16	16	21	17	16	18	20	20	20	20	22	22	21	22	22	21	23	20	23	23	21	25	23	25	24	25	21	26	23	23	25	26	27	27	25	26	26	26	28	26	27	27	28	26	26	29	29	27	29	28	29	29	29	27	31	30	31	33	32	32	34	37	0	1	1	3	2	5	3	2	2	5	1	11	2	4	9	8	9	0	8	3	12	8	19	25	17	9	4	10	2	14	3	13	0	31	3	19	2	17	32	11	29	14	39	20	26	39	35	58	16	52	39	39	26	15	48	21	60	24	48	43	38	61	21	39	47	39	16	25	38	46	39	28	34	76	48	24	79	39	52	24	41	66	22	55	49	22	9	75	79	24	54	84	37	1	1	2	1	1	1	1	2	1	3	3	1	2	2	1	1	1	1	2	3	2	3	2	2	2	3	5	3	6	5	6	4	1	3	8	2	8	3	1	6	2	8	1	7	5	1	2	1	4	1	1	1	7	7	2	7	1	2	1	1	1	1	7	2	4	3	7	8	2	2	4	6	4	1	1	5	2	5	4	5	2	2	7	2	3	7	12	3	3	6	4	3	6
9000	-1020.801396991311890	-1019.194740296846931	-1.606656694464953	0.000515232532546	0.000122198532475	0.237171616223522	0.241621299823432	1	2	3	5	3	5	6	5	7	8	8	7	8	8	8	10	9	9	11	10	11	15	16	16	13	14	15	15	15	16	16	16	18	18	17	18	18	19	19	19	20	21	21	20	23	23	20	22	22	21	23	25	24	23	22	23	25	24	25	25	24	25	25	27	27	25	27	26	27	28	27	26	28	29	27	26	28	27	28	29	30	29	30	31	29	31	31	33	33	32	32	34	39	0	1	2	2	2	5	1	5	1	5	9	1	6	7	6	2	10	0	4	7	9	17	10	14	12	12	12	15	7	14	14	19	0	13	21	15	14	26	12	21	19	9	22	20	50	43	32	26	31	30	50	17	43	28	50	9	46	48	51	16	43	16	46	49	28	21	35	4	25	58	38	34	28	78	40	22	35	49	31	58	34	59	50	31	66	49	16	71	71	48	40	79	69	1	1	1	3	1	1	3	1	3	4	1	3	2	1	2	4	1	1	3	2	2	3	4	4	3	4	4	4	5	3	4	3	1	5	4	5	7	2	4	3	3	7	2	4	1	1	3	4	3	2	1	8	1	4	1	7	1	1	2	8	2	9	2	2	5	6	3	10	7	2	3	3	6	1	3	6	5	4	5	1	7	3	5	8	2	4	8	3	3	5	5	5	5
9500	-955.721619838456490	-954.049711929323621	-1.671907909132886	0.000506091155191	0.000107582653651	0.212575644817976	0.351150303155165	1	2	2	5	3	5	5	5	6	8	7	8	7	9	8	10	8	9	11	10	11	16	15	14	15	13	15	15	13	17	16	14	17	19	15	16	18	19	19	20	19	21	21	20	21	22	21	22	21	22	22	24	25	25	24	24	26	25	22	24	23	24	25	28	27	26	27	27	27	29	26	27	27	28	28	28	27	28	28	29	29	29	31	30	27	29	32	33	34	30	32	35	38	0	1	1	1	3	5	2	5	1	9	4	1	6	12	6	14	4	0	13	12	4	16	6	14	14	16	26	19	20	35	17	10	0	32	29	19	30	30	27	12	32	29	38	26	24	7	32	22	22	39	31	25	25	47	22	61	42	48	21	29	25	9	9	51	28	24	31	39	9	53	45	23	32	37	71	59	66	55	55	52	47	75	76	49	45	57	57	44	78	52	78	64	62	1	1	1	2	1	2	2	1	2	1	1	4	2	1	2	1	2	1	2	1	4	3	6	3	3	2	1	1	2	1	4	2	1	2	1	1	1	1	2	6	3	4	1	4	4	7	3	2	2	1	3	4	5	2	4	1	4	1	6	6	3	10	9	3	7	4	5	3	8	2	3	5	6	5	1	3	1	2	3	4	4	1	2	5	3	2	2	7	2	3	2	4	8
10000	-1034.955642958372664	-1033.367554062293038	-1.588088896079708	0.000626505474550	0.000153689939591	0.245313003372597	0.344752519916147	0	2	3	5	3	4	5	6	7	9	7	8	7	10	9	11	10	9	12	10	11	16	16	15	15	13	16	16	13	15	15	15	17	20	16	17	18	19	19	21	19	20	20	18	23	22	19	22	21	23	24	24	26	24	23	23	25	24	24	25	25	25	25	27	27	26	27	24	26	28	27	25	27	29	28	27	28	28	28	29	26	29	31	30	29	32	32	33	34	33	32	34	37	0	1	1	2	1	2	1	4	1	5	7	7	3	12	13	4	7	0	20	1	12	24	10	26	14	9	26	13	21	4	14	13	0	15	14	25	24	29	26	24	13	32	21	26	9	14	15	38	38	24	44	49	55	23	14	49	38	14	16	51	43	37	49	31	20	56	51	43	25	55	56	36	34	60	56	62	40	53	66	48	47	16	50	62	68	52	43	52	82	50	30	70	59	1	1	3	2	2	1	2	1	3	3	1	2	2	2	1	2	1	1	1	6	1	1	2	1	4	2	2	4	1	4	4	6	1	5	3	1	1	3	3	4	7	3	4	3	7	6	3	1	1	3	4	2	2	3	4	1	5	6	6	1	2	3	3	6	8	1	1	2	4	3	4	3	4	2	3	2	3	1	2	3	3	7	4	4	3	4	6	5	3	5	7	3	5
10500	-987.342710476827165	-985.748559744091949	-1.594150732735234	0.000534100718125	0.000129567080026	0.242589226392067	0.380768323897860	0	1	3	4	4	6	4	5	6	8	8	9	8	8	9	12	10	9	11	10	11	15	15	16	13	14	14	16	14	17	16	14	17	20	17	15	17	18	19	19	20	21	19	21	22	23	20	23	22	23	24	23	23	24	23	23	25	23	22	25	24	25	26	28	26	26	26	26	26	28	28	25	26	27	28	27	29	29	28	28	29	30	29	31	30	31	31	32	33	31	32	33	39	0	1	2	3	3	5	2	2	4	8	8	9	6	2	13	4	7	0	13	9	9	9	15	26	9	21	4	10	16	9	11	13	0	15	16	15	16	24	16	26	22	26	20	35	21	38	15	35	14	40	39	21	42	34	25	44	45	59	37	59	44	39	61	44	32	44	59	51	59	68	29	34	32	16	43	42	44	39	56	58	28	62	35	37	62	66	51	59	75	55	86	69	74	1	1	1	1	1	1	2	2	2	1	2	2	1	4	1	3	5	1	1	3	2	8	3	1	4	1	6	4	2	5	5	3	1	4	3	4	3	1	3	2	3	4	4	2	4	1	6	4	7	3	3	4	1	2	5	1	2	1	4	1	3	4	2	3	6	4	2	1	3	1	7	3	6	8	4	3	5	5	2	3	6	2	6	9	2	2	4	6	3	4	1	4	6
11000	-1004.724161670108515	-1003.122291364076887	-1.601870306031588	0.000529631837585	0.000126695371712	0.239214040247837	0.280453521026672	0	2	4	4	5	5	5	7	6	8	7	8	9	8	8	10	11	10	11	9	11	15	15	15	14	14	14	14	15	17	15	15	17	19	17	17	17	19	20	20	18	21	21	20	22	22	20	22	22	23	23	24	25	24	25	23	26	24	25	24	25	23	26	27	27	25	26	26	25	27	27	27	26	28	27	28	27	28	27	29	30	27	30	30	29	32	31	32	33	32	30	34	37	0	1	1	2	3	3	1	6	4	11	4	9	3	4	7	7	12	0	13	4	7	4	10	14	9	11	9	19	17	26	9	13	0	22	12	13	17	29	11	29	15	14	14	20	40	24	15	24	40	29	26	26	51	32	26	30	51	20	7	29	26	24	38	60	28	40	27	40	60	51	37	28	32	26	51	55	58	62	31	55	36	30	74	21	66	37	51	43	27	48	74	91	43	1	1	1	1	1	1	3	1	1	1	2	1	2	2	1	2	2	1	1	3	4	6	2	3	4	4	4	1	1	3	5	3	1	3	4	4	3	2	5	2	6	6	8	3	1	4	5	3	2	4	3	8	1	5	5	3	1	6	13	4	5	3	2	2	7	2	5	2	1	2	6	8	6	6	2	2	2	3	6	2	6	5	1	10	1	8	4	5	7	6	1	3	4
11500	-969.867463766880178	-968.310070228175732	-1.557393538704487	0.000598647103708	0.000155777445048	0.260215816770236	0.327235480986499	1	2	2	3	4	5	5	6	7	8	8	7	8	9	7	11	8	10	12	10	11	16	15	15	15	14	16	16	15	16	15	15	18	21	17	16	17	17	20	19	18	21	22	21	22	22	21	22	21	24	23	25	25	24	22	22	24	25	26	22	24	23	26	25	25	25	25	27	26	27	28	26	27	28	28	28	29	29	28	29	28	30	30	31	30	31	32	33	32	33	31	35	37	0	1	1	3	3	5	4	5	1	6	4	7	9	2	6	2	7	0	13	1	12	11	10	12	9	21	11	10	7	12	7	15	0	15	12	19	12	21	25	26	15	9	44	38	49	44	19	29	40	45	40	29	45	28	49	24	38	56	17	49	34	39	49	40	36	55	25	50	57	58	53	28	32	62	48	21	44	45	39	46	23	49	60	71	79	79	69	76	63	58	20	83	59	1	1	1	1	1	1	2	1	3	2	2	1	1	3	1	5	1	1	2	3	2	4	4	4	4	1	4	4	5	5	3	3	1	6	4	1	4	2	2	3	6	8	1	3	1	1	4	3	2	1	2	6	2	3	1	3	3	1	11	1	2	1	2	2	4	1	5	2	1	1	1	5	8	3	2	8	4	3	5	4	7	5	4	2	1	1	2	3	4	4	11	2	4
12000	-921.025331355521075	-919.349153931896126	-1.676177423624925	0.000476002308574	0.000100506485074	0.211147053836032	0.407779111343423	1	2	3	4	5	5	6	6	6	7	7	8	6	9	8	12	10	10	12	11	12	16	15	14	14	13	14	15	14	17	16	15	17	19	16	17	17	19	18	21	19	21	21	19	23	22	21	22	18	23	22	23	24	24	24	22	26	24	25	24	24	25	26	27	27	25	26	26	26	28	27	27	27	27	27	28	27	28	29	28	30	30	30	28	29	30	32	33	32	32	33	34	38	0	1	1	2	3	3	4	2	4	6	4	9	6	1	13	17	12	0	13	12	9	9	15	16	9	14	17	15	17	17	12	19	0	15	27	19	26	14	27	16	19	37	27	27	22	27	23	30	31	27	29	44	46	19	43	37	37	29	45	27	37	52	61	48	28	25	48	42	55	43	21	34	41	37	42	14	37	74	59	68	47	38	30	69	46	71	84	83	40	68	39	83	71	1	1	1	1	1	2	1	3	1	1	1	1	1	2	2	1	1	1	3	2	3	4	3	1	4	2	2	4	2	4	3	2	1	7	2	2	2	5	2	5	4	2	4	2	3	3	3	2	1	5	4	2	1	6	2	3	5	5	1	4	3	2	1	2	6	6	2	2	1	2	8	5	4	5	3	9	5	1	2	1	5	5	7	1	2	1	3	2	5	2	7	1	4
12500	-947.621409175716508	-946.026567021826395	-1.594842153890119	0.000601926377874	0.000145836360484	0.242282720685327	0.313668010801489	0	2	4	5	4	4	5	6	7	8	7	9	9	10	9	10	11	10	11	11	12	15	16	16	15	11	15	16	14	17	15	15	18	18	16	16	18	19	18	20	18	22	21	20	22	21	20	22	21	24	24	24	25	22	24	24	26	24	25	21	24	25	23	27	26	26	26	27	25	28	27	25	27	27	26	28	29	29	26	29	29	28	29	29	29	32	30	32	32	30	33	35	38	0	1	1	5	2	2	2	6	5	8	4	4	6	4	6	7	4	0	6	3	4	29	6	22	14	14	14	13	12	22	14	10	0	8	25	13	35	34	23	23	10	30	37	30	60	30	15	39	39	17	44	23	39	13	16	48	52	29	63	40	48	63	39	39	15	40	56	29	39	30	63	28	28	25	43	53	68	58	44	66	28	67	34	44	23	74	74	74	87	66	87	44	55	1	1	2	1	2	2	1	2	2	1	1	2	2	1	3	2	2	1	3	4	4	1	7	1	3	1	4	2	2	1	1	2	1	9	1	3	1	1	1	2	6	3	3	2	1	2	5	1	2	5	1	3	5	7	7	1	1	6	1	1	2	1	2	3	8	4	1	5	4	5	2	5	4	5	2	3	1	3	2	1	6	1	8	3	7	2	1	3	1	1	1	7	5
13000	-983.281710473124463	-981.720858875681188	-1.560851597443251	0.000676760368211	0.000174899105746	0.258435797899956	0.383170505308199	0	2	3	3	5	6	4	6	6	9	8	7	9	9	8	10	10	10	11	11	10	16	16	16	14	13	15	15	14	15	16	14	17	20	17	16	18	17	19	19	20	21	21	21	21	22	20	23	20	22	23	24	25	24	23	23	25	24	25	24	23	24	25	27	27	24	25	25	25	26	27	25	27	27	27	26	29	28	28	29	28	27	29	31	30	31	31	32	32	32	32	35	38	0	1	2	2	3	3	2	3	2	3	7	4	5	3	6	3	11	0	6	11	12	16	29	9	17	17	12	6	12	26	11	13	0	5	26	13	38	30	35	38	15	39	35	37	14	37	13	34	22	40	37	39	39	23	50	39	44	42	56	17	39	35	48	67	60	46	24	50	31	9	76	19	19	14	55	17	42	42	71	78	28	60	20	48	58	63	44	87	76	24	64	71	70	1	1	1	1	1	2	1	1	2	3	2	1	2	3	2	2	1	1	3	3	2	3	2	5	2	2	4	4	4	1	4	4	1	7	2	4	1	1	1	1	7	2	1	2	5	2	6	1	2	2	3	3	3	3	1	3	1	1	1	6	1	4	1	1	3	1	3	3	5	9	1	6	7	5	3	7	4	5	1	1	5	2	8	4	4	3	6	1	3	8	4	5	8
13500	-891.487475014934375	-889.753648301421890	-1.733826713512494	0.000595894318554	0.000115345268202	0.193566652023698	0.339983496061605	1	3	2	3	4	6	6	5	7	9	7	9	7	10	8	11	8	10	11	10	9	14	15	15	13	13	16	15	15	17	14	15	17	21	15	15	18	19	20	19	20	21	19	20	23	23	20	22	21	23	22	25	24	24	24	23	26	21	26	24	25	24	26	27	27	24	23	26	27	28	27	26	28	28	28	26	28	29	29	30	29	30	31	30	29	29	31	33	31	33	31	34	39	0	3	1	1	3	5	1	5	1	15	4	7	6	2	13	12	4	0	15	17	7	1	10	25	7	7	11	19	31	24	16	19	0	15	11	13	30	30	31	20	19	44	21	37	30	49	28	44	37	37	37	44	44	32	35	43	45	20	43	30	9	48	49	63	27	56	26	45	51	26	48	47	47	62	51	14	53	59	51	50	47	74	26	21	68	63	58	55	86	55	59	69	76	1	1	1	1	1	1	2	1	4	1	2	2	1	3	1	1	2	1	1	1	2	7	3	1	2	4	5	2	1	1	1	2	1	5	3	4	1	1	4	6	4	1	5	1	3	1	3	1	2	2	2	2	2	5	5	2	2	5	4	2	8	1	2	1	4	1	5	2	2	8	2	3	3	2	2	10	2	2	4	4	5	1	8	10	2	1	7	6	2	5	3	4	8
14000	-1035.952694322583511	-1034.353702500279041	-1.598991822304534	0.000485257904278	0.000116685436081	0.240460660305227	0.310343152400439	0	1	2	3	4	5	6	7	7	7	6	9	8	9	8	11	10	11	12	10	11	13	16	15	14	14	16	14	14	17	14	15	18	19	16	14	18	20	20	21	19	22	21	20	23	22	22	23	20	22	24	24	26	25	24	22	26	25	26	24	24	26	25	27	25	24	26	25	26	29	28	27	26	28	27	25	28	28	27	27	29	30	30	29	28	30	32	32	32	32	31	33	39	0	1	2	1	3	5	4	1	1	6	4	4	10	1	6	1	8	0	5	8	7	9	10	4	9	9	11	13	9	19	7	13	0	15	22	19	35	37	35	39	19	29	35	37	38	24	15	20	9	29	29	39	48	31	39	39	22	42	29	40	24	39	31	44	36	37	50	48	44	63	52	19	41	52	56	24	49	61	63	57	41	63	24	14	64	78	57	64	45	58	78	91	84	1	1	1	1	1	1	1	4	3	1	2	4	1	4	2	4	1	1	4	2	3	4	6	5	3	4	6	3	4	2	4	6	1	4	2	2	1	2	2	1	3	5	4	1	2	5	7	4	6	5	7	1	1	6	2	1	5	2	6	2	3	4	6	4	7	2	2	1	3	3	2	8	3	2	2	5	4	3	2	1	5	2	6	12	1	2	3	2	4	5	1	1	6
