step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94
1	-1374.701310790804428	-1381.556798741763714	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.095493622457963	0	1	2	4	4	4	6	5	6	7	7	9	8	8	8	10	9	10	10	11	10	11	11	10	13	12	14	11	11	14	12	12	13	13	14	14	15	13	14	14	15	15	14	14	14	16	16	15	15	15	16	16	17	16	17	18	18	17	18	18	18	17	18	18	19	20	21	20	19	20	20	19	21	20	21	20	21	22	22	22	21	23	23	23	23	23	24	24	24	25	26	25	26	29	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	3	3	3	4	4	5	4	4	4	5	5	5	5	6	5	6	6	5	7	6	7	6	6	7	6	6	7	7	7	7	8	7	7	7	8	8	7	7	7	8	8	8	8	8	8	8	9	8	9	9	9	9	9	9	9	9	9	9	10	10	11	10	10	10	10	10	11	10	11	10	11	11	11	11	11	12	12	12	12	12	12	12	12	13	13	13	13	15
500	-600.529011561579296	-607.384499512538696	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.201538268291368	0	2	2	4	3	5	7	5	6	7	7	9	9	7	8	10	9	10	10	12	8	11	11	10	13	13	15	11	11	14	12	13	13	13	14	13	15	13	13	14	15	16	15	14	15	14	16	15	15	15	17	16	17	17	17	19	19	17	19	18	19	17	17	18	19	20	22	20	19	21	20	20	20	20	21	20	21	23	23	22	22	24	21	23	23	22	22	23	24	25	27	25	27	29	0	1	1	3	1	3	4	5	5	4	4	15	15	4	9	2	14	8	11	14	9	24	14	5	2	7	6	15	12	23	28	13	13	29	4	13	35	18	5	20	12	39	31	26	26	19	41	34	16	40	0	4	36	26	35	20	35	16	46	27	64	14	23	36	62	54	66	50	31	53	26	42	22	37	37	52	21	51	37	76	41	1	15	56	26	72	29	77	61	64	60	2	53	91	1	1	1	1	2	2	2	1	2	1	1	1	1	1	1	5	1	3	2	3	1	1	3	4	5	3	4	1	1	2	1	2	1	1	5	2	1	2	5	2	4	2	1	1	1	2	1	1	2	1	1	6	2	4	2	4	2	4	3	1	1	7	4	3	1	2	1	3	4	1	4	2	5	3	3	2	7	2	3	1	4	10	7	2	4	1	6	1	1	4	6	12	5	1
1000	-521.998480071245353	-528.853968022204754	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.557116436870799	0	2	2	4	4	4	6	5	6	8	7	9	8	9	8	10	9	10	10	10	10	11	11	11	13	13	14	12	12	13	12	13	13	13	14	13	15	13	15	14	15	15	14	14	15	16	14	13	16	12	16	16	16	15	17	18	16	16	18	18	17	18	15	18	17	20	21	20	19	20	20	20	22	21	20	19	21	23	21	23	21	24	24	24	22	23	23	23	24	25	26	25	25	30	0	1	1	3	1	3	5	6	6	9	4	11	2	7	9	9	13	15	15	10	17	14	7	15	23	24	26	12	23	22	23	22	19	19	28	11	33	31	36	18	26	14	31	26	33	54	13	16	35	9	0	44	44	26	25	49	34	32	55	26	63	13	33	36	52	22	31	23	55	64	76	46	61	66	59	36	70	62	42	36	75	54	80	75	64	68	77	76	80	80	87	38	79	83	1	1	2	1	2	1	1	1	1	2	1	1	3	2	1	2	1	1	1	1	1	1	3	1	1	1	1	2	1	1	1	1	2	1	1	3	1	1	1	2	1	2	1	1	1	1	2	2	1	4	1	1	1	1	2	1	1	2	1	3	1	2	1	2	1	3	5	5	1	1	1	1	4	1	1	4	1	2	4	3	1	4	1	1	3	2	1	3	1	1	2	6	2	2
1500	-438.235794850611683	-445.091282801571083	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.872240250256305	0	1	2	4	3	2	7	6	6	7	7	9	9	8	9	11	10	11	10	11	11	12	12	10	13	12	12	12	11	15	12	13	12	13	15	14	15	13	14	13	16	14	13	15	14	16	16	15	14	15	16	15	17	16	17	19	18	16	18	18	16	18	19	18	20	20	20	18	18	20	21	18	21	21	21	20	21	22	20	22	21	23	24	22	22	24	22	25	23	25	25	24	25	28	0	1	1	3	3	1	9	5	4	9	8	9	9	9	10	12	14	9	15	13	12	13	17	7	8	13	15	20	15	38	19	23	15	29	32	26	34	20	23	17	27	23	28	36	26	37	18	18	28	40	0	32	44	45	48	68	54	48	18	54	42	33	41	36	60	72	35	47	27	64	79	54	72	56	59	64	72	51	45	77	47	78	87	75	79	79	76	79	65	80	63	67	89	91	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	2	1	1	1	1	1	1	1	1	1	1	3	1	1	3	1	1	1	1	2	1	4	1	1	1	1	1	1	1	1	3	2	1	3	1	1	1	1	2	1	2	1	2	2	2	1	1
2000	-419.595608702864752	-426.451096653824152	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.833294486691724	1	2	3	5	4	3	6	5	7	8	7	9	7	8	7	10	9	10	10	12	9	11	11	10	14	12	14	11	11	14	12	11	14	13	14	14	15	13	13	13	15	15	13	15	15	15	15	16	16	14	16	16	18	17	17	18	19	17	18	19	18	17	17	18	19	20	21	21	18	20	21	20	21	20	21	20	20	21	19	22	21	22	23	23	23	21	22	24	22	26	27	24	26	29	0	1	1	6	1	1	6	6	6	9	4	10	4	15	4	4	13	12	12	12	9	18	14	21	38	16	18	19	11	39	18	15	32	18	38	26	39	20	20	32	25	18	28	36	26	31	25	50	33	40	0	33	46	45	51	52	62	41	47	58	42	51	40	36	64	53	46	66	33	79	79	64	60	59	74	53	27	62	64	79	74	76	73	75	68	65	72	89	86	87	60	82	88	93	1	1	1	1	2	1	1	1	2	1	1	1	1	1	2	3	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	2	1	1	2	1	1	1	1	2	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	3	4	1	1	1
2500	-482.113372138458772	-488.968860089418172	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.596936360701336	0	2	1	4	4	5	6	5	6	7	8	7	8	8	9	10	9	9	10	11	9	12	10	8	13	12	14	11	11	14	13	12	13	13	12	14	15	11	15	14	15	15	14	15	15	16	16	15	15	16	17	16	17	16	18	18	17	16	18	17	17	17	17	18	18	19	18	18	19	20	21	19	21	19	21	19	21	21	20	22	21	24	22	23	23	23	24	24	24	25	25	26	26	30	0	3	1	3	1	2	6	5	5	4	10	2	12	9	12	13	2	11	18	19	7	15	4	10	24	13	29	11	16	7	29	23	22	14	28	26	32	17	30	17	33	33	32	36	26	31	40	32	27	33	0	43	36	45	63	57	48	30	47	42	36	30	44	46	44	36	46	44	59	64	76	55	62	57	46	36	35	27	36	70	46	72	72	75	60	70	31	64	80	66	85	72	88	84	1	1	1	1	3	1	1	1	1	1	1	2	1	1	1	1	4	1	1	1	1	2	3	1	2	3	2	1	1	4	1	1	1	2	1	1	1	1	1	2	1	2	1	1	2	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	2	1	2	3	5	3	3	1	3	3	1	1	3	1	5	3	1	3	1	4	1	4
3000	-492.951057746570143	-499.806545697529543	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.668954673648774	0	1	3	5	5	4	7	5	6	8	6	9	7	7	8	11	10	11	10	10	11	10	12	8	12	12	14	11	9	14	12	12	11	12	14	15	15	13	14	15	15	15	13	13	13	13	17	16	16	15	16	16	17	15	18	18	17	16	18	16	18	18	18	18	19	21	21	20	19	20	20	19	20	20	21	20	21	23	23	22	21	22	23	23	23	23	23	24	22	26	27	25	27	29	0	1	2	6	3	2	11	3	6	9	5	15	4	9	13	12	7	24	15	9	29	2	22	6	24	17	16	13	11	46	19	22	15	17	25	45	44	22	23	16	23	17	22	28	26	17	35	39	32	34	0	25	44	45	30	47	58	31	46	29	60	51	51	53	48	58	63	51	59	52	36	45	47	69	65	36	69	51	64	73	59	73	66	75	76	55	73	80	36	79	85	85	71	81	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	5	1	2	2	1	1	2	1	1	1	1	2	1	1	2	1	2	1	2	1	2	2	1	1	1	2	1	2	3	1	2	2	1	1	1	1	2	3	4	1	2	1	1	2	3	1	2	1	2	2	2	1	1	1	4	1	4	2	1	1	1	1	1	1	2	2	1	3	1	2	1	4	4
3500	-443.429451516513325	-450.284939467472725	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.679742571454848	0	2	2	5	4	4	6	6	6	7	8	10	8	7	8	10	9	10	8	12	9	10	10	9	12	12	15	11	10	13	12	13	12	14	14	13	15	14	14	13	16	15	13	15	14	16	15	15	16	15	16	16	18	15	17	19	17	17	17	18	19	18	17	19	19	20	22	19	19	21	21	18	22	21	21	21	20	21	22	21	20	23	23	23	23	23	24	23	24	26	26	25	27	28	0	1	1	6	3	2	2	5	3	2	5	13	9	4	10	24	5	21	9	16	13	10	9	10	18	24	40	21	15	28	29	4	16	31	26	26	12	20	26	9	45	10	20	36	26	37	39	20	35	25	0	31	44	31	34	57	16	37	31	50	49	51	37	44	49	60	33	46	59	44	64	41	72	69	69	64	59	51	80	64	69	76	78	75	76	76	75	41	76	80	88	86	84	92	1	2	1	1	1	1	2	1	2	2	2	1	1	1	1	1	3	1	1	2	1	1	1	1	1	1	1	1	1	1	1	4	1	1	1	1	2	1	1	4	1	2	1	1	1	1	1	1	1	1	1	2	1	2	2	1	3	1	1	1	2	1	1	2	1	1	4	1	1	3	1	1	2	2	1	1	2	3	1	1	1	1	1	1	1	1	2	2	1	3	1	1	2	1
4000	-478.697749797119059	-485.553237748078459	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.648515363534421	0	2	2	4	4	3	6	5	6	8	7	9	6	8	9	9	10	10	10	10	10	12	10	11	14	12	14	11	12	13	11	12	14	14	15	14	16	13	15	14	15	16	15	13	14	16	15	15	15	15	16	16	17	16	17	16	18	16	18	19	18	17	19	17	19	20	21	20	19	21	19	18	22	20	21	19	21	22	23	23	21	23	23	23	21	23	25	24	21	25	25	25	26	30	0	1	1	1	3	3	6	4	6	7	4	9	4	2	9	3	14	7	10	10	16	15	14	14	32	19	32	12	20	24	12	23	26	29	30	26	40	24	30	16	44	45	28	19	18	27	19	22	19	40	0	45	36	45	51	27	33	10	47	41	47	51	33	49	54	34	37	61	47	76	36	46	66	59	19	36	50	51	70	63	74	85	67	81	57	70	84	73	42	79	73	27	69	85	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	2	1	2	2	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	3	1	2	2	1	2	2	2	2	2	1	2	1	3	1	1	1	4	2	3	3	1	2	1	1	1	1	1	1	1	1	2	1	1	5	3	4
4500	-520.441426225578084	-527.296914176537484	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.549041383833477	0	2	2	4	5	4	6	5	5	8	8	9	8	7	7	10	9	10	11	12	11	12	9	10	14	13	15	11	12	14	12	13	14	14	12	15	15	13	13	13	14	16	14	15	14	17	16	16	15	15	15	15	17	16	17	17	18	17	18	18	18	17	18	18	20	20	21	20	20	19	20	19	21	20	22	20	21	20	22	21	22	23	23	23	24	23	24	24	23	23	27	26	26	30	0	1	1	2	2	2	6	3	6	15	5	7	14	9	2	14	6	11	11	16	12	10	13	13	19	13	26	14	6	35	23	19	29	14	16	32	25	31	31	29	31	33	29	26	26	48	13	34	35	40	0	40	36	41	41	40	36	7	35	51	45	51	54	44	50	56	56	56	30	27	53	59	74	41	47	64	64	51	44	64	47	73	56	81	27	29	75	76	79	25	89	89	77	46	1	1	1	1	2	1	2	1	1	1	1	2	1	1	3	1	2	1	2	1	1	3	1	1	2	3	1	2	3	1	1	1	1	4	1	1	1	1	1	1	1	2	1	1	1	1	5	1	1	1	1	1	1	1	1	2	1	5	3	1	1	1	1	1	2	2	2	2	3	2	1	1	1	5	4	1	1	3	4	2	2	1	2	1	6	4	1	2	1	3	3	2	3	7
