step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85
1	-1593.867218052515909	-1602.918061432967306	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.027861222289211	-1	-2	4	5	9	14	16	19	16	20	18	20	21	17	27	23	22	28	25	36	30	31	31	36	30	29	40	32	34	37	36	33	35	37	33	39	39	38	41	39	37	38	41	37	37	39	42	42	43	41	43	40	49	58	41	41	47	47	45	49	44	47	57	45	47	52	52	44	47	51	53	49	53	58	61	61	52	60	54	54	57	55	60	66	63	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
500	-633.337038315555333	-642.387881696006730	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.090225080414198	-4	-9	0	7	11	11	17	19	11	21	18	22	23	12	29	20	24	25	21	39	28	31	27	33	32	25	38	34	32	31	38	31	34	38	31	38	32	37	44	39	37	40	36	33	28	36	43	35	38	36	43	37	52	57	43	37	43	46	45	49	42	46	52	35	40	48	51	40	48	47	55	50	46	49	59	56	48	52	56	49	50	53	57	64	61	2	0	2	3	3	3	6	9	3	6	4	14	8	1	8	9	7	8	7	29	17	45	26	26	26	19	45	22	12	23	29	18	32	35	45	29	45	45	44	22	25	44	25	19	16	26	36	17	29	17	36	45	77	80	40	32	52	65	42	27	64	33	69	10	35	40	39	30	47	50	67	42	36	59	53	74	40	73	64	27	42	47	62	79	66	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1000	-445.826881135323902	-454.877724515775242	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.983047258457417	1	-17	7	-9	10	13	18	22	12	16	17	22	15	13	22	22	25	23	28	35	25	28	34	31	34	28	30	30	33	36	30	28	31	33	34	27	38	37	38	39	31	38	41	38	30	35	37	45	40	40	40	39	52	58	38	28	47	48	49	47	43	44	56	44	45	54	40	39	45	53	54	43	50	60	57	56	50	60	54	50	46	50	46	65	65	4	0	4	2	3	3	14	13	3	14	9	6	3	3	13	10	10	10	12	56	12	7	18	32	19	21	10	18	17	56	8	21	32	36	32	8	33	25	25	28	18	25	41	26	11	18	45	61	28	34	30	30	64	70	20	18	52	61	69	64	39	37	59	47	43	58	26	56	23	61	82	55	60	77	59	67	51	82	58	42	55	44	25	75	74	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1500	-441.878291361146069	-450.929134741597409	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.992671779437495	0	-3	4	7	10	16	13	20	14	22	21	12	19	15	27	24	24	27	24	23	28	28	29	36	30	25	36	24	32	27	30	29	31	33	32	39	31	35	38	35	36	36	36	32	37	35	39	41	30	40	32	37	48	56	39	41	49	46	42	51	45	48	56	42	49	48	53	45	48	42	55	44	53	55	58	60	52	62	48	40	55	51	52	68	55	2	0	1	3	3	7	5	12	4	9	7	5	5	5	16	5	9	11	14	6	17	14	11	22	6	13	31	12	11	11	26	10	10	17	15	34	22	10	51	22	51	15	29	15	34	21	31	29	10	46	32	32	55	77	17	37	39	52	38	72	70	33	73	56	36	61	50	50	64	39	58	27	57	60	56	60	69	63	70	51	82	39	70	76	36	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2000	-461.062748021577306	-470.113591402028646	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.995130180989022	0	-8	-1	5	13	7	16	19	16	23	10	22	17	20	31	24	26	24	23	32	30	22	27	34	33	32	41	30	37	28	35	29	27	38	34	41	39	38	41	41	35	39	38	37	33	34	29	41	40	40	39	40	41	60	38	41	49	46	45	47	45	47	53	38	48	51	41	37	49	53	50	48	49	55	60	55	46	58	53	42	35	49	61	56	60	2	0	2	2	6	3	11	6	5	8	4	8	11	9	19	13	7	22	14	10	33	11	16	16	5	17	44	8	26	9	26	10	8	33	10	64	25	33	34	41	16	45	16	28	23	5	10	17	38	81	41	35	42	69	22	38	58	49	34	36	56	36	67	10	48	51	81	35	58	49	60	50	52	77	79	82	48	63	44	35	25	42	71	72	61	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2500	-434.489748120936156	-443.540591501387496	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.983691280118094	-1	-4	5	5	7	12	15	14	15	23	19	19	22	15	27	19	23	24	20	36	34	30	32	31	29	30	41	27	33	35	39	33	38	41	34	32	38	40	33	40	33	38	43	28	40	37	41	44	41	39	43	37	44	56	43	38	47	45	40	50	45	49	56	48	37	51	49	43	45	52	54	49	53	43	53	64	45	54	55	56	53	57	60	56	60	2	0	2	1	1	3	4	5	5	12	14	8	16	3	16	7	6	12	14	29	12	10	10	11	15	10	35	13	10	44	41	25	35	17	15	11	24	30	28	32	28	30	42	10	20	44	52	59	20	26	29	44	50	71	30	24	34	42	36	23	27	52	64	31	32	55	69	33	56	51	48	52	62	65	43	78	44	72	52	43	67	67	57	38	54	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3000	-446.045869093489046	-455.096712473940386	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999927027826337	1	-3	6	3	9	10	18	19	17	22	20	12	18	12	27	24	15	28	21	34	26	25	19	36	29	31	42	26	36	40	40	33	38	36	26	41	33	40	43	40	36	33	37	34	42	42	42	33	42	42	36	26	50	59	40	30	42	47	40	47	48	49	60	47	43	56	53	35	47	45	52	51	52	55	61	60	52	57	44	55	55	39	60	67	62	2	0	2	2	4	4	6	5	5	17	9	3	14	3	8	12	5	7	23	11	13	6	14	28	52	16	33	7	48	42	32	52	32	18	13	51	26	18	38	25	18	15	16	22	26	37	37	25	20	18	15	6	45	81	26	52	55	39	32	27	82	47	80	49	26	71	55	21	38	37	79	58	31	62	62	80	39	58	20	55	64	37	58	76	78	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3500	-451.979025868108124	-461.029869248559464	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.997864349393047	0	-5	6	6	9	14	16	23	11	19	20	15	21	14	26	25	14	29	23	36	31	29	28	39	30	25	36	17	34	34	31	28	38	34	29	33	31	41	38	40	36	35	45	33	38	34	39	45	39	38	35	43	50	56	38	35	46	44	48	44	46	47	55	48	46	50	45	34	43	48	43	46	51	54	55	63	49	43	52	50	53	46	60	65	65	2	0	1	1	3	4	9	28	3	5	5	3	28	3	14	11	4	13	6	18	26	19	16	13	8	6	32	2	32	13	28	19	30	10	13	35	13	56	68	46	13	36	34	22	29	26	35	39	34	29	35	51	36	79	44	15	33	68	78	24	47	39	55	58	40	78	56	26	34	47	29	67	61	42	62	75	71	24	48	57	43	40	48	63	53	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4000	-447.067916425203805	-456.118759805655145	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.986774322532314	1	-4	1	6	13	5	12	21	14	15	18	20	22	18	29	23	24	29	25	33	34	33	33	33	34	28	41	34	32	39	39	33	31	27	34	38	38	42	42	43	34	38	41	36	39	36	41	45	46	38	44	37	41	57	44	41	46	51	35	44	45	48	53	38	49	42	42	41	49	49	47	49	52	59	62	55	48	56	49	48	52	49	54	62	66	2	0	2	1	6	2	6	7	2	1	7	7	5	3	11	12	14	11	13	15	26	13	14	19	26	19	22	29	12	29	33	15	26	14	13	8	23	31	23	35	17	59	20	16	35	19	41	56	30	18	64	41	35	72	39	50	47	69	19	44	68	50	57	23	39	42	19	50	61	46	66	59	62	79	65	62	36	70	55	38	50	43	57	54	75	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4500	-454.458945127920856	-463.509788508372196	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.998339788265008	-4	-8	3	9	4	12	14	10	9	17	19	20	18	16	24	21	26	30	22	40	30	22	29	28	29	31	35	26	30	36	29	32	27	38	34	41	39	41	44	37	39	39	37	25	32	37	46	38	36	39	33	36	49	61	45	29	44	46	46	46	38	44	54	45	47	53	51	35	35	53	54	48	48	59	60	56	49	53	57	50	57	53	58	62	65	2	0	1	5	1	3	4	1	3	4	6	8	7	4	14	3	6	28	6	22	22	12	17	17	17	15	15	13	13	21	16	16	19	32	16	40	51	23	69	31	24	51	31	10	25	24	50	25	45	26	25	15	20	53	20	16	26	41	68	34	15	69	35	49	55	57	59	45	31	57	59	46	39	79	76	47	68	60	72	37	77	57	78	63	83	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
