step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105
1	-3946.437955571440398	-3944.975873486921500	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.652580262859617	11	4	1	5	9	9	10	16	19	14	21	20	29	21	24	24	24	27	30	30	34	33	32	35	34	37	35	39	36	37	43	38	43	38	45	41	43	43	44	44	42	42	44	43	42	48	46	46	47	51	53	54	54	49	56	55	53	54	56	56	66	59	59	60	63	61	60	62	64	67	64	68	67	62	63	67	71	64	64	77	70	66	74	68	70	74	77	81	78	76	73	80	79	82	82	77	80	82	83	83	91	84	86	84	89	3	3	0	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	1	1	1	2	2	2	3	3	2	4	3	5	4	4	4	4	5	5	5	6	6	5	6	6	6	6	7	6	6	7	6	7	6	8	7	7	7	7	7	7	7	7	7	7	8	8	8	8	9	9	9	9	8	9	9	9	9	9	9	11	10	10	10	11	10	10	10	11	11	11	11	11	10	11	11	12	11	11	13	12	11	12	11	12	12	13	14	13	13	12	13	13	14	14	13	13	14	14	14	15	14	14	14	15
500	-1321.266426172621095	-1319.900794065676109	-1.365632106945079	0.000010015788258	0.000005048988371	0.504102946295021	0.204485880023303	11	0	-2	4	7	7	1	18	20	14	14	21	29	15	19	24	19	18	30	26	31	28	25	24	33	37	33	35	32	34	44	31	39	27	37	41	39	44	34	43	27	42	41	39	41	49	39	44	47	48	46	54	51	47	53	46	55	55	53	52	67	58	54	55	63	62	50	64	64	68	66	69	67	62	55	63	73	63	60	74	63	63	74	66	68	73	78	82	80	72	69	77	77	85	77	76	79	83	82	85	89	84	86	85	90	5	0	0	2	0	2	3	2	3	7	7	3	10	3	10	7	14	14	10	11	24	17	12	14	32	23	34	19	23	29	21	20	27	16	21	15	15	30	23	32	7	41	32	32	27	36	18	27	41	21	29	40	25	39	48	42	24	37	48	44	32	26	41	41	41	75	14	47	43	59	67	23	9	67	16	47	32	55	56	51	41	48	51	43	26	43	48	20	32	75	26	54	0	43	85	47	51	48	41	43	41	47	91	43	54	1	1	1	1	1	1	1	4	4	2	2	3	3	3	2	4	1	1	4	2	2	2	1	2	1	3	2	1	1	1	2	1	2	1	2	5	5	2	1	2	6	3	2	2	1	1	7	2	3	4	4	3	4	3	3	1	9	4	1	4	7	3	6	5	9	1	6	4	3	3	4	9	6	3	8	6	11	4	4	4	7	4	8	6	7	8	8	13	10	6	8	5	1	10	3	8	7	11	14	9	13	11	4	8	9
1000	-1175.950624323019156	-1174.536202782873943	-1.414421540145156	0.000010005987617	0.000008584094858	0.857895810676986	0.285509413809364	11	2	1	6	4	9	9	17	19	14	22	13	27	16	24	17	22	26	26	30	31	31	33	37	27	36	26	40	38	38	40	31	39	33	39	38	32	44	44	46	41	39	33	45	45	34	39	36	48	48	50	55	55	47	49	49	51	49	55	52	62	47	59	58	63	61	44	51	60	63	64	66	66	56	56	67	70	59	58	78	65	67	74	66	69	74	71	83	76	69	67	80	77	74	82	76	79	84	83	83	90	84	85	78	88	5	0	0	2	0	2	3	4	3	7	7	3	10	12	10	7	14	17	15	11	17	17	18	14	16	23	16	19	18	26	21	25	34	27	21	37	15	30	47	32	34	32	32	32	34	15	26	27	42	31	47	60	40	47	48	42	24	46	48	44	43	29	42	42	48	75	9	39	43	59	67	39	67	67	25	68	43	48	42	72	42	70	68	43	51	43	48	43	43	75	54	51	0	43	92	68	54	55	43	43	43	47	97	43	68	2	1	1	1	1	1	2	2	4	1	2	2	1	1	2	2	2	1	1	2	2	2	2	3	1	1	2	2	2	1	2	1	1	2	1	1	2	1	1	3	1	2	1	3	3	1	1	2	2	2	2	1	1	2	2	2	3	3	3	2	6	1	4	3	6	1	5	1	6	1	3	4	6	3	4	4	7	3	4	3	5	2	6	6	4	7	6	12	9	2	3	7	1	9	1	5	7	8	13	8	12	11	2	8	7
1500	-1106.582292891205498	-1105.190121111565077	-1.392171779640506	0.000010062427504	0.000007840139224	0.779149884180174	0.341992166616074	11	2	-2	6	8	10	4	16	21	15	19	13	28	15	25	20	24	21	30	28	28	24	24	31	30	35	27	33	32	35	43	38	45	38	41	39	43	42	43	34	41	38	36	38	43	46	37	45	46	49	45	52	45	48	53	54	54	55	53	45	60	58	56	52	61	61	51	55	58	65	66	70	59	58	56	68	68	66	60	72	71	68	66	69	71	73	78	79	74	73	72	82	80	78	82	73	80	84	82	84	90	84	87	82	91	5	0	0	2	0	2	3	4	3	7	7	3	10	12	10	10	14	12	10	16	14	14	18	17	16	29	16	15	23	29	24	40	34	27	21	15	28	30	47	25	16	25	25	25	27	37	29	34	42	21	47	60	25	51	48	42	50	46	48	44	43	54	42	42	48	75	9	54	43	65	67	39	9	67	60	68	43	55	49	85	79	59	62	43	54	43	55	43	43	66	54	85	0	43	85	83	54	55	43	43	43	51	97	43	96	2	1	1	1	1	2	1	2	5	2	3	3	2	1	2	1	3	2	3	2	3	2	1	1	2	1	1	2	2	1	2	1	2	2	2	2	2	2	2	1	2	2	1	1	2	1	1	2	2	2	2	3	2	1	1	2	1	2	2	1	3	2	3	2	4	2	4	1	4	1	3	5	4	3	2	3	7	3	2	1	2	3	1	6	3	5	5	10	7	2	5	3	1	7	2	2	7	5	9	9	10	7	2	8	2
2000	-1112.686729657387559	-1111.261113498813756	-1.425616158573890	0.000010184391771	0.000009100242194	0.893547930916886	0.432771878553167	10	2	2	6	3	7	11	17	11	14	18	22	28	16	20	23	23	26	31	31	36	32	29	31	35	35	30	40	33	33	44	38	42	37	42	36	46	44	45	31	41	42	38	40	43	47	36	44	46	48	49	56	54	49	52	54	53	54	51	45	61	58	59	62	62	63	48	60	62	63	55	64	69	61	59	59	69	66	58	76	64	66	68	52	66	73	75	79	77	76	64	73	78	79	79	75	75	77	82	78	92	80	86	77	84	5	0	0	2	0	2	3	4	3	7	7	14	10	3	10	7	14	12	15	16	17	17	18	14	40	23	16	36	23	23	22	40	27	27	21	19	36	30	47	16	34	34	16	40	27	28	29	33	42	21	47	60	44	47	48	49	50	46	48	44	43	39	56	42	59	75	12	39	43	59	12	68	12	67	60	29	43	55	42	72	42	59	68	43	26	43	55	43	43	66	54	72	0	84	80	83	47	55	84	84	84	91	97	84	96	1	1	1	1	1	1	1	2	1	1	2	1	2	2	2	2	1	1	2	2	3	2	1	3	1	2	1	1	1	1	2	2	3	2	1	1	2	2	2	1	1	1	2	1	2	2	1	1	1	2	2	2	3	2	1	2	1	2	2	1	5	2	1	3	2	1	2	5	2	2	4	1	7	3	2	3	6	2	3	3	3	3	1	3	6	5	4	9	7	2	4	2	1	6	1	2	6	3	6	5	5	4	2	6	3
2500	-1070.785268434994805	-1069.329861833211226	-1.455406601783599	0.000010237656193	0.000010046391841	0.981317564467623	0.453157187719238	10	2	1	5	5	8	11	16	9	16	23	16	28	23	22	24	25	21	28	32	33	28	31	36	31	33	29	39	36	36	43	38	44	36	41	31	39	43	47	42	41	41	42	45	38	47	39	47	49	51	51	56	56	45	51	54	54	55	51	49	65	59	59	59	62	61	52	62	65	63	57	60	68	64	55	65	71	64	55	74	65	66	69	55	69	75	76	78	79	72	74	80	78	82	80	76	79	76	84	83	92	85	86	77	89	5	0	0	2	0	4	3	6	3	7	7	9	7	12	7	7	18	12	15	11	22	18	14	21	16	23	7	36	23	23	24	25	27	27	24	19	36	30	47	20	27	34	32	16	27	28	26	27	42	31	54	60	44	47	48	49	50	46	48	40	43	54	79	42	59	75	22	72	84	59	16	39	9	67	60	51	43	55	42	72	49	59	76	43	72	61	55	43	84	66	51	72	0	84	91	83	91	55	69	84	104	91	97	84	96	1	1	1	1	1	1	2	2	1	1	2	2	2	2	3	3	1	1	1	1	1	2	1	1	2	1	2	2	1	1	2	2	2	2	1	1	2	2	2	1	2	2	1	3	2	1	1	4	1	2	2	2	1	2	1	2	1	2	1	1	3	2	1	2	2	2	2	1	2	3	5	3	7	2	1	3	4	3	2	2	2	2	1	2	2	2	3	9	6	2	3	4	1	5	1	1	1	4	5	3	3	2	1	3	3
3000	-1005.128613097967559	-1003.652630840585971	-1.475982257381606	0.000010771283207	0.000011181424317	1.038077274764527	0.519681549498212	13	-4	0	6	4	8	6	9	20	12	22	15	24	18	22	23	25	26	30	31	33	31	30	36	31	36	35	40	36	35	45	38	42	38	48	29	44	44	46	40	41	41	44	43	40	44	39	47	47	46	53	49	48	50	53	57	51	56	54	53	65	62	60	55	65	63	45	56	60	66	65	64	64	64	59	63	72	62	62	74	70	65	71	64	66	75	76	80	78	75	74	81	79	83	73	79	76	81	84	79	92	83	88	70	88	5	0	0	2	0	2	3	4	3	7	7	3	10	12	7	7	14	12	15	16	17	14	18	14	16	23	16	36	23	18	21	25	34	27	31	15	28	30	47	25	34	34	32	25	27	36	29	33	42	24	47	44	44	47	48	64	50	46	48	40	43	39	64	42	59	75	12	54	43	59	12	51	9	67	60	51	69	55	49	72	56	59	51	43	51	69	82	77	69	66	85	72	0	61	85	83	91	78	104	104	99	91	97	61	96	2	1	1	1	1	2	1	1	2	1	2	3	1	1	2	4	2	2	2	2	1	2	1	1	1	1	2	3	2	2	2	2	1	1	1	1	1	2	2	2	1	1	1	1	1	3	1	1	2	2	2	1	1	2	1	1	1	2	1	2	2	2	1	3	2	1	5	1	2	2	11	2	7	2	1	1	2	2	3	3	2	2	3	2	3	2	3	2	4	2	2	3	1	4	1	2	1	3	3	2	2	2	2	1	2
3500	-1026.440993198704746	-1024.891117575880116	-1.549875622824616	0.000011110131248	0.000013653108685	1.228888154525039	0.492903515527529	10	-4	2	5	1	10	9	12	11	14	17	13	23	20	22	21	24	27	26	32	33	31	32	36	33	35	32	40	24	38	40	40	41	34	47	38	43	43	44	37	43	42	40	42	42	48	38	47	47	48	50	47	50	50	52	55	53	57	55	55	63	58	60	60	65	61	55	55	57	61	65	61	62	61	54	66	69	61	60	71	70	64	71	67	69	70	78	79	79	76	74	82	81	83	75	79	79	81	86	82	87	81	86	83	90	5	0	0	2	0	4	3	4	3	7	7	9	10	12	7	7	14	17	15	16	14	17	29	22	7	29	11	36	14	23	21	40	27	27	21	15	15	30	47	20	27	27	25	40	27	37	23	27	42	21	47	25	32	47	48	42	50	36	48	52	43	39	56	49	70	75	3	54	43	59	9	62	9	67	52	51	61	55	42	72	79	59	68	61	72	61	78	86	69	66	39	80	0	84	51	83	91	78	89	84	69	91	97	84	96	2	1	1	1	1	1	2	2	2	1	1	1	2	1	2	2	2	1	2	2	2	1	2	1	3	2	2	1	1	1	2	1	1	1	3	2	3	2	1	1	2	1	1	1	2	1	1	3	2	3	2	2	2	2	1	3	2	3	2	2	3	2	1	2	1	2	10	1	3	1	11	1	6	1	1	3	1	2	3	3	2	2	5	1	2	2	3	2	3	1	4	2	1	3	2	2	1	3	2	3	3	2	2	3	2
4000	-995.407690029631567	-993.987541634178342	-1.420148395453197	0.000011596064844	0.000010162499099	0.876374807818237	0.502636909375530	10	-1	-5	4	7	6	10	18	8	14	18	19	29	18	24	16	23	24	32	23	32	35	34	29	27	30	31	39	26	31	41	34	42	34	42	36	44	45	42	39	41	39	43	42	42	48	44	47	46	47	54	48	46	51	54	52	56	55	56	56	66	58	58	59	59	62	45	56	55	65	65	62	66	59	54	67	68	66	63	76	63	67	75	64	72	75	74	74	75	74	69	78	79	76	74	78	75	74	78	84	90	81	84	86	88	5	0	0	2	0	2	3	4	3	7	7	9	10	9	10	7	14	12	15	7	17	14	26	17	20	29	20	36	18	29	21	25	34	27	21	19	13	30	29	32	27	34	25	32	27	37	39	41	42	31	47	44	44	47	48	42	50	36	48	52	69	51	49	49	59	75	9	51	43	65	12	51	67	67	52	68	43	55	49	72	56	65	47	69	72	61	55	77	84	75	72	72	0	84	72	83	91	82	89	94	94	91	85	84	96	1	1	1	2	1	1	3	2	2	1	2	3	3	2	2	2	1	1	1	2	1	2	2	2	1	1	1	1	1	1	2	2	2	1	2	1	2	3	3	1	2	1	1	2	2	1	1	1	1	1	2	1	1	2	1	2	2	2	2	2	2	1	3	2	1	2	6	1	2	2	9	1	5	2	2	1	4	3	2	2	3	2	5	2	2	2	2	1	3	3	2	2	1	2	2	1	1	1	1	1	2	2	3	4	3
4500	-919.770536592938242	-918.253642384809723	-1.516894208128530	0.000012504100465	0.000014323587300	1.145511213717263	0.539388996414582	13	1	1	8	6	9	7	15	13	14	22	20	28	22	18	25	24	27	24	30	30	31	25	35	33	39	37	35	34	36	44	39	42	36	45	43	40	43	41	42	44	40	44	42	43	48	44	47	46	49	49	48	48	51	57	52	53	53	53	55	65	56	56	59	59	61	45	60	62	65	65	69	68	58	56	64	67	61	65	76	70	68	74	70	67	76	76	80	76	76	71	80	76	80	74	78	79	83	84	85	90	78	84	81	87	5	0	0	2	0	2	3	4	3	7	7	9	10	12	10	11	14	17	15	16	14	14	14	21	20	23	16	19	23	29	21	25	27	16	24	28	28	30	23	25	34	34	25	25	34	36	29	27	42	31	39	44	44	23	48	42	50	46	48	52	69	54	56	42	59	75	9	54	43	65	67	51	67	67	52	68	69	55	42	91	64	65	54	61	51	77	55	86	84	75	68	72	0	84	85	83	91	55	89	94	104	91	97	84	96	2	1	1	1	1	2	1	2	2	1	3	1	2	1	1	1	1	1	1	1	2	2	1	1	1	3	2	1	2	1	3	1	1	2	3	1	1	2	3	2	2	1	2	1	2	1	2	1	2	1	2	2	1	6	2	2	1	2	2	1	1	1	1	4	1	1	6	2	2	2	5	2	5	2	1	1	1	1	4	1	2	2	3	1	3	2	2	1	2	3	2	2	1	2	2	1	1	5	1	1	1	1	1	3	2
