step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93
1	-7371.213714459052426	-7378.069202410011712	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.975070331568470	-1	0	2	5	3	6	6	9	8	9	9	9	11	13	11	13	12	14	12	13	13	15	15	15	17	16	18	18	18	20	22	23	20	21	22	23	24	24	26	26	27	27	28	30	30	31	32	32	32	32	32	33	32	32	33	34	33	34	34	34	35	33	35	35	35	36	36	36	35	36	36	36	36	37	40	38	37	39	37	38	39	39	39	41	41	44	43	46	47	47	50	49	51	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	2	4	4	5	5	5	5	5	6	7	6	7	7	8	7	7	7	8	8	8	9	9	10	10	10	11	12	12	11	11	12	12	13	13	14	14	14	14	15	16	16	16	17	17	17	17	17	17	17	17	17	18	17	18	18	18	18	17	18	18	18	19	19	19	18	19	19	19	19	19	21	20	19	20	19	20	20	20	20	21	21	23	22	24	24	24	26	25	26
500	-1345.691207916235044	-1352.546695867194330	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.208248581691280	-2	1	2	5	4	6	5	9	8	9	10	9	11	13	11	12	13	13	11	12	14	15	14	14	16	16	16	16	16	20	19	23	20	21	20	20	24	24	26	23	27	27	25	30	30	32	31	31	31	32	32	33	33	32	32	35	33	34	35	35	33	30	35	36	35	36	35	36	35	35	34	36	36	37	40	39	36	39	36	39	39	39	38	42	41	45	43	47	48	47	50	50	51	0	1	2	1	3	5	5	5	7	6	4	9	8	16	8	12	13	3	9	9	16	14	13	13	16	19	21	24	20	26	13	34	31	26	13	23	29	29	29	31	34	34	35	16	40	40	41	41	36	36	31	36	50	31	40	0	35	23	31	35	18	0	35	40	29	16	4	9	31	0	4	27	9	0	19	36	8	11	11	40	4	43	29	31	35	43	4	31	62	4	40	62	36	1	1	1	4	1	1	1	2	1	2	3	1	1	1	1	1	1	5	2	2	2	1	1	2	2	2	1	1	3	2	5	2	1	2	4	4	4	4	4	2	2	3	4	10	3	5	3	2	5	8	9	6	1	7	3	1	8	12	10	9	9	1	7	9	13	18	15	15	12	1	11	11	17	1	21	11	12	14	14	9	13	13	13	17	11	16	20	17	14	22	16	16	24
1000	-1253.603989725631436	-1260.459477676590723	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.194036863397690	0	1	2	5	4	6	6	9	7	8	9	9	11	13	11	13	12	14	13	13	13	16	13	16	16	16	17	18	15	20	21	23	21	21	22	24	23	23	26	27	27	27	26	29	30	30	33	33	32	33	33	32	33	31	33	34	32	34	35	34	33	30	36	36	36	37	35	36	36	35	37	37	36	37	40	38	37	39	38	39	40	40	39	41	41	44	44	46	48	47	49	49	51	0	1	1	2	3	5	1	5	7	6	5	7	9	12	10	9	12	11	13	12	12	20	13	7	20	23	25	23	16	16	25	34	29	20	25	27	30	24	30	31	26	35	31	32	43	41	42	30	42	43	40	34	45	40	45	0	36	26	34	31	24	0	36	45	30	30	31	43	36	0	28	35	42	0	30	34	30	11	11	40	25	31	40	40	62	40	35	46	62	8	40	62	28	1	1	2	2	1	1	4	2	1	2	2	2	2	1	1	2	1	1	1	2	2	2	2	6	2	2	1	3	1	4	3	1	4	4	3	4	2	4	2	3	6	3	3	3	2	1	2	5	3	5	5	6	2	3	1	1	3	7	8	8	4	1	7	4	10	10	8	8	7	1	14	7	6	1	11	8	13	17	19	6	14	12	7	10	7	12	15	9	13	18	11	14	23
1500	-1130.803642293996063	-1137.659130244955350	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.227127490200227	-1	0	2	6	3	6	6	10	8	9	9	9	11	12	11	13	13	14	12	13	12	15	16	15	17	17	18	18	18	18	21	22	20	21	21	23	25	24	27	25	25	25	29	30	29	30	30	31	32	31	30	33	32	32	33	34	33	34	32	34	34	30	34	36	32	37	37	36	35	37	37	36	36	37	41	39	37	39	37	38	38	40	38	41	41	43	44	46	48	47	50	50	52	0	1	1	2	3	5	3	10	7	6	3	7	12	9	10	9	10	11	9	9	13	14	13	21	24	23	20	9	23	13	28	20	30	23	29	26	33	29	28	30	29	30	40	36	39	40	42	35	42	45	32	41	46	39	50	0	35	59	42	50	35	0	41	45	35	27	4	46	32	0	10	42	65	0	39	42	7	18	10	51	41	83	51	68	62	39	35	68	62	62	51	62	40	1	1	2	3	1	2	2	1	2	2	3	3	1	2	1	3	2	3	2	3	1	2	2	2	1	1	2	5	2	4	2	4	1	3	2	2	2	3	7	3	5	2	2	2	1	2	3	5	4	1	5	4	1	2	1	1	7	1	3	2	9	1	4	3	6	9	11	4	6	1	14	7	2	1	5	7	13	14	15	6	8	1	4	4	7	9	15	5	10	14	9	12	21
2000	-1004.965309932176979	-1011.820797883136379	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.250807345072590	-1	1	3	5	4	7	6	9	8	9	9	10	12	13	11	12	12	13	12	14	13	14	15	14	17	17	19	18	19	20	23	24	20	21	20	24	25	24	24	25	27	27	27	31	30	30	33	32	33	31	30	33	32	31	33	34	33	34	34	34	35	30	32	35	35	37	36	36	36	35	35	36	36	37	40	38	37	39	36	38	40	39	39	40	42	45	43	47	47	48	49	49	52	0	1	1	3	1	3	5	5	7	5	6	9	6	17	10	9	9	6	9	9	7	21	17	19	21	16	16	24	26	25	23	23	29	23	23	27	33	29	27	31	32	31	40	41	40	39	44	42	26	45	40	36	46	45	46	0	31	48	49	46	31	0	27	51	42	58	26	64	42	0	8	36	58	0	39	42	35	18	21	40	62	51	46	68	62	68	5	84	77	62	68	74	46	1	1	2	1	2	2	1	3	2	2	1	1	2	1	2	3	3	3	2	2	3	1	1	1	2	3	5	3	1	2	5	5	1	3	2	3	3	2	4	1	2	1	1	2	3	4	1	3	8	1	2	3	1	1	2	1	4	1	1	2	8	1	6	3	4	1	12	1	4	1	13	6	1	1	8	6	8	15	16	7	9	5	6	3	6	5	19	3	5	14	6	8	14
2500	-871.568752051670913	-878.424240002630313	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.283806404604561	-2	0	2	5	3	7	7	9	9	9	10	10	11	14	12	11	13	13	13	13	13	15	15	14	18	16	17	19	19	20	22	22	21	21	23	23	24	24	26	27	26	27	28	31	30	31	32	33	32	32	33	33	32	32	34	35	33	32	33	34	34	30	35	35	36	36	36	36	35	36	36	37	36	36	41	39	38	40	38	37	40	39	39	42	41	43	44	46	48	48	50	50	52	0	1	2	2	3	5	5	5	7	4	5	9	9	9	6	7	16	11	16	16	16	14	8	20	9	23	16	16	14	9	16	26	29	26	26	34	33	30	31	35	26	30	25	30	43	40	41	31	35	45	40	34	45	45	54	0	34	42	44	54	30	0	49	31	58	57	31	51	58	0	18	63	63	0	53	69	30	30	62	51	62	51	53	75	74	75	62	86	79	62	86	85	80	1	1	1	3	1	2	3	3	1	2	4	1	1	2	2	2	1	2	1	1	1	1	3	1	4	1	2	3	1	6	6	3	1	3	5	1	1	2	2	3	5	4	4	4	1	2	3	4	6	1	2	7	1	2	1	1	5	3	2	1	7	1	1	5	3	1	6	2	1	1	12	2	1	1	3	2	11	17	6	3	9	4	3	1	4	1	13	2	7	13	2	6	9
3000	-866.615527191467095	-873.471015142426495	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.401140179276788	-2	-1	1	6	3	5	6	9	8	8	9	9	11	14	11	14	12	14	11	13	12	15	16	15	17	16	18	18	19	20	22	22	21	21	23	22	23	25	26	25	25	27	28	30	30	30	29	32	31	32	32	33	33	32	33	32	33	34	34	35	35	30	35	34	35	36	36	37	34	36	36	36	36	37	41	37	36	38	37	38	40	40	39	40	41	44	44	45	47	48	51	49	51	0	1	1	3	3	3	3	4	7	5	10	7	7	13	6	13	13	15	12	13	13	13	16	13	20	14	16	13	25	26	34	27	29	20	23	23	29	36	34	30	36	30	40	47	43	40	42	30	42	45	46	34	45	40	50	0	32	49	52	50	34	0	52	51	42	48	4	64	42	0	24	63	49	0	68	63	34	10	62	64	62	54	64	80	74	75	62	84	79	62	86	79	80	1	1	2	2	2	2	3	2	2	3	1	2	2	2	3	1	1	2	1	1	1	2	1	3	2	1	3	3	1	2	1	2	1	4	4	2	2	2	3	3	1	3	2	1	1	3	1	8	2	1	1	5	1	5	1	1	4	2	1	2	9	1	1	2	4	2	11	2	3	1	9	1	2	1	3	1	9	14	4	2	8	4	2	1	2	2	12	2	4	12	2	7	6
3500	-834.366441610098946	-841.221929561058346	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.263338572677192	0	1	2	4	3	6	6	9	8	9	10	9	11	14	11	12	13	14	12	14	12	16	15	16	17	15	18	18	18	20	23	23	20	20	22	24	24	24	26	26	27	27	29	29	30	30	31	31	31	31	32	34	33	32	32	34	33	33	32	34	35	30	34	35	36	36	36	37	35	36	37	36	37	35	39	39	37	39	37	38	40	39	40	42	41	44	44	46	46	47	50	49	49	0	1	1	3	3	5	5	6	7	6	8	9	9	17	6	9	13	6	13	9	9	14	19	16	22	13	26	13	16	26	20	26	29	16	9	20	33	29	34	32	26	30	41	42	40	40	41	32	42	45	43	36	54	45	46	0	34	49	42	45	20	0	48	54	36	58	36	46	49	0	32	52	57	0	45	66	62	13	62	68	62	46	64	80	74	80	62	84	85	62	93	74	68	1	1	1	1	1	2	2	1	1	1	1	1	3	1	3	2	1	3	1	2	2	1	1	2	1	2	1	3	3	2	4	4	1	4	5	4	2	2	3	2	6	3	1	1	2	3	2	5	2	1	1	5	1	2	1	1	9	2	2	2	9	1	2	2	8	1	7	2	2	1	8	2	1	1	5	1	7	14	3	1	6	4	3	2	3	2	11	3	2	10	1	7	6
4000	-763.845973357136245	-770.701461308095645	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.418293520074054	0	1	2	5	3	5	5	10	8	10	9	9	11	14	10	14	13	14	12	13	12	16	14	14	17	16	17	18	17	20	22	24	21	21	21	23	24	24	26	27	27	27	29	30	29	31	33	32	32	33	31	33	32	33	33	35	33	34	35	35	34	30	35	34	36	37	36	36	34	36	37	37	36	37	40	37	37	38	38	38	40	40	36	42	42	45	44	45	47	46	49	50	51	0	1	1	2	3	3	5	5	7	11	6	9	9	7	6	21	13	8	13	9	9	13	17	21	13	16	9	24	14	14	30	31	29	25	26	26	33	34	36	34	32	30	39	41	40	43	44	36	36	45	40	42	45	45	53	0	30	42	57	50	8	0	48	51	42	69	8	51	57	0	34	63	63	0	83	48	62	8	70	64	62	51	53	68	79	82	62	84	85	81	88	85	86	1	1	1	2	1	2	1	4	2	1	3	1	2	4	3	1	1	2	1	2	2	2	1	1	3	1	4	2	1	3	1	1	2	3	2	3	2	2	2	4	1	4	2	1	1	2	2	5	3	2	2	3	2	2	1	1	6	2	1	1	6	1	1	2	5	2	9	2	1	1	6	2	1	1	2	3	4	13	1	1	5	5	2	2	3	2	11	2	3	3	2	3	3
4500	-758.053658447842395	-764.909146398801795	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.412756951011005	-1	1	1	2	3	6	6	9	8	10	9	10	11	13	11	10	12	14	13	12	11	14	15	15	16	16	18	17	18	20	21	23	20	22	23	20	24	24	27	26	27	27	28	30	30	29	31	32	32	32	32	33	32	32	33	32	33	35	34	34	34	32	36	35	34	36	35	36	35	36	37	36	35	38	41	38	36	39	37	37	40	37	39	41	41	43	44	47	47	47	51	50	52	0	1	1	2	3	5	5	5	7	6	5	9	8	9	8	9	16	8	21	13	16	9	13	16	16	23	24	22	25	26	26	34	29	14	26	22	33	27	30	31	35	30	40	35	40	40	44	34	42	45	46	34	40	45	45	0	32	49	35	50	10	0	73	51	49	52	10	64	49	0	56	49	49	0	64	65	62	8	62	68	62	40	82	80	79	64	62	84	85	79	88	89	88	1	1	1	1	1	2	2	2	1	3	2	1	1	2	1	1	1	3	1	1	1	3	1	3	3	1	1	2	1	2	1	1	1	4	4	2	2	2	5	2	3	2	1	2	2	2	1	6	2	1	2	6	3	1	2	1	5	2	5	1	10	1	1	2	1	2	10	1	2	1	3	1	1	1	2	2	2	12	2	1	5	6	1	2	2	3	9	3	3	6	2	1	2
