step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13
48000	-72.955447123867302	-70.631274066942623	-2.324173056924684	0.000231056281393	0.000023221979198	0.100503561549553	0.770758331822859	1	3	5	4	3	3	5	5	6	6	6	7	10	0	1	2	2	1	1	5	6	6	6	8	3	10	1	1	1	1	1	1	1	1	1	2	1	1	2
48500	-78.643061690118643	-77.270874631577072	-1.372187058541572	0.000272419834986	0.000128569759813	0.471954473578519	0.854017621627991	0	2	5	4	2	4	6	5	5	7	7	9	9	0	1	2	1	1	2	5	6	6	6	8	9	6	1	1	1	1	1	1	2	1	1	2	1	2	2
49000	-69.009816507254897	-67.483055010063680	-1.526761497191210	0.000276419698845	0.000076656200296	0.277318152851219	0.761395730897359	0	2	6	4	4	3	5	4	5	6	6	8	10	0	1	2	2	2	1	5	6	6	6	8	3	10	1	1	2	1	1	1	1	1	1	2	1	1	2
49500	-73.593241099090548	-71.946986366573142	-1.646254732517413	0.000168518271089	0.000037341875662	0.221589477630101	0.782919695678750	0	2	5	4	3	2	5	4	5	6	6	8	10	0	1	1	2	1	1	5	6	6	6	8	9	10	1	1	2	1	1	1	1	1	2	2	2	1	2
50000	-62.595474368192832	-60.546786462754248	-2.048687905438585	0.000204381865272	0.000026879285935	0.131515024090184	0.926205949608855	0	2	5	2	3	4	5	5	6	6	7	8	9	0	1	2	1	2	2	5	6	6	6	8	9	10	1	1	1	1	1	1	1	1	1	1	1	1	1
50500	-75.745286809226030	-73.983399539097647	-1.761887270128380	0.000326378911717	0.000060706533493	0.186000171315011	0.804793993065436	0	2	6	4	2	4	5	6	6	7	7	9	9	0	1	4	2	1	1	5	6	6	6	8	3	3	1	1	2	1	1	1	2	1	1	1	1	1	1
51000	-67.189202218189280	-65.547155688592582	-1.642046529596692	0.000170982879687	0.000038153698251	0.223143383250606	0.884373165824063	1	2	5	3	3	3	5	5	5	7	6	9	9	0	1	2	2	1	1	5	6	6	6	8	9	10	1	1	2	1	1	1	1	1	1	2	1	2	1
51500	-67.146855121640868	-65.669704205887072	-1.477150915753801	0.000214288354109	0.000066814222818	0.311795865415135	0.942217763984588	-1	2	4	4	3	3	5	5	5	6	6	7	9	0	1	2	2	2	1	5	6	6	6	8	9	10	1	1	1	1	1	2	1	1	1	1	1	1	2
52000	-69.052809721462083	-67.247196642549781	-1.805613078912305	0.000179406376909	0.000031443619054	0.175264779301533	0.863377753576995	1	2	4	4	3	3	5	5	5	6	7	8	8	0	1	2	1	1	2	5	6	6	6	8	9	10	1	1	1	1	1	1	2	1	1	1	1	2	1
52500	-77.134560887140054	-75.426618810630430	-1.707942076509624	0.000183798643109	0.000036960231850	0.201090885246417	0.826530377980958	0	2	5	4	4	3	5	4	6	6	6	9	10	0	1	6	1	1	1	5	6	4	6	8	9	10	1	1	1	2	3	1	1	1	1	2	1	2	2
53000	-76.832307477486083	-74.977235595687930	-1.855071881798148	0.000328777852448	0.000054060479650	0.164428592885704	0.824662638620763	0	2	3	4	4	3	6	4	4	5	7	8	9	0	1	1	6	2	1	5	6	6	6	8	10	6	1	1	1	1	1	1	1	1	1	1	1	1	2
53500	-76.417359637131057	-74.567592840314944	-1.849766796816114	0.000320583676890	0.000053066843567	0.165531957466807	0.747714295567185	0	2	5	4	2	3	5	4	5	5	5	9	8	0	1	1	2	1	2	5	1	6	6	8	9	6	1	1	2	1	1	1	1	1	1	1	1	2	2
54000	-75.772408176753430	-74.126906171269511	-1.645502005483919	0.000335100508052	0.000074347337747	0.221865786415572	0.833079480026279	0	2	4	2	4	3	6	6	4	6	6	8	9	0	1	2	1	2	1	5	6	6	2	6	11	10	1	1	1	1	1	1	1	2	1	1	2	1	1
54500	-88.714214479784715	-87.123464566147135	-1.590749913637584	0.000247054523017	0.000060308271199	0.244109156402945	0.395289968905007	1	2	5	4	2	4	6	5	5	6	6	7	9	0	1	6	1	1	1	3	1	6	6	6	9	10	1	1	1	1	1	2	1	2	1	1	1	1	2
55000	-71.224545547243338	-69.508119329994429	-1.716426217248914	0.000217282609715	0.000043144248581	0.198562823952442	0.988207817894887	0	2	4	4	3	4	5	5	6	6	7	6	10	0	1	2	2	1	2	5	6	4	6	8	4	10	1	1	1	1	1	1	1	1	1	1	1	1	1
55500	-65.778197533004061	-63.865197215411996	-1.913000317592072	0.000273407397482	0.000041882593102	0.153187490490214	0.939149701816374	1	2	6	3	4	3	6	5	5	6	7	8	9	0	1	1	2	2	1	5	6	6	6	8	3	10	1	1	2	1	1	1	1	1	1	1	1	1	1
56000	-72.628362820272145	-71.010085116049950	-1.618277704222194	0.000326489231643	0.000075864430444	0.232364265315731	0.875816096108652	0	2	3	3	3	3	6	5	5	7	7	8	9	0	1	1	1	2	1	5	6	6	6	8	9	10	1	1	1	1	1	1	2	1	1	2	1	1	1
56500	-70.982541383897512	-69.287711362663131	-1.694830021234386	0.000323473876540	0.000066352449411	0.205124599613620	0.709877532684540	1	2	5	5	2	3	5	5	6	5	7	8	9	0	1	1	6	1	1	5	6	6	6	8	9	10	1	1	3	1	1	1	1	1	1	1	1	1	2
57000	-70.950723349644150	-69.527751655398234	-1.422971694245918	0.000199896644773	0.000073305433479	0.366716677823520	0.667657700746664	1	3	6	3	3	3	5	5	5	6	6	8	8	0	1	2	1	1	1	5	6	6	6	8	9	6	1	1	1	1	1	1	1	1	1	1	1	2	2
57500	-80.174460580160428	-78.676750075195741	-1.497710504964692	0.000324039752952	0.000095999595972	0.296258700044751	0.834262087692945	1	2	5	4	4	3	5	5	6	7	4	8	7	0	1	2	2	2	1	5	11	6	4	6	6	6	1	1	1	1	1	1	1	1	2	1	1	2	2
58000	-67.111529567129125	-65.658272835660171	-1.453256731468956	0.000264056310161	0.000087903188855	0.332895619125153	0.859163380703391	0	2	4	4	3	4	6	5	6	6	7	9	8	0	1	2	2	1	2	5	6	6	6	8	9	10	1	1	1	1	1	1	2	1	1	1	1	2	1
58500	-66.587952418939096	-65.130479864546572	-1.457472554392524	0.000231085518179	0.000076000600992	0.328885174592554	0.879973278528273	0	2	3	4	3	3	6	5	5	5	6	8	7	0	1	2	2	1	1	5	6	6	6	8	9	10	1	1	1	1	1	1	1	1	1	1	1	1	1
59000	-69.648958668759775	-68.110336606554114	-1.538622062205659	0.000196627973464	0.000053166681730	0.270392257995166	0.910423697842504	0	2	4	3	4	3	5	4	5	6	7	7	9	0	1	2	1	4	1	5	6	6	4	8	9	10	1	1	1	2	1	1	1	1	1	1	1	1	2
59500	-76.589262365661398	-75.046434916708321	-1.542827448953081	0.000193312096840	0.000051814001540	0.268032898027922	0.681828084120150	1	3	4	4	2	4	5	5	5	5	7	9	10	0	1	1	1	1	1	5	6	6	6	8	9	10	1	1	2	1	1	2	2	1	1	1	1	2	2
60000	-74.326334352979629	-72.579274346685509	-1.747060006294124	0.000276366917926	0.000052489390122	0.189926459056315	0.710436882092454	1	2	4	4	3	2	5	5	5	6	6	8	9	0	1	2	1	1	1	5	6	6	4	8	9	10	1	1	1	2	1	1	1	2	2	1	1	1	2
60500	-72.864749333717228	-71.419787303531038	-1.444962030186194	0.000272602054531	0.000093015800556	0.341214598385442	0.792732973523378	1	3	5	5	3	3	5	5	6	5	6	9	10	0	1	2	1	1	1	5	6	6	6	8	9	10	1	1	1	2	1	1	1	1	2	1	1	2	2
61000	-65.629369287921079	-63.967511663875690	-1.661857624045392	0.000261805485842	0.000056554367136	0.216016738357325	0.903827894956280	0	2	5	4	3	3	4	4	6	6	6	9	8	0	1	2	2	2	2	5	6	6	4	8	9	10	1	1	1	1	1	1	1	1	1	1	1	1	1
61500	-78.973298319375729	-76.824969843155628	-2.148328476220095	0.000194653102377	0.000023103521606	0.118690744321337	0.829812363782567	0	2	5	3	3	2	4	4	4	7	6	8	10	0	1	1	1	2	1	5	6	6	6	8	9	10	1	1	2	1	1	1	1	1	1	2	2	2	2
62000	-66.599632198324727	-64.600343987260814	-1.999288211063909	0.000260830305132	0.000036192910128	0.138760371841952	0.887544887355296	1	2	5	4	3	3	5	4	5	6	7	7	9	0	1	2	2	1	1	5	6	6	6	8	9	10	1	1	1	1	1	1	1	1	1	1	2	1	2
62500	-79.219520620662664	-76.747723061898526	-2.471797558764138	0.000258629720828	0.000022865507045	0.088410206573837	0.675192642692691	0	2	4	5	3	3	5	5	5	6	6	9	10	0	1	2	1	2	1	5	6	2	6	4	9	4	1	1	1	2	1	2	1	1	1	2	1	2	2
63000	-75.295960242392709	-73.292838822886637	-2.003121419506076	0.000289225641804	0.000039963497093	0.138174115005489	0.686978139995733	1	2	5	4	2	3	6	4	5	6	6	8	9	0	1	6	2	1	2	5	6	6	6	8	6	9	1	1	1	1	1	1	2	1	2	1	1	2	2
63500	-67.577974836113441	-66.094949376460761	-1.483025459652682	0.000143301939820	0.000044014110156	0.307142458860158	0.816783589389083	1	3	4	4	3	3	5	5	5	6	7	8	9	0	1	2	2	1	1	5	6	6	6	8	9	10	1	1	1	1	1	1	1	1	1	1	1	2	2
64000	-82.980918278063896	-81.504797783702983	-1.476120494360912	0.000295661967902	0.000092433236061	0.312631471397244	0.901975497855407	1	3	4	4	3	3	5	5	4	6	7	9	8	0	1	2	1	1	1	5	6	6	6	8	5	10	1	1	1	1	1	1	1	1	1	1	2	2	1
64500	-68.285417859652938	-66.600918667510967	-1.684499192141972	0.000256409862327	0.000053440220508	0.208417180302581	0.715460823861622	0	1	5	4	3	3	5	4	6	6	6	8	10	0	1	4	2	2	2	5	6	6	6	8	9	10	1	1	1	2	1	1	1	1	1	1	1	1	2
65000	-69.490669037594259	-67.118320052883391	-2.372348984710872	0.000214214115147	0.000020626128460	0.096287438601168	0.805579190438129	1	3	5	5	3	3	5	5	5	6	6	8	8	0	1	2	2	1	1	5	6	6	6	8	9	10	1	1	1	1	1	1	1	1	2	2	1	2	1
65500	-73.969896727438766	-72.445371582322593	-1.524525145116170	0.000339659544986	0.000094653510150	0.278671721574143	0.791608318054108	0	2	6	4	3	2	5	5	5	6	7	8	10	0	1	2	2	2	1	5	6	2	6	3	10	10	1	1	2	1	1	1	1	1	1	2	1	1	2
66000	-75.874217884124562	-74.155833503399876	-1.718384380724688	0.000204472528714	0.000040483133033	0.197988127245835	0.907463803833512	0	2	3	4	4	3	6	4	5	6	5	9	8	0	1	1	2	2	2	5	6	6	2	8	9	10	1	1	1	1	1	1	1	1	1	1	1	2	2
66500	-86.606328880666297	-84.869432637112496	-1.736896243553800	0.000193438695929	0.000037277651721	0.192710416816908	0.750093100828434	0	2	5	3	3	3	6	5	5	6	6	8	10	0	1	1	2	2	2	5	6	2	2	8	6	6	1	2	2	1	1	1	2	1	2	1	1	3	3
67000	-78.423786080597068	-76.471179983212778	-1.952606097384297	0.000201597743650	0.000029485155276	0.146257367479693	0.792842673232955	-1	2	5	1	3	4	5	6	6	6	7	9	9	0	4	2	1	1	2	5	6	2	6	8	9	10	1	1	2	1	1	1	1	1	2	1	1	1	2
67500	-71.888760955334732	-70.444908598825705	-1.443852356509025	0.000218421258904	0.000074781809582	0.342374226560620	0.889281230610268	0	2	5	3	4	4	6	5	5	6	7	8	8	0	1	2	2	2	2	5	6	6	6	8	9	6	1	1	1	1	1	1	1	1	1	1	2	1	2
68000	-66.822112722889585	-65.376223841536927	-1.445888881352660	0.000163566395583	0.000055654260406	0.340254856187577	0.886841935003277	0	2	5	4	4	4	5	6	6	6	7	6	9	0	1	2	2	2	1	5	6	6	6	8	6	10	1	1	1	1	1	2	1	1	1	1	1	1	1
68500	-84.921144631467143	-83.330100747470766	-1.591043883996378	0.000214679570494	0.000052376867658	0.243976953826028	0.619006806980704	0	1	5	3	3	2	5	6	4	5	5	9	9	0	1	6	2	2	1	5	11	6	6	6	6	10	1	1	3	1	1	1	1	1	1	2	2	3	2
69000	-74.486191455077602	-72.762421297829604	-1.723770157247992	0.000194268942241	0.000038159087455	0.196424024422082	0.793991366654269	0	3	6	4	3	4	5	6	6	6	6	9	10	0	1	6	1	1	1	5	6	2	6	6	9	10	1	2	1	2	1	2	1	1	1	1	1	2	2
69500	-70.960866417739240	-69.443801784949486	-1.517064632789757	0.000219942326651	0.000062310698824	0.283304717981311	0.800806184341734	1	2	4	5	3	3	5	5	5	5	6	8	10	0	1	1	2	2	2	5	6	6	2	8	9	10	1	1	1	1	1	1	1	1	1	1	1	2	2
70000	-82.003447342356750	-80.410667943908891	-1.592779398447854	0.000330165928813	0.000080296233311	0.243199634799676	0.681202029574650	0	2	5	3	3	2	5	5	4	7	7	9	10	0	1	4	2	1	1	5	6	6	1	8	3	12	1	1	1	1	2	1	1	1	1	3	1	3	1
70500	-75.109301490890985	-73.508022089892009	-1.601279400998981	0.000182363236593	0.000043670307910	0.239468813596242	0.815067475450572	0	2	6	4	2	3	5	6	6	6	7	9	7	0	1	2	2	1	1	5	6	6	6	8	9	10	1	1	2	1	1	2	2	1	1	1	1	2	1
71000	-62.100668692947075	-60.549595783178809	-1.551072909768265	0.000264401478832	0.000069681075531	0.263542684553498	0.962906589147839	1	2	4	3	3	4	5	5	6	6	7	8	9	0	1	1	1	1	1	5	6	6	6	8	9	10	1	1	1	1	1	1	1	1	1	1	1	1	1
71500	-60.998576462132071	-59.270671617939520	-1.727904844192553	0.000197787778711	0.000038615972218	0.195239425154665	0.979454610938248	0	2	5	4	4	3	5	5	5	5	6	8	8	0	1	2	2	2	2	5	6	6	6	8	9	10	1	1	1	1	1	1	1	1	1	1	1	1	1
72000	-65.445387893494228	-63.881327185897987	-1.564060707596242	0.000243389308408	0.000062504419042	0.256808400708561	0.855717401548493	1	2	5	4	3	3	6	5	5	6	7	9	9	0	1	6	2	1	2	5	6	6	6	8	9	10	1	1	1	1	1	1	2	1	1	1	1	2	1
72500	-72.377078951867631	-70.661272233939741	-1.715806717927894	0.000349003727160	0.000069362856234	0.198745316556956	0.903996626707418	1	2	4	5	3	4	6	4	6	6	6	9	9	0	1	1	2	2	2	5	2	6	6	8	9	6	1	1	1	1	1	1	1	1	1	1	1	1	2
73000	-79.753959251936934	-78.385640160878353	-1.368319091058575	0.000301085660081	0.000147220928244	0.488966921256258	0.795968206018786	-1	2	5	4	3	3	4	5	5	7	7	8	10	0	1	5	2	1	2	2	6	6	8	8	9	10	1	1	1	1	2	1	2	1	1	1	1	1	1
73500	-69.824536524872670	-68.180580926406904	-1.643955598465761	0.000217074558531	0.000048285124981	0.222435670525726	0.743781150707716	0	1	4	3	3	3	6	5	5	6	6	8	9	0	1	2	2	2	2	5	6	6	6	8	9	10	1	1	2	1	1	1	2	1	1	1	1	2	2
74000	-74.193797199997974	-72.369362096361016	-1.824435103636955	0.000209736424387	0.000035863045406	0.170991021284093	0.775515387166399	0	2	5	2	3	3	5	5	6	5	7	8	9	0	1	1	1	2	1	5	6	6	6	8	6	3	1	1	3	1	1	2	1	1	1	1	1	2	1
74500	-70.599591184481426	-68.622219181790172	-1.977372002691260	0.000289991607356	0.000041235534909	0.142195614847646	0.810457735601348	1	3	5	4	3	3	6	6	5	6	5	8	9	0	1	2	2	1	1	5	11	6	6	6	10	10	1	1	1	1	2	1	1	1	1	2	1	1	1
75000	-74.092588571531792	-72.514599473521443	-1.577989098010347	0.000219901371851	0.000054976059775	0.250003259697319	0.874746540441894	0	2	5	4	3	3	6	5	5	6	6	8	9	0	1	2	1	1	1	6	6	6	6	8	6	10	1	1	1	1	1	2	1	1	1	1	1	2	1
75500	-68.746898475067013	-67.177831385882399	-1.569067089184617	0.000226507811895	0.000057604364568	0.254315134151825	0.840215512711303	1	2	4	4	3	3	6	4	5	6	7	8	8	0	1	2	1	1	1	5	6	6	6	8	9	10	1	1	1	1	1	1	2	1	1	1	1	2	1
76000	-83.417010691362151	-82.006842633303719	-1.410168058058436	0.000244128213478	0.000093929303878	0.384753988652171	0.773574060968855	0	3	6	4	4	3	5	5	6	5	7	8	8	0	1	5	2	1	1	5	1	6	6	8	9	8	1	1	1	1	2	1	1	2	1	1	2	1	2
76500	-76.014423508276408	-74.240950887545736	-1.773472620730672	0.000228709312125	0.000041862462609	0.183037858056188	0.903787441384816	0	2	5	5	3	3	5	5	6	7	7	9	9	0	1	6	1	1	1	5	6	6	3	8	9	10	1	1	1	2	1	1	1	1	2	1	2	1	1
77000	-70.527415153427569	-68.719659880372731	-1.807755273054834	0.000325735635115	0.000056928324019	0.174768486717844	0.703119561433608	0	2	5	4	2	4	5	5	5	6	7	7	10	0	1	6	2	1	2	5	6	6	6	8	9	10	1	1	1	1	1	1	2	1	1	1	1	2	2
77500	-67.365886588966447	-65.871497214393784	-1.494389374572664	0.000170931482932	0.000051045821073	0.298633231268213	0.840200889105909	1	2	5	4	3	3	6	5	5	7	7	8	9	0	1	4	2	1	1	5	6	6	6	8	10	10	1	1	1	1	1	1	2	1	1	2	1	1	1
78000	-79.948275199273382	-78.290482951139680	-1.657792248133705	0.000286806762514	0.000062363542883	0.217440977807190	0.575667804480051	1	2	5	4	3	3	5	5	4	5	6	9	8	0	1	2	1	2	1	5	6	6	2	8	6	2	1	1	2	2	1	1	1	1	1	1	1	3	3
78500	-69.366546573635176	-67.615958850303940	-1.750587723331236	0.000274529947075	0.000051880144951	0.188978089654324	0.848113662538298	1	2	6	4	4	3	6	5	6	6	6	8	9	0	1	2	2	2	1	5	6	6	6	8	9	10	1	1	1	1	1	1	1	1	2	1	1	1	2
79000	-64.634229053849396	-62.979560562418143	-1.654668491431253	0.000292299899843	0.000063881676556	0.218548403847747	0.966618859190834	1	3	5	4	4	3	5	5	5	7	6	7	10	0	1	2	1	1	1	5	6	6	6	8	9	10	1	1	1	1	1	1	1	1	1	1	1	1	1
79500	-73.282383425054221	-71.752290273865611	-1.530093151188607	0.000238343376440	0.000065623194330	0.275330471986424	0.634939238996354	1	3	5	2	3	3	5	5	5	5	7	8	9	0	1	1	1	1	1	5	6	6	6	8	9	10	1	1	2	1	1	1	2	1	1	1	1	2	3
80000	-87.096007790676353	-85.425158085315047	-1.670849705361304	0.000291489987602	0.000062067760552	0.212932735915655	0.691626758668106	-1	3	5	2	3	2	5	5	5	6	6	9	9	0	4	6	1	1	1	5	6	6	6	6	9	8	1	1	2	1	2	1	1	1	1	1	2	1	2
80500	-65.158364474937500	-63.589919130869291	-1.568445344068216	0.000329683708216	0.000083944664709	0.254621816659565	0.990396616911911	1	3	5	3	3	3	5	4	5	5	6	6	8	0	1	2	1	1	1	5	6	6	6	8	9	10	1	1	1	1	1	1	1	1	1	1	1	1	1
81000	-70.165072188946368	-68.300562178084888	-1.864510010861479	0.000194875045807	0.000031666824211	0.162498097590371	0.684838157890612	0	2	5	5	2	3	4	5	5	5	7	8	10	0	1	6	2	1	1	5	6	6	6	8	6	10	1	1	1	1	1	2	1	1	1	1	1	2	2
81500	-84.103919303071692	-82.324514329961971	-1.779404973109714	0.000314434964546	0.000057087283152	0.181555137274833	0.581972497236484	-1	1	4	4	3	2	4	4	5	6	6	8	7	0	1	1	6	2	2	5	6	6	6	8	9	6	1	1	2	1	1	1	1	1	2	2	2	2	2
82000	-76.789300840983515	-75.136540050583733	-1.652760790399783	0.000170913308128	0.000037469393339	0.219230402533905	0.758629736408858	0	2	4	3	3	4	6	6	5	6	6	8	9	0	1	2	1	2	2	5	2	6	6	2	9	10	1	2	1	1	1	1	2	2	1	1	2	1	2
82500	-72.555516652897154	-71.050418663917441	-1.505097988979706	0.000306053533182	0.000089105456204	0.291143367232726	0.824189028833178	1	2	5	4	3	4	4	5	5	6	6	8	9	0	1	6	2	1	5	5	6	6	6	8	9	10	1	1	1	1	2	1	1	1	1	1	1	1	2
83000	-67.341494350069709	-65.668963646661851	-1.672530703407862	0.000266232041658	0.000056538646035	0.212366046111244	0.940886778061950	0	1	6	4	3	3	5	5	5	6	7	6	9	0	1	2	2	2	1	5	6	6	6	8	9	10	1	1	2	1	1	1	1	1	1	1	1	1	1
83500	-72.250152244853126	-69.867729304587897	-2.382422940265224	0.000315664566653	0.000030127287120	0.095440826441743	0.735455142577979	0	2	4	3	3	3	5	5	4	5	7	8	7	0	1	2	1	1	1	5	6	6	6	8	9	10	1	1	1	2	1	1	1	1	1	1	1	2	1
84000	-76.688004397527564	-74.751322604936306	-1.936681792591254	0.000373866597115	0.000055697390648	0.148976643212755	0.572520460756293	0	2	5	4	3	3	5	6	5	7	7	8	9	0	1	1	2	1	1	5	6	6	2	3	3	3	1	1	3	1	1	1	1	1	1	3	1	2	2
84500	-82.298710573666312	-80.282846150856500	-2.015864422809818	0.000224802263017	0.000030630476421	0.136255196057174	0.540619847839905	0	2	4	2	4	4	6	5	6	7	7	9	9	0	1	4	1	2	1	5	2	6	6	8	9	10	1	1	1	1	1	3	2	1	1	2	1	2	1
85000	-71.115785172384818	-69.464374687580246	-1.651410484804568	0.000235736287298	0.000051794980458	0.219715772449581	0.752650346774659	1	3	5	4	3	3	5	4	6	7	6	9	9	0	1	1	2	1	1	5	6	6	6	8	9	10	1	1	2	1	1	2	1	1	1	2	1	1	1
85500	-70.879515646953450	-69.382191399675392	-1.497324247278062	0.000307636163162	0.000091224091397	0.296532405226073	0.809326369779421	-1	1	5	4	3	3	6	5	4	5	7	8	9	0	1	4	2	2	2	5	6	6	6	8	9	10	1	1	1	1	1	1	2	1	1	1	1	2	2
86000	-61.924879531628314	-60.066304573126850	-1.858574958501465	0.000256416989978	0.000041977324737	0.163707267372402	0.868167437519074	1	3	5	4	3	3	5	5	6	7	7	8	9	0	1	2	1	1	1	5	6	6	6	8	9	10	1	1	1	1	1	1	1	1	1	2	1	1	1
86500	-68.930296458263726	-67.215321345158259	-1.714975113105470	0.000224900076243	0.000044753047454	0.198990806056401	0.923825726514241	0	2	3	2	3	3	5	5	5	6	7	6	9	0	1	2	1	1	2	5	6	6	6	8	9	10	1	1	1	1	1	1	1	1	1	1	1	1	2
87000	-75.748803314727851	-74.045841897114656	-1.702961417613192	0.000295188330016	0.000059806505721	0.202604573554952	0.683905479130412	1	3	5	5	3	4	4	5	6	6	6	7	10	0	1	2	6	1	1	5	6	6	6	8	9	9	1	1	1	1	1	1	1	1	2	1	1	1	2
87500	-80.030589757598889	-78.669309400416054	-1.361280357182834	0.000198953984461	0.000109196128093	0.548851174750990	0.780727414010467	1	3	5	3	3	3	6	5	5	6	6	9	10	0	1	2	1	1	1	5	6	6	6	8	2	10	1	1	1	1	1	1	2	1	1	2	1	4	1
88000	-86.817760767182577	-85.311135863890883	-1.506624903291701	0.000359109703990	0.000104182539424	0.290113406199341	0.488870131242653	-1	1	5	4	1	3	4	4	5	7	6	8	9	0	1	2	2	1	2	5	6	6	8	8	1	6	1	1	2	1	1	1	2	1	1	2	1	3	3
88500	-74.387378932892375	-72.924515330776273	-1.462863602116103	0.000199921191467	0.000064764430267	0.323949801378234	0.820006629560431	1	3	5	4	3	3	5	5	6	6	6	6	9	0	1	2	1	1	1	5	6	6	6	4	6	10	1	1	1	2	1	1	1	1	2	1	1	2	2
89000	-65.502957155016986	-63.409393771824654	-2.093563383192335	0.000279793304769	0.000035105137106	0.125468109877368	0.938481903982252	1	2	5	4	3	3	5	5	5	5	7	8	9	0	1	2	1	1	1	5	6	6	6	8	9	10	1	1	2	1	1	1	1	1	1	1	1	1	2
89500	-66.793182771524627	-65.208393503168949	-1.584789268355681	0.000279182462896	0.000068908910539	0.246823922332483	0.841143312950582	0	2	4	4	3	3	5	5	5	5	6	8	9	0	1	2	2	2	2	5	6	6	6	6	9	10	1	1	1	1	1	1	1	1	1	1	1	1	3
90000	-80.620779025561646	-79.053179728720892	-1.567599296840748	0.000259373996406	0.000066150866712	0.255040472942457	0.657322627332031	0	2	5	5	3	2	5	6	6	4	4	8	9	0	1	1	2	1	1	5	4	6	6	6	3	10	1	1	2	1	1	1	1	1	2	1	1	2	2
90500	-63.891912103823721	-62.308207441475460	-1.583704662348262	0.000294030703837	0.000072721155357	0.247325039215680	0.828975118213936	1	2	5	4	3	3	5	5	5	7	7	8	10	0	1	6	2	1	1	5	6	6	6	8	9	10	1	1	1	1	1	1	1	1	1	2	1	1	1
91000	-82.940359111666027	-81.209471307362051	-1.730887804303979	0.000307425350405	0.000059761442178	0.194393344918445	0.759648881960605	0	3	5	3	2	3	5	6	5	6	5	7	9	0	1	4	1	1	1	5	11	6	6	6	9	3	1	1	1	2	1	1	2	1	1	1	1	2	2
91500	-76.299151106350024	-74.864865981545634	-1.434285124804388	0.000169351431075	0.000059762114108	0.352888155290615	0.881838328398945	0	1	5	5	3	3	5	4	5	6	5	9	9	0	1	2	2	2	2	5	6	6	6	8	9	10	1	1	1	2	1	1	1	1	2	1	1	2	1
92000	-74.884856310374829	-73.452789328691054	-1.432066981683779	0.000308509115742	0.000109665711511	0.355469922655373	0.827652701512535	0	2	4	4	4	3	5	6	5	7	5	8	10	0	1	2	2	2	2	5	11	6	6	4	9	10	1	1	1	1	1	1	1	1	1	2	1	2	1
92500	-69.869270176028635	-68.488349548152016	-1.380920627876617	0.000191387788119	0.000084880882324	0.443502081079330	0.928531135216756	0	3	4	5	3	3	5	5	5	7	7	8	8	0	1	2	2	1	1	5	6	6	6	8	9	10	1	1	1	1	1	1	1	1	1	2	1	2	1
93000	-75.353838978348477	-73.669015050506090	-1.684823927842387	0.000239870171594	0.000049967855135	0.208312083169196	0.709411883782085	0	2	6	3	2	3	5	5	5	6	7	8	8	0	1	6	1	1	1	5	6	6	6	8	9	10	1	1	1	2	1	2	2	1	1	1	1	2	2
93500	-78.684893572446413	-77.265133260276968	-1.419760312169445	0.000310181568600	0.000115068773662	0.370972312060963	0.733267628509121	1	2	5	3	3	3	5	5	5	6	7	9	10	0	1	1	1	1	1	4	6	6	6	8	9	6	1	1	2	1	1	1	1	1	1	1	1	2	3
94000	-75.231100042634225	-73.115188942768881	-2.115911099865339	0.000318594520516	0.000039068366853	0.122627240385061	0.875054775284167	0	2	4	4	3	3	5	5	5	5	6	8	8	0	1	2	2	2	1	5	6	6	3	6	10	10	1	1	1	1	1	1	1	1	1	1	2	2	2
94500	-73.552951506141383	-71.419686544042349	-2.133264962099033	0.000359179531350	0.000043278868563	0.120493694060000	0.936707137853964	0	2	4	5	2	3	5	5	4	5	7	8	10	0	1	2	3	1	2	5	6	6	3	8	9	10	1	1	1	1	1	1	1	1	1	1	1	2	2
95000	-77.597642325987550	-76.162021143192575	-1.435621182794969	0.000256849405793	0.000090246804265	0.351360767163679	0.769359260746987	0	3	5	4	4	3	6	5	5	5	6	9	8	0	1	2	2	2	1	5	6	6	6	8	9	10	1	2	1	1	1	1	1	1	1	2	1	2	2
95500	-80.955225204832260	-79.080144570264807	-1.875080634567453	0.000349087840771	0.000055988035021	0.160383801673016	0.649669211100751	1	3	5	5	4	2	5	4	5	6	6	8	9	0	1	1	2	2	1	5	1	6	6	6	11	10	1	1	2	1	1	1	1	1	1	2	2	2	2
96000	-90.097648807016697	-88.683514458492098	-1.414134348524598	0.000193816985093	0.000073426505248	0.378844533219919	0.535976546706530	-1	2	5	4	3	3	6	5	6	7	6	8	9	0	1	2	2	2	1	5	2	6	1	8	2	10	1	1	1	1	1	2	2	2	1	4	1	4	1
96500	-61.825867155240147	-60.411690133494957	-1.414177021745187	0.000198544518235	0.000075205220362	0.378782658069516	0.970249517817995	0	2	5	4	2	4	5	5	6	6	6	7	8	0	1	2	2	1	2	5	6	6	6	8	9	10	1	1	1	1	1	1	1	1	1	1	1	1	1
