step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76
5000	-435.740362780959742	-434.133706926508125	-1.606655854451642	0.000015003583436	0.000020537630788	1.368848373843301	0.597569451838201	1	2	0	2	2	2	2	1	3	3	4	4	4	5	5	4	7	5	5	5	6	8	5	6	6	6	6	6	7	9	7	7	8	9	9	10	9	10	9	10	11	11	11	11	11	13	11	10	14	13	11	13	13	15	14	14	14	14	14	15	13	16	15	14	16	15	16	18	17	19	17	21	22	22	22	23	3	1	0	1	8	3	0	3	7	7	7	2	9	9	10	9	7	10	12	13	14	14	9	12	18	14	14	23	14	25	28	24	25	28	32	32	32	34	28	35	36	32	37	34	28	41	34	32	38	43	39	41	48	49	43	61	50	51	41	49	43	56	57	51	55	56	58	62	67	49	49	70	71	70	71	75	1	1	1	1	1	2	1	1	1	1	2	2	1	2	2	1	3	2	1	1	1	2	1	2	1	1	1	1	2	3	1	1	2	2	2	2	2	1	2	1	1	3	2	2	2	1	2	2	3	2	1	1	1	1	2	1	1	2	3	1	2	2	1	3	1	1	2	2	1	2	2	2	2	2	4	1
5500	-409.763649038233268	-408.348738129666287	-1.414910908566979	0.000022359519785	0.000019217931928	0.859496631094745	0.691399003833582	1	2	0	2	2	1	2	1	3	3	4	4	4	5	5	5	6	4	5	5	6	8	5	6	6	7	7	6	7	9	7	8	8	9	9	9	9	10	8	10	11	11	10	11	10	14	12	12	14	12	12	12	13	15	14	14	14	14	13	15	15	16	15	15	15	15	15	18	16	20	19	21	22	22	22	22	3	1	0	1	8	3	0	3	7	7	7	1	9	9	10	11	11	7	12	13	14	27	9	12	18	14	14	23	14	25	28	24	25	28	24	32	32	28	28	35	32	37	37	39	39	52	45	36	38	43	34	41	36	49	37	50	43	51	41	49	55	56	57	51	50	56	58	62	67	60	60	70	71	72	72	72	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	1	1	1	1	2	2	2	2	1	1	1	3	1	2	1	2	1	1	1	1	2	1	3	1	1	3	2	2	2	2	2	2	2	1	2	1	3	2	3	2	2	1	1	1	1	2	2	1	1	2	1	3	2	1	2	1	1	1
6000	-361.971395670295578	-360.522794695653090	-1.448600974642502	0.000040758202589	0.000013755541303	0.337491361961479	0.704083749799079	1	2	0	2	2	3	2	1	3	3	4	4	4	5	5	5	6	5	5	5	6	8	6	5	6	7	7	7	7	9	7	7	8	9	9	10	9	10	10	10	11	11	10	11	11	13	12	13	13	11	14	13	14	15	13	14	14	14	14	15	15	15	15	15	16	15	16	17	18	19	20	21	22	22	22	22	3	1	0	1	8	3	0	3	7	7	7	2	9	9	7	9	18	10	12	13	14	14	9	1	18	14	14	23	14	33	23	24	25	28	24	37	32	34	28	35	32	37	35	34	39	41	45	35	38	43	34	41	36	49	43	50	55	44	52	49	53	56	57	58	61	56	58	62	67	49	70	71	71	72	72	72	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	3	2	3	1	1	1	1	2	1	1	2	1	2	3	1	2	1	2	1	3	1	1	2	1	1	1	3	3	1	3	2	2	2	2	3	1	2	1	1	1	1	1	1	1	1	2	2	1	3	1	1	2	1	1	1
6500	-371.346237882437038	-369.408853215903150	-1.937384666533879	0.000094186658038	0.000014020132853	0.148854765051033	0.606038046405392	1	2	0	2	2	2	1	1	2	3	4	4	4	5	5	5	7	4	5	5	6	8	6	6	6	7	7	8	6	8	6	8	8	9	9	10	10	10	11	10	11	11	11	11	10	14	11	12	14	14	13	13	14	15	14	13	14	14	13	15	15	16	15	15	16	16	16	18	18	19	20	21	22	22	22	23	3	1	0	1	8	3	0	3	7	9	7	2	10	11	7	11	11	10	12	18	14	27	14	2	11	14	23	23	14	9	9	24	25	28	32	32	32	28	34	35	32	37	36	34	34	41	45	32	38	43	39	41	32	49	56	43	37	44	41	49	55	56	56	51	61	56	64	62	67	49	70	71	71	72	72	72	1	1	1	1	1	2	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	3	2	2	1	2	1	2	2	1	2	1	1	2	2	2	2	1	2	1	1	1	1	2	1	2	2	2	1	2	4	1	1	2	1	2	2	1	1	2	1	2	1	3	1	2	1	4	1	1	2	1	1	1
7000	-388.846816406454991	-387.092101264731355	-1.754715141723621	0.000099570273996	0.000018707252812	0.187879896894984	0.568144281504423	1	2	0	2	2	3	1	1	3	3	4	3	4	5	5	5	6	4	4	5	6	6	6	6	5	7	8	7	7	8	7	8	7	9	9	10	9	9	11	10	11	10	11	9	10	14	12	13	14	14	14	13	14	15	13	14	14	12	13	15	13	15	15	14	16	16	16	18	18	18	19	21	21	22	19	23	3	1	0	1	8	3	0	3	7	7	7	1	9	9	18	11	11	10	12	9	11	14	14	1	10	14	22	23	21	25	23	24	18	28	32	32	32	28	28	35	32	37	37	28	44	41	45	37	34	61	58	36	32	49	35	48	48	39	41	49	41	56	57	34	50	56	51	62	64	60	70	75	71	71	70	73	1	1	1	1	1	2	1	1	2	1	2	2	1	2	1	1	1	1	1	2	2	1	1	2	2	2	1	1	1	2	1	1	2	2	1	1	1	2	3	1	2	1	2	2	1	2	2	3	2	1	2	2	5	1	2	1	1	1	1	1	1	1	1	4	2	2	2	2	3	1	1	2	2	2	1	2
7500	-395.006522152788420	-393.388206302328115	-1.618315850460332	0.000095989110671	0.000022302957123	0.232348825475521	0.593051463365874	1	2	0	2	2	3	1	1	3	3	4	4	4	5	5	5	7	5	5	5	6	6	6	6	6	7	8	8	7	9	7	8	7	9	9	10	9	9	10	10	11	11	11	10	11	14	11	13	14	14	14	13	14	15	12	14	14	14	14	15	13	16	15	14	15	15	16	18	17	20	20	22	22	22	21	22	3	1	0	1	8	5	0	3	7	7	9	1	9	7	11	13	14	11	12	13	14	10	9	2	10	22	22	31	23	33	9	24	25	23	24	32	32	14	28	32	32	32	37	38	22	48	34	36	34	61	44	41	37	49	43	55	55	39	52	49	55	56	61	34	48	53	64	66	64	49	60	75	75	70	71	75	1	1	1	1	1	1	1	1	2	2	1	2	1	3	1	1	1	1	1	1	1	1	1	3	3	1	1	1	1	2	2	1	1	2	2	2	1	3	2	2	3	2	2	1	3	1	1	2	2	1	3	1	5	1	1	2	2	2	1	1	1	2	2	4	1	1	1	1	2	3	4	1	1	2	1	1
8000	-421.104631850336887	-419.185048991373549	-1.919582858963348	0.000125484950019	0.000019073243870	0.151996266225960	0.608968722379680	1	2	0	2	2	2	1	1	3	3	3	3	4	5	5	5	4	5	5	4	6	7	6	6	6	6	8	6	5	9	7	8	8	8	8	10	10	9	11	10	11	10	11	10	11	13	10	13	14	14	14	13	14	15	14	14	13	14	12	15	13	16	15	15	16	16	13	17	18	20	20	22	22	22	21	22	3	1	0	1	8	8	0	3	7	7	7	1	9	13	9	7	11	11	12	10	14	14	29	2	18	11	29	29	11	25	28	24	25	28	24	35	35	34	23	32	36	35	35	34	47	41	22	36	39	46	67	59	37	49	36	48	32	44	41	49	37	56	32	39	35	56	39	62	67	49	60	75	60	70	70	70	1	1	1	1	1	1	1	1	2	2	2	1	1	1	2	1	1	2	1	1	1	2	1	3	1	2	3	1	2	2	1	1	2	2	1	1	1	1	5	2	1	2	2	2	1	2	1	2	2	1	1	1	4	1	3	1	3	2	1	1	3	2	4	2	2	1	2	1	2	4	3	1	3	2	1	2
8500	-393.896825842510111	-392.072229279040528	-1.824596563469597	0.000108370269456	0.000018526459880	0.170955188844726	0.599686186451374	1	2	0	2	2	3	2	1	3	3	4	3	4	5	5	4	4	4	5	5	6	8	6	5	6	7	7	6	7	9	7	8	8	8	9	10	10	10	11	10	11	11	11	10	11	12	12	13	13	14	12	13	13	15	11	14	13	14	14	15	15	16	15	15	16	16	16	18	18	20	19	22	22	22	21	23	3	1	0	1	8	3	0	3	7	7	10	2	9	17	18	9	7	7	12	17	17	14	14	12	18	14	14	17	14	25	14	24	25	23	24	32	24	28	38	32	32	37	36	34	44	36	45	36	38	57	44	41	41	49	32	36	43	51	41	49	50	63	57	39	61	48	58	55	58	54	60	71	75	71	70	70	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	2	1	2	1	2	2	2	1	2	2	2	1	2	3	2	3	2	1	2	2	1	1	2	1	2	1	2	1	1	2	1	2	1	3	3	1	2	1	2	1	1	2	3	1	2	1	4	3	3	4	2	1	2	1	3
9000	-402.838618349160583	-401.235580027173853	-1.603038321986736	0.000105551395409	0.000025196400828	0.238712152791389	0.538812258308046	1	2	0	2	2	3	1	1	3	3	4	4	4	5	5	4	7	5	5	5	6	8	6	6	6	7	6	5	6	9	7	8	8	8	9	10	10	8	10	10	11	11	11	11	11	13	12	13	14	14	12	13	14	15	14	14	14	14	14	14	15	15	13	14	16	13	16	17	18	20	19	22	22	22	22	23	3	1	0	1	8	3	0	3	7	7	7	2	10	7	7	10	18	9	12	9	11	27	28	1	10	29	15	10	18	25	28	24	25	23	32	32	32	28	34	32	36	12	36	38	39	41	34	43	38	43	44	41	37	49	43	43	63	51	52	47	63	66	42	51	57	43	58	65	67	71	49	70	70	71	70	72	1	1	1	1	1	2	1	1	2	2	2	1	1	3	3	1	1	2	1	2	1	2	1	2	2	1	1	2	1	1	1	1	1	2	1	2	2	2	2	1	1	4	1	3	1	2	4	2	3	2	1	1	3	1	2	3	1	2	1	2	2	2	2	2	2	2	1	1	2	1	3	1	2	3	1	1
9500	-404.978669721165431	-403.407130864497731	-1.571538856667721	0.000096129347554	0.000024330726007	0.253104037693517	0.575737456492775	1	2	0	2	2	3	1	1	3	3	4	4	4	5	5	5	7	4	4	5	6	8	5	6	6	7	8	6	7	9	7	8	8	9	9	10	10	10	10	9	11	11	11	11	11	13	12	10	15	14	12	12	13	14	14	14	14	14	14	12	14	15	15	14	13	16	15	17	17	20	19	22	22	22	21	23	3	1	0	1	8	5	0	3	7	7	7	2	10	13	9	11	9	7	1	11	9	29	10	12	18	14	20	23	14	25	28	24	25	28	32	32	32	14	17	24	36	35	37	38	34	41	17	32	38	48	39	41	48	60	43	43	65	51	52	39	43	56	57	39	37	55	58	62	64	49	49	71	70	75	71	72	1	1	1	1	1	1	1	1	2	2	1	1	1	1	2	1	4	2	2	1	1	1	1	2	2	2	2	1	1	2	1	1	2	2	1	2	2	2	3	2	1	2	1	1	2	2	3	2	3	3	1	1	2	2	2	2	1	2	2	2	2	1	1	3	3	1	1	2	2	2	3	3	2	1	2	1
10000	-416.319014051340218	-414.842050275269116	-1.476963776071089	0.000102527945701	0.000031983303732	0.311947181949826	0.585003552213085	1	2	-1	2	1	0	1	2	2	3	4	4	4	5	5	5	6	5	5	5	4	7	6	6	6	6	7	8	7	9	7	6	8	9	9	10	10	10	11	8	11	11	11	11	11	13	12	13	12	14	14	13	12	15	14	13	13	14	14	14	13	15	14	15	16	16	16	17	17	18	20	20	20	22	22	23	6	1	0	1	6	3	0	6	7	7	7	2	9	21	10	10	11	13	12	9	9	14	10	1	11	11	14	23	9	25	23	12	25	23	32	35	35	34	28	24	32	24	37	38	38	41	45	36	38	42	23	53	36	60	43	24	43	38	46	49	43	55	57	44	61	62	64	62	58	60	49	70	70	72	72	71	1	1	1	1	1	1	1	1	1	2	2	1	2	1	2	2	2	1	1	3	1	2	2	4	1	2	2	1	3	2	1	2	1	2	2	1	1	1	1	1	2	3	1	1	1	2	1	3	1	2	5	1	2	1	3	5	2	3	1	2	2	1	1	1	2	1	1	2	2	3	4	1	1	1	2	2
