step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76
1	-5332.883599664124631	-5331.421517579606189	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.383761303049822	1	2	1	2	2	3	2	3	3	3	4	4	4	5	5	5	7	5	5	5	6	8	6	6	6	7	8	8	7	9	7	8	8	9	9	10	10	10	11	10	11	11	11	11	11	14	12	13	15	14	14	13	14	15	14	14	14	14	14	15	15	16	15	15	16	16	16	18	18	20	20	22	22	22	22	23	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	3	3	3	3	3	3	5	3	3	3	4	6	4	4	4	5	6	6	5	6	5	6	6	6	6	7	7	7	8	7	8	8	8	8	8	10	8	9	11	10	10	9	10	11	10	10	10	10	10	11	11	11	11	11	11	11	11	13	13	14	14	16	16	16	16	16
500	-1030.212147535123222	-1028.029625582600147	-2.182521952522984	0.000010013482596	0.000028328322847	2.829018033879709	0.247059532841383	1	2	-2	2	2	1	1	3	2	3	4	4	4	5	5	5	6	4	5	5	6	7	6	4	6	5	8	5	7	9	7	5	8	9	7	10	7	9	8	9	10	11	11	10	11	14	10	13	15	14	13	13	14	15	13	14	14	14	14	15	15	16	15	15	16	16	16	18	18	20	20	22	22	22	21	23	3	1	0	1	3	3	0	3	7	7	7	1	9	9	10	9	7	7	1	13	11	26	14	1	18	9	9	11	14	25	28	24	25	28	12	24	32	39	28	32	35	37	37	34	34	32	28	24	38	36	44	32	32	39	24	24	37	44	32	28	50	32	37	44	24	35	64	1	44	28	39	28	38	28	47	39	2	1	1	1	2	3	1	4	1	1	3	2	1	2	2	2	5	2	3	1	2	2	1	2	1	3	3	1	2	2	2	1	1	2	1	6	1	1	2	3	3	2	3	1	2	7	2	5	2	2	1	6	7	6	8	8	6	4	7	9	1	11	6	4	11	7	1	10	6	12	12	15	11	16	8	14
1000	-795.636365179848440	-793.818164493574386	-1.818200686274063	0.000010038928046	0.000018906277785	1.883296473336502	0.311302712328427	1	2	0	2	1	2	1	2	2	3	4	4	3	4	4	5	7	5	5	5	6	7	6	3	6	6	5	5	7	8	6	5	7	7	9	10	7	9	8	9	11	10	11	8	10	14	12	13	12	13	12	13	14	15	14	13	14	14	14	15	15	16	15	15	16	16	16	18	18	20	19	22	22	22	20	23	3	1	0	1	3	3	0	5	7	7	7	2	9	9	7	9	11	10	12	13	9	14	14	1	18	14	14	14	27	25	28	24	25	28	32	32	24	28	28	32	36	37	36	28	39	24	34	32	38	43	44	32	36	49	37	1	50	44	41	38	43	24	43	51	24	53	58	37	51	39	38	38	49	34	49	49	1	1	1	1	1	2	1	1	1	2	3	1	1	2	3	2	2	2	1	2	3	3	2	1	1	2	1	1	2	2	1	2	1	1	3	5	2	4	2	3	1	2	1	2	1	8	5	5	3	2	2	6	4	3	5	10	1	4	3	6	3	13	3	2	11	2	2	11	5	11	8	10	9	15	6	11
1500	-696.757235149887265	-695.015284106845911	-1.741951043041314	0.000009992288066	0.000016956336103	1.696942281060614	0.421085316431734	1	2	0	2	2	3	1	3	3	2	4	4	4	4	5	5	6	5	4	5	6	8	6	3	6	7	6	5	7	8	7	5	8	7	9	8	7	9	8	9	11	11	10	11	10	14	12	13	12	11	12	13	11	14	13	14	13	14	14	14	14	16	14	15	16	16	16	18	18	20	20	22	22	22	22	23	3	1	0	1	3	3	0	5	10	7	10	24	9	9	11	9	11	11	24	13	9	27	14	2	18	27	14	14	27	25	28	24	25	28	37	12	24	39	28	24	36	37	37	39	34	32	45	24	38	37	44	41	32	49	43	37	50	51	41	38	43	24	57	51	37	56	64	37	67	54	49	38	60	39	60	60	1	1	1	1	2	2	1	1	1	1	2	1	1	1	1	2	2	1	1	1	2	2	2	1	1	1	2	1	1	2	2	1	2	2	2	3	4	1	3	4	2	1	2	2	2	7	2	9	1	2	1	2	4	1	3	6	2	2	3	5	2	12	1	3	9	2	1	9	2	6	7	9	6	13	6	8
2000	-565.757295409162680	-564.082862737012761	-1.674432672149900	0.000010004076662	0.000015339682485	1.533343156402681	0.407415342621285	-1	2	-2	2	2	3	0	3	3	3	2	4	4	5	5	5	7	5	5	5	6	8	5	6	6	6	7	6	6	9	7	6	8	9	9	9	7	10	8	10	11	11	10	11	10	14	12	13	12	11	13	13	14	15	13	14	14	14	14	15	14	16	15	15	16	16	16	18	18	20	19	22	21	21	22	23	3	1	0	1	3	3	0	5	7	7	7	1	9	10	10	9	11	9	12	13	9	14	9	12	10	9	14	23	14	25	28	12	25	28	32	32	24	34	28	36	36	37	37	39	34	41	45	32	38	43	44	41	55	49	37	43	55	51	52	39	50	37	57	51	43	56	58	56	67	49	60	73	49	49	60	60	1	2	1	1	2	3	1	1	3	3	2	2	1	2	1	2	3	2	1	1	3	1	1	2	3	2	2	1	1	3	1	1	2	2	2	3	1	1	2	1	1	3	3	3	1	3	2	6	2	1	1	1	1	3	5	4	1	1	1	5	2	9	1	2	5	2	2	4	2	5	4	1	6	9	6	6
2500	-529.100140046833417	-527.249497129568567	-1.850642917264877	0.000010208049221	0.000020042891108	1.963439896720274	0.533265623914608	1	2	0	2	1	1	2	3	3	3	4	4	4	4	5	5	7	4	5	5	6	8	5	5	6	7	8	6	6	9	7	7	8	9	9	10	9	10	11	9	11	10	11	10	10	13	12	13	13	13	12	13	11	15	13	14	14	14	14	15	15	15	15	14	16	16	16	17	17	20	19	22	22	22	22	23	3	1	0	1	3	3	0	5	7	7	7	2	9	9	11	11	11	7	12	13	14	14	14	12	11	14	14	23	14	25	28	12	25	28	32	32	32	28	44	32	32	32	37	28	34	41	45	35	38	43	39	41	35	49	37	55	50	51	52	49	50	24	57	51	50	56	58	66	67	49	60	70	49	49	49	71	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	3	2	1	1	2	2	1	1	1	2	2	1	2	2	1	3	2	2	2	3	1	2	1	1	3	2	2	2	1	2	2	4	3	2	1	2	2	2	4	1	1	2	1	2	2	8	1	2	1	2	2	1	1	2	3	1	5	6	8	4
3000	-525.167548544849751	-523.227231264279567	-1.940317280570240	0.000010570100056	0.000023132136834	2.188450129386859	0.538024256424250	0	2	-1	2	2	2	1	3	3	2	2	4	4	5	5	3	7	4	5	5	6	7	4	5	5	7	7	6	7	9	7	7	8	8	9	10	9	7	11	8	11	11	10	11	9	13	12	12	12	13	12	13	13	15	13	14	14	14	14	15	15	16	15	15	16	15	15	18	17	20	20	22	22	20	21	23	3	1	0	1	3	3	0	5	7	7	7	2	9	10	10	10	11	10	12	13	7	14	9	12	18	14	14	23	14	25	28	12	25	28	32	32	32	28	28	32	32	32	37	45	28	41	39	35	38	43	44	41	36	49	43	55	55	51	52	49	50	50	57	51	50	56	51	62	67	60	49	75	49	49	49	75	1	2	1	2	2	2	1	1	2	1	1	2	1	1	2	1	3	2	1	1	3	2	1	1	1	1	2	2	2	3	1	2	3	1	1	1	2	1	2	1	1	2	1	2	2	2	1	2	4	2	1	1	3	3	2	1	1	2	1	2	2	2	1	2	2	1	3	2	2	3	4	1	8	8	7	2
3500	-507.548337590083747	-505.941437297357936	-1.606900292725825	0.000010359131552	0.000014186259372	1.369444851684640	0.510243648631897	0	2	-1	2	2	3	0	2	2	3	4	4	4	5	5	5	4	5	5	5	6	6	5	5	6	7	8	6	7	9	7	8	8	9	9	10	9	10	10	10	9	11	10	11	10	13	12	13	13	13	12	13	14	15	13	14	14	14	14	15	14	16	15	15	16	16	16	18	18	19	20	22	22	22	20	23	3	1	0	1	3	8	0	3	7	7	7	1	9	9	11	10	10	11	12	13	14	14	11	12	10	22	14	23	22	25	28	24	25	28	32	32	32	34	28	12	32	37	37	34	34	41	45	36	38	43	34	41	48	49	43	55	50	51	52	49	43	56	50	51	61	56	58	62	67	49	49	75	60	60	60	75	1	2	1	2	3	1	1	2	2	2	3	4	2	1	1	1	1	1	1	1	1	1	1	1	2	1	3	1	1	3	1	2	2	3	1	2	1	1	2	3	1	2	1	2	1	2	2	3	2	2	2	4	1	2	3	1	1	2	1	1	2	2	2	3	2	2	1	1	2	4	5	2	4	7	5	3
4000	-480.225596792097349	-478.605830057061894	-1.619766735035469	0.000011725605016	0.000016425156941	1.400793981983110	0.553395541506346	1	2	-1	2	2	3	1	3	3	2	2	4	4	5	5	5	5	5	5	5	6	8	6	6	6	7	8	6	7	8	7	7	7	9	9	10	9	10	10	10	11	11	11	11	10	14	12	12	14	14	12	13	14	15	14	14	14	14	14	15	13	16	15	15	15	16	16	18	18	19	20	22	21	22	19	23	3	1	0	1	3	3	0	5	11	7	7	2	9	9	7	9	11	10	12	13	14	14	14	12	18	14	29	14	14	25	28	24	25	28	32	32	32	34	28	24	32	37	37	34	34	41	45	32	38	61	44	41	32	49	43	61	61	51	52	49	43	56	57	51	43	56	64	56	67	49	49	75	49	49	49	73	2	1	1	1	1	2	1	1	1	1	1	2	1	2	1	2	2	3	1	1	1	2	1	1	1	1	1	1	2	2	1	1	1	2	2	3	2	1	1	4	2	2	2	2	1	2	2	4	3	1	1	2	3	1	2	1	1	2	1	1	1	2	1	2	3	2	1	2	1	3	5	2	4	7	4	2
4500	-474.566162702795737	-473.083443271086196	-1.482719431709556	0.000012185832820	0.000012870570454	1.056191287388643	0.638452952858456	1	2	0	2	2	3	1	1	3	3	4	4	4	4	5	4	7	5	5	5	5	7	5	5	6	7	8	6	7	9	7	6	7	9	9	9	10	10	9	7	11	10	11	10	10	14	12	13	14	13	13	13	14	15	14	14	14	14	14	15	15	16	15	15	14	16	16	18	18	18	19	21	22	22	20	21	3	1	0	1	8	3	0	3	7	7	7	2	9	9	11	9	10	10	12	13	10	14	9	12	18	11	22	23	14	25	28	24	25	28	32	32	35	39	28	12	36	36	36	39	39	52	45	36	38	43	34	41	37	49	43	43	50	51	52	49	50	56	57	51	50	56	64	62	67	49	49	75	75	49	49	75	1	1	1	1	1	1	1	1	2	2	2	2	1	1	1	1	3	2	1	1	2	2	2	1	1	2	1	1	2	2	1	1	1	3	3	3	1	1	2	3	2	1	2	1	1	1	2	3	2	1	4	1	1	1	3	2	1	1	1	1	2	1	1	2	1	2	1	2	2	3	3	1	2	4	3	1
