step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64
12500	-396.406912204945343	-394.402803441297181	-2.004108763648190	0.000121824113328	0.000016814626234	0.138023793279305	0.562238294714940	4	6	8	16	19	20	21	22	23	24	23	25	24	24	25	25	26	25	26	28	30	28	28	28	28	32	29	32	30	31	30	30	29	30	31	31	30	30	32	32	33	34	32	32	32	33	32	30	33	35	34	33	34	33	34	37	34	37	33	35	38	38	38	35	0	1	2	0	4	5	6	7	8	9	8	7	9	4	8	6	10	9	10	10	13	18	17	8	8	15	20	20	13	8	16	22	15	22	32	14	13	16	32	19	48	28	24	0	20	34	29	9	8	40	43	20	26	21	38	52	29	21	36	7	57	64	64	36	1	1	2	1	1	1	1	1	1	1	1	1	1	3	1	3	1	1	1	3	3	2	1	3	2	4	1	3	3	5	2	1	2	1	1	3	3	3	1	3	1	1	2	1	2	2	1	2	4	3	2	3	1	1	2	2	2	4	1	8	3	2	2	1
13000	-401.374209907771217	-399.339421918616097	-2.034787989155127	0.000142557425206	0.000019029679704	0.133487818518682	0.611498834545954	3	5	8	16	18	20	21	22	24	25	21	25	25	25	25	25	26	26	27	27	29	28	28	29	27	32	29	34	30	31	30	31	32	30	30	32	31	30	28	31	32	33	31	32	33	32	32	32	32	35	34	31	33	33	33	36	35	36	32	36	37	36	38	35	0	1	2	0	4	5	4	11	8	9	5	11	9	8	6	11	9	14	15	6	25	16	10	18	13	21	20	29	9	35	12	16	21	22	13	24	25	15	18	21	52	59	19	0	20	34	24	8	30	59	26	12	10	30	43	21	47	49	29	51	41	64	61	29	1	1	1	1	2	2	3	1	1	1	2	2	1	1	2	2	1	1	1	2	1	1	1	1	1	2	1	2	2	1	3	3	2	1	2	1	2	2	1	1	1	1	2	1	3	1	2	6	1	2	1	3	3	1	1	2	1	1	1	1	3	1	1	2
13500	-355.579332478421179	-353.520254771279610	-2.059077707141566	0.000120548448977	0.000015680005327	0.130072227889551	0.675665483703245	4	6	8	16	19	20	21	22	23	25	23	24	24	25	25	25	26	26	26	24	28	29	28	28	28	30	29	33	28	32	31	30	31	30	31	32	31	30	32	33	33	34	32	32	32	33	32	31	33	36	33	32	34	34	34	36	34	35	33	34	36	36	37	38	0	1	2	0	4	4	6	7	8	9	5	8	8	9	9	8	14	20	10	6	9	11	17	14	19	21	24	35	18	25	15	29	24	22	21	37	19	21	14	25	39	29	35	0	27	34	48	21	25	59	24	9	46	39	39	35	52	52	48	24	36	40	62	62	1	1	1	1	1	3	1	1	1	1	3	1	1	1	1	1	1	1	1	2	2	4	1	2	1	1	1	1	1	2	3	1	1	1	1	1	3	1	3	3	1	2	1	1	1	1	1	2	2	2	1	3	1	1	1	2	2	2	1	3	2	1	1	1
14000	-392.244115415612214	-389.564557114711079	-2.679558300901161	0.000131057501305	0.000009807101372	0.074830523047373	0.699781484106162	4	6	8	16	19	21	21	22	24	24	23	23	25	24	26	26	25	26	25	27	29	28	27	27	27	32	27	33	30	32	29	29	31	30	31	31	31	31	30	30	33	33	31	31	32	33	32	32	34	35	34	32	35	33	33	36	34	37	34	35	36	35	37	38	0	1	2	0	4	4	5	5	5	5	6	7	8	8	8	9	14	14	8	10	13	16	19	8	19	17	13	25	8	39	9	23	21	22	21	24	18	21	19	14	24	37	39	0	27	34	36	36	52	48	52	32	37	13	13	52	36	56	37	52	62	41	61	63	1	1	1	1	1	3	1	2	3	3	1	1	2	1	2	1	1	1	2	1	2	1	1	2	1	2	1	4	3	1	2	1	1	1	1	2	2	1	4	2	3	1	1	1	3	1	1	1	1	1	1	1	2	3	3	2	2	1	2	1	1	1	1	1
14500	-390.649824003402728	-388.315248589674070	-2.334575413728646	0.000135236687626	0.000013465377251	0.099568966729621	0.641409745660564	4	5	7	16	18	21	22	23	23	25	23	24	24	25	25	26	26	25	25	26	29	29	28	29	27	31	30	32	28	31	31	29	31	30	31	31	30	31	30	30	33	30	31	33	31	33	32	33	33	35	32	32	33	33	34	36	34	37	34	35	35	37	38	39	0	1	2	0	4	5	5	5	6	13	6	9	9	13	13	19	8	6	6	8	15	16	17	7	8	32	20	18	14	25	24	13	14	25	8	29	18	39	19	6	47	25	24	0	24	40	6	36	39	41	32	40	34	40	33	24	47	37	42	52	48	40	61	61	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	3	2	1	3	3	1	2	1	2	3	3	4	1	2	1	2	4	1	2	1	1	1	1	3	1	2	1	2	1	1	1	2	3	1	3	2	2	2	4	2	2
15000	-420.804825972336346	-418.627991852803689	-2.176834119532649	0.000171397209713	0.000019778782914	0.115397344841709	0.579879830424856	3	5	7	16	19	20	21	23	22	25	23	23	23	24	26	26	26	25	26	25	28	28	27	29	27	31	29	34	29	31	30	31	31	30	29	32	30	31	31	31	33	33	31	32	32	31	32	31	32	35	34	32	33	34	33	36	35	35	33	35	37	37	39	37	0	1	2	0	4	4	6	9	6	8	6	7	4	9	14	11	8	9	6	6	11	10	17	7	18	29	19	42	12	7	18	37	19	16	10	48	12	37	25	15	43	48	10	0	27	24	40	27	25	21	25	37	22	40	24	59	48	10	18	52	49	49	64	51	1	1	1	1	2	2	1	1	1	1	1	1	5	1	1	2	1	2	4	1	3	1	1	4	1	1	2	1	3	5	2	1	2	2	2	1	3	1	2	4	1	1	3	1	2	1	1	1	3	5	6	1	3	2	2	2	2	5	4	2	2	2	1	2
15500	-430.590370691752696	-428.887024099593646	-1.703346592159058	0.000165491551161	0.000033509840688	0.202486715802885	0.584823262544522	4	6	7	17	19	20	20	22	23	21	22	25	25	24	25	26	26	26	26	28	27	28	28	29	28	32	30	32	27	31	30	30	30	31	30	31	32	31	32	33	33	33	33	33	32	33	31	32	32	35	34	31	35	33	34	36	35	37	34	35	37	37	35	38	0	1	2	0	4	5	5	6	10	6	6	8	5	6	6	8	9	9	15	13	8	16	15	23	19	31	18	35	13	25	18	20	14	22	20	15	38	21	38	24	13	24	25	0	13	34	17	6	33	28	52	35	52	8	38	57	33	43	36	52	33	43	13	62	1	2	1	1	1	1	1	1	1	1	1	1	3	2	2	2	2	2	1	2	2	1	2	1	1	1	2	1	1	1	1	1	3	1	1	4	1	1	1	2	4	3	2	1	4	2	2	7	1	2	2	1	3	4	2	1	2	2	2	1	3	2	4	1
16000	-362.337787431318702	-360.382826778911408	-1.954960652407310	0.000125119327783	0.000018250232258	0.145862614361988	0.691646131024354	4	6	8	16	19	21	22	23	23	24	22	24	24	24	26	25	26	25	27	27	29	29	28	27	26	31	28	33	29	32	30	27	32	31	31	31	31	30	31	32	33	33	32	31	32	33	32	32	33	35	34	32	32	34	34	36	35	37	33	34	34	35	38	39	0	1	2	0	4	5	6	6	7	11	6	7	6	6	6	9	9	8	25	13	10	16	10	11	8	15	20	39	15	9	15	10	21	22	18	29	19	15	22	37	26	26	9	0	27	22	36	26	19	59	52	35	34	30	43	49	48	43	26	23	48	61	62	62	1	1	1	1	1	1	1	1	1	1	1	1	2	2	3	1	2	1	1	1	1	2	2	3	1	2	1	1	1	3	2	2	1	1	2	1	1	2	1	1	1	1	5	1	1	2	1	1	3	2	1	1	1	1	1	3	2	4	1	3	1	1	2	2
16500	-368.800973673123963	-366.741879757123058	-2.059093916000887	0.000130504829829	0.000016974762929	0.130069997803132	0.585720053539380	3	5	7	16	19	20	21	22	24	24	23	23	25	24	26	26	26	26	27	28	30	29	28	28	27	32	29	33	30	31	30	29	30	30	32	30	32	32	31	32	33	32	31	31	32	33	31	32	33	35	32	33	35	33	34	35	35	35	33	35	35	36	38	39	0	1	2	0	4	4	5	5	8	8	7	5	10	12	10	6	10	6	14	16	11	16	18	7	13	16	20	39	32	24	24	9	24	16	22	24	18	21	32	39	29	18	25	0	20	34	36	24	25	35	43	51	46	39	38	37	48	43	42	35	48	61	62	36	1	1	1	1	2	2	1	2	2	1	1	1	1	1	1	3	1	2	1	1	3	1	1	3	1	2	1	1	1	1	1	2	1	2	2	1	3	1	1	1	2	2	2	1	2	2	1	2	3	1	1	1	1	1	1	2	1	2	1	2	1	1	2	3
17000	-432.424090888487399	-430.309695037964502	-2.114395850522892	0.000137324112790	0.000016865664796	0.122816484688017	0.456551825984006	3	4	7	16	18	19	21	21	21	24	22	24	24	24	25	25	27	25	26	27	29	29	29	29	27	30	29	33	28	31	30	27	31	31	31	31	31	31	31	30	33	33	31	32	32	34	32	33	33	35	33	32	34	34	34	36	33	37	34	35	36	37	39	39	0	1	2	0	4	5	6	6	6	6	9	7	6	4	13	10	18	9	13	9	13	13	17	10	12	19	9	24	14	18	12	13	15	18	24	21	13	26	27	12	37	6	25	0	23	34	29	10	18	26	26	35	34	43	26	21	35	40	28	52	57	37	62	61	1	1	2	1	1	1	1	1	1	2	1	2	3	4	1	1	1	2	1	3	3	2	2	2	2	3	3	1	2	3	4	2	2	3	1	2	3	1	1	3	1	7	2	1	1	2	1	4	3	2	2	1	2	1	2	5	1	3	1	2	1	3	1	2
17500	-390.812628304926534	-388.829965658941148	-1.982662645985406	0.000128748710735	0.000018199026137	0.141353074784756	0.615237360503353	3	5	6	15	20	21	21	22	23	25	22	23	24	24	25	26	26	25	26	26	29	29	28	28	28	32	30	33	30	31	30	30	31	31	31	31	32	31	29	32	32	33	32	32	33	33	32	31	32	36	34	31	35	34	34	36	34	37	34	35	37	37	38	38	0	1	2	0	4	4	5	5	7	14	7	7	12	8	13	9	18	13	13	9	15	16	18	9	14	6	12	35	12	9	21	13	21	24	24	22	12	39	10	32	29	40	52	0	27	34	48	23	39	59	52	39	34	37	37	52	37	40	37	52	57	36	61	57	1	1	1	1	2	4	1	2	1	1	1	2	1	1	1	1	1	1	1	1	2	1	2	3	2	4	3	1	3	3	1	3	1	1	1	1	3	1	2	2	1	1	1	1	1	2	1	1	1	1	2	1	2	1	2	2	1	2	1	2	2	3	1	2
18000	-395.141538612450688	-393.135925343644772	-2.005613268805902	0.000191324142994	0.000026363561960	0.137795270095700	0.602501489499647	4	5	7	15	20	19	20	22	24	25	22	25	25	24	26	26	27	26	27	28	28	28	29	27	28	31	29	33	30	30	29	30	29	30	32	31	31	31	31	32	33	34	32	32	31	33	32	33	32	35	34	31	35	33	34	36	34	36	34	34	37	37	38	38	0	1	2	0	4	4	6	5	8	14	6	8	14	11	14	14	13	9	14	9	14	16	21	13	19	31	12	29	17	31	15	20	15	22	25	24	25	10	34	52	36	36	13	0	27	35	25	43	37	35	52	23	26	49	26	51	35	60	29	13	50	35	42	24	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	1	1	1	1	2	2	1	2	1	2	1	2	2	2	2	2	2	1	1	1	2	3	1	1	1	2	1	1	1	2	1	2	1	2	1	1	1	2	3	1	3	2	6
18500	-381.685501196329540	-379.887654141867870	-1.797847054461692	0.000137856939186	0.000024412538419	0.177086032539984	0.705131433487252	4	5	7	16	19	21	20	23	23	25	22	25	25	24	26	24	26	26	27	27	29	28	29	28	26	30	30	33	28	31	30	31	32	30	30	32	32	31	29	32	33	33	32	32	33	33	30	31	33	35	31	32	34	34	34	36	34	36	34	34	37	37	38	39	0	1	2	0	4	5	5	6	7	8	6	11	14	6	13	8	9	11	25	9	24	17	17	10	13	15	29	48	6	39	21	12	32	29	15	47	21	15	14	15	52	32	19	0	27	23	29	10	32	42	24	20	22	30	38	40	36	49	37	12	39	40	60	61	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	1	2	1	1	3	1	1	2	1	1	3	1	1	3	1	1	2	1	2	4	2	3	1	1	2	1	1	2	1	3	1	2	1	3	2	1	1	2	1	1	2	5	4	3	3	1
19000	-413.098457982083005	-411.155276012719298	-1.943181969363711	0.000155607282377	0.000023007487374	0.147856109448637	0.611283317440362	4	5	7	16	20	20	21	22	22	25	21	24	23	25	25	26	26	24	26	26	29	28	29	26	28	32	29	34	29	31	29	31	32	31	31	30	31	32	32	31	34	34	32	33	33	32	33	32	34	36	34	32	35	34	35	37	34	37	32	35	37	37	38	38	0	1	2	0	4	4	6	7	7	6	5	5	9	13	8	12	10	9	4	11	24	19	24	18	13	40	10	39	12	29	12	29	29	16	27	29	13	29	34	23	52	25	10	0	27	22	48	36	29	59	33	25	37	43	35	51	43	51	35	33	48	43	61	42	1	1	1	1	2	2	1	1	1	3	1	2	1	2	2	1	1	1	5	3	1	1	1	2	2	1	2	1	3	1	1	1	1	2	1	1	3	2	1	1	1	2	3	1	3	2	1	1	2	2	1	2	2	1	2	1	1	1	1	1	3	3	1	1
19500	-417.746887105800226	-415.454751391709351	-2.292135714090885	0.000119771769159	0.000012392864705	0.103470665851315	0.502594536236466	4	5	7	15	19	19	20	21	24	25	22	24	25	22	25	26	27	25	27	27	29	29	29	28	27	32	30	33	29	32	30	30	31	29	31	31	31	32	31	30	34	33	32	31	32	32	32	32	30	35	34	31	32	33	33	36	35	36	32	35	36	35	39	38	0	1	2	0	4	4	5	5	7	14	8	7	14	7	12	18	14	14	13	11	5	16	17	15	6	35	20	39	9	16	21	24	13	16	24	29	21	21	34	24	13	59	52	0	27	21	29	36	18	51	9	32	34	37	25	39	48	25	29	32	29	36	51	47	1	1	1	1	3	2	1	2	2	2	1	2	2	1	1	1	3	1	1	2	6	1	2	1	4	1	2	1	3	3	1	1	3	3	1	1	1	2	1	1	5	1	1	1	1	2	2	1	3	1	4	1	2	1	3	1	2	5	1	2	5	2	3	3
20000	-387.905289461025063	-385.946347007950465	-1.958942453074597	0.000102837586818	0.000014931938769	0.145199233379147	0.574265796790158	4	5	7	16	18	19	21	23	24	21	22	25	24	24	25	26	27	25	27	27	30	28	29	28	28	31	29	33	30	28	29	30	31	29	31	31	30	31	31	33	33	32	33	32	32	33	33	32	32	36	32	32	34	32	34	36	33	37	34	34	37	36	38	37	0	1	2	0	4	5	4	6	6	6	6	10	4	6	9	8	8	6	9	14	24	7	18	15	19	31	20	31	22	18	14	12	23	16	11	29	25	31	31	51	29	29	19	0	27	32	29	36	9	49	24	22	22	32	49	60	36	35	42	52	49	36	61	49	1	1	1	1	1	1	4	2	2	1	2	2	5	3	1	2	2	3	1	2	1	5	4	2	1	1	1	3	1	1	3	3	1	2	4	1	2	1	1	1	1	1	2	1	1	2	1	1	6	2	2	1	3	1	1	1	1	3	1	1	2	3	1	2
20500	-393.919203886405228	-391.449599330697026	-2.469604555708216	0.000163211120862	0.000014456102498	0.088573023836679	0.557559257545760	4	6	7	17	19	20	21	22	23	25	23	24	25	24	25	25	26	26	26	27	26	28	28	28	27	31	30	34	29	31	30	30	30	30	29	30	31	30	31	32	33	33	32	32	32	33	31	31	33	33	33	32	34	33	34	35	34	38	32	35	35	35	38	39	0	1	2	0	4	5	6	6	7	14	7	7	5	9	8	11	10	7	14	8	14	16	17	9	19	17	18	39	10	27	21	24	21	10	10	13	25	18	35	35	48	14	19	0	27	10	29	18	35	36	39	19	34	30	38	28	52	23	33	48	52	48	61	52	1	1	1	1	1	1	1	1	1	1	2	2	3	1	2	1	1	3	1	3	1	1	2	3	1	3	2	1	2	1	2	1	2	1	1	2	2	2	1	1	1	4	3	1	1	4	1	2	2	2	1	4	2	1	2	1	1	4	1	2	2	1	2	3
21000	-415.381163787074513	-413.708145617960554	-1.673018169113963	0.000139793567932	0.000029664514083	0.212202281702601	0.549897199031478	3	5	8	17	19	21	21	22	22	25	20	25	25	25	26	26	25	26	26	27	29	27	27	28	27	31	30	33	29	32	31	31	32	30	31	31	31	29	31	32	34	34	32	31	33	34	32	32	33	36	34	32	35	34	34	36	35	38	34	36	38	37	39	37	0	1	2	0	4	5	4	11	6	8	5	8	6	6	10	7	11	6	9	13	24	16	14	15	13	38	7	40	17	10	21	34	35	19	24	27	19	15	24	24	48	37	8	0	30	52	36	23	37	59	35	5	52	37	15	24	28	37	29	51	56	56	62	40	1	1	2	1	1	1	3	2	1	1	1	2	2	2	1	3	3	3	2	1	1	1	1	1	1	1	4	1	3	3	1	1	1	3	2	1	2	2	1	2	1	1	5	1	1	1	1	2	1	2	2	5	2	2	3	4	1	3	2	1	2	1	1	4
21500	-382.450224979677728	-380.448083449981311	-2.002141529696404	0.000132690063076	0.000018354164310	0.138323578149097	0.634702994399399	5	6	7	17	19	19	22	23	22	24	22	24	25	25	25	26	26	25	26	27	29	29	27	27	28	32	29	34	29	30	31	30	32	30	31	31	30	31	30	32	33	33	32	32	32	33	32	33	33	36	33	31	34	34	34	36	34	37	33	35	35	37	36	39	0	1	2	0	4	4	6	6	6	9	6	7	6	8	8	18	8	6	9	13	17	17	14	15	14	37	20	49	24	24	39	18	39	22	39	29	25	39	18	17	32	14	9	0	27	34	36	29	25	40	52	10	35	43	40	60	52	49	14	51	43	61	42	62	1	1	1	1	1	1	1	2	2	2	2	1	4	1	1	1	2	2	2	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	3	2	1	4	6	1	1	2	1	2	2	2	1	2	1	1	1	1	1	2	3	1	2	1	2	2
22000	-357.016066844292709	-355.059833622784481	-1.956233221508245	0.000116174598410	0.000016920833754	0.145650030091162	0.664315578260477	3	4	6	16	17	20	22	21	22	25	23	25	24	24	24	26	27	25	26	27	27	28	29	28	28	31	30	33	30	31	30	31	32	31	31	30	30	29	30	32	33	33	33	31	33	34	33	32	33	34	33	32	33	34	35	36	35	37	35	34	38	37	38	37	0	1	2	0	4	5	6	5	8	9	7	7	9	8	6	9	13	13	14	11	12	12	17	13	19	24	20	35	24	25	38	39	32	22	24	24	25	21	12	24	29	24	40	0	27	34	48	29	37	29	32	16	52	49	26	60	52	49	50	51	57	57	64	57	1	1	1	1	1	2	1	1	1	1	1	2	1	1	2	2	1	1	1	2	1	1	1	2	1	3	2	1	1	1	1	1	1	2	1	1	1	1	2	2	1	2	1	1	1	2	1	1	2	2	2	4	1	1	2	1	2	2	1	1	1	1	1	1
22500	-390.946949923157661	-389.304936361268460	-1.642013561889182	0.000208887262907	0.000046614372011	0.223155645598297	0.687565544393976	5	6	8	16	19	20	21	22	22	24	22	25	24	25	25	26	26	26	27	28	29	29	28	27	28	30	30	33	28	32	30	30	32	29	30	31	31	32	32	33	33	32	32	32	32	34	32	31	33	35	34	32	34	34	35	35	35	37	34	34	36	37	39	39	0	1	2	0	4	5	5	6	6	8	6	7	9	9	7	13	13	13	9	15	16	16	18	9	14	20	12	43	15	32	15	19	31	19	20	32	25	27	21	30	48	21	37	0	20	22	32	31	32	42	39	16	22	29	26	60	35	50	28	42	57	61	62	62	1	1	2	1	2	1	1	1	1	1	1	2	1	1	3	1	1	1	4	2	2	1	1	3	1	1	3	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	1	1	2	2	1	2	2	3	4	1	2	1	1	1	1	1	1	1
23000	-356.281719736718060	-353.995068238383226	-2.286651498334809	0.000152586127546	0.000015867809611	0.103992478646238	0.766667730463630	4	5	7	16	19	21	21	22	24	23	23	23	25	23	25	26	27	26	26	28	29	28	28	28	27	31	30	32	29	31	31	29	32	29	29	30	31	32	30	32	33	33	32	33	32	33	32	32	34	35	34	33	34	34	35	37	33	37	33	35	36	37	38	38	0	1	2	0	4	5	5	7	10	8	8	7	14	8	8	9	19	8	8	18	25	18	17	8	14	21	18	27	24	35	15	13	18	22	15	24	35	26	23	21	29	29	21	0	27	34	36	29	40	59	35	32	46	32	43	51	47	24	40	54	48	42	61	61	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	3	2	1	2	1	1	1	2	2	2	1	1	1	1	1	1	1	2	3	1	1	1	2	1	1	1	1	2	2	1	3	2	1	1	4	1	1	2	2	1	1
23500	-399.617470401756236	-396.663005162080424	-2.954465239675818	0.000158784946979	0.000009712718161	0.061169010953987	0.590805226979533	4	5	8	16	18	20	22	23	22	23	23	24	23	25	25	25	26	26	26	26	30	28	28	28	25	31	29	33	30	31	30	31	31	28	30	31	31	29	30	32	34	33	32	32	31	32	31	32	32	36	31	32	34	33	34	36	34	37	33	34	37	38	39	37	0	1	2	0	4	5	6	6	6	6	7	7	6	8	13	11	9	8	25	9	25	11	17	7	10	24	18	32	24	21	18	39	15	16	18	35	14	15	24	36	48	51	9	0	27	24	11	36	33	33	21	51	46	49	33	52	29	49	29	15	29	61	64	57	1	1	2	1	1	1	1	1	1	1	1	1	2	2	1	1	2	2	1	2	3	3	1	3	1	1	2	1	1	1	2	1	4	2	2	1	3	2	1	1	2	1	4	1	1	2	3	1	1	3	1	1	1	1	2	2	3	3	1	3	3	1	1	3
24000	-388.062904697008378	-385.276535559404522	-2.786369137603845	0.000160601899339	0.000011087165022	0.069035080326883	0.515741804764393	3	5	7	16	18	21	22	22	23	23	22	24	22	24	23	25	25	25	26	27	29	29	29	28	28	31	29	33	29	31	28	30	32	30	30	31	32	32	30	32	34	31	32	32	32	34	33	32	34	36	33	32	32	33	34	37	34	36	33	35	38	34	38	38	0	1	2	0	4	5	6	5	6	6	6	10	4	6	8	9	5	6	10	8	10	16	10	10	19	10	20	40	18	18	18	10	26	29	20	29	19	21	25	39	29	29	18	0	20	34	36	35	43	59	21	20	34	30	26	39	36	49	36	52	41	14	32	48	1	1	1	1	1	1	1	2	1	1	1	1	3	2	1	1	3	2	2	2	3	2	3	2	1	3	1	1	2	3	1	3	1	1	2	1	2	2	1	1	2	1	3	1	2	2	1	1	1	1	2	2	1	1	1	3	1	1	1	1	1	5	4	3
24500	-420.151430470878722	-417.824419950473327	-2.327010520405413	0.000152927119996	0.000015330525507	0.100247264890111	0.526209094441709	4	5	7	16	19	19	21	22	24	23	22	25	24	24	24	26	26	25	26	25	30	26	27	28	27	31	30	34	29	31	30	30	31	31	32	32	32	31	31	32	33	33	32	32	32	33	33	32	34	34	33	33	33	32	34	36	35	38	32	36	36	36	39	37	0	1	2	0	4	4	5	4	8	6	6	11	4	6	7	9	4	15	7	13	11	6	13	18	9	32	20	35	9	14	18	19	24	24	33	8	21	15	18	25	29	36	18	0	27	34	29	19	37	36	32	29	43	32	17	36	47	13	30	54	29	36	61	36	1	1	1	1	2	2	2	3	2	2	1	1	3	2	2	1	4	1	2	1	4	3	2	2	1	1	1	1	3	3	3	2	1	1	1	4	1	4	3	3	2	1	4	1	1	1	2	3	1	2	2	2	1	1	4	3	1	6	1	2	3	2	1	3
25000	-392.875272361918917	-390.464736353584954	-2.410536008333935	0.000170173430031	0.000015849713245	0.093138589510910	0.597471966366312	4	6	8	17	20	20	21	22	24	24	23	25	23	24	25	26	26	25	26	27	29	28	27	28	28	31	30	34	27	30	30	30	31	30	30	31	32	30	31	32	33	34	30	32	32	34	32	33	34	35	32	32	34	33	34	37	34	37	34	36	37	37	37	37	0	1	2	0	4	4	4	4	13	13	7	10	5	8	11	7	9	10	13	14	13	10	11	11	10	15	20	35	18	10	18	22	15	24	21	21	26	24	35	35	29	29	19	0	27	34	10	26	24	52	31	9	22	30	52	43	52	49	21	39	41	48	41	28	1	1	1	1	2	2	2	2	1	1	1	1	2	2	1	1	1	1	1	1	2	2	2	2	2	3	1	2	1	2	3	1	2	1	1	1	1	2	1	1	2	4	2	1	1	2	4	1	3	2	1	4	2	2	1	3	1	2	3	2	2	2	2	2
25500	-354.773655893558555	-352.734705889360328	-2.038950004198202	0.000178851563046	0.000023767924637	0.132891903389505	0.814824515176654	4	6	8	16	19	20	21	23	23	24	23	25	25	24	25	26	26	25	27	27	29	28	28	29	26	31	28	34	30	31	31	30	31	30	30	32	31	31	30	32	33	33	31	32	32	33	33	33	33	35	33	32	34	34	34	36	34	36	34	36	38	37	38	38	0	1	2	0	4	5	5	5	4	6	4	5	8	6	10	18	10	14	12	10	15	16	17	18	8	24	11	40	12	24	12	21	29	22	27	39	24	21	13	29	36	29	18	0	20	34	36	40	37	48	52	21	46	32	31	39	36	39	35	51	62	29	62	62	1	1	1	1	1	1	1	2	3	2	3	2	1	2	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	1	3	1	1	1	1	1	1	1	2	1	1	1	2	1	2	2	1	1	1	1	1	1	1	2	1	4	1	2	1	1	1	2	1	1
26000	-362.221919990511140	-359.790405815395957	-2.431514175115208	0.000126295082343	0.000011553009848	0.091476323810632	0.732227895487646	4	5	8	16	19	20	22	22	23	24	23	24	24	24	25	25	27	25	26	25	30	29	28	29	27	31	29	32	29	31	28	30	32	30	31	30	32	32	30	31	33	33	31	33	33	33	33	33	33	36	34	32	34	33	35	36	35	38	34	34	37	35	39	38	0	1	2	0	4	5	6	6	6	8	6	7	6	8	9	11	11	10	8	6	24	16	6	18	18	31	20	31	23	24	13	11	31	22	32	25	30	21	31	39	35	29	24	0	28	22	36	24	43	59	52	32	34	39	33	18	42	28	48	52	62	48	62	62	1	1	1	1	2	1	1	1	2	1	1	1	3	1	1	1	1	1	2	2	1	1	4	2	1	2	2	3	1	1	2	3	2	1	1	1	1	1	1	1	2	2	1	1	1	1	1	2	1	1	1	1	2	1	1	5	1	4	1	1	1	1	2	2
