step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92
5000	-487.880698232139821	-494.736186183099221	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.546598120843489	-1	2	3	6	7	7	8	8	7	8	9	9	10	11	9	12	9	13	11	12	13	11	12	11	14	11	12	13	12	14	15	13	14	12	13	13	12	14	14	14	16	14	16	15	14	15	16	14	16	17	15	16	15	18	14	18	17	17	18	17	18	19	17	17	16	17	18	17	17	18	20	19	20	18	17	20	19	20	20	20	22	21	21	24	22	26	25	30	29	32	33	36	0	1	2	3	4	1	9	4	4	6	6	4	4	10	9	14	5	9	15	9	14	15	13	4	16	10	10	17	15	5	28	15	15	12	22	37	10	13	0	7	38	29	13	20	13	10	34	14	13	53	26	42	29	9	29	33	47	53	47	30	53	31	55	42	30	31	12	51	46	53	30	41	46	66	49	61	68	72	66	44	76	62	41	81	71	25	63	72	86	89	88	90	1	1	1	1	1	3	1	1	1	1	1	2	2	2	1	1	1	3	1	2	1	1	1	3	1	1	2	2	3	4	1	2	2	1	1	1	2	1	1	3	2	1	3	1	3	3	2	2	3	1	2	1	1	4	1	2	1	1	1	1	1	1	2	2	1	1	4	1	1	2	3	2	3	1	1	1	1	1	2	3	1	1	2	1	1	6	4	7	2	2	1	1
5500	-497.584207046458459	-504.439694997417860	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.675955349106638	-2	2	4	6	5	8	8	8	7	9	9	6	10	11	9	11	11	11	10	11	13	10	13	14	13	12	12	13	11	15	15	13	15	14	13	13	15	15	13	15	16	15	16	15	14	13	16	15	15	17	13	17	17	17	15	18	16	16	17	17	18	18	18	17	19	17	18	16	18	16	20	19	20	19	18	18	19	21	21	19	22	21	20	23	21	26	24	29	30	32	33	35	0	1	2	2	2	2	12	1	12	7	7	2	3	11	8	19	22	10	12	10	18	6	8	15	15	10	13	20	11	51	51	19	10	25	8	17	19	26	0	35	25	28	31	45	29	11	34	27	10	51	10	49	55	33	39	41	34	55	40	13	50	68	49	30	67	36	20	51	27	26	64	63	56	62	54	68	49	35	25	60	78	19	74	74	74	85	70	86	31	88	90	90	1	2	2	2	1	3	1	4	1	1	1	2	2	1	1	1	1	1	2	1	1	1	3	4	2	2	1	1	1	1	1	2	3	1	3	2	2	2	1	1	1	1	1	1	2	2	1	2	2	2	2	1	1	1	1	1	1	1	1	5	1	1	1	1	1	2	4	1	3	2	1	1	1	1	1	1	2	3	2	1	1	3	1	2	1	2	3	2	8	1	1	1
6000	-479.430332437763354	-486.285820388722755	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.633452142528100	-1	3	2	5	7	9	8	8	7	9	10	8	10	10	8	11	10	12	9	10	13	11	13	15	13	12	11	12	12	12	16	14	14	13	12	13	13	13	14	14	16	14	16	16	15	15	17	15	16	14	17	15	17	18	16	16	15	17	17	18	18	19	18	16	17	18	18	17	16	17	20	19	19	18	18	20	19	19	21	21	20	21	20	24	21	25	24	29	29	31	33	35	0	3	1	3	3	12	5	2	2	7	6	5	2	8	5	13	9	17	9	9	11	9	11	37	18	12	13	17	19	17	42	25	16	17	11	22	14	27	0	22	27	20	42	20	23	37	34	34	21	37	45	50	39	24	32	32	25	28	33	6	68	52	45	50	34	69	64	52	23	48	58	43	74	45	69	60	58	47	76	31	59	74	70	80	39	65	66	84	65	88	90	89	1	1	2	1	3	1	1	2	2	1	1	1	4	1	1	1	1	1	1	1	2	2	1	2	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	3	2	1	3	1	1	2	1	2	1	1	1	1	2	1	1	1	2	1	4	1	2	2	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	2	2	4	4	3	3	5	2	1	2
6500	-507.909781196599624	-514.765269147559025	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.548138800430730	-1	3	4	6	6	8	8	9	8	8	10	7	9	10	9	10	9	11	10	12	13	12	13	14	12	11	12	13	12	14	15	13	13	14	13	12	14	14	14	15	15	15	15	15	13	15	17	16	16	16	15	17	16	18	17	19	16	16	17	17	18	18	18	17	17	16	18	15	18	18	21	19	18	19	18	19	19	20	20	20	20	21	21	23	22	26	27	29	29	32	34	36	0	1	2	3	3	12	4	6	5	5	6	5	12	9	6	6	5	16	5	16	9	16	11	16	18	14	19	12	13	11	39	22	14	33	11	6	8	45	0	36	10	45	23	29	26	22	11	38	16	46	45	68	38	34	49	47	39	21	45	17	52	53	52	57	17	41	21	45	55	19	60	60	58	62	28	30	58	47	75	56	57	16	56	52	65	36	84	73	80	86	90	90	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	1	2	2	1	1	1	3	1	2	1	1	1	1	1	3	4	1	1	1	4	1	1	2	1	2	4	1	3	1	1	1	1	2	1	1	1	2	2	3	1	1	1	1	3	1	2	1	1	4	2	1	2	1	3	4	2	2	1	1	1	5	1	3	2	8	2	5	6	3	1	2
7000	-512.761064539909626	-519.616552490869026	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.477430927903112	-1	3	2	5	6	6	8	9	8	9	9	9	8	10	10	11	10	12	11	11	12	12	13	15	12	11	11	13	12	13	14	15	13	12	13	12	14	14	15	12	16	14	15	15	14	15	16	13	14	17	15	17	15	18	17	19	16	18	18	18	16	17	19	17	19	19	18	18	18	18	19	18	19	16	18	20	17	19	21	21	21	21	22	23	23	26	26	27	29	31	33	34	0	1	1	1	3	2	5	6	6	13	2	13	5	8	7	8	9	15	5	11	8	17	36	48	20	11	5	14	17	27	33	20	19	5	22	13	21	19	0	14	45	34	11	29	18	21	48	12	21	61	8	27	18	28	53	47	43	45	61	46	31	24	52	31	34	51	32	37	57	46	61	44	23	24	53	69	29	62	45	32	29	19	76	57	73	14	69	79	88	89	90	87	1	2	1	3	1	2	1	1	1	1	3	1	1	1	1	1	2	1	3	1	1	1	1	1	1	1	3	1	1	1	1	2	1	3	1	2	1	1	1	1	1	1	2	1	1	2	1	1	1	1	3	3	2	2	1	1	1	1	1	1	1	1	1	2	2	2	1	2	1	1	2	1	2	1	2	1	2	1	2	2	5	5	1	4	2	7	4	3	2	2	1	3
7500	-455.591186420434838	-462.446674371394238	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.650299018345149	0	2	3	5	6	8	9	8	7	9	9	9	9	9	10	12	10	11	11	12	12	12	11	14	13	11	12	13	13	15	15	14	14	14	12	13	14	14	14	15	17	15	15	15	14	14	16	15	15	16	13	16	15	17	16	17	17	17	18	16	17	18	19	17	19	18	18	17	17	16	21	19	16	18	18	19	19	20	22	20	21	21	22	22	23	27	27	28	28	30	33	35	0	1	1	3	1	1	9	5	1	8	6	8	8	5	8	13	8	15	13	9	26	17	8	13	19	7	18	18	21	13	35	11	16	17	23	7	15	27	0	36	28	17	21	45	21	9	31	33	25	37	8	38	33	45	20	31	35	30	73	37	30	8	69	51	30	42	52	51	52	7	80	54	33	68	25	68	59	70	7	62	59	55	66	80	78	79	21	79	86	89	88	91	1	1	1	1	3	5	1	1	3	1	1	1	1	2	1	1	1	1	1	2	1	1	2	3	1	1	1	1	1	2	1	2	1	1	1	2	2	1	1	2	1	2	1	1	1	3	1	1	1	1	2	1	1	1	1	1	2	1	1	1	2	6	1	1	2	1	1	1	1	2	1	1	1	1	2	1	1	2	5	1	1	2	2	1	1	3	6	3	1	1	3	1
8000	-448.531287524408981	-455.386775475368381	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.591508310967468	0	3	4	5	7	7	7	9	8	8	9	9	10	11	10	10	10	12	11	11	11	12	12	14	13	13	11	13	12	15	16	14	14	13	14	13	14	14	14	15	16	16	13	15	14	16	16	15	16	15	15	15	17	19	15	18	17	16	17	16	17	18	18	17	20	19	17	16	18	18	20	19	19	16	17	17	19	19	22	20	22	21	21	24	22	26	26	29	30	32	32	36	0	1	2	1	3	4	3	1	7	4	7	6	4	13	7	8	6	27	13	15	12	16	8	16	12	27	17	29	20	7	52	17	34	21	22	6	22	26	0	24	18	43	17	28	29	19	34	29	19	13	26	36	24	33	32	74	48	38	35	25	52	61	51	48	41	64	52	55	31	46	40	23	55	24	38	30	67	39	83	61	56	53	61	54	56	65	67	86	86	89	88	91	1	1	1	3	1	1	2	3	1	2	1	1	3	1	1	1	2	1	1	1	1	1	1	2	2	1	1	1	1	5	1	3	1	1	1	2	1	1	1	1	3	2	1	2	1	2	2	1	2	2	1	1	2	3	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	2	3	1	1	2	1	1	3	1	1	2	2	2	3	2	2	5	2	2	1	2	2
8500	-450.833727400540965	-457.689215351500366	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.609656002077578	-2	3	3	5	7	7	8	8	7	8	10	6	9	10	10	11	11	12	9	11	12	12	13	14	14	13	11	13	12	13	15	14	14	13	13	13	14	14	14	15	17	15	15	15	14	15	16	15	15	17	16	17	17	18	16	18	16	18	17	18	17	18	19	15	19	18	18	17	17	18	20	18	19	18	19	20	19	20	21	19	21	21	21	23	22	27	25	29	29	31	33	35	0	1	1	3	4	12	6	12	3	12	7	3	8	10	7	8	7	19	5	13	14	2	15	8	34	19	5	20	14	4	32	21	28	15	22	19	6	18	0	45	38	25	26	29	30	25	37	23	45	21	26	47	30	21	22	50	37	22	46	46	38	51	62	15	30	45	49	37	48	25	57	49	50	13	70	56	33	43	16	28	38	63	52	66	65	80	37	86	86	89	90	90	1	3	3	1	2	1	1	1	1	1	2	1	1	1	1	1	2	2	1	1	1	4	1	3	1	2	2	1	1	4	1	1	1	1	1	2	4	1	1	1	1	1	1	2	1	1	1	1	1	3	1	1	2	3	2	1	1	2	1	2	2	1	1	3	3	2	1	2	1	1	2	2	1	4	1	1	2	2	3	3	4	1	2	2	1	6	4	1	1	1	1	2
9000	-450.922326606509614	-457.777814557469014	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.666509292394215	-1	3	1	5	5	8	7	9	8	8	9	8	9	11	10	11	10	13	10	10	13	13	13	14	13	12	11	13	12	14	16	15	12	14	13	13	13	15	13	15	14	14	15	14	13	15	16	15	16	16	15	16	16	16	15	16	17	17	14	16	18	18	18	15	20	17	18	17	18	18	20	19	18	18	18	20	19	20	18	21	21	19	22	23	22	25	27	28	29	31	33	35	0	3	1	2	2	7	4	6	7	7	10	4	9	7	12	13	5	7	7	10	27	26	12	8	27	17	13	11	11	26	59	37	4	19	26	14	10	18	0	36	27	11	42	19	27	26	34	37	34	14	25	22	59	37	37	16	51	64	19	18	43	68	48	25	79	39	68	48	56	56	28	61	58	68	50	73	54	48	25	70	74	52	78	35	67	83	80	86	88	89	90	91	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	3	1	1	1	1	3	2	1	1	1	2	2	2	1	2	3	2	1	1	2	1	1	1	2	2	1	2	1	2	1	1	2	2	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	3	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	2	1	4	2	1	2	2	1	1	1	1
9500	-477.827624899299622	-484.683112850259022	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.612897775072843	-1	1	4	4	7	8	6	10	8	8	10	7	9	10	9	12	11	12	10	12	12	13	14	14	13	13	12	12	13	14	15	14	12	11	14	12	15	14	14	14	16	15	15	15	15	15	17	15	15	15	16	15	16	18	16	18	16	17	17	17	16	18	19	17	20	19	15	18	17	18	20	19	18	18	18	19	19	20	21	20	22	22	21	23	23	26	25	29	30	32	34	35	0	1	2	2	4	2	2	9	3	7	12	4	10	13	5	19	2	14	13	19	8	19	16	16	21	17	11	5	7	27	25	20	17	9	28	8	28	18	0	28	27	16	29	17	16	24	48	19	16	21	16	25	28	29	36	69	40	36	45	34	26	69	43	42	56	40	13	60	53	46	31	28	31	31	61	60	73	47	80	62	59	68	49	72	59	79	67	61	86	88	90	91	1	1	1	1	2	4	4	1	2	1	2	1	1	1	1	1	4	1	1	1	1	2	1	1	1	1	1	2	4	1	1	1	1	2	1	2	1	1	1	1	2	2	1	2	2	1	1	2	1	2	2	1	2	2	2	1	1	3	2	3	1	1	2	1	1	2	3	1	1	2	3	3	1	1	1	1	1	2	1	2	2	1	4	1	4	3	4	4	2	1	1	1
10000	-496.001753404829742	-502.857241355789142	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.499204627640412	-1	1	3	5	6	8	9	10	8	7	8	8	9	10	10	12	10	12	11	11	11	13	14	15	13	11	12	13	13	12	15	14	15	14	13	12	15	14	15	15	16	15	14	15	14	14	16	15	15	16	17	15	16	17	16	17	16	17	17	17	15	18	18	18	20	19	18	17	18	18	21	18	19	18	16	19	19	18	21	21	20	21	19	21	23	26	26	28	29	32	33	34	0	1	2	3	4	4	4	7	5	4	5	2	6	9	12	13	9	6	13	10	13	13	17	26	2	5	14	9	20	9	45	16	28	13	9	19	46	16	0	19	28	43	10	29	8	15	14	18	45	34	61	23	22	25	61	48	27	44	29	17	43	24	52	39	18	35	37	30	21	45	83	61	53	60	25	58	57	16	65	66	56	8	45	63	84	72	78	14	79	89	90	91	1	1	1	1	1	2	1	1	1	1	1	3	1	1	1	2	1	2	1	2	1	1	2	2	6	3	1	2	1	1	1	1	1	3	3	1	1	1	1	2	2	1	6	1	2	2	4	2	1	1	1	1	1	2	1	1	2	1	2	3	1	2	1	1	3	3	2	2	3	1	1	1	2	1	1	1	1	3	1	1	2	6	3	1	1	4	5	9	4	1	1	1
10500	-511.109343079558244	-517.964831030517644	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.510420777785373	0	2	3	5	6	8	8	10	7	9	9	9	9	8	9	11	10	12	10	11	12	11	13	14	13	13	12	13	11	13	15	13	15	14	13	13	14	14	15	15	16	15	13	14	15	14	16	15	16	16	16	15	17	19	16	18	17	15	17	17	17	17	17	17	19	18	19	17	18	19	20	19	20	19	19	19	20	19	21	20	21	22	21	22	22	27	26	30	29	31	33	33	0	1	1	3	2	3	9	6	3	9	7	6	14	5	3	15	10	7	5	17	29	14	13	8	7	16	7	20	13	18	25	15	32	9	6	14	22	13	0	26	27	25	11	21	26	13	8	23	17	30	37	26	58	21	33	24	51	21	36	10	35	51	39	22	64	26	58	37	49	49	52	58	8	58	38	42	69	59	56	50	67	77	67	70	53	84	26	57	67	89	89	90	1	1	2	1	2	3	1	1	2	1	1	1	1	2	4	1	1	2	1	1	1	1	2	2	3	1	2	2	1	1	1	3	1	4	2	2	2	2	1	1	1	1	2	1	1	2	3	2	3	2	1	1	1	3	1	2	1	1	2	4	2	1	1	3	2	2	2	2	1	2	2	2	4	2	2	2	1	1	1	2	1	1	2	1	2	3	6	6	4	1	1	1
11000	-513.866323902608542	-520.721811853567942	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.515332627962703	-1	3	4	6	6	8	9	8	7	8	9	9	10	9	10	11	11	12	11	11	11	11	14	14	13	12	12	14	12	14	16	14	13	13	13	13	15	14	14	15	16	15	15	15	14	15	17	15	16	16	16	16	16	17	16	18	17	15	17	17	16	18	17	17	19	16	17	16	18	17	17	19	20	19	18	20	19	21	21	20	22	21	21	23	23	26	26	29	30	31	31	35	0	1	2	2	3	1	10	2	3	4	3	8	10	6	8	13	12	14	14	4	15	8	7	17	27	22	17	13	11	27	26	20	9	10	22	22	12	7	0	26	14	28	4	29	21	26	13	19	28	11	25	20	18	10	24	52	21	17	42	58	39	16	50	61	27	13	30	24	66	46	14	43	54	64	39	41	67	35	76	65	74	74	40	49	81	72	80	77	14	48	86	90	1	3	1	1	1	4	1	2	2	1	3	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	3	2	1	2	1	3	2	1	1	3	2	1	2	3	1	3	2	2	1	4	2	1	3	2	2	2	4	1	1	2	2	2	1	1	3	1	1	4	4	1	1	1	1	3	2	2	1	2	2	2	4	1	1	2	1	3	3	1	4	3	4	9	6	2	2
11500	-517.948624647645033	-524.804112598604434	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.501720507313934	-2	2	4	6	6	8	7	10	6	9	9	8	9	11	8	12	10	11	9	11	12	13	13	14	13	13	13	12	12	13	15	15	13	13	11	13	15	14	15	15	17	15	16	16	14	15	17	15	15	17	15	17	17	15	15	18	16	16	17	16	16	17	17	17	19	18	16	18	19	16	20	19	19	18	18	19	20	20	20	20	20	21	21	22	21	26	26	29	30	32	33	34	0	1	2	3	2	2	9	6	3	4	9	2	7	5	2	4	11	15	6	10	13	35	13	26	9	8	10	4	10	18	35	17	21	17	10	35	13	13	0	22	4	34	42	34	3	6	13	36	6	61	26	42	37	25	14	67	22	45	46	11	31	51	49	54	61	36	39	6	47	14	13	47	30	8	49	64	56	16	25	32	42	52	54	85	59	15	75	68	84	58	88	90	1	2	1	1	2	4	1	1	1	1	2	2	1	3	4	3	1	2	1	2	1	2	2	1	3	2	2	2	2	1	2	2	1	2	2	1	4	2	1	1	5	1	1	2	6	3	5	1	3	1	1	1	1	1	2	1	2	1	1	2	1	1	1	1	2	2	1	5	1	2	4	1	3	3	2	1	1	3	3	2	2	2	2	1	2	8	4	5	6	9	2	1
12000	-512.403067924946185	-519.258555875905586	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.449199773499294	0	2	3	5	6	9	8	9	6	7	7	9	9	11	9	11	10	12	11	12	13	12	14	15	13	12	12	13	13	15	16	13	14	13	14	14	15	15	14	15	16	15	14	14	14	16	14	16	15	16	17	16	17	18	16	17	16	17	17	16	17	19	17	18	18	18	16	15	18	18	20	20	19	18	18	19	19	20	21	20	21	20	21	23	22	26	25	29	30	32	33	36	0	1	1	1	4	7	11	2	4	4	5	4	9	13	7	8	9	4	10	17	7	6	28	12	8	3	14	3	13	16	39	16	20	7	22	18	12	18	0	34	38	43	34	10	8	8	11	45	28	8	6	42	48	29	40	46	45	68	17	14	37	24	45	50	18	42	42	8	56	6	21	69	18	28	47	51	59	64	21	60	73	48	41	70	82	55	80	77	79	79	89	91	1	1	2	2	1	1	1	3	1	1	1	2	2	1	1	1	2	3	2	1	2	2	1	3	1	4	1	5	2	2	1	1	1	2	1	1	2	1	1	1	1	1	1	4	3	4	2	1	1	4	3	1	1	2	1	1	2	2	3	4	2	1	2	1	4	2	1	3	1	5	3	1	3	2	1	1	1	1	4	2	1	2	2	2	1	6	2	6	5	4	2	2
12500	-490.386984936975750	-497.242472887935151	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.472473802812971	0	2	4	5	7	8	7	9	8	8	10	9	10	11	8	12	10	11	10	12	11	12	12	13	13	13	13	12	12	14	14	14	15	12	13	12	14	14	14	16	14	16	15	15	14	15	16	16	16	16	17	16	16	17	17	18	16	17	17	17	16	18	18	17	19	18	18	17	18	16	20	17	18	18	19	19	20	19	21	20	21	20	21	22	22	24	26	29	28	32	33	35	0	1	2	2	4	3	4	3	2	3	8	6	7	6	2	11	6	13	6	17	11	12	8	19	29	9	18	13	19	18	14	28	21	2	21	17	6	14	0	14	14	34	21	29	21	26	15	33	16	7	40	27	29	33	35	42	43	35	16	14	27	53	39	50	21	70	28	9	47	46	59	46	72	37	51	73	37	58	38	65	56	62	69	50	66	13	61	65	78	86	88	87	1	1	1	1	1	2	1	2	3	2	1	1	1	2	2	1	1	1	1	1	1	2	2	1	1	2	1	1	1	2	2	1	2	5	1	1	3	1	1	2	2	2	2	2	1	1	4	1	2	4	1	1	2	1	1	1	1	3	3	2	2	1	1	1	4	1	2	4	1	1	2	1	1	2	1	1	3	1	3	1	1	1	1	3	2	5	5	5	3	5	3	4
13000	-503.383163646582943	-510.238651597542344	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.544749450065743	0	2	3	6	6	8	8	9	7	8	9	7	10	11	9	11	10	12	10	11	13	12	14	13	14	11	12	13	13	14	15	14	14	13	13	13	14	14	15	15	15	15	14	14	15	16	15	15	12	17	16	17	17	16	16	18	16	17	18	15	18	19	18	16	19	18	19	18	18	18	20	19	19	17	19	19	20	18	21	20	18	21	21	23	22	26	26	29	28	32	32	34	0	1	1	2	3	12	5	3	4	5	12	5	9	8	4	6	6	13	8	15	26	13	17	17	36	8	5	10	13	21	34	20	28	16	9	15	17	27	0	37	18	20	20	29	36	24	8	35	15	21	37	31	5	33	33	40	14	35	53	14	54	23	11	33	53	44	14	24	25	31	50	74	34	37	52	69	81	55	13	46	64	66	56	58	73	8	52	79	63	83	86	20	1	1	1	1	1	1	1	3	1	1	1	1	1	1	2	2	1	1	1	1	1	2	2	1	1	1	3	3	2	1	1	1	1	1	4	2	2	1	1	1	1	1	1	1	1	1	4	1	1	2	1	1	5	1	1	2	2	3	1	2	1	2	5	1	2	2	4	2	2	1	1	1	3	2	1	1	1	1	6	2	1	1	2	2	1	7	4	4	5	7	4	13
13500	-501.850111638105147	-508.705599589064548	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.530978847747142	-1	2	3	5	7	8	9	9	7	7	9	7	10	10	8	11	9	13	10	11	11	12	13	13	14	12	12	13	12	14	14	15	14	14	13	14	14	15	15	16	16	15	15	15	14	15	16	14	15	16	16	17	16	18	16	18	16	16	17	17	17	17	19	14	20	17	18	16	18	19	21	19	18	18	18	19	18	20	22	19	21	20	22	23	23	25	27	29	29	31	33	35	0	1	2	3	4	12	6	6	2	4	10	4	15	10	5	7	5	27	17	7	7	10	14	8	9	19	15	29	7	24	20	9	10	20	16	14	15	26	0	31	30	34	20	29	24	18	37	27	19	28	10	46	39	33	33	58	36	36	22	7	14	16	73	29	66	27	57	11	49	46	22	37	16	28	41	16	43	60	65	62	54	60	72	80	77	21	83	86	48	80	88	88	1	1	1	1	1	1	1	1	3	2	1	1	1	2	1	1	1	1	1	1	1	2	2	3	3	1	2	1	2	1	2	3	3	2	1	1	3	1	1	1	1	1	2	1	1	1	1	1	3	2	5	1	1	2	1	1	1	1	2	5	3	4	1	2	2	3	1	3	1	3	4	2	3	3	1	3	1	1	1	2	1	2	1	2	2	6	4	2	7	6	2	3
14000	-534.671126096943453	-541.526614047902854	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.456401082003369	-1	2	3	6	7	8	8	9	7	8	10	7	7	11	10	12	9	12	10	11	13	12	14	15	13	12	11	14	12	15	14	14	15	14	13	13	15	14	15	15	17	15	15	15	14	16	16	15	15	17	16	15	16	17	17	18	15	17	17	18	17	18	16	17	19	18	18	17	17	19	19	18	17	18	18	19	19	19	21	19	22	21	20	24	22	25	26	28	29	31	34	35	0	1	2	2	2	4	4	1	2	9	13	3	1	17	7	2	5	11	8	10	20	19	15	19	29	10	19	27	11	21	18	20	26	29	17	13	19	18	0	8	45	25	11	25	26	17	11	9	3	52	15	28	57	16	42	44	6	25	52	21	26	37	28	37	48	47	25	45	43	51	40	73	43	7	52	63	58	51	26	59	46	51	72	81	55	40	49	85	26	80	90	89	1	2	1	2	2	1	1	5	2	1	1	3	5	1	1	5	1	1	1	2	1	1	1	2	1	3	1	2	1	1	1	2	1	1	1	3	1	1	1	3	1	1	2	1	2	3	3	4	6	1	2	1	1	2	1	1	3	2	1	2	2	1	1	1	2	1	2	1	1	1	3	1	1	6	2	2	1	2	3	2	3	2	1	1	3	5	6	5	5	6	2	3
