step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105
1	-6525.409506531402258	-6531.348703750487402	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.335215842140567	-1	1	4	3	3	3	3	3	3	4	4	4	4	4	5	4	5	6	5	6	6	6	6	5	8	7	7	7	6	6	8	9	9	8	7	8	9	8	8	9	9	9	10	10	12	11	12	11	11	12	10	10	11	11	12	11	12	13	13	12	12	14	14	16	14	15	16	14	15	15	15	15	15	15	15	17	17	17	15	16	17	17	17	18	17	18	19	19	20	20	20	21	21	22	22	22	22	22	23	23	25	26	28	27	28	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2	2	2	2	2	3	3	3	3	3	3	3	3	4	3	4	4	4	4	3	5	4	4	4	4	4	5	5	5	5	4	5	5	5	5	5	5	5	6	6	7	6	7	6	6	7	6	6	6	6	7	6	7	7	7	7	7	8	8	9	8	8	9	8	8	8	8	8	8	8	8	9	9	9	8	9	9	9	9	10	9	10	10	10	11	11	11	11	11	12	12	12	12	12	12	12	13	14	15	14	15
500	-1055.629842060489182	-1061.569039279574326	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.209513871759190	-2	1	3	3	3	3	3	3	2	3	4	2	5	4	6	5	6	5	5	6	6	6	5	4	9	7	7	8	6	6	9	9	10	8	7	9	8	7	6	9	10	8	9	10	12	12	13	11	12	12	11	11	9	11	12	10	11	14	14	12	13	14	14	17	14	16	16	14	15	14	15	16	15	14	15	17	17	18	12	15	17	17	18	18	16	18	19	20	21	20	19	21	22	22	22	22	22	23	24	24	25	26	29	28	29	0	0	1	2	2	2	2	2	1	1	1	2	5	0	9	2	7	14	5	2	8	9	12	9	29	30	3	18	8	1	30	30	7	6	23	12	21	19	24	8	3	27	28	9	32	37	43	5	12	24	44	10	3	10	44	39	30	39	45	44	30	29	23	30	10	65	39	39	45	3	55	30	37	26	53	80	24	39	3	60	68	44	53	60	39	57	53	54	39	61	56	54	53	53	65	88	50	83	10	92	70	83	54	79	79	1	1	4	1	1	1	1	1	2	2	3	1	1	1	2	2	1	1	1	2	2	2	2	1	1	1	2	1	2	4	1	2	4	3	1	4	2	1	1	3	3	1	1	5	1	2	3	4	6	5	1	5	3	4	2	2	3	4	1	1	4	5	6	7	6	2	7	4	2	6	1	5	6	6	4	1	9	10	5	2	2	5	5	5	5	4	4	4	10	5	4	7	7	9	6	1	6	2	14	1	6	4	12	12	13
1000	-926.843616767685603	-932.782813986770861	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.332947017790655	0	0	5	1	4	3	3	3	3	1	5	4	5	3	5	5	5	6	6	5	7	6	6	5	9	7	8	8	7	7	8	8	8	6	8	8	8	8	7	9	10	9	11	9	11	10	12	11	11	13	10	10	11	9	12	10	12	13	13	13	12	15	14	15	15	15	17	13	16	16	16	16	15	14	15	17	18	18	15	16	17	17	18	18	16	17	17	19	20	20	20	19	21	22	22	21	23	22	24	21	26	25	28	27	28	0	0	1	2	6	2	4	2	1	1	1	4	5	0	9	6	7	14	13	2	8	1	12	14	8	3	9	18	20	9	3	15	17	7	23	23	20	20	24	5	27	32	28	26	15	29	18	33	12	24	32	42	32	10	15	39	3	39	53	32	44	29	35	9	59	52	39	56	59	55	65	57	37	32	55	80	39	39	55	55	56	65	57	65	58	60	69	65	24	80	58	45	60	54	88	88	58	88	54	69	88	69	92	54	54	1	1	2	1	1	2	1	2	2	1	3	2	1	1	1	2	1	2	1	3	1	3	2	1	3	1	1	1	1	2	1	3	2	1	2	1	2	2	1	2	2	1	1	1	4	1	2	2	4	4	1	1	2	5	3	2	3	3	1	2	1	5	4	5	1	3	5	2	2	3	1	3	3	2	1	1	9	7	1	3	4	1	2	2	2	2	1	2	8	2	3	5	3	5	1	1	5	2	14	3	5	5	5	12	15
1500	-888.306136383457556	-894.245333602542814	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.457466065342394	0	1	4	4	3	3	3	3	3	4	4	4	4	3	4	4	5	6	6	6	5	7	6	5	8	7	7	8	7	6	7	9	10	8	7	9	9	8	7	9	9	10	10	9	11	12	10	9	11	12	11	11	12	11	13	10	11	13	14	13	12	12	15	17	13	16	16	15	16	15	16	16	15	14	15	15	18	17	15	13	16	17	17	18	18	18	19	19	21	18	21	21	21	23	22	22	22	21	23	23	26	26	29	28	29	0	0	1	2	2	2	2	2	1	1	1	5	5	0	1	6	7	14	5	2	8	10	12	14	8	1	9	18	21	9	3	3	48	7	23	12	21	19	14	8	27	27	28	11	32	29	28	12	23	39	41	42	26	15	53	39	15	39	32	54	54	29	23	55	53	52	39	50	59	44	60	45	29	80	53	32	39	50	54	57	58	69	76	70	50	53	82	83	39	70	81	64	64	79	92	88	58	83	10	87	98	86	95	88	10	1	1	2	1	1	1	1	1	2	3	2	1	1	1	2	1	1	2	2	3	1	1	2	1	2	3	2	1	1	1	1	2	1	2	1	3	2	1	3	3	1	3	2	3	1	2	1	3	2	2	2	1	2	4	1	3	3	3	2	1	1	3	5	2	1	3	5	2	1	4	1	3	4	1	2	3	7	3	1	1	1	1	2	2	3	5	2	2	8	1	3	2	2	5	1	1	5	2	13	3	2	5	3	8	13
2000	-814.712642812512172	-820.651840031597430	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.516145370607455	0	1	4	3	3	3	4	3	3	5	2	5	5	4	4	4	6	5	6	5	5	7	7	6	8	7	7	8	6	7	8	8	9	7	8	9	10	9	8	9	9	8	10	11	10	11	12	11	8	12	11	11	11	11	12	10	13	13	13	12	12	14	14	16	14	13	16	14	15	14	15	16	16	15	16	17	18	17	14	15	18	16	17	17	17	16	19	20	21	20	21	18	21	22	22	22	22	22	24	23	25	26	28	27	29	0	0	9	2	2	2	2	2	11	9	1	4	5	0	9	6	7	14	5	2	8	10	12	14	4	11	9	18	21	9	3	15	7	5	23	23	21	19	24	25	27	27	28	11	9	29	43	7	23	39	27	42	31	30	45	39	44	56	30	53	53	37	49	65	53	52	68	56	79	57	54	61	46	59	55	57	39	39	45	59	67	74	53	45	67	53	84	92	50	54	85	83	65	93	92	92	67	88	59	87	95	94	88	59	44	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	2	3	2	1	1	2	2	2	3	3	1	1	2	2	1	1	1	1	2	5	3	2	1	4	1	3	2	1	1	3	1	2	1	2	3	1	1	3	4	1	1	1	1	2	1	1	1	2	2	2	2	1	6	5	2	1	1	1	3	3	1	2	1	1	6	4	2	1	4	1	3	3	3	1	9	3	2	2	3	5	12
2500	-733.936578318366060	-739.875775537451318	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.561511940289689	0	1	4	3	2	4	4	4	3	2	4	5	4	3	5	4	5	5	6	6	7	5	6	5	7	8	7	7	6	6	8	9	9	7	7	7	9	9	9	8	9	10	8	9	13	12	12	11	11	13	11	11	11	10	11	12	11	13	14	12	13	14	13	17	14	14	16	14	15	15	14	16	15	15	15	16	17	17	15	16	16	17	18	18	18	18	19	19	18	20	20	22	22	21	22	23	21	22	23	23	25	27	29	28	28	0	0	1	2	2	2	2	4	1	1	10	7	5	0	3	2	6	14	5	7	29	9	12	14	8	10	3	18	8	22	9	11	19	7	23	23	25	19	24	25	27	27	28	22	55	29	28	19	23	56	41	42	15	15	32	39	44	39	57	53	55	37	36	69	57	52	50	50	59	45	60	61	46	32	55	57	56	58	54	53	39	59	79	32	58	82	82	53	67	69	89	83	90	82	88	88	91	88	79	87	98	94	101	95	101	1	1	2	1	1	2	2	1	1	1	2	1	2	1	1	1	1	2	2	1	1	1	1	1	2	2	2	1	1	1	2	3	1	2	1	1	1	1	3	1	1	2	1	2	1	3	2	2	3	1	1	1	3	4	1	2	2	2	1	1	1	3	3	1	2	1	2	1	1	1	1	2	2	2	2	2	3	2	2	3	4	2	2	3	2	1	1	3	1	2	2	1	1	2	2	2	1	2	6	3	1	2	2	3	2
3000	-751.115451969421201	-757.054649188506460	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.623184615084893	-1	0	3	2	3	2	2	3	3	2	5	3	4	5	5	5	5	6	5	6	5	5	6	6	7	6	6	7	7	7	7	9	10	8	8	8	8	8	8	9	9	10	11	10	12	10	9	11	11	12	9	11	11	11	12	12	13	12	13	12	13	14	13	16	14	15	17	14	15	15	15	16	16	14	14	16	17	15	14	17	17	17	17	18	18	19	19	19	20	20	18	22	21	23	23	22	22	22	22	23	26	25	27	27	29	0	0	1	2	2	2	2	2	1	1	10	4	5	0	10	5	7	14	5	7	5	3	12	14	21	10	15	18	21	10	9	15	34	7	12	12	29	19	24	25	15	27	28	9	44	37	28	21	23	24	27	42	44	15	9	24	31	24	53	32	44	46	49	32	44	52	56	50	53	59	60	53	62	55	60	65	56	50	53	45	78	54	79	64	78	57	82	57	91	59	81	88	84	55	96	88	89	88	57	86	98	94	101	101	104	1	1	2	1	2	1	1	1	2	2	2	1	1	1	2	1	2	1	1	2	1	1	2	1	2	2	1	1	1	2	3	2	1	2	3	3	1	1	1	1	1	2	2	4	1	1	1	3	3	2	2	1	1	2	4	2	3	2	2	2	2	3	1	3	1	2	2	1	2	1	1	3	1	1	1	1	2	2	1	4	1	3	2	1	3	4	1	3	1	3	1	2	2	5	1	2	1	2	6	2	2	1	1	1	1
3500	-681.096613288324193	-687.035810507409451	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.600634871022435	0	1	5	3	3	3	3	3	3	4	2	4	5	4	5	4	5	6	6	7	7	6	6	6	9	8	7	7	7	6	8	9	9	8	8	9	9	8	9	10	10	9	9	8	12	11	11	12	12	13	10	11	11	11	10	11	13	13	13	12	12	14	14	16	14	15	15	14	15	14	15	15	15	16	15	16	17	17	14	16	18	16	18	18	17	19	19	19	21	19	20	21	21	22	22	23	20	23	24	23	26	26	28	26	28	0	0	1	2	2	2	2	2	1	1	1	4	5	0	9	6	7	14	5	7	8	9	12	14	8	1	10	18	2	11	11	3	7	7	23	23	21	19	24	29	27	27	28	30	54	37	28	7	23	56	32	42	55	55	44	39	61	56	53	32	55	46	36	55	32	52	56	58	59	60	57	55	46	69	61	57	67	39	59	57	77	59	64	80	50	82	72	83	81	64	85	88	80	87	92	92	85	83	95	86	98	94	104	98	104	1	1	3	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	2	3	1	1	1	3	2	1	1	5	2	2	1	2	2	1	2	1	1	2	2	2	1	2	1	1	1	2	3	3	2	1	1	1	1	1	1	1	1	1	1	1	2	1	3	2	2	2	1	2	1	1	2	2	1	1	2	1	3	1	2	1	1	2	1	1	2	2	1	2	2	2	1	3	2	1	1	2	2	1	2	1	2	1	2	1
4000	-663.095363419987848	-669.034560639073106	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.614230929087657	-1	1	4	3	3	3	4	4	2	4	5	4	4	2	6	4	5	5	5	7	7	6	7	5	8	6	7	7	6	7	9	10	9	8	8	9	10	8	8	9	9	9	11	10	10	12	12	11	11	12	10	10	12	10	13	11	12	13	14	12	11	14	13	17	14	15	15	15	15	15	15	15	16	16	15	16	16	18	15	14	15	17	17	18	16	17	19	18	18	19	21	21	21	20	22	23	22	22	24	24	25	26	29	27	28	0	0	9	2	2	2	2	2	1	9	10	4	5	0	3	6	2	14	5	2	29	3	12	14	8	10	15	18	8	22	3	11	7	7	12	35	21	19	24	25	27	27	28	26	26	37	43	8	35	39	27	42	45	15	45	39	45	39	53	15	54	46	36	76	60	42	50	58	59	54	65	61	62	80	55	54	58	58	54	60	50	70	79	74	56	79	79	83	81	64	89	88	64	87	92	92	89	92	95	94	99	87	104	95	101	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	1	3	1	1	2	2	2	1	1	1	1	1	1	3	2	2	2	1	1	2	1	1	1	1	2	1	2	1	1	3	2	1	2	1	1	2	1	3	1	2	1	3	1	1	2	1	1	2	2	1	1	2	1	2	1	1	1	3	2	3	2	1	1	1	1	1	2	1	2	1	1	1	2	2	2	1	1	1	2	1	1	3	1	3	1	3	2
4500	-663.562017977473374	-669.501215196558633	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.653544492068268	0	1	2	2	3	3	3	4	3	4	4	4	4	1	6	4	4	6	5	6	6	6	5	5	8	7	7	7	6	6	9	10	8	8	8	9	8	9	8	10	10	9	10	11	12	11	12	10	11	13	11	10	11	11	12	10	12	13	10	13	10	13	14	16	14	15	16	14	15	15	15	14	15	14	14	17	17	17	15	16	15	17	17	19	18	19	20	19	20	19	20	20	21	22	21	22	22	22	23	24	25	26	29	27	27	0	0	1	2	2	2	2	2	3	3	9	4	5	0	9	6	7	14	2	7	8	11	12	14	8	3	15	18	8	10	9	10	7	7	23	23	29	19	24	25	15	27	28	15	61	37	28	34	36	56	27	42	26	26	32	39	59	56	15	54	15	46	49	74	57	42	58	58	59	45	60	61	62	54	55	53	50	50	32	74	56	60	69	80	78	69	79	83	67	64	58	88	84	86	92	92	89	95	95	87	95	87	104	99	101	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	3	3	2	1	1	1	2	2	2	1	1	1	1	3	3	2	2	2	2	1	2	1	1	2	1	2	2	1	2	2	1	1	2	3	1	2	2	1	1	1	1	1	2	2	1	1	1	1	2	2	1	2	2	1	2	1	2	1	3	2	1	3	1	3	2	1	1	1	2	3	1	2	1	3	1	1	1	1	1	1	1	2	3	2	2	1	2	1
