step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91
1	-1869.826127173148279	-1878.876970553599676	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.888143248049499	2	11	15	28	31	32	43	41	42	44	44	41	43	39	43	43	43	47	53	49	52	45	48	48	47	47	56	49	51	50	52	49	48	54	50	50	55	56	54	50	54	58	57	53	53	59	54	55	59	60	60	56	57	59	56	51	57	56	56	62	57	69	61	57	58	60	64	59	60	66	68	65	70	67	74	73	78	77	70	73	74	73	76	75	75	72	79	86	84	90	98	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
500	-469.841317813193712	-478.892161193645052	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.993341822882312	6	14	20	28	32	33	39	41	44	45	45	40	41	40	43	44	45	47	47	50	48	36	51	52	48	49	58	49	46	49	51	45	47	51	53	49	58	50	52	49	48	57	51	52	46	62	47	57	58	57	57	55	58	53	58	53	53	54	58	65	53	62	59	59	54	63	64	55	53	64	71	60	69	65	66	71	77	73	70	72	75	71	78	71	67	70	61	84	76	90	96	0	1	2	3	4	3	4	4	22	7	14	6	22	5	6	22	7	9	8	17	16	6	9	28	10	33	35	17	6	18	41	8	7	16	17	10	20	17	17	11	14	32	11	41	13	54	8	56	30	35	38	57	30	7	39	45	32	28	38	59	21	27	44	28	8	52	56	26	21	46	73	23	67	57	41	60	78	60	66	59	79	74	80	74	31	70	7	77	76	88	90	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1000	-503.799774211202987	-512.850617591654327	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.984087543652747	2	15	18	22	31	25	37	39	43	45	46	35	44	32	46	42	46	43	45	50	54	47	39	51	37	42	60	52	49	44	55	50	39	56	51	53	52	55	50	51	53	59	59	54	52	60	44	53	57	59	55	54	56	58	55	49	59	59	57	58	58	64	55	55	60	61	50	56	63	54	60	68	66	62	75	71	78	79	74	72	70	63	70	76	72	59	72	83	74	89	98	0	1	2	2	4	4	14	4	12	23	23	5	16	3	7	14	8	23	25	15	24	10	4	17	14	12	44	13	18	7	47	12	25	67	19	26	30	47	56	39	29	21	41	25	39	52	14	67	67	48	30	16	35	32	22	9	64	29	19	36	68	86	20	40	40	57	17	17	58	56	44	74	71	20	69	62	76	72	46	21	55	86	68	76	72	13	71	83	74	85	90	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1500	-486.596228262151499	-495.647071642602839	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.988586795505709	-1	5	12	26	34	34	41	42	38	43	44	43	45	37	39	42	40	46	48	43	51	44	47	47	46	50	57	50	48	51	53	50	51	52	52	43	56	54	53	45	56	51	57	54	54	62	55	56	56	62	58	58	62	59	48	45	58	55	56	48	58	66	58	56	54	57	62	55	61	61	68	66	73	64	71	70	60	74	69	77	65	68	74	75	79	65	81	75	68	78	88	0	1	2	3	4	4	9	4	6	14	17	15	17	6	5	5	6	8	25	14	10	7	40	20	36	40	21	8	20	22	55	7	56	18	55	6	42	11	19	17	55	23	18	23	32	25	31	38	26	38	31	59	48	40	5	17	26	21	28	36	40	39	55	28	18	68	58	21	57	49	46	59	63	21	62	68	39	62	27	73	43	38	66	76	53	57	75	61	52	89	87	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2000	-485.709499264267151	-494.760342644718492	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.995811637566726	2	10	16	29	25	32	37	40	44	38	43	40	45	37	41	40	44	47	57	52	46	44	42	41	45	47	50	52	35	49	51	45	49	52	52	49	54	54	54	45	50	57	58	52	52	48	52	55	50	53	63	49	59	58	57	49	56	54	54	56	57	70	59	59	61	64	60	61	62	66	64	68	68	70	74	71	80	77	68	73	70	73	57	65	75	47	75	84	80	76	90	0	1	1	5	3	3	6	6	8	4	7	7	10	4	29	5	14	11	59	12	9	12	10	4	12	16	24	46	4	32	52	8	17	33	18	21	30	33	21	24	40	45	32	15	18	17	9	56	25	21	21	32	58	30	39	16	26	34	11	23	38	73	36	36	39	43	37	49	64	24	61	66	51	64	54	66	82	74	63	71	64	81	38	38	71	24	62	82	80	79	88	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2500	-467.122007142369796	-476.172850522821136	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.950915386044835	3	8	15	27	32	33	42	41	44	44	41	37	41	39	46	46	39	46	53	51	40	46	40	41	46	47	54	49	54	48	55	51	51	49	50	50	52	50	57	46	55	57	50	53	54	54	55	56	58	61	57	59	51	59	56	54	54	58	53	64	60	66	61	60	61	59	59	59	59	66	64	66	69	68	75	71	72	77	69	77	69	76	67	67	73	64	79	88	84	87	93	0	1	2	3	4	4	4	12	14	14	5	5	17	4	11	12	5	11	8	28	6	23	6	6	24	11	35	11	16	18	16	25	40	17	26	40	25	16	30	17	53	20	11	18	18	18	28	36	16	44	36	31	16	15	36	34	30	26	18	57	25	65	42	51	48	10	43	44	53	54	59	55	49	48	83	52	79	86	62	62	46	74	39	67	62	58	82	75	75	60	78	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3000	-478.632703803935840	-487.683547184387180	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.993177093087247	6	13	16	29	33	32	39	35	27	47	44	37	46	42	39	44	40	45	56	52	46	37	44	46	48	49	58	41	50	46	50	47	46	53	51	51	55	57	57	52	52	56	53	51	51	58	47	48	60	61	63	51	53	62	55	55	59	58	50	65	58	68	58	48	47	63	68	59	54	67	70	59	67	66	72	73	77	71	66	64	71	71	77	76	74	66	69	81	83	89	76	0	1	1	2	4	9	6	6	3	14	5	6	7	12	9	7	4	14	26	13	5	5	15	7	33	14	31	4	6	17	28	17	28	30	11	16	25	41	64	65	16	59	24	24	33	30	8	23	35	58	72	24	22	34	64	48	52	48	33	61	43	39	35	18	7	68	27	31	36	49	55	53	80	42	66	46	75	60	50	68	51	79	54	87	71	54	38	77	67	82	86	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3500	-477.689159045439965	-486.740002425891305	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.989154955878502	4	11	10	19	31	28	37	42	41	45	41	40	46	41	38	42	43	44	48	48	52	46	42	49	50	36	57	46	53	48	50	51	50	56	50	51	55	48	46	49	54	57	56	45	55	58	53	49	50	57	59	52	54	56	58	52	59	57	46	61	54	70	58	58	61	55	65	53	61	66	66	65	69	67	71	72	81	68	67	70	79	75	79	72	64	60	79	84	80	89	87	0	1	1	2	6	4	6	15	26	23	7	5	17	6	5	12	7	26	10	12	38	9	26	38	10	6	68	11	10	44	17	22	59	20	17	16	30	16	14	10	40	52	19	7	36	28	28	13	9	36	14	13	28	13	56	25	54	39	23	64	32	85	45	59	19	19	25	40	47	34	52	45	66	45	65	71	73	66	31	65	82	73	74	63	37	21	73	62	76	77	88	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4000	-483.529066302261754	-492.579909682713094	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.946038464846162	1	6	16	28	32	33	35	41	39	41	45	41	37	36	45	43	47	47	51	49	52	45	51	44	48	47	55	41	53	49	50	49	50	47	52	54	51	56	48	48	50	60	56	56	47	57	58	55	58	56	61	52	57	57	54	53	45	59	57	54	57	66	57	58	63	60	54	54	62	66	68	62	69	67	65	69	78	74	72	70	75	76	77	76	68	74	80	85	82	83	101	0	1	2	3	4	4	6	9	6	6	8	4	4	4	12	5	12	10	45	12	26	14	25	28	9	14	25	7	40	15	8	22	16	12	20	45	39	21	16	16	34	61	26	30	8	67	35	37	27	21	27	57	19	30	23	19	12	55	23	14	35	50	67	29	32	36	22	30	20	52	41	25	62	48	44	26	71	85	74	58	85	58	74	71	51	64	84	81	61	84	88	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4500	-472.793995986195739	-481.844839366647079	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.983484573731399	3	12	18	26	30	33	35	40	41	38	44	36	45	37	41	43	47	49	56	52	45	44	50	48	47	45	55	49	50	44	48	50	42	50	48	53	54	52	52	41	58	54	54	52	50	63	51	57	58	60	58	49	47	60	56	52	61	51	58	62	58	68	62	57	54	64	63	58	61	63	63	63	69	54	68	74	77	79	63	71	75	69	77	76	67	63	72	82	87	84	98	0	1	2	3	4	4	5	7	6	6	9	5	40	7	10	6	12	10	52	16	33	12	40	30	8	33	24	16	10	33	9	24	8	11	16	18	17	53	26	12	58	31	34	40	35	49	21	45	43	64	29	14	30	18	47	34	35	16	28	26	20	61	50	32	58	65	55	74	32	65	61	58	72	24	54	75	81	76	54	48	46	68	62	73	68	37	41	83	78	77	88	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
