step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69
11500	-198.330875481649770	-196.852099794492887	-1.478775687156875	0.000000040743460	0.000000042601868	1.045612415776654	0.809483746845297	3	2	4	4	5	6	6	6	7	7	8	11	11	9	8	9	8	10	10	10	12	12	12	11	14	11	13	14	15	14	15	16	16	18	20	18	18	19	20	20	21	24	21	21	23	24	24	23	22	25	23	24	23	26	25	26	27	26	24	27	26	26	27	25	28	30	32	33	37	2	0	2	2	1	1	4	3	7	6	5	15	16	11	10	11	8	10	11	11	16	12	20	18	22	16	20	24	27	22	27	25	21	29	37	32	28	37	32	36	35	51	36	40	34	51	39	43	41	49	44	51	44	55	45	51	55	42	41	64	53	51	64	53	61	58	61	66	68	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	3	1	1	1	2	1	1	1	1	1	2	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	3	2	2
12000	-170.093717213677223	-168.144881105955903	-1.948836107721331	0.000000013277035	0.000000029343900	2.210124411195942	0.962014206066738	3	2	3	3	4	4	6	6	6	9	7	11	11	9	7	11	9	12	11	10	12	12	12	10	15	11	13	15	15	14	15	17	17	17	20	18	18	19	20	21	22	23	22	23	24	23	24	23	24	25	23	24	25	26	26	25	26	25	26	26	26	27	25	26	28	30	30	33	37	2	0	2	2	2	2	1	6	3	11	9	20	20	9	9	10	15	24	20	10	10	10	24	17	19	17	24	27	23	23	12	29	31	31	37	33	33	31	38	35	35	41	39	40	41	39	51	41	41	42	35	48	52	63	52	46	50	42	56	52	45	55	52	45	47	62	60	67	68	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
12500	-200.629620072705478	-198.230294438308135	-2.399325634397332	0.000000125746384	0.000000434083344	3.452054273879853	0.849631210804087	4	0	4	3	5	5	4	7	7	9	7	8	9	10	9	10	9	11	10	11	12	12	12	10	15	11	13	15	15	14	16	16	15	17	20	18	18	19	21	18	21	22	21	23	24	23	24	23	24	24	24	24	24	27	25	25	27	26	26	26	26	27	25	27	27	30	31	35	37	4	0	4	2	3	1	4	7	7	9	5	5	11	15	8	12	8	19	11	13	26	24	26	9	22	10	22	18	27	21	27	30	18	33	36	28	25	34	35	32	33	41	40	35	41	39	46	37	43	41	42	39	42	63	39	42	45	51	52	56	51	45	35	48	55	56	54	67	68	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	3	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	2	1	1
13000	-243.484359143268108	-242.123524064754520	-1.360835078513585	0.000000540615376	0.000000307092585	0.568042638056316	0.651385903666859	4	1	5	3	3	5	6	7	7	7	7	11	11	9	8	10	9	11	9	10	12	12	12	11	13	10	13	14	15	14	15	15	16	17	19	19	19	20	20	20	21	23	22	21	23	24	22	23	22	25	23	23	24	25	23	26	25	27	26	26	26	27	26	26	27	31	32	35	36	2	0	5	2	2	4	4	4	6	6	3	17	15	11	7	9	7	9	2	8	13	14	13	20	13	11	24	23	20	22	28	27	32	28	25	25	32	36	28	30	38	12	35	35	35	44	35	31	23	55	39	35	43	55	43	57	51	60	46	36	53	51	46	54	54	56	56	66	68	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	2	4	2	1	2	1	1	1	2	2	1	3	2	1	1	1	1	2	3	2	1	3	3	1	4	2	1	2	1	2	3	4	1	1	2	1	1	1	1	1	1	1	4	1	2	1	1	1	3	3	2	1
13500	-182.957494817678281	-181.594242643274697	-1.363252174403591	0.000000453997487	0.000000282183033	0.621551971178318	0.828394184452620	3	2	4	4	4	6	5	6	7	7	8	11	11	10	9	9	8	10	9	10	12	12	12	11	15	10	13	14	14	15	15	16	17	17	19	19	18	19	21	21	21	23	23	23	22	24	25	22	24	25	23	23	25	25	24	24	26	26	27	26	24	26	26	27	26	29	32	34	37	2	0	2	1	2	4	1	5	7	6	4	14	19	6	9	11	6	15	8	4	20	18	13	19	28	16	13	20	22	27	28	30	32	29	32	37	33	34	35	36	35	41	39	39	40	51	51	40	45	55	39	40	48	51	42	39	56	46	50	49	48	49	46	49	56	64	58	67	68	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1
14000	-174.392233989512448	-171.860884112603401	-2.531349876909035	0.000000358895993	0.000001384491244	3.857639180657632	0.996441706629722	4	2	3	3	3	5	5	6	6	7	8	10	11	9	7	11	9	11	8	11	12	11	13	9	15	12	14	13	16	14	15	16	16	18	19	18	17	20	20	20	21	23	22	23	23	22	24	22	25	24	23	25	25	25	25	26	26	26	25	27	26	26	26	28	27	30	32	35	34	2	0	2	2	2	4	3	7	6	2	8	11	24	8	9	14	15	24	6	12	12	11	16	15	26	16	21	13	27	20	23	27	30	29	32	27	25	35	35	34	37	43	39	35	41	35	45	39	45	46	38	44	47	45	47	49	48	53	46	59	50	53	54	52	53	57	66	67	67	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
14500	-186.170016934055184	-184.768054033672058	-1.401962900383134	0.000002823944362	0.000002302857459	0.815475506624850	0.830097276938123	3	2	4	3	4	5	5	7	6	8	6	10	11	9	8	10	9	11	7	10	9	10	12	11	15	10	13	13	15	15	15	15	16	17	18	18	18	18	20	20	22	23	22	23	24	23	24	23	24	26	22	24	25	26	25	26	26	26	25	26	26	27	25	27	27	30	30	35	37	2	0	2	2	2	4	3	3	5	11	5	10	21	19	9	15	15	17	3	10	10	10	26	22	23	9	23	20	12	27	13	28	13	31	30	33	30	34	38	38	34	43	40	43	46	41	41	40	43	45	40	51	52	52	45	55	47	59	48	48	46	63	44	56	59	64	64	66	68	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	3	1	2	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	2	2	1
15000	-159.306381657894832	-156.137189847020750	-3.169191810874075	0.000000172204319	0.000001057212485	6.139291340790245	0.992565685894942	3	1	4	3	4	5	4	6	5	9	7	10	11	10	8	9	9	12	9	11	13	11	12	11	13	11	12	13	15	14	15	15	17	17	19	18	18	17	21	20	21	24	21	22	23	23	23	24	24	26	24	25	25	26	25	24	26	27	26	26	25	26	27	27	27	30	31	34	37	2	0	1	2	4	4	2	3	1	11	3	15	17	19	8	11	15	17	15	10	26	16	14	19	20	17	13	22	28	18	28	28	30	32	33	34	29	31	38	37	40	45	40	36	39	39	36	44	41	48	47	49	45	48	47	41	55	51	53	48	46	53	60	49	53	65	66	67	68	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
15500	-181.761513508256883	-179.240608842629797	-2.520904665627089	0.000000017335550	0.000000066304789	3.824787232818183	0.916327213169369	3	2	5	3	5	6	6	7	7	9	7	9	12	10	8	9	9	11	10	11	12	9	13	11	14	11	13	13	15	13	14	16	17	18	20	18	19	20	19	20	22	22	21	23	23	23	24	23	23	26	21	24	24	26	26	25	26	25	26	26	25	27	26	28	27	30	31	33	35	2	0	1	2	4	5	5	5	3	15	5	5	20	16	5	9	7	17	15	10	19	9	18	14	26	22	20	24	31	11	23	30	32	32	36	33	34	32	33	34	35	51	37	43	51	41	51	41	51	61	37	35	42	47	58	46	53	44	47	58	49	52	53	57	60	60	59	67	68	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	1	1
16000	-209.812408741067514	-208.360476937378365	-1.451931803689138	0.000001020609803	0.000000991496978	0.971475068746718	0.792436439253473	4	1	3	2	5	5	6	7	6	8	8	10	11	8	7	10	9	12	10	9	12	10	12	12	14	11	13	15	14	14	16	16	16	17	19	19	16	20	20	18	21	24	22	22	24	23	24	23	24	25	21	25	25	26	26	26	26	26	26	27	27	25	26	27	27	29	32	35	37	4	0	2	2	3	1	1	4	6	9	6	15	9	6	5	15	15	22	10	10	26	14	26	22	21	14	26	20	18	23	25	16	25	32	37	34	24	37	35	32	36	41	38	39	44	38	43	41	40	48	39	48	44	42	48	44	42	47	42	59	46	48	53	59	44	59	61	67	68	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	3	1	1	1	1	2	3	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	3	2	3	1	1
16500	-168.487723176997719	-166.741944274396729	-1.745778902600998	0.000000031035591	0.000000052954307	1.706244553370772	0.993871677366951	3	2	4	4	4	5	5	6	6	9	7	11	12	9	8	7	9	11	10	10	11	11	12	12	14	11	13	14	16	15	16	14	17	16	20	17	18	19	21	19	20	22	22	20	23	24	24	24	23	25	22	24	24	25	24	23	27	27	27	27	26	26	26	27	28	30	31	33	36	2	0	1	1	1	1	5	4	3	9	7	10	21	15	9	4	15	10	14	10	14	17	12	14	24	14	21	12	28	32	28	12	27	27	37	30	36	34	38	31	37	41	44	40	39	51	43	56	43	45	39	42	43	56	51	35	54	54	62	48	48	42	54	62	59	57	57	67	68	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
17000	-197.256795120924039	-195.872080957733829	-1.384714163190215	0.000002075788368	0.000000900012489	0.433576227239595	0.847140733878294	3	2	3	4	5	5	6	7	6	8	7	11	12	10	9	11	10	10	11	8	12	12	10	10	14	12	13	14	15	14	14	16	17	17	19	19	19	19	21	20	22	24	23	22	23	22	24	20	24	24	24	25	25	26	25	24	26	26	27	26	27	27	26	28	27	30	30	33	36	2	0	2	2	3	3	4	5	5	7	9	17	16	7	7	11	20	8	17	11	18	17	20	20	16	16	19	26	21	27	21	20	29	30	32	33	34	33	37	35	39	41	39	40	39	33	46	35	44	46	48	46	51	50	46	39	45	50	60	47	50	46	47	60	63	64	64	67	68	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	3	1	1	1	1	1	1	1
17500	-168.950461240924028	-167.567058397568303	-1.383402843355717	0.000000988838484	0.000000734810521	0.743104696341757	0.948836442497395	4	2	5	3	4	6	6	7	6	8	8	10	12	8	9	10	8	12	11	8	12	9	13	12	14	11	12	14	14	15	16	16	17	18	20	18	18	20	21	20	22	22	22	23	24	24	24	22	24	25	24	23	24	27	23	24	27	27	26	26	26	27	26	25	27	30	31	34	36	4	0	1	2	2	5	1	9	4	9	6	11	15	9	17	17	6	15	22	7	22	7	13	26	18	15	16	24	18	27	13	29	28	32	37	32	31	34	35	36	35	38	35	41	44	43	42	35	43	53	42	48	42	60	43	41	64	60	53	45	47	60	56	51	63	57	66	67	68	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
18000	-189.463326977671045	-187.421690448726281	-2.041636528944772	0.000000273939451	0.000000671159675	2.450029280240095	0.863419247064813	4	2	5	3	4	6	5	7	7	9	8	11	11	9	9	10	9	10	11	10	12	11	13	11	15	10	13	14	15	12	14	17	15	17	19	18	17	19	20	21	21	22	21	21	24	22	24	23	24	25	24	23	25	26	25	24	25	26	27	25	27	26	27	26	28	30	32	34	36	2	0	2	2	4	4	1	7	3	8	9	10	20	9	9	17	9	17	20	14	24	15	15	17	18	9	26	21	17	26	14	29	23	33	34	32	29	34	38	35	35	41	34	38	42	38	42	43	52	42	40	40	42	47	45	42	51	52	56	48	60	51	50	56	45	63	65	67	68	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	2	1	2	1	1	1	1	1	2	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1
18500	-200.426497191637452	-198.078753781744297	-2.347743409893155	0.000000052750468	0.000000174030858	3.299133917159434	0.877705036716636	4	2	3	3	4	6	6	6	5	8	7	9	11	9	9	8	9	11	10	10	13	12	11	12	13	11	12	14	14	15	14	14	14	16	18	18	19	19	20	20	21	21	22	23	23	23	24	23	24	25	24	25	23	26	24	23	26	26	26	26	24	26	26	27	27	29	31	35	37	2	0	2	2	3	4	5	3	1	6	9	16	11	10	5	6	8	17	10	15	27	20	15	19	18	19	11	23	22	25	27	27	24	28	34	33	35	36	35	35	36	38	30	42	42	42	44	41	46	44	44	42	38	41	44	40	46	61	52	49	53	44	51	50	50	64	66	67	68	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	3	1	2	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
19000	-216.613841408837629	-211.634024740617889	-4.979816668219743	0.000000189961277	0.000003125202951	16.451789542369344	0.780457568370217	3	1	3	3	4	6	5	7	7	9	6	10	12	8	8	9	9	11	10	8	13	12	11	12	14	10	13	15	16	14	14	17	17	18	18	18	18	19	20	21	21	22	22	22	22	23	24	23	25	25	24	25	24	27	25	24	26	25	26	26	25	26	26	28	28	29	31	34	37	2	0	2	2	2	3	4	7	7	7	7	17	17	8	6	8	9	11	20	11	23	12	16	14	13	14	18	27	31	10	19	29	28	29	33	21	21	32	32	33	28	41	33	41	40	40	43	44	44	56	45	48	42	56	56	42	56	39	52	52	51	58	48	49	61	52	54	66	68	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	2	2	1	2	1	1	1	1	1	2	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	2	1	2	2	1
19500	-172.136077557952746	-170.718805311232586	-1.417272246720171	0.000000001411508	0.000000001224006	0.867162267914471	0.936500225727227	3	1	5	4	3	5	6	6	7	7	7	11	11	9	8	10	10	11	9	9	11	12	12	12	14	12	14	14	15	14	16	15	16	18	18	17	19	20	21	21	21	23	23	22	24	23	23	23	25	25	24	25	24	26	26	25	27	25	26	27	27	25	27	27	28	30	31	34	37	2	0	1	5	2	1	4	6	3	4	4	20	20	9	7	14	11	15	10	11	20	12	18	16	13	13	26	23	27	23	28	12	25	33	32	23	35	33	37	37	35	39	44	37	44	39	41	40	47	51	44	43	48	50	51	44	62	42	49	45	59	47	49	59	58	52	65	67	68	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
20000	-154.201207861588784	-152.710449938029910	-1.490757923558879	0.000000394626256	0.000000118895329	0.301285905995608	0.951510094112591	3	1	5	4	3	5	4	7	6	6	7	11	11	9	9	9	9	10	10	10	12	12	12	11	14	11	13	14	15	15	15	17	17	17	19	19	19	19	21	20	22	24	22	22	24	23	24	22	24	25	21	24	24	26	25	26	26	27	25	27	26	26	25	28	27	30	32	35	37	2	0	4	5	2	5	1	7	1	7	10	17	15	9	8	11	8	16	8	8	20	20	24	16	21	17	17	18	28	27	21	29	31	31	34	34	32	34	37	36	39	46	40	39	44	43	44	39	41	46	37	41	41	50	46	47	50	57	46	50	46	45	46	54	49	64	66	67	68	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
20500	-176.381082660491131	-174.180009786461170	-2.201072874029948	0.000000536248983	0.000001544593345	2.880366014350903	0.958133105607513	3	1	4	3	5	5	5	6	7	9	7	9	12	6	8	10	9	11	9	10	13	11	13	11	14	11	13	12	16	14	14	17	17	16	19	16	19	19	20	20	21	24	22	23	22	24	25	22	24	25	24	24	25	27	25	26	27	26	26	26	24	26	25	27	26	29	31	35	36	2	0	1	2	1	4	4	3	6	8	5	14	22	4	14	9	14	17	9	11	28	15	24	10	21	19	26	16	25	13	13	31	36	25	32	31	32	32	36	38	39	45	39	48	39	45	49	40	48	49	34	44	44	55	42	55	62	47	52	61	41	51	46	51	51	57	54	67	68	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
21000	-204.678364966054801	-203.229622610120572	-1.448742355934242	0.000000740312804	0.000000249743852	0.337349092078165	0.911590537994928	3	1	5	4	4	5	5	7	5	8	7	9	12	9	9	10	9	11	10	7	11	12	12	11	14	9	12	14	13	14	15	16	16	17	19	17	18	18	20	20	20	23	21	22	23	24	24	23	24	25	22	24	23	26	26	25	23	25	27	24	26	26	27	27	27	29	31	34	37	2	0	2	2	1	5	1	4	1	6	9	8	24	9	20	12	11	26	15	1	14	16	15	26	13	20	21	22	27	13	23	30	13	27	34	25	25	28	33	34	35	43	41	35	51	57	48	39	51	46	39	45	43	48	50	42	43	52	49	51	58	47	42	60	58	56	59	67	68	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	3	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1
21500	-201.780036250020231	-200.419189433680231	-1.360846816340006	0.000000259931740	0.000000149112956	0.573661976503464	0.819001468464026	3	1	4	3	5	6	5	7	6	9	7	10	12	9	9	11	8	11	9	11	12	11	12	12	15	12	13	14	15	14	14	16	15	17	19	18	18	19	19	21	22	24	21	23	22	22	24	23	24	24	22	25	25	24	25	25	27	26	26	26	26	25	27	27	27	30	31	33	37	2	0	1	2	1	2	3	3	3	11	5	17	19	8	8	12	7	17	11	19	12	19	10	14	24	17	12	23	26	23	26	28	28	31	36	33	33	32	36	32	35	45	37	35	40	39	43	38	41	45	40	54	41	41	50	47	60	42	50	42	52	47	59	62	58	53	56	67	68	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	1	1
22000	-186.009925723172330	-181.845274014451149	-4.164651708721189	0.000000090532068	0.000000995515742	10.996277552593281	0.972558611276588	3	1	5	4	3	6	4	6	6	8	7	10	11	8	8	8	9	9	10	11	10	11	13	12	13	11	13	14	16	14	15	17	14	17	19	16	18	18	20	21	22	21	22	22	24	22	24	23	24	24	22	23	24	25	24	24	25	26	27	27	26	27	25	27	26	30	32	33	35	2	0	5	5	2	3	1	3	4	11	4	18	14	6	8	9	14	6	15	17	10	14	20	12	19	16	24	23	31	23	27	29	13	31	34	33	33	29	29	35	39	37	39	40	39	40	41	42	43	52	35	44	44	45	41	43	43	49	58	63	46	57	50	45	48	60	66	67	68	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
22500	-174.194010741292090	-172.076171240705776	-2.117839500586307	0.000006891789468	0.000000843466069	0.122387091578625	0.949446399520261	4	2	5	3	4	6	5	6	6	9	8	9	11	10	8	11	7	11	9	10	12	12	11	10	14	11	13	14	15	14	15	16	17	17	19	18	18	19	20	21	21	23	23	21	23	23	24	24	24	25	23	25	24	26	25	25	27	26	25	27	25	26	26	27	27	29	31	33	37	4	0	4	2	2	1	4	5	4	8	17	8	14	19	6	24	3	10	17	15	14	20	20	19	23	8	10	27	21	23	30	25	28	32	34	33	32	32	36	39	37	38	41	39	44	40	51	46	46	46	44	47	45	52	47	51	52	49	48	59	42	49	48	55	61	54	66	67	67	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	3
23000	-215.275085566163767	-213.876910402798899	-1.398175163364879	0.000000833822221	0.000000337616492	0.404902248078039	0.776989762666153	3	1	4	3	5	5	5	7	7	8	8	9	10	9	9	9	8	11	9	11	12	11	11	12	15	12	13	14	15	14	13	15	14	18	17	18	18	20	21	20	20	23	22	21	22	23	24	23	24	24	23	24	24	25	24	25	26	27	26	24	26	26	27	27	27	29	32	34	37	2	0	4	2	3	2	4	7	5	5	1	7	12	9	9	5	1	16	1	19	22	15	16	23	21	12	26	26	33	20	18	21	24	28	25	27	29	36	37	34	34	40	41	41	40	39	44	44	44	44	41	38	40	51	46	47	49	53	45	45	46	56	48	53	46	61	66	67	67	1	1	1	1	1	2	1	1	1	1	2	2	1	1	1	2	2	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	3	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	2	2	2	1	1	2
23500	-210.435361633644931	-208.925779207837508	-1.509582425807415	0.000000117574826	0.000000132471859	1.126702572397636	0.857298100083255	3	1	4	2	4	5	6	6	6	8	6	10	10	7	8	11	9	12	10	10	12	11	10	10	15	8	13	14	15	14	15	16	16	17	19	18	18	20	21	20	22	22	22	23	23	22	25	24	23	24	23	23	24	27	25	25	27	24	25	25	26	26	26	27	28	30	30	34	38	2	0	2	2	2	1	5	4	5	14	3	10	17	9	9	26	3	20	15	26	20	17	15	15	22	4	3	27	27	21	16	30	30	30	33	29	25	37	32	37	35	35	34	36	39	39	43	43	43	45	36	41	41	50	49	41	49	46	46	52	45	48	53	47	64	65	62	65	68	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	3	4	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	2	3	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1
24000	-216.893906069361208	-215.396482134949849	-1.497423934411346	0.000000218810083	0.000000239616895	1.095090738481050	0.807975703645155	3	1	4	3	5	6	5	6	6	9	8	11	11	9	8	9	10	10	10	10	12	11	13	11	14	12	13	14	15	15	13	16	16	17	17	19	18	18	20	17	21	24	21	21	22	23	24	24	25	26	23	22	24	25	25	24	27	25	25	27	26	24	26	28	28	31	31	34	38	2	0	4	2	1	7	4	7	7	6	8	20	19	15	7	11	8	10	11	15	18	18	16	18	18	18	26	31	27	31	13	26	19	28	30	40	32	33	30	33	36	51	36	38	37	44	44	51	56	46	36	43	52	38	45	52	59	46	41	53	46	52	49	61	55	64	65	67	68	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	2	3	2	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	2	2	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
