step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94
1	-1768.443223675221361	-1766.981141590702464	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.573564077743795	1	1	0	2	1	2	2	4	4	4	3	4	4	5	6	5	6	7	7	8	7	8	9	6	9	9	8	8	8	8	8	8	9	8	9	10	10	10	10	10	10	11	11	10	10	11	13	11	11	12	11	12	14	13	12	12	12	12	13	13	13	13	13	14	15	14	14	14	14	17	15	16	15	15	15	16	18	15	16	15	16	17	16	17	17	18	18	17	18	20	20	21	22	24	3	3	0	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	1	1	1	1	1	1	2	2	2	2	2	2	3	3	3	3	4	4	4	4	4	5	3	5	5	4	4	4	4	4	4	5	4	5	5	5	5	5	5	5	6	6	5	5	6	7	6	6	6	6	6	7	7	6	6	6	6	7	7	7	7	7	7	8	7	7	7	7	9	8	8	8	8	8	8	9	8	8	8	8	9	8	9	9	9	9	9	9	10	10	11	11	12
500	-716.499475268912192	-714.589915071236533	-1.909560197675638	0.000009978271877	0.000021060604897	2.110646528518246	0.377372442350762	1	2	0	2	1	2	2	4	4	4	4	4	4	5	7	6	6	7	7	7	7	7	9	5	9	9	8	6	8	9	8	8	9	8	6	9	10	10	10	11	10	10	12	9	9	11	13	11	11	12	10	12	13	11	12	12	11	12	14	13	13	12	13	14	15	13	15	15	15	17	16	17	15	15	14	14	19	13	16	15	16	17	16	16	18	18	19	17	18	19	19	22	23	22	3	5	0	3	3	3	3	2	4	6	5	2	6	10	10	11	10	28	1	7	17	14	8	13	14	21	24	10	22	15	18	16	22	17	1	20	15	9	5	44	25	17	45	21	19	35	33	10	33	38	2	39	46	33	35	44	7	42	18	9	39	38	44	44	52	38	24	45	51	29	43	39	50	63	22	56	10	20	25	49	74	51	20	55	33	49	20	38	61	75	85	33	88	68	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	2	2	1	1	2	1	3	2	2	1	1	1	1	1	2	1	3	1	2	2	4	1	1	2	3	1	2	3	2	4	1	1	6	1	1	1	2	3	4	1	3	6	2	1	1	2	2	2	7	3	3	7	2	3	1	1	5	1	8	3	5	2	1	5	5	3	7	6	6	3	2	3	1	11	3	4
1000	-609.772614299656766	-608.250385345110772	-1.522228954546009	0.000009980555032	0.000011568957720	1.159149734981797	0.531270267818115	1	1	-1	2	0	3	2	3	4	4	3	3	5	5	5	6	6	8	7	8	7	7	9	7	9	9	6	8	8	9	7	8	9	8	9	10	10	11	10	10	9	11	10	10	11	10	13	12	12	12	12	12	14	13	10	13	12	12	13	13	12	13	12	14	16	13	15	13	14	18	15	16	14	14	14	16	18	14	16	15	17	18	15	16	18	18	19	18	18	20	20	20	22	25	3	5	0	1	3	1	5	2	6	7	7	2	5	10	11	11	10	27	14	2	8	14	7	15	22	21	15	6	22	17	15	24	22	16	15	20	24	46	20	5	22	17	15	21	43	35	37	44	33	42	16	39	48	29	13	63	41	45	28	51	39	36	44	21	38	58	31	32	51	54	18	39	42	42	49	63	74	59	75	33	64	84	56	54	54	80	83	68	76	80	85	33	91	91	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	4	2	2	2	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	3	1	2	3	1	1	1	2	1	2	1	2	1	1	3	1	1	2	1	2	1	1	1	1	3	3	1	4	2	1	4	3	2	2	1	1	2	1	1	1	2	3	1	1	1	4	2	1	1	1	2	1	6	1	2
1500	-644.234965767361473	-642.827426790148706	-1.407538977212781	0.000010004200565	0.000008352416698	0.834890968492766	0.640377077787255	1	1	-1	3	2	2	3	4	3	4	4	4	5	5	7	5	6	8	7	8	7	7	9	6	10	8	8	9	8	9	8	9	9	8	8	10	11	10	10	10	10	11	12	10	9	12	13	12	11	12	11	13	15	13	12	12	13	10	13	13	14	13	14	13	15	14	14	14	14	18	16	15	15	14	15	16	19	14	17	14	17	16	16	17	18	18	18	17	18	21	20	21	22	23	3	3	0	5	2	1	6	5	1	6	1	5	4	10	11	11	10	22	17	7	17	14	19	6	14	22	14	15	22	10	2	17	22	10	13	20	24	15	13	20	45	10	27	17	13	35	58	44	33	19	16	39	62	29	35	19	50	23	31	51	20	51	56	23	56	60	11	37	51	54	78	39	47	56	49	65	48	60	80	33	74	69	75	73	54	30	38	49	84	33	85	71	90	82	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	1	1	1	1	2	1	1	1	2	3	1	1	1	1	2	2	1	1	2	1	1	1	1	2	1	1	3	2	2	2	1	2	1	1	2	2	2	1	3	1	3	1	1	2	1	3	1	1	2	1	1	4	1	2	2	2	2	1	1	2	1	3	1	2	2	2	1	1	1	3	4	3	4	1	5	1	3	1	3
2000	-572.637500970679753	-571.104137081666977	-1.533363889012763	0.000010180559888	0.000012088522486	1.187412344587173	0.655963926704481	1	2	-1	1	1	2	2	3	5	4	2	5	3	5	6	5	6	6	7	8	7	8	9	7	8	10	9	8	9	8	7	9	10	8	9	11	10	10	9	11	11	12	11	10	10	11	13	11	12	12	11	11	13	13	13	12	12	12	13	13	12	12	13	14	16	13	14	15	14	15	14	15	14	16	16	17	17	16	17	15	17	15	16	17	17	19	19	18	18	20	20	21	22	24	3	5	0	3	3	4	4	2	7	6	3	7	1	10	6	11	10	1	10	31	10	14	24	11	14	22	19	18	22	21	11	19	22	15	4	20	24	31	28	35	29	21	18	17	6	35	26	44	33	26	13	39	40	29	46	44	45	37	17	51	39	37	48	63	67	23	37	56	38	54	56	34	62	56	29	63	17	45	80	49	74	60	70	80	54	80	80	75	74	80	54	75	87	91	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	2	1	3	1	1	1	1	1	1	1	1	1	1	3	2	2	1	1	1	1	2	3	2	4	1	2	1	1	1	2	1	1	3	1	1	1	1	3	1	2	1	1	1	1	1	2	2	4	2	1	4	1	2	3	1	4	2	2	2	1	1	1	1	3	2	2	1	1	2	4	2	1	2
2500	-591.453001764120700	-589.888084046487847	-1.564917717632823	0.000010332469396	0.000013084061876	1.266305408222842	0.546313681870148	2	2	-1	2	1	2	3	4	5	3	3	5	4	6	6	5	7	7	7	6	7	7	9	7	9	10	8	9	9	9	9	8	9	7	8	10	11	11	9	9	10	10	10	10	11	11	13	11	12	12	11	12	15	13	13	12	12	13	11	13	14	11	11	15	15	14	14	14	15	16	15	16	16	14	16	16	18	15	14	14	15	17	16	17	18	19	19	17	16	21	19	21	21	24	3	5	0	3	3	3	5	4	10	6	6	7	6	9	8	2	9	13	1	16	9	14	17	8	14	27	9	20	22	24	34	9	22	13	11	8	24	19	1	35	15	17	13	9	26	35	51	21	22	38	16	39	79	29	35	63	43	43	17	51	39	25	21	63	43	16	6	5	51	54	50	52	43	56	80	48	63	38	50	33	44	75	68	61	70	75	71	49	28	33	70	79	85	92	2	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	2	3	1	2	1	1	2	1	1	2	1	1	1	1	2	1	3	2	3	2	2	4	1	2	2	3	3	1	1	1	2	4	1	2	2	1	1	2	1	2	2	2	1	2	1	2	2	2	5	6	6	2	1	2	2	3	1	1	3	5	2	1	2	3	1	1	2	1	1	2	3	3	3	2	3	2	2
3000	-641.513015543342817	-639.725219640462569	-1.787795902880274	0.000010648670564	0.000019260138902	1.808689524753379	0.566716971788916	1	0	-1	2	1	3	2	3	3	4	4	3	5	5	5	6	6	8	8	7	5	6	9	5	8	9	7	8	9	9	6	8	9	7	9	9	10	11	10	10	10	12	9	9	11	11	13	11	11	12	12	13	15	13	13	9	12	11	12	13	13	13	12	14	14	15	14	14	14	17	15	17	16	15	15	17	18	16	15	15	16	17	17	17	18	16	18	17	19	21	20	19	23	23	3	3	0	5	2	3	5	5	3	9	7	7	12	10	2	8	21	21	17	8	10	14	5	6	14	9	12	31	22	24	15	6	22	14	31	20	24	34	11	30	23	17	6	18	43	41	30	44	33	37	16	39	15	29	46	28	56	44	17	16	39	58	44	63	42	58	37	51	40	49	35	52	59	48	14	56	56	18	29	29	64	71	55	60	70	49	49	80	88	79	70	49	92	34	1	1	1	1	1	2	1	1	2	1	1	1	1	1	3	2	1	2	1	2	1	1	4	1	2	3	2	1	2	1	1	2	1	1	2	1	2	2	2	1	1	3	3	1	1	1	1	1	1	1	4	1	6	2	1	1	1	1	3	4	1	1	1	1	1	2	1	1	2	3	2	2	2	1	3	6	3	2	3	3	2	1	3	1	1	3	3	1	1	4	2	4	2	8
3500	-650.581281187215382	-648.885462804009535	-1.695818383205879	0.000011096454485	0.000017589001893	1.585101071410578	0.595261071334916	2	1	0	3	2	2	3	2	4	4	4	5	5	6	7	6	6	8	7	9	7	8	6	7	10	10	8	8	9	7	8	8	10	9	9	8	11	11	10	9	9	11	11	9	9	12	13	10	12	12	10	12	14	13	11	13	11	12	13	12	14	13	13	14	14	14	14	14	14	16	14	16	16	15	16	17	16	15	17	14	16	17	17	18	18	18	18	18	18	20	20	20	20	24	3	3	0	2	2	3	1	2	3	7	2	4	4	10	13	11	10	10	8	36	17	14	9	6	14	15	10	24	22	5	12	9	22	15	13	15	28	15	15	10	28	10	6	17	6	35	43	44	33	29	16	16	52	14	35	48	51	25	42	13	52	51	17	56	46	52	24	49	52	54	46	52	60	63	33	48	64	65	73	49	63	80	68	22	70	75	53	80	70	80	85	54	88	84	1	1	1	1	1	1	1	1	4	1	1	1	1	1	1	2	1	2	2	1	1	1	1	2	2	1	2	1	1	2	2	1	1	1	1	1	2	1	1	3	1	4	5	1	4	2	1	1	1	1	3	4	1	4	1	1	1	1	1	2	2	2	5	1	1	1	2	1	1	2	1	2	1	1	2	6	1	1	1	1	1	2	1	4	2	1	2	2	1	2	1	2	1	2
4000	-574.098673544410303	-572.644797517163852	-1.453876027246398	0.000011346003282	0.000011084961409	0.976992614317238	0.605976728133328	1	1	-1	3	2	2	2	4	4	4	3	5	4	6	5	5	6	6	8	8	7	8	9	6	9	10	8	8	9	8	9	8	9	6	10	10	10	11	10	11	10	10	12	10	7	12	12	12	12	12	11	11	14	13	12	13	13	13	13	13	13	13	13	14	16	14	14	15	14	16	15	16	15	15	15	15	19	14	16	13	15	16	16	18	18	18	17	17	18	18	20	21	20	25	3	3	0	2	2	2	2	7	1	6	1	5	1	15	4	2	10	12	34	4	10	14	45	6	14	15	24	24	22	17	20	34	22	13	45	20	24	33	20	42	32	17	13	10	15	35	20	44	22	44	16	39	37	40	35	48	35	25	27	51	39	39	40	44	66	36	42	58	19	54	37	39	47	56	80	63	56	31	80	33	63	56	58	68	70	75	59	75	80	79	85	88	88	72	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	3	1	1	1	2	1	2	1	3	1	2	1	1	1	1	1	1	1	1	2	1	3	1	1	1	1	3	5	5	1	1	2	1	2	1	2	1	2	1	1	1	1	2	2	1	2	2	1	2	1	3	2	1	2	2	3	2	1	1	1	1	3	3	1	2	1	2	1	1	1	1	2	1	2	1	1	3	1	4
4500	-608.908923956661852	-607.279104779147019	-1.629819177514777	0.000013117731429	0.000018695800079	1.425231197969741	0.602155999807121	1	1	0	2	2	2	2	4	3	3	2	5	3	5	6	4	7	7	8	8	6	7	10	7	10	9	9	8	8	8	6	8	10	8	9	10	11	11	10	10	11	10	11	10	10	12	13	11	12	13	12	13	12	14	13	12	12	11	13	14	13	13	13	14	16	14	14	13	11	18	16	15	14	14	15	16	19	12	16	16	17	17	15	17	17	19	19	17	18	20	21	21	22	23	3	3	0	1	2	3	3	1	2	6	3	5	1	10	14	2	21	12	13	31	4	14	29	31	14	24	24	17	22	31	16	16	22	21	1	13	24	25	16	24	28	28	19	10	8	35	30	26	33	26	30	39	43	29	19	18	40	34	43	51	39	78	48	63	64	50	24	51	30	85	55	52	45	41	49	64	63	14	33	49	64	43	53	42	54	80	71	75	76	80	70	88	85	77	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	2	2	1	1	1	1	1	4	1	1	1	1	1	1	2	2	1	3	3	2	1	4	2	2	1	2	2	3	1	3	1	2	2	2	1	1	3	2	1	1	2	1	1	1	1	1	1	1	1	5	1	2	1	2	1	1	1	1	1	3	2	4	2	3	2	1	3	1	2	2	1	1	2	1	2	3	1
