step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	Tinf_109	Tinf_110	Tinf_111	Tinf_112	Tinf_113	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	alpha_109	alpha_110	alpha_111	alpha_112	alpha_113	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108	kappa_109	kappa_110	kappa_111	kappa_112	kappa_113
1	-2482.566663602690824	-2489.422151553650110	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.440708600211500	1	3	1	2	2	4	3	5	5	6	6	6	6	6	8	8	8	8	9	10	9	10	11	9	9	10	10	10	10	11	11	11	12	11	11	10	11	12	12	13	11	12	13	12	12	13	13	13	13	14	14	12	13	13	12	14	13	13	15	15	14	14	13	13	14	15	15	15	17	15	15	17	17	16	15	16	17	17	16	17	18	18	17	18	17	20	21	21	21	21	21	21	21	22	23	24	24	25	25	24	25	26	27	26	27	30	28	29	29	29	31	30	31	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	3	3	3	3	3	4	4	4	4	4	5	4	5	5	4	4	5	5	5	5	5	5	5	6	5	5	5	5	6	6	6	5	6	6	6	6	6	6	6	6	7	7	6	6	6	6	7	6	6	7	7	7	7	6	6	7	7	7	7	8	7	7	8	8	8	7	8	8	8	8	8	9	9	8	9	8	10	10	10	10	10	10	10	10	11	11	12	12	12	12	12	12	13	13	13	13	15	14	14	14	14	15	15	15
500	-1076.632145425568524	-1083.487633376527810	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.303834790965980	0	2	1	2	2	3	4	5	5	4	6	7	7	6	8	8	7	7	7	10	9	10	11	9	9	11	10	9	10	10	10	11	12	12	11	10	11	12	12	11	11	12	11	12	11	13	13	14	14	15	15	13	14	13	11	11	12	13	15	15	14	13	14	14	12	15	14	15	17	15	16	15	18	17	14	15	17	16	17	18	19	18	14	18	17	19	22	18	22	19	22	21	21	22	24	24	25	25	24	24	22	27	27	25	28	30	28	30	30	29	32	31	31	0	1	1	1	3	3	4	6	1	1	5	14	10	6	11	13	7	14	7	17	4	0	15	11	13	17	13	16	10	16	19	13	17	22	24	7	21	55	23	7	10	29	19	36	24	35	27	15	29	62	47	21	38	43	11	21	29	19	32	21	30	33	24	38	1	21	62	56	57	33	63	13	15	58	40	32	62	26	59	70	0	25	28	74	65	83	77	28	83	83	0	50	43	41	28	21	85	88	31	40	0	89	27	90	28	0	0	13	90	0	88	100	100	1	1	1	1	1	2	1	1	2	2	2	1	2	2	1	1	1	1	2	2	4	1	1	2	2	2	2	1	3	1	2	3	3	1	1	4	1	1	1	4	4	1	3	1	1	1	2	2	2	2	1	2	1	2	2	1	1	2	2	2	3	1	2	1	6	3	1	2	2	2	1	3	5	2	2	2	2	2	1	2	1	5	2	1	3	3	3	4	4	2	1	3	5	8	10	9	5	5	7	10	1	5	10	2	11	1	1	13	7	1	8	7	5
1000	-904.135345188645488	-910.990833139604888	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.500971422294916	0	3	1	1	3	5	4	4	5	6	5	5	4	7	8	8	8	7	9	11	9	10	11	9	8	11	10	10	10	11	12	11	12	11	10	10	11	13	11	13	10	12	13	12	13	12	13	13	13	15	13	12	13	12	12	15	13	12	15	15	14	13	14	12	14	15	15	15	17	13	16	17	17	17	15	16	17	17	15	17	18	18	14	18	16	17	21	20	20	21	21	20	21	23	23	24	23	25	24	24	25	26	27	26	28	31	28	29	30	30	31	31	31	0	4	1	1	1	3	1	3	1	4	13	8	4	3	4	11	13	6	16	17	5	0	15	11	10	17	17	19	15	16	16	15	37	22	11	25	25	64	2	10	11	21	58	29	30	23	36	64	21	62	37	25	54	11	23	42	26	24	70	51	30	21	36	24	37	62	62	26	57	32	63	21	53	83	70	66	50	57	70	75	0	52	43	74	39	83	77	83	74	83	0	77	86	83	83	90	85	86	83	85	0	89	23	90	14	0	0	93	93	0	95	97	97	1	1	1	1	1	2	2	2	2	2	1	1	1	3	3	2	1	2	1	1	2	1	3	2	1	1	1	1	1	1	2	1	1	1	2	1	2	1	4	3	1	1	1	1	1	1	1	1	2	2	2	3	1	3	1	1	1	2	2	1	2	1	2	1	1	1	1	3	2	1	1	3	2	2	1	1	1	3	1	1	1	4	1	1	4	1	2	3	1	4	1	3	2	7	5	2	6	4	5	4	1	2	8	1	9	1	1	6	6	1	5	5	4
1500	-789.664244566199955	-796.519732517159355	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.590006122426409	1	3	2	2	3	4	4	5	6	5	6	7	6	6	8	7	8	7	9	11	10	9	11	9	9	10	10	10	11	10	12	12	12	12	12	10	11	11	12	13	11	11	12	12	12	13	14	13	13	14	13	13	12	14	11	14	12	13	15	16	14	13	12	12	15	15	16	16	17	14	15	16	17	16	15	16	17	16	16	17	18	18	18	18	18	20	21	22	21	22	20	21	22	23	23	24	25	26	26	24	25	26	28	27	28	30	27	28	29	28	30	29	31	0	1	1	1	1	3	4	6	7	7	10	6	1	6	11	11	13	6	16	13	17	0	11	15	17	17	17	19	21	16	16	21	21	22	55	25	25	10	13	24	15	26	30	21	30	41	25	11	55	21	37	37	10	41	16	57	26	43	32	37	45	17	37	11	15	62	62	56	78	21	63	47	40	58	23	50	50	42	21	79	0	37	38	48	54	84	77	83	86	83	0	77	83	38	83	90	91	93	94	91	0	95	97	94	95	0	0	98	102	0	95	85	64	1	1	1	1	1	1	1	1	1	1	1	1	3	2	1	1	1	2	1	2	1	1	3	1	1	1	1	1	1	2	2	1	2	1	1	1	2	3	2	2	2	1	2	1	1	1	2	2	1	3	1	1	4	2	3	1	1	1	1	2	1	2	1	3	4	2	3	1	1	2	2	1	2	1	2	1	1	2	3	1	1	4	3	2	2	1	2	2	1	3	1	2	2	8	3	1	4	2	3	2	1	2	2	2	4	1	1	2	2	1	4	5	7
2000	-754.146070011148367	-761.001557962107768	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.575617504582619	1	3	2	3	2	4	4	5	5	7	6	6	3	5	8	9	7	8	10	11	9	10	10	9	10	11	9	9	10	12	12	11	11	11	11	10	11	11	12	11	11	10	12	11	12	13	13	13	13	15	14	12	14	13	11	14	14	13	16	15	15	13	13	13	14	15	16	16	15	13	16	18	16	16	15	16	17	17	17	17	18	19	18	18	17	20	20	21	21	21	21	21	21	22	24	23	24	24	25	24	25	26	26	27	25	29	29	28	29	28	30	31	31	0	1	1	1	1	3	4	6	4	4	7	6	1	6	11	2	7	8	16	17	17	0	4	7	17	42	17	10	21	16	19	21	23	22	16	7	16	10	10	15	10	17	28	29	23	24	37	40	29	62	38	37	11	55	15	42	42	43	49	36	30	33	25	10	41	62	50	56	57	21	63	36	40	43	33	62	50	57	75	75	0	52	74	74	53	83	77	83	83	86	0	77	83	58	83	90	91	83	88	91	0	86	100	95	89	0	0	102	105	0	104	85	64	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	3	1	2	1	2	1	1	4	2	1	1	1	1	1	2	1	1	1	1	1	3	1	2	3	2	2	1	2	1	1	2	1	1	2	2	1	1	4	1	2	2	2	1	1	2	2	1	1	4	2	1	1	2	1	3	2	3	3	2	2	1	2	1	1	1	1	5	2	1	1	1	1	3	2	1	1	2	2	6	3	1	3	2	2	1	1	3	2	1	2	1	1	1	2	1	2	7	10
2500	-734.232384204011851	-741.087872154971251	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.557605470807992	0	4	2	3	3	4	3	3	6	6	6	7	6	6	8	7	8	8	9	10	8	10	12	9	9	8	10	11	9	10	11	10	12	12	10	8	11	11	11	13	10	11	13	13	13	13	13	13	14	13	14	12	13	13	11	15	13	13	16	15	15	12	12	14	14	16	15	16	15	12	15	17	17	16	14	17	16	16	16	17	17	16	17	18	17	19	22	21	22	22	21	21	21	23	23	24	25	24	24	24	25	26	27	27	27	30	28	29	28	29	31	30	32	0	1	1	1	1	8	1	3	7	4	2	8	4	8	10	4	10	6	11	29	7	0	15	15	17	13	17	16	21	16	13	21	32	22	11	2	27	41	7	24	24	26	19	55	30	23	37	41	29	62	44	37	55	38	11	42	26	28	70	47	30	29	17	38	10	50	50	56	57	29	63	52	38	28	70	66	50	57	75	59	0	52	74	74	35	83	77	83	86	86	0	77	86	83	86	94	91	86	95	91	0	86	97	99	98	0	0	102	102	0	104	85	85	1	2	1	1	2	1	1	1	2	2	1	2	2	2	1	2	1	2	2	1	2	1	2	1	1	1	1	2	1	2	2	1	1	1	2	2	1	1	3	2	1	1	2	1	1	1	1	2	3	1	1	1	1	1	2	2	3	1	3	1	3	2	2	2	4	1	1	1	1	1	2	3	3	2	1	1	2	2	2	1	1	1	1	1	6	1	2	2	2	2	1	2	1	4	1	1	2	3	1	2	1	4	1	2	2	1	1	3	1	1	2	6	10
3000	-707.860984140321762	-714.716472091281162	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.592601175924140	1	3	2	3	2	4	3	6	5	7	6	7	6	5	9	8	8	8	8	10	8	10	9	9	9	11	10	10	10	11	12	10	13	12	12	11	11	13	13	13	9	9	13	11	12	13	13	12	13	14	15	13	14	14	11	15	12	14	16	15	14	13	13	13	14	15	15	15	18	14	15	17	17	15	14	16	15	17	15	18	19	15	17	19	18	19	21	21	21	22	20	18	22	22	23	25	23	26	24	24	25	26	27	26	27	31	28	29	30	30	28	27	31	0	1	1	1	1	3	1	6	7	7	7	6	1	6	11	11	10	14	13	17	10	0	10	13	17	42	17	19	21	16	30	21	44	22	24	17	25	55	23	55	11	10	28	32	30	35	37	9	32	62	25	25	64	55	24	42	42	28	70	37	30	32	48	55	40	62	62	26	57	49	63	82	24	28	48	62	62	68	70	75	0	52	74	74	10	58	50	86	83	83	0	77	86	86	88	94	91	93	88	91	0	90	100	89	93	0	0	98	102	0	99	85	85	1	1	1	1	1	1	1	1	1	2	1	1	2	1	2	1	1	2	1	1	1	1	1	1	1	2	2	1	1	2	1	2	1	1	2	2	1	1	2	1	2	2	1	1	1	1	1	4	3	1	3	2	1	2	1	2	1	2	1	2	1	2	1	1	1	1	1	3	2	1	1	1	4	2	1	2	1	1	1	2	1	2	1	3	5	2	3	1	2	2	1	2	2	2	2	1	2	2	1	2	1	2	1	3	3	1	1	2	2	1	2	4	9
3500	-760.859410158227433	-767.714898109186834	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.552096559676993	0	2	1	2	3	4	3	5	5	6	5	6	6	6	8	8	9	7	9	10	9	10	11	8	10	9	10	11	10	11	10	10	12	12	11	8	12	12	12	12	12	12	14	11	13	13	14	11	13	14	12	10	13	13	13	13	14	13	13	15	14	14	11	11	14	16	15	15	17	16	15	18	17	16	13	17	17	16	17	17	19	18	18	18	18	19	21	21	21	21	21	20	22	23	24	24	23	23	26	25	24	24	26	23	27	29	26	26	28	28	30	30	32	0	1	1	1	1	3	4	6	4	7	7	6	4	8	11	11	36	6	11	21	10	0	24	11	36	11	17	19	17	16	16	13	21	22	21	13	25	24	23	64	24	48	28	21	17	15	37	11	33	26	25	26	64	64	64	42	42	28	21	17	48	26	21	24	15	62	50	56	42	59	63	37	41	28	21	66	33	42	75	70	0	47	74	74	65	83	50	83	86	86	0	77	86	86	88	94	91	86	104	97	0	94	100	88	93	0	0	93	105	0	95	85	85	1	1	1	1	2	2	1	1	2	1	1	1	2	1	1	2	1	1	2	1	2	1	2	1	1	2	1	1	1	2	1	2	1	1	2	1	1	2	1	1	2	1	2	1	3	2	1	3	1	4	1	1	1	1	1	1	1	1	1	3	1	3	1	1	2	1	1	2	3	2	2	4	2	2	2	1	2	2	2	1	1	2	1	2	3	1	3	2	2	2	1	2	2	2	2	1	1	3	2	1	1	1	1	1	3	1	1	2	1	1	3	6	9
4000	-700.345809844982909	-707.201297795942310	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.560648608847000	1	3	2	3	3	4	3	5	5	6	5	7	5	6	8	9	9	9	7	11	9	10	11	8	10	11	11	10	7	12	12	11	12	11	10	9	11	12	12	13	11	12	14	12	13	13	11	13	14	14	15	13	14	13	13	13	14	13	15	15	15	15	13	14	15	15	15	16	18	14	16	17	15	16	15	15	17	16	16	17	19	18	17	18	18	19	21	20	21	22	21	21	22	22	24	24	24	25	26	25	25	25	26	25	26	30	29	29	29	29	32	30	31	0	1	1	1	1	3	1	6	5	4	7	8	4	8	11	19	24	14	11	17	10	0	11	11	24	36	17	24	7	16	16	21	41	22	13	10	25	41	10	41	17	26	28	47	30	41	4	24	33	33	37	27	38	27	23	26	42	19	32	25	30	33	47	23	48	50	50	56	68	29	63	47	64	28	32	50	62	57	59	75	0	52	55	74	47	83	77	83	86	86	0	77	83	86	88	94	91	90	104	97	0	93	97	88	102	0	0	98	102	0	99	85	85	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	1	2	1	2	2	2	1	1	1	3	1	1	1	2	2	1	1	2	1	1	1	4	2	1	1	2	1	1	1	2	1	1	4	2	3	1	2	1	1	1	1	1	2	2	3	2	3	1	3	2	1	1	1	1	1	1	3	3	1	5	1	3	1	1	2	1	2	3	2	2	1	2	2	1	1	1	2	1	2	1	1	1	2	3	1	2	7	7
4500	-713.773314157661389	-720.628802108620789	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.531012559546009	-1	4	1	2	3	2	2	3	5	6	6	5	7	5	9	8	7	8	9	10	8	8	11	8	9	10	9	11	10	11	12	12	12	11	11	10	10	11	12	12	11	12	13	12	12	14	13	13	13	14	13	12	14	14	12	15	14	12	14	14	15	13	13	13	14	15	16	14	18	16	15	18	17	15	16	16	17	17	15	17	19	17	18	17	16	19	21	21	20	22	21	22	20	22	23	24	24	25	25	25	25	26	28	27	27	30	28	28	30	28	30	29	31	0	7	1	1	4	3	1	3	7	4	7	6	9	8	13	11	10	3	16	17	17	0	15	9	17	27	17	19	21	24	24	21	29	22	24	25	25	24	23	4	16	26	41	21	30	40	37	23	33	62	36	24	41	15	15	68	26	28	40	11	30	32	25	24	23	62	50	42	57	59	63	52	41	28	79	66	62	42	40	75	0	52	74	74	40	83	77	83	83	86	0	50	83	86	83	94	91	93	95	97	0	83	97	99	102	0	0	93	98	0	95	85	85	1	1	2	1	1	1	2	2	2	2	2	2	1	1	1	1	1	4	1	2	1	1	2	2	1	1	1	2	1	1	2	3	1	1	1	1	1	1	1	5	2	1	2	2	1	1	2	1	1	1	1	2	2	2	2	1	1	1	1	4	1	1	2	3	2	1	1	1	2	1	2	4	3	3	1	1	2	3	1	1	1	2	2	1	2	1	2	2	1	2	1	4	1	2	2	1	1	2	1	1	1	2	2	2	1	1	1	4	3	1	3	7	8
