step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83
1	-3037.416187846214143	-3035.954105761695246	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.135730218432092	0	1	5	3	4	5	6	4	5	5	6	6	6	8	8	8	9	9	9	9	11	11	11	12	13	12	12	12	13	13	14	13	15	16	14	14	17	16	17	18	17	16	17	18	18	17	19	18	19	19	18	19	19	21	19	20	21	20	21	20	21	21	21	22	22	22	23	23	24	26	24	28	26	26	25	27	26	27	27	29	29	30	31	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2	3	3	2	3	3	3	3	3	4	4	4	5	5	5	5	6	6	6	6	7	6	6	6	7	7	7	7	8	8	7	7	9	8	9	9	9	8	9	9	9	9	10	9	10	10	9	10	10	11	10	10	11	10	11	10	11	11	11	11	11	11	12	12	12	13	12	14	13	13	13	14	13	14	14	15	15	15	16
500	-1118.238875324357650	-1116.315190367109835	-1.923684957247909	0.000010019624769	0.000021505025689	2.146290523286675	0.204060718057230	0	2	6	3	3	6	5	3	5	5	6	6	4	5	7	8	9	9	9	8	12	9	12	12	13	12	10	13	13	14	11	12	15	15	14	11	17	17	17	15	17	17	17	19	18	16	19	19	19	16	19	19	19	22	19	19	18	20	22	20	20	22	22	23	22	23	23	24	25	26	25	29	26	26	26	28	25	28	28	29	29	30	31	0	1	4	2	1	2	4	1	13	8	9	8	4	13	7	11	10	13	13	14	15	10	27	9	15	17	18	24	20	7	15	27	7	24	28	7	31	33	34	35	36	30	15	36	27	31	36	36	34	14	36	46	31	31	31	50	18	51	36	36	43	31	46	40	36	46	0	57	33	50	50	57	50	50	50	50	50	50	50	40	24	57	57	1	1	2	1	2	2	1	2	1	1	1	1	1	1	1	1	4	3	3	2	2	2	2	4	4	2	1	1	2	6	2	1	6	2	1	4	5	1	2	1	3	2	8	8	4	3	6	6	3	7	6	1	4	9	6	2	4	1	10	6	2	8	4	7	7	3	1	3	7	9	8	5	5	9	8	12	4	12	8	11	16	8	5
1000	-775.339780949809324	-772.946774177402176	-2.393006772407203	0.000010085076660	0.000034623659779	3.433157817714097	0.382322865743436	0	2	5	3	3	6	6	4	6	5	5	6	5	7	9	8	9	9	9	9	10	10	12	12	13	13	10	12	13	14	14	14	14	16	14	11	17	15	18	18	17	16	18	18	19	16	20	18	20	16	19	19	19	20	20	19	18	21	22	19	20	22	22	22	22	22	23	20	23	27	24	29	26	26	23	28	25	28	27	30	29	30	32	0	1	1	2	2	3	2	5	13	8	5	8	5	13	7	11	10	13	13	14	15	10	19	14	15	17	13	20	20	25	21	23	25	28	28	15	46	36	34	50	38	36	36	36	32	31	36	38	34	35	36	46	46	46	31	40	50	51	36	38	51	52	54	57	43	54	0	40	26	68	57	71	68	68	50	50	75	75	64	71	50	79	79	1	1	2	1	1	1	2	1	1	1	1	1	1	1	2	1	3	2	2	1	1	2	2	2	1	2	3	2	2	1	2	1	1	2	1	1	1	2	1	2	1	2	4	3	2	1	5	1	2	1	4	1	2	3	4	1	2	1	9	3	1	2	2	3	2	1	1	2	4	4	3	2	5	5	5	9	1	4	4	5	9	1	2
1500	-664.119598700759411	-661.619246209345420	-2.500352491413953	0.000010095003837	0.000037962627011	3.760536164534098	0.613622820711024	0	1	5	3	3	6	6	4	4	6	7	6	6	9	9	8	9	10	9	10	11	11	10	12	13	13	11	13	12	14	13	14	15	15	14	12	18	16	18	19	16	16	17	18	18	16	19	18	19	18	17	18	19	21	20	19	20	19	22	19	21	22	20	23	23	23	23	21	23	26	23	26	26	26	23	28	26	28	27	30	29	29	31	0	1	1	1	1	3	4	2	5	8	9	8	9	13	7	11	10	9	9	14	15	10	13	20	15	22	18	20	14	25	21	27	30	28	18	15	46	36	34	50	36	25	36	38	32	31	43	38	34	35	41	46	46	37	46	50	50	51	36	51	51	52	46	68	58	54	0	57	18	68	68	68	68	75	50	75	64	73	68	64	77	77	80	1	1	3	2	1	1	1	1	1	1	1	2	2	2	2	1	2	2	2	1	1	2	2	1	2	1	1	1	2	1	1	1	1	2	2	2	1	2	1	1	2	2	3	1	2	2	1	1	2	2	1	1	2	2	2	1	1	1	7	1	2	2	2	1	2	1	1	1	5	2	1	2	2	3	2	5	2	2	3	4	2	1	1
2000	-615.888194514197608	-613.592584119192452	-2.295610395005175	0.000010178291081	0.000032037393322	3.147620073631647	0.610741821108842	0	2	5	2	4	6	5	3	5	5	7	6	6	8	8	8	9	9	9	9	11	9	11	11	12	13	13	12	13	13	13	13	15	15	14	13	17	16	17	18	17	15	16	18	17	16	20	19	18	16	18	20	20	22	19	19	20	20	21	20	21	22	20	23	23	23	22	22	25	26	23	27	25	26	25	27	27	28	27	28	29	31	32	0	1	4	1	4	3	2	2	5	8	9	8	9	9	7	11	10	9	13	14	7	10	18	20	15	17	23	19	20	25	21	23	25	28	28	25	46	36	34	50	38	36	36	43	27	31	38	43	34	28	41	46	55	53	46	50	50	51	36	51	51	52	46	68	58	63	0	57	21	68	68	68	68	75	68	70	70	73	75	71	77	79	75	1	1	2	1	1	1	2	1	1	1	1	1	1	2	2	1	2	2	2	1	3	2	1	2	2	2	1	1	2	1	1	2	2	1	1	1	1	2	2	1	1	1	2	1	2	2	3	2	1	2	1	2	1	2	2	2	1	1	4	1	2	2	2	1	1	2	1	1	9	3	1	2	2	1	2	1	1	2	2	2	2	2	3
2500	-604.693855873990628	-602.465473462712907	-2.228382411277742	0.000010151357423	0.000030013511861	2.956600837615166	0.625311945343241	0	2	4	2	3	5	6	4	5	5	7	6	7	9	8	9	9	9	6	10	11	10	12	13	12	13	11	12	14	14	13	13	15	16	14	14	18	16	18	19	18	17	18	18	18	15	19	19	18	17	18	19	19	19	20	20	21	21	21	20	22	21	20	22	22	23	23	22	24	26	23	28	26	26	25	28	26	27	28	29	30	30	31	0	1	2	1	4	3	4	4	5	8	19	8	9	19	7	11	10	9	9	14	15	10	14	20	21	17	18	14	14	25	21	23	25	28	24	25	46	36	34	50	38	38	36	38	32	31	43	42	34	35	38	46	46	46	54	50	50	51	47	51	51	52	54	57	58	63	0	57	18	68	68	68	75	68	68	70	75	73	71	68	77	72	72	1	1	1	1	1	1	2	1	1	1	1	1	2	3	1	1	2	2	1	1	2	2	1	2	1	2	1	1	2	1	1	1	2	3	1	1	3	1	1	1	1	1	2	1	2	1	1	1	1	2	1	2	2	2	1	2	2	1	1	1	2	1	1	1	1	1	1	1	6	2	1	2	1	2	2	2	1	1	2	2	2	2	2
3000	-584.069404396554887	-581.951280634933141	-2.118123761621764	0.000010089096067	0.000026770763248	2.653435260225334	0.642553869957022	0	1	4	3	3	6	6	4	4	6	7	7	6	9	8	8	9	9	9	10	12	11	11	13	11	12	12	11	13	12	14	13	15	15	13	14	17	16	16	19	17	17	18	18	17	16	19	17	20	18	19	19	18	20	20	21	21	20	21	20	21	21	21	22	23	23	24	23	25	26	24	27	26	27	26	27	25	27	27	29	28	31	32	0	1	4	2	1	3	4	2	5	8	13	8	9	13	7	11	10	9	13	14	15	17	19	20	15	17	23	20	14	25	21	23	30	28	28	25	46	36	34	50	38	36	38	36	27	31	38	36	34	35	41	46	46	46	53	50	50	51	47	51	51	52	46	57	58	63	0	57	19	68	68	68	68	75	68	75	68	73	71	68	77	79	72	1	1	1	1	1	2	1	1	1	1	1	2	1	2	1	1	2	3	2	1	2	1	1	2	2	1	1	1	2	1	1	1	2	2	1	2	1	1	1	1	1	2	1	2	2	1	1	2	2	2	1	2	2	2	1	1	1	1	1	1	1	1	3	1	2	1	1	1	8	2	1	2	1	1	2	1	1	1	2	2	2	2	2
3500	-605.851797228125974	-603.951810181048359	-1.899987047077590	0.000010324967297	0.000021543760898	2.086569407739779	0.702286909241539	0	1	5	4	3	6	6	3	5	5	7	6	7	8	9	9	9	9	9	10	10	11	11	10	11	13	12	12	11	12	14	14	15	15	14	14	18	16	16	18	17	17	16	18	18	17	19	18	18	16	19	20	19	20	20	20	21	20	20	21	21	21	21	23	23	22	24	24	25	27	25	28	27	27	25	27	26	28	28	28	30	30	30	0	1	1	1	2	3	4	2	5	8	9	8	9	13	5	11	10	9	9	14	15	10	13	14	15	22	23	14	14	25	15	27	25	28	28	30	46	36	34	50	36	38	36	36	32	31	38	43	34	35	41	53	46	46	53	50	40	51	36	51	51	52	54	57	58	53	0	64	33	75	68	75	75	75	68	68	68	73	71	64	77	72	72	1	1	1	1	1	1	1	1	1	1	1	1	2	1	3	1	2	2	2	2	1	3	2	1	1	1	1	2	1	1	3	1	3	1	1	1	1	2	1	2	1	1	2	2	2	1	2	1	2	2	1	1	2	2	1	2	2	1	2	2	1	1	1	1	2	2	1	1	5	1	1	1	1	1	1	2	1	1	2	3	2	1	1
4000	-584.089384303774295	-582.186862841326729	-1.902521462447558	0.000011312106001	0.000023675529507	2.092937381013911	0.663585724635289	-1	2	4	4	4	5	5	3	5	6	6	6	6	9	8	8	8	9	9	10	12	12	10	13	13	13	12	13	13	14	15	13	15	15	14	14	18	17	18	19	16	17	16	16	18	17	20	18	20	18	18	19	19	19	18	19	20	19	21	19	21	21	21	22	22	23	23	23	25	26	24	27	27	27	26	27	25	28	27	28	29	30	31	0	1	1	2	2	3	2	2	5	8	9	8	9	13	7	11	10	9	9	14	15	17	19	14	15	17	23	14	18	25	21	23	25	28	28	25	46	36	34	50	36	36	36	36	27	31	43	43	34	35	41	46	46	46	46	50	50	51	43	51	51	52	54	57	58	63	0	64	12	68	68	75	70	70	68	70	68	73	71	68	77	80	81	1	1	2	1	1	1	1	1	1	2	1	2	1	1	1	1	1	2	2	1	2	2	1	2	2	3	2	2	2	1	2	2	1	1	1	1	1	2	2	1	1	2	1	1	3	1	2	1	2	2	1	1	1	2	1	1	1	1	3	1	1	1	1	1	2	2	1	1	10	2	1	1	1	1	2	1	1	1	2	3	2	1	1
4500	-597.861512094832733	-596.057755681868571	-1.803756412964113	0.000012840958277	0.000023727485341	1.847797090351394	0.601837376247924	0	1	4	3	4	5	5	5	5	6	7	6	7	8	8	8	9	8	6	10	10	12	10	13	11	11	13	10	13	13	14	13	15	15	14	14	17	16	17	19	17	17	18	18	18	16	19	18	19	18	18	19	20	21	19	20	21	20	20	20	22	21	21	21	23	22	24	22	24	26	25	28	26	27	25	27	26	28	28	30	29	30	31	0	1	2	2	2	3	4	4	4	5	19	8	19	19	5	11	10	19	9	14	15	10	9	14	15	10	23	14	14	25	21	23	25	24	28	25	46	36	34	50	38	38	36	36	32	31	36	38	34	28	38	46	46	46	46	50	40	51	38	51	51	52	53	50	58	63	0	64	24	68	68	68	75	75	68	75	68	73	71	68	77	75	68	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	2	2	3	3	2	2	1	3	1	2	2	2	1	2	2	1	2	2	1	1	1	3	2	2	1	3	1	2	5	2	1	2	2	2	1	1	2	3	1	2	1	1	2	2	1	1	1	7	2	2	2	1	1	2	1	2	1	2	5	2	3	4
