step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105
1	-16238.850008684063141	-16237.387926599543789	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.063852253730450	1	3	11	10	15	22	15	21	21	23	26	21	32	25	23	23	27	30	34	27	30	31	37	36	32	35	34	30	32	37	34	37	41	43	38	37	42	37	45	39	39	40	46	43	41	44	41	43	46	43	44	45	45	51	48	51	51	49	53	54	63	54	56	55	58	56	61	60	66	64	67	66	67	66	65	71	69	67	70	65	68	73	68	69	73	77	79	75	76	78	80	86	82	87	94	84	87	91	95	91	97	92	93	93	99	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	3	4	3	4	4	4	4	4	5	4	4	4	5	5	6	5	5	5	6	6	5	6	6	5	5	6	6	6	7	7	6	6	7	6	8	7	7	7	8	7	7	7	7	7	8	7	7	8	8	9	8	9	9	8	9	9	11	9	9	9	10	9	10	10	11	11	11	11	11	11	11	12	12	11	12	11	11	12	11	12	12	13	13	13	13	13	13	14	14	15	16	14	15	15	16	15	16	15	16	16	17
500	-1492.511642596470210	-1490.903335565707266	-1.608307030762959	0.000009991488167	0.000013717082978	1.372876867648629	0.149322039990543	-4	-1	5	11	10	17	13	15	18	20	24	19	34	15	21	9	23	28	34	19	15	15	38	30	30	32	36	31	29	21	31	38	41	34	31	39	41	38	46	24	28	41	45	42	41	46	40	45	43	40	45	45	41	37	32	36	53	41	55	52	64	52	43	45	57	57	61	59	53	65	67	69	69	67	66	67	70	67	69	61	68	73	69	71	69	78	79	75	77	74	78	88	83	84	97	83	81	88	95	89	98	92	89	91	99	0	0	2	1	2	3	3	5	3	3	14	8	8	3	5	3	15	6	14	8	16	0	7	22	3	11	28	17	20	16	7	19	35	55	22	26	25	15	13	16	40	24	37	6	32	34	55	22	41	40	55	25	41	40	40	55	11	30	51	37	55	21	55	11	55	64	55	30	56	63	64	56	63	55	0	56	63	56	40	63	21	69	76	56	40	63	63	58	63	54	56	67	24	40	54	30	21	24	40	54	54	40	54	30	58	1	1	2	3	3	2	2	1	3	2	2	1	4	2	2	1	1	2	6	1	2	1	2	6	4	1	1	2	2	2	2	1	1	1	3	2	2	3	4	4	1	3	1	2	1	2	2	8	3	1	2	3	4	4	3	1	8	3	2	4	8	7	3	7	6	2	9	6	4	5	7	10	5	7	1	7	8	6	6	4	12	4	1	9	9	9	13	6	7	8	11	8	15	13	12	12	14	13	18	8	15	13	12	16	12
1000	-1297.312389203690827	-1295.838131139961206	-1.474258063729532	0.000009984547228	0.000010318112548	1.033408156898251	0.241834864915341	0	2	10	10	9	21	16	16	21	24	28	20	28	20	18	17	26	31	23	24	30	21	35	32	29	23	31	29	34	31	32	32	36	40	35	32	37	34	45	41	37	41	43	41	41	45	42	41	48	33	44	46	45	48	34	36	53	33	52	53	62	55	40	52	57	56	60	59	59	61	67	67	64	68	66	70	69	66	70	51	64	72	65	65	68	79	76	77	75	75	81	87	83	84	96	84	89	90	97	92	97	88	88	92	99	0	0	2	1	2	3	3	5	3	6	19	8	8	3	5	3	15	6	14	8	16	0	6	22	3	14	17	17	20	16	3	26	24	41	22	26	3	27	20	50	30	33	18	6	32	34	55	22	41	21	55	37	41	50	30	55	26	16	51	52	56	30	56	36	56	64	63	50	63	63	66	63	69	56	0	70	63	63	54	63	55	63	67	56	58	63	63	68	80	68	56	80	48	58	85	16	58	48	58	58	58	58	58	58	58	1	1	2	2	1	2	1	2	2	1	1	1	2	1	2	2	1	3	1	2	2	1	3	2	3	1	1	1	1	3	5	1	1	1	3	1	4	1	4	2	1	1	2	4	2	2	2	6	3	1	2	2	2	2	1	1	6	5	2	2	6	2	2	6	5	1	8	6	4	5	3	9	2	8	1	3	7	5	4	3	10	4	1	6	7	9	9	2	6	3	8	7	12	9	8	10	13	13	16	9	17	10	12	12	12
1500	-1256.496839416441389	-1254.804612759199472	-1.692226657242002	0.000010035404597	0.000015819883353	1.576407129272257	0.296604257981918	2	-2	7	6	12	18	16	17	20	24	25	19	30	20	19	23	24	30	30	24	28	21	34	31	31	31	31	28	31	38	29	37	39	38	35	36	38	36	44	34	34	40	45	42	40	42	42	38	45	38	44	44	42	39	33	39	47	41	55	53	63	54	41	53	59	56	61	61	68	66	65	62	66	65	65	58	70	65	65	63	66	71	68	66	66	77	78	72	78	77	78	81	84	83	96	83	88	92	95	92	96	89	89	93	100	0	0	2	1	2	3	3	5	3	3	14	8	20	3	5	9	15	7	11	8	16	0	6	22	6	11	15	15	20	16	6	11	35	40	22	26	23	27	29	16	21	35	37	3	32	34	55	22	41	16	55	37	41	16	21	55	36	16	51	52	56	30	56	57	63	64	63	21	63	63	66	63	61	63	0	56	63	63	68	67	55	56	84	63	50	63	67	85	80	79	63	67	48	54	88	30	50	48	54	54	30	30	54	40	85	1	1	2	1	2	2	1	1	3	3	1	1	1	2	1	1	1	4	1	2	1	1	3	2	3	2	2	2	2	3	2	2	1	1	3	1	1	2	2	3	1	1	2	3	1	1	2	3	3	2	2	1	1	4	1	1	4	3	2	2	6	3	1	2	3	1	5	5	5	6	2	4	1	6	1	3	5	5	1	1	9	3	1	4	6	8	3	1	4	2	6	5	13	8	7	9	12	12	14	13	14	9	11	13	8
2000	-1189.355816279646433	-1187.818298479385930	-1.537517800260509	0.000010091596320	0.000012088640273	1.197891779502400	0.350803758563531	-2	-1	12	4	15	22	15	18	17	22	25	22	32	21	23	21	27	28	29	28	31	26	37	33	33	31	32	29	32	38	35	33	38	33	36	37	40	39	42	33	31	39	41	44	40	43	43	38	45	43	40	44	37	36	35	38	48	44	49	55	59	51	42	54	55	56	50	56	65	62	67	65	67	63	68	73	69	68	65	66	65	75	62	55	59	76	77	59	68	75	81	87	82	82	89	83	88	89	96	91	96	88	93	91	98	0	0	2	1	2	3	3	5	7	3	14	8	20	3	5	3	15	6	14	8	16	0	6	22	10	11	17	17	20	21	18	26	35	41	22	26	25	27	29	16	16	24	6	25	32	34	55	24	41	16	55	43	41	40	34	55	36	54	47	37	56	50	56	57	56	64	63	58	83	63	64	63	80	63	0	83	69	84	68	74	55	69	84	63	54	69	84	68	80	68	82	89	35	88	88	88	58	35	50	85	85	85	88	54	88	1	1	2	1	3	2	1	1	1	2	1	1	2	2	2	2	2	2	2	2	2	1	2	2	1	2	1	1	1	3	2	1	1	1	2	2	2	2	2	3	2	1	4	3	2	2	2	1	2	3	2	1	1	1	1	1	2	2	1	3	3	1	1	1	3	1	2	3	1	5	3	5	1	6	1	2	1	3	2	1	7	2	1	3	4	2	4	1	1	4	2	3	10	5	6	6	13	13	11	9	11	8	9	9	7
2500	-1109.974596321266290	-1108.326426787263927	-1.648169534002454	0.000010204012499	0.000014997334139	1.469748703282946	0.397088934002998	-1	1	10	8	13	20	14	16	22	26	19	22	31	15	18	23	26	27	29	25	29	23	35	36	33	31	33	27	29	35	33	37	35	34	34	39	43	37	45	37	37	39	42	39	41	44	42	45	47	35	39	39	40	49	37	44	42	47	53	50	61	50	46	52	54	57	58	53	63	58	67	63	62	64	65	69	69	66	65	67	68	73	69	70	65	79	76	59	74	77	76	85	79	87	92	83	82	91	95	91	98	92	93	95	96	0	0	2	1	2	7	3	5	3	3	14	8	20	3	5	3	15	6	11	8	16	0	9	22	6	14	17	15	20	21	10	19	22	16	22	26	31	27	20	16	34	33	18	23	19	34	55	22	53	21	55	3	41	16	34	55	36	50	47	52	65	50	56	57	56	64	63	58	63	63	66	63	67	63	0	67	74	70	68	73	51	83	63	67	54	74	69	58	80	54	83	89	48	88	88	88	16	35	88	88	88	88	90	88	88	1	1	2	2	2	1	1	1	2	2	1	1	1	1	1	2	2	2	2	2	1	1	3	2	2	2	1	2	1	2	2	2	3	2	2	2	2	2	2	3	1	1	3	1	2	2	2	3	2	2	1	5	1	4	1	2	1	3	2	2	1	4	1	2	3	1	2	2	4	2	2	2	1	4	1	3	2	1	2	1	5	1	3	2	2	2	1	2	1	4	2	2	7	5	6	5	12	11	8	6	9	8	6	9	7
3000	-1067.041585585866869	-1064.968313854125427	-2.073271731741334	0.000010361398570	0.000026250658497	2.533505329286456	0.519242956819769	-1	5	9	6	10	17	11	19	17	23	28	22	29	22	18	21	28	32	30	24	31	27	37	33	32	33	28	31	31	33	36	33	40	35	37	38	39	38	46	34	37	41	47	41	42	44	41	44	44	44	45	42	45	52	38	48	50	50	53	52	61	53	53	53	59	57	62	59	69	64	67	61	67	67	64	63	69	68	64	63	67	72	66	67	71	73	79	63	70	69	72	80	78	86	90	85	87	91	94	90	99	90	92	86	94	0	0	2	1	2	3	3	5	3	6	14	8	8	3	5	9	15	3	11	8	16	0	25	22	3	11	15	15	20	16	6	19	35	30	22	11	25	27	29	16	34	35	37	18	32	34	55	24	41	16	55	37	49	40	34	51	36	16	47	52	56	40	56	57	56	64	63	50	63	63	66	63	80	63	0	63	84	70	58	61	47	76	63	72	68	70	91	68	80	68	84	89	35	88	88	88	88	35	88	88	68	88	88	88	88	1	1	1	2	1	2	1	1	2	1	2	1	2	2	2	1	2	3	1	1	2	1	1	2	3	1	2	2	1	3	3	1	1	1	2	2	1	2	2	2	1	1	2	1	2	2	1	1	2	2	1	1	1	3	1	1	2	4	2	1	2	4	1	1	3	1	2	3	2	3	2	2	1	2	1	2	1	1	3	1	3	2	2	2	2	1	1	1	1	1	1	2	7	3	7	3	3	11	6	7	8	7	5	5	7
3500	-1038.246742147107625	-1036.600303146791703	-1.646439000315846	0.000011035747112	0.000016173488038	1.465554427275309	0.519330212705468	1	0	11	3	10	19	15	18	21	25	27	23	29	20	22	25	29	30	35	22	31	22	29	30	22	33	31	25	33	34	30	38	38	32	35	35	32	39	45	37	36	41	43	40	39	44	42	38	45	44	45	46	47	45	35	49	47	49	52	51	65	54	54	52	53	58	59	56	65	65	65	65	69	60	64	71	69	68	68	63	68	61	61	62	70	75	78	61	74	72	80	85	81	76	87	81	88	89	95	86	95	91	93	94	100	0	0	2	1	2	3	3	5	3	3	14	8	8	3	5	9	15	3	14	8	16	0	10	22	6	11	15	15	20	16	25	26	24	16	22	26	23	27	29	16	34	48	31	6	32	34	55	35	41	21	55	37	49	21	34	47	36	54	51	52	84	21	56	57	56	64	63	58	63	63	66	63	80	63	0	63	82	70	54	67	47	63	63	63	68	74	67	54	80	79	76	89	35	88	88	94	94	24	88	88	88	88	96	88	100	1	1	2	1	2	1	1	2	2	2	1	1	1	1	2	1	2	3	3	1	2	1	1	2	1	1	1	1	2	2	2	2	1	2	2	1	1	2	3	2	1	1	2	3	1	2	2	1	2	2	2	2	1	2	1	2	2	1	1	1	1	5	1	1	1	1	2	2	2	1	2	3	2	2	1	2	1	1	4	1	4	2	2	2	2	2	2	3	3	1	2	2	8	2	4	1	3	8	5	6	9	7	3	5	3
4000	-985.805664743740181	-984.303357535099167	-1.502307208641019	0.000012210663541	0.000013527477410	1.107841303196374	0.463780789822405	-1	-1	9	7	13	14	14	21	15	22	26	23	30	23	23	20	25	33	35	27	28	26	31	37	26	33	34	28	33	37	29	33	39	35	33	38	41	39	47	37	37	41	45	39	44	43	43	43	45	45	44	47	40	52	38	48	49	47	51	49	63	52	52	53	60	57	58	62	68	61	67	64	67	64	65	72	68	67	68	61	64	72	66	63	72	72	78	67	71	77	78	79	72	75	95	83	85	92	96	87	97	93	87	93	101	0	0	2	1	2	3	3	5	3	3	14	8	8	6	5	9	15	31	11	8	16	0	25	22	3	11	17	15	20	21	25	14	35	21	22	32	25	27	29	21	34	24	37	25	32	34	55	35	53	40	55	43	41	40	34	55	36	30	55	43	56	50	56	57	56	64	63	58	63	63	66	63	80	63	0	63	83	72	68	63	59	63	63	63	54	74	76	54	80	68	72	89	35	88	97	94	94	93	94	88	54	94	96	88	104	1	1	2	2	2	2	1	1	2	4	1	1	1	1	1	1	1	2	2	1	2	1	2	2	2	1	2	1	2	2	1	2	1	1	2	1	4	1	3	2	1	1	1	3	3	1	1	2	1	1	2	1	1	2	1	2	1	2	3	1	2	1	1	1	2	1	2	2	2	2	2	2	1	3	1	4	1	1	2	2	3	4	2	2	3	1	2	2	2	2	4	1	10	2	2	2	2	7	3	4	8	5	1	6	1
4500	-918.184045430847505	-916.671756271612139	-1.512289159235329	0.000013075387592	0.000014823327415	1.133681683345537	0.579775204057839	1	3	8	6	13	19	14	17	17	13	26	20	30	23	19	21	21	29	35	25	31	26	34	35	33	29	27	26	28	35	31	36	35	33	36	33	36	33	43	36	36	40	42	40	42	44	42	41	46	43	38	42	39	49	36	46	50	36	50	49	63	51	54	53	59	57	62	60	62	64	67	64	69	66	53	65	69	65	68	65	65	71	65	71	72	77	74	77	74	76	76	86	74	82	93	84	85	92	96	88	97	93	93	95	98	0	0	2	1	2	3	3	5	3	3	14	8	8	9	5	9	15	7	14	8	16	0	6	22	18	14	15	17	20	16	6	19	22	21	22	26	31	27	29	16	34	24	37	23	32	34	55	24	53	21	55	37	41	50	34	47	36	16	47	52	56	50	56	57	56	64	63	54	63	63	66	63	80	63	0	63	69	67	68	69	59	69	63	67	68	67	82	68	80	79	72	89	24	88	100	94	88	93	96	88	95	100	96	97	100	1	1	1	1	1	2	1	1	2	1	1	1	2	1	1	1	1	2	2	1	2	1	2	2	1	1	1	1	1	2	2	1	2	1	2	1	1	2	2	2	1	2	1	1	1	3	2	1	1	3	1	1	1	2	1	1	3	3	2	1	3	1	2	1	2	1	1	2	2	2	2	2	1	2	1	2	2	1	2	1	3	2	2	2	2	3	1	2	1	1	2	2	7	1	1	1	1	6	2	2	1	1	2	2	1
