step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22
1	-1270.943038787323076	-1277.798526738282362	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.814996062321538	2	8	10	13	11	14	16	21	19	21	20	22	21	23	23	23	24	26	26	27	31	33	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	4	6	5	6	7	10	9	10	9	10	10	11	11	11	11	12	12	13	15	16
500	-170.590574772082846	-177.446062723042218	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.330449531867436	2	9	10	13	11	15	16	21	19	21	18	23	19	23	24	23	24	27	26	25	31	33	0	0	1	3	2	4	3	4	7	6	7	13	5	7	13	9	8	10	17	7	14	14	1	1	5	2	1	1	2	6	1	4	1	3	5	3	4	3	2	3	2	4	5	5
1000	-165.100827405592611	-171.956315356551983	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.388768918531144	3	8	9	13	11	15	15	22	18	20	21	23	21	22	22	23	24	26	26	28	29	33	0	0	1	3	2	4	4	10	7	4	7	13	5	11	13	11	8	10	17	11	11	14	1	1	3	2	2	1	1	1	2	3	2	1	5	1	1	1	1	3	1	4	4	6
1500	-169.670076186066524	-176.525564137025896	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.412662316572376	1	6	9	14	10	13	17	21	19	19	21	23	20	23	23	23	24	26	26	27	30	34	0	0	1	6	2	3	3	10	7	6	7	13	5	7	13	3	8	10	17	16	16	7	1	1	4	1	3	2	4	2	1	2	2	2	4	2	2	6	2	4	1	3	3	9
2000	-165.329423486230979	-172.184911437190351	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.369739840437651	3	8	10	13	10	15	16	20	20	21	20	23	18	22	24	24	24	26	27	28	31	33	0	0	1	3	2	4	3	4	7	6	7	13	5	11	13	9	8	10	17	14	7	11	1	1	4	2	1	1	3	4	2	4	2	3	5	1	3	2	2	3	2	3	7	5
2500	-165.583213596302130	-172.438701547261502	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.562877292277143	2	8	10	12	12	14	17	20	19	21	20	21	19	24	23	23	25	26	26	26	30	33	0	0	1	3	2	4	3	4	7	6	7	13	5	11	13	9	8	10	17	14	7	7	1	1	3	1	1	1	3	4	1	4	1	2	4	3	2	2	3	1	1	1	4	8
3000	-169.426315767627614	-176.281803718586985	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.311284502839326	1	9	9	13	11	14	17	22	20	21	19	23	22	22	23	23	24	26	25	27	31	34	0	0	1	3	2	3	3	10	7	6	7	13	5	7	13	3	8	10	8	16	16	7	1	1	3	2	1	3	4	1	1	3	1	1	6	2	1	6	1	3	2	2	4	8
3500	-150.122067262750249	-156.977555213709621	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.456242285719981	1	8	11	12	11	14	16	21	20	20	21	22	21	23	22	23	25	25	27	26	31	33	0	0	1	3	2	4	3	10	7	6	7	13	5	11	13	9	8	10	17	11	14	14	1	1	5	1	2	1	2	1	2	3	3	1	4	1	1	2	2	2	1	2	4	4
4000	-159.180802265851923	-166.036290216811295	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.390299100951302	1	8	11	13	11	14	15	22	20	21	20	22	21	24	23	22	24	24	27	27	31	32	0	0	1	3	2	3	3	4	7	6	7	13	5	11	13	9	8	8	17	7	14	21	1	1	3	1	1	2	2	5	2	3	2	1	5	2	1	1	1	1	1	6	4	1
4500	-153.885341481459534	-160.740829432418906	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.465373724113820	2	9	11	13	11	14	16	22	19	20	20	23	19	21	22	22	24	25	27	26	31	33	0	0	1	3	2	3	3	4	7	6	7	15	5	11	13	9	8	10	17	7	20	21	1	1	5	1	1	1	3	4	2	3	3	1	4	1	2	2	1	2	1	5	2	1
