step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20
36000	-135.805495233908971	-142.660983184868343	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.655882130287476	5	7	9	10	11	13	14	13	16	13	17	15	12	14	16	16	17	19	20	21	0	1	2	0	2	5	10	3	12	2	7	8	3	1	14	13	14	9	9	18	1	1	1	1	2	1	1	2	1	2	2	1	1	5	1	2	3	2	1	2
36500	-132.624922684511063	-139.480410635470434	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.590602670337494	4	8	9	11	11	14	15	12	16	12	17	15	12	14	16	15	16	20	21	22	0	1	2	0	2	2	10	3	8	2	10	13	3	1	14	13	14	9	18	18	1	1	1	1	1	3	2	2	1	2	2	2	1	4	2	2	1	2	1	1
37000	-133.190625245753012	-140.046113196712383	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.721478381401691	5	7	9	10	11	14	14	12	15	13	16	15	14	14	16	15	16	18	20	22	0	1	2	0	2	5	2	3	8	5	7	8	3	1	14	13	14	9	9	18	1	1	2	1	1	1	3	2	1	1	1	1	3	4	1	1	1	2	3	2
37500	-133.196930167744597	-140.052418118703969	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.530229110227809	4	8	9	11	12	14	15	11	16	12	17	15	14	14	16	16	16	19	20	21	0	1	2	0	2	5	5	3	3	2	10	5	8	1	14	13	14	9	18	18	1	2	1	1	2	1	2	1	3	3	3	1	1	4	1	1	1	1	1	1
38000	-125.703239846940448	-132.558727797899820	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.721590662887069	4	8	9	11	11	13	14	12	14	14	17	15	13	14	15	15	16	18	20	21	0	1	2	0	2	5	6	3	3	6	10	13	3	1	14	13	14	9	18	18	1	1	1	1	2	2	1	1	2	1	1	1	2	4	1	1	1	2	1	1
38500	-135.199799607060839	-142.055287558020211	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.636704817668414	4	8	9	9	11	14	14	11	15	12	17	14	13	12	17	15	16	18	20	21	0	1	2	0	2	10	5	3	3	2	7	8	3	1	14	13	14	12	9	18	1	2	1	1	2	1	2	1	4	2	2	1	2	3	2	1	2	2	3	2
39000	-131.522335023417895	-138.377822974377267	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.863437353288035	2	8	9	9	11	12	14	12	14	14	17	14	14	15	16	15	17	18	20	19	0	1	2	0	2	2	6	3	8	6	7	8	3	5	14	13	14	9	18	18	1	2	1	1	2	1	1	2	1	1	2	1	2	2	1	1	1	2	1	1
39500	-127.664889288551478	-134.520377239510850	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.530955254441093	4	8	9	10	10	13	14	12	15	12	16	14	13	14	15	15	16	19	19	21	0	1	2	0	2	10	6	3	8	5	7	3	8	1	14	13	14	9	9	19	1	2	1	1	2	1	1	2	2	1	1	2	1	5	1	1	1	2	2	2
40000	-127.493106215274395	-134.348594166233767	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.663477672886064	4	8	9	11	12	14	14	13	15	12	18	12	13	14	17	15	16	19	20	21	0	1	2	0	2	10	10	3	3	2	7	3	12	1	14	13	14	9	18	18	1	1	1	1	2	1	1	2	3	2	2	2	1	4	2	1	2	2	1	1
40500	-126.961785254029252	-133.817273204988624	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.711513966102983	5	7	9	10	10	12	15	12	15	13	17	15	13	14	16	16	16	19	20	21	0	1	2	0	2	2	6	3	8	6	7	8	3	1	14	8	14	9	18	18	1	1	1	1	2	2	2	2	1	1	1	1	2	3	1	2	1	2	1	1
41000	-129.554679898583458	-136.410167849542830	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.568126911208580	4	10	7	10	12	14	12	12	16	12	17	12	13	14	17	16	17	18	20	21	0	3	1	0	2	10	2	3	8	2	7	3	12	1	14	13	14	9	18	18	1	1	2	1	1	1	1	2	2	1	3	2	1	5	1	2	2	1	1	2
41500	-133.742024926886558	-140.597512877845929	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.685931781677731	4	10	8	10	11	13	13	12	16	13	17	15	13	14	16	14	17	18	19	21	0	3	1	0	2	2	5	3	8	2	7	13	3	1	14	3	14	9	18	18	1	1	2	1	1	2	1	1	2	2	2	1	2	6	1	2	1	1	1	1
42000	-129.147600989464252	-136.003088940423623	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.578748437819514	5	9	7	10	11	15	14	12	15	13	16	13	11	13	17	15	16	19	21	21	0	3	1	0	2	10	2	3	12	2	7	3	3	1	14	12	14	9	18	18	1	1	1	1	1	1	3	2	1	2	1	2	2	4	2	1	2	2	1	1
42500	-144.121044433447594	-150.976532384406966	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.552823869329331	5	9	9	10	10	13	15	11	16	13	17	15	12	13	16	16	17	18	20	21	0	1	1	0	3	5	2	3	5	2	7	13	3	1	14	13	14	9	9	18	1	2	2	1	1	2	2	1	2	2	1	1	2	4	1	2	3	1	2	2
43000	-136.928133636756797	-143.783621587716169	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.697953770451416	3	7	9	11	11	15	14	11	16	13	18	16	14	14	16	15	16	19	20	20	0	1	2	0	2	7	10	3	10	2	7	13	3	1	14	13	14	9	18	18	1	1	1	1	2	1	1	1	1	2	2	2	2	4	1	1	1	1	1	1
43500	-119.509731453711808	-126.365219404671180	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.695369547982674	5	8	9	11	11	14	14	13	15	11	17	15	13	14	16	15	15	19	21	21	0	1	2	0	2	10	5	3	8	2	6	13	3	1	14	13	14	9	18	18	1	1	1	1	2	1	2	2	1	1	1	1	2	4	1	1	1	2	1	1
44000	-128.774943823645543	-135.630431774604915	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.603915568318887	4	7	9	11	9	15	14	11	15	12	17	15	14	13	17	16	15	18	20	20	0	1	2	0	2	10	10	3	8	2	7	13	3	1	14	13	14	9	9	9	1	2	1	1	1	2	1	1	2	2	1	1	2	4	2	1	1	1	2	2
44500	-129.907985505384460	-136.763473456343831	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.684375701398472	4	8	9	11	11	14	13	12	15	12	17	15	12	14	16	15	17	19	20	21	0	1	2	0	2	7	2	3	3	5	10	13	3	5	14	13	14	9	9	18	1	2	1	1	2	1	3	1	2	1	2	2	2	2	1	1	1	2	2	1
45000	-127.259055756008422	-134.114543706967794	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.695481709687256	5	7	9	9	10	11	15	13	16	14	17	15	13	13	16	16	16	19	20	21	0	1	2	0	2	2	10	3	8	6	7	13	3	1	14	13	14	9	18	18	1	2	1	1	1	2	1	2	1	2	1	1	2	4	1	2	2	2	1	1
45500	-135.003826907824816	-141.859314858784188	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.597805854928444	3	8	9	11	10	13	12	12	15	14	16	13	14	13	14	16	15	18	20	22	0	1	2	0	2	2	2	3	8	7	7	3	12	2	14	13	14	9	9	9	1	3	1	1	1	2	2	1	1	1	2	2	1	3	1	1	1	2	2	3
46000	-136.285270305464508	-143.140758256423879	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.515080440905655	4	8	9	10	10	14	13	13	15	10	17	15	13	15	16	16	17	20	21	21	0	1	2	0	2	10	2	3	8	2	7	3	3	1	14	13	14	9	8	9	1	3	1	1	1	3	2	2	1	1	2	3	2	4	1	2	1	2	4	3
46500	-137.953549552628743	-144.809037503588115	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.628834876053472	4	8	9	9	11	15	14	13	16	13	18	12	14	12	16	16	16	18	20	21	0	1	2	0	2	10	10	3	8	5	7	3	12	5	14	13	14	3	18	18	1	2	1	1	2	1	1	3	2	1	2	1	1	1	2	2	2	4	1	2
47000	-122.252020617533589	-129.107508568492960	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.708120411210595	5	8	9	10	12	13	15	12	14	14	17	14	12	14	16	15	16	19	21	21	0	1	2	0	2	2	10	3	5	6	7	13	3	1	14	13	14	9	18	18	1	1	1	1	2	2	1	1	1	1	1	1	2	4	1	1	1	3	1	1
47500	-139.620194440184690	-146.475682391144062	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.677957816226888	4	6	9	10	11	14	15	13	16	13	17	14	13	13	15	15	15	18	21	21	0	1	2	0	2	10	6	5	8	2	7	13	3	5	14	13	14	9	18	18	1	1	1	1	2	1	1	1	2	2	1	1	2	1	1	1	1	1	2	2
48000	-139.185044662612427	-146.040532613571798	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.519951179308187	4	8	9	11	12	14	15	12	15	13	18	15	13	15	15	16	16	19	21	21	0	1	2	0	2	5	6	3	8	2	7	13	8	1	1	13	14	9	18	9	1	2	1	1	2	2	1	2	1	2	1	1	1	4	5	2	1	2	2	2
48500	-123.289358067459347	-130.144846018418718	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.685260420842830	4	8	9	10	12	15	14	12	16	12	18	14	14	14	16	15	16	19	21	20	0	1	2	0	2	5	5	3	3	2	6	8	8	1	14	13	14	9	18	18	1	2	1	1	2	2	1	2	3	2	1	1	1	4	1	1	1	2	1	1
49000	-131.818998743969047	-138.674486694928419	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.528462216182782	5	6	9	10	8	14	14	12	15	13	17	15	13	14	16	15	16	18	21	21	0	1	5	0	2	2	10	3	8	2	10	3	3	1	14	13	14	9	18	18	1	1	1	1	1	3	1	2	2	3	2	2	2	4	1	1	1	2	2	2
49500	-136.425452709484205	-143.280940660443576	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.741577457981151	4	6	8	11	11	14	15	12	15	13	17	15	13	14	16	15	16	19	20	19	0	1	2	0	2	10	6	3	3	5	7	13	3	5	9	13	14	12	9	9	1	1	1	1	2	1	1	2	3	1	1	1	3	1	1	1	1	2	1	2
50000	-149.832159663951586	-156.687647614910958	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.616506194761040	5	7	9	9	11	13	15	13	14	14	17	15	13	12	16	15	16	18	20	22	0	1	2	0	2	5	6	5	3	2	7	3	3	1	5	13	14	9	18	18	1	1	1	1	3	1	1	1	3	4	1	2	2	4	3	2	2	3	2	2
50500	-149.397713756763466	-156.253201707722837	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.451160082907129	4	8	9	11	12	15	12	11	12	11	17	15	13	13	16	15	16	19	20	21	0	1	2	0	10	10	2	3	3	2	10	13	3	1	1	13	14	3	18	18	1	2	1	1	1	2	2	1	2	2	2	2	2	3	4	1	1	5	1	1
51000	-143.952303304569199	-150.807791255528571	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.773749171093719	5	7	8	10	10	15	12	12	14	14	17	16	14	14	16	16	17	17	21	21	0	1	2	0	2	5	5	3	8	7	7	13	8	5	14	13	14	9	18	18	1	1	1	1	1	1	1	2	1	1	3	1	2	2	1	1	2	2	2	2
51500	-120.126416503454521	-126.981904454413893	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.689944806120215	5	8	9	10	11	14	15	12	14	12	17	16	13	14	16	15	17	18	20	21	0	1	2	0	2	10	6	3	8	2	7	13	3	1	14	13	14	9	18	18	1	3	1	1	2	1	1	2	1	1	1	2	2	4	1	1	1	2	1	1
52000	-132.147992045687488	-139.003479996646860	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.715222144749924	4	7	8	9	11	15	15	12	15	13	17	13	14	13	15	16	15	18	20	20	0	1	2	0	2	10	10	5	8	2	6	8	12	1	14	13	14	9	18	9	1	1	1	1	2	1	1	1	1	3	1	1	1	4	1	1	1	1	1	2
52500	-127.004638916631507	-133.860126867590878	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.773885301461824	4	6	8	11	10	13	15	12	14	12	17	16	13	14	16	15	17	19	21	21	0	1	2	0	2	10	10	3	8	5	7	9	3	1	14	13	14	9	18	18	1	1	1	1	2	1	2	2	2	1	1	1	2	5	1	1	2	2	1	1
53000	-139.113095809784454	-145.968583760743826	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.794474933357085	5	8	9	11	11	15	15	11	15	13	17	13	11	14	16	16	17	18	21	21	0	1	2	0	2	10	10	3	12	5	7	13	3	1	14	13	14	9	18	18	1	2	1	1	1	1	1	2	1	1	1	2	1	2	1	4	2	2	1	1
53500	-143.250982770611728	-150.106470721571100	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.608047954619026	4	7	9	11	10	13	15	12	16	13	15	15	14	14	16	16	16	19	21	21	0	1	2	0	2	2	10	3	3	2	10	13	8	8	14	13	14	9	9	18	1	1	1	1	1	3	1	2	3	2	1	1	2	1	1	1	1	2	2	1
54000	-137.681995584699052	-144.537483535658424	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.493972078114530	4	6	9	11	11	15	14	12	16	12	18	16	13	15	16	16	17	17	20	20	0	1	2	0	2	10	5	3	8	5	7	8	3	1	14	13	14	12	9	18	1	1	1	1	2	1	2	2	3	1	2	2	2	4	1	2	1	1	2	2
54500	-125.058449547472293	-131.913937498431665	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.633523319093981	5	7	9	10	11	13	14	13	15	12	16	15	13	15	16	16	17	19	20	21	0	1	2	0	2	10	10	3	3	5	7	13	3	1	14	13	14	9	9	9	1	1	1	1	2	1	1	1	3	1	1	1	2	4	1	1	1	2	2	3
55000	-125.584412813391111	-132.439900764350483	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.685260618202837	4	8	9	10	10	12	14	12	14	13	17	15	13	14	16	15	17	19	20	21	0	1	2	0	2	5	6	3	8	6	7	13	3	1	14	13	14	9	18	9	1	2	1	1	1	1	1	2	2	1	1	1	2	4	1	2	2	2	1	2
55500	-136.962030912218069	-143.817518863177440	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.556770910437329	5	8	9	10	11	12	13	12	13	13	18	16	13	14	17	15	15	19	20	21	0	1	2	0	2	2	5	3	3	5	2	13	3	1	14	13	14	8	18	18	1	2	1	1	2	3	1	1	2	2	4	1	2	3	2	1	1	3	1	1
56000	-128.533006629807147	-135.388494580766519	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.652102644002898	5	6	8	10	11	15	14	12	14	13	16	15	13	14	16	16	16	19	20	21	0	1	2	0	2	10	10	3	3	5	7	13	5	1	14	13	14	9	18	18	1	1	1	1	3	1	1	2	3	2	2	1	1	3	1	2	1	2	1	1
56500	-140.842382467686264	-147.697870418645635	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.704605228189608	5	8	9	11	12	14	15	12	15	13	17	14	14	14	16	16	17	18	20	20	0	1	2	0	2	10	10	3	8	2	7	8	8	1	14	12	14	16	18	18	1	2	1	1	2	1	1	3	1	2	2	1	1	3	1	1	2	1	2	1
57000	-125.730631511162585	-132.586119462121957	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.588112739936851	4	8	9	9	11	15	14	12	15	13	18	15	13	14	16	15	17	19	19	21	0	1	2	0	2	10	2	3	3	5	7	13	8	1	14	13	14	9	9	18	1	2	1	1	1	1	2	1	3	1	2	1	1	5	1	1	1	1	2	2
57500	-143.524817143863146	-150.380305094822518	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.516140978701575	5	10	7	10	12	15	13	13	15	13	17	14	11	12	17	13	16	18	20	21	0	1	1	0	2	2	2	3	8	2	7	13	3	1	14	13	14	9	9	19	1	2	1	1	1	2	1	2	1	1	2	2	1	4	3	1	2	2	3	1
58000	-134.561754709234037	-141.417242660193409	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.607034278989061	5	9	9	10	8	15	15	12	15	13	17	16	14	14	16	16	17	19	20	21	0	5	5	0	1	2	10	5	3	2	10	13	8	1	14	13	14	9	9	9	1	1	1	1	1	3	1	2	3	2	2	2	1	4	1	1	2	2	2	2
58500	-138.981000666224759	-145.836488617184131	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.425143252963814	5	10	9	11	8	15	15	12	14	12	17	15	14	14	17	16	15	18	18	22	0	5	5	0	1	10	5	3	8	2	6	8	3	1	14	13	14	9	9	18	1	1	1	1	2	1	4	2	1	1	1	1	3	5	1	2	1	2	2	3
59000	-131.726864459605082	-138.582352410564454	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.571665425499735	5	10	9	10	8	14	15	11	12	12	16	15	13	13	16	15	16	18	20	21	0	5	5	0	1	10	10	3	3	2	10	8	3	5	14	13	14	9	18	18	1	1	1	1	2	1	2	1	1	1	2	3	2	3	1	1	2	3	1	1
59500	-132.245835035309625	-139.101322986268997	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.499579170841755	5	9	9	10	8	14	15	12	15	13	18	16	14	12	17	16	16	19	20	21	0	5	5	0	1	10	10	3	3	2	7	3	3	1	14	13	14	9	9	18	1	1	1	1	2	1	1	2	3	2	2	2	2	4	2	1	2	2	3	2
60000	-131.417811820597848	-138.273299771557220	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.560246717197672	5	10	9	10	8	14	14	13	15	12	18	15	13	14	16	16	17	17	19	21	0	5	5	0	1	10	2	3	3	2	7	8	3	1	14	13	14	8	9	18	1	2	1	1	1	1	2	2	2	1	2	1	1	4	1	1	2	2	1	2
60500	-137.286001043398045	-144.141488994357417	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.604664436259264	5	10	9	11	8	13	14	12	16	13	16	15	13	12	15	16	17	20	20	22	0	5	5	0	1	2	10	3	8	2	7	13	3	1	14	13	14	9	9	9	1	1	1	1	1	2	1	1	2	1	1	1	3	2	1	2	2	2	2	3
61000	-132.755424120627964	-139.610912071587336	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.596135341445537	4	10	9	11	8	14	15	12	16	12	17	16	14	13	16	15	16	19	20	22	0	5	5	0	1	10	6	3	8	5	7	8	3	1	14	13	14	9	9	18	1	1	1	1	2	1	1	2	2	3	2	2	2	6	2	1	1	1	2	1
61500	-136.830833517232520	-143.686321468191892	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.617803361960295	4	9	9	9	8	13	15	12	15	14	17	14	13	12	16	15	17	18	20	20	0	5	5	0	1	5	2	3	3	2	7	13	3	1	14	13	14	12	18	18	1	1	1	1	2	2	4	2	2	2	1	1	2	4	1	1	2	2	1	1
62000	-133.656776428135487	-140.512264379094859	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.561599441887636	4	9	9	11	8	14	14	12	16	12	18	14	13	13	17	15	15	19	19	18	0	5	5	0	1	10	10	3	3	2	7	13	8	5	14	13	14	20	9	9	1	1	1	1	2	1	1	2	3	2	3	1	1	2	2	1	1	1	1	2
62500	-143.902213731027274	-150.757701681986646	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.530049509834317	4	9	9	10	8	13	15	12	15	13	17	16	13	11	16	15	15	19	20	21	0	5	5	0	1	5	2	3	3	5	6	13	3	5	14	13	14	3	18	9	1	1	1	1	2	3	3	2	3	2	2	1	2	2	3	2	2	3	1	2
63000	-134.547640410622392	-141.403128361581764	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.740658457690746	4	9	9	10	8	14	15	12	15	13	16	14	12	12	15	15	15	19	20	21	0	5	5	0	1	2	10	3	8	2	7	13	3	5	14	13	14	9	18	18	1	1	1	1	2	2	1	1	1	3	1	1	2	2	2	3	2	2	1	1
63500	-122.895453481013760	-129.750941431973132	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.653466142092013	5	10	9	10	8	14	15	13	15	12	17	15	13	14	16	15	15	20	21	22	0	5	5	0	1	10	2	3	8	2	10	13	3	1	14	13	14	9	18	18	1	1	1	1	1	1	2	2	1	1	2	1	3	3	1	1	1	2	1	1
64000	-122.850888267718062	-129.706376218677434	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.624850329859888	5	10	9	10	8	15	14	12	15	13	17	15	13	14	16	15	16	19	21	21	0	5	5	0	1	10	2	3	8	2	7	13	3	1	14	13	14	9	18	18	1	1	1	1	1	1	2	2	1	2	2	1	3	4	1	1	2	1	1	1
64500	-127.710903880993612	-134.566391831952984	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.399016609241171	5	9	9	10	8	15	14	12	15	13	17	14	12	14	16	14	16	19	21	21	0	5	5	0	1	10	10	3	8	2	10	13	3	1	14	13	14	9	9	18	1	1	1	1	2	1	1	2	2	2	2	1	2	3	1	1	1	2	2	2
65000	-154.100506073715025	-160.955994024674396	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.623850112480205	5	10	9	10	8	13	15	13	15	13	18	16	13	14	15	14	16	19	21	19	0	5	5	0	1	2	6	3	8	2	7	13	3	5	5	13	14	9	18	12	1	1	1	1	1	2	1	2	1	2	1	2	2	3	3	1	1	2	1	1
65500	-140.627651742951770	-147.483139693911141	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.638698547822410	5	9	9	10	8	13	14	11	15	13	18	15	13	14	15	15	17	19	21	20	0	5	5	0	1	2	10	3	3	2	10	13	3	6	14	13	14	9	18	9	1	1	1	1	1	2	1	1	2	2	2	1	3	1	1	1	2	2	1	2
66000	-139.014035377975972	-145.869523328935344	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.677098078115218	5	9	9	10	8	13	13	12	14	14	15	15	13	14	16	15	17	17	21	22	0	5	5	0	1	2	2	3	3	6	6	3	8	1	14	13	14	9	18	18	1	1	1	1	1	2	1	3	1	1	1	2	1	5	1	1	2	2	2	2
66500	-134.753142607033709	-141.608630557993081	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.647489965312653	5	10	9	10	8	12	14	12	14	14	17	15	13	14	16	15	16	19	21	21	0	5	5	0	1	5	5	3	8	2	7	3	3	1	14	13	14	9	18	18	1	1	1	1	2	2	2	2	1	2	3	2	1	6	1	1	1	3	1	2
67000	-135.500893830137443	-142.356381781096815	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.715743036279979	5	9	9	9	8	14	14	12	16	12	17	14	12	13	16	15	16	17	20	21	0	5	5	0	1	10	2	3	8	2	7	8	3	1	14	13	14	12	9	18	1	1	1	1	1	1	2	2	2	1	2	1	2	4	1	1	2	2	3	2
67500	-131.943343428242201	-138.798831379201573	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.654858144985140	5	10	9	9	8	13	15	12	15	14	17	16	13	13	16	15	14	19	21	21	0	5	5	0	1	2	6	3	3	2	7	13	3	1	14	13	14	9	9	9	1	1	1	1	1	2	1	2	2	1	1	2	2	4	2	1	1	2	3	3
68000	-127.501886762082989	-134.357374713042361	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.668830213381870	4	10	9	9	8	15	14	13	15	13	17	15	13	13	15	15	16	20	21	22	0	5	5	0	1	10	10	3	8	2	6	13	3	1	14	13	14	9	9	19	1	1	1	1	2	2	1	3	1	1	1	1	2	4	1	1	2	2	3	1
68500	-153.933551692991472	-160.789039643950844	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.511505539535364	4	10	9	10	8	14	14	11	16	13	16	13	12	12	15	16	17	18	21	22	0	5	5	0	1	2	2	3	5	5	7	13	3	1	14	12	14	9	18	9	1	1	1	1	2	2	1	1	2	3	1	1	1	2	2	1	2	2	2	3
69000	-126.346211903828447	-133.201699854787819	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.719157502723552	5	10	9	11	8	14	15	12	15	13	17	15	13	13	15	16	17	19	20	21	0	5	5	0	1	2	6	3	8	2	7	8	3	1	14	13	14	9	18	18	1	1	1	1	1	2	1	2	1	1	1	1	3	4	1	2	2	1	1	1
69500	-131.010301047747845	-137.865788998707217	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.628719354810097	4	10	9	9	8	13	15	12	16	13	17	14	14	14	16	16	16	18	21	22	0	5	5	0	1	2	10	3	8	2	10	8	8	5	14	13	14	9	9	18	1	1	1	1	3	2	1	1	2	2	2	1	1	5	1	1	1	1	2	2
70000	-120.817900853188533	-127.673388804147905	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.719231363071901	4	9	9	11	8	15	14	12	15	13	17	13	14	14	16	15	16	19	20	21	0	5	5	0	1	10	10	3	12	2	7	3	12	1	14	12	14	9	18	18	1	1	1	1	1	1	1	1	1	2	1	2	1	4	2	2	1	2	1	1
70500	-139.122571297763784	-145.978059248723156	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.652620840987209	4	10	9	10	8	14	14	13	16	13	18	14	12	12	15	15	17	17	21	18	0	5	5	0	1	10	2	3	8	2	7	13	3	1	14	13	14	3	18	9	1	1	1	1	2	1	3	2	2	1	2	1	1	3	2	1	2	3	2	1
71000	-133.172353439434971	-140.027841390394343	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.575801576043485	5	9	9	9	8	13	13	12	15	12	18	13	13	14	15	16	16	19	21	21	0	5	5	0	1	5	5	3	12	2	7	3	3	1	14	13	14	9	18	18	1	1	1	1	2	3	2	2	1	1	2	2	3	3	1	2	1	2	1	1
71500	-137.463543398839874	-144.319031349799246	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.532924831000970	5	9	9	10	8	12	14	12	15	13	16	13	14	14	17	15	16	19	18	21	0	5	5	0	1	5	10	3	3	2	7	3	12	5	14	13	14	12	9	9	1	1	1	1	2	2	1	2	3	1	2	2	1	3	2	1	1	2	1	4
72000	-137.227235973507078	-144.082723924466450	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.669512890915127	3	10	9	8	8	15	15	11	15	13	17	15	13	14	16	16	16	18	20	20	0	5	5	0	1	5	10	3	3	5	6	13	8	1	14	13	14	9	18	18	1	1	1	1	2	3	1	2	2	3	1	2	1	3	1	1	1	2	2	1
72500	-135.831677588259623	-142.687165539218995	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.539689620949592	3	9	9	10	8	14	14	12	14	11	17	16	12	12	16	14	15	19	20	22	0	5	5	0	1	10	5	3	3	5	7	13	3	1	14	13	14	12	18	18	1	1	1	1	2	1	3	1	3	2	1	2	2	4	2	1	2	2	1	1
73000	-118.366538626019363	-125.222026576978735	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.803605765437705	4	9	9	9	8	14	14	12	15	12	17	16	13	14	16	15	16	19	21	21	0	5	5	0	1	10	10	3	8	2	7	9	3	1	14	13	14	9	18	18	1	1	1	1	2	1	1	1	2	2	2	1	2	4	1	1	1	2	1	1
