step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58
25500	-277.388589841905343	-275.949771191390766	-1.438818650514582	0.000087942880778	0.000030585302959	0.347786002555108	0.721368887021357	0	1	2	2	4	2	3	4	3	3	4	5	5	8	6	6	5	6	7	8	7	8	8	8	8	9	10	9	11	10	12	9	12	12	11	12	12	13	14	14	13	13	14	13	15	17	14	17	15	15	16	16	14	17	17	17	16	18	0	1	2	2	6	2	4	4	4	4	7	8	10	21	17	12	4	11	12	17	12	16	19	21	17	14	24	0	25	24	35	25	28	24	20	32	25	33	38	41	35	33	44	20	37	39	44	53	40	44	53	47	44	50	57	51	50	56	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	3	2	2	1	1	2	1	1	1	1	2	1	1	2	1	1	2	2	1	1	3	1	1	1	1	1	1	4	2	2	1	2	1	2	1	2	1	2	1	1	1	1
26000	-339.943915728075581	-338.551037478811622	-1.392878249263950	0.000107347769209	0.000044572539229	0.415216259799671	0.511020553705609	-2	-1	2	2	5	1	3	4	4	4	5	5	5	8	6	6	7	6	7	8	5	8	8	7	8	9	10	9	10	10	11	10	11	11	11	13	12	13	14	15	13	14	14	13	14	17	15	14	15	15	16	16	16	17	18	17	18	18	0	1	6	2	9	2	6	7	6	4	7	4	9	18	7	11	7	7	11	21	7	16	19	21	24	24	21	0	25	17	20	25	28	30	20	11	29	33	33	44	31	38	44	35	27	38	30	35	44	35	43	50	48	40	50	40	54	44	1	1	1	2	1	2	1	1	2	1	1	3	1	2	1	1	2	3	2	2	2	1	1	1	1	2	2	1	1	3	2	2	2	1	2	6	2	2	2	2	2	1	1	2	1	2	3	2	1	3	2	1	2	2	2	1	1	4
26500	-275.850007375385758	-274.134993161750799	-1.715014213634987	0.000118647982423	0.000023608486597	0.198979250344139	0.714779932844130	0	1	2	2	5	1	3	4	4	4	5	5	5	8	6	6	7	5	7	8	6	8	8	9	9	7	8	9	11	10	12	11	12	12	12	13	12	13	14	15	12	13	14	13	13	17	14	15	15	15	16	16	16	16	18	17	17	17	0	1	2	2	8	1	4	4	4	7	4	4	10	8	18	7	21	4	16	21	18	19	16	27	20	21	17	0	25	24	30	25	28	24	14	25	25	28	42	35	17	33	44	20	34	39	41	43	44	44	43	47	48	50	57	48	40	40	1	1	1	1	1	1	1	2	1	1	2	2	1	2	1	2	1	2	1	2	1	1	2	1	1	1	1	1	1	1	2	2	2	3	1	2	2	2	1	3	4	1	1	2	1	2	1	1	1	1	1	2	1	1	1	1	2	2
27000	-299.510458415320841	-298.111338991370246	-1.399119423950590	0.000096034561755	0.000038718073934	0.403168122248027	0.684049440793906	0	1	2	2	4	3	3	4	4	4	3	5	5	8	6	6	7	5	5	8	7	8	7	9	9	8	10	9	11	10	11	10	12	12	11	12	12	13	14	15	12	14	14	13	15	17	14	15	15	15	16	16	16	17	18	17	17	18	0	1	2	2	6	2	4	11	11	7	4	11	9	12	9	11	7	4	10	21	18	16	16	14	9	18	26	0	26	26	30	24	28	24	11	29	32	33	33	44	35	38	44	35	27	39	44	43	44	44	40	47	48	50	50	53	50	56	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	3	4	2	1	1	2	2	1	1	5	2	1	1	1	1	1	1	2	1	4	1	1	1	1	2	1	1	1	2	2	2	1	1	1	1	1	2	1	2	2	1	2	1
27500	-304.212919469058193	-302.729955886782705	-1.482963582275510	0.000133875133733	0.000041125172507	0.307190524187994	0.627390376591017	-1	1	0	2	5	3	3	4	4	4	4	5	5	7	5	6	6	6	7	8	7	8	8	9	7	8	10	9	11	10	12	11	12	11	12	13	12	13	14	12	13	14	13	14	15	17	14	14	15	15	15	16	16	16	17	17	18	18	0	1	1	2	6	1	4	4	4	7	4	7	10	17	7	5	15	7	16	11	17	16	18	21	15	15	24	0	30	26	11	17	28	27	30	29	29	28	33	18	35	38	35	35	24	39	43	43	44	44	43	47	48	50	50	48	50	51	1	2	1	1	2	2	1	2	1	1	1	2	1	1	2	1	1	2	1	3	1	2	2	1	1	2	1	1	1	2	7	5	2	1	2	1	1	3	2	3	1	1	1	1	3	2	1	1	1	1	2	1	2	1	2	3	2	3
28000	-281.359239007171823	-279.685987317646607	-1.673251689525200	0.000120571802333	0.000025576163398	0.212123920381530	0.775166259569788	0	1	2	2	4	3	3	4	4	4	3	5	5	8	5	6	7	5	5	7	6	7	8	9	8	9	8	9	11	10	11	11	12	12	11	13	12	11	14	13	13	14	13	14	14	17	15	14	15	15	16	16	16	14	18	16	18	18	0	1	2	2	6	2	4	7	11	7	4	7	10	18	7	18	21	10	7	21	19	12	19	27	21	25	17	0	24	27	30	30	38	24	30	32	32	28	33	35	31	38	19	40	34	39	48	40	44	54	48	47	48	40	50	48	50	53	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	1	1	2	1	1	1	3	1	1	1	1	1	2	2	1	1	1	2	1	2	1	2	2	2	2	2	4	1	2	2	1	1	1	1	2	1	2	1	2	2	2	2
28500	-319.049397295163146	-317.544013304878661	-1.505383990284508	0.000100666910171	0.000029289013041	0.290949756890386	0.510129251583239	0	1	2	2	5	3	3	4	4	4	4	5	5	8	6	4	7	6	6	7	6	7	8	9	7	9	10	9	11	10	12	11	12	12	12	10	12	10	14	15	13	14	12	14	15	17	13	15	15	15	16	16	16	17	18	17	18	18	0	1	2	2	7	2	4	7	4	7	6	7	10	18	12	7	21	12	12	21	12	18	22	20	10	17	24	0	36	17	14	25	38	24	27	25	27	28	33	30	17	33	17	35	41	39	31	31	41	31	48	47	31	43	54	52	50	48	1	1	1	1	2	2	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	4	2	2	2	1	2	2	1	2	3	3	2	4	2	2	1	1	2	1	2	1	2	4	3	1	1	3	3
29000	-321.340604938290539	-319.806197168731956	-1.534407769558596	0.000135865687398	0.000037064972836	0.272805986158867	0.511737584192976	0	1	2	2	5	2	3	3	4	4	4	5	5	8	4	6	7	6	7	7	7	8	8	8	9	9	9	9	10	10	11	11	12	11	11	10	12	13	13	15	13	14	13	12	14	17	15	17	15	15	16	16	16	16	17	17	17	18	0	1	2	2	11	2	4	4	7	7	6	7	10	18	7	9	12	7	16	5	16	12	19	21	24	21	24	0	25	24	20	25	28	24	17	25	36	28	33	31	22	38	20	20	37	39	12	53	35	44	44	35	49	43	54	53	49	48	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	2	2	1	1	1	2	1	1	1	2	1	1	1	2	2	2	3	2	3	1	2	2	1	1	3	1	5	3	2	4	6	1	2	3	3	3	1	2	1	1	2	1
29500	-326.842401107381136	-325.185124014148244	-1.657277093232900	0.000138865612485	0.000030220326219	0.217622820205985	0.509267616048581	0	1	2	2	4	3	3	4	4	4	4	4	5	8	4	6	7	3	7	8	7	5	8	8	9	9	10	9	11	10	12	11	12	12	12	11	11	13	14	15	11	14	13	13	15	17	15	17	14	15	16	16	15	17	18	17	18	18	0	1	2	2	6	2	4	7	18	7	7	18	10	19	7	7	7	4	9	17	4	15	16	11	24	4	24	0	10	24	41	25	28	26	26	25	25	33	38	35	24	33	29	31	30	39	29	51	44	44	41	47	43	40	54	47	45	56	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	3	2	1	1	1	3	1	2	3	1	4	2	1	6	2	1	2	2	2	1	2	2	1	1	2	2	2	2	1	4	2	1	1	1	2	4	1	2	2	1	2	2	1
30000	-288.174117559994443	-286.635094172284312	-1.539023387710150	0.000087897746403	0.000023746895311	0.270165007441871	0.663652189392897	-1	0	2	1	4	3	3	4	4	4	5	5	5	7	6	6	7	6	6	8	6	8	8	8	8	9	10	9	11	10	12	11	11	12	12	10	12	13	14	15	12	14	14	13	14	17	15	17	15	15	16	16	15	17	18	17	17	18	0	1	2	2	2	3	4	7	3	4	7	7	10	11	12	12	18	10	11	21	7	19	19	17	17	24	24	0	36	24	21	25	28	27	32	25	25	33	38	44	20	38	35	31	30	39	41	53	44	44	47	47	43	35	57	53	50	56	1	1	2	1	2	1	1	1	2	2	2	2	1	2	1	1	1	1	1	2	1	2	2	1	1	1	2	1	1	2	5	2	1	2	1	2	2	2	1	2	3	1	2	1	2	3	2	2	2	1	1	1	1	2	1	2	2	1
30500	-329.937722091332205	-328.386966584898062	-1.550755506434122	0.000137192741104	0.000036179416579	0.263712323904801	0.460869130017269	0	1	2	2	4	3	3	4	4	4	5	3	5	8	6	6	4	6	7	8	5	6	7	8	9	8	9	9	11	7	12	11	12	11	12	13	12	13	14	15	13	14	13	14	14	17	15	17	15	15	16	13	16	17	18	17	18	18	0	1	2	2	6	2	4	12	12	4	7	4	6	16	11	4	12	4	21	5	17	7	6	19	30	15	24	0	25	16	11	25	28	24	34	37	25	33	38	44	35	33	7	35	30	39	31	49	52	44	31	18	44	50	50	31	44	56	1	1	1	1	1	2	1	1	1	2	2	1	2	2	1	3	1	3	2	3	1	2	4	1	1	2	1	1	2	1	5	2	2	2	1	1	1	1	1	1	1	2	5	2	4	2	1	1	2	1	2	4	2	2	2	3	3	1
31000	-255.815425691372866	-254.361999762938893	-1.453425928433980	0.000094096478359	0.000031308907228	0.332731976523993	0.629440087323911	0	1	2	2	5	3	3	4	4	4	5	5	5	7	6	6	6	3	7	8	7	7	8	9	9	9	10	9	10	10	12	11	12	12	11	13	11	13	14	14	13	14	14	13	15	17	15	15	15	15	16	16	16	17	18	17	16	18	0	1	2	2	6	2	4	4	18	7	10	18	10	11	11	5	7	4	11	17	8	16	21	20	21	17	26	0	25	24	35	25	28	24	20	37	25	33	33	44	14	33	41	31	34	39	43	43	40	44	48	47	48	40	50	53	50	56	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	3	1	1	1	1	2	1	1	1	1	1	2	2	2	2	2	2	1	2	1	3	1	1	1	2	1	1	1	1	2	1	1	1	2	2	1	1	1
31500	-282.243875095667363	-280.813038885060678	-1.430836210606684	0.000083759096109	0.000029895973854	0.356928085940974	0.654204737187215	-1	1	2	2	3	2	3	4	3	4	5	5	5	8	6	6	6	6	7	8	7	8	8	8	9	9	10	9	11	10	12	11	12	12	12	12	12	13	14	15	13	14	14	14	15	16	14	17	15	15	15	16	15	17	18	17	18	18	0	1	2	2	6	2	4	9	4	7	7	8	6	21	4	4	12	7	18	21	17	16	16	21	24	24	24	0	25	24	30	25	28	30	32	25	26	33	33	34	18	33	41	35	41	39	41	51	44	41	43	47	43	44	40	53	54	48	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	3	1	1	1	2	2	1	1	1	2	1	2	2	1	2	3	2	1	2	3	1	1	2	5	2	1	2	2	1	1	2	1	2	1	1	1	2	2	2	1	1
32000	-267.934245627437292	-266.213210142478260	-1.721035484959012	0.000106972975689	0.000021096696670	0.197215198828878	0.692185529651077	0	1	2	2	5	3	3	4	4	4	5	5	5	8	6	6	6	4	7	8	7	6	8	8	9	9	10	9	11	10	12	11	11	12	12	13	10	13	14	14	13	13	14	14	15	17	15	17	15	15	16	16	15	17	17	16	18	18	0	1	2	2	4	4	4	4	4	6	7	18	7	13	5	12	13	4	16	21	17	12	19	19	20	24	20	0	37	24	20	25	28	27	14	25	25	33	38	41	35	33	31	31	34	39	43	53	35	44	43	47	43	50	50	53	40	56	1	1	1	1	3	1	1	2	2	1	2	1	2	3	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	1	2	2	1	2	1	1	1	2	2	2	2	1	1	2	1	1	2	1	1	2	2	1	3	2
32500	-335.372129524054515	-333.892018864114732	-1.480110659939757	0.000098133389575	0.000030365246971	0.309428290441021	0.485681978867731	-1	0	2	1	4	3	3	4	4	4	3	4	5	8	5	6	7	5	7	8	7	8	8	9	8	6	10	8	11	10	11	11	12	11	12	13	12	12	14	15	13	14	14	13	15	16	15	17	15	15	16	16	14	16	18	16	17	18	0	1	2	2	2	2	4	7	11	11	4	7	4	12	3	5	13	2	16	10	7	19	18	16	17	3	17	0	25	14	14	25	28	27	17	37	25	28	38	35	21	38	35	16	24	39	43	53	35	24	43	47	44	50	57	53	54	56	1	1	2	1	3	1	2	1	1	1	2	1	3	3	2	2	2	4	1	3	2	1	3	3	1	3	1	1	3	2	1	2	2	1	2	1	2	4	2	1	4	2	1	4	3	2	1	1	2	4	2	1	1	1	1	2	1	1
33000	-332.193038249109463	-330.644722800703732	-1.548315448405739	0.000149559026136	0.000039636862363	0.265024876042606	0.599260197640874	0	1	2	2	5	3	3	4	4	3	5	4	5	8	6	6	7	5	7	8	7	7	6	9	9	9	10	9	11	7	11	11	12	12	11	13	12	11	13	15	13	14	14	14	14	17	13	17	15	15	16	16	15	15	18	17	17	18	0	1	2	2	3	3	4	7	4	4	12	7	10	18	12	18	11	7	4	17	12	5	11	15	5	21	24	0	25	8	20	25	38	24	5	24	25	28	38	43	35	33	31	31	34	42	26	50	44	20	50	43	43	31	57	53	54	53	1	1	1	1	3	1	1	1	2	1	1	1	1	1	2	1	1	1	2	1	2	2	1	1	2	2	1	1	2	1	2	2	1	2	2	2	2	2	1	1	2	2	1	2	2	2	4	2	1	3	1	1	1	2	1	2	2	1
33500	-310.587529983382126	-309.105532962724396	-1.481997020657743	0.000101115505728	0.000031137903306	0.307943901198024	0.572048606541230	-2	1	2	2	4	3	3	4	4	4	4	4	5	8	5	6	7	6	7	7	7	7	8	9	9	9	10	9	11	8	12	11	11	11	12	13	12	12	14	15	13	14	14	14	14	16	15	17	14	15	16	16	16	17	15	17	18	17	0	1	1	2	6	3	4	7	7	4	4	7	10	22	12	10	11	11	16	10	7	10	13	17	20	20	26	0	25	20	27	25	28	20	17	37	29	33	38	41	24	33	31	31	24	39	35	53	35	49	43	47	44	40	41	47	50	53	1	2	3	1	1	1	1	1	1	2	1	1	1	1	1	2	2	2	1	2	3	3	1	2	1	2	1	1	2	1	1	2	2	3	4	1	1	1	1	2	2	2	2	2	2	2	3	1	2	1	2	1	1	2	2	1	2	1
34000	-318.043367460895126	-316.678431409515440	-1.364936051379664	0.000081884503568	0.000041660885959	0.508776192612842	0.563848137878977	0	1	2	2	5	3	3	4	3	4	5	5	5	7	5	6	5	6	7	8	6	8	7	9	8	9	8	9	11	10	12	10	11	12	11	13	12	13	14	15	13	14	13	14	15	16	14	14	15	15	16	16	16	17	18	17	18	17	0	1	2	2	2	2	4	7	4	7	9	10	10	16	8	17	4	9	18	19	4	15	21	27	17	27	21	0	25	27	11	25	28	30	20	32	32	33	38	30	20	33	20	43	34	39	35	43	44	31	50	47	48	31	40	48	54	53	1	1	1	1	2	2	1	1	1	1	2	1	1	1	1	1	3	3	1	1	2	2	1	1	2	1	2	1	2	2	5	1	2	1	2	2	2	2	1	4	3	2	2	1	3	2	2	1	1	3	1	2	1	4	2	3	1	1
34500	-314.199809045768802	-312.601181642482118	-1.598627403286663	0.000142475513566	0.000034282384569	0.240619484084793	0.730774636552869	0	1	2	2	5	3	3	4	4	4	5	3	5	8	6	6	7	5	7	8	7	8	6	9	9	8	10	9	11	9	10	11	12	12	12	13	10	13	14	14	12	14	14	14	14	17	14	17	15	15	15	16	16	17	18	16	17	18	0	1	2	2	12	1	4	12	7	12	8	4	10	19	12	18	11	4	16	13	11	15	12	17	20	18	30	0	25	22	21	37	28	27	31	32	25	28	38	41	31	28	41	41	35	38	18	53	41	40	40	47	41	50	57	43	50	56	1	1	1	1	1	3	1	1	1	1	1	1	1	1	3	1	1	3	1	3	1	2	2	1	1	3	1	1	2	1	2	1	1	1	2	2	1	3	1	2	2	2	2	2	1	2	4	1	2	1	1	1	2	2	1	2	2	1
35000	-310.754594241538086	-309.343167797587284	-1.411426443950823	0.000095338451440	0.000036499772528	0.382844193259793	0.579312885640536	0	1	2	2	5	3	3	4	4	4	5	4	5	8	6	6	6	5	7	8	7	8	8	9	9	6	8	9	10	10	12	11	12	12	11	12	12	13	14	12	13	11	14	14	15	16	15	14	15	15	16	16	16	17	16	17	18	18	0	1	2	2	12	3	4	7	4	7	12	7	10	17	12	12	18	7	16	17	10	12	16	22	27	18	26	0	27	24	20	25	42	24	27	25	25	33	33	24	35	28	31	40	27	38	48	17	40	35	31	47	47	44	50	43	44	56	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	2	1	1	2	4	2	1	1	1	2	1	2	1	4	2	1	2	2	2	2	1	2	2	2	1	1	2	7	2	1	3	2	3	3	1	1	1	1	2	4	1
35500	-341.633398196816984	-340.140922406770073	-1.492475790046924	0.000173133190526	0.000051944037595	0.300023568195895	0.593843476133632	0	1	2	2	5	3	3	4	4	4	5	4	5	8	6	5	7	6	7	7	7	8	6	9	8	9	10	9	10	10	12	11	11	12	11	13	12	13	14	15	13	14	14	14	13	16	14	14	13	15	15	16	15	16	16	17	18	18	0	1	2	2	12	2	4	4	7	7	12	2	10	18	10	12	18	11	9	18	6	19	16	19	19	19	21	0	25	17	30	27	28	21	16	32	26	28	33	34	7	33	31	27	35	38	31	27	18	31	31	50	44	48	44	51	48	56	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	2	1	2	2	2	1	1	3	3	2	3	2	3	2	7	3	1	2	1	1	2	4	3	3	3	1	1	1	2	1	4	1
36000	-341.026151660662606	-339.543977422048044	-1.482174238614572	0.000128248590264	0.000039475609610	0.307805407670583	0.609622879052508	0	1	2	2	5	3	3	4	4	4	4	5	5	7	6	6	6	6	7	8	7	8	8	9	9	8	10	9	11	7	12	11	11	12	9	13	12	13	14	13	13	13	14	11	15	17	13	17	15	15	15	16	16	17	18	17	18	17	0	1	2	2	3	2	4	4	4	2	6	9	10	18	11	11	11	13	12	17	17	19	16	21	20	18	35	0	27	12	18	12	28	27	21	25	29	33	33	21	20	33	41	24	27	33	44	53	26	40	47	47	49	40	50	43	49	51	1	1	1	1	1	2	1	1	2	3	1	1	1	1	1	2	1	1	2	2	1	1	2	1	1	1	1	1	1	2	3	5	2	2	2	2	1	2	3	4	3	2	1	2	5	4	2	1	3	2	2	2	1	3	2	1	2	1
36500	-309.787578421772878	-308.298782557548122	-1.488795864224743	0.000116526167817	0.000035277657158	0.302744506393391	0.590884195385411	-1	1	2	2	4	3	3	4	4	4	4	5	5	7	6	5	7	6	7	8	6	8	8	8	8	9	10	9	11	10	11	10	12	9	12	12	11	13	14	13	13	14	14	14	12	15	14	17	15	15	16	16	16	17	17	17	18	18	0	1	2	2	6	3	4	4	4	6	6	11	10	7	11	7	21	12	16	21	4	18	16	15	18	21	24	0	17	24	30	21	28	18	31	37	32	33	33	18	35	33	40	35	34	38	40	40	44	44	44	47	43	50	44	51	50	48	1	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	2	2	1	2	1	2	2	1	1	3	2	1	2	2	2	1	1	1	1	2	3	1	1	1	1	2	1	1	3	1	1	2	2	2	2	3	1	2	1
37000	-280.060465680454172	-278.344444992707224	-1.716020687746928	0.000133180197421	0.000026460541041	0.198682248212560	0.619418643686009	0	1	2	2	5	3	3	4	4	4	5	5	5	8	6	5	6	6	7	8	7	7	8	8	9	8	10	9	11	9	12	11	12	11	12	11	12	13	14	14	13	14	14	14	14	17	14	15	15	15	16	16	16	16	18	17	17	18	0	1	2	2	2	2	4	4	4	6	7	7	9	10	11	6	11	11	18	17	17	15	11	17	24	17	11	0	25	14	24	25	28	30	20	25	36	33	38	35	35	38	31	31	34	39	31	43	44	44	43	47	48	50	50	48	43	51	1	1	1	1	2	2	1	2	2	1	1	2	1	3	1	2	1	1	1	1	1	1	2	2	1	1	2	1	1	1	2	2	2	2	2	2	1	1	1	2	1	1	2	1	2	1	2	1	1	1	2	2	1	1	2	2	2	2
37500	-307.247081205507186	-305.726570611602256	-1.520510593904946	0.000129165326804	0.000036313775643	0.281141824522871	0.600147809364074	0	1	2	2	4	3	3	4	4	3	5	5	5	8	6	6	6	6	7	8	7	8	8	7	9	9	10	9	11	10	12	11	12	12	12	11	11	13	14	13	13	14	14	14	14	17	15	16	15	14	16	16	16	17	18	17	17	18	0	1	2	2	2	2	4	4	4	4	8	7	10	12	11	10	12	11	18	21	17	11	16	16	24	22	24	0	25	12	37	25	28	14	30	16	24	33	38	22	35	33	30	35	34	39	43	43	31	31	40	47	40	31	57	51	44	43	1	1	1	1	2	1	1	2	2	1	1	1	2	1	1	2	1	1	1	1	1	3	2	1	1	1	2	1	2	3	1	1	2	2	2	3	4	1	1	4	1	2	3	1	1	3	1	1	3	2	2	1	2	3	1	1	3	2
38000	-331.880019387946902	-330.257776776027413	-1.622242611919499	0.000148706081823	0.000034317045325	0.230770960434079	0.610557311935995	0	1	2	2	5	3	3	4	4	4	5	5	5	8	6	5	6	6	6	8	7	7	8	8	8	9	9	9	11	7	12	11	10	12	12	12	11	12	13	14	12	13	14	14	13	15	15	17	15	15	16	16	15	16	17	16	18	18	0	1	2	2	4	2	4	4	7	7	7	7	10	12	11	4	5	16	16	30	17	11	5	30	11	30	24	0	25	17	37	5	28	14	24	29	24	28	38	35	20	33	35	41	20	42	45	41	31	40	53	40	40	50	20	53	50	48	1	1	1	1	3	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	1	2	2	1	1	2	1	1	2	1	3	2	1	2	2	1	1	4	2	2	2	3	1	2	4	2	1	1	2	1	1	3	1	2	1
38500	-299.557038968509232	-298.017549751742479	-1.539489216766742	0.000104926223777	0.000028319775770	0.269901791474569	0.669026683868741	0	1	2	2	5	3	3	4	4	3	4	5	5	8	6	5	6	6	7	8	7	8	8	9	9	8	7	9	11	9	12	10	11	12	12	13	12	13	13	15	11	12	14	13	15	14	15	16	15	13	16	16	16	17	18	17	18	18	0	1	2	2	6	4	4	7	7	4	7	7	10	12	12	11	9	6	16	21	15	5	19	7	27	18	17	0	27	27	41	30	28	29	21	32	32	33	33	44	24	33	35	31	34	38	43	43	50	20	47	47	50	44	54	53	35	56	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	2	1	3	2	2	1	1	3	1	1	1	1	1	4	1	2	2	2	2	1	1	2	1	2	1	1	2	2	3	1	1	2	1	1	1	4	1
39000	-321.100916726005948	-319.663704924415185	-1.437211801590758	0.000085435241752	0.000029865472284	0.349568534853153	0.561956332507974	-1	0	2	2	5	2	3	4	4	4	5	5	5	8	6	6	6	4	7	8	7	7	8	9	9	9	7	9	11	9	11	10	11	12	12	13	12	13	13	14	13	14	14	11	14	17	15	17	14	14	16	16	15	17	18	16	17	18	0	1	2	2	6	2	4	4	7	4	10	10	18	9	7	18	10	4	11	17	10	18	16	27	27	27	15	0	25	27	17	25	28	24	30	32	32	33	33	44	35	38	31	24	25	33	31	53	44	31	43	53	43	14	54	53	50	43	1	1	2	2	2	1	1	1	1	2	1	1	1	3	2	2	1	1	1	2	2	1	1	2	2	2	1	1	2	2	4	1	1	2	2	3	2	2	2	2	1	1	3	2	2	3	3	2	3	3	2	1	1	5	1	1	3	2
39500	-324.780485228594841	-323.395004847909718	-1.385480380685138	0.000100004039307	0.000043171265744	0.431695219941160	0.444772170025988	-2	-1	1	2	3	2	0	4	3	4	5	5	4	8	6	6	7	6	7	8	7	8	8	9	9	9	10	9	11	9	12	11	11	11	11	12	12	13	14	15	12	14	14	13	15	17	15	17	15	15	16	16	15	17	18	17	18	18	0	1	7	7	2	2	2	9	7	4	6	7	4	11	10	11	11	6	16	21	16	10	16	14	14	21	24	0	25	21	14	25	28	27	17	25	25	33	38	44	21	38	35	31	34	39	17	53	31	44	31	43	43	49	54	53	50	47	1	1	1	2	3	2	1	1	1	2	2	3	1	3	1	1	2	3	1	1	1	2	2	1	1	1	1	1	2	2	2	2	2	1	2	2	2	2	1	2	3	1	3	1	3	2	8	2	2	2	3	2	1	1	1	2	3	3
40000	-299.579404211332246	-298.034924638553719	-1.544479572778502	0.000083282989864	0.000022246473504	0.267119054442444	0.631498415359561	-1	0	2	2	5	3	1	4	4	3	5	5	5	8	6	4	7	6	7	6	7	8	8	9	9	9	8	9	11	10	11	10	12	12	10	13	12	13	14	14	13	14	13	13	15	16	15	15	15	15	16	16	16	17	18	17	17	18	0	1	2	7	16	3	2	7	7	4	16	7	10	18	11	7	20	11	4	12	20	12	12	27	14	11	21	0	25	20	35	25	28	24	20	32	32	33	33	35	31	33	30	31	34	39	43	43	40	40	48	47	47	50	54	48	50	53	1	1	2	1	1	1	1	3	1	1	1	2	2	2	1	3	1	1	3	1	1	2	3	1	1	4	1	1	2	2	1	1	3	1	2	3	2	1	1	3	2	2	3	2	1	1	2	2	1	1	1	1	1	2	1	1	2	1
40500	-344.948098687234506	-343.385693477053508	-1.562405210180978	0.000159376643552	0.000041062600374	0.257645031662310	0.529100799666891	-1	0	2	2	4	1	1	4	4	4	4	5	3	8	6	6	7	6	6	8	7	8	8	9	9	8	8	9	11	10	12	10	12	12	12	13	12	12	13	15	11	14	14	14	15	17	14	14	15	14	16	16	15	17	18	17	18	18	0	1	6	7	6	2	2	4	4	4	4	5	7	15	10	10	8	6	9	21	19	8	19	26	18	5	15	0	32	27	26	17	28	24	27	29	22	28	38	50	27	38	18	35	34	42	31	31	44	35	53	47	35	53	54	52	40	53	1	1	1	1	2	1	1	1	2	2	1	1	2	1	1	1	3	4	2	1	1	2	2	1	3	3	2	1	1	2	4	1	3	2	1	2	2	3	1	1	2	2	6	2	3	3	2	1	1	1	1	2	2	2	1	1	3	1
