step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58
10000	-318.189545008963421	-316.695023938721135	-1.494521070242302	0.000103200349721	0.000030809241492	0.298538150063137	0.598496727861131	0	1	2	2	4	3	3	4	4	4	5	5	5	8	6	6	7	6	7	8	7	8	7	7	8	9	10	9	10	9	12	11	12	10	11	13	12	13	14	15	13	14	14	14	13	17	13	17	15	15	15	16	16	17	18	15	18	18	0	1	2	2	6	2	4	4	4	6	10	5	6	8	7	12	18	12	16	17	11	7	11	11	4	24	24	0	24	21	20	25	28	22	17	32	32	33	38	41	31	33	31	31	27	39	35	52	43	30	43	47	56	50	54	43	44	56	1	1	1	1	1	2	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	3	2	2	3	2	2	1	2	2	3	3	3	2	4	2	1	1	1	2	1	1	1	2	2	1	2	1	1	3	1	2	1	2	1	1	2	2
10500	-279.870875473322769	-278.174995570631893	-1.695879902690899	0.000105723907110	0.000021651807285	0.204795754119067	0.645492288977120	0	1	2	2	4	3	3	4	4	4	5	5	5	6	6	6	7	6	7	8	6	8	8	9	9	9	7	9	11	8	12	10	12	12	11	13	11	13	14	14	13	14	14	13	15	17	15	17	15	15	15	16	15	17	18	17	18	18	0	1	2	2	2	2	4	7	7	7	4	7	10	12	7	7	18	2	16	17	12	15	18	30	30	30	11	0	25	11	17	30	28	30	17	25	25	28	33	44	34	38	31	31	34	39	35	53	40	40	43	43	43	50	54	43	50	53	1	1	1	1	1	1	1	1	1	1	3	1	1	1	2	1	1	3	1	1	1	2	1	1	1	1	1	1	2	2	2	2	2	4	4	2	2	1	2	1	1	1	2	1	2	2	3	2	1	1	1	2	1	2	1	2	2	2
11000	-320.776069575377107	-319.208196276880642	-1.567873298496466	0.000143643446342	0.000036615392119	0.254904717561363	0.660414314843789	0	1	2	2	2	2	3	4	4	4	5	5	5	8	5	5	6	6	7	8	7	7	6	8	8	9	10	8	10	10	12	11	11	12	12	13	12	13	14	15	13	14	14	13	15	17	15	17	15	15	15	16	16	17	18	17	17	18	0	1	2	2	2	2	4	4	7	4	8	6	10	11	9	4	16	1	12	21	17	10	12	21	11	17	21	0	25	24	32	25	28	26	20	37	32	33	38	44	30	38	35	31	34	38	17	53	44	30	31	51	51	44	57	53	43	56	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	2	1	2	2	1	1	1	1	1	1	2	3	1	2	1	1	2	2	2	3	1	1	2	1	2	2	1	2	1	3	1	5	1	1	3	3	1	1	2	1	1	2	1
11500	-325.850784225543009	-324.333578007269693	-1.517206218273309	0.000097160054107	0.000027517190037	0.283215054685806	0.551322847865409	0	1	2	2	5	3	3	4	4	4	4	4	5	6	6	6	7	6	6	8	7	7	8	8	9	9	10	9	11	10	12	11	10	12	12	13	12	13	14	15	13	14	12	14	14	16	14	17	15	14	13	14	16	17	18	15	16	18	0	1	2	2	6	2	4	7	7	7	4	4	10	7	11	4	7	5	9	17	12	18	19	18	21	24	26	0	25	16	20	25	28	27	7	29	25	33	33	31	31	33	17	31	34	42	19	51	44	35	43	35	44	57	54	35	44	47	1	1	1	1	1	1	1	1	1	1	2	2	1	2	2	2	2	1	2	1	3	1	1	2	2	1	1	1	2	2	3	1	1	1	5	2	3	2	3	3	1	3	4	1	2	2	5	2	1	2	1	2	2	1	1	2	2	3
12000	-328.629371435988958	-327.171419018457527	-1.457952417531424	0.000139022636653	0.000045660221317	0.328437313637920	0.549945462060918	0	1	2	2	5	3	3	4	4	4	5	5	5	8	6	6	7	6	7	8	7	7	8	8	8	9	10	9	11	10	12	11	12	12	12	12	12	12	14	15	11	14	13	14	12	15	14	17	15	14	16	16	16	17	18	17	17	16	0	1	2	2	6	2	4	4	4	4	7	4	10	9	7	7	16	6	16	21	16	11	16	21	18	24	21	0	25	22	8	25	28	24	29	30	25	28	38	44	17	33	31	35	30	33	30	53	35	41	35	35	44	44	54	43	40	47	1	1	1	1	1	1	1	2	1	2	2	2	1	2	2	2	1	3	1	1	1	2	2	1	1	1	3	1	3	2	6	2	2	2	1	2	1	2	1	1	3	1	1	1	1	2	3	1	3	2	1	3	1	3	1	3	1	1
12500	-297.946332917811844	-296.327523835069314	-1.618809082742557	0.000130978997227	0.000030406693385	0.232149382947426	0.506363177132243	0	1	2	2	5	3	3	4	4	4	5	5	4	7	6	6	7	6	7	8	6	7	8	9	9	9	10	9	11	10	12	11	12	11	12	12	12	12	13	13	13	13	14	14	15	17	15	17	15	15	16	16	16	17	18	17	17	18	0	1	2	2	6	3	4	7	7	7	7	4	6	21	7	10	8	7	16	21	12	15	18	20	17	17	24	0	25	24	30	25	28	26	27	24	25	28	33	31	35	38	31	40	1	39	17	43	40	44	45	47	43	50	50	53	50	45	1	1	1	1	2	1	1	1	1	1	2	2	1	1	2	1	3	2	1	2	1	1	2	1	2	2	1	1	2	1	2	2	2	1	1	2	2	3	1	1	1	1	1	1	10	2	3	2	2	1	1	1	2	2	3	1	2	2
13000	-339.265797011794632	-337.683598352145282	-1.582198659649335	0.000133819013316	0.000033190403814	0.248024574322766	0.510834614719063	-1	0	2	2	5	2	3	4	4	4	4	4	5	8	6	6	7	6	7	7	7	8	7	9	9	9	10	9	11	10	12	8	12	12	11	13	12	11	14	12	12	14	14	14	15	17	15	16	15	15	13	16	16	17	18	17	18	17	0	1	1	2	6	2	4	2	4	3	7	7	4	13	13	5	5	12	10	16	12	13	10	10	32	10	13	0	25	18	17	18	28	26	27	25	20	28	33	35	17	38	51	40	34	39	51	43	26	41	41	49	43	44	54	53	44	48	1	1	1	2	3	2	1	2	1	2	1	1	2	1	1	1	1	2	2	1	2	2	3	4	1	2	2	1	2	4	3	2	2	1	1	1	4	2	2	1	3	2	1	2	2	2	2	2	5	2	1	1	1	1	1	1	3	1
13500	-277.384643418589974	-275.872750262714476	-1.511893155875480	0.000114059226818	0.000032692554617	0.286627882102130	0.781128980873587	0	1	2	2	5	3	3	4	4	3	4	5	5	8	6	6	7	5	7	8	6	7	8	9	9	8	10	9	11	9	12	11	11	12	10	13	11	13	14	13	13	14	14	12	15	17	15	17	14	15	16	16	15	17	18	17	16	17	0	1	2	2	6	2	4	6	4	4	7	11	10	8	5	12	21	7	16	21	5	12	22	12	18	18	30	0	24	20	35	25	28	37	20	32	25	33	38	44	31	38	44	32	34	33	43	53	40	31	53	47	43	57	57	53	50	53	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	2	2	2	1	1	1	1	2	2	1	1	1	2	2	1	1	1	1	1	2	1	2	4	1	2	1	2	1	1	1	1	2	1	1	2
14000	-309.403739443050483	-307.706734608066085	-1.697004834984399	0.000135893019701	0.000027782588072	0.204444555965152	0.640719393875103	0	1	2	2	4	3	3	3	4	4	5	4	5	7	6	6	7	5	7	8	7	7	8	9	9	8	10	8	11	8	11	10	12	12	12	12	11	12	14	15	13	14	14	13	15	17	15	17	15	15	16	16	16	16	18	17	18	18	0	1	2	2	6	4	4	4	6	7	4	2	10	6	6	13	5	7	11	17	18	12	16	17	21	7	30	0	25	21	20	24	28	27	31	25	25	28	38	44	31	38	44	35	27	39	41	51	41	41	43	47	40	49	54	53	54	48	1	1	1	1	1	1	1	1	1	1	1	3	1	1	2	1	1	2	1	1	2	1	2	2	1	5	2	1	1	1	2	1	2	2	1	2	2	3	2	2	1	1	1	1	2	2	2	1	2	1	2	1	1	1	2	1	1	1
14500	-318.530582995095017	-317.036444467224328	-1.494138527870668	0.000094219360154	0.000028154115743	0.298814550396170	0.500757827082039	0	1	2	2	5	3	3	4	4	4	5	5	5	8	6	6	7	5	6	8	7	7	8	8	9	9	10	9	10	10	11	11	11	12	11	13	12	13	14	15	11	14	14	13	14	17	15	17	15	15	16	16	15	17	17	16	18	18	0	1	2	2	2	2	4	7	7	7	7	10	10	7	18	5	6	8	2	17	12	15	19	19	17	14	17	0	25	24	17	25	28	20	17	32	30	33	38	41	20	38	44	14	30	39	43	53	35	27	43	47	43	50	41	43	50	48	1	1	1	1	3	2	1	1	1	1	2	1	1	2	1	1	1	1	3	1	2	1	2	1	2	1	3	1	1	2	4	2	2	3	2	2	1	1	1	4	1	1	1	3	4	1	1	2	3	5	2	1	1	2	3	2	2	1
15000	-269.464937648026819	-267.786786378212696	-1.678151269814142	0.000111244524302	0.000023416204505	0.210493097541711	0.766288583627761	0	1	2	2	5	3	3	4	4	4	5	4	5	7	6	6	7	6	7	8	7	5	8	9	9	9	10	9	11	10	12	10	12	12	12	13	12	13	13	15	13	14	14	14	14	17	15	17	15	15	15	16	16	17	17	17	18	18	0	1	2	2	12	4	4	7	4	4	8	6	12	12	10	11	6	13	15	21	15	9	15	20	17	15	20	0	25	24	30	25	28	27	30	17	32	28	33	44	20	33	35	35	34	39	43	53	35	43	43	47	51	50	50	53	50	56	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	4	1	1	1	1	1	2	1	2	3	1	1	2	1	2	1	3	1	2	3	2	1	1	1	2	2	2	1	2	2	1	1	1	1	1	1	1	2	2	1	2	1
15500	-293.350973774292413	-291.863473135843151	-1.487500638449244	0.000068940403522	0.000020938401339	0.303717417793480	0.544996866407653	0	1	2	2	5	3	3	4	4	4	5	4	5	8	6	6	7	4	7	8	5	7	7	8	9	9	10	9	11	10	12	10	12	12	11	12	12	13	14	15	12	14	13	14	15	17	14	17	15	15	15	16	15	16	18	16	18	18	0	1	2	2	6	2	4	4	7	7	7	4	10	11	12	8	7	7	15	17	7	21	11	11	11	24	26	0	25	24	35	25	28	24	17	32	32	33	38	41	22	38	21	35	34	39	43	53	44	44	43	47	43	50	54	53	50	56	1	1	1	1	2	1	1	2	1	1	2	2	1	3	1	1	2	1	1	1	2	2	1	2	3	1	1	1	1	2	1	1	2	2	3	2	2	1	1	2	5	1	4	2	1	2	1	1	1	1	1	2	2	1	2	1	2	1
16000	-277.531877197257018	-275.631572484371873	-1.900304712885162	0.000096106220678	0.000014947595099	0.155532024809633	0.706939666413326	0	1	2	2	5	3	3	4	4	4	4	5	5	8	6	5	7	6	6	8	6	7	7	8	9	7	10	9	11	10	12	10	12	11	11	11	12	13	14	14	12	14	14	14	14	17	15	17	15	15	15	16	16	16	18	17	18	17	0	1	2	2	4	4	4	4	4	7	4	7	10	18	11	7	21	12	16	17	12	18	19	17	20	11	21	0	32	24	27	24	28	30	21	25	36	33	38	35	20	33	41	31	34	39	43	53	35	40	43	47	51	50	54	43	50	43	1	1	1	1	1	1	1	2	2	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	2	1	1	2	2	2	2	1	3	2	1	1	1	3	1	2	2	1	2	2	1	1	2	1	1	1	1	1	2	1	2	2
16500	-314.855658266813577	-313.417987070494405	-1.437671196319183	0.000093822386988	0.000032749274769	0.349056081605531	0.639027833253916	0	1	2	2	5	3	3	4	4	4	5	4	5	8	6	6	6	4	4	8	7	8	8	8	9	7	8	9	11	7	10	11	12	12	11	13	11	10	14	15	11	13	12	14	15	17	14	17	14	15	16	16	16	17	18	15	18	18	0	1	2	2	6	3	4	4	4	7	18	7	10	30	4	7	18	7	7	16	17	12	16	30	20	12	26	0	25	18	16	25	38	35	20	25	30	28	33	44	21	33	31	35	35	39	43	53	35	44	44	47	56	50	50	43	50	52	1	1	1	1	2	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	2	1	2	2	2	1	2	2	2	1	2	1	4	1	2	2	3	3	2	1	2	1	2	2	1	2	2	1	2	1
17000	-292.930969864014912	-291.445490972863070	-1.485478891151844	0.000096685374186	0.000029513439907	0.305252373028657	0.584610212241625	-2	1	2	2	5	3	3	4	4	4	5	5	5	8	6	6	7	5	6	8	6	8	8	8	9	9	10	9	11	10	12	11	12	12	12	13	12	11	13	15	13	14	14	13	14	16	14	17	15	15	16	16	16	17	18	16	18	18	0	1	2	2	6	3	4	7	4	7	4	4	10	7	4	4	16	4	18	21	18	15	19	16	24	16	21	0	25	20	20	25	38	30	17	25	30	28	38	35	35	33	44	16	37	39	31	43	35	35	43	47	40	50	50	40	40	48	1	2	1	1	1	1	1	1	2	1	2	2	1	2	2	3	1	1	1	2	1	2	2	2	1	3	4	1	1	2	3	2	1	1	2	2	2	1	2	3	1	1	1	5	2	3	2	2	2	2	1	2	1	2	2	1	3	1
17500	-275.074413476153040	-273.612791934099903	-1.461621542053147	0.000083376393003	0.000027103041511	0.325068530004938	0.676088492335985	0	1	2	2	5	3	3	4	4	4	5	5	5	8	6	6	6	6	7	8	7	7	8	9	9	9	7	9	10	10	11	11	12	12	10	12	12	10	14	15	13	14	14	13	14	16	15	17	15	15	16	16	16	16	18	17	18	16	0	1	2	2	6	4	4	7	4	4	10	7	9	11	12	4	11	4	16	17	17	16	19	27	27	27	12	0	25	27	21	25	38	26	24	32	25	28	33	44	34	33	31	35	34	33	43	53	44	44	43	47	43	50	49	53	54	43	1	1	1	1	2	1	1	1	2	2	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	2	2	1	1	2	2	2	2	2	1	1	3	1	2	2	1	2	2	2	2	4	1	1	2	2	2	1	1	1	3	1	2	1
18000	-282.714719357340414	-281.136259435775855	-1.578459921564570	0.000077447611114	0.000019344881312	0.249780219609142	0.647128229506744	-1	1	2	2	5	2	3	2	3	4	5	5	5	8	6	6	6	4	7	8	7	8	8	9	9	9	8	9	10	10	11	11	12	12	12	13	11	10	14	15	13	13	14	14	15	17	15	16	13	15	16	16	15	17	18	17	17	18	0	1	2	2	6	1	4	2	2	7	4	18	9	18	4	18	18	7	15	17	17	15	17	27	27	17	17	0	25	24	20	25	38	30	20	25	25	28	42	35	31	38	31	35	34	39	43	53	35	31	43	47	43	50	54	43	50	48	1	2	1	1	2	1	1	1	2	1	2	1	1	3	2	2	2	1	1	2	1	1	2	1	1	2	2	1	1	1	3	2	2	2	2	4	2	1	1	3	2	2	2	1	2	3	1	1	1	1	2	1	1	2	1	3	2	2
18500	-298.179914863344436	-296.606420230054027	-1.573494633290403	0.000086435693323	0.000021795178891	0.252154845448422	0.666339346886754	-2	1	2	2	4	1	3	4	4	4	3	5	5	6	6	6	6	5	7	8	7	8	8	9	9	6	10	9	10	10	12	11	11	11	11	12	12	12	14	13	13	14	13	14	15	17	14	16	15	15	15	16	16	17	18	14	18	18	0	1	6	2	2	1	2	7	11	11	4	4	10	4	18	12	12	4	14	17	17	14	14	14	17	18	24	0	25	24	17	25	28	24	24	29	29	28	38	31	35	38	31	40	31	42	31	51	40	31	43	47	56	50	54	43	50	53	1	2	1	1	2	1	2	1	1	1	1	1	1	4	1	1	1	2	1	1	1	1	1	2	3	1	1	1	1	1	3	2	2	2	1	1	2	1	2	1	1	2	1	1	2	2	1	1	2	2	1	2	2	2	1	1	2	2
19000	-316.633039246508247	-314.996307135798986	-1.636732110709262	0.000114162915756	0.000025702440494	0.225138262493259	0.608801051880680	0	1	2	2	5	3	3	4	4	4	5	5	5	8	6	5	7	3	7	8	7	8	7	8	9	9	10	9	10	10	12	11	12	9	10	12	12	13	14	15	13	14	14	14	13	17	12	17	15	15	16	15	16	17	18	15	18	18	0	1	2	2	6	2	4	4	18	18	7	18	10	16	4	18	15	4	16	17	13	19	15	21	10	24	24	0	25	11	35	25	28	24	34	35	25	33	38	41	31	33	30	31	9	39	30	56	44	31	40	47	56	40	54	43	40	43	1	1	1	1	2	1	1	2	1	1	2	2	1	1	1	2	1	1	2	1	2	1	1	1	2	1	2	1	1	3	2	2	2	1	1	2	2	1	1	2	1	2	1	2	4	2	2	2	1	3	1	2	1	2	1	1	2	2
19500	-344.301100906550005	-342.772108808676023	-1.528992097873995	0.000147472290718	0.000040699934448	0.275983605121352	0.624277931045455	0	1	2	2	5	3	3	4	4	4	3	5	5	8	6	5	5	6	7	7	7	8	6	8	9	9	10	9	11	10	12	10	12	12	12	11	10	12	14	14	13	14	11	14	14	15	14	16	13	15	15	16	16	17	17	17	18	17	0	1	2	2	1	1	4	4	11	7	4	7	10	19	12	7	11	11	9	17	17	12	12	19	6	19	24	0	25	24	43	25	28	32	27	21	21	28	38	31	34	38	22	34	34	39	35	40	34	49	21	47	50	40	44	52	50	48	1	1	1	1	3	3	1	2	1	1	1	1	1	1	1	1	1	3	1	1	2	2	1	1	2	2	2	1	1	2	1	1	2	2	2	2	3	2	1	2	1	2	2	2	1	1	1	2	1	1	4	2	1	2	2	1	2	1
20000	-291.291100030169446	-289.586228455459434	-1.704871574710019	0.000108727056043	0.000021965193586	0.202021413853281	0.748907962306513	0	1	2	2	5	3	3	4	4	4	5	5	5	8	6	6	5	6	7	8	6	6	7	8	9	9	8	9	10	10	12	10	12	12	11	12	12	11	14	15	12	14	13	13	15	17	14	17	15	15	16	16	16	17	18	15	18	17	0	1	2	2	6	2	4	7	7	7	7	7	10	18	7	11	10	11	11	17	17	12	11	11	27	14	21	0	25	24	20	25	38	35	30	25	25	28	33	35	14	38	41	35	34	39	43	56	44	44	40	47	43	50	41	43	50	56	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	2	2	1	1	2	1	1	2	2	1	1	1	1	2	2	2	2	3	2	3	1	2	1	2	1	2	1	1	1	2	3	2	2	2	3	1
20500	-354.992718672251385	-353.577601921734924	-1.415116750516479	0.000109524380997	0.000041337658941	0.377428829681381	0.699311838806086	0	1	2	2	4	2	3	4	3	3	5	5	5	8	6	6	7	4	7	8	7	8	6	9	8	9	8	9	11	9	11	11	12	12	9	12	10	10	14	15	12	14	14	14	15	17	15	17	15	14	15	16	16	17	18	17	16	18	0	1	2	2	2	1	4	7	6	4	4	18	10	11	11	4	7	7	16	17	11	21	11	27	21	16	21	0	37	16	27	37	38	24	21	25	25	28	33	50	1	33	41	35	34	42	41	53	31	35	35	47	49	43	50	41	44	35	1	1	1	1	2	2	1	1	1	1	1	1	2	2	1	2	1	1	1	1	2	1	1	1	1	3	1	1	1	3	3	1	2	1	1	3	2	1	1	1	6	1	2	3	2	2	1	1	3	3	3	1	1	2	4	3	2	3
21000	-350.164306369638439	-348.654438567607599	-1.509867802030836	0.000122828826141	0.000035369248057	0.287955597790359	0.617177970174594	0	1	2	2	5	3	3	4	4	4	3	5	5	8	4	6	5	6	7	7	7	7	8	9	9	9	10	9	10	8	12	11	12	11	12	12	10	10	14	15	13	14	14	14	13	17	15	17	15	15	16	16	15	17	18	15	18	18	0	1	2	2	8	4	4	4	7	6	4	6	10	17	4	7	7	13	7	5	6	18	16	30	21	21	20	0	21	21	25	12	38	30	24	34	16	28	38	35	27	33	17	35	32	38	31	53	35	31	53	53	44	40	50	27	50	56	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	2	1	3	1	2	1	2	2	2	1	1	1	1	4	2	3	2	1	2	1	3	2	1	2	5	2	1	4	2	2	2	2	1	1	1	2	1	2	2	1
21500	-354.847267967170978	-353.339192366751490	-1.508075600419489	0.000162435004565	0.000046966975597	0.289143191287973	0.535134693253592	0	1	2	2	5	3	3	3	4	4	5	4	5	8	6	6	7	6	7	8	7	8	8	8	9	8	10	8	10	9	12	11	12	12	10	12	12	10	14	15	11	13	14	14	15	17	14	17	15	14	16	13	16	16	16	16	18	16	0	1	2	2	1	2	4	4	7	4	4	4	12	7	7	7	10	10	16	17	4	18	12	16	24	15	30	0	25	17	30	25	38	35	23	11	24	28	42	43	21	38	31	30	24	39	14	53	44	37	43	5	44	40	31	31	54	43	1	1	1	1	3	1	1	1	1	2	2	2	1	5	1	1	1	2	1	1	3	2	3	1	1	1	1	1	1	1	3	2	2	2	2	4	2	1	1	1	3	2	2	3	4	3	4	1	1	2	1	2	2	1	2	3	2	1
22000	-325.333009305709766	-323.899932546725267	-1.433076758984506	0.000132560267105	0.000046964427589	0.354287363888092	0.642681457512292	0	1	2	2	5	3	3	4	4	4	4	5	5	8	6	5	7	5	6	8	6	8	7	8	9	9	9	9	11	10	12	11	12	10	11	13	11	11	14	15	13	13	13	13	15	16	15	16	15	14	14	15	16	17	18	17	18	18	0	1	2	2	2	3	4	7	7	4	4	7	9	23	12	11	21	10	11	17	18	16	18	18	19	17	23	0	27	17	17	25	38	21	30	25	25	28	42	44	32	33	31	31	34	39	41	47	44	44	43	35	51	44	54	43	50	56	1	1	1	1	2	1	1	1	1	2	2	2	1	1	1	1	1	1	2	1	1	2	2	3	1	2	1	1	2	3	4	2	1	2	1	1	1	1	1	1	1	1	1	1	3	2	2	1	1	1	1	3	2	3	1	3	2	1
22500	-281.347663651038658	-279.828843930683774	-1.518819720354899	0.000105052208824	0.000029645533742	0.282198100108832	0.703039453262137	0	1	2	2	5	2	3	4	4	3	4	5	5	8	5	6	7	6	7	6	7	8	8	8	9	8	10	9	11	9	11	10	12	12	12	13	12	13	14	14	12	14	14	14	15	17	15	17	15	15	13	13	15	17	18	17	18	18	0	1	2	2	6	2	4	7	7	4	4	4	10	11	11	11	20	12	5	5	20	19	16	17	24	20	24	0	27	24	17	25	28	30	31	32	25	28	33	35	31	33	51	41	27	39	52	53	51	44	31	27	43	40	54	53	50	56	1	1	1	1	3	1	1	1	1	1	1	2	2	2	1	2	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	1	1	3	2	2	1	2	1	2	1	2	3	2	2	2	1	1	2	2	1	2	1	1	2	1
23000	-342.356628049428480	-340.802744894868454	-1.553883154560013	0.000129886459187	0.000034036950239	0.262051567589174	0.479402075271837	0	1	2	2	5	3	3	4	4	4	5	5	4	8	6	5	7	6	7	8	6	8	8	9	9	9	10	9	11	10	12	11	12	12	12	13	12	13	14	15	12	14	13	13	15	16	14	17	15	15	14	16	16	17	18	16	17	18	0	1	2	2	10	3	4	6	4	4	4	7	7	7	6	7	21	7	11	21	11	15	16	17	21	18	18	0	27	17	24	30	28	27	27	24	32	28	28	31	21	33	20	17	27	33	31	31	20	7	43	47	51	43	57	35	31	43	1	1	1	1	1	1	1	1	2	2	3	2	1	4	2	2	1	2	1	2	1	2	3	2	2	3	2	1	1	2	3	1	2	2	2	3	1	3	3	2	4	2	2	4	2	2	2	5	4	5	1	2	1	3	1	2	3	3
23500	-341.389916158621702	-339.946643235513022	-1.443272923108655	0.000126326008350	0.000043327850305	0.342984400999943	0.519139676996013	0	1	2	2	4	3	3	4	4	3	5	4	5	8	6	6	5	6	7	7	7	8	5	9	9	9	9	8	11	9	12	11	12	12	11	12	12	12	12	14	13	14	14	13	14	16	15	16	15	15	16	16	16	16	18	17	17	18	0	1	2	2	6	3	4	4	7	4	7	7	10	20	6	13	12	7	11	17	7	16	12	13	19	16	18	0	30	17	4	25	28	27	17	29	11	28	28	41	18	38	44	20	26	38	35	43	40	35	43	44	43	40	57	48	40	48	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	1	1	2	2	2	4	1	1	3	1	1	3	1	2	3	6	2	4	3	5	1	5	3	3	1	3	2	1	4	2	3	3	2	1	2	1	2	2	2	1	1	2	1
24000	-305.916802896964327	-304.320082133430844	-1.596720763533457	0.000119742641596	0.000028912359002	0.241454160493539	0.611292664814845	0	1	2	2	5	3	3	4	4	4	5	5	5	7	5	5	7	6	6	8	7	8	8	9	9	9	10	9	11	10	12	11	12	12	11	13	12	11	14	14	13	14	14	12	15	17	15	16	15	15	16	16	15	17	18	17	17	17	0	1	2	2	6	3	4	4	4	4	4	8	10	7	4	7	15	7	11	17	12	7	19	20	11	5	24	0	27	24	35	30	38	17	27	37	32	28	33	44	17	33	44	22	34	39	31	43	40	43	47	43	44	50	50	48	40	53	1	1	1	1	2	1	1	1	1	2	2	1	1	2	3	2	2	2	1	1	1	3	1	1	4	3	1	1	1	1	1	1	1	3	1	1	1	2	1	2	4	2	2	1	1	2	3	1	1	1	1	1	3	2	1	1	2	2
24500	-308.604450339136463	-307.012696395638216	-1.591753943498258	0.000134969480470	0.000032886430464	0.243658272594015	0.608949243007106	0	1	2	2	4	3	3	4	4	4	4	3	5	8	6	5	7	6	7	6	7	8	8	8	9	9	10	9	11	10	11	11	12	12	12	13	12	12	14	15	13	14	14	11	12	17	15	15	15	15	16	16	16	16	18	17	17	18	0	1	2	2	1	2	4	6	6	12	12	4	6	15	11	4	20	4	18	5	10	17	21	17	15	11	24	0	25	24	27	14	28	44	31	32	24	28	38	43	35	33	44	26	27	39	44	43	43	44	44	48	48	40	54	53	50	51	1	1	1	1	2	2	1	1	1	1	1	1	2	2	2	2	1	1	1	1	3	1	1	1	1	5	2	1	1	1	1	2	1	1	1	1	2	2	2	1	1	2	3	2	1	2	3	1	1	3	2	1	1	1	2	1	2	2
25000	-282.243833621374847	-280.738372731434538	-1.505460889940329	0.000075041612235	0.000021829436443	0.290897753826011	0.617571531971251	0	1	2	2	5	3	3	3	4	3	5	4	4	7	5	6	7	5	7	8	7	8	5	8	9	9	10	9	11	10	11	11	11	12	12	13	12	13	14	15	13	14	14	13	15	16	15	17	14	15	16	16	15	16	18	17	17	18	0	1	2	2	6	2	4	4	7	4	6	4	10	7	7	7	23	10	11	17	11	19	7	11	24	24	24	0	25	24	27	25	28	30	31	32	25	33	38	44	17	38	31	31	27	39	44	53	44	44	43	47	43	50	50	53	50	56	1	1	1	1	2	1	1	1	1	1	2	2	1	4	2	2	1	1	2	1	2	1	2	1	1	1	2	1	1	2	1	2	1	2	1	2	3	2	1	2	3	1	2	2	4	2	2	2	1	2	2	1	1	1	2	2	2	1
