step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	Tinf_109	Tinf_110	Tinf_111	Tinf_112	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	alpha_109	alpha_110	alpha_111	alpha_112	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108	kappa_109	kappa_110	kappa_111	kappa_112
1	-9605.446995101403445	-9603.984913016884093	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.995902359180151	0	2	3	2	5	3	3	3	5	4	4	6	4	5	5	6	5	6	5	8	6	6	6	6	6	6	8	7	7	8	7	7	8	8	9	8	8	9	8	11	9	9	9	9	9	9	9	9	10	10	10	10	12	10	10	11	13	11	11	11	11	12	12	13	12	12	12	12	12	12	12	12	15	13	13	14	13	13	13	13	14	13	13	13	14	14	15	14	14	14	14	14	15	14	15	15	15	18	16	15	18	16	17	17	17	18	18	19	19	20	21	21	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	2	4	3	3	3	4	3	3	5	3	4	4	5	4	5	4	6	5	5	5	5	5	5	6	6	6	6	6	6	6	6	7	6	6	7	6	8	7	7	7	7	7	7	7	7	8	8	8	8	9	8	8	8	10	8	8	8	8	9	9	10	9	9	9	9	9	9	9	9	11	10	10	11	10	10	10	10	11	10	10	10	11	11	11	11	11	11	11	11	11	11	11	11	11	13	12	11	13	12	13	13	13	13	13	14	14	15	16	16
500	-1212.036027414211048	-1209.020718788584418	-3.015308625626569	0.000010014651616	0.000055443538574	5.536242367449169	0.334380152141159	0	1	3	2	5	3	2	2	5	4	4	6	3	3	5	6	5	4	4	5	6	6	6	6	6	6	8	5	5	6	4	7	8	8	7	7	6	8	8	8	9	6	9	9	9	7	9	9	9	10	10	10	12	10	10	9	13	11	11	11	11	12	11	13	12	11	12	12	11	12	12	12	13	13	13	14	13	13	12	13	12	12	13	13	14	14	15	14	14	14	14	14	15	14	13	15	15	18	16	14	18	16	17	17	17	18	18	19	19	20	21	19	0	1	1	1	8	8	2	2	10	8	14	7	8	8	11	8	13	13	13	10	9	11	15	17	18	19	12	11	31	20	7	22	28	28	29	20	20	30	31	26	27	29	38	28	28	37	38	31	39	33	43	44	45	46	46	29	48	42	50	45	51	28	43	31	51	35	29	29	42	28	61	44	54	35	35	38	31	48	35	35	69	69	58	35	60	29	29	35	31	31	29	81	56	48	35	45	63	42	42	42	91	82	56	29	35	42	29	35	0	42	20	0	1	1	2	2	2	1	1	1	1	2	1	3	1	1	1	2	1	1	1	1	1	1	1	1	2	2	2	1	1	1	2	1	2	2	2	2	1	2	2	2	1	1	1	4	4	1	1	5	1	2	1	1	2	2	3	4	3	4	1	2	1	5	2	8	2	2	5	6	3	6	1	3	3	5	5	3	6	4	5	5	1	1	2	3	3	6	10	7	10	10	7	2	5	5	5	5	3	10	8	7	4	1	6	8	9	9	12	10	1	13	15	1
1000	-978.916103317214947	-976.509022530119751	-2.407080787095147	0.000010029357828	0.000034855117547	3.475309002157733	0.386480719052018	0	1	3	2	5	3	3	2	4	4	4	5	3	3	5	6	5	5	4	5	6	6	6	6	6	6	8	6	5	7	4	6	8	8	7	8	7	8	6	10	8	6	9	9	8	9	9	9	9	9	9	10	12	10	10	9	13	10	10	11	10	11	12	13	11	11	11	12	12	12	11	12	15	13	13	14	12	13	11	13	12	12	13	11	13	13	15	14	14	14	13	14	15	14	15	15	15	17	16	15	18	16	17	17	17	18	18	19	19	19	21	20	0	1	4	1	7	8	8	2	6	6	14	10	8	8	14	8	13	13	13	31	9	14	15	17	18	19	16	14	31	20	6	11	28	28	29	20	20	30	31	26	28	29	20	28	28	37	38	31	39	45	30	44	33	46	35	35	67	56	50	50	51	44	43	39	51	56	29	42	58	59	51	52	54	56	42	43	49	49	35	56	58	84	69	56	60	56	29	42	20	31	35	81	58	69	84	60	63	81	82	84	74	82	95	35	99	92	56	84	0	35	35	0	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	2	2	2	1	1	2	1	1	1	1	2	2	2	1	2	1	2	2	2	2	2	2	1	2	4	1	1	2	3	2	2	1	4	2	1	1	1	3	1	3	2	2	1	1	2	1	1	2	6	2	2	4	4	2	2	1	1	2	4	6	4	3	3	3	3	2	1	1	2	2	4	9	8	8	9	5	1	4	2	2	2	3	3	2	4	3	3	1	8	1	4	8	8	1	11	13	1
1500	-824.564358428236574	-822.428390372123090	-2.135968056113474	0.000010079772327	0.000027232323680	2.701680434416219	0.420514290527956	-1	1	2	1	5	3	3	2	5	4	4	5	3	3	5	6	5	4	4	5	6	6	6	6	6	6	8	5	6	7	4	7	8	7	9	8	8	9	7	11	9	9	8	9	9	9	9	9	10	9	10	9	10	10	10	10	11	9	11	11	11	10	12	13	12	12	11	12	12	12	12	12	15	13	13	14	13	12	13	13	13	13	13	12	14	13	15	13	14	14	14	14	15	14	15	15	15	17	15	15	17	16	17	17	17	17	18	19	19	20	21	21	0	1	4	1	8	8	8	2	10	8	14	6	8	8	11	12	13	13	13	31	7	28	15	17	18	19	7	14	20	20	6	22	34	28	29	39	30	30	31	26	27	29	20	33	33	37	30	31	39	33	43	33	45	46	46	29	38	29	50	50	51	52	43	39	51	56	35	56	58	50	51	62	54	56	58	43	49	48	35	56	69	69	69	58	60	67	29	35	43	39	67	81	69	69	84	85	89	92	82	84	35	99	94	29	102	92	58	105	0	58	56	0	1	1	1	2	3	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	2	1	1	1	2	2	4	2	1	2	1	1	1	2	2	1	1	2	2	3	1	2	2	1	1	1	2	2	2	1	2	1	1	1	1	2	1	1	2	2	1	1	2	5	2	2	2	2	3	2	2	2	3	2	3	4	2	2	3	2	1	1	1	1	2	2	8	3	3	7	2	1	2	2	3	1	1	3	1	3	7	1	2	10	1	2	8	1	1	8	11	1
2000	-758.300110349612623	-756.271173426777295	-2.028936922835345	0.000010056983573	0.000024305410424	2.416769426772822	0.520042964414228	0	1	2	2	4	3	3	2	5	4	4	5	3	3	5	6	4	5	4	5	6	5	6	6	6	6	8	6	7	8	6	7	8	8	9	8	8	7	8	9	9	7	8	9	9	9	9	9	10	9	9	9	12	10	10	11	13	10	11	11	11	10	12	12	12	11	10	12	12	11	12	12	15	13	13	14	13	13	13	13	13	13	13	11	14	14	12	14	13	14	14	14	14	14	15	15	15	18	15	15	18	16	17	17	17	18	18	19	19	20	21	20	0	1	1	1	8	8	8	2	8	8	14	5	8	8	11	12	13	13	13	6	6	14	15	17	18	19	6	14	20	20	20	22	28	28	29	20	20	20	31	26	27	20	20	33	33	37	38	31	48	33	30	33	45	46	46	35	63	42	50	50	51	52	43	49	61	35	29	67	58	50	61	62	54	68	58	61	49	49	56	87	69	58	69	58	60	56	30	75	63	48	56	81	82	84	84	85	89	92	69	84	87	99	94	42	102	92	58	105	0	92	42	0	1	1	2	2	2	1	1	1	2	2	1	1	1	1	1	1	1	2	1	2	3	2	1	2	1	1	2	3	2	3	1	1	2	1	1	2	2	1	2	3	1	2	2	1	1	1	2	3	1	1	1	1	2	1	1	2	1	2	2	2	2	1	3	2	1	1	2	2	2	2	1	2	2	1	3	2	1	3	2	1	1	2	1	1	2	2	1	1	1	4	3	1	1	3	3	1	1	2	1	3	6	1	2	9	1	2	8	2	1	6	12	1
2500	-731.868737413010194	-729.883126648747634	-1.985610764262567	0.000010323841027	0.000023789656938	2.304341656977821	0.479108362158628	0	1	3	1	5	3	3	2	4	4	4	6	3	3	5	4	5	4	4	5	6	6	6	6	6	6	8	7	7	8	6	7	8	8	9	8	7	8	8	8	9	9	9	9	9	8	9	8	10	9	9	10	10	10	10	11	13	10	11	11	11	11	12	11	12	12	11	11	11	12	12	12	15	13	13	13	13	13	13	12	13	13	13	12	13	14	14	14	13	14	14	14	14	14	14	15	15	18	15	15	18	16	16	17	17	17	18	18	19	20	21	20	0	1	4	1	6	8	8	2	8	6	14	16	8	8	14	7	13	13	13	6	7	11	15	17	18	19	10	5	20	20	20	22	28	28	29	20	20	20	31	26	27	29	38	33	33	20	38	31	48	33	20	44	45	46	46	35	37	35	50	50	51	52	43	49	61	56	35	29	58	50	61	62	54	56	58	43	64	49	68	56	58	69	69	69	60	80	56	75	43	77	80	81	82	84	84	85	89	92	58	84	87	99	94	35	99	92	84	105	0	92	29	0	1	1	2	1	2	1	1	1	2	1	1	2	1	1	2	1	2	1	1	2	3	1	1	1	2	2	3	2	2	2	1	1	1	1	1	3	2	2	2	2	1	1	1	1	1	2	1	2	2	1	2	1	1	1	2	2	4	1	2	2	2	1	2	1	1	1	2	2	1	2	1	1	4	2	3	3	2	3	2	1	3	2	2	1	2	1	2	1	3	1	1	1	1	2	1	1	2	3	5	2	3	1	1	8	1	3	6	1	1	5	12	1
3000	-719.922197940735941	-717.876100340317862	-2.046097600418078	0.000010621967336	0.000026148589889	2.461746403752594	0.599008069373220	0	1	3	2	5	3	3	2	5	4	4	6	3	3	4	5	4	5	4	5	6	5	6	5	6	6	8	7	7	8	6	7	8	8	9	8	8	7	8	11	9	8	9	9	9	8	9	9	10	9	9	10	11	10	9	11	10	10	11	10	11	11	12	12	12	12	12	12	12	12	12	12	15	13	12	14	13	13	12	13	13	13	13	12	14	14	12	14	12	14	14	14	15	14	15	15	14	17	15	15	18	16	17	17	17	18	18	19	19	20	21	19	0	1	1	1	7	8	8	2	8	6	14	5	8	8	14	7	13	13	13	10	9	11	15	17	18	19	6	11	20	20	20	22	28	28	29	38	20	20	31	19	27	29	20	33	33	38	30	31	39	28	38	44	45	46	46	29	38	42	50	50	51	52	43	49	51	56	56	35	58	50	61	62	46	56	58	43	49	64	29	56	58	69	69	58	60	80	35	75	20	77	35	81	82	84	84	85	63	81	69	84	87	99	94	35	102	81	84	105	0	92	92	0	1	1	3	2	2	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	2	1	1	2	2	2	2	3	1	2	1	1	2	1	1	2	2	3	1	1	3	1	1	1	1	2	2	2	2	1	2	1	1	1	2	1	2	1	2	1	2	1	2	1	1	2	2	2	1	1	4	2	2	2	3	1	2	2	3	1	1	2	3	1	2	2	2	1	3	1	1	2	2	1	1	1	2	3	3	1	2	8	1	3	4	1	1	5	7	1
3500	-651.401667575119745	-649.486823952805594	-1.914843622314142	0.000010655690022	0.000022632285795	2.123962478980268	0.554148975841102	0	1	3	1	5	3	3	2	5	4	4	6	3	3	5	4	5	5	5	5	6	6	6	6	6	6	7	6	7	7	6	7	8	8	9	8	8	8	8	10	9	9	8	9	9	8	9	9	10	9	9	10	12	9	10	11	13	11	11	10	11	11	12	11	12	12	11	12	12	12	11	12	14	13	13	13	12	13	13	13	13	13	13	13	14	13	15	14	14	14	14	14	15	14	14	15	15	18	14	14	18	16	17	17	17	18	17	19	18	20	21	21	0	1	4	1	7	8	8	2	10	7	14	16	8	8	11	7	13	13	13	6	9	11	15	17	18	19	6	11	20	20	20	22	28	28	29	30	30	30	31	19	27	29	30	33	33	30	38	31	48	33	43	44	33	46	46	42	38	42	50	50	51	52	43	49	61	56	29	29	58	50	51	62	54	67	58	43	64	64	67	56	58	69	58	58	60	67	79	75	63	77	80	81	99	84	84	85	76	92	58	84	87	99	94	35	102	92	94	105	0	92	92	0	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	1	2	1	1	1	1	3	2	2	2	1	1	2	1	2	1	1	1	2	3	2	2	1	1	1	1	1	3	1	1	1	1	2	1	2	2	2	2	2	1	2	1	4	1	1	1	3	3	1	2	1	1	2	2	2	3	1	2	2	2	2	1	1	2	4	1	1	1	1	2	1	1	1	1	1	1	2	1	3	1	2	2	2	4	1	2	2	1	1	6	6	1
4000	-664.715566137376641	-662.825629694413351	-1.889936442963281	0.000011783583521	0.000024290206359	2.061359883979163	0.606917548745658	0	1	3	1	5	3	3	2	5	4	4	6	3	3	4	5	5	6	5	5	6	6	6	6	6	6	8	7	7	7	6	7	8	8	9	8	7	9	8	11	9	6	9	9	9	8	9	9	10	9	9	10	12	10	10	11	12	11	11	10	11	11	12	10	11	11	11	11	12	12	12	12	15	12	12	13	13	12	13	13	13	13	13	13	14	14	15	14	12	14	14	14	15	14	15	15	14	18	14	15	18	15	17	17	17	18	15	19	19	20	21	21	0	1	1	1	7	8	8	2	10	7	14	16	8	8	14	7	13	13	13	10	9	11	15	17	13	19	10	14	20	20	20	22	28	28	30	37	20	30	31	19	27	20	30	33	33	37	30	31	31	28	30	44	45	46	46	35	38	35	50	50	51	52	61	48	51	35	35	30	58	50	61	62	54	68	58	63	78	64	68	35	58	69	58	58	60	80	74	75	43	77	80	81	99	84	84	85	89	92	58	94	87	99	100	87	99	92	94	105	0	92	92	0	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	2	2	1	2	1	3	3	2	2	1	1	1	1	1	1	2	2	2	3	1	1	2	1	1	1	1	2	3	2	1	1	2	2	1	2	2	1	2	1	2	1	1	1	2	1	2	3	1	3	1	1	2	1	1	1	1	2	1	3	2	1	2	2	4	1	2	2	3	1	1	1	1	1	2	1	2	1	3	1	2	1	2	2	3	3	1	1	1	5	4	1
4500	-621.434569690303647	-619.559084180498530	-1.875485509805111	0.000013066352532	0.000026462401863	2.025232504553953	0.666990970743491	-1	1	3	2	4	3	3	2	5	4	4	6	3	3	5	5	4	5	4	5	6	6	6	6	6	5	7	6	7	6	6	7	8	8	9	8	7	8	8	9	9	9	9	9	7	9	9	9	10	9	8	10	12	10	10	11	13	11	11	10	11	11	12	13	10	11	11	10	12	11	12	12	15	13	12	13	13	11	13	13	13	13	13	13	14	14	15	14	14	14	14	14	15	14	14	15	14	18	14	15	17	16	17	17	17	15	18	19	18	19	21	21	0	1	4	1	7	8	8	2	10	6	14	16	8	8	14	5	13	13	13	5	9	11	15	17	18	19	5	11	20	20	20	22	45	28	29	30	20	20	31	26	27	29	30	33	28	37	38	31	48	33	30	44	45	46	46	68	63	42	50	50	51	52	43	78	51	68	35	29	58	50	61	62	54	56	58	43	78	49	67	35	69	58	58	58	60	74	80	75	63	77	80	81	99	84	84	85	63	92	69	94	87	99	94	87	99	92	103	105	0	106	106	0	1	1	1	3	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	2	1	2	1	1	3	1	1	1	1	1	1	2	2	2	2	2	2	3	2	1	1	1	1	2	1	3	1	1	2	1	2	1	1	1	1	2	2	1	2	1	2	2	1	1	2	2	1	2	1	1	3	2	1	3	2	1	2	4	1	2	2	2	4	1	1	1	2	1	1	1	1	1	1	1	2	3	2	1	2	2	3	2	3	1	1	1	1	4	5	1
