step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42
40500	-322.629866362576195	-329.485354313535595	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.671050283643318	-8	5	1	9	11	17	12	21	26	21	25	31	20	13	28	29	22	29	28	29	30	31	29	35	33	28	28	40	32	36	37	28	37	49	37	43	43	38	41	41	46	55	0	1	1	0	0	4	4	7	17	6	4	17	5	0	17	8	5	8	14	17	11	27	9	12	15	17	5	9	17	11	19	13	24	36	21	32	35	0	30	24	33	36	1	3	1	1	1	2	1	2	1	1	2	2	2	1	1	1	1	1	3	2	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	2	1	1	2	2	2	2
41000	-314.046279641240915	-320.901767592200315	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.663207711596851	1	5	9	10	13	16	15	20	32	21	21	27	25	21	23	25	20	27	30	25	29	31	22	32	29	27	33	36	32	33	34	31	41	47	32	44	43	39	46	45	44	52	0	1	2	0	0	4	4	7	13	6	4	15	17	0	17	8	5	8	14	5	4	12	5	22	20	13	12	12	20	21	19	25	12	33	21	32	35	0	30	27	13	36	1	1	1	1	1	1	1	1	2	1	2	1	2	1	1	1	1	1	3	2	4	1	2	1	1	1	1	2	2	1	1	1	2	2	1	2	2	1	2	2	2	1
41500	-318.242801223373590	-325.098289174332990	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.754581494287185	0	4	11	6	13	16	11	21	35	24	20	29	22	24	24	26	24	30	27	30	28	30	29	32	27	30	28	37	32	34	32	34	38	50	35	42	36	35	41	46	43	51	0	1	2	0	0	4	4	7	27	6	4	5	5	0	5	8	5	16	14	27	6	13	15	20	17	13	5	17	15	11	19	12	24	12	21	32	35	0	30	41	15	36	1	1	2	1	1	2	1	2	2	1	2	2	2	1	2	1	2	1	1	1	1	1	1	1	1	2	1	2	1	3	1	1	2	3	1	1	1	1	2	1	2	1
42000	-300.916554527674350	-307.772042478633750	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.778707693686215	-5	1	12	9	14	14	14	19	33	22	21	31	26	19	27	25	21	27	26	24	25	31	32	31	33	28	29	34	27	35	26	36	36	49	38	43	40	38	38	47	44	50	0	1	2	0	0	4	4	7	15	7	4	15	5	0	17	8	5	16	14	5	11	13	20	15	27	5	5	12	20	21	14	25	15	25	30	32	35	0	30	9	24	36	1	1	2	1	1	1	1	1	1	2	2	1	2	1	1	2	1	1	2	2	1	1	2	1	1	1	2	1	1	1	1	1	2	2	1	2	1	1	1	2	2	1
42500	-317.143820961080905	-323.999308912040306	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.711809146397569	-3	7	9	11	13	15	16	17	27	22	24	24	23	23	28	26	23	24	26	29	29	31	31	34	31	29	36	33	29	33	33	28	39	45	39	44	44	39	37	42	44	50	0	1	2	0	0	4	4	7	5	7	4	5	5	0	5	8	5	8	14	5	11	9	12	12	32	13	20	23	5	21	14	12	20	15	30	32	35	0	30	27	40	36	1	1	1	1	1	1	1	1	2	1	3	2	2	1	3	1	3	2	1	2	1	1	2	1	1	1	1	1	2	1	1	1	2	3	2	2	1	1	1	1	1	2
43000	-308.821036197098749	-315.676524148058149	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.731163806709516	1	5	9	12	12	16	15	19	26	20	22	25	27	27	24	24	18	21	28	27	28	31	27	36	32	30	33	35	29	33	35	33	36	49	37	43	41	38	43	42	45	49	0	1	2	0	0	4	4	7	12	7	6	5	15	0	17	8	5	8	14	15	11	20	15	20	17	13	12	15	9	21	19	5	25	36	30	27	35	0	30	27	33	32	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	2	2	1	2	2	1	1	2	3	1	1	1	1	1	1	2	2	1	2
43500	-303.944252929430036	-310.799740880389436	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.691141851299145	0	3	9	7	13	17	13	20	24	19	29	31	25	23	25	26	26	28	27	32	26	31	23	30	34	28	32	34	28	35	31	33	38	47	37	44	43	42	38	47	44	54	0	1	2	0	0	4	4	7	5	7	4	5	5	0	5	8	5	16	14	13	6	13	5	5	24	13	9	17	15	21	19	24	27	25	21	32	35	0	30	28	33	36	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	2	2	1	1	1	1	1	2	3	1	1	1	2	1	1	1	1	1	2	2	2	1	1	1	2	1	1
44000	-332.792716273817291	-339.648204224776691	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.758900715959363	-6	4	8	12	11	15	17	20	28	21	21	25	23	19	27	24	25	25	29	23	30	31	30	34	29	30	36	31	31	33	35	32	35	44	39	40	41	36	44	51	36	53	0	1	2	0	0	4	4	7	20	4	6	5	5	0	5	8	5	8	14	5	11	15	12	28	12	13	9	25	15	21	19	20	32	15	30	32	35	0	30	36	9	32	1	1	1	1	1	1	1	1	1	2	1	2	2	1	3	1	3	2	2	2	1	1	1	1	1	1	2	1	1	1	1	3	1	4	1	1	1	1	4	2	2	2
44500	-306.026971923929352	-312.882459874888752	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.767272421099649	-4	6	9	6	14	14	15	17	24	22	28	25	23	15	24	26	26	25	26	30	30	30	29	35	28	27	31	35	29	35	36	33	41	48	40	42	43	43	39	47	44	47	0	1	1	0	0	4	4	7	5	7	6	5	5	0	5	8	9	8	14	12	11	13	12	27	9	9	17	27	9	21	19	25	27	36	30	32	39	0	30	27	13	36	1	1	1	1	1	1	1	1	2	2	2	2	1	1	2	2	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	3	3	1
45000	-317.038098335617804	-323.893586286577204	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.662308512015273	-2	2	12	10	14	12	16	23	26	22	19	29	29	23	25	29	24	26	26	30	27	30	34	32	32	31	27	36	31	32	36	33	35	49	36	44	43	42	41	43	45	50	0	1	1	0	0	4	4	7	5	7	4	9	17	0	5	8	5	8	14	5	11	17	24	12	27	13	5	9	27	21	14	27	12	36	30	32	30	0	30	27	28	32	1	1	2	1	1	1	2	1	2	1	2	1	1	1	2	1	2	1	1	2	1	1	1	2	1	1	2	2	1	1	2	1	1	2	1	2	2	1	1	2	1	2
45500	-314.760545877786626	-321.616033828746026	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.761246207444238	-4	2	10	7	11	15	15	19	33	20	22	29	26	20	24	27	25	17	27	29	30	32	30	35	32	30	27	36	30	34	30	34	40	45	38	44	43	37	42	47	48	52	0	1	2	0	0	4	4	6	12	7	7	27	5	0	5	8	5	7	14	17	6	27	17	20	20	13	5	12	15	21	14	17	9	27	30	32	35	0	21	33	36	36	1	1	2	1	1	2	1	1	1	1	1	1	2	1	2	2	2	1	2	1	3	1	1	1	1	1	2	2	1	1	2	2	2	1	1	2	1	1	2	1	1	1
46000	-321.188622767091829	-328.044110718051229	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.649985304848243	0	5	11	7	13	16	12	21	31	22	28	24	25	27	24	26	27	28	29	25	31	28	29	35	33	29	34	29	29	32	31	33	35	48	37	39	40	43	45	43	41	54	0	1	2	0	0	4	4	7	28	7	6	5	5	0	5	8	5	8	14	5	11	12	5	9	17	17	28	20	20	21	14	23	15	15	30	32	35	0	35	9	20	25	1	1	1	1	1	1	1	2	1	2	2	2	2	1	3	2	2	1	1	2	1	1	3	1	1	1	1	1	1	1	2	1	2	2	1	2	1	1	1	1	3	3
46500	-297.718547277204948	-304.574035228164348	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.715197139778091	0	7	5	8	12	15	13	17	34	21	22	31	22	19	25	25	27	30	28	28	26	24	31	32	30	26	33	39	32	31	34	34	38	44	38	44	42	33	44	46	49	49	0	3	1	0	0	4	4	7	20	7	6	15	5	0	5	8	5	8	14	15	11	13	17	5	15	22	20	20	15	21	19	25	12	25	30	15	35	0	30	9	40	36	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	1	1	1	1	3	1	1	1	1	1	1	1	1	2	2	1	2	1	1	2	3	1	1
47000	-317.012904670968737	-323.868392621928137	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.914273147465524	-2	6	3	10	15	15	17	20	30	22	20	27	24	23	27	24	25	26	29	30	26	27	32	33	28	32	31	36	29	35	36	34	41	38	31	43	44	40	43	44	47	52	0	3	1	0	0	4	4	7	17	6	6	5	5	0	17	8	5	16	14	15	11	13	12	20	17	13	25	24	17	21	14	25	24	12	21	32	35	0	35	29	9	36	1	1	1	1	1	1	2	1	1	2	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	1	1	2	3	2	2
47500	-321.732501537902863	-328.587989488862263	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.665881314440382	-5	9	0	11	15	14	13	19	34	21	26	27	27	24	27	26	24	21	29	26	33	33	32	35	34	20	34	33	29	35	38	35	36	45	39	38	43	42	44	47	41	52	0	3	1	0	0	4	4	7	20	7	4	26	26	0	5	8	5	8	14	5	11	13	12	28	12	5	26	20	20	21	14	28	5	28	30	32	35	0	30	27	33	36	1	1	1	1	1	1	1	1	2	2	2	2	1	1	2	1	3	1	1	2	1	1	1	1	2	1	3	2	1	1	2	1	3	2	1	1	1	1	1	2	1	2
48000	-303.454987249653186	-310.310475200612586	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.710071853452731	0	3	10	10	14	16	16	21	35	19	21	31	18	25	25	27	20	27	29	22	27	31	27	27	32	24	33	28	30	36	32	30	41	50	40	36	42	43	42	48	42	46	0	1	2	0	0	4	4	7	24	6	7	13	5	0	17	8	5	8	14	17	11	15	17	20	28	13	24	5	15	21	14	15	28	36	30	32	35	0	30	41	27	36	1	1	1	1	1	1	2	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	2	1	2	2	1	2	1	1	1	1	1	2
48500	-306.258881224666311	-313.114369175625711	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.735114480006486	-8	5	11	9	9	14	14	17	24	19	21	28	26	24	29	28	25	30	26	31	30	29	28	38	33	28	36	35	33	35	32	32	35	51	39	42	41	42	41	49	47	53	0	1	2	0	0	4	4	7	5	7	6	9	9	0	13	8	5	8	14	15	11	13	5	20	13	13	32	20	12	21	19	9	12	36	30	32	35	0	21	24	33	36	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	2	3	2	1	1	2	1	3	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	2	1
49000	-336.578925419976315	-343.434413370935715	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.537688758619311	1	3	5	9	13	15	12	17	30	21	27	30	26	18	26	26	17	32	29	28	30	30	27	32	29	29	31	35	30	32	38	33	36	43	39	40	41	37	47	46	47	50	0	1	2	0	0	4	4	7	17	6	6	5	5	0	5	8	5	8	14	17	11	13	5	5	15	13	5	26	15	21	19	9	24	9	11	32	30	0	21	22	15	34	1	1	1	1	1	1	1	1	3	1	2	2	3	1	2	2	2	3	2	2	1	1	2	2	1	1	4	1	1	1	2	1	1	3	2	1	2	1	2	3	2	1
49500	-297.469409945524376	-304.324897896483776	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.728415855383041	-1	4	9	10	12	14	14	21	33	24	15	29	23	25	23	25	24	27	27	31	28	33	32	34	30	28	26	36	30	31	32	36	41	48	39	46	43	42	46	41	47	55	0	1	2	0	0	4	4	7	27	7	4	27	5	0	5	8	5	8	14	12	11	13	12	20	15	13	15	20	17	21	19	9	20	33	21	32	35	0	30	27	28	36	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	1	1	3	2	2	2
50000	-303.006884301412470	-309.862372252371870	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.846819991616624	1	6	8	9	13	16	15	18	33	20	20	25	27	22	24	23	25	29	30	29	29	32	29	31	33	30	26	32	30	32	36	32	35	47	41	39	44	37	46	39	47	55	0	1	2	0	0	4	4	7	15	7	4	5	12	0	5	8	5	16	14	27	11	12	27	27	20	12	15	20	27	21	14	12	17	25	30	32	35	0	30	33	40	36	1	1	1	1	1	1	1	1	2	1	3	2	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	2	1	2	2
50500	-315.347999880835118	-322.203487831794519	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.639814266220767	-4	7	9	12	12	15	16	18	34	19	24	30	27	24	25	27	22	31	29	30	29	31	30	22	31	28	35	36	31	35	31	33	37	49	39	44	44	37	37	46	38	56	0	1	2	0	0	4	4	7	17	7	6	24	24	0	5	8	5	16	14	5	11	13	17	5	15	24	20	12	5	21	14	17	25	25	39	9	35	0	21	41	28	36	1	1	1	1	1	1	1	1	2	1	2	1	1	1	2	2	2	1	1	2	1	1	2	1	2	1	1	2	3	1	1	4	1	3	1	2	1	1	2	2	1	3
51000	-304.191963185827319	-311.047451136786719	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.659700494309604	-2	4	2	9	14	11	14	20	32	23	25	22	23	20	28	27	28	26	23	26	28	31	30	32	30	29	33	39	30	34	33	35	39	49	37	43	43	40	41	47	44	53	0	3	1	0	0	4	4	7	20	7	6	5	5	0	13	8	5	8	14	12	11	17	12	20	17	20	20	22	20	21	14	25	5	36	30	32	35	0	30	41	33	36	1	1	1	1	1	1	2	1	1	1	2	2	2	1	1	2	2	1	1	1	1	1	2	1	1	1	2	1	2	1	2	1	4	1	1	2	2	1	1	1	1	1
51500	-342.732377121159402	-349.587865072118802	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.655546180155835	0	6	9	10	10	13	17	22	35	24	25	22	25	20	24	26	19	26	25	25	28	30	34	32	31	25	35	38	28	31	30	33	39	49	37	45	43	40	48	37	43	55	0	1	2	0	0	4	6	6	5	7	4	5	5	0	5	7	5	8	14	12	4	13	24	20	12	12	12	12	20	21	14	17	12	9	30	32	35	0	11	20	27	36	1	1	1	1	1	1	1	2	4	1	4	2	2	1	2	1	2	1	2	1	2	1	1	2	1	1	2	2	1	1	2	1	2	1	2	2	2	1	4	2	1	1
52000	-323.329949490606452	-330.185437441565853	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.660687027223949	2	5	10	10	11	15	13	20	33	22	21	27	27	22	23	28	22	28	26	25	28	28	32	26	24	27	33	39	31	33	33	31	41	46	35	37	37	30	45	49	42	52	0	1	2	0	0	4	4	7	24	7	4	5	5	0	5	8	5	8	14	5	11	17	25	17	17	15	12	9	17	21	19	17	15	33	30	27	35	0	30	41	27	36	1	1	1	1	1	1	1	2	1	2	2	2	2	1	2	1	2	3	1	2	1	2	1	1	1	1	2	1	2	1	2	2	5	1	1	1	1	1	2	2	1	2
52500	-317.680646246320975	-324.536134197280376	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.743403681092571	0	7	3	6	12	16	14	21	33	20	27	26	24	23	24	25	19	29	28	29	31	31	31	23	29	31	28	32	28	34	32	31	41	50	35	40	40	41	39	50	44	53	0	3	1	0	0	4	4	7	20	7	4	5	24	0	5	8	5	8	14	17	11	13	15	5	24	15	17	5	24	21	14	25	20	9	21	32	35	0	11	33	33	33	1	1	1	1	1	2	2	1	1	1	2	2	1	1	2	1	1	2	1	1	1	1	1	3	2	2	1	3	1	1	2	1	2	3	1	2	1	1	2	1	1	2
53000	-308.381608820393012	-315.237096771352412	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.759716794405797	0	7	5	8	13	15	15	22	35	24	22	30	22	19	27	29	28	27	27	27	32	24	34	38	33	28	34	40	28	35	37	35	38	45	39	42	42	41	44	50	45	55	0	3	1	0	0	4	4	7	12	7	4	17	5	0	5	8	5	8	14	5	11	13	17	27	17	13	15	9	13	10	19	15	9	25	30	32	35	0	30	28	24	36	1	1	1	1	1	1	2	1	1	1	2	1	2	1	2	2	2	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	2	1	2	1	1	2	2	1	2
53500	-320.848539930777918	-327.704027881737318	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.678007865709600	-3	6	6	9	14	16	13	18	34	24	24	22	26	23	27	26	25	30	28	33	30	31	30	34	30	31	29	40	31	32	29	34	37	48	39	41	42	36	38	49	45	56	0	1	1	0	0	4	4	7	5	6	6	5	5	0	5	8	5	16	14	5	11	12	12	17	12	13	5	33	17	21	14	15	20	17	30	20	35	0	30	9	28	36	1	2	1	1	1	2	1	1	2	1	1	2	2	1	3	2	2	2	1	2	1	2	1	1	1	2	3	1	1	1	1	2	1	3	2	1	1	1	2	2	1	2
54000	-330.907470947622528	-337.762958898581928	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.695420094311417	-12	-1	7	6	9	11	14	17	32	19	22	32	22	15	21	26	23	22	29	26	26	26	32	34	30	28	36	34	33	29	31	34	37	48	34	38	38	34	42	48	40	48	0	1	2	0	0	4	4	7	13	6	6	20	5	0	5	8	5	8	14	5	11	17	20	12	20	17	15	12	17	21	14	13	12	25	30	32	35	0	30	33	27	25	1	2	1	1	1	1	2	1	2	1	2	1	2	1	2	1	2	2	2	2	1	1	2	1	1	1	2	1	1	1	3	1	1	2	1	1	1	1	2	2	1	3
54500	-324.653144400759857	-331.508632351719257	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.751572099930738	-3	5	-1	11	13	16	13	19	26	16	25	30	23	21	19	24	24	25	26	32	30	26	33	36	30	31	34	31	32	33	37	34	36	49	42	42	40	42	43	47	47	54	0	3	1	0	0	4	4	7	5	7	6	5	5	0	5	8	15	8	14	15	11	15	28	28	9	13	5	22	12	21	19	9	20	27	30	27	21	0	30	33	24	36	1	2	1	1	1	1	1	1	2	1	2	3	2	1	1	1	2	2	1	2	1	1	1	1	1	2	2	2	1	1	2	1	1	1	1	1	3	1	2	2	2	2
55000	-335.395326122061306	-342.250814073020706	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.612051747726803	-8	7	-1	4	10	14	11	19	32	21	28	28	27	24	23	24	27	27	27	31	32	32	30	28	30	23	32	37	22	36	31	35	41	46	42	40	40	37	45	43	48	49	0	3	1	0	0	4	4	7	15	6	6	5	5	0	5	8	5	8	14	12	11	13	12	5	5	5	15	5	5	21	14	17	20	36	37	25	30	0	30	27	20	36	1	2	1	1	1	2	1	2	2	1	3	2	2	1	2	1	3	2	1	1	1	1	1	4	4	3	1	4	2	1	2	2	2	1	1	1	1	1	2	2	3	2
55500	-317.883036350457132	-324.738524301416533	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.856521503024380	1	3	7	11	11	17	15	19	28	22	28	23	25	15	25	29	26	25	22	30	32	30	28	33	29	31	35	38	30	31	32	35	41	47	32	42	41	37	35	40	47	55	0	1	2	0	0	4	4	7	17	7	6	5	5	0	5	18	12	8	14	9	11	17	5	9	13	17	9	20	13	11	19	25	27	28	11	32	35	0	11	24	28	36	1	1	1	1	1	1	1	1	1	2	1	1	2	1	2	1	1	2	2	1	1	1	2	1	1	1	1	2	1	1	2	1	1	2	1	2	2	1	1	1	2	1
56000	-298.072722513299766	-304.928210464259166	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.814826022456102	-1	4	7	11	13	14	15	20	30	18	21	22	24	24	29	25	21	31	27	24	31	27	33	29	33	29	35	37	30	35	29	34	38	47	39	40	39	39	43	45	43	46	0	1	2	0	0	4	4	7	5	7	6	5	17	0	5	8	5	8	14	5	11	13	24	5	20	13	9	24	17	21	14	12	15	25	30	32	30	0	30	9	33	36	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	1	2	1	1	2	2	1	1	2	1	1	1	2	1	1	1	2	2	2	1	1	1	1	1	2	1	1
56500	-332.456195175036100	-339.311683125995501	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.693731129533484	1	5	7	6	9	16	16	21	31	19	27	27	21	23	23	29	22	23	24	22	27	30	30	31	28	29	26	37	31	36	36	34	38	47	40	43	42	37	40	46	48	52	0	1	2	0	0	4	4	6	12	4	10	5	5	0	20	8	5	8	14	5	6	17	17	5	15	17	15	9	17	11	14	25	9	15	30	32	39	0	30	33	28	36	1	1	1	1	1	2	2	2	1	2	2	2	1	1	1	1	2	1	1	2	2	1	2	4	2	1	1	1	1	1	2	1	1	3	1	2	1	1	2	2	2	2
57000	-316.177114738010289	-323.032602688969689	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.679927655308342	0	5	7	11	11	15	15	21	34	18	25	20	26	20	21	27	26	29	28	32	30	31	30	31	31	29	36	40	26	33	26	33	40	41	39	44	43	43	44	49	47	55	0	1	2	0	0	4	4	7	15	7	6	5	12	0	5	8	5	8	14	17	6	13	17	15	12	13	24	24	12	21	14	12	27	9	21	32	35	0	21	33	20	32	1	1	1	1	1	1	1	2	3	1	1	2	1	1	1	1	2	2	2	2	2	2	1	2	1	1	1	2	1	1	1	3	1	1	2	2	1	1	3	2	3	3
57500	-303.619277706420519	-310.474765657379919	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.631958932300960	0	3	8	10	14	12	16	22	34	20	27	33	24	24	22	28	26	24	28	30	31	28	34	23	32	28	32	34	26	35	32	29	39	49	38	41	43	41	41	41	46	56	0	1	2	0	0	4	4	7	15	7	6	17	5	0	5	8	5	8	14	5	11	13	15	5	17	13	17	27	15	21	14	15	12	24	30	32	35	0	30	27	40	36	1	1	1	1	1	1	1	1	3	1	2	1	2	1	1	2	2	1	1	3	1	1	2	2	1	1	1	1	1	1	2	1	1	2	1	2	1	1	1	2	1	3
58000	-311.375684584587020	-318.231172535546420	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.724268873972111	0	6	12	12	10	13	16	18	29	20	28	25	25	22	22	27	23	26	28	20	32	31	26	34	29	29	35	33	31	36	34	31	31	50	41	41	44	35	44	47	46	54	0	1	2	0	0	4	4	7	17	7	4	5	20	0	5	8	5	8	14	5	11	13	17	13	15	13	9	9	20	21	14	15	9	41	30	25	35	0	30	24	9	36	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	2	1	2	2	1	2	1	1	2	1	1	1	2	1	2	2	1	1	1	1	1	1	1	3	3	3
58500	-320.598620187208667	-327.454108138168067	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.765480249472293	-1	7	10	9	15	17	13	21	32	18	23	29	22	24	19	19	24	28	29	28	28	31	33	35	30	28	34	35	32	32	34	32	39	34	36	45	39	40	44	44	43	50	0	1	1	0	0	4	4	16	17	7	4	5	5	0	5	7	15	8	14	5	6	20	12	5	15	15	12	9	20	21	19	20	9	25	30	25	11	0	30	24	33	36	1	1	1	1	1	2	1	1	1	1	3	1	2	1	1	1	1	1	1	2	1	1	1	2	1	2	1	1	1	2	1	1	2	1	1	1	2	1	2	3	1	1
59000	-317.387540729638715	-324.243028680598115	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.711259919340248	0	6	8	9	14	15	13	20	27	19	13	31	26	18	24	26	22	29	26	26	29	33	32	34	28	31	31	36	33	34	33	36	41	49	42	44	39	43	45	44	48	57	0	1	2	0	0	7	4	7	5	7	4	20	5	0	5	8	5	8	14	5	6	27	9	27	20	13	20	12	9	21	19	25	24	25	37	32	30	0	30	12	40	12	1	1	1	1	1	1	1	2	2	1	1	1	2	1	1	1	3	2	2	2	2	1	1	1	1	1	1	1	1	1	1	2	2	4	1	1	1	1	2	2	1	4
59500	-303.210601905228827	-310.066089856188228	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.667992830141282	-2	5	11	6	13	17	14	17	34	25	24	30	26	24	25	24	24	29	28	29	29	32	33	30	29	30	35	39	32	35	33	33	33	45	41	40	43	43	45	49	44	52	0	1	2	0	0	4	4	7	20	7	6	15	17	0	5	8	5	8	14	15	11	17	20	15	13	13	9	27	17	6	14	20	15	25	30	33	30	0	30	41	28	36	1	1	1	1	1	2	2	1	1	2	1	1	1	1	1	1	2	2	1	1	1	2	1	1	1	1	1	1	2	3	2	1	2	3	1	1	2	1	2	1	1	2
60000	-296.053204408161378	-302.908692359120778	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.876155030010486	-1	4	8	9	14	14	16	21	30	20	22	24	23	24	26	25	27	28	30	32	28	31	32	34	31	27	25	38	33	32	32	33	42	34	40	39	43	40	44	46	48	49	0	1	2	0	0	4	6	7	27	7	6	5	5	0	5	8	5	8	14	12	11	13	12	15	15	13	5	24	9	21	14	25	28	25	30	32	35	0	21	33	33	24	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	2	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	2	1	1	3	1	1	2
60500	-318.255870231218751	-325.111358182178151	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.681850460564262	-2	1	8	9	11	14	15	21	31	24	26	25	21	24	17	28	18	29	26	32	30	30	29	35	26	26	34	38	31	34	35	36	42	47	39	42	42	42	45	48	48	55	0	1	2	0	0	4	4	7	15	4	4	5	5	0	5	8	5	8	14	25	11	13	15	26	12	13	12	5	15	21	19	27	20	25	30	24	35	0	30	33	33	36	1	1	1	1	1	2	2	1	2	1	2	2	1	1	2	2	2	1	1	1	1	1	2	2	1	1	2	2	2	1	1	1	1	4	1	1	1	1	2	1	1	2
61000	-318.301731144022824	-325.157219094982224	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.676288216697599	-4	5	11	1	14	13	11	21	27	20	28	22	26	22	25	25	21	24	29	32	31	33	33	33	28	32	32	39	31	35	33	32	40	50	40	38	42	42	43	45	46	55	0	1	2	0	0	4	4	7	5	6	4	5	5	0	5	8	5	8	14	12	11	17	9	5	13	15	17	27	15	21	19	9	24	25	30	32	35	0	21	27	28	36	1	2	1	1	1	2	2	2	2	2	3	1	2	1	2	1	1	1	2	2	1	2	1	2	1	1	1	2	2	1	1	1	1	2	2	1	1	1	2	1	2	2
