step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88
1	-1129.494281550733604	-1138.545124931185001	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.105235250105580	0	1	3	9	5	7	10	9	7	7	10	11	9	11	9	10	15	11	12	12	14	13	14	15	13	13	13	13	13	13	17	14	14	17	16	14	13	14	16	15	17	15	16	17	18	16	25	17	16	14	15	19	15	17	15	16	18	16	15	15	16	16	17	16	17	18	18	17	17	18	19	18	18	18	17	22	18	18	18	18	21	20	23	21	20	21	22	24	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
500	-331.328228213959221	-340.379071594410561	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.430269504872409	1	2	3	10	5	5	9	7	5	7	11	11	10	10	9	10	15	11	12	7	15	14	15	15	14	14	14	13	11	12	18	14	14	18	17	14	14	12	16	15	17	16	17	13	17	15	24	17	16	15	15	19	16	17	16	16	18	13	14	16	15	17	17	16	18	13	17	17	16	19	14	17	15	15	17	21	19	18	19	19	21	20	23	21	19	22	21	21	0	1	1	20	3	3	10	5	3	9	7	16	10	15	8	8	37	13	7	1	66	30	4	37	30	58	66	11	15	16	62	28	29	68	27	30	44	16	22	27	64	17	74	12	40	22	79	22	37	25	18	31	15	17	73	27	39	15	38	73	18	51	73	25	69	16	17	24	25	53	14	61	66	37	24	63	54	42	45	65	39	85	88	79	27	67	78	74	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1000	-268.835725443835713	-277.886568824287053	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.993073003059293	0	2	4	8	6	7	8	10	8	5	10	11	9	11	10	9	14	11	12	12	12	14	13	15	11	14	14	12	13	14	18	14	15	15	14	9	12	14	16	12	17	13	15	16	15	15	19	14	16	14	16	20	14	17	12	16	16	16	16	15	16	16	16	14	16	19	17	17	18	17	20	18	16	19	17	21	17	19	18	17	22	20	21	18	21	20	19	22	0	1	2	6	3	3	6	13	3	2	10	8	6	11	13	10	40	13	8	13	14	18	55	25	13	18	19	8	12	16	30	20	19	22	18	9	18	37	64	18	51	37	53	12	17	53	44	23	23	12	34	67	37	39	6	14	14	50	38	27	22	24	46	29	48	65	34	62	67	45	31	62	14	80	73	66	45	80	39	65	70	87	82	63	47	60	68	82	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1500	-255.858177044953266	-264.909020425404606	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.993498228993347	0	2	4	10	6	8	10	8	8	7	10	12	9	11	9	11	15	11	13	11	14	14	14	14	13	12	12	12	12	11	17	15	14	14	17	15	13	15	16	14	17	15	15	17	13	17	20	17	16	12	12	19	14	17	16	16	19	15	16	16	14	17	17	16	16	17	15	17	15	17	19	18	17	18	15	21	19	17	18	17	21	20	21	19	20	21	16	23	0	1	1	6	2	10	8	10	10	5	9	11	1	4	9	11	23	9	50	7	16	26	50	45	20	11	11	11	11	9	17	45	19	27	26	25	30	25	67	37	87	19	61	60	27	34	84	38	38	11	13	63	29	67	23	43	63	30	69	38	26	25	56	28	75	67	24	50	27	75	46	17	59	39	37	84	60	64	56	29	31	31	47	48	54	39	75	83	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2000	-265.173073866263394	-274.223917246714734	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996439925497634	1	2	4	9	5	6	10	8	8	7	11	11	9	11	8	8	12	12	6	10	15	14	10	14	14	11	14	13	14	12	17	12	13	17	14	14	11	14	16	13	17	14	15	18	18	13	24	16	16	14	13	17	15	18	16	16	14	15	15	13	15	16	16	16	17	15	18	18	17	18	18	15	19	15	17	16	19	18	19	18	20	20	23	19	20	22	20	24	0	1	2	8	3	5	8	6	19	19	10	13	8	15	19	3	7	8	5	8	32	12	13	26	14	13	18	37	12	23	39	16	17	60	60	30	13	17	43	32	21	60	27	63	58	26	81	72	51	46	26	38	24	60	22	24	40	42	27	7	25	25	59	36	22	29	62	31	53	61	39	25	68	60	74	36	57	48	60	42	64	71	86	61	68	73	80	86	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2500	-291.714814616768365	-300.765657997219705	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.935589533341736	0	2	4	9	5	8	7	9	5	7	10	10	9	9	8	11	15	12	11	13	14	13	12	15	13	14	9	12	14	12	18	13	15	18	16	11	12	13	15	13	12	14	17	17	17	16	23	14	11	14	15	19	14	15	16	17	14	16	16	16	15	14	16	15	16	18	14	17	15	18	12	18	15	19	18	16	19	15	17	13	18	20	24	15	18	17	21	23	0	1	1	10	2	3	9	7	2	9	8	27	9	5	5	11	20	11	27	16	20	49	16	53	41	80	10	16	25	36	29	19	80	67	53	10	49	13	41	71	4	71	55	35	17	80	52	37	14	37	42	76	23	32	50	33	11	26	69	42	22	22	22	80	17	44	23	57	22	43	6	63	40	43	58	64	31	67	38	28	62	66	88	71	64	29	85	85	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3000	-248.912993949254314	-257.963837329705655	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.991794016849012	-1	0	4	10	5	8	9	10	7	6	11	11	9	11	9	8	15	11	13	10	14	12	14	15	14	13	12	14	13	11	16	13	13	17	16	14	13	15	14	14	18	15	15	16	14	17	24	15	15	14	14	19	15	17	16	14	18	16	15	15	15	16	17	16	17	19	17	17	16	18	17	17	19	18	15	22	18	19	19	18	17	18	22	19	20	20	21	24	0	1	2	6	3	10	9	15	3	3	7	7	9	8	9	9	18	20	30	7	26	11	26	27	14	18	12	7	7	4	51	11	22	59	50	26	22	23	32	14	69	21	33	21	32	50	66	56	29	14	12	23	21	61	32	19	24	25	29	25	39	61	61	59	28	49	35	59	45	64	51	56	82	64	50	31	53	43	65	60	49	31	80	57	54	84	52	76	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3500	-255.787326861952522	-264.838170242403862	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999209858903311	1	2	4	10	6	4	10	8	7	5	10	12	7	11	9	11	15	9	13	13	13	12	14	15	13	12	13	13	13	12	17	14	15	17	16	12	14	14	16	12	18	16	16	16	19	15	25	15	16	13	14	19	15	14	15	16	17	15	16	15	17	16	17	15	17	17	18	17	18	15	17	18	15	19	18	22	19	18	16	18	21	19	22	14	16	21	21	21	0	1	2	18	10	2	15	10	10	6	18	7	5	7	8	11	19	8	22	11	7	7	25	23	16	4	40	16	40	11	44	11	51	39	25	4	26	28	46	7	62	7	32	55	72	21	83	38	36	14	36	35	21	25	50	4	33	38	51	16	42	25	62	27	38	25	48	49	39	20	55	84	51	31	43	36	41	62	60	62	45	75	87	21	12	77	61	77	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4000	-278.597946674189927	-287.648790054641267	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.987398044480093	-4	2	4	9	5	7	10	10	6	7	11	12	10	11	10	8	14	10	11	12	14	14	14	16	12	13	12	12	14	12	17	15	14	17	17	14	12	14	16	16	16	15	16	17	19	17	23	17	12	15	15	18	15	17	14	13	18	16	15	11	17	15	18	17	18	12	16	12	18	13	18	17	17	19	16	23	16	18	17	15	21	18	22	21	21	18	15	19	0	1	2	6	2	5	10	10	5	5	4	60	16	15	16	6	28	6	18	14	12	20	68	87	13	68	60	8	27	14	36	19	49	87	56	20	9	20	68	32	22	66	17	33	78	42	81	87	16	28	25	62	30	62	66	60	31	7	38	15	43	60	25	36	80	15	49	13	22	27	66	87	62	75	55	81	36	51	55	37	34	67	84	86	78	41	18	34	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4500	-270.501825086467932	-279.552668466919272	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.982290987201024	0	2	4	4	4	8	10	9	7	4	11	10	9	12	7	9	16	11	12	11	14	13	14	13	14	13	13	13	14	14	17	14	13	18	16	13	13	12	16	12	18	16	17	17	18	16	25	18	15	14	14	16	16	16	15	16	18	15	16	15	15	14	18	16	15	14	16	18	17	16	20	18	18	15	17	21	19	18	17	14	19	21	24	19	21	20	20	23	0	1	2	2	2	4	9	9	10	1	9	6	15	3	5	15	30	16	11	13	40	20	38	8	11	40	20	19	22	22	74	18	9	54	55	40	15	16	62	18	32	22	37	50	64	23	88	35	24	20	38	25	36	62	50	28	46	62	28	33	62	24	56	36	24	36	26	50	74	29	65	43	19	37	24	64	63	75	54	8	43	78	85	31	78	62	63	76	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
