"","type","n","prop.ances.ok","msup.ances","merr.date","prop.imp.ok","mu1.ok","mu2.ok","merr.pi"
"3c78c6b098","zuper",95,0.516129032258065,0.482646276595745,3.84269736842105,NA,0,1,0.0112219370858687
