step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30
26000	-160.900570135597007	-159.539636851708508	-1.360933283888508	0.000049474886105	0.000027693059592	0.559739734081027	0.670797055416776	-1	1	3	3	3	6	5	5	5	7	7	9	5	7	9	9	7	9	10	12	11	10	12	11	13	14	13	13	16	15	0	1	2	2	2	4	5	2	5	5	7	10	3	4	9	11	8	14	9	14	16	15	12	22	22	21	22	14	27	23	1	1	1	1	1	1	2	2	1	2	1	1	1	2	3	1	1	1	3	2	1	1	1	1	2	1	2	3	1	2
26500	-152.952842950388003	-151.582706599595383	-1.370136350792609	0.000076447515445	0.000036729787110	0.480457564857268	0.723071676081360	-1	2	4	4	5	7	4	5	6	7	9	8	6	7	9	10	8	9	11	10	12	9	12	11	14	13	13	13	15	15	0	1	2	2	7	4	2	3	5	5	7	7	3	3	7	11	8	8	9	13	16	9	20	22	22	16	24	14	22	28	1	1	1	1	1	1	1	1	1	1	2	1	1	2	3	1	2	2	1	2	1	1	1	1	3	1	1	3	3	1
27000	-158.263092967454554	-156.898288781169867	-1.364804186284684	0.000065895877706	0.000033587805138	0.509710262731937	0.587504992087755	0	2	3	3	5	7	4	5	6	8	8	8	7	7	10	10	8	9	10	11	12	11	13	12	14	13	12	14	16	15	0	1	2	2	7	4	3	3	5	5	8	7	8	2	10	7	13	17	9	17	12	15	8	22	22	10	22	20	25	28	1	1	1	1	1	2	1	2	1	1	2	2	1	2	1	4	1	1	1	1	2	1	3	1	2	3	1	2	1	1
27500	-139.769199135290762	-138.346848804531135	-1.422350330759640	0.000035733973618	0.000013133220058	0.367527557900213	0.966255526985337	0	2	3	5	5	6	4	6	6	8	7	8	6	7	9	9	9	10	9	12	12	12	11	10	15	14	13	15	14	16	0	1	2	3	7	4	2	3	5	11	7	11	3	8	9	11	8	13	9	23	16	24	17	15	22	21	24	20	27	28	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1
28000	-159.668697077484268	-158.307850095158756	-1.360846982325505	0.000043569121485	0.000024656128909	0.565908332975530	0.624390780663026	0	2	3	4	3	6	4	6	4	7	8	9	5	6	9	9	8	9	10	11	12	10	12	12	13	11	12	15	15	12	0	1	2	3	2	4	5	2	5	5	7	9	3	3	9	10	8	14	9	17	11	9	20	22	24	16	22	20	22	17	1	1	1	1	1	1	1	2	1	2	2	2	1	1	2	1	2	2	2	1	2	4	1	1	1	1	1	2	2	2
28500	-158.110562254888862	-156.247198307196697	-1.863363947692169	0.000093811015239	0.000015265897968	0.162730335336128	0.701525105664881	0	2	4	4	4	6	3	5	5	7	7	9	6	7	8	8	9	10	10	10	12	10	12	11	13	12	12	14	16	16	0	1	2	2	7	4	2	2	5	7	7	15	3	8	9	11	13	14	9	13	15	9	20	22	24	15	22	19	27	28	1	1	1	2	1	1	1	1	1	3	2	1	1	1	2	1	1	1	2	2	3	2	1	1	1	2	1	1	2	1
29000	-157.616722113473713	-156.058439135653032	-1.558282977820693	0.000056065322362	0.000014563266099	0.259755326210100	0.770494240202751	0	3	2	4	4	5	5	4	6	5	8	8	5	6	10	9	7	8	10	11	11	10	12	12	14	13	12	15	14	15	0	3	1	2	2	5	5	3	5	5	7	7	2	2	9	11	8	14	9	14	11	9	20	22	24	16	22	6	27	20	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	3	1	2	1	1	1	2	1	5	1	2
29500	-170.579909239997875	-169.173922037691710	-1.405987202306163	0.000056528751158	0.000046894253761	0.829564651628663	0.740812893064410	0	3	1	4	3	7	5	6	5	6	8	9	5	7	9	7	8	9	7	11	12	10	10	11	15	13	12	15	16	15	0	1	1	3	3	4	5	2	5	5	16	10	2	13	19	7	3	13	9	13	11	15	17	22	24	21	15	23	27	20	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	2	2	2	1	3	3	1	2	1	1	1	2	2	2	2
30000	-163.575119980948870	-162.212053138931111	-1.363066842017772	0.000039875317456	0.000024700551260	0.619444629806829	0.666520979588288	0	1	2	3	4	7	5	5	6	7	9	8	7	7	6	10	8	9	10	10	11	10	12	9	13	13	11	15	16	14	0	1	2	2	3	4	5	3	5	8	7	9	3	3	5	11	8	14	15	17	11	24	20	15	24	16	24	20	27	20	1	1	1	1	1	2	1	1	1	1	2	1	2	3	1	1	1	1	1	1	1	1	2	1	2	2	2	2	3	2
30500	-153.545983627043626	-152.138094126892724	-1.407889500150915	0.000055920274120	0.000021713848615	0.388300110410684	0.650318313009737	0	2	3	3	4	7	5	5	5	6	8	8	6	7	9	10	6	9	10	11	12	9	11	11	14	14	12	14	16	15	0	1	2	2	2	3	5	2	5	5	7	7	2	3	9	11	2	13	5	14	5	9	17	22	24	16	22	20	27	28	1	1	1	1	1	2	1	2	1	1	1	1	3	2	2	1	2	1	3	2	4	2	2	1	1	1	1	2	2	1
31000	-153.469711547754855	-151.816749134168106	-1.652962413586754	0.000056416511045	0.000012364136329	0.219158117016465	0.736351827216506	1	2	4	3	3	7	4	5	6	7	7	8	6	7	9	9	9	10	9	12	12	12	11	11	14	13	13	15	16	16	0	1	2	2	2	4	5	3	5	5	7	7	2	3	9	11	8	8	9	23	19	24	17	19	24	21	24	17	27	28	1	1	1	1	1	2	1	1	1	2	2	3	1	1	2	1	3	3	2	1	2	1	1	1	2	1	1	2	1	1
31500	-148.880376552104735	-147.310103445489489	-1.570273106615249	0.000072098960015	0.000018293135920	0.253722604542190	0.820572490669493	0	2	3	4	3	7	4	3	5	7	8	9	7	8	7	10	9	10	9	10	12	11	13	10	14	13	12	14	15	15	0	1	2	2	2	4	5	2	5	5	10	9	3	13	9	11	13	14	15	13	16	24	13	10	22	11	24	23	27	20	1	1	1	1	1	2	1	1	1	2	1	2	3	1	1	1	1	1	1	1	1	1	2	1	2	2	1	1	2	2
32000	-140.393056060969286	-139.022385282945862	-1.370670778023424	0.000054512483799	0.000037013209904	0.678985937240998	0.654587298635107	0	3	4	5	4	7	5	5	6	7	7	8	6	7	7	9	8	10	9	11	12	12	12	10	14	14	12	14	15	15	0	1	2	3	2	4	5	2	5	7	7	11	8	2	9	11	2	14	9	18	16	24	20	9	22	21	24	23	27	28	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	3	2	2	1	2	1	1	2	1	1	1	1	2	1
32500	-165.759786001495229	-164.329735641041879	-1.430050360453352	0.000088109224152	0.000031531559841	0.357868998899587	0.615491150593470	0	2	3	4	4	6	5	6	6	7	8	8	6	8	9	10	8	9	8	12	11	12	11	11	14	13	13	14	15	15	0	1	2	2	3	2	5	2	5	5	7	9	2	3	5	10	3	4	9	17	16	19	4	18	22	11	24	20	22	23	1	1	1	2	1	2	1	2	1	1	2	2	2	2	3	1	2	2	1	2	1	2	2	1	1	2	1	1	2	2
33000	-156.489196455950179	-154.972369621056060	-1.516826834894126	0.000062114695585	0.000017606749989	0.283455466114444	0.692027367148236	0	3	2	4	4	6	5	6	6	7	9	8	6	5	9	9	8	9	10	10	12	11	13	11	14	13	13	12	16	15	0	3	1	3	3	4	5	3	5	5	5	7	2	4	9	10	2	13	9	2	16	11	13	10	22	21	22	20	27	20	1	1	1	2	1	1	1	2	1	2	3	1	2	1	2	1	2	2	2	3	2	1	3	2	1	1	1	1	2	3
33500	-153.709760693465483	-152.322728187068776	-1.387032506396709	0.000044912056704	0.000034067595859	0.758540097241839	0.628674822273883	-1	3	2	4	4	6	5	5	6	8	8	8	7	7	9	9	8	9	9	10	11	12	12	11	15	13	13	14	14	16	0	3	1	3	3	4	5	2	5	7	7	7	2	8	9	7	2	13	10	3	11	10	20	11	24	21	22	23	27	28	1	1	1	1	1	1	1	1	2	1	2	1	2	1	2	2	2	1	1	5	2	2	1	1	2	1	1	1	1	1
34000	-133.022535985891409	-131.607346877956076	-1.415189107935321	0.000049483806803	0.000018671491003	0.377325274857791	0.727813707262775	0	3	2	5	4	6	5	4	6	8	8	8	7	7	9	10	9	9	9	10	12	11	12	12	14	14	12	14	15	15	0	3	1	2	3	4	5	3	5	5	7	7	8	3	9	12	13	14	9	13	11	19	20	22	24	21	22	23	27	28	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	1	1	1	2	2	2	1	1	1	1	1	1	1	2	1
34500	-133.938807217647536	-131.997811364425615	-1.940995853221928	0.000057239902108	0.000008484746202	0.148231319224483	0.881558136607212	0	3	2	5	4	4	5	4	6	7	7	9	6	7	9	9	8	9	9	10	12	11	12	12	13	13	12	15	14	16	0	3	1	6	3	2	5	3	7	5	7	7	8	8	9	11	13	14	9	14	16	19	20	22	22	21	22	20	27	28	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	3	1	1
35000	-149.155426316454395	-147.787485421038411	-1.367940895415992	0.000035312887250	0.000017334537324	0.490884169328723	0.759620650372983	0	2	1	5	3	3	4	6	6	8	8	9	5	8	10	9	8	9	10	11	12	11	12	11	13	14	13	14	16	16	0	3	1	6	3	3	5	13	5	9	7	10	2	8	9	11	13	14	9	17	11	19	17	9	24	21	24	23	27	28	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	2	2	3	1	2	2	1	1	1	1	2	1
35500	-134.492635783053856	-133.124582123958163	-1.368053659095689	0.000050055823655	0.000024542695852	0.490306503015147	0.889009973164246	0	3	2	5	4	6	5	5	6	7	8	8	6	8	9	9	8	10	10	10	10	10	12	12	14	13	12	13	16	14	0	3	1	3	3	4	5	2	5	8	7	10	2	13	9	11	13	14	9	8	11	15	20	22	22	21	22	20	27	20	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	1	1	1	1	2	1	1	1	2	2
36000	-172.817535583030121	-171.441614561786253	-1.375921021243868	0.000054829667751	0.000025143117018	0.458567743517618	0.491199089420041	0	3	2	4	4	6	5	5	6	6	9	9	6	8	8	9	8	9	10	11	11	12	10	11	15	14	10	14	15	16	0	3	1	3	2	4	5	2	5	5	7	15	8	13	5	5	13	8	9	17	9	27	17	9	27	21	10	17	27	20	1	1	1	1	1	1	1	1	1	1	2	1	1	1	3	3	1	2	2	2	4	1	1	2	2	2	3	4	3	3
36500	-157.357147383424575	-155.968183368715870	-1.388964014708704	0.000047655385510	0.000036524954052	0.766439168657625	0.638149776098008	0	1	3	5	5	7	4	5	6	6	9	7	7	6	9	9	8	9	11	10	12	10	11	12	15	13	12	13	15	15	0	1	2	3	7	4	3	3	5	5	7	5	14	3	9	7	3	14	9	8	16	9	17	19	24	11	22	13	27	23	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	2	3	2	2	3	2	2	2	1	1	2	1	3	2	2
37000	-128.506975044623232	-127.140068194382124	-1.366906850241097	0.000048250630550	0.000031553674159	0.653953612618689	0.942125721841049	0	1	2	4	4	6	5	6	6	7	7	7	5	6	9	8	8	10	8	11	10	12	13	11	13	12	13	14	15	16	0	1	2	3	3	4	5	13	5	5	7	7	4	13	9	11	13	14	9	17	16	24	20	15	22	21	24	23	27	28	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1
37500	-156.550374027571820	-155.084737997269485	-1.465636030302339	0.000075436190952	0.000024252027343	0.321490613951255	0.701345190421951	0	3	2	5	4	5	5	5	5	6	8	6	7	8	10	9	8	10	9	11	12	10	12	12	14	12	12	14	15	16	0	3	1	3	3	2	5	3	5	7	7	5	3	13	9	11	8	17	13	14	16	11	20	22	24	16	22	23	27	20	1	1	1	2	2	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	2	1	1	1	2	2	2	1	2	2
38000	-156.997370262600640	-155.636354017807406	-1.361016244793241	0.000044865322504	0.000026184163148	0.583616960406486	0.536206598998095	0	2	3	4	4	7	5	5	6	7	7	8	5	6	10	9	8	9	10	10	12	11	12	11	14	13	12	14	15	15	0	1	2	3	2	4	5	3	5	5	7	9	3	8	9	11	3	14	5	17	11	5	20	9	10	21	19	20	22	23	1	1	1	1	1	2	1	1	2	1	1	1	1	1	2	2	2	1	4	1	2	3	2	3	3	1	1	3	2	1
38500	-147.786334071158194	-146.362668760281252	-1.423665310876955	0.000069656741690	0.000025481716225	0.365818377472315	0.678180799239810	-1	1	4	4	3	7	4	3	5	7	8	7	7	8	9	9	8	9	10	10	13	11	12	12	14	13	12	14	15	14	0	1	2	8	2	4	5	2	5	7	7	7	8	3	9	10	13	13	10	17	24	15	13	22	24	11	22	23	24	23	1	1	1	1	2	2	1	1	1	1	2	2	2	2	2	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1
39000	-146.938371427296630	-145.553038998500256	-1.385332428796387	0.000053921214068	0.000023296956811	0.432055494556408	0.743429983374828	-1	1	3	5	4	7	5	6	6	8	9	8	6	7	9	9	9	9	11	12	12	11	12	10	15	14	13	14	14	15	0	1	2	3	2	4	5	3	5	7	7	5	3	3	9	7	8	14	9	17	16	24	13	15	24	16	22	23	27	23	1	1	1	1	2	1	1	2	1	2	2	2	1	2	1	1	1	1	3	2	2	1	2	1	2	2	1	1	1	1
39500	-148.646324823656158	-146.918278219868910	-1.728046603787251	0.000073453425568	0.000014338039314	0.195199055773420	0.733305320415843	-1	2	3	4	4	6	5	5	5	7	7	9	6	8	9	9	9	9	7	10	13	10	11	11	13	12	12	13	15	15	0	1	2	2	2	4	5	3	5	5	7	11	3	3	5	11	13	8	9	13	16	15	17	22	24	11	22	6	27	28	1	1	1	1	1	1	1	1	1	1	1	1	2	2	3	1	2	2	1	2	1	1	1	1	1	2	1	3	2	1
40000	-157.589507249672749	-156.214383093178611	-1.375124156494132	0.000048106197728	0.000022188529042	0.461240548819990	0.692472985791471	0	2	3	4	4	6	5	5	6	6	8	7	7	6	8	9	8	8	11	10	12	11	13	12	14	12	12	14	16	14	0	1	2	2	3	8	5	3	5	5	7	7	3	2	9	7	8	13	9	13	19	9	17	9	19	16	22	23	27	20	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	3	1	1	3	2	1	3	1	3	1	2	1	1	1	2
40500	-136.578358896758033	-135.215394056894979	-1.362964839863052	0.000038343812048	0.000020134898706	0.525114682927858	0.826405818278561	-1	1	2	3	4	5	5	5	6	6	8	8	7	7	8	10	8	9	10	8	12	11	12	11	13	14	13	13	15	15	0	1	2	3	3	4	5	3	5	5	7	10	8	8	9	11	8	14	9	8	16	15	17	19	24	21	19	20	27	28	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	2	1	1	1	2	3	1	1
41000	-147.371297055305291	-145.873848436455120	-1.497448618850164	0.000085084344406	0.000025222760814	0.296444204746380	0.705493258088526	1	2	4	3	4	6	5	3	6	7	8	7	6	7	9	9	8	9	11	12	13	12	13	10	11	14	12	14	15	16	0	1	2	2	8	4	5	2	5	5	7	7	8	13	9	7	13	14	15	18	11	24	20	15	24	16	24	20	27	28	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	1	1	1	2	1	1	1	1	2	2	1	2	1
41500	-133.878425795649576	-131.923596805492480	-1.954828990157083	0.000069032110209	0.000010070724506	0.145884639412523	0.834150604147607	0	2	4	4	4	6	5	6	6	7	8	9	6	8	9	10	9	9	10	10	10	11	12	12	13	12	12	14	15	16	0	1	2	2	2	4	5	3	5	7	7	10	2	13	9	11	8	13	15	11	11	15	20	22	24	11	22	23	27	28	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1
42000	-152.953024190535984	-151.496360041548968	-1.456664148987020	0.000052646926848	0.000017354721344	0.329643578132256	0.655579756724064	0	3	1	4	4	6	5	4	5	8	7	9	7	7	9	9	8	9	10	9	12	12	12	10	14	13	13	13	16	15	0	3	1	3	2	4	5	2	5	7	7	5	2	2	9	11	6	14	9	8	11	24	17	12	24	16	21	13	27	28	1	1	1	1	1	1	1	1	1	1	1	3	2	2	2	1	1	1	2	2	2	2	2	1	2	2	1	2	1	1
42500	-165.767538387226409	-163.963663427443066	-1.803874959783333	0.000073452924779	0.000012903429425	0.175669375503688	0.706005135732614	0	2	3	5	3	7	4	4	5	7	9	9	6	7	8	10	9	8	10	11	12	12	11	10	14	13	12	13	14	14	0	1	2	8	2	4	5	3	5	5	10	15	3	5	9	11	13	2	17	14	15	24	10	5	27	21	24	23	27	20	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	2	1	2	2	1	2	3	1	1	1	1	2	1
43000	-145.203319408085804	-143.805448181275949	-1.397871226809846	0.000059050780996	0.000023943124155	0.405466680561397	0.773850674655199	1	2	3	4	4	6	5	5	5	7	8	8	7	7	9	9	8	10	9	9	12	10	13	11	13	12	13	14	14	15	0	1	2	2	2	4	5	3	5	5	7	7	8	8	9	11	8	17	9	13	11	11	20	15	22	16	22	20	19	28	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	2	1	2	1	2	1	2	2	2	1	2	2	2	1
43500	-154.750549838573164	-153.217605289664647	-1.532944548908512	0.000054041536787	0.000014788788903	0.273655965057165	0.794244545366877	1	2	4	4	3	6	4	5	6	7	9	8	5	8	9	10	6	10	10	10	11	12	11	10	15	13	13	14	16	16	0	1	2	2	2	4	5	3	5	5	7	7	2	13	9	10	8	14	15	17	11	24	20	9	24	11	24	23	27	28	1	1	1	1	1	1	1	1	2	2	2	1	2	1	2	2	1	2	1	2	1	1	1	2	2	2	1	2	2	1
44000	-162.012064529684579	-160.574450529105945	-1.437614000578628	0.000067158003167	0.000023446185860	0.349119758693485	0.718361429377451	0	1	3	4	3	6	5	5	5	6	8	9	6	7	10	10	6	9	9	10	13	12	12	10	15	12	11	15	16	15	0	1	2	2	2	4	5	2	5	5	10	7	2	4	10	11	3	14	9	13	16	24	20	19	22	16	24	14	27	23	1	1	1	2	1	1	1	1	1	1	1	2	2	1	3	2	1	1	1	1	2	1	2	1	2	1	1	3	2	1
44500	-171.725832982172705	-170.324201981081444	-1.401631001091272	0.000062480897247	0.000024910619177	0.398691764594965	0.552464050386590	-1	2	3	4	3	5	5	5	5	8	8	9	7	7	10	9	8	9	9	11	11	11	11	12	15	14	13	15	15	14	0	1	2	2	2	4	5	1	5	5	5	9	2	4	9	11	14	8	9	13	16	10	13	22	22	16	22	17	22	23	1	2	1	1	1	1	1	3	1	2	2	3	2	2	2	1	1	1	3	2	1	2	2	1	2	1	1	2	2	1
45000	-151.110354011885534	-149.493457396162086	-1.616896615723440	0.000054119929677	0.000012605870128	0.232924732223513	0.653780959303989	0	2	3	4	4	6	5	5	5	8	9	9	6	6	8	8	9	9	10	12	10	11	12	10	14	13	12	14	15	14	0	1	2	3	2	4	5	3	5	13	16	10	3	8	9	7	4	14	16	13	11	24	13	10	27	16	22	20	27	20	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	3	1	1	4	1	1	3	1	1	3	1	1	2	1
45500	-161.931602036407014	-160.530855669396686	-1.400746367010336	0.000046817083364	0.000018738379485	0.400246622354421	0.581602338200368	-1	1	3	4	3	6	5	6	5	8	8	9	6	6	10	9	8	10	11	10	12	11	13	11	15	13	12	14	16	15	0	1	2	2	2	4	5	3	5	5	13	7	2	3	9	7	8	13	10	16	11	10	17	15	22	21	24	20	24	23	1	1	1	1	1	1	1	2	2	2	1	2	2	1	2	3	1	1	1	1	2	1	3	1	2	1	1	2	2	1
46000	-159.488312334885563	-157.850814675548236	-1.637497659337337	0.000066323577779	0.000014912765004	0.224848621000974	0.579484027217663	-2	1	3	3	3	6	4	5	5	6	8	8	7	6	8	8	8	9	11	12	12	12	11	10	15	13	13	13	15	15	0	1	2	2	2	3	5	2	5	5	10	7	3	2	9	8	6	14	15	23	16	24	14	15	22	16	22	13	27	28	1	2	1	1	1	1	1	3	1	1	1	2	3	2	2	2	1	2	1	1	2	1	2	1	1	2	1	2	1	1
46500	-142.491195592286346	-141.129597352902977	-1.361598239383373	0.000031468519282	0.000017073998458	0.542573938884089	0.787712031467696	0	2	4	5	4	6	5	5	6	7	8	7	6	6	9	9	8	7	10	11	11	12	9	11	14	13	13	13	15	15	0	1	2	3	2	4	5	3	5	5	7	7	8	8	9	11	8	14	9	23	16	24	8	15	22	21	24	23	27	20	1	1	1	1	1	1	1	1	2	2	1	1	1	1	2	1	2	1	2	1	2	1	1	1	1	1	1	2	1	2
47000	-152.323204823088389	-150.960348738561265	-1.362856084527118	0.000049219553568	0.000025900469761	0.526223175206154	0.624663555064214	0	1	2	4	5	6	4	5	6	7	6	8	6	7	9	9	7	10	10	11	11	10	12	11	13	13	13	13	15	16	0	1	2	3	7	4	3	2	5	5	7	8	8	8	9	11	8	14	9	17	11	15	13	22	24	16	24	8	25	28	1	1	1	1	1	2	1	2	1	1	1	1	1	1	2	2	1	1	2	2	2	1	2	1	1	1	1	3	1	2
47500	-161.990650495145303	-160.512061526566129	-1.478588968579185	0.000060104954698	0.000018670976686	0.310639560080974	0.590498959819889	0	2	3	4	5	6	4	5	6	7	9	8	7	6	9	9	7	9	11	11	12	10	12	11	12	13	13	14	15	16	0	1	2	2	7	4	3	3	5	5	7	7	8	2	9	7	8	14	9	8	16	7	3	22	24	21	15	23	27	28	1	1	1	2	1	1	1	1	1	1	2	1	2	2	2	1	1	2	2	4	1	3	4	1	1	1	3	1	1	1
48000	-148.836479067976654	-147.416548265368704	-1.419930802607951	0.000058176237030	0.000021568389587	0.370742259871202	0.760349424477820	1	2	3	5	5	7	4	5	6	6	6	8	6	7	9	9	8	10	10	10	10	11	12	12	14	12	12	14	16	15	0	1	2	3	7	4	2	2	5	5	7	7	8	8	9	5	8	14	9	13	11	15	20	22	22	19	22	23	25	23	1	1	1	1	1	2	1	1	1	1	1	2	1	1	2	2	1	2	2	2	3	1	1	1	2	1	1	1	1	2
48500	-173.649382701705946	-172.156411987674517	-1.492970714031439	0.000075277395072	0.000022557804236	0.299662391531032	0.576489224456347	-1	3	2	4	4	6	5	4	5	7	7	9	6	7	9	9	8	9	10	9	12	12	13	12	14	13	13	13	16	15	0	3	1	2	3	4	5	3	5	5	7	6	2	2	5	11	8	14	9	3	11	15	8	13	27	11	24	13	27	28	1	1	1	1	1	2	1	1	1	2	1	2	1	2	2	2	1	1	2	3	2	2	3	3	1	3	1	2	2	1
49000	-127.759495638000828	-126.241938906283778	-1.517556731717057	0.000032023757062	0.000036737932967	1.147208708090931	0.913758763868524	0	3	2	4	4	5	5	5	6	7	7	8	6	7	8	9	8	9	10	10	12	9	11	12	14	14	12	14	15	16	0	3	1	3	3	4	5	2	5	5	7	7	8	13	9	11	13	14	15	17	16	9	20	22	24	21	22	23	25	28	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	1	1	1
49500	-168.639855490003924	-167.138708541242352	-1.501146948761561	0.000063177105264	0.000018564678504	0.293851363183133	0.808542790093060	0	2	3	3	4	7	5	6	6	6	8	9	6	8	9	10	8	10	9	11	12	11	12	11	15	13	13	14	15	14	0	1	2	2	2	4	5	3	5	5	10	13	2	2	5	11	3	6	9	3	11	15	14	15	22	22	24	23	27	17	1	2	1	1	1	2	1	2	1	1	1	1	2	3	3	1	2	2	1	4	2	1	1	1	2	1	1	2	1	3
50000	-151.580716417377545	-150.202215309159158	-1.378501108218376	0.000047022573544	0.000033889593285	0.720709028255620	0.603920557053911	1	2	3	3	4	6	5	5	6	8	8	7	7	7	9	10	8	9	9	12	11	11	12	10	15	14	13	14	15	15	0	1	2	2	2	4	5	2	5	5	7	7	3	8	9	11	3	14	9	13	11	10	17	9	19	21	22	23	27	20	1	1	1	1	1	2	1	2	1	2	2	1	2	1	1	2	2	1	1	2	2	1	2	2	2	1	1	2	1	1
50500	-171.860720237836830	-170.410948103573844	-1.449772134262998	0.000080366488944	0.000027028702501	0.336318070584472	0.577330465602055	-2	1	3	3	4	6	3	4	6	7	8	9	6	7	9	10	8	8	11	11	12	10	11	11	14	13	13	14	14	15	0	1	2	2	7	3	2	3	2	5	7	7	8	6	9	10	8	2	12	17	10	11	13	22	24	16	24	13	21	20	1	2	1	1	1	2	1	1	2	2	2	3	1	1	2	2	3	4	1	1	2	1	2	1	2	2	1	5	1	2
51000	-141.107800941550153	-139.709314332747908	-1.398486608802242	0.000049818200922	0.000020142846655	0.404327058823570	0.667345964307373	0	2	3	4	5	6	4	5	6	7	8	8	5	6	9	9	9	9	10	12	13	12	11	11	14	13	13	15	14	16	0	1	2	2	7	4	2	3	5	5	7	7	3	8	9	11	3	14	9	23	11	24	17	19	24	16	22	23	22	28	1	1	1	1	1	2	1	1	1	1	2	2	1	1	2	1	2	2	2	1	3	1	1	1	2	2	1	2	1	1
51500	-145.228070991746677	-143.866450887470677	-1.361620104276009	0.000048913406505	0.000026520746550	0.542197905336204	0.754862216104663	0	2	3	4	4	7	5	4	6	6	7	8	4	8	10	10	7	8	9	11	12	12	12	11	14	13	12	15	15	14	0	1	2	2	2	4	5	2	5	5	7	7	2	17	19	11	8	17	17	17	16	24	14	19	24	21	9	23	24	23	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	2	1	1	2	1	1	2	1	2	1	2	1	2	1
52000	-147.616661966490369	-146.239342387089522	-1.377319579400859	0.000044888074034	0.000032093703556	0.714971721254060	0.807171433979009	0	2	3	4	4	6	5	5	5	6	7	8	6	6	9	10	8	8	11	10	12	12	13	10	13	10	12	14	16	15	0	1	2	3	2	4	3	2	5	5	7	7	8	8	9	11	14	14	15	17	11	24	20	9	22	11	15	23	27	28	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	1	1	1	1	2	1	2	2	1	1	2	1	3	1
52500	-127.712301416416096	-126.268751228331368	-1.443550188084735	0.000037781467956	0.000012947407720	0.342692023917066	0.881479874782047	1	2	3	4	4	7	5	5	6	8	8	9	7	7	9	10	9	9	8	11	12	11	13	9	13	14	12	13	15	15	0	1	2	3	2	4	5	3	5	5	7	11	8	8	9	11	13	14	9	17	16	24	20	10	22	21	24	20	22	28	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1
53000	-140.610531122045415	-139.131885399842872	-1.478645722202539	0.000048383180255	0.000015027533171	0.310594158794243	0.742621712683987	0	2	3	4	3	6	5	5	6	8	7	8	7	7	9	9	8	10	11	10	12	11	13	12	14	13	13	13	15	15	0	1	2	3	2	4	5	3	5	5	7	7	3	2	5	11	8	14	15	17	11	15	20	22	22	21	22	20	27	28	1	1	1	1	1	1	1	1	2	2	1	1	2	2	3	2	2	2	1	1	2	1	2	1	1	1	1	1	2	1
