step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	Tinf_109	Tinf_110	Tinf_111	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	alpha_109	alpha_110	alpha_111	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108	kappa_109	kappa_110	kappa_111
1	-5357.671911487830585	-5356.209829403312142	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.020253003527632	0	3	4	3	6	4	5	6	7	5	7	8	7	6	6	7	7	8	7	8	8	8	8	9	9	9	10	8	9	10	10	10	10	10	12	10	11	11	11	11	10	11	12	12	12	11	11	13	14	13	14	14	13	13	12	13	14	13	13	14	16	15	16	14	14	15	14	15	15	16	15	15	19	17	16	17	17	17	18	19	19	17	18	19	19	20	20	21	22	22	23	22	22	22	22	24	24	24	24	24	24	25	26	25	26	28	26	32	31	33	37	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	3	2	3	3	4	3	4	4	4	3	3	4	4	4	4	4	4	4	4	5	5	5	5	4	5	5	5	5	5	5	6	5	6	6	6	6	5	6	6	6	6	6	6	7	7	7	7	7	7	7	6	7	7	7	7	7	8	8	8	7	7	8	7	8	8	8	8	8	10	9	8	9	9	9	9	10	10	9	9	10	10	10	10	11	11	11	12	11	11	11	11	12	12	12	12	12	12	13	13	13	13	14	13	16	16	17	19
500	-1784.405511319998823	-1781.759313081120354	-2.646198238878552	0.000009991014244	0.000042240270230	4.227826044251589	0.077691975916297	0	1	4	2	6	4	5	5	7	5	8	6	6	5	6	7	4	8	7	7	8	8	6	8	10	10	10	8	6	11	9	10	10	9	12	10	11	8	9	11	9	10	12	10	13	11	10	13	15	14	13	13	10	11	12	12	14	14	14	15	15	16	15	11	14	15	14	16	12	17	15	14	19	17	13	17	16	17	18	18	20	17	18	18	19	20	21	22	21	23	24	22	22	22	21	24	22	25	25	23	25	26	26	26	26	28	26	32	32	34	36	0	1	2	2	2	2	1	4	4	2	4	2	8	4	10	0	0	7	15	13	10	6	17	6	15	6	19	0	17	42	8	22	22	23	39	14	15	20	24	10	29	1	32	23	36	10	10	0	10	30	3	38	38	29	47	0	54	5	55	56	26	36	42	38	52	38	29	55	17	10	42	53	42	72	64	53	53	59	29	1	64	53	38	50	52	69	66	64	69	72	64	44	54	54	69	64	72	53	54	54	64	44	72	64	64	77	53	64	64	69	69	1	1	2	1	3	2	2	2	2	2	3	2	1	2	1	1	1	1	1	1	2	2	1	2	2	4	2	1	1	1	3	1	2	2	2	3	3	1	1	3	2	5	1	3	1	3	3	1	5	2	6	2	2	4	2	1	2	4	1	2	2	3	2	2	1	4	4	4	5	9	3	3	5	2	1	4	3	2	11	9	5	5	8	2	3	6	5	7	5	4	10	6	9	4	6	8	7	10	12	9	9	10	9	9	8	5	11	12	16	16	19
1000	-1400.749465978018179	-1398.451146339028355	-2.298319638989833	0.000009996770622	0.000031544010644	3.155420068922322	0.290712242719401	0	2	3	3	6	4	5	4	7	5	7	8	7	7	7	6	6	9	6	9	8	9	8	8	8	9	9	8	8	10	10	10	8	11	12	8	11	11	11	10	10	9	12	12	13	11	10	10	15	13	14	15	13	13	12	13	15	12	14	14	16	14	17	13	14	14	14	16	15	16	15	14	17	18	16	16	16	18	17	19	17	17	18	19	17	20	20	21	22	22	23	20	22	22	23	23	25	25	23	25	24	26	27	26	27	28	25	32	32	32	38	0	1	1	1	2	1	1	4	4	6	4	2	8	4	19	0	0	7	10	13	19	33	17	7	19	5	10	0	17	42	9	22	5	23	24	3	15	20	24	10	29	11	22	23	36	40	3	0	22	30	33	53	38	29	47	0	29	30	47	48	45	47	58	38	38	31	29	55	48	47	58	64	58	72	72	65	66	68	29	36	64	66	38	58	52	69	82	83	79	81	83	79	79	86	79	88	81	66	16	79	83	92	83	83	81	82	53	53	83	79	79	1	1	2	1	2	2	2	1	2	1	3	3	1	3	1	1	1	2	1	1	1	1	2	2	1	2	2	1	1	1	2	1	1	2	2	2	1	1	2	2	2	1	2	2	2	1	3	1	3	2	2	2	2	2	2	1	3	2	2	4	2	2	3	1	2	2	4	1	4	4	2	1	2	2	2	2	1	1	9	4	3	2	5	3	2	3	3	2	2	3	4	2	3	1	4	1	4	8	12	7	2	5	6	5	6	7	7	11	11	10	20
1500	-1107.444715677986323	-1104.916283923118272	-2.528431754868083	0.000009991090753	0.000038450190522	3.848447729435342	0.385493312091892	0	2	4	3	7	3	5	5	8	4	8	8	7	6	6	8	5	9	7	8	8	8	8	9	9	10	9	7	6	9	11	10	11	10	12	10	11	11	12	12	10	11	12	12	12	12	11	14	14	13	15	14	14	13	13	11	14	14	13	15	14	14	17	12	15	15	13	15	16	17	16	16	20	18	17	17	17	17	15	19	20	17	18	17	17	20	20	21	21	22	23	21	23	23	22	25	24	24	25	24	24	26	26	25	26	29	27	31	32	33	38	0	1	1	1	2	1	6	4	14	1	14	2	8	4	10	0	0	7	15	8	10	15	17	2	15	14	15	0	17	12	13	22	22	23	24	12	10	20	24	27	29	30	22	23	2	19	27	0	10	30	33	64	38	29	47	0	41	30	47	56	36	47	71	38	52	38	29	59	56	59	58	64	30	72	72	52	53	59	29	49	64	53	64	42	72	79	82	85	86	81	85	86	86	89	89	88	83	53	79	79	90	92	83	72	97	98	101	104	83	100	79	1	1	2	1	2	2	1	1	1	2	1	2	1	2	1	1	1	2	1	2	2	1	3	4	2	2	2	1	1	1	2	2	1	1	2	1	3	2	2	1	2	1	2	3	6	2	1	1	5	2	3	1	2	3	1	1	2	3	1	2	2	1	1	1	1	3	5	2	3	2	1	3	5	1	1	1	2	2	9	2	3	2	4	3	1	3	2	2	1	1	4	1	2	2	1	2	4	6	8	6	1	5	5	6	2	4	2	3	9	6	19
2000	-1037.680851327827895	-1035.019048455873417	-2.661802871954511	0.000010073591246	0.000043109101175	4.279417352107625	0.508462083855328	1	3	5	3	5	4	5	5	8	5	7	7	7	6	6	7	5	9	8	7	9	7	8	9	10	7	9	8	7	10	11	10	11	11	13	10	11	11	10	11	10	12	12	11	11	12	11	13	13	14	14	13	13	12	13	11	14	12	12	14	15	15	17	15	14	14	14	15	15	16	15	15	20	17	17	16	18	17	18	19	19	17	18	19	16	17	21	20	20	21	23	22	23	22	23	25	24	23	25	24	22	25	25	26	27	27	26	32	32	34	37	0	1	1	1	1	1	1	4	4	6	6	3	8	3	10	0	0	7	15	8	15	10	17	7	19	5	10	0	17	12	13	22	10	23	39	6	19	20	24	10	29	30	19	23	26	40	5	0	19	30	33	38	20	29	47	0	54	30	47	56	45	47	50	38	52	52	29	59	56	59	58	53	30	64	72	66	66	59	29	36	38	76	64	58	53	67	82	85	86	83	85	86	79	89	89	91	90	87	86	79	90	92	64	101	101	87	101	107	107	100	67	1	1	2	1	2	2	2	1	2	1	2	1	1	1	1	1	1	2	1	2	1	1	1	2	1	1	3	1	1	2	2	2	3	2	2	2	1	2	1	3	2	1	2	2	2	1	3	1	3	2	2	1	2	3	1	1	1	2	1	2	2	3	1	1	1	1	4	2	2	2	2	1	5	1	1	1	2	2	9	4	4	1	2	2	1	1	3	2	2	2	4	2	3	2	2	1	2	1	6	4	1	3	5	3	2	3	2	2	2	6	18
2500	-990.318146674390505	-988.280693941746108	-2.037452732644405	0.000010166604086	0.000024796920914	2.439056414927092	0.537721552190341	1	3	4	4	6	4	6	6	8	6	7	7	7	7	6	6	6	7	8	8	9	8	8	8	9	9	9	7	8	10	9	11	11	9	13	10	11	10	12	10	10	11	13	12	13	11	10	13	13	14	14	12	13	12	13	13	14	13	14	14	16	15	16	14	14	14	13	16	16	17	15	15	19	16	17	17	17	17	18	20	19	17	16	18	20	18	21	22	21	22	23	21	20	21	23	24	25	23	24	25	23	25	25	26	27	28	27	32	29	33	38	0	1	1	1	3	1	3	6	11	2	4	2	8	4	2	0	0	7	10	13	15	10	17	3	1	12	15	0	17	5	13	22	22	23	24	2	27	20	24	27	29	36	22	34	26	40	15	0	27	58	33	38	38	29	47	0	54	30	47	48	45	47	50	52	52	52	54	59	48	59	30	64	58	72	64	66	66	59	41	45	83	53	64	58	83	54	82	85	86	81	85	86	54	86	94	88	101	82	89	86	83	92	101	101	101	87	103	107	107	100	93	1	1	2	2	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	2	2	3	1	2	1	2	2	1	2	2	1	3	3	2	1	2	1	2	1	2	1	2	1	2	1	2	1	2	1	1	2	2	1	1	2	2	1	2	3	1	1	1	1	1	2	3	2	1	1	3	1	1	2	1	2	3	4	2	2	1	2	2	3	3	1	2	1	1	2	4	2	1	1	1	3	2	5	3	3	1	2	2	3	1	2	1	4	16
3000	-980.447731662552201	-978.350281360745385	-2.097450301806798	0.000010399679896	0.000027017557155	2.597921996229871	0.547008991610096	1	3	4	2	6	4	5	6	4	4	7	7	7	6	6	8	6	8	7	8	8	7	8	8	9	10	9	7	8	8	10	11	9	11	13	10	10	11	11	10	10	12	12	12	12	11	11	13	15	14	13	13	13	14	13	13	13	14	14	14	13	15	16	14	15	15	15	16	16	17	15	16	20	17	17	17	17	18	18	20	20	17	18	19	19	18	21	21	23	21	24	22	21	20	21	23	24	24	24	24	22	26	26	26	26	29	26	32	32	31	38	0	1	1	1	3	1	1	9	4	2	4	1	8	4	10	0	0	7	10	13	19	2	17	12	12	5	10	0	17	1	13	15	22	23	24	22	15	20	24	12	29	30	33	23	3	12	12	0	22	30	33	38	38	41	47	0	41	36	47	48	26	47	42	52	52	52	41	59	48	55	50	64	50	64	72	66	66	68	57	45	72	66	64	58	72	44	82	85	94	72	85	86	86	86	94	88	90	82	94	93	83	92	101	101	101	98	101	107	107	100	93	1	2	2	1	1	2	3	1	1	1	2	4	1	1	1	1	1	1	1	1	1	3	1	1	1	2	2	1	1	3	2	3	1	2	3	2	2	2	2	1	1	2	2	3	4	3	3	1	3	3	2	1	2	2	1	1	1	2	2	1	2	2	1	1	1	1	2	1	2	2	1	1	3	2	1	2	2	1	3	4	2	1	2	3	2	2	3	1	2	3	2	2	2	1	1	1	1	3	2	2	1	3	2	2	3	3	2	3	3	4	16
3500	-908.558355914472486	-906.394204760583534	-2.164151153888940	0.000010997907988	0.000030557814612	2.778511571950907	0.590838679900724	1	4	3	4	6	4	5	6	8	6	8	9	7	5	5	8	5	8	7	8	9	9	8	9	9	9	8	9	8	10	11	11	10	11	12	10	12	11	11	11	10	11	13	12	12	10	11	12	14	14	14	13	14	12	13	12	13	13	14	14	15	14	16	14	15	14	14	16	16	15	13	16	20	17	15	17	16	17	18	20	19	17	17	19	20	20	20	21	23	22	24	22	23	22	22	25	23	25	24	25	24	26	26	25	27	28	27	33	30	31	37	0	3	1	3	6	1	6	4	4	15	4	2	8	4	3	0	0	7	15	13	10	19	17	7	27	5	10	0	17	6	13	22	22	23	39	2	19	20	24	36	29	30	32	34	26	11	19	0	25	30	33	38	38	29	47	0	41	30	47	56	26	47	50	52	52	52	41	70	56	59	42	64	50	72	64	66	66	70	57	45	72	66	64	58	83	44	82	85	94	81	85	86	86	86	86	91	90	87	86	93	97	92	101	101	103	87	101	107	107	86	86	1	1	1	1	1	1	1	1	2	1	2	2	1	1	1	1	1	1	1	1	2	2	2	2	1	2	1	1	2	3	2	1	1	2	1	3	2	2	1	1	1	1	1	1	2	1	2	1	2	2	2	1	2	2	1	1	2	2	2	1	3	3	1	1	1	1	2	1	3	1	1	1	3	1	1	2	1	2	2	3	2	1	2	3	2	3	3	1	1	1	2	1	2	1	1	1	1	2	2	1	1	2	1	1	1	4	1	4	1	5	10
4000	-832.079816666239253	-830.498729378199869	-1.581087288039397	0.000012256998192	0.000016010328261	1.306219354035852	0.532236611301521	0	2	3	3	6	4	6	6	8	5	7	8	7	7	6	8	5	8	7	8	8	9	8	8	10	9	10	8	9	10	11	10	11	11	13	10	12	11	11	10	10	12	12	12	12	12	11	12	14	14	14	12	13	14	12	13	14	12	13	14	16	15	14	13	14	15	14	14	16	17	15	16	19	17	16	17	18	17	17	19	19	17	18	18	19	21	20	21	23	21	23	22	22	22	22	25	21	24	24	24	23	26	25	25	27	28	27	33	31	32	37	0	1	2	2	6	2	6	4	11	2	4	6	8	4	10	0	0	7	10	13	15	10	17	7	14	1	15	0	17	12	13	22	22	23	24	5	15	20	24	10	29	30	32	23	26	40	40	0	12	30	33	38	38	29	47	0	41	30	55	56	36	47	58	52	52	52	29	59	48	68	42	64	50	72	64	66	76	59	57	45	83	66	52	50	83	54	82	85	94	83	85	86	86	86	86	88	81	87	86	93	97	92	97	101	101	87	101	105	103	86	86	1	1	1	1	1	1	1	2	1	2	2	2	1	2	1	1	1	1	1	1	2	2	1	1	2	4	2	1	2	1	2	1	1	2	2	2	2	2	2	2	1	1	2	2	3	2	1	1	3	2	2	1	1	3	1	1	3	2	1	1	2	2	1	1	2	2	2	1	2	2	2	2	2	1	2	1	1	2	1	4	1	1	3	2	1	7	2	1	1	2	2	1	1	1	1	2	1	2	2	2	1	2	3	1	3	3	2	3	3	5	9
4500	-866.834600658441104	-865.081687870685414	-1.752912787755732	0.000014156941915	0.000024400806986	1.723593070633926	0.583546512441544	0	2	4	3	6	4	6	6	8	4	8	8	7	6	5	8	7	8	6	8	8	7	8	8	9	9	8	8	9	10	10	11	11	10	12	10	10	11	10	12	11	11	13	13	13	12	11	12	14	13	14	13	13	13	12	12	14	13	13	15	15	15	16	14	15	15	14	14	15	17	15	16	19	17	16	18	17	16	18	18	18	17	19	18	19	20	21	22	23	22	23	21	22	21	23	24	23	24	24	25	24	26	26	26	26	28	27	30	29	33	37	0	1	2	2	3	1	6	3	4	2	14	1	8	4	10	0	0	7	10	13	15	3	17	7	27	6	15	0	17	3	13	22	22	23	24	2	19	20	24	12	29	30	22	23	1	27	12	0	15	30	33	38	38	29	47	0	41	30	47	56	4	47	58	52	52	52	41	59	48	68	36	64	58	75	64	66	66	68	57	61	64	66	72	58	72	44	82	85	94	83	85	86	86	86	86	91	83	82	86	93	97	92	101	101	101	87	101	105	103	86	86	1	1	2	1	1	2	1	1	3	1	2	5	1	2	1	1	1	2	1	1	2	1	1	1	1	2	1	1	1	2	2	2	2	1	2	7	1	2	1	2	2	1	3	2	5	2	1	1	3	2	2	1	1	2	1	1	1	2	1	2	5	2	1	1	1	1	1	1	2	2	4	2	2	1	2	2	1	1	2	1	2	1	2	2	1	4	2	1	1	2	2	1	1	1	1	1	2	3	2	2	1	2	1	2	1	4	2	2	1	5	7
