step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85
1	-493.587055618976592	-502.637898999427932	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.752380199171890	1	3	0	0	1	2	5	5	3	3	4	5	3	3	4	3	5	4	3	3	6	6	4	6	5	4	10	6	8	4	4	6	5	11	7	5	6	4	7	5	5	5	7	6	7	6	6	5	6	5	8	7	6	7	7	6	7	9	7	9	7	10	11	8	11	9	9	9	9	10	11	9	11	11	15	11	13	14	13	17	15	15	17	19	18	3	3	0	0	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
500	-254.162130726572911	-263.212974107024252	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.963155391507549	2	3	-1	-2	1	2	5	5	3	2	5	1	2	3	4	2	5	-1	4	2	5	4	3	7	5	5	8	7	8	5	5	7	6	12	7	5	6	4	4	4	6	3	7	6	7	6	7	5	7	5	7	8	0	7	7	6	4	10	7	7	8	11	10	7	12	9	9	9	6	10	7	9	11	10	14	12	13	15	8	10	12	14	17	19	18	53	6	4	0	4	12	2	9	53	53	23	53	53	12	23	18	15	4	42	53	20	1	13	57	14	23	71	26	64	42	2	30	39	54	11	23	39	14	20	23	19	6	41	4	38	38	15	23	19	10	7	56	4	39	6	19	13	72	57	21	35	74	37	50	70	28	28	47	2	68	7	27	66	43	27	72	73	65	19	61	62	34	78	78	82	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1000	-271.228577471107258	-280.279420851558598	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.982086999511697	2	3	0	-2	1	1	5	5	2	4	4	6	4	3	4	3	3	4	0	3	6	2	5	5	5	2	9	5	5	5	3	4	4	11	8	1	6	3	6	5	5	5	6	6	7	5	3	5	5	1	7	7	7	5	8	6	6	8	7	9	8	10	10	7	9	3	9	8	9	11	7	8	9	11	16	9	13	11	11	15	15	14	14	19	12	4	3	4	0	4	4	13	19	6	17	14	54	17	9	38	26	1	6	4	36	28	50	38	6	16	3	18	2	2	50	50	1	26	27	16	19	29	22	11	33	66	2	42	11	46	31	26	33	13	19	57	43	23	15	45	47	25	21	8	46	51	35	30	7	37	1	59	38	35	21	57	59	68	71	83	72	74	33	76	82	85	79	77	85	71	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1500	-262.554211151045138	-271.605054531496478	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.985207723374096	0	4	1	-1	1	2	6	3	3	4	4	4	4	2	4	2	6	5	3	4	6	7	4	7	6	5	10	4	8	2	2	6	4	10	6	6	7	4	3	6	5	3	8	7	8	6	7	5	7	6	8	7	5	8	4	6	5	7	8	10	6	5	8	9	12	10	9	10	10	6	12	7	6	10	15	8	11	13	14	15	7	15	18	16	18	4	31	1	0	1	5	23	14	16	31	8	4	39	1	4	1	48	6	30	14	38	21	6	73	48	13	70	16	49	4	5	13	42	29	28	15	57	14	16	14	23	3	56	10	50	9	2	15	7	9	8	35	2	13	42	12	10	36	53	24	16	23	70	52	27	29	76	59	73	11	77	61	15	45	79	44	50	34	43	74	17	78	75	77	84	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2000	-241.716571912559118	-250.767415293010458	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.997086256501343	-1	4	0	-2	2	2	6	5	4	3	5	6	3	2	5	3	6	4	4	4	6	7	4	6	5	4	10	4	5	2	4	7	6	9	7	5	3	2	8	5	6	5	7	3	4	6	7	4	6	5	8	8	5	8	6	6	8	9	5	9	8	10	7	6	8	8	10	8	3	10	11	8	1	10	12	11	13	14	13	17	11	15	16	19	18	4	14	4	0	1	73	36	69	37	14	44	53	5	1	44	38	15	16	6	30	20	64	6	25	28	44	61	44	44	4	5	23	8	43	13	37	5	3	64	19	38	14	15	30	13	25	48	73	53	28	24	56	73	17	26	19	42	54	2	65	64	34	8	45	40	21	72	33	73	54	60	8	3	21	27	67	71	74	71	82	34	79	78	85	83	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2500	-244.493688437645005	-253.544531818096345	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.992362219012794	2	4	1	-1	2	3	5	1	4	4	5	4	4	3	4	3	6	5	2	1	7	6	4	7	6	5	11	6	8	5	5	4	6	9	6	2	7	5	6	5	4	6	8	6	8	7	7	5	7	5	7	6	4	6	6	7	8	10	6	7	7	10	12	5	12	9	9	8	9	9	11	9	11	12	15	10	10	11	13	10	16	15	17	18	17	3	5	4	0	20	1	15	4	36	1	13	36	19	19	19	8	6	10	20	4	44	10	36	15	12	9	76	30	54	32	15	14	7	49	48	8	17	36	12	36	6	38	22	48	47	11	31	6	50	16	18	48	6	7	13	5	60	72	13	11	35	57	56	41	66	24	57	32	21	43	59	54	33	80	78	45	68	56	68	69	79	72	63	82	75	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3000	-269.072131534552966	-278.122974915004306	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996408967057973	2	2	1	-1	0	2	4	4	3	3	4	4	2	4	4	4	3	5	2	1	4	7	4	7	5	4	9	6	8	4	5	6	6	10	5	5	4	4	7	5	6	5	8	3	7	6	6	4	3	3	7	6	7	3	7	6	4	10	7	9	7	11	11	8	9	8	9	8	10	5	12	9	10	10	6	12	12	12	10	14	15	15	14	17	14	5	5	5	0	4	20	49	44	1	1	2	13	4	9	10	9	20	9	5	4	10	8	13	23	11	44	75	18	26	4	11	15	4	60	19	49	3	2	25	49	17	8	10	5	18	9	18	10	3	2	56	36	26	6	41	9	54	22	44	12	36	24	69	33	55	37	46	46	59	57	35	45	39	10	26	69	69	63	64	67	85	76	60	83	77	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3500	-256.218064818931168	-265.268908199382508	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999878166580314	0	2	0	-1	2	1	6	2	4	3	5	6	4	4	5	3	5	1	2	3	7	6	3	5	5	5	10	3	8	3	5	6	6	11	7	5	6	5	7	6	4	4	8	7	7	7	7	5	6	5	9	7	6	8	7	5	7	8	6	9	6	10	12	9	6	10	7	7	6	9	11	10	12	10	16	11	12	9	8	17	14	15	17	9	19	4	1	4	0	1	4	42	1	2	3	2	10	16	23	41	1	41	4	18	1	24	2	5	30	30	1	53	19	69	18	6	36	25	74	26	2	30	28	7	31	8	20	12	12	65	49	61	30	56	13	50	26	15	7	53	41	20	67	11	48	42	60	74	57	17	13	22	65	38	52	78	57	51	31	63	32	27	43	45	75	66	63	44	67	83	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4000	-276.226289096457549	-285.277132476908889	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.981416042980489	0	1	0	-1	2	3	5	2	1	2	5	6	1	4	4	3	4	5	3	3	6	5	5	3	3	4	4	4	9	3	5	6	4	10	7	6	6	5	8	4	5	4	8	6	8	2	6	5	7	4	8	7	5	8	4	6	7	9	5	7	7	7	12	6	9	9	10	9	8	2	10	10	12	6	10	9	14	12	12	15	14	14	16	20	16	4	3	4	0	3	5	28	4	3	4	50	5	1	20	25	3	13	5	4	3	41	70	24	8	46	13	2	16	20	5	5	15	19	51	59	53	28	19	53	19	46	10	32	53	52	13	11	25	38	10	32	41	25	23	10	26	28	7	28	55	40	42	72	50	2	37	65	12	49	13	41	39	72	50	57	57	67	35	34	63	78	34	67	77	82	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4500	-261.180154762531060	-270.230998142982401	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.978472160901884	2	4	1	-1	2	2	6	5	4	3	4	0	4	4	5	3	5	3	3	4	6	7	5	1	5	4	7	6	7	3	3	5	4	11	6	6	7	4	5	3	6	6	6	5	6	4	5	5	6	3	8	5	6	5	7	6	7	9	8	7	8	10	9	7	5	9	8	10	8	9	11	10	12	8	16	10	14	10	9	18	14	12	10	19	16	24	19	12	0	12	3	14	31	30	24	50	4	12	19	33	5	46	12	3	4	46	2	9	4	33	31	13	5	32	5	12	13	50	78	14	33	2	1	31	3	26	6	52	6	46	5	16	26	47	6	54	38	17	18	52	32	39	3	37	2	21	63	57	10	5	22	35	69	49	35	37	57	71	35	76	57	73	67	44	75	73	58	74	80	77	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
