step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100
1	-1023.644933181086230	-1030.500421132045631	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.844516916731738	-1	2	3	3	3	4	5	4	4	4	4	4	5	4	5	4	6	5	5	5	5	6	6	6	5	6	6	5	7	7	8	6	8	6	8	7	6	8	8	8	7	9	11	9	9	9	10	9	9	8	10	8	8	9	9	9	9	10	11	9	10	9	10	10	9	10	10	11	10	10	11	10	12	13	11	13	13	13	13	11	12	12	12	13	12	13	13	12	12	14	15	14	16	16	14	15	16	17	20	18	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	4	4	4	3	4	4	3	4	4	5	4	5	4	5	4	4	5	5	5	4	5	6	5	5	5	6	5	5	5	6	5	5	5	5	5	5	6	6	5	6	5	6	6	5	6	6	6	6	6	6	6	7	7	6	7	7	7	7	6	7	7	7	7	7	7	7	7	7	8	8	8	9	9	8	8	9	9	11	10
500	-530.994782367896278	-537.850270318855678	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.433393423733773	0	3	3	2	3	5	5	4	3	4	5	4	6	5	5	3	5	4	5	2	6	6	5	7	5	6	6	5	8	8	8	6	8	6	7	5	6	8	8	8	8	10	12	9	10	9	10	9	9	9	11	8	8	9	9	9	10	11	12	9	10	10	11	7	8	10	9	10	11	10	12	11	12	12	11	14	13	12	14	12	13	13	13	12	12	12	14	13	12	15	16	14	17	15	13	15	17	18	20	19	0	4	1	1	4	4	1	4	4	4	16	1	4	4	4	1	20	1	4	1	6	1	4	16	18	17	5	16	16	27	10	16	21	4	4	4	16	1	16	19	34	31	72	13	4	40	21	18	64	16	44	1	4	4	64	1	16	21	4	6	16	30	50	2	34	4	41	17	45	41	52	1	58	66	64	46	68	49	16	69	4	47	72	19	4	25	74	16	42	1	67	16	94	4	67	61	67	1	4	65	1	1	1	1	1	1	2	1	1	1	1	2	2	1	1	2	2	2	1	1	1	2	2	2	1	1	2	1	2	2	2	1	1	2	3	1	2	4	3	2	1	1	1	2	5	1	1	3	1	3	1	4	2	3	1	5	4	3	4	1	2	1	1	1	1	4	1	2	1	2	2	7	1	1	2	2	1	1	4	1	5	1	1	2	6	3	1	5	1	9	4	4	1	6	2	3	3	9	9	5
1000	-583.769015103328343	-590.624503054287743	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.467656426014528	0	2	4	4	3	4	4	4	3	5	5	1	5	4	4	4	6	6	5	5	5	7	7	6	6	6	6	3	7	8	6	7	9	6	9	8	7	8	7	8	8	9	11	9	10	9	10	9	9	9	10	7	8	10	9	9	8	11	11	9	7	9	10	11	10	11	10	12	8	11	12	10	10	11	11	12	13	14	12	10	12	11	11	13	12	13	13	13	10	14	13	15	14	16	14	15	17	17	20	18	0	1	2	12	2	1	9	1	1	5	1	1	1	2	1	5	4	16	9	3	1	1	3	6	15	19	12	1	20	5	2	20	41	5	1	25	1	28	31	1	31	21	23	1	29	18	7	39	61	1	30	1	34	19	1	11	31	34	56	2	6	11	19	14	55	69	20	26	19	23	51	6	6	23	8	21	42	43	21	69	40	23	36	75	1	47	70	76	1	1	64	69	68	17	42	54	91	62	44	6	1	2	1	2	1	2	1	2	2	1	3	1	2	1	2	1	1	1	1	1	3	5	2	1	1	1	2	2	1	3	1	1	1	1	6	1	3	2	1	5	1	2	3	5	2	1	3	1	1	4	1	3	1	3	4	3	2	2	1	2	1	1	2	4	1	1	3	3	1	2	1	2	2	2	5	4	2	1	4	1	2	1	1	1	5	2	1	1	4	5	1	3	1	3	3	2	2	5	5	6
1500	-663.342271798334082	-670.197759749293482	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.507676343374803	0	2	2	3	1	5	5	3	4	3	5	4	5	4	6	5	5	6	6	5	5	7	6	6	6	6	6	5	7	8	7	6	7	6	8	7	4	9	9	7	7	8	11	9	10	10	9	8	9	8	9	8	9	10	9	8	8	10	12	9	10	8	11	9	10	9	8	11	9	9	10	10	11	12	11	13	13	13	12	11	12	10	13	13	12	13	11	13	13	11	14	13	15	15	15	16	17	16	21	19	0	1	1	2	1	2	1	1	4	1	1	1	3	2	1	37	1	17	14	1	9	17	4	1	13	8	8	4	6	16	9	13	17	1	26	5	1	27	17	4	17	9	47	6	11	67	23	9	8	17	1	15	5	17	36	25	1	48	27	17	17	6	60	27	17	17	17	25	19	1	51	39	44	49	4	40	34	32	1	15	70	21	48	80	4	70	55	47	70	26	40	69	17	44	19	88	94	63	94	95	1	1	1	1	1	2	2	2	1	2	2	3	2	1	2	1	2	1	1	1	1	2	1	3	1	1	2	1	1	1	1	1	1	2	1	3	2	2	3	1	1	1	2	2	4	2	2	2	2	2	4	1	4	2	1	1	3	1	4	2	2	2	1	1	3	2	1	3	2	7	1	1	1	2	3	3	3	3	5	3	2	2	2	1	5	2	1	2	2	3	2	1	5	2	6	2	1	3	3	2
2000	-594.757478861122308	-601.612966812081709	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.535124543626833	0	2	2	3	2	3	6	3	4	4	4	3	5	4	5	4	6	5	4	5	4	6	6	6	5	6	5	5	7	6	8	7	8	6	8	7	7	7	8	7	7	8	12	9	10	8	10	10	9	8	10	8	9	10	9	8	9	8	11	8	10	9	10	11	8	10	9	12	9	10	10	9	12	12	11	14	11	12	13	12	13	13	11	13	10	12	12	11	12	14	14	13	16	14	14	16	15	18	21	18	0	1	1	5	1	2	20	1	2	2	4	1	4	6	16	2	9	6	6	4	1	1	16	15	2	16	19	6	6	28	25	1	21	10	16	16	4	8	16	20	25	23	63	65	12	18	13	52	34	38	52	6	25	34	25	1	6	23	37	4	1	56	50	13	4	16	27	55	6	6	38	39	14	6	26	20	53	11	61	45	70	74	57	1	1	16	60	17	1	85	29	1	55	73	74	67	43	94	98	95	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	2	1	1	2	2	1	1	2	2	2	2	1	1	1	1	1	3	1	3	1	2	1	1	3	2	2	3	4	4	1	1	2	6	1	1	2	3	2	2	2	2	3	1	1	4	5	3	4	1	3	2	1	1	1	1	6	6	4	2	2	6	2	4	7	3	1	1	4	1	2	2	2
2500	-623.698107930324795	-630.553595881284195	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.473055965063343	0	2	2	3	4	4	5	5	4	4	3	5	5	4	5	5	5	6	5	4	5	7	5	5	6	6	6	4	7	6	8	6	9	6	7	7	4	8	7	8	6	10	12	8	9	10	10	9	9	8	11	9	8	9	9	9	10	10	11	9	10	9	11	10	10	10	11	12	11	10	8	11	13	13	11	14	13	13	14	10	13	11	13	13	12	12	13	11	13	13	15	14	17	15	14	15	16	17	20	17	0	1	1	3	11	11	4	1	4	1	1	6	28	1	28	4	11	5	3	1	4	16	1	4	8	19	12	1	1	6	4	23	6	20	21	6	1	19	4	16	1	40	62	16	12	31	9	21	50	25	71	6	10	4	36	6	29	38	1	16	39	36	30	31	35	3	40	1	16	13	19	4	30	45	26	47	56	44	73	6	64	40	32	26	40	16	82	4	63	31	59	64	36	17	82	95	64	94	98	95	1	1	1	1	1	1	1	2	1	2	1	1	1	2	1	1	1	1	2	2	2	1	2	1	1	1	1	2	4	1	3	1	3	1	1	1	2	1	2	2	3	1	2	2	2	1	4	2	1	1	2	5	2	2	1	4	2	1	6	2	2	1	3	1	2	3	1	5	4	3	1	4	3	3	2	2	2	3	1	2	2	2	3	2	3	3	1	4	1	2	2	3	4	4	1	1	3	1	1	2
3000	-569.393056777803281	-576.248544728762681	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.530658228620005	0	2	2	3	4	5	4	4	4	4	4	4	4	3	6	5	4	5	6	6	5	7	6	6	6	5	6	5	8	7	7	5	8	7	5	7	5	9	8	8	8	9	11	10	9	9	11	10	8	6	8	9	8	10	9	9	8	10	11	10	10	9	9	8	9	10	10	12	10	11	11	8	13	14	12	13	13	14	13	10	12	12	12	12	12	12	13	11	12	14	14	14	15	16	14	15	16	17	21	16	0	1	1	3	2	13	1	1	1	4	1	1	1	1	5	14	3	17	17	12	13	13	17	11	6	17	17	1	16	17	14	11	13	26	10	28	1	28	25	23	21	31	40	7	1	53	25	45	6	14	1	1	16	5	16	37	1	39	37	19	39	19	17	22	26	6	21	11	30	17	52	1	27	89	38	23	35	47	63	33	49	88	67	44	48	60	86	1	88	88	79	81	10	68	70	80	67	68	98	7	1	1	1	1	1	1	2	2	2	1	2	2	2	2	1	1	1	1	1	1	1	2	1	1	1	1	1	3	1	2	2	1	2	1	1	1	2	2	1	1	2	1	1	4	5	1	2	1	1	2	4	6	2	3	2	2	3	1	4	1	1	1	2	1	2	3	2	4	1	3	2	2	3	1	2	3	4	2	2	1	3	1	1	1	1	1	1	5	1	3	1	2	5	2	2	2	3	3	2	4
3500	-612.817234089025987	-619.672722039985388	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.429320906313085	0	2	3	3	2	5	3	4	5	4	4	5	4	4	5	5	6	4	2	4	4	7	7	7	6	7	6	6	8	7	8	6	9	6	9	7	4	9	7	7	8	10	11	9	10	8	10	9	9	9	9	6	9	10	9	9	9	10	11	8	9	8	11	11	9	10	9	12	10	10	10	11	13	12	10	13	13	14	13	11	12	12	12	13	13	14	14	12	12	15	16	15	15	15	14	16	15	17	21	18	0	1	1	5	1	7	1	19	7	1	4	7	1	19	19	7	7	19	1	1	19	19	27	19	18	4	7	14	4	19	12	19	23	11	19	4	19	2	19	7	6	40	40	26	29	12	19	13	62	15	1	1	52	19	1	16	1	34	1	19	19	11	26	23	25	22	4	58	62	23	17	17	14	47	25	69	71	35	22	8	66	33	46	24	4	30	24	33	64	43	65	10	11	68	74	29	70	83	40	19	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	2	2	1	2	2	2	1	4	1	3	1	2	2	2	1	2	1	1	4	3	2	3	3	2	2	1	3	1	2	1	3	2	1	2	3	2	1	4	4	2	4	2	5	3	4	2	2	2	2	2	2	1	1	1	2	3	3	1	2	2	2	2	2	3	1	1	2	3	5	3	4	2	1	2	3	5	5	2	1	2	2	3	7	6
4000	-568.374652116996685	-575.230140067956086	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.544769760852351	0	2	4	3	3	5	5	4	5	4	3	4	6	5	4	4	6	5	6	6	6	6	7	4	6	6	7	4	7	7	9	6	8	7	9	6	5	8	9	8	7	9	11	9	8	10	10	10	9	8	10	8	8	9	8	9	7	9	11	7	10	10	10	11	10	10	10	10	10	9	12	11	12	13	12	13	12	14	13	11	12	13	11	14	13	13	14	11	13	13	13	14	16	16	14	16	17	16	19	16	0	1	4	1	1	5	4	1	4	1	1	1	16	4	1	5	4	4	12	3	4	1	4	1	14	1	37	2	12	4	60	4	1	36	1	4	1	30	1	3	4	22	39	21	6	54	9	50	20	28	24	4	10	34	5	6	1	57	1	14	39	7	44	67	17	4	31	24	4	9	51	39	60	42	63	80	59	24	49	20	30	49	33	74	35	30	48	4	83	66	54	66	68	1	23	41	94	1	98	42	1	1	1	1	1	1	1	2	1	2	2	2	1	1	2	1	1	1	1	1	2	4	2	2	1	3	1	1	1	2	1	1	4	1	4	2	3	1	3	2	2	2	1	2	2	1	2	1	1	2	3	2	2	1	2	2	3	1	4	1	1	2	1	1	2	3	1	2	4	2	2	1	2	3	1	1	1	4	3	3	3	2	2	1	3	3	1	4	1	3	1	2	4	7	3	4	1	6	1	4
4500	-593.867583697976670	-600.723071648936070	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.468847752017964	0	2	4	3	2	5	4	4	4	3	4	4	5	4	5	4	6	5	6	5	5	6	6	5	6	6	6	4	8	7	6	6	8	7	7	7	6	7	9	8	6	9	11	9	8	10	10	9	8	8	9	5	8	9	10	9	9	10	12	8	7	10	11	8	9	10	11	11	10	9	12	8	12	12	12	13	12	11	13	11	12	12	13	14	12	13	12	12	12	15	16	14	17	14	14	15	15	17	21	19	0	1	1	5	1	9	1	1	1	1	10	1	3	1	1	4	8	1	16	1	1	7	21	1	24	11	2	1	1	2	24	6	23	31	15	1	1	1	61	17	1	1	37	17	8	65	4	29	19	38	38	1	1	29	34	53	1	26	63	6	6	20	70	17	25	21	1	70	28	1	47	1	30	23	70	67	43	1	42	1	48	38	55	36	62	30	54	21	48	53	79	80	36	55	89	75	68	55	68	63	1	1	1	1	1	1	2	2	2	1	1	3	1	2	2	1	1	1	1	2	2	1	1	2	1	1	2	2	5	3	1	1	2	1	1	4	2	3	1	1	3	4	2	2	2	1	4	1	1	1	1	2	4	1	2	1	3	2	1	2	1	1	1	1	2	2	5	2	2	4	1	3	1	3	2	1	1	4	3	5	2	2	2	4	2	3	1	4	2	4	2	2	5	2	1	1	3	4	4	4
