step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	Tinf_109	Tinf_110	Tinf_111	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	alpha_109	alpha_110	alpha_111	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108	kappa_109	kappa_110	kappa_111
1	-7551.391659289372001	-7549.929577204853558	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.932316026122454	0	0	3	3	5	5	5	4	6	7	7	8	9	7	8	7	9	11	11	10	10	10	11	11	11	11	11	12	12	13	12	15	13	14	14	15	15	16	17	15	16	16	15	16	15	19	17	17	17	16	17	18	18	18	18	19	19	19	18	19	19	21	18	21	22	24	20	22	21	22	23	22	23	22	23	24	25	25	25	26	24	24	25	24	25	27	29	27	27	27	26	27	27	28	29	30	30	30	30	30	30	32	31	32	32	34	34	35	38	38	40	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	3	3	3	2	3	4	4	4	5	4	4	4	5	6	6	5	5	5	6	6	6	6	6	6	6	7	6	8	7	7	7	8	8	8	9	8	8	8	8	8	8	10	9	9	9	8	9	9	9	9	9	10	10	10	9	10	10	11	9	11	11	12	10	11	11	11	12	11	12	11	12	12	13	13	13	13	12	12	13	12	13	14	15	14	14	14	13	14	14	14	15	15	15	15	15	15	15	16	16	16	16	17	17	18	19	19	20
500	-1553.116189760142788	-1550.457868372021721	-2.658321388121060	0.000010034267533	0.000042825047358	4.267879764565326	0.209280766523461	0	-1	3	3	5	5	5	5	7	6	8	8	9	7	6	6	9	12	9	11	10	11	8	12	10	8	10	11	9	13	10	15	12	13	14	16	12	15	17	14	16	16	15	17	15	20	17	17	16	16	17	18	18	17	17	20	19	19	17	19	18	21	18	22	23	25	20	22	18	19	23	22	24	23	22	25	26	26	25	27	24	25	26	25	25	28	29	28	28	28	27	28	26	27	29	31	30	31	30	31	29	33	31	32	32	34	35	36	37	39	41	2	0	1	1	2	2	4	4	5	4	8	8	9	10	5	5	14	22	10	26	16	21	9	17	10	16	19	19	26	33	23	29	23	23	29	28	23	28	23	23	23	35	29	38	28	29	28	37	40	34	29	33	34	30	31	29	32	31	31	48	50	51	31	31	37	33	63	23	37	37	23	23	37	48	31	31	69	23	39	69	69	40	37	37	58	23	37	31	70	23	37	23	37	75	23	69	92	65	69	69	31	69	23	84	31	76	70	37	55	69	106	1	1	2	2	3	2	1	1	2	3	2	3	1	1	1	1	1	1	2	2	2	1	1	2	2	1	1	1	1	1	2	3	2	3	3	4	2	2	4	4	5	1	3	1	3	9	4	2	1	2	4	2	3	3	4	8	2	5	5	1	1	2	5	7	7	8	1	7	4	6	8	7	8	5	7	10	6	13	6	8	3	9	9	10	5	12	13	12	7	13	9	12	10	2	12	12	1	4	9	9	11	13	15	4	13	8	12	18	14	19	5
1000	-1051.140401482240577	-1048.958747637685519	-2.181653844555065	0.000010013986106	0.000028305770639	2.826623718172980	0.277445914731038	0	-1	2	2	3	5	5	4	7	6	8	9	10	7	8	6	10	12	9	11	8	10	10	12	12	9	12	11	10	13	10	13	12	14	12	14	14	16	16	16	16	15	14	17	15	19	18	16	17	17	17	18	17	18	18	20	20	18	15	19	20	21	19	21	19	25	20	23	18	19	23	23	23	21	23	25	25	24	26	27	24	24	25	24	25	27	28	28	28	28	26	27	27	28	29	31	29	30	30	31	30	33	31	33	32	34	34	35	38	39	41	2	0	1	1	2	2	4	4	5	7	8	11	5	10	9	5	14	21	10	26	16	16	15	17	19	16	19	19	26	9	15	35	23	33	29	28	31	19	31	31	23	32	35	36	36	42	36	23	37	41	35	30	30	40	48	35	46	48	30	39	50	51	53	54	23	59	53	33	48	69	69	59	48	70	70	74	74	69	75	69	65	59	74	69	70	33	65	65	84	31	69	69	83	93	69	65	92	92	69	70	84	70	65	78	76	86	78	92	69	65	106	1	1	2	1	2	3	2	2	2	1	3	1	3	1	1	1	1	2	2	2	1	2	2	2	2	2	2	1	1	3	1	1	2	1	1	2	2	3	3	3	4	2	1	2	1	2	3	4	2	1	4	2	2	1	1	6	1	1	2	2	2	3	2	3	6	6	2	6	1	1	4	5	5	2	2	2	2	3	2	4	2	4	2	6	2	10	7	5	2	12	2	7	1	1	9	9	1	1	9	8	4	11	6	5	4	5	4	4	11	14	3
1500	-785.911562505476695	-783.711267969249320	-2.200294536227377	0.000010080162667	0.000029012770130	2.878204557620490	0.497297607918154	1	0	3	3	5	5	5	4	6	7	7	8	9	6	8	7	9	12	9	10	10	10	12	11	11	9	11	13	11	13	11	15	14	14	13	14	15	15	17	16	16	17	16	17	16	17	18	16	18	17	16	19	17	17	19	20	20	19	19	19	20	21	19	22	23	25	20	22	19	21	23	22	24	23	23	25	26	25	26	25	25	25	26	24	25	27	30	27	25	27	26	27	28	29	29	29	30	31	31	30	31	33	29	32	31	35	34	34	38	39	40	2	0	1	1	2	2	4	4	5	14	8	8	9	7	9	9	14	21	10	26	16	16	31	17	19	16	19	19	26	23	15	35	30	23	29	28	31	28	30	23	34	35	35	36	36	32	36	31	48	41	35	23	48	31	48	32	46	37	39	39	50	51	53	54	69	59	53	39	48	69	58	59	53	70	69	71	71	65	89	74	71	59	69	70	65	74	92	89	75	80	65	78	79	79	85	86	103	92	92	92	103	69	86	87	86	108	99	104	105	105	108	1	1	1	1	2	2	1	1	1	1	2	2	2	1	1	1	2	2	1	1	1	2	1	1	1	1	1	2	1	1	1	2	1	1	2	1	1	1	2	2	1	2	1	2	1	1	2	3	1	1	1	3	1	3	2	2	2	2	1	1	2	2	1	2	2	3	2	2	1	1	3	2	4	2	2	2	1	2	1	1	1	3	2	2	1	2	2	1	1	1	1	1	2	2	2	2	1	1	2	1	1	7	2	1	2	1	2	2	4	7	4
2000	-716.778941515154202	-714.213748057235875	-2.565193457918279	0.000010154339351	0.000040262023746	3.965006718104762	0.654110061205827	0	-2	3	2	5	4	5	4	6	8	8	9	9	7	8	8	8	12	10	11	10	11	11	12	11	10	11	11	11	14	13	15	13	14	13	16	15	15	16	15	16	17	16	17	14	19	18	17	18	16	18	19	16	18	17	20	20	19	18	17	20	20	19	21	23	25	20	23	19	20	23	22	23	23	23	25	23	25	26	25	25	25	26	24	24	28	29	27	25	28	27	25	28	29	30	31	29	28	30	28	30	33	31	31	33	34	35	33	38	38	40	2	0	1	1	6	2	4	4	5	14	8	8	9	7	9	9	14	21	10	26	16	21	15	17	19	16	19	19	26	23	23	35	23	33	29	38	33	19	31	31	34	35	35	36	28	32	36	37	39	34	43	40	30	39	37	46	46	48	30	39	50	51	53	54	69	72	53	64	48	69	70	59	67	69	70	70	70	75	89	84	71	72	71	69	65	78	78	89	75	80	74	71	88	79	79	86	83	91	92	92	97	94	86	87	96	108	96	104	105	108	108	1	1	2	1	1	4	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	2	2	2	2	1	1	1	1	2	2	1	1	2	1	1	1	2	1	2	1	2	1	2	2	1	1	1	1	1	2	1	1	1	2	2	2	2	2	1	1	1	2	2	2	2	2	2	2	1	1	1	1	2	2	2	1	2	2	1	1	2	2	1	1	1	2	2	2	1	2	2	1	2	2	1	1	1	3	2	2	3	4
2500	-718.189506881200600	-715.937589730537752	-2.251917150662795	0.000010136508847	0.000030641887835	3.022923207324907	0.750921231693372	0	-1	3	2	4	3	5	4	6	7	8	9	8	5	8	7	10	12	9	10	9	11	10	9	11	9	11	11	13	14	12	16	14	14	14	14	16	17	16	15	16	16	15	15	16	18	16	18	17	16	17	18	18	18	18	20	20	20	18	19	20	21	19	21	23	24	19	22	19	21	24	22	24	22	23	24	26	24	26	26	25	24	26	24	22	27	29	26	25	24	26	26	28	28	29	29	30	29	28	30	30	31	32	31	32	35	34	34	37	38	41	2	0	1	1	6	2	4	4	5	14	8	8	9	4	9	9	24	21	10	26	16	21	15	14	19	16	19	19	26	23	23	35	23	31	29	28	40	28	40	23	34	35	35	36	36	42	36	37	40	34	43	40	37	39	37	46	46	52	33	49	50	51	53	60	70	72	53	54	39	69	85	59	67	69	69	70	65	69	89	76	74	72	75	69	69	84	99	89	76	85	70	65	88	79	89	86	86	99	92	87	96	94	97	87	86	108	105	104	105	108	108	1	1	2	1	1	2	1	1	1	1	2	2	1	1	1	1	1	2	2	1	1	1	1	2	1	1	1	1	2	2	1	2	2	1	1	2	1	2	1	2	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	2	2	2	3	1	2	2	1	1	2	1	1	1	1	2	2	2	2	1	3	1	1	1	1	2	3	2	2	1	1	1	1	2	2	2	2	2	2	2	1	1	1	1	2	2	2	2	1	1	2	2	3	4
3000	-691.914865393716241	-690.034115400756718	-1.880749992959575	0.000009998934326	0.000020381604883	2.038377712837308	0.678040692531044	1	0	3	2	2	5	4	4	6	8	7	9	9	6	8	7	9	10	10	11	9	11	11	12	11	10	12	12	12	13	13	16	13	14	13	14	15	16	16	16	15	16	15	17	15	19	17	17	18	17	18	18	18	18	16	20	20	18	18	19	19	21	19	21	22	23	20	20	19	23	23	21	24	22	23	24	25	25	25	25	24	25	25	23	25	25	28	25	24	28	27	27	27	28	29	30	30	30	30	29	31	31	32	32	33	35	35	36	39	38	40	2	0	1	1	2	2	4	4	5	14	8	11	9	7	9	9	14	21	10	26	16	21	15	17	19	9	10	19	26	23	23	35	23	23	29	28	31	28	23	23	34	35	35	36	36	42	19	37	39	41	42	39	39	33	37	46	46	48	31	39	50	51	53	54	69	72	53	54	58	69	69	59	67	69	69	69	84	75	89	71	84	66	69	69	76	84	92	89	65	84	85	78	88	79	89	86	86	87	92	87	97	95	86	99	96	104	105	104	105	108	108	1	1	1	1	1	3	1	1	3	1	2	2	2	1	1	1	2	1	2	1	1	1	1	2	1	2	2	1	1	2	1	1	2	1	1	1	1	2	3	2	1	2	1	2	1	2	3	2	2	1	1	1	1	2	1	1	1	1	2	2	2	2	1	2	2	1	1	1	1	2	1	2	3	2	2	2	2	1	1	1	1	1	2	3	1	2	1	1	1	2	1	1	1	1	2	2	2	1	2	1	1	1	3	1	2	2	1	2	2	1	2
3500	-665.149653950659967	-662.987399286959999	-2.162254663699926	0.000010369546276	0.000028758037199	2.773316829281189	0.701778445372906	1	0	3	2	5	4	5	4	6	7	7	8	8	6	9	8	9	12	10	11	10	9	11	11	11	9	12	12	12	12	12	16	13	14	14	15	15	17	15	15	16	17	15	16	16	17	17	17	18	17	17	18	18	18	18	20	20	19	16	19	20	21	19	21	21	24	20	23	20	21	23	23	23	22	23	23	25	25	26	26	25	25	26	24	26	27	29	26	24	27	24	26	28	28	27	30	29	30	30	30	31	31	32	31	32	33	32	36	37	37	41	2	0	1	1	2	2	4	4	5	14	8	11	9	7	13	9	14	21	10	26	22	16	15	17	19	16	19	19	26	23	23	35	30	31	29	28	30	28	31	23	34	35	29	36	36	35	36	37	39	41	43	33	48	40	48	46	46	48	39	48	50	51	53	54	69	72	53	54	58	69	65	59	67	69	65	69	91	91	89	76	71	72	91	69	74	78	92	89	76	80	75	78	88	89	89	86	86	87	92	87	97	94	97	87	86	104	86	106	107	108	108	1	1	2	1	3	2	1	1	1	1	2	1	1	1	1	1	1	2	2	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	2	1	2	2	2	1	1	2	1	1	1	1	2	1	1	2	3	1	1	1	1	1	2	1	1	2	2	1	2	1	1	1	2	1	1	1	4	1	1	1	2	1	1	2	2	1	1	2	2	2	1	2	1	1	1	1	1	2	2	2	2	1	1	2	1	1	2	2	1	2	1	2	2	2	1	2
4000	-677.861186297599943	-675.764627905834345	-2.096558391765636	0.000011158956504	0.000028963474358	2.595536092212932	0.721401272263193	1	-1	3	3	4	5	5	5	7	7	7	8	10	5	7	6	9	12	10	11	10	11	11	12	12	10	12	12	12	13	13	15	14	14	13	13	15	17	17	14	15	16	15	16	14	18	18	17	16	17	17	19	16	19	17	20	19	19	19	19	20	21	19	20	22	25	20	22	20	23	23	21	23	23	24	25	25	25	26	26	24	23	25	24	25	27	29	27	24	28	27	28	26	29	29	31	29	30	29	30	31	29	30	32	33	35	33	36	38	38	40	2	0	1	1	2	2	4	4	5	14	8	8	9	4	5	5	14	21	10	26	16	21	15	17	19	16	19	19	20	23	23	35	23	31	29	28	31	28	31	30	34	35	35	36	36	42	44	37	31	41	43	40	33	49	37	46	46	37	39	31	50	51	53	49	69	72	63	54	58	69	69	59	67	69	69	74	70	74	89	75	71	72	84	69	65	78	70	93	74	80	84	78	89	89	89	86	86	92	92	75	97	79	97	87	86	104	86	106	96	108	108	1	1	1	1	2	3	1	1	2	1	1	2	1	1	2	1	2	2	1	1	2	1	2	2	1	2	1	1	1	1	1	1	2	1	1	1	1	3	2	1	1	1	1	2	1	1	1	1	2	2	1	2	1	1	2	1	1	2	1	2	1	2	2	2	2	2	1	2	1	2	2	1	1	2	2	2	1	1	2	2	1	1	1	2	2	1	2	1	1	1	1	2	1	2	2	2	1	1	1	2	1	1	1	1	2	2	2	1	3	1	2
4500	-656.276014756686777	-654.281824095660681	-1.994190661026080	0.000014018613261	0.000032614030724	2.326480523860342	0.712133485041297	1	-1	3	3	4	5	5	4	6	8	8	9	9	7	8	7	9	12	10	11	10	9	11	11	11	10	12	12	13	13	12	15	14	14	14	15	16	17	17	14	16	16	16	17	16	18	16	18	16	16	18	16	18	18	18	20	19	19	19	18	19	22	19	21	22	23	21	22	20	22	24	21	23	23	23	25	25	25	26	26	25	25	24	24	24	27	29	26	24	28	27	26	27	28	28	29	29	30	30	29	31	30	31	32	33	34	35	36	37	38	39	2	0	1	1	2	2	8	4	5	14	8	8	9	7	9	9	14	21	7	26	22	16	15	17	19	16	19	19	20	23	23	35	23	30	29	28	31	36	33	23	30	32	35	36	36	42	36	37	33	31	43	40	30	37	37	46	46	37	39	49	50	51	53	54	69	72	63	64	58	69	70	52	67	69	69	85	83	75	89	84	83	66	69	69	70	78	92	89	70	70	76	84	88	79	89	70	86	87	92	92	97	79	97	99	87	104	86	106	105	108	108	1	1	1	1	2	2	1	1	1	1	2	2	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	2	2	2	2	1	2	1	1	2	1	1	1	2	1	2	2	1	1	1	1	2	1	3	1	2	2	1	1	1	1	1	1	1	2	2	1	1	2	1	1	3	1	1	1	1	2	3	1	1	2	1	1	2	1	1	1	1	4	1	2	1	2
5000	-624.901356896896345	-623.186899622175815	-1.714457274720521	0.000016529510873	0.000026947069837	1.630240001893585	0.745651915909904	0	-2	3	4	4	4	6	4	6	7	7	6	9	6	8	7	9	12	9	11	11	10	11	12	10	9	10	11	12	12	13	15	14	15	13	14	16	16	17	15	16	16	15	16	16	18	17	18	17	17	18	19	18	18	19	20	19	18	18	20	20	21	19	20	22	25	21	21	20	22	22	21	23	21	23	23	25	25	26	26	23	25	25	22	25	27	29	26	24	25	25	27	28	28	30	30	29	30	29	30	30	32	31	32	32	34	34	35	37	39	40	2	0	1	1	2	2	4	3	5	14	8	4	9	4	9	5	14	21	10	26	22	16	15	17	19	16	19	19	20	23	23	35	23	31	29	28	33	28	40	30	33	35	35	36	36	42	44	37	40	41	43	39	37	31	48	46	46	37	40	49	50	51	53	54	69	72	53	64	58	74	69	59	67	69	74	70	76	65	89	71	71	72	65	69	65	78	92	89	76	71	84	85	88	89	79	86	86	92	92	92	97	95	97	92	86	104	97	106	107	108	108	1	1	2	2	2	2	1	1	1	1	2	1	2	1	1	1	2	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	2	2	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	3	1	2	2	1	2	1	2	1	1	1	2	1	1	2	2	2	1	1	1	2	1	1	1	2	2	1	2	1	1	2	2
