step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	Tinf_109	Tinf_110	Tinf_111	Tinf_112	Tinf_113	Tinf_114	Tinf_115	Tinf_116	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	alpha_109	alpha_110	alpha_111	alpha_112	alpha_113	alpha_114	alpha_115	alpha_116	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108	kappa_109	kappa_110	kappa_111	kappa_112	kappa_113	kappa_114	kappa_115	kappa_116
1	-4764.909200238763333	-4770.848397457848478	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.437094770088893	-1	0	1	2	3	3	2	4	3	4	3	4	4	3	5	5	6	5	6	5	6	6	7	7	5	6	6	6	7	7	7	6	8	7	7	7	8	8	7	8	8	8	9	8	9	9	8	8	10	11	9	12	10	10	11	10	11	10	11	11	11	11	10	10	10	12	11	12	12	12	12	12	13	13	13	13	13	13	13	13	13	14	14	15	15	16	16	16	16	17	18	16	18	18	19	19	18	18	18	19	21	19	20	21	20	21	21	20	23	21	22	22	25	24	22	24	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	2	3	2	3	3	2	3	3	4	3	4	3	4	4	4	4	3	4	4	4	4	4	4	4	5	4	4	4	5	5	4	5	5	5	5	5	5	5	5	5	6	6	5	7	6	6	6	6	6	6	6	6	6	6	6	6	6	7	6	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	8	8	8	9	9	9	9	9	10	9	10	10	10	10	10	10	10	10	11	10	11	11	11	11	11	11	12	11	12	12	13	13	12	13
500	-1246.093931629173539	-1252.033128848258684	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.312501477109147	-2	0	-1	1	3	3	2	3	3	5	3	4	4	3	4	4	7	6	6	6	5	5	6	6	6	7	6	7	6	6	5	6	8	8	6	8	7	8	6	8	7	5	10	8	7	10	8	7	11	12	9	12	11	11	10	10	11	11	12	12	10	8	10	10	11	12	11	12	12	12	12	12	11	12	13	13	13	14	10	14	14	15	15	15	15	16	17	15	16	18	19	17	18	15	18	19	19	19	19	20	19	19	20	22	21	21	22	20	24	21	23	22	25	24	23	24	0	1	1	3	2	2	3	3	3	4	2	8	4	7	4	7	8	13	11	7	3	13	22	10	16	5	11	20	15	9	15	11	8	18	12	22	23	24	16	19	31	15	22	30	31	32	32	9	33	48	24	51	16	41	42	42	45	47	36	41	42	42	45	32	48	35	48	62	47	36	56	62	42	79	65	67	47	71	5	41	41	71	63	72	42	72	62	79	88	79	62	62	73	79	82	63	62	42	62	80	85	62	73	62	62	73	79	62	85	73	79	62	94	79	62	86	1	1	1	1	1	1	2	1	3	2	2	1	1	1	1	1	2	2	2	2	3	1	1	1	1	3	2	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	2	1	1	3	1	2	2	3	2	3	5	1	2	3	2	1	2	3	2	3	2	2	2	4	1	3	2	2	1	2	4	1	2	1	3	2	5	5	3	1	2	2	10	2	7	3	1	4	11	7	4	3	2	7	8	11	8	5	2	9	4	10	13	5	10	7	8	8	9	8	8	9	10	7
1000	-1054.327722573060328	-1060.266919792145472	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.401259042210009	-1	0	1	3	4	3	2	5	3	3	2	3	5	3	5	5	7	5	6	5	5	7	7	8	4	6	4	7	5	7	6	6	7	8	7	8	8	9	8	8	7	5	8	9	9	9	8	9	10	12	10	13	9	11	9	10	11	10	11	11	8	11	9	11	11	12	11	12	13	13	11	12	12	13	13	13	14	12	10	14	14	13	15	14	16	15	17	16	16	18	18	16	19	17	20	19	18	18	18	20	20	20	21	21	19	22	22	21	23	22	23	23	25	24	23	25	0	1	1	3	1	2	3	7	3	3	2	3	10	3	4	7	8	10	11	12	12	4	14	23	7	18	11	20	7	4	42	27	21	26	20	15	23	29	25	27	42	10	29	30	31	32	32	37	20	37	24	51	25	41	42	55	31	47	36	41	42	45	31	47	48	33	48	42	32	59	55	79	61	63	65	67	69	42	63	41	41	71	84	79	61	72	71	79	74	63	42	78	61	84	82	74	61	42	73	84	87	82	105	55	61	85	84	105	89	73	94	78	94	91	93	84	1	1	1	1	2	2	1	1	1	1	1	1	1	1	2	2	1	1	3	1	1	2	2	1	1	1	1	1	2	2	1	1	1	1	1	2	1	2	2	1	1	2	2	2	2	2	1	1	3	2	1	2	2	2	2	1	2	1	1	2	2	1	2	1	1	2	1	2	4	1	1	1	2	2	2	1	1	5	1	5	3	1	1	4	8	2	2	3	2	5	8	2	4	2	4	4	5	11	2	6	2	4	1	9	7	4	5	2	5	7	5	5	7	4	2	7
1500	-893.622076486912761	-899.561273705998019	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.498238059663658	-1	0	1	2	3	2	2	3	3	3	2	5	4	4	5	6	6	5	5	5	6	5	6	6	4	6	6	6	7	6	7	7	8	8	6	6	7	7	7	8	8	7	10	7	10	9	8	8	9	10	8	13	10	10	11	10	11	9	11	12	9	9	11	10	10	11	10	10	12	13	12	12	13	12	13	13	14	13	13	14	14	14	14	15	16	15	16	16	16	17	19	15	19	18	19	20	16	19	18	18	21	19	20	21	20	22	22	20	22	22	21	22	26	24	22	24	0	1	1	3	1	2	3	7	3	4	2	3	10	10	4	25	20	10	11	5	1	13	14	14	7	18	11	20	15	15	15	27	8	26	20	22	23	24	25	27	31	15	29	30	31	32	27	37	20	37	38	38	16	41	62	62	45	47	36	41	42	42	31	27	48	49	48	42	58	59	61	45	61	45	48	67	69	61	63	45	60	55	72	79	42	79	73	63	45	63	55	73	82	86	71	89	71	42	97	86	102	85	78	97	97	101	86	95	89	78	100	85	100	107	103	100	1	1	1	1	2	2	1	1	1	1	1	3	1	1	2	2	1	1	1	2	3	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	1	3	2	1	2	1	1	1	2	3	1	2	2	2	1	2	1	1	1	1	2	2	2	1	4	2	1	3	1	1	2	2	1	1	6	2	2	2	3	3	6	1	2	1	5	2	3	6	1	3	1	2	3	4	1	1	4	1	5	6	1	4	7	1	1	5
2000	-766.362817127914241	-772.302014346999499	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.640435985794238	-1	0	1	2	1	3	3	5	3	3	2	4	4	3	5	4	6	5	5	5	7	6	7	6	5	6	6	7	7	7	7	6	9	7	7	8	9	9	8	8	9	9	9	8	9	9	8	8	9	12	9	13	10	10	12	10	11	10	11	11	11	12	10	11	10	13	11	13	12	12	12	11	12	14	13	13	14	14	13	12	13	14	14	16	15	16	17	14	16	17	18	16	17	17	19	19	16	18	19	18	22	20	21	21	21	22	21	20	23	22	21	22	26	24	22	25	0	1	1	3	1	2	3	3	3	4	2	9	10	4	4	7	8	10	11	3	3	12	10	14	16	18	19	8	15	15	15	19	7	18	20	22	23	14	25	27	31	31	29	30	31	32	32	23	20	65	24	51	39	41	42	42	31	47	36	41	42	42	31	47	48	49	48	62	58	36	61	45	61	57	50	65	69	61	72	60	60	61	79	57	62	79	82	72	74	72	97	78	85	86	87	89	85	92	93	86	102	95	97	98	99	102	100	85	96	91	100	87	100	107	98	100	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	2	2	2	1	4	1	1	1	1	1	2	1	1	1	2	2	1	1	1	3	1	2	1	1	1	1	2	2	1	1	2	1	2	2	1	1	2	1	3	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	1	1	1	2	1	2	2	1	1	1	1	2	2	1	2	2	1	3	1	2	1	1	2	2	1	1	1	1	1	1	3	2	2	1	1	3	4	3	2	3	5	2	2	4
2500	-731.251330309201535	-737.190527528286793	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.721295071699986	-1	1	0	1	2	3	1	3	3	4	3	4	2	3	5	4	6	5	5	5	6	5	5	7	5	6	7	7	7	7	6	6	8	7	7	7	7	8	8	9	7	8	9	9	9	10	7	8	10	10	9	12	10	9	10	9	12	10	10	10	10	11	10	10	10	12	12	13	12	12	13	12	12	13	13	14	12	14	13	12	14	14	13	15	15	16	16	15	17	18	17	17	18	19	20	20	19	18	19	17	22	18	21	21	20	21	22	20	22	22	21	23	26	25	19	24	0	1	1	3	1	5	3	3	3	13	2	8	4	13	13	7	8	10	11	12	12	10	14	14	16	18	19	20	15	15	15	19	21	18	20	22	23	24	25	27	31	31	29	30	31	32	32	37	20	37	24	51	25	41	42	42	62	27	36	41	42	42	45	32	48	49	48	55	58	59	61	63	61	63	67	67	58	61	72	60	80	71	72	79	71	79	71	83	74	88	85	85	85	86	102	89	91	85	93	86	106	87	108	115	93	95	100	98	96	115	100	87	116	107	91	100	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	2	2	1	1	3	2	1	2	2	1	2	1	1	1	2	1	1	2	1	2	1	2	3	2	2	1	2	1	2	1	1	1	1	2	1	1	1	1	1	1	1	2	2	1	2	3	2	1	2	2	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	2	3	4	1	2	1	3
3000	-724.214197832080117	-730.153395051165376	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.779707361571377	-2	0	0	3	3	3	2	5	4	5	4	4	4	4	4	5	6	5	7	5	7	6	6	7	4	6	6	6	7	7	7	7	6	7	7	8	8	9	7	8	8	8	9	8	10	9	9	8	10	11	8	13	9	11	10	10	12	10	12	11	10	12	11	11	11	12	10	13	12	12	12	12	14	13	13	13	14	13	13	12	14	14	15	15	15	14	16	17	16	18	18	16	18	18	19	20	19	19	19	20	21	17	20	21	20	20	19	21	24	22	22	22	24	23	21	24	0	1	1	3	2	2	3	12	4	13	6	5	4	4	4	25	12	13	11	12	8	13	14	14	7	18	11	20	15	15	15	27	12	18	12	22	23	24	16	27	31	31	33	30	31	32	32	23	20	67	24	38	25	41	42	42	31	47	36	41	42	42	45	47	37	49	37	55	47	36	61	63	78	63	65	67	58	55	72	60	60	61	72	79	73	79	82	83	74	88	85	85	82	86	82	89	91	91	93	107	106	87	98	103	99	102	94	98	96	115	100	106	114	107	98	114	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	2	1	2	2	1	2	3	1	1	2	3	2	1	1	1	1	2	2	1	2	1	1	2	1	1	2	2	2	1	1	1	1	1	2	2	2	1	1	2	3	2	1	1	1	1	1	2	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	1	1	1	1
3500	-697.149685959694352	-703.088883178779611	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.820740148743265	-1	0	1	2	4	3	2	4	3	5	4	3	3	4	5	5	6	4	7	4	5	6	6	7	6	7	7	6	7	7	7	6	7	6	6	8	8	8	8	8	9	9	9	8	9	8	8	9	9	11	10	12	10	10	11	11	11	10	12	11	10	11	11	10	10	12	11	12	12	12	12	12	14	14	14	13	14	14	14	13	13	13	14	16	14	15	16	16	15	16	16	17	17	17	19	19	18	18	19	20	21	18	21	20	20	21	19	21	24	21	22	23	25	24	22	25	0	1	1	3	6	2	3	12	3	13	6	7	4	13	4	7	21	3	11	12	12	10	14	14	16	10	11	20	15	15	15	11	17	18	20	10	23	24	25	27	31	31	29	30	31	32	32	37	35	37	38	51	25	41	42	42	45	47	36	41	42	42	45	47	48	49	48	62	64	36	61	63	61	63	65	67	69	71	63	60	60	61	45	79	62	83	78	79	74	83	85	85	85	86	102	89	91	91	93	107	102	78	98	98	99	102	94	98	96	104	100	106	114	107	103	114	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	2	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	1	1	1	2	1	1	1	1	2	1	2	1	1	1	2	1	1	1	1	2	1	1	1	2	1	1	2	3	1	2	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	2	2	2	1	1	1	1	2	2	1	1	1	1	3	1	1
4000	-697.127063165449499	-703.066260384534758	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.705654358800495	-1	0	1	2	4	4	3	5	3	3	4	5	4	4	5	6	6	5	7	5	6	6	6	6	5	7	6	7	7	6	8	6	9	8	8	8	7	8	8	8	9	9	9	8	9	9	8	8	10	11	10	12	11	11	10	11	11	10	10	11	11	12	11	11	10	12	12	12	11	12	13	13	14	14	13	13	12	13	14	13	13	14	14	16	15	16	16	16	15	16	16	17	17	17	18	19	17	19	18	20	21	18	18	21	20	20	19	20	23	20	22	22	25	24	22	25	0	1	1	3	1	2	3	9	3	4	2	9	10	10	4	25	8	10	27	3	3	10	14	14	7	18	11	20	15	15	15	11	21	18	20	21	15	24	25	27	31	31	15	30	31	47	32	37	12	37	24	38	39	41	42	42	31	47	36	41	42	55	45	47	48	49	65	55	47	36	61	63	71	63	50	48	58	61	72	60	60	61	72	79	71	79	71	83	74	83	85	85	85	86	82	89	85	97	93	107	106	87	85	98	93	87	94	103	96	103	100	95	114	107	110	114	1	1	1	1	2	1	1	1	2	1	2	1	1	1	2	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	2	2	2	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	3	2	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	2	1	2	2	1	1	2	2	1	2	1	3	1	1
4500	-761.627605125831678	-767.566802344916937	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.658097907595441	-2	0	1	2	2	2	0	4	3	5	2	4	3	4	5	4	7	6	4	5	6	5	5	8	4	7	6	7	7	7	7	7	8	7	7	7	8	8	7	9	8	8	8	9	8	10	8	8	10	11	10	10	11	9	11	10	11	10	10	11	11	11	10	11	10	12	12	12	12	13	12	11	13	13	13	14	12	13	13	14	14	14	14	15	15	16	16	15	16	18	18	17	17	18	19	20	19	19	19	20	22	19	21	22	20	22	19	20	22	21	23	21	26	24	22	25	0	1	7	3	1	2	1	3	3	13	2	3	4	13	4	7	8	10	11	12	12	13	14	14	7	18	11	20	15	15	15	19	20	18	20	10	23	14	16	27	31	15	15	30	31	27	32	23	17	37	38	24	39	41	42	42	45	47	36	41	42	42	45	27	48	49	65	55	46	59	42	63	61	63	48	75	58	55	72	60	60	61	72	79	78	79	61	83	74	83	85	85	85	86	78	74	85	91	93	107	102	87	98	97	93	95	94	98	96	97	100	102	114	107	97	114	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	2	2	1	2	1	1	1	1	2	2	1	2	2	1	1	1	1	2	1	1	1	2	2	2	2	1	2	1	1	1	2	1	2	1	1	1	1	2	1	1	1	2	1	2	1	2	2	1	3	1	1	1	1	1	2	2	1	2	2	2	1	1	1	1	2	2	2	2	1	1	1	2	1	1	2	1	1	1	1	3	4	1	1	1	1	2	2	2	2	2	1	1	1	2	1	1	1	1	3	1	1
