step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70
62000	-438.030370271866389	-444.885858222825789	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.548429030554073	0	1	2	3	4	7	9	10	10	12	12	14	16	15	15	16	17	18	19	18	16	20	17	20	18	20	20	19	19	21	20	21	22	22	24	23	22	22	24	25	23	23	24	23	25	26	25	23	25	28	27	27	28	28	30	27	30	31	30	31	31	31	32	33	35	37	37	38	40	43	0	1	2	3	3	3	0	6	6	8	7	10	12	10	12	14	21	23	15	14	15	25	15	25	15	19	25	15	15	25	25	27	27	25	20	26	19	22	30	42	25	19	32	32	48	39	33	17	17	46	41	49	48	46	56	17	52	49	49	55	56	52	56	57	52	64	64	60	67	69	1	1	1	1	1	2	1	2	2	2	2	2	1	1	1	1	1	1	3	2	1	1	1	1	2	1	1	1	2	2	1	1	2	2	2	2	2	1	2	1	2	3	1	2	1	1	1	2	2	1	2	2	2	1	2	6	1	3	2	1	2	2	2	2	4	3	3	3	1	1
62500	-435.440250399626564	-442.295738350585964	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.575192177563891	-1	0	5	2	3	7	8	10	8	12	11	14	15	14	15	16	17	17	17	17	17	19	19	18	17	20	19	20	19	20	20	22	22	22	24	23	23	22	25	25	23	22	24	23	25	27	25	24	24	26	27	27	27	26	29	27	29	30	30	31	32	31	32	33	35	37	38	38	40	43	0	1	2	2	4	4	0	3	4	6	7	10	8	10	10	14	10	15	13	14	15	21	15	19	15	25	17	24	19	19	24	27	27	25	16	26	25	28	19	42	19	30	44	32	49	31	32	22	13	39	41	49	45	29	48	17	52	52	53	56	56	52	57	62	63	64	64	60	66	69	1	1	3	1	1	2	1	3	3	3	2	1	2	1	2	1	3	1	1	2	1	1	2	1	2	1	1	1	1	2	1	1	2	2	5	2	2	1	3	2	2	1	1	1	1	3	2	2	4	1	2	2	1	3	3	4	1	2	2	2	2	2	2	1	2	2	3	3	2	2
63000	-409.536437132222261	-416.391925083181661	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.600766775378650	0	1	2	3	4	6	8	9	10	12	13	14	16	14	16	16	18	18	19	17	17	20	19	20	18	20	19	19	20	21	21	20	23	22	25	21	23	23	24	25	23	22	22	22	25	26	23	23	24	27	28	27	27	28	29	28	29	31	31	32	31	32	31	32	35	36	37	38	41	44	0	1	2	3	3	4	0	6	6	8	7	10	12	10	10	14	21	15	25	14	15	17	18	19	13	25	18	15	25	24	19	27	27	25	20	26	36	30	48	30	29	31	32	32	15	39	27	15	17	26	41	45	17	24	45	52	56	53	45	58	53	57	57	57	61	64	64	60	66	69	1	1	1	1	1	2	1	1	2	2	3	1	2	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	2	2	4	1	1	1	1	2	1	1	1	1	4	1	2	4	3	4	2	1	4	6	1	1	1	2	3	1	2	1	1	2	2	3	3	3	2	2
63500	-410.868700911502231	-417.724188862461631	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.649222219847815	0	2	3	4	4	7	9	10	10	12	12	15	14	14	15	16	17	17	20	17	19	18	20	19	19	21	19	19	20	21	22	21	22	23	24	23	24	23	25	24	23	21	24	22	25	26	24	24	26	26	28	28	26	26	29	28	30	30	31	32	33	31	29	33	36	35	37	37	41	43	0	1	2	3	3	3	0	6	6	8	7	10	10	10	13	14	15	15	22	14	17	15	18	15	15	25	18	15	28	28	24	27	27	28	14	26	26	24	34	22	31	19	32	32	48	42	33	21	23	19	41	49	45	28	49	49	56	49	49	58	57	57	49	62	61	64	66	60	67	69	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	2	2	2	2	1	1	3	1	2	2	1	2	2	4	1	1	2	1	2	1	1	2	1	1	2	1	3	3	3	2	1	1	4	2	1	2	2	2	1	1	1	1	2	1	1	1	3	2	1
64000	-438.408260885598793	-445.263748836558193	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.590608663299284	0	1	4	3	4	8	9	10	10	12	12	15	13	13	15	16	17	19	19	17	17	20	20	16	19	20	20	20	20	21	21	22	22	22	24	23	24	23	24	25	23	22	24	23	23	28	24	25	25	26	27	25	27	28	27	26	29	28	30	33	32	31	31	34	36	35	36	37	40	44	0	1	1	2	4	2	0	4	3	8	7	13	10	8	13	14	13	15	24	14	15	15	17	15	24	19	18	19	21	17	29	27	27	17	8	26	34	25	28	19	31	31	44	32	21	49	27	17	17	36	41	35	45	50	48	52	52	53	48	59	57	56	57	62	61	64	66	60	67	69	1	1	2	1	1	3	1	4	2	1	1	1	1	2	1	2	2	2	2	2	1	3	2	1	2	1	1	1	1	2	1	1	1	4	7	2	1	1	2	2	1	1	1	1	3	2	2	3	3	2	2	1	2	1	1	1	2	1	2	1	2	2	1	2	1	1	1	2	2	2
64500	-408.439561946831247	-415.295049897790648	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.601899192336451	0	1	4	3	4	6	7	10	8	12	13	13	15	14	15	16	18	17	20	18	19	19	20	18	18	20	20	19	20	20	22	21	22	23	24	22	23	21	23	24	23	22	23	23	25	27	24	24	24	24	28	27	27	28	29	28	30	30	31	32	33	31	31	34	35	36	37	37	41	42	0	1	4	2	4	4	0	6	4	8	7	10	10	12	10	14	15	15	24	16	17	17	18	13	15	24	18	15	28	25	28	27	27	26	20	26	26	22	30	31	25	26	32	32	22	17	27	17	21	42	41	45	49	49	48	52	56	53	53	58	57	57	57	62	61	64	66	60	67	67	1	1	1	1	1	2	1	1	2	1	4	1	1	1	1	2	1	1	1	1	1	1	2	1	1	2	2	2	1	1	2	1	1	2	3	1	2	1	1	1	2	1	2	1	3	4	2	2	1	1	2	1	2	1	3	1	1	1	2	1	2	1	1	1	2	1	1	2	2	2
65000	-388.291702768261757	-395.147190719221157	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.625487730102096	0	1	5	3	4	7	8	10	10	13	11	15	15	15	15	16	16	18	20	16	18	18	19	19	17	20	20	19	20	20	21	23	23	22	23	24	23	21	23	26	23	23	23	21	25	27	25	24	25	28	27	27	27	28	30	28	30	30	30	33	32	31	31	34	34	36	38	38	41	43	0	1	4	2	4	3	0	6	6	8	7	10	10	10	10	14	8	17	13	14	15	15	18	25	17	25	18	25	25	17	19	44	27	24	20	19	19	30	30	31	31	31	44	27	48	49	33	17	21	46	41	49	40	46	48	52	56	48	53	53	57	57	57	62	61	64	66	60	67	69	1	1	2	1	1	1	1	2	2	1	2	1	2	1	1	1	2	1	3	1	2	2	1	1	1	1	1	1	1	2	1	2	2	1	4	2	2	1	2	3	1	1	1	1	1	1	1	5	3	1	2	1	1	1	2	1	1	3	2	3	1	1	1	2	1	2	1	2	2	1
65500	-412.868263621532947	-419.723751572492347	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.626992863662765	0	1	4	2	3	7	8	10	10	12	11	15	14	14	15	16	17	18	19	18	18	19	17	19	17	20	20	19	20	20	22	22	21	22	25	23	23	22	24	26	22	22	23	21	25	27	23	24	25	26	26	26	27	26	28	28	31	30	31	32	32	31	32	34	35	36	38	38	41	43	0	1	4	2	4	2	0	6	6	6	7	13	8	10	13	14	15	10	25	14	17	15	15	15	15	25	18	25	24	25	30	44	23	25	20	26	22	22	30	24	25	24	44	27	48	24	33	21	48	28	41	24	49	26	48	52	56	40	53	58	57	52	57	62	61	64	66	60	66	69	1	1	1	1	1	3	1	2	1	3	2	1	2	2	1	2	1	2	1	2	1	2	1	2	1	2	1	1	1	1	1	1	2	3	4	2	2	2	2	3	2	1	1	1	1	4	1	4	1	3	2	3	1	3	2	1	2	1	2	1	1	2	1	1	2	1	1	2	3	1
66000	-391.476954955475890	-398.332442906435290	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.574626866900830	0	1	3	2	3	7	9	10	11	12	12	14	14	15	15	17	17	18	19	18	18	19	20	20	18	21	20	20	20	20	22	23	22	23	24	23	24	22	24	24	24	23	24	22	25	26	25	23	25	27	27	28	27	28	29	27	29	31	32	32	31	32	32	34	35	36	38	38	41	43	0	1	4	2	4	3	0	6	6	8	7	10	10	12	10	14	15	17	17	14	13	15	18	19	15	19	18	25	25	25	24	44	27	24	20	26	36	25	30	38	28	38	44	27	48	25	33	22	22	34	41	49	45	34	49	49	56	53	53	49	57	52	57	62	61	62	66	60	67	67	1	1	1	1	1	2	1	2	3	1	2	1	1	1	1	1	2	1	1	2	2	2	2	1	2	1	1	1	1	1	1	1	1	2	2	1	1	2	2	1	1	1	1	1	1	3	2	3	4	2	2	1	1	3	2	1	1	2	2	3	1	1	1	1	2	2	1	3	2	2
66500	-435.330355603407611	-442.185843554367011	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.586241388327409	0	2	3	4	4	8	9	10	10	12	11	14	15	14	15	17	17	17	17	18	19	18	19	19	18	21	18	19	21	20	21	23	22	22	24	23	24	22	25	26	23	22	23	20	25	27	25	24	24	24	27	27	26	29	28	27	31	31	32	30	32	32	31	34	34	36	37	37	40	42	0	1	2	3	3	4	0	4	3	8	7	10	10	8	12	14	15	12	15	16	17	15	15	19	19	19	18	25	19	25	25	44	27	24	16	26	25	25	36	42	42	28	44	27	49	48	43	17	21	29	41	48	36	46	53	48	56	52	58	53	63	63	56	62	57	63	64	60	67	67	1	1	1	1	1	2	1	3	3	1	1	2	1	2	1	2	1	1	1	1	1	2	2	1	1	1	1	1	2	1	2	2	2	1	4	2	3	2	1	2	1	1	2	1	1	1	1	5	2	1	2	1	2	1	1	2	2	3	1	2	1	1	2	2	2	2	2	4	2	2
67000	-441.363462751084114	-448.218950702043514	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.606217545768530	0	1	5	2	3	7	9	10	11	12	12	15	14	15	15	16	17	18	16	18	16	19	20	20	18	19	20	19	20	21	21	22	23	21	24	23	24	21	23	26	23	23	24	21	26	27	22	24	25	28	28	26	25	29	29	27	28	32	30	31	32	31	32	34	35	36	38	38	41	44	0	1	4	2	4	3	0	3	6	8	7	13	10	10	13	14	21	17	15	16	15	15	18	19	19	19	22	25	19	24	24	44	47	24	20	26	26	22	30	30	31	19	32	27	21	42	27	17	48	24	45	22	15	25	53	45	53	56	24	49	52	52	52	61	61	63	66	60	66	67	1	1	2	1	1	1	1	3	3	1	1	1	1	2	1	1	1	1	1	1	1	2	1	2	1	2	1	1	2	1	1	1	1	1	4	2	2	1	1	3	1	3	1	1	4	2	1	4	1	4	2	4	3	5	2	1	2	2	4	2	3	2	2	1	2	2	1	3	3	2
67500	-426.169661493779188	-433.025149444738588	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.615777682958365	-1	1	5	3	4	7	8	9	11	12	11	11	13	15	15	17	18	17	17	18	19	19	19	20	18	20	20	19	20	20	21	23	23	22	26	24	23	21	23	25	23	22	24	22	24	28	24	24	25	26	26	27	27	28	28	28	29	31	31	32	32	31	30	33	35	35	37	36	39	44	0	1	4	2	4	3	0	4	3	8	7	8	10	8	13	14	10	15	15	16	15	15	18	19	19	25	18	19	19	25	19	27	27	25	20	26	31	19	30	42	31	24	44	27	21	50	32	21	45	38	41	48	49	50	48	22	56	56	53	49	57	57	56	62	61	56	66	59	67	67	1	1	1	1	1	1	1	2	2	1	2	1	1	2	1	1	2	1	2	1	2	1	2	2	1	1	1	1	1	1	2	3	2	2	2	2	1	1	1	2	1	1	1	1	2	1	1	3	1	2	2	1	1	2	2	5	1	2	2	3	2	1	1	1	2	3	1	2	2	3
68000	-400.400960520078343	-407.256448471037743	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.690019807772871	0	1	4	2	4	7	8	11	9	12	12	12	16	13	15	16	17	17	18	16	18	19	19	19	17	21	20	20	19	19	21	22	22	20	24	23	24	23	24	25	23	23	23	23	25	26	24	24	24	27	27	28	26	28	28	28	30	31	32	32	32	31	32	34	35	35	37	38	39	41	0	1	4	2	4	3	0	6	6	8	7	8	10	12	12	14	15	15	25	14	17	15	18	19	15	24	18	19	25	19	24	27	27	22	20	26	36	24	30	30	31	31	32	32	24	45	33	22	21	46	41	53	48	50	48	45	52	53	49	58	57	56	57	62	57	64	66	45	67	69	1	1	1	1	1	1	1	2	1	1	2	1	2	1	1	2	1	1	1	2	1	2	1	1	1	1	2	1	1	1	1	1	2	1	3	2	1	2	2	3	1	1	1	1	2	1	1	2	3	1	3	1	1	1	2	1	1	2	4	1	1	2	1	1	3	1	1	7	2	1
68500	-416.808413867310605	-423.663901818270006	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.491896575785139	-1	1	5	3	4	7	7	10	10	12	12	14	15	15	14	16	17	18	19	18	18	18	18	19	16	20	20	19	21	20	21	22	21	22	24	24	23	22	24	26	23	23	23	23	25	26	23	24	24	28	26	28	28	26	30	27	29	31	31	32	31	32	31	33	35	35	36	38	40	41	0	1	4	2	4	4	0	3	4	8	7	10	15	8	10	14	15	25	15	16	17	15	15	25	15	25	18	25	28	25	30	33	27	26	20	19	24	24	26	30	31	31	32	32	17	24	33	17	22	28	41	46	45	42	48	45	56	53	53	58	57	52	57	57	61	64	66	60	67	67	1	1	2	1	1	2	1	3	3	2	3	1	1	2	1	1	1	1	3	2	1	2	2	2	1	4	1	2	1	2	1	1	1	1	3	2	3	2	2	2	1	1	1	1	3	4	1	3	3	4	2	1	1	1	3	1	1	2	2	1	1	1	1	2	2	1	1	3	2	2
69000	-397.760491124157284	-404.615979075116684	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.666143399603017	0	1	4	2	4	8	9	10	11	13	12	12	15	15	15	16	17	18	18	17	18	19	19	20	17	20	20	19	19	21	20	21	23	23	25	23	23	22	25	25	22	22	24	23	26	27	24	24	25	28	25	28	27	29	29	26	30	31	31	33	32	30	32	34	35	36	38	39	41	44	0	1	4	2	4	3	0	6	6	12	7	8	10	8	10	14	13	15	25	16	17	15	17	19	15	19	18	25	25	19	19	27	27	24	20	26	26	24	30	31	30	19	44	32	49	36	27	21	22	40	41	53	45	46	48	49	52	53	53	53	62	56	57	62	61	62	66	60	67	69	1	1	1	1	1	2	1	2	2	1	2	1	1	4	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	4	2	2	1	2	4	1	1	1	1	1	2	2	2	2	2	2	1	1	1	2	1	1	1	2	3	1	2	1	3	1	3	1	2	2	2
69500	-429.403506964351550	-436.258994915310950	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.562420555411086	0	1	4	3	4	7	9	10	11	12	12	12	14	14	15	16	17	17	19	18	18	18	20	20	18	20	20	20	20	21	21	21	20	22	23	23	23	22	24	26	22	22	23	23	25	26	24	24	26	25	26	27	26	27	30	27	29	32	31	32	32	31	32	35	35	36	37	37	40	43	0	1	4	2	4	4	0	6	4	8	7	8	10	12	13	14	15	15	15	16	17	15	18	25	15	19	18	25	22	25	19	33	15	19	20	26	31	24	24	50	19	19	32	32	48	39	33	21	17	23	36	45	45	46	48	48	56	59	30	48	57	57	57	62	61	63	66	60	67	66	1	1	1	1	1	2	1	2	3	1	2	1	1	1	1	1	1	1	2	2	1	2	2	2	2	1	1	1	1	1	1	1	3	2	2	2	1	1	2	1	2	2	1	1	1	1	2	3	4	3	2	1	1	1	3	1	1	1	4	2	1	1	1	2	2	3	1	3	2	3
70000	-410.752179002495382	-417.607666953454782	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.583769827080708	-2	1	5	3	4	6	9	10	10	12	11	13	15	14	15	16	18	16	20	18	19	18	20	19	17	21	20	19	20	21	21	21	21	23	25	23	23	22	24	25	23	23	23	23	26	27	24	24	26	26	27	26	27	28	29	27	30	31	31	33	33	32	31	34	36	37	38	38	40	43	0	1	4	2	4	4	0	6	4	8	7	8	8	12	10	14	15	15	25	16	25	15	18	25	12	22	18	25	25	22	21	27	27	24	20	26	26	24	30	19	19	30	32	32	21	50	32	13	48	34	41	48	21	50	48	52	56	45	53	58	62	63	56	57	64	64	66	58	67	69	1	2	1	1	1	2	1	2	3	1	1	2	2	1	1	1	2	1	2	2	1	2	2	1	2	1	2	1	1	2	1	1	1	2	4	1	1	1	2	3	1	1	1	1	2	1	2	4	1	1	2	1	3	2	2	1	2	2	2	1	1	1	2	3	1	1	1	2	2	1
70500	-416.215623056481320	-423.071111007440720	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.591793458445727	0	2	5	3	4	6	8	10	10	12	12	15	15	14	16	16	17	19	17	18	19	19	18	19	18	20	21	19	20	21	22	22	23	22	25	23	23	23	24	25	22	22	24	23	25	28	25	25	25	27	27	27	27	27	29	27	29	32	31	32	32	32	31	34	35	36	38	38	40	43	0	1	4	2	4	4	0	6	4	8	7	10	10	8	12	14	15	23	12	14	17	15	15	19	19	19	22	19	25	29	24	27	27	25	20	26	24	24	30	30	24	30	32	32	22	19	27	21	21	31	41	13	48	36	48	45	52	53	48	52	57	57	57	62	61	62	66	49	67	69	1	1	1	1	1	2	1	2	3	1	2	2	1	3	1	1	1	1	1	2	2	2	1	2	1	1	2	1	2	1	2	1	1	2	3	2	2	1	2	2	2	1	1	1	3	4	2	4	3	3	2	6	1	2	3	1	1	2	3	1	1	1	1	1	2	2	1	5	2	2
71000	-443.398714949494263	-450.254202900453663	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.529649218842466	-1	0	5	2	3	8	8	9	11	11	13	14	16	13	14	15	16	19	19	17	19	20	20	18	16	20	20	20	21	20	20	22	22	21	25	24	23	22	23	24	21	22	23	23	24	24	24	24	26	26	27	27	26	28	30	28	29	31	31	31	33	31	32	35	35	36	38	39	40	43	0	1	4	2	4	4	0	6	6	8	7	6	8	10	10	14	15	13	25	14	17	21	18	17	15	24	13	24	19	24	24	27	27	26	20	26	26	30	19	19	24	31	32	32	21	28	27	13	10	46	46	17	22	30	45	22	52	52	53	56	52	57	57	62	61	64	66	58	66	67	1	1	2	1	1	3	1	1	2	1	3	2	3	1	1	1	1	1	2	2	2	1	1	1	1	2	2	1	1	1	1	1	1	1	5	2	1	1	3	2	1	1	1	1	3	2	2	4	6	1	2	5	3	4	2	4	1	2	3	2	3	1	1	2	1	1	2	3	2	3
71500	-436.283951370136435	-443.139439321095836	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.503304318597654	-1	1	5	2	4	6	9	9	10	12	12	14	15	14	15	16	16	17	20	18	18	19	20	20	18	20	20	20	20	20	21	23	22	21	25	24	24	22	25	23	23	22	23	21	25	27	25	24	26	26	27	27	26	28	30	26	30	31	31	31	31	31	30	35	35	35	36	37	40	43	0	1	4	2	4	4	0	6	6	8	7	10	10	10	10	14	13	15	25	14	17	15	18	13	17	25	18	25	25	15	19	44	27	15	20	26	26	25	24	31	24	24	44	27	42	34	33	24	17	38	41	45	24	46	45	22	52	53	45	52	52	57	56	62	49	62	66	53	67	67	1	1	2	1	1	2	1	2	2	2	2	1	1	1	1	2	1	1	1	2	1	2	2	3	1	1	1	2	1	2	1	1	1	3	3	2	2	2	3	1	2	1	1	1	1	3	2	3	5	2	2	2	3	1	2	3	2	2	3	2	2	1	2	2	3	2	1	5	2	3
72000	-403.089343643506709	-409.944831594466109	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.716217060703754	-1	1	4	2	4	8	9	10	7	13	12	12	15	14	16	17	17	19	17	18	19	17	20	19	18	21	20	20	20	20	21	22	23	21	25	23	24	22	24	25	23	22	24	21	26	25	24	22	24	27	27	26	26	29	30	28	30	29	29	32	32	32	31	34	36	36	38	38	40	43	0	1	4	2	4	3	0	6	4	12	7	8	12	12	13	14	13	22	15	16	17	15	18	19	19	25	18	19	25	19	25	44	27	25	20	26	26	25	31	42	31	24	32	27	49	30	27	17	17	46	41	49	48	46	45	52	56	53	48	45	57	57	57	62	61	64	66	60	66	67	1	1	1	1	2	2	1	1	2	1	2	1	1	2	1	2	1	1	1	1	1	1	1	1	1	2	1	2	1	2	2	1	2	1	2	1	2	2	1	2	1	2	1	1	2	2	2	2	2	1	2	1	2	2	2	1	1	1	3	3	1	1	1	1	3	1	2	3	2	2
72500	-398.636645412985615	-405.492133363945015	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.660013904058686	0	1	4	2	4	8	8	11	8	12	12	14	15	15	16	17	17	19	19	18	19	19	20	18	19	20	19	19	20	20	22	22	22	21	25	23	24	22	24	24	21	23	24	21	26	27	24	24	25	28	26	28	28	27	30	27	30	29	31	32	32	29	32	34	34	36	37	37	40	44	0	1	4	2	4	4	0	6	4	8	7	10	12	12	13	14	15	15	15	14	17	15	22	15	15	19	24	24	24	24	41	44	27	19	16	26	26	25	30	31	25	30	44	27	48	36	33	21	21	49	42	56	45	39	48	49	56	49	53	53	57	56	57	62	61	64	66	58	67	67	1	1	1	1	1	3	1	2	3	1	2	2	1	1	1	1	1	2	1	2	1	2	1	1	2	1	1	1	1	1	1	1	2	1	4	2	2	1	2	1	1	2	2	1	1	2	1	2	3	1	1	1	1	2	2	1	2	2	1	2	1	1	1	2	1	1	1	4	2	3
73000	-416.146067252149692	-423.001555203109092	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.632387705240165	0	1	5	3	4	7	7	11	10	13	13	14	15	14	16	15	16	17	19	18	18	18	19	19	18	19	19	19	20	21	21	23	22	22	25	22	23	23	25	25	23	23	23	21	26	27	23	22	25	26	27	28	27	28	29	27	30	31	31	33	33	29	32	34	36	36	38	38	41	43	0	1	4	2	4	4	0	6	3	8	7	10	12	10	13	14	10	17	25	16	17	15	18	22	15	25	18	22	25	25	24	44	27	30	20	26	36	24	30	31	30	31	33	27	25	19	27	15	48	25	41	45	45	31	48	45	56	45	53	59	57	56	62	57	61	64	66	60	67	69	1	1	2	1	1	2	1	2	3	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	3	2	1	2	2	2	1	1	1	2	3	2	2	2	2	3	2	1	1	3	2	1	2	2	2	2	1	1	1	2	2	1	1	3	2	2
73500	-413.539483702504356	-420.394971653463756	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.685927172918036	0	1	4	3	4	8	8	9	10	11	12	12	13	13	15	15	17	16	19	17	18	19	19	20	17	20	20	19	21	20	21	22	23	22	25	24	24	22	24	26	23	22	23	22	24	25	25	24	24	27	26	26	28	29	27	28	30	31	31	32	32	32	31	34	36	35	37	37	40	43	0	1	4	2	4	3	0	6	6	8	7	10	10	12	13	14	15	15	25	16	17	17	18	15	15	19	15	25	19	28	25	27	27	28	16	28	24	24	19	49	31	31	44	27	24	19	33	21	24	46	41	45	49	50	48	52	56	46	56	53	56	57	56	62	61	64	66	60	67	67	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	2	1	1	2	1	1	1	2	3	1	1	3	2	1	1	2	2	2	2	4	2	2	1	3	1	2	1	1	1	1	2	1	2	1	2	1	1	2	1	1	2	1	4	1	2	2	1	1	2	1	1	1	2	2	4
74000	-411.291989734257868	-418.147477685217268	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.728414043201995	0	2	5	3	4	6	9	9	10	12	13	14	16	14	16	17	17	19	19	17	19	19	18	20	18	21	20	18	20	20	21	22	22	22	25	23	24	22	24	23	23	23	24	23	24	27	25	23	24	26	27	26	27	28	28	28	30	32	30	32	33	32	31	33	35	36	37	38	40	43	0	1	4	1	2	3	0	6	3	8	7	10	10	10	10	14	13	23	25	14	17	17	15	25	13	25	23	15	25	15	24	27	27	22	14	26	30	30	19	31	25	30	32	32	21	40	27	22	21	30	41	49	21	50	49	52	56	59	49	49	57	57	57	62	61	64	66	60	67	67	1	2	1	1	1	1	1	2	2	2	2	1	2	1	2	2	1	1	1	1	1	2	2	1	1	1	1	1	1	2	1	1	2	2	5	1	2	2	2	1	3	1	1	1	2	3	2	3	2	2	1	1	3	1	2	1	1	1	3	3	1	2	1	1	1	2	1	3	2	3
74500	-399.021966631954513	-405.877454582913913	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.723090196263413	-1	1	4	2	3	7	7	10	10	12	10	13	14	13	15	15	16	18	19	17	18	19	19	19	17	20	20	20	21	21	21	23	22	22	24	24	23	22	24	24	23	21	24	23	26	27	24	24	25	26	28	26	28	28	28	28	30	31	32	32	32	31	31	34	34	35	37	38	40	44	0	1	4	2	4	3	0	6	6	8	7	10	10	8	13	14	15	15	25	16	17	17	15	25	15	25	18	25	24	24	19	27	27	24	20	26	26	19	24	29	22	22	33	27	48	36	27	21	21	34	41	49	48	24	48	52	56	54	54	53	57	57	57	62	61	64	66	60	67	69	1	1	1	1	1	1	1	2	1	1	2	1	1	2	1	2	1	2	1	1	1	2	2	1	1	1	1	1	1	1	1	2	1	2	2	2	2	1	2	1	1	1	1	2	1	2	2	3	4	1	2	1	2	5	1	2	1	2	2	2	1	1	1	1	1	1	1	3	2	2
