step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79
10000	-415.436173161370391	-422.291661112329791	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.592828559007558	0	1	2	2	2	3	4	4	3	4	4	5	6	6	5	5	6	6	7	8	7	7	7	8	7	9	8	9	9	10	9	11	13	10	12	12	13	11	11	13	11	12	13	14	16	18	19	19	20	19	20	20	20	22	21	22	22	22	25	25	28	25	25	25	24	27	27	26	28	28	29	28	28	29	32	30	32	35	37	0	0	1	1	2	3	2	3	3	3	5	9	10	7	6	6	10	0	3	9	12	15	16	7	16	10	17	19	19	22	25	27	28	25	19	22	30	27	34	29	22	22	19	35	36	40	44	45	46	45	48	50	0	51	52	46	52	36	53	46	68	52	56	65	57	60	64	65	64	68	64	68	63	65	76	61	65	77	78	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	2	1	1	1	3	1	2	1	1	1	1	1	2	2	3	3	2	2	1	1	2	2	2	3	2	2	3	2	2	1	1	1	1	1	1	1	2	1	5	2	3	1	2	2	1	1	1	2	2	2	2	2	1	2	2	1	1	3	2	1
10500	-456.513917085698608	-463.369405036658009	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.706787548285393	0	1	1	3	3	3	4	4	4	4	5	5	7	6	4	6	6	4	7	7	7	7	7	7	7	9	6	9	9	6	10	12	13	9	11	11	11	11	11	11	11	15	14	15	16	19	17	17	20	18	17	21	21	20	21	22	22	24	25	26	28	25	25	27	24	27	26	26	27	28	29	28	28	29	32	30	31	35	38	0	0	1	1	2	3	2	3	3	3	7	9	8	2	6	8	6	0	16	8	12	30	16	11	16	17	10	30	19	15	25	38	37	25	17	22	22	26	34	29	22	41	41	40	43	19	40	42	44	51	45	48	0	50	48	49	52	48	53	49	57	48	56	65	57	60	65	65	67	65	67	65	63	65	76	61	74	70	77	1	1	1	2	2	1	2	2	2	1	1	1	2	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	4	2	2	1	1	1	2	2	1	2	1	6	2	1	3	1	1	2	1	1	2	1	1	3	2	3	3	4	2	2	1	1	1	1	1	2	1	2	2	2	2	1	1	3	3
11000	-442.131550812593446	-448.987038763552846	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.637681921189598	0	1	3	4	2	3	4	5	5	4	5	4	7	6	5	8	6	5	6	7	8	8	7	8	6	9	8	9	10	7	10	11	12	9	12	11	12	13	11	11	12	12	13	15	15	19	17	18	21	20	17	20	19	21	22	22	22	22	24	25	28	24	26	26	26	26	28	26	28	28	30	29	28	29	31	29	33	35	38	0	0	1	1	2	1	2	10	10	1	2	3	6	5	6	23	3	0	3	9	12	30	8	14	10	17	17	15	19	6	34	27	28	25	19	22	30	27	25	29	22	22	22	40	43	47	44	45	46	48	37	45	0	52	52	49	48	52	53	56	68	52	56	57	52	60	64	57	64	64	67	68	63	61	68	65	72	77	72	1	1	1	2	1	1	1	1	1	2	2	1	2	2	1	1	2	1	2	1	2	1	1	1	1	1	1	2	3	2	1	2	1	3	3	2	2	2	2	1	2	2	2	2	1	1	1	1	1	1	3	4	1	1	1	1	1	1	2	3	1	2	2	2	2	1	2	2	2	1	1	2	1	1	3	2	2	1	4
11500	-447.381970827805105	-454.237458778764505	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.565992076573107	0	1	2	3	3	4	2	4	4	4	4	5	4	7	6	6	5	5	6	7	6	7	7	8	8	9	8	8	10	10	10	11	12	11	11	11	12	13	12	13	12	15	14	14	16	19	18	17	21	19	18	20	20	19	21	23	21	22	25	25	26	25	26	25	25	27	27	26	26	28	31	29	28	30	32	30	33	35	36	0	0	1	1	7	3	2	3	3	3	2	3	3	5	8	8	10	0	8	9	9	15	16	5	16	17	17	15	19	15	25	17	28	25	29	22	22	32	31	29	22	43	36	35	42	44	44	43	47	48	30	48	0	48	51	49	52	51	53	56	48	52	60	57	57	63	64	64	64	61	70	65	66	68	70	61	68	75	72	1	1	1	2	1	1	1	1	1	1	2	2	2	2	1	1	1	1	1	2	1	1	1	2	1	2	2	1	2	3	2	4	3	2	1	2	2	1	2	2	2	1	2	2	1	2	2	1	1	1	3	2	1	1	2	1	1	2	3	2	5	3	1	2	2	1	1	1	1	1	2	2	1	2	2	2	5	2	4
12000	-413.137927168889007	-419.993415119848407	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.642277175542331	-1	0	2	3	1	4	2	4	5	3	4	5	7	6	5	7	5	2	5	7	8	8	8	9	7	8	7	8	9	10	9	11	13	10	11	11	12	12	11	11	13	15	14	15	17	18	18	17	20	19	19	20	19	21	22	23	22	24	25	25	28	25	26	25	24	26	27	26	27	27	29	29	28	30	31	29	32	34	37	0	0	1	1	2	3	2	3	4	3	7	3	15	5	3	15	3	0	6	9	12	15	6	2	15	17	17	15	19	22	25	27	30	31	29	22	36	27	34	29	22	43	37	40	43	44	44	42	46	48	45	48	0	45	52	49	52	52	53	56	68	58	56	57	57	56	64	65	64	65	67	68	66	68	70	70	72	72	77	1	1	2	2	1	1	1	2	1	1	1	2	1	2	2	1	1	1	1	1	2	1	2	3	1	2	1	2	2	2	2	2	2	1	2	2	1	2	1	1	3	1	1	2	2	1	2	1	1	1	1	2	1	2	1	1	1	2	3	1	1	1	2	2	1	2	1	1	1	1	1	1	1	2	2	1	2	2	2
12500	-440.252961129072276	-447.108449080031676	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.647710213505652	-2	0	1	3	2	3	4	4	5	3	4	3	6	6	5	6	5	6	6	7	6	8	8	7	7	10	9	9	10	10	9	8	13	9	13	11	12	12	11	11	11	12	13	13	17	18	17	18	21	20	20	20	21	22	20	23	22	22	26	24	26	25	23	25	24	27	28	27	28	27	29	29	28	29	32	30	32	34	37	0	0	1	1	2	3	2	6	12	3	2	3	10	5	6	8	10	0	6	9	8	15	16	5	16	17	17	15	19	22	25	17	28	25	29	22	30	32	34	19	15	22	22	40	41	35	35	45	46	45	45	48	0	51	48	46	51	43	53	56	65	58	46	57	57	56	64	65	64	65	64	65	66	65	74	74	72	77	77	1	1	2	1	1	1	3	1	1	1	2	1	2	2	2	2	1	1	1	1	1	1	1	2	1	2	1	2	2	2	1	1	2	1	2	2	1	2	1	2	3	2	3	1	2	2	2	1	1	1	2	2	1	1	1	2	1	4	2	1	1	2	2	2	1	2	2	2	2	2	2	2	1	3	1	1	2	1	2
13000	-427.282430899831013	-434.137918850790413	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.679771503005692	0	1	2	4	3	3	4	4	4	3	4	5	6	6	6	7	5	4	6	8	8	7	6	8	8	10	8	9	9	8	9	12	11	10	12	11	12	12	12	11	12	13	14	15	16	18	17	18	20	19	19	21	20	21	21	22	22	23	26	26	28	26	23	25	25	28	28	26	27	27	30	28	28	29	31	29	31	34	38	0	0	1	1	2	3	2	3	3	3	2	6	10	5	8	3	10	0	8	9	9	6	8	5	16	3	8	15	8	15	8	27	28	31	40	30	29	27	31	29	30	36	41	35	41	47	29	41	46	48	48	45	0	51	51	46	55	48	53	63	65	58	56	48	57	63	52	65	64	65	61	65	63	68	70	70	72	77	78	1	1	1	2	1	1	2	1	2	1	2	1	1	2	1	2	1	1	1	2	2	2	1	3	1	3	2	1	3	1	2	2	1	1	1	2	1	2	1	1	2	1	1	1	2	1	3	2	1	1	1	3	1	1	2	2	1	2	2	2	2	2	1	3	2	2	3	1	1	1	1	1	3	1	2	1	1	1	2
13500	-448.427645197397567	-455.283133148356967	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.646934143784737	-1	1	1	3	2	3	5	5	5	3	3	5	6	6	5	6	5	6	7	7	8	8	6	8	7	9	8	9	9	7	9	11	11	11	12	12	12	11	10	12	12	12	14	14	17	18	16	19	20	19	20	21	21	20	21	22	22	24	23	26	28	26	25	27	25	28	27	26	28	27	31	28	29	30	32	29	32	35	39	0	0	1	3	2	3	2	3	6	3	2	6	10	2	3	8	3	0	6	9	12	30	10	5	16	9	17	8	19	15	25	26	28	31	19	30	22	27	31	29	22	30	30	29	37	47	40	45	46	43	48	51	0	50	45	46	48	48	53	56	64	58	49	65	55	60	48	57	67	68	64	68	60	68	70	70	72	77	77	1	1	1	1	1	1	2	2	2	1	1	1	2	3	2	1	2	1	2	2	2	1	1	2	1	2	2	2	1	1	2	1	1	1	3	2	4	1	1	1	2	2	3	2	2	1	2	2	1	3	1	1	1	1	3	2	1	2	1	2	1	1	3	1	3	1	4	1	1	1	2	1	2	2	2	1	2	1	3
14000	-431.438458154652892	-438.293946105612292	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.675315637954178	0	1	2	4	3	4	4	4	4	3	5	5	7	6	5	5	5	5	6	8	7	7	6	8	7	9	8	9	9	8	9	12	12	10	13	12	11	11	11	13	13	15	13	14	16	18	17	17	19	18	19	20	21	22	21	20	22	22	23	24	27	25	23	27	26	26	26	25	27	28	30	27	29	29	32	29	32	35	39	0	0	1	1	2	3	2	3	3	3	2	9	17	5	6	10	10	0	6	9	9	15	3	14	16	8	17	15	19	15	25	26	28	25	19	30	30	26	25	29	37	41	15	35	42	44	35	36	46	45	48	36	0	51	51	46	52	52	53	56	68	58	56	67	52	63	68	52	65	65	64	68	56	61	68	65	72	77	77	1	1	2	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	2	2	1	2	1	4	2	2	2	2	1	1	2	1	3	2	1	1	2	1	1	1	4	1	1	2	2	1	1	2	1	3	1	1	1	1	1	1	1	2	1	3	1	1	3	2	1	2	1	1	2	1	3	1	3	2	2	2	3
14500	-446.982171510135345	-453.837659461094745	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.624432517570285	1	-1	2	3	2	4	4	3	4	4	3	5	6	7	5	7	5	6	6	7	8	6	7	8	8	8	8	10	10	9	10	12	12	11	13	11	12	11	12	12	12	14	13	15	16	17	18	18	20	18	20	21	21	21	20	21	21	22	26	24	28	25	25	26	25	27	25	27	27	28	28	27	29	29	30	29	33	35	38	0	0	1	1	2	8	2	3	3	8	2	9	10	5	8	3	10	0	3	9	12	6	3	5	16	17	10	16	6	22	25	38	28	31	29	22	30	26	34	21	30	30	22	35	42	35	44	37	46	42	50	51	0	50	43	46	42	50	53	49	67	58	56	65	57	63	57	67	67	68	64	65	60	68	70	65	67	77	78	1	1	1	1	1	1	3	1	1	1	2	1	1	3	2	2	1	1	2	1	2	1	1	3	1	2	2	1	2	1	1	1	1	1	2	3	1	2	1	2	2	2	3	1	1	2	1	3	2	2	2	1	1	1	3	2	4	2	2	1	2	2	2	1	2	2	3	1	1	1	1	1	2	1	1	1	4	1	1
15000	-414.986657796346208	-421.842145747305608	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.698638664142643	-1	0	2	3	3	3	4	5	4	4	5	3	6	6	5	7	5	6	6	6	7	7	8	6	8	9	8	9	10	10	10	9	12	10	12	10	13	12	11	12	13	15	13	14	15	18	18	17	20	19	19	20	20	21	21	23	20	22	26	25	28	24	25	25	25	28	27	26	26	28	30	28	28	28	30	29	33	35	37	0	0	1	1	2	3	2	1	12	6	7	3	10	5	3	3	3	0	6	9	12	15	16	5	8	17	10	15	19	22	25	27	28	25	26	22	36	27	34	19	40	43	30	29	41	44	44	45	46	48	48	48	0	51	57	46	45	57	53	56	68	58	56	57	57	63	52	64	64	67	67	68	63	68	70	68	72	77	77	1	1	1	2	1	1	2	3	1	1	1	1	1	1	2	2	2	1	1	1	2	1	1	2	2	2	2	2	2	2	1	1	1	1	1	2	1	2	1	3	1	1	2	2	1	2	2	1	1	1	1	2	1	1	1	2	3	2	3	2	1	1	1	3	2	1	3	1	1	1	1	1	1	1	2	2	2	1	2
15500	-451.764939621575422	-458.620427572534823	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.621141755909189	-2	0	1	3	2	2	5	4	4	4	4	5	6	6	5	6	5	5	6	8	7	7	7	9	7	9	9	9	9	9	10	12	13	9	12	11	12	12	10	12	12	14	14	14	16	18	18	18	21	20	19	21	21	19	22	22	22	23	25	25	27	26	25	24	27	28	27	26	27	29	31	28	27	28	32	29	33	35	38	0	0	1	3	2	3	2	6	6	6	2	9	3	2	8	6	3	0	6	9	12	15	6	5	15	17	17	15	19	22	34	27	19	25	29	30	22	27	25	29	22	30	36	40	43	41	40	36	46	51	45	51	0	48	50	46	51	51	53	49	68	58	56	57	68	49	64	64	64	67	67	65	60	57	70	65	72	77	78	1	1	2	1	1	1	2	1	1	1	1	1	2	3	1	3	1	1	3	2	2	2	2	4	1	2	2	2	1	1	1	2	3	1	2	1	3	2	2	2	2	3	1	1	1	3	3	2	2	1	3	1	1	1	1	2	2	2	2	3	1	1	2	1	1	2	2	1	2	1	2	1	1	3	2	1	2	1	1
16000	-439.955721953666398	-446.811209904625798	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.614266013378165	1	-2	2	3	1	4	4	4	4	4	4	5	7	6	6	6	6	6	6	7	6	8	6	8	6	9	8	10	10	10	9	11	12	10	12	11	12	12	12	11	12	14	13	14	17	18	19	19	20	19	20	21	21	21	21	22	22	23	26	26	24	25	25	25	26	27	27	25	26	28	30	29	28	28	31	30	33	35	39	0	0	1	1	2	3	2	3	3	3	2	9	10	5	8	8	10	0	6	9	12	15	6	14	3	10	17	22	26	22	25	27	28	31	17	22	19	27	25	19	22	22	41	35	37	35	44	37	46	45	48	43	0	50	50	49	54	48	53	56	57	58	56	61	68	60	64	61	64	65	67	65	66	57	70	70	72	68	77	1	1	1	1	2	1	3	2	2	1	3	1	1	2	1	1	2	1	1	2	1	1	1	1	2	3	1	1	1	1	2	2	1	1	2	2	3	1	2	3	2	3	1	1	2	2	3	3	1	1	1	4	1	1	1	1	1	3	2	2	1	2	2	1	1	1	2	1	1	1	2	1	1	3	2	1	2	4	3
16500	-393.806657183826928	-400.662145134786329	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.658475708838962	0	1	2	3	3	3	3	4	4	4	3	5	6	6	5	6	6	4	4	8	7	8	7	5	8	10	9	9	8	10	7	11	12	10	11	11	13	13	12	13	12	14	13	14	16	18	17	18	21	18	20	20	21	21	20	22	21	23	25	26	25	26	25	26	26	27	28	27	27	28	30	28	28	30	32	29	32	34	38	0	0	1	1	2	3	2	6	3	6	2	9	4	5	6	8	10	0	3	9	12	15	16	5	31	17	17	15	19	22	16	26	28	25	29	22	22	32	34	35	22	41	36	35	41	40	44	45	46	37	48	48	0	51	50	49	50	52	53	56	57	58	56	61	61	63	64	65	64	65	67	68	66	68	70	65	68	77	77	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	2	2	1	1	1	1	2	2	2	2	1	1	1	1	1	1	2	3	1	1	1	2	1	2	1	2	2	2	1	1	2	1	2	1	1	1	1	2	2	2	2	2	2	2	1	1	1	2	1	1	1	1	1	1	2	2	1	3	1	2
17000	-403.300374552075425	-410.155862503034825	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.722320735031558	0	0	2	3	2	4	4	5	3	4	4	5	6	6	6	6	6	6	7	7	4	7	8	7	7	10	8	9	9	9	9	11	11	9	13	11	12	11	12	13	12	13	13	14	16	18	19	18	20	19	20	19	20	21	21	22	22	23	26	26	27	26	26	26	25	28	28	27	28	28	30	29	29	29	31	29	33	34	38	0	0	1	1	2	3	2	3	3	3	5	21	10	5	4	3	4	0	6	9	9	15	16	5	16	17	17	15	19	22	25	27	28	25	29	22	22	17	34	29	30	30	36	40	41	40	46	45	46	48	52	48	0	48	52	46	52	50	53	56	65	58	56	65	57	63	64	65	64	65	68	68	66	65	70	68	68	77	78	1	1	1	2	1	1	2	2	1	1	1	1	2	1	1	1	1	1	2	2	1	1	1	2	1	2	1	1	1	1	2	2	1	1	2	2	2	2	1	2	2	2	1	1	2	2	1	1	1	1	1	1	1	1	1	2	1	2	3	2	1	2	2	1	1	2	2	2	1	2	1	1	1	2	2	1	3	1	2
17500	-431.552559068335427	-438.408047019294827	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.665490393563141	0	0	2	4	2	4	4	4	4	3	4	6	6	6	6	5	6	4	6	8	5	8	7	7	7	9	8	9	10	10	9	11	13	10	13	12	11	12	11	12	11	14	13	11	16	18	19	17	21	18	19	20	20	21	21	23	23	23	25	25	25	22	25	27	24	26	28	26	28	29	30	28	28	29	31	27	32	34	38	0	0	1	1	2	3	5	3	3	3	2	21	10	5	3	6	4	0	6	9	9	15	6	5	16	17	17	15	19	22	25	27	30	31	40	22	30	32	31	29	26	22	41	19	30	40	29	43	46	45	48	48	0	51	50	49	55	62	53	56	55	52	49	61	57	60	61	57	64	65	67	57	66	65	68	68	74	77	78	1	1	1	2	1	1	1	1	1	1	2	1	1	2	2	1	1	1	1	1	1	1	1	2	1	2	1	1	2	1	2	2	1	1	1	2	1	1	1	1	1	2	2	3	3	2	4	2	2	2	1	2	1	1	2	1	1	1	2	2	2	1	2	2	1	1	2	1	1	2	1	2	1	3	3	1	1	1	2
18000	-441.067157068037886	-447.922645018997287	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.565903366117165	-2	-2	2	2	3	1	4	4	4	3	4	6	6	6	5	7	4	5	6	7	7	7	6	8	8	9	8	10	9	9	10	10	13	10	12	11	12	12	12	11	12	14	13	14	16	18	18	17	18	20	19	20	20	21	21	22	22	24	25	25	27	22	26	25	26	27	27	26	26	28	29	29	28	29	32	27	32	35	37	0	0	6	1	2	1	2	6	3	6	2	9	10	7	17	8	6	0	6	9	9	15	8	2	16	17	9	20	19	22	25	27	41	25	29	30	36	26	34	19	10	22	37	35	37	44	44	36	40	45	48	48	0	52	50	46	52	62	53	56	65	52	60	50	52	56	64	50	64	65	67	65	63	61	70	68	72	77	77	1	1	1	2	3	1	2	1	1	1	3	1	2	1	1	2	1	1	2	1	2	1	1	5	1	2	2	2	1	1	1	1	1	1	2	1	1	2	1	3	4	2	1	2	2	2	2	2	3	2	1	2	1	1	1	2	1	1	2	2	1	1	1	3	3	3	1	3	1	1	1	1	1	1	2	1	2	1	3
18500	-404.175603592609946	-411.031091543569346	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.754821932644459	0	-1	3	3	3	2	5	4	4	4	3	6	6	6	6	8	5	6	5	6	7	8	6	9	7	9	8	8	9	9	6	11	12	9	13	12	11	11	11	11	13	14	13	15	16	18	18	19	20	18	18	21	21	21	21	22	23	24	26	25	27	23	25	25	26	27	27	25	27	28	30	28	27	30	30	29	31	35	38	0	0	6	1	2	1	5	6	6	6	2	9	10	5	3	23	10	0	6	9	12	15	6	14	31	17	17	15	19	22	3	27	28	25	29	22	15	27	34	29	37	30	30	40	43	44	44	45	46	45	42	48	0	45	50	49	48	62	53	56	68	48	56	57	57	63	64	57	64	65	67	68	63	70	70	65	72	74	78	1	1	1	1	2	2	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	2	1	1	2	2	1	2	2	2	1	1	1	1	2	2	2	2	2	2	2	1	1	2	1	1	2	2	1	2	1	2	2	1	2	2	1	2	2	1	1	2	1	2	1	2	1	1	2	2	2	1
19000	-402.127172983291587	-408.982660934250987	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.591289458398786	0	0	2	3	2	3	5	4	4	4	5	5	7	6	4	5	5	4	6	6	8	7	7	7	7	9	7	9	9	9	8	12	13	10	11	11	12	11	11	13	10	14	14	15	16	18	18	18	20	20	18	20	20	21	21	22	22	22	23	25	27	25	26	26	25	28	28	26	27	28	30	28	28	30	31	27	31	36	39	0	0	1	1	2	3	5	6	6	3	2	9	10	5	3	6	10	0	3	9	12	15	8	14	16	13	17	6	19	15	16	27	28	31	19	41	30	26	31	35	30	36	41	40	43	44	44	30	46	51	45	51	0	51	48	46	55	48	53	56	68	58	60	65	57	63	64	65	64	76	67	65	63	72	70	65	72	77	78	1	1	1	2	1	1	2	1	1	1	2	1	2	3	1	1	1	1	2	1	2	2	1	1	1	1	1	3	2	2	2	2	2	1	3	1	2	1	2	1	1	2	2	1	1	2	2	4	1	1	1	1	1	2	2	2	1	2	2	2	1	2	1	1	2	1	1	1	1	1	1	2	1	1	2	1	2	2	2
19500	-401.931610007965787	-408.787097958925187	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.611455369797019	0	1	2	3	2	3	4	4	5	4	4	6	6	5	4	6	5	5	6	8	7	8	7	7	8	10	8	8	10	9	10	12	12	10	12	12	12	11	12	12	12	14	13	14	16	18	16	18	20	19	18	20	20	21	22	21	22	22	25	25	27	26	24	26	26	27	27	24	27	28	30	28	29	28	32	30	31	35	38	0	0	1	1	2	3	2	6	3	3	2	9	10	5	3	6	10	0	6	9	12	15	16	5	16	17	17	19	20	22	25	26	28	25	29	22	22	26	34	29	30	37	37	29	42	44	44	45	46	48	43	48	0	52	45	49	48	36	53	56	57	58	56	68	68	63	55	57	64	65	64	65	63	68	70	70	72	77	78	1	1	1	1	1	1	2	1	1	1	2	1	1	2	1	1	1	1	2	2	1	2	1	2	1	2	1	1	1	1	1	1	2	1	2	2	2	1	1	2	2	1	1	2	1	2	1	1	1	1	3	2	1	1	3	1	2	4	2	2	3	2	1	1	1	2	2	1	1	1	2	1	3	2	2	1	2	2	1
20000	-439.862138676426980	-446.717626627386380	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.718992698878394	0	0	1	3	3	3	4	4	5	4	4	6	6	6	5	6	6	5	7	7	7	7	7	9	6	9	7	8	9	9	10	11	12	9	13	11	11	11	10	11	10	15	13	12	15	17	18	18	21	19	20	20	20	22	20	21	22	24	25	25	28	26	23	26	25	27	27	25	27	28	31	28	29	30	29	29	32	35	38	0	0	1	1	2	3	2	3	6	6	2	8	10	7	6	8	10	0	3	9	12	15	16	14	8	17	17	9	8	22	25	27	15	25	44	15	22	26	34	19	15	30	37	29	36	29	44	45	46	48	42	48	0	51	48	46	51	52	53	63	65	58	56	68	57	63	64	57	64	68	61	65	63	61	70	70	72	77	78	1	1	1	2	2	1	2	1	1	1	2	1	1	1	1	1	1	1	3	2	1	2	1	2	1	2	1	1	2	1	2	3	2	2	1	3	2	1	1	2	3	3	1	2	2	3	2	1	2	1	2	2	1	1	1	2	1	1	2	2	2	1	1	1	2	2	1	2	1	2	3	1	3	1	1	1	2	2	1
20500	-434.158984954462426	-441.014472905421826	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.663400935223067	-1	0	1	3	2	2	4	5	3	4	5	4	5	6	5	4	6	5	4	5	8	7	7	8	7	8	8	9	8	9	8	12	12	10	11	11	11	12	11	13	12	14	14	14	14	18	19	16	21	19	20	20	21	22	22	22	23	22	25	26	28	24	25	26	26	27	28	25	27	28	31	26	29	28	31	30	31	35	38	0	0	1	6	2	1	2	3	3	3	2	6	6	5	4	6	12	0	3	9	12	15	16	7	19	19	17	15	19	22	16	27	28	31	29	30	26	27	34	35	22	36	37	35	36	35	46	43	46	48	48	48	0	51	52	46	52	52	53	56	68	58	56	68	68	56	64	57	64	65	67	68	66	65	70	61	74	77	78	1	1	1	1	1	2	1	2	1	1	2	1	2	1	2	1	1	1	2	1	2	2	2	2	1	2	1	2	2	1	2	2	2	1	2	1	1	2	1	1	2	2	2	1	1	2	1	1	2	1	2	2	1	1	1	2	1	1	1	1	2	1	2	1	1	2	1	2	1	1	1	1	1	1	2	1	2	2	1
21000	-430.377093149720793	-437.232581100680193	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.672278965689117	-1	0	2	3	2	3	4	5	3	4	4	6	6	4	6	6	5	6	6	7	8	7	8	9	7	9	9	9	10	10	9	12	11	9	13	11	12	13	10	12	10	14	12	14	15	18	17	18	19	20	20	19	21	21	22	22	22	24	24	25	28	26	25	25	26	24	28	26	27	28	30	28	29	30	31	29	33	36	38	0	0	1	3	2	3	2	6	3	6	2	9	10	5	3	6	4	0	3	9	12	15	16	14	16	17	17	6	8	22	25	27	28	25	29	22	41	27	34	29	22	36	41	40	30	44	35	45	46	45	48	48	0	52	50	49	48	50	53	56	68	58	66	57	50	56	65	57	64	65	64	65	63	70	65	65	72	77	78	1	1	2	1	1	1	2	1	1	1	1	2	1	1	2	1	1	1	2	2	1	1	1	3	1	2	2	4	4	2	1	2	1	1	2	2	1	2	1	1	2	2	1	1	3	2	2	2	1	2	1	1	1	1	1	1	2	2	1	2	1	2	1	1	2	1	2	2	1	1	2	1	2	1	3	2	2	2	2
