step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34
48500	-184.058629066683210	-182.549288045781822	-1.509341020901388	0.000106950438751	0.000030834176808	0.288303415747153	0.671306487566184	0	2	5	4	4	6	5	3	6	6	5	9	8	7	9	7	7	8	8	8	9	8	9	9	10	9	13	12	12	11	12	12	14	15	0	1	8	2	8	5	8	1	2	7	8	3	6	10	18	10	3	9	0	6	13	6	16	17	19	19	5	21	22	10	26	20	23	28	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	2	1	3	2	2	3	1	3	3	2
49000	-187.144497784380889	-185.693982202468590	-1.450515581912307	0.000103198381069	0.000034631248342	0.335579376176364	0.785152344704622	0	3	5	4	3	6	4	4	6	6	5	10	7	8	7	8	8	8	7	6	8	10	8	8	11	9	14	9	12	11	12	11	13	16	0	1	8	2	1	5	5	5	2	7	8	21	6	3	11	10	1	15	0	8	6	20	10	5	19	19	30	21	22	10	26	28	30	12	1	1	1	1	2	1	1	1	2	1	1	1	1	2	1	1	3	1	1	1	1	2	2	2	1	1	2	1	1	2	1	1	1	3
49500	-184.279979684623612	-182.581568613411434	-1.698411071212172	0.000144340048526	0.000029446409999	0.204007205900808	0.653345392002385	1	2	5	4	3	6	5	4	7	7	4	9	8	7	8	9	7	9	8	7	9	10	8	9	12	9	12	10	12	12	12	12	15	17	0	1	5	2	1	8	8	5	3	7	2	5	6	11	20	10	11	15	0	8	6	12	20	17	19	19	10	21	28	23	26	28	27	28	1	1	1	1	1	1	1	1	1	1	1	3	1	2	1	1	1	1	1	2	2	1	1	1	2	1	2	1	1	2	2	1	2	3
50000	-170.157715935539471	-168.784116518545801	-1.373599416993682	0.000083384845397	0.000038908858945	0.466617869946517	0.650331103801616	1	3	5	4	4	5	4	3	6	6	5	9	7	8	7	8	7	8	7	8	10	9	8	10	11	10	13	9	11	11	11	12	14	16	0	1	8	2	8	5	8	1	2	7	8	20	6	10	11	10	3	15	0	5	12	13	10	20	19	19	16	13	22	23	26	28	30	21	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	2	2	1	1	2	1	1	1	1	2	2	2	1	1	2	1	2	1	2
50500	-168.268142763752195	-166.844099211411475	-1.424043552340712	0.000085900977128	0.000031382335326	0.365331529100452	0.848287974666846	1	2	5	3	3	5	5	5	6	6	6	8	7	7	8	8	8	7	8	8	9	10	9	10	11	10	14	11	9	12	12	11	15	16	0	1	5	2	1	5	5	5	4	7	3	6	5	10	18	10	13	11	0	13	12	13	16	17	19	19	30	13	13	23	26	21	30	32	1	1	1	1	1	1	1	1	2	1	1	2	3	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	2	1	1	1	2
51000	-196.556462756621954	-195.083142019056879	-1.473320737565087	0.000102391618497	0.000032246441626	0.314932433912826	0.730258743850401	-2	1	4	3	3	6	5	2	5	5	5	8	6	7	9	9	7	7	7	9	10	8	8	9	11	9	14	12	11	12	11	11	14	16	0	1	8	2	8	5	3	1	4	3	8	10	3	10	18	10	11	11	0	17	12	13	11	17	26	19	10	32	11	23	26	21	23	21	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	5	1	2	2	1	1	3	3
51500	-146.404973081079447	-145.014311897908669	-1.390661183170785	0.000094788609312	0.000039798785715	0.419868864036373	0.877987130176516	0	2	5	4	4	6	4	3	6	6	5	8	8	8	7	7	7	9	8	8	9	10	8	9	11	9	12	10	11	11	11	11	13	15	0	1	8	2	8	5	8	1	2	7	5	6	6	10	11	10	11	15	0	3	6	13	16	17	19	19	16	21	22	23	26	28	30	28	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	2
52000	-156.038424822313374	-154.527747535628436	-1.510677286684952	0.000078759500406	0.000022637302097	0.287423129662092	0.828944733083899	0	2	5	4	3	5	4	4	6	6	6	9	7	8	7	8	7	9	8	9	8	10	8	9	11	9	13	11	12	11	12	12	13	16	0	1	5	2	1	5	5	5	4	7	8	21	6	10	11	10	11	15	0	5	6	13	10	17	19	19	30	12	22	23	26	28	23	32	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	2	1	1	1	2	2	1	1	2	3
52500	-193.326367913146157	-191.960146622377835	-1.366221290768316	0.000115548091254	0.000057824519632	0.500436822490583	0.791799499332496	1	3	5	5	3	5	5	4	6	6	5	8	7	7	7	8	6	8	7	7	9	10	8	9	12	9	12	11	12	11	12	12	14	16	0	1	5	2	1	8	8	5	5	11	5	6	6	10	11	10	11	11	0	3	12	13	9	18	19	19	16	21	13	16	19	21	30	21	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	1	1	1	1	1	1	2	2	2	2	2	2	2	1	1	3
53000	-181.028277862014988	-179.422546880572668	-1.605730981442334	0.000097107752916	0.000023069278022	0.237563709688060	0.731297505373137	0	3	3	5	2	5	4	5	6	5	5	7	6	7	8	9	7	9	7	7	9	11	9	9	11	10	14	9	12	11	11	11	15	16	0	1	5	2	1	3	5	3	4	7	3	6	6	10	20	10	11	15	0	8	12	11	10	17	19	19	30	12	13	23	26	28	30	32	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	2	2	1	2	2	1	1	3	2	1	1	3	2
53500	-192.172281595825297	-190.507461867278550	-1.664819728546753	0.000171204913725	0.000036807496675	0.214990889422853	0.723636032069425	1	2	3	3	4	5	4	5	6	6	5	8	7	7	8	7	7	7	8	8	10	10	8	9	9	10	13	11	11	11	12	11	13	15	0	1	1	2	3	3	3	5	3	7	3	8	6	8	18	10	11	11	0	8	12	6	16	17	19	19	21	12	12	23	19	22	30	12	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	2	1	3	1	1	1	2	2	2	2	2	2	1	2	3
54000	-163.382042758564836	-161.989595610690344	-1.392447147874491	0.000069648220536	0.000028980904118	0.416104013783737	0.882535700219968	1	3	5	4	3	6	5	4	7	6	6	8	7	7	9	8	7	8	8	9	9	10	8	9	10	9	12	11	11	11	11	11	14	16	0	1	8	2	1	3	8	5	4	5	3	6	11	10	18	10	11	11	0	3	12	13	10	13	19	19	16	21	22	16	26	12	30	28	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	2	2
54500	-189.401005272414153	-187.777984886214767	-1.623020386199392	0.000143382236474	0.000033044029198	0.230461108785037	0.774879376054159	0	2	5	4	4	6	4	2	4	6	5	9	7	8	9	8	7	8	8	8	9	8	9	9	10	9	13	11	11	11	11	12	14	17	0	1	5	1	8	8	8	1	2	4	8	6	3	10	18	10	8	6	0	10	13	6	13	6	19	19	16	16	22	3	26	12	23	28	1	1	1	2	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	3	1	2	2	2
55000	-161.664050453456781	-159.989681886038568	-1.674368567418218	0.000082839883871	0.000017541340321	0.211749938577585	0.807740690140674	1	3	5	4	3	5	4	3	6	6	6	8	7	7	7	9	7	8	8	6	9	7	8	10	10	9	14	11	10	10	11	12	15	16	0	1	5	2	1	5	8	1	4	7	3	20	6	10	11	10	20	15	0	8	12	6	10	17	19	19	16	12	22	23	26	28	23	32	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	2	1	2	1	1	1	3	2
55500	-182.757162066415020	-181.309928693865118	-1.447233372549893	0.000097936805588	0.000033188496148	0.338876645498232	0.627455770615403	-1	2	5	4	3	5	4	4	6	6	6	9	7	7	9	9	8	8	7	7	9	10	8	10	12	10	13	12	12	11	12	10	14	16	0	1	8	2	1	8	5	5	2	7	6	6	5	10	11	10	11	13	0	8	13	13	10	5	26	19	16	12	24	23	26	6	30	21	1	1	1	1	1	1	1	1	2	1	1	2	2	1	2	2	1	1	1	1	1	2	1	4	1	2	3	2	1	2	1	2	1	3
56000	-173.585871841896932	-172.011184041410786	-1.574687800486150	0.000108829353918	0.000027379250914	0.251579651332766	0.722978716020210	0	2	4	4	2	6	4	5	6	6	6	9	8	8	6	8	6	9	8	8	9	10	9	9	11	9	12	11	11	11	11	11	14	15	0	1	5	2	1	7	5	3	2	7	5	6	6	10	7	10	5	15	0	3	6	20	16	17	19	19	30	12	12	23	26	6	30	13	1	1	1	1	1	1	2	1	2	1	2	2	1	1	1	1	2	1	1	2	2	1	1	2	2	1	1	1	1	2	2	2	2	3
56500	-165.399708356316069	-163.871808020088594	-1.527900336227484	0.000104610856892	0.000028939011685	0.276634878486964	0.694143060831763	0	2	5	4	2	6	4	4	6	6	6	9	8	7	9	8	8	7	8	8	10	10	9	9	12	10	11	11	11	11	12	11	14	15	0	1	8	2	1	8	5	5	4	7	3	6	6	10	18	10	11	11	0	3	13	13	10	17	19	19	10	12	22	10	26	6	30	21	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	3	1	1	4	1	3	2	4
57000	-216.567672545751009	-215.080635312069433	-1.487037233681572	0.000101465302361	0.000030852298264	0.304067474752629	0.599669960972151	0	2	4	3	2	6	3	4	5	5	6	9	6	7	9	8	7	7	8	8	8	10	8	10	11	9	14	11	11	12	11	10	15	14	0	1	7	1	1	5	5	1	1	3	3	8	3	10	18	2	8	11	0	3	17	12	3	8	19	19	28	5	9	16	26	6	30	21	1	1	1	2	1	1	1	2	3	1	1	3	1	1	1	4	1	1	1	1	1	1	2	2	1	1	2	4	3	3	1	2	1	3
57500	-197.109654898318894	-195.432702625102280	-1.676952273216612	0.000136301102365	0.000028744519386	0.210889852594128	0.465677537341350	0	2	4	4	4	6	5	5	6	6	5	9	6	7	7	8	7	8	8	8	7	10	9	8	12	9	14	12	11	10	12	11	15	16	0	1	1	2	1	5	5	1	2	7	5	21	3	9	11	10	11	15	0	8	5	20	16	11	19	19	3	21	22	10	26	20	30	21	1	1	2	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	3	1	1	1	2	2	1	5	2	1	2	1	2	3	4
58000	-154.632654362151698	-153.076534514102633	-1.556119848049062	0.000064454788680	0.000016814868114	0.260878492641609	0.836537114239090	0	2	5	4	4	4	5	3	7	6	5	9	7	8	9	9	7	7	8	7	9	10	8	9	11	9	12	11	11	12	11	10	14	15	0	1	5	2	8	8	5	1	4	7	5	20	6	10	18	10	11	11	0	3	6	13	10	17	19	19	10	32	22	23	26	12	30	32	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	1	1	1	1	2	1	1	2	1	1	1	2
58500	-170.299506162326736	-168.878727214418120	-1.420778947908618	0.000078088497317	0.000028861884388	0.369604812230524	0.619954969711384	0	3	6	5	3	5	4	4	7	6	5	9	7	7	9	9	7	7	7	8	9	10	8	8	10	8	13	10	12	11	11	12	14	16	0	1	8	2	1	5	5	5	2	7	5	6	3	10	18	10	11	11	0	11	3	21	10	17	19	19	23	12	22	23	25	28	23	32	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	2	1	1	1	1	1	1	2	1	2	1	3	1	1	2	1	1	2	2
59000	-170.697789914670096	-169.078112943927692	-1.619676970742396	0.000088472558693	0.000020507879147	0.231799322300590	0.835992745288602	1	2	5	5	3	4	5	4	6	5	5	10	8	7	8	8	7	9	8	5	9	10	7	7	10	9	11	11	10	11	11	11	13	15	0	1	5	2	1	5	5	5	4	5	6	21	6	10	3	10	3	15	0	8	13	13	10	11	19	19	16	21	13	23	26	21	23	32	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	2
59500	-172.396322741875707	-170.974722569456134	-1.421600172419586	0.000109717300023	0.000040432405158	0.368514401552229	0.875000647037732	1	2	6	4	3	5	5	5	7	6	5	9	7	6	7	8	8	9	7	9	8	10	8	7	11	9	12	12	11	12	11	11	15	16	0	1	8	2	1	5	5	5	2	7	5	21	6	5	11	10	11	15	0	24	6	12	10	11	19	19	10	21	12	7	26	12	30	32	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	3	2	1	3	1	1	1	2
60000	-165.886382249670817	-164.361145706698210	-1.525236542972596	0.000075009429575	0.000020870580899	0.278239429594272	0.777305811944403	-2	2	6	4	3	4	4	1	6	6	5	9	6	7	7	8	7	9	8	8	8	10	9	9	11	9	12	12	11	11	11	11	14	16	0	1	5	2	8	8	8	1	4	7	5	21	6	10	11	10	11	15	0	3	6	13	10	17	19	19	16	32	22	23	26	12	23	28	1	2	1	1	1	1	1	2	2	1	1	1	1	1	1	2	1	1	1	1	2	2	2	1	1	1	2	1	1	1	1	1	2	2
60500	-166.664283920971201	-165.168958706221161	-1.495325214750041	0.000111444534187	0.000033205929152	0.297959243979756	0.815946769067679	0	1	6	3	3	5	4	4	6	6	5	10	8	8	8	8	7	9	7	9	9	11	8	9	10	9	13	11	11	10	11	11	14	15	0	1	8	2	1	8	5	5	4	7	8	20	6	10	11	10	11	15	0	15	3	21	10	17	19	19	16	3	21	16	26	21	30	12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	2	2
61000	-168.129838058907211	-166.715847728908386	-1.413990329998827	0.000076605174478	0.000029037468271	0.379053614447925	0.748914723275831	1	2	5	4	4	6	4	3	5	6	5	10	8	8	7	8	7	8	8	9	8	11	8	9	10	10	14	11	12	11	12	11	14	15	0	1	5	2	8	3	8	1	4	7	5	21	8	10	11	10	11	15	0	3	6	13	10	17	19	19	10	6	13	23	26	21	30	28	1	1	1	1	1	1	1	1	1	1	1	1	3	1	2	1	1	1	1	2	1	2	1	1	1	1	3	2	2	2	1	2	2	2
61500	-159.870607117877768	-158.441138960777039	-1.429468157100721	0.000071377774318	0.000025594010003	0.358571141338937	0.808538753025786	1	3	5	4	2	6	4	4	7	6	5	10	7	8	7	8	8	9	8	8	9	10	8	9	11	10	13	11	12	11	12	12	15	16	0	1	5	5	1	5	5	5	4	7	8	21	6	10	3	10	11	15	0	8	3	6	10	17	19	19	30	12	22	23	26	28	30	32	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	2	1	1	2	2
62000	-161.605926867179903	-160.242694804600717	-1.363232062579176	0.000074660349373	0.000039011130719	0.522514708898724	0.947425068107632	0	2	5	4	3	6	4	4	6	7	6	10	7	7	8	6	8	9	8	7	9	10	9	9	11	9	14	11	12	12	10	12	14	15	0	1	5	2	1	5	5	5	4	16	5	21	6	16	11	7	11	15	0	3	20	13	10	17	19	19	30	20	22	23	26	21	30	32	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	2	2	1	1	1	1	1	2
62500	-176.740192474948344	-175.000560590164980	-1.739631884783375	0.000075525957847	0.000014497466923	0.191953433446042	0.697099429894429	1	3	5	5	3	4	4	2	7	7	5	9	7	8	7	5	7	8	7	8	9	11	8	9	11	9	13	10	11	12	11	12	14	17	0	1	5	2	8	8	8	1	4	16	5	6	6	10	11	7	11	15	0	3	5	13	10	17	19	19	10	12	13	23	26	28	30	32	1	1	1	1	1	1	1	1	1	2	1	2	2	1	1	1	2	1	1	2	2	2	1	1	1	2	3	1	3	2	1	1	1	3
63000	-170.414080631536251	-168.713231348975228	-1.700849282561013	0.000099030428138	0.000020128257673	0.203253263178035	0.779754992203664	0	3	6	5	3	5	4	4	7	6	5	9	7	8	9	9	8	8	7	7	10	10	8	10	11	9	14	9	11	12	10	11	14	16	0	1	5	2	1	8	5	5	4	7	8	6	6	10	18	10	5	11	0	6	6	17	10	17	19	19	16	20	13	23	26	28	30	12	1	2	2	1	1	1	1	1	1	1	1	2	1	1	1	2	2	1	1	1	2	1	1	1	2	1	2	1	2	2	1	1	1	3
63500	-161.712620219681099	-160.302058171213218	-1.410562048467893	0.000078793250177	0.000030268618548	0.384152430318943	0.728345452428215	1	2	6	3	3	5	5	5	6	6	6	8	7	8	8	8	7	7	8	7	10	9	8	10	10	9	12	12	11	12	11	11	14	16	0	1	5	2	1	5	5	5	4	7	5	6	6	10	18	10	11	11	0	3	12	13	10	17	19	19	16	12	21	23	26	21	30	32	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	2	1	2	1	1	1	3
64000	-163.229845055834375	-161.776644790655354	-1.453200265179033	0.000090366468424	0.000030087541236	0.332950283004725	0.683345722690721	0	2	5	4	3	6	2	4	7	6	5	8	8	8	8	8	7	9	8	8	10	10	8	9	10	10	14	12	11	12	12	11	14	17	0	1	5	2	7	8	1	5	4	5	8	6	6	10	11	10	11	15	0	3	12	6	10	17	19	19	30	32	13	23	26	12	23	28	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	3	1	1	1	1	1	1	2	2	1	2	2	2
64500	-180.589472292027239	-179.220140025022715	-1.369332267004530	0.000119585471739	0.000057890283238	0.484091272924537	0.907727651334247	0	2	5	4	4	5	1	3	4	5	5	9	8	7	7	7	6	8	7	8	10	10	9	9	9	9	10	12	11	12	12	11	12	15	0	1	8	2	8	8	1	7	2	9	8	3	6	10	11	10	11	15	0	17	20	13	16	17	19	19	16	32	21	23	26	12	23	32	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	2
65000	-195.586060778928356	-194.149176838912410	-1.436883940015940	0.000125922686100	0.000044064839278	0.349935668013166	0.719098518462412	0	3	6	5	3	5	2	4	5	6	6	7	8	8	8	9	8	8	8	7	7	10	8	10	11	9	12	11	11	11	11	9	14	16	0	1	8	2	7	5	1	5	2	7	7	6	3	10	11	10	8	20	0	11	6	13	10	17	19	19	11	20	20	23	26	20	23	28	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	2	2	1	1	1	2	1	1	1	2	1	2	3	2	2	1	1	2	2
65500	-153.171854206649130	-151.592927662832608	-1.578926543816516	0.000083241972100	0.000020773833569	0.249559603709783	0.827209925768641	0	2	5	4	4	5	4	3	6	6	6	7	7	8	8	9	7	9	8	9	9	10	9	9	11	9	13	12	11	11	11	10	13	14	0	1	8	2	8	8	8	1	2	7	5	6	6	10	11	10	11	15	0	12	12	13	10	17	19	19	16	21	22	23	26	12	30	28	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	2	1	1	1	1	1	1	1
66000	-190.248146071016521	-188.765966624369156	-1.482179446647367	0.000149011096727	0.000045865815267	0.307801340132842	0.806267875311553	0	2	5	5	2	6	5	4	6	5	5	10	6	8	8	8	7	6	8	8	8	10	9	9	11	9	13	12	11	12	11	11	15	16	0	1	5	2	1	8	5	5	2	8	5	21	3	3	18	10	11	11	0	8	6	1	5	17	19	19	20	22	3	16	26	12	23	28	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	4	3	1	2	1	3	1	2	2	1	1	3	2
66500	-193.856938069096230	-192.303157213050753	-1.553780856045473	0.000118815123412	0.000031142098324	0.262105508370997	0.726076753952970	0	3	6	2	2	5	4	4	7	6	5	9	7	7	9	7	6	8	8	9	8	8	8	10	12	10	12	12	11	10	11	10	13	17	0	4	8	1	1	5	5	5	4	7	8	21	6	10	18	10	11	11	0	8	3	6	16	17	26	19	21	21	13	23	19	13	16	21	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	2	1	2	1	2	1	2	1	1	1	2	2	2	2	2	3	4
67000	-169.726959281030730	-168.314941025378630	-1.412018255652092	0.000075391477239	0.000028796338894	0.381957483105445	0.800931493749628	1	2	5	4	3	6	2	4	6	6	6	9	8	8	7	7	8	8	7	8	9	9	8	9	11	9	13	11	12	12	12	12	14	15	0	1	8	2	7	5	1	5	2	7	3	6	6	10	11	10	5	15	0	10	6	13	10	17	26	19	16	12	13	23	26	28	30	28	1	1	1	1	1	1	1	1	3	2	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	3	1	1	2	2	1	1	1
67500	-164.540109554687945	-162.988319797896025	-1.551789756791909	0.000085941750451	0.000022616472218	0.263160479032428	0.740936315533537	-1	1	5	4	3	6	2	4	6	5	6	10	8	7	9	8	8	8	8	6	8	9	7	9	12	9	13	12	11	11	11	12	15	16	0	1	8	2	7	8	1	5	4	7	5	21	6	10	18	11	11	11	0	8	6	13	10	17	19	19	23	12	22	23	26	21	30	28	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	1	2	2	1
68000	-192.492010737784994	-190.631721218322127	-1.860289519462879	0.000143810982262	0.000023492429130	0.163356294215729	0.710181985346437	0	2	5	4	3	5	4	4	6	6	6	10	7	8	9	8	8	8	8	6	8	11	8	9	9	9	12	10	11	12	11	11	15	16	0	1	1	2	1	5	1	5	4	7	8	21	6	10	18	10	11	13	0	8	20	21	13	3	19	19	10	21	3	23	26	20	30	12	1	1	1	2	2	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	2	1	2	1	1	2	1	2	2	1	2	2	3
68500	-177.876709492857572	-176.419191522269415	-1.457517970588155	0.000093120467371	0.000030621987170	0.328842713467623	0.835216163051049	0	3	5	5	4	5	2	5	7	6	6	8	8	7	8	8	8	9	8	7	8	10	9	10	11	10	13	8	11	11	12	11	14	15	0	1	5	2	7	5	1	5	4	7	5	6	6	10	8	10	11	15	0	5	11	13	16	12	19	19	16	20	22	23	26	13	30	32	1	2	1	1	1	1	1	1	1	2	1	2	2	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2
69000	-180.507254759324468	-179.077981842911697	-1.429272916412780	0.000083784888087	0.000030062652857	0.358807579072052	0.744450137379159	1	2	5	4	3	6	4	5	6	6	5	8	6	8	8	8	7	6	7	8	9	10	9	8	11	10	12	12	11	10	12	12	15	17	0	1	5	2	1	5	5	5	2	7	5	13	5	10	18	8	11	11	0	3	12	13	10	17	19	19	16	16	22	10	26	12	30	32	1	1	1	1	1	2	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	2	2	1	2	2	2	2	1	2	1	2	2	2
69500	-184.514468226831013	-183.001591732907684	-1.512876493923329	0.000076323992857	0.000021827796615	0.285988662258089	0.567081472650264	0	2	5	5	3	5	4	4	6	6	6	10	7	8	9	8	8	7	8	8	9	10	8	8	11	9	13	11	12	11	12	9	15	15	0	1	8	2	1	8	5	5	2	7	5	20	6	10	18	10	8	5	0	8	6	13	10	3	19	19	10	32	22	23	26	17	27	12	1	1	1	2	2	1	1	1	2	1	1	1	1	1	2	1	3	2	1	2	2	2	2	1	2	1	3	1	2	2	2	1	1	3
70000	-152.590656514004991	-150.842180346682625	-1.748476167322373	0.000071640836096	0.000013579137794	0.189544658242871	0.881274893326214	1	3	4	5	2	6	4	4	6	7	5	9	8	8	7	8	7	9	9	8	10	10	8	9	11	10	14	12	11	12	12	11	14	16	0	1	5	2	1	8	5	5	2	6	8	6	6	10	11	10	11	15	0	8	12	20	10	17	19	19	30	32	22	23	26	12	30	28	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	2	1	1	1	2
70500	-180.176670725561451	-178.691494570293059	-1.485176155268403	0.000108865487785	0.000033256659845	0.305483955675995	0.797385797970820	0	2	5	4	3	5	4	4	5	6	5	9	7	8	6	9	7	9	7	8	10	9	9	9	11	9	12	11	10	12	11	11	15	16	0	1	5	2	1	5	5	5	4	7	8	13	5	10	11	10	11	15	0	3	12	13	13	17	19	19	16	12	24	23	26	20	27	12	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	2	1	2	1	2	1	1	1	2	2	1	1	1	1	1	1	2	2	4
71000	-175.430376962623200	-173.944449686352840	-1.485927276270369	0.000101963680411	0.000031089767364	0.304910211546197	0.772839766221056	0	2	6	4	2	5	4	3	5	6	5	9	7	8	7	7	7	8	8	7	9	10	8	10	11	10	13	11	11	12	12	10	14	16	0	1	5	2	1	8	5	5	4	7	8	8	8	10	11	10	11	15	0	11	6	8	16	17	19	19	13	20	22	23	26	13	30	27	1	1	2	1	1	1	1	1	1	1	1	3	2	1	1	1	1	1	1	1	1	3	1	2	1	1	2	1	1	2	1	2	1	2
71500	-175.250315767999069	-173.670474724619709	-1.579841043379347	0.000120260426985	0.000029960297542	0.249128481358114	0.785759256180457	0	2	5	5	3	6	2	5	6	7	5	9	8	8	7	9	6	9	8	7	8	9	8	9	12	10	12	11	11	10	11	11	14	15	0	1	5	5	7	5	1	5	4	7	5	21	6	10	11	23	11	15	0	17	6	13	20	17	26	19	10	20	22	23	26	12	30	12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	2	4
72000	-185.242001695475494	-183.587666289163110	-1.654335406312397	0.000116032655675	0.000025372532238	0.218667168222539	0.850334456529059	0	1	5	4	3	6	5	4	6	6	6	10	7	8	9	9	7	7	7	8	10	8	9	7	12	9	10	11	10	11	10	12	14	16	0	1	5	2	2	7	8	5	2	7	5	20	6	10	18	10	11	5	0	10	20	13	10	5	19	19	16	12	13	23	26	28	23	6	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	5
72500	-190.025583449349341	-188.531442545669080	-1.494140903680251	0.000181960654433	0.000054372178423	0.298812831777080	0.651454167274606	0	3	5	4	3	5	4	2	5	6	5	9	7	7	9	8	7	7	8	7	8	10	8	10	12	9	12	11	11	11	11	12	14	17	0	1	2	2	8	7	8	1	4	7	5	3	3	10	18	10	3	11	0	3	3	13	10	8	19	19	3	20	6	12	26	22	30	28	1	2	1	1	1	1	1	1	1	1	2	2	1	1	1	1	2	1	1	1	1	2	1	3	2	1	3	2	2	1	1	1	2	2
73000	-210.571506654359297	-209.022682862854595	-1.548823791504693	0.000166591440306	0.000044105115328	0.264750189128971	0.730905755010634	0	2	5	3	2	4	3	4	6	6	4	9	8	6	8	9	6	9	7	8	9	10	8	8	11	8	13	11	10	10	12	10	15	16	0	1	7	2	1	5	5	7	2	7	5	6	8	6	9	14	11	15	0	7	7	6	10	5	26	19	24	32	20	23	25	20	21	24	1	1	1	1	1	2	1	1	1	1	1	3	2	2	1	2	1	1	1	1	3	3	1	3	2	1	3	1	1	1	1	1	2	4
