step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90
1	-2179.018194278556621	-2185.873682229515907	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.426988880547000	0	2	4	4	5	9	8	9	9	9	10	10	9	11	10	10	10	12	14	13	11	12	13	13	13	12	13	13	15	14	14	15	14	14	14	14	15	16	15	15	16	16	17	16	16	16	16	16	17	17	17	17	16	17	18	19	17	18	19	18	17	18	18	18	19	20	18	19	19	19	19	19	22	20	21	21	23	22	21	22	23	23	24	26	26	26	27	28	28	32	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	3	5	4	5	5	5	5	5	5	6	5	5	5	6	7	7	6	6	7	7	7	6	7	7	8	7	7	8	7	7	7	7	8	8	8	8	8	8	9	8	8	8	8	8	9	9	9	9	8	9	9	10	9	9	10	9	9	9	9	9	10	10	9	10	10	10	10	10	11	10	11	11	12	11	11	11	12	12	12	13	13	13	14	14	14	16
500	-681.020787576236557	-687.876275527195958	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.198366372313343	1	2	4	5	6	9	8	10	7	9	10	7	8	12	10	10	10	13	13	13	10	12	12	13	12	11	13	14	15	13	14	15	14	11	14	15	15	15	15	16	15	16	18	16	16	17	16	17	17	18	18	17	15	18	18	19	18	17	19	17	17	19	19	18	20	21	19	20	20	20	17	20	20	20	22	21	23	23	22	22	24	22	24	24	27	26	28	27	27	33	0	1	1	3	4	9	12	5	5	9	10	1	9	8	10	6	9	8	12	13	6	21	16	15	9	12	15	22	35	12	26	26	26	12	22	15	10	12	26	12	31	12	26	26	30	26	12	30	12	12	19	41	19	40	37	12	12	33	26	31	12	31	30	12	36	34	26	34	12	63	12	12	34	51	12	59	34	43	30	47	38	46	73	76	12	12	76	73	69	49	1	1	2	1	1	1	1	3	1	1	1	3	1	1	1	1	2	2	3	2	1	1	1	1	3	2	2	1	1	2	3	2	1	3	2	3	3	5	2	4	1	5	5	3	2	3	4	2	6	5	2	1	1	1	2	6	8	2	5	2	5	4	4	7	3	6	4	6	7	1	4	9	6	1	9	1	6	2	6	3	7	3	1	1	14	12	4	4	4	8
1000	-541.656130486439793	-548.511618437399193	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.505766383882242	1	2	3	4	5	10	7	9	8	9	11	10	7	11	11	10	10	13	12	13	12	12	11	11	12	11	13	14	15	14	14	15	14	14	14	15	13	17	15	16	15	15	17	16	16	17	16	17	17	18	17	16	15	17	19	19	16	17	18	19	17	19	18	18	20	21	19	19	20	19	19	19	22	20	21	21	23	23	20	22	24	23	25	26	25	27	28	27	28	33	0	1	1	3	4	9	5	5	13	9	13	7	5	8	10	9	9	14	7	25	15	9	9	10	17	12	10	21	37	12	19	26	7	19	6	27	23	41	26	19	26	26	47	31	33	19	19	33	26	30	39	19	34	12	22	26	26	42	44	32	34	34	44	31	55	31	49	53	58	47	54	58	34	32	49	63	75	48	71	42	76	72	80	81	72	83	70	76	81	47	1	1	1	1	1	1	1	3	1	1	2	2	1	1	1	1	1	1	2	1	1	3	2	1	1	1	2	1	1	2	2	3	3	1	3	1	1	2	2	3	2	2	1	1	1	2	3	2	3	3	1	1	1	4	4	4	2	2	1	2	2	3	2	1	1	3	1	2	2	1	1	1	5	3	2	2	1	3	1	5	1	2	1	1	3	1	5	2	2	9
1500	-479.178026140738893	-486.033514091698294	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.577123871211445	0	2	2	4	5	9	7	8	10	9	10	11	8	11	10	10	10	11	12	13	11	11	14	14	14	12	13	12	16	13	14	15	14	14	14	15	15	17	14	15	17	17	17	17	16	17	17	16	17	17	17	16	17	18	17	19	17	19	19	18	14	18	18	19	20	21	19	19	18	20	19	19	21	21	20	21	22	22	22	22	23	23	24	25	26	26	27	28	28	32	0	1	1	3	4	13	5	5	6	13	13	7	5	8	10	13	6	8	12	11	15	10	16	10	16	12	10	21	37	12	19	19	19	19	10	22	22	32	26	30	26	26	26	48	33	34	48	19	39	40	32	32	34	46	37	42	26	19	49	57	12	46	12	50	29	72	49	46	33	63	40	46	46	49	59	70	66	69	40	71	63	66	66	81	82	83	84	84	81	81	1	1	1	1	1	1	2	2	1	1	1	2	2	2	1	1	1	1	1	2	1	1	2	2	2	1	1	1	1	1	1	1	2	1	2	2	1	1	1	1	2	2	2	1	1	2	1	2	2	1	1	1	2	1	1	2	2	2	1	1	1	1	3	1	2	2	1	1	4	1	2	1	2	2	1	1	1	2	3	1	2	1	1	1	2	1	2	2	2	5
2000	-468.287334150288359	-475.142822101247759	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.744729263414202	0	2	3	5	6	9	9	10	8	9	10	10	10	12	11	10	9	12	13	14	11	12	13	12	14	13	13	13	15	14	14	15	14	14	13	14	16	17	16	15	16	15	17	16	17	17	16	16	17	17	18	16	15	16	18	19	17	18	19	18	17	18	18	17	19	20	17	19	20	20	19	20	21	21	20	21	24	22	22	23	24	23	25	26	26	26	27	28	29	31	0	1	1	3	4	9	5	5	5	9	17	7	17	8	10	9	9	8	12	9	10	15	17	10	13	12	10	10	36	12	12	26	12	19	17	21	29	31	42	30	31	26	42	12	31	34	30	12	39	40	41	26	34	19	20	32	42	44	44	43	34	61	46	44	37	58	26	46	47	63	40	19	46	57	58	70	73	31	50	50	76	46	72	81	77	82	81	81	87	81	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	2	2	2	1	2	2	1	2	2	2	1	2	2	1	2	1	2	2	1	2	1	1	1	1	2	2	2	2	1	2	1	1	1	1	1	1	2	2	1	2	2	1	2	1	1	1	2	1	1	1	1	1	2	3	2	2	1	1	2	3	2	2	1	2	2	1	1	2	2	2	1	3
2500	-482.547244595484472	-489.402732546443872	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.632422381666398	0	2	1	5	5	7	9	7	10	10	11	11	9	10	9	11	9	10	15	13	12	12	14	12	12	13	12	13	15	14	15	14	15	15	13	14	14	17	15	15	17	16	17	16	17	16	17	17	17	16	17	17	16	18	17	19	16	19	19	18	18	17	19	17	18	20	18	19	18	16	18	19	21	19	19	22	23	22	21	21	24	23	24	27	26	27	28	28	29	32	0	1	1	3	3	5	4	5	17	15	13	7	6	8	6	9	6	5	12	24	6	10	9	13	9	12	10	22	37	12	12	26	12	12	13	21	35	40	26	12	26	26	32	12	33	40	30	19	39	30	19	32	34	42	37	67	26	48	40	33	46	34	70	33	37	72	39	34	48	33	50	31	75	51	33	70	33	49	48	50	76	66	66	81	83	83	81	81	84	89	1	1	1	2	2	1	4	1	1	1	1	1	1	2	1	1	1	2	2	1	2	1	2	1	1	1	1	1	1	2	2	1	2	2	2	2	1	1	1	2	2	2	1	3	1	1	1	1	2	1	1	2	1	1	2	1	2	1	3	2	1	1	2	1	2	1	2	2	1	1	1	2	1	1	2	3	3	2	2	2	1	1	1	2	1	2	2	3	1	2
3000	-497.239436449332061	-504.094924400291461	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.669092847063627	0	3	4	4	6	9	6	9	8	10	11	9	10	10	8	11	10	12	15	13	11	12	13	13	14	13	14	11	14	13	14	15	12	14	15	13	15	17	16	15	17	15	17	16	17	16	16	15	17	17	16	18	17	17	18	19	17	19	20	18	18	18	17	19	19	20	17	20	19	20	19	19	22	20	21	21	23	23	21	22	24	22	24	26	26	25	27	28	28	32	0	1	1	2	4	9	3	5	3	15	13	7	6	8	3	6	15	8	12	9	10	10	16	11	22	33	21	9	23	12	30	26	12	12	22	10	22	48	19	12	32	26	32	31	48	31	30	31	42	30	42	42	19	44	35	57	48	48	12	50	53	19	47	40	36	46	32	48	42	63	40	19	62	52	69	63	82	59	47	50	76	72	82	81	83	83	81	81	84	88	1	1	2	1	1	1	1	2	2	1	1	2	1	1	1	1	1	2	3	2	1	2	2	1	1	1	1	1	1	2	1	1	2	2	2	2	1	1	1	3	1	2	1	1	1	1	2	1	1	2	1	1	2	1	2	1	1	2	6	1	1	1	1	2	4	3	1	4	1	2	1	2	2	1	1	2	1	1	2	2	1	2	1	2	1	1	2	2	1	2
3500	-478.784267273105684	-485.639755224065084	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.714030707467384	1	3	5	4	5	9	8	9	9	10	11	10	8	11	10	10	10	11	12	12	10	11	12	13	13	13	12	13	15	14	14	15	14	14	12	15	16	16	15	16	16	16	17	14	16	16	15	16	17	16	17	17	17	17	18	20	16	18	19	18	18	18	17	19	19	21	17	19	19	20	20	19	21	20	21	21	24	23	21	22	23	23	21	25	27	27	27	28	28	32	0	1	1	2	4	13	5	5	13	13	13	7	5	8	9	9	6	8	12	6	6	10	16	11	35	12	21	27	35	19	12	26	12	19	17	28	29	33	26	19	32	32	42	12	44	34	44	12	39	33	57	57	46	33	37	43	26	48	58	31	34	26	47	50	37	72	44	53	40	63	50	34	69	57	69	63	66	67	50	40	76	62	72	81	66	83	76	76	81	87	1	1	2	1	1	1	1	2	1	1	2	1	2	1	1	1	1	1	2	2	1	1	1	1	1	2	2	1	2	1	2	1	2	1	1	1	1	1	1	2	1	1	1	3	1	2	1	2	2	1	1	1	1	1	1	2	2	1	1	2	2	2	1	1	1	1	2	1	2	2	2	2	1	1	1	2	2	2	2	2	2	2	1	1	3	3	2	3	2	2
4000	-487.779554017229827	-494.635041968189228	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.683286532057084	0	2	4	4	6	9	8	8	9	10	11	10	7	10	10	10	10	11	14	13	12	13	14	14	14	13	11	13	16	14	13	15	14	14	15	13	14	17	16	16	16	16	17	15	16	16	16	16	18	18	18	17	16	17	18	19	16	18	17	18	17	18	18	16	17	20	17	19	19	19	19	19	22	20	20	22	23	21	21	20	23	23	25	26	24	25	28	29	27	32	0	1	2	2	4	13	3	5	13	13	13	7	5	8	9	13	6	8	31	6	10	27	9	21	16	12	10	10	10	12	12	31	12	31	22	21	36	19	32	33	19	32	42	12	19	34	30	12	39	40	42	32	34	19	29	43	26	19	31	45	46	46	47	30	36	58	41	38	58	63	40	30	46	43	44	70	66	67	40	40	63	66	77	81	72	73	76	89	81	88	1	1	1	1	1	1	2	1	1	1	2	1	1	2	1	2	1	2	1	2	1	1	3	1	2	2	1	1	3	2	2	1	2	1	1	1	1	2	1	2	2	1	1	2	2	1	1	3	2	1	1	1	1	1	2	1	2	1	2	2	1	1	1	1	2	1	1	1	1	1	2	2	2	1	2	2	2	1	2	2	2	1	1	2	4	2	2	1	1	2
4500	-494.043960117215818	-500.899448068175218	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.617757208548236	1	2	3	4	5	9	8	9	8	9	10	10	7	10	11	10	10	11	13	14	11	11	12	14	14	12	13	13	15	13	14	14	14	14	12	14	16	15	16	14	16	16	18	14	16	17	17	16	17	17	18	17	17	16	18	19	14	18	18	19	18	17	18	17	20	20	18	20	20	20	19	19	21	20	21	22	21	19	21	22	23	23	24	26	26	27	27	29	28	30	0	1	2	3	4	13	5	9	5	13	13	7	5	8	10	13	6	8	12	15	16	10	11	27	16	12	22	15	36	12	12	26	12	30	21	27	29	19	26	30	57	32	57	12	44	34	30	44	26	40	26	32	44	31	29	31	26	26	44	58	33	33	19	33	55	46	42	53	48	47	50	47	46	51	59	63	46	52	50	51	63	77	77	81	83	83	84	81	84	81	1	1	1	1	1	1	2	1	2	1	2	1	1	1	1	2	1	1	2	2	1	1	1	1	2	2	1	1	1	2	2	1	3	1	1	1	1	1	2	1	1	1	2	2	1	1	2	2	3	2	4	2	3	2	2	3	1	3	2	1	2	1	2	2	1	1	1	2	2	1	2	1	3	1	1	2	2	1	2	2	2	1	1	2	1	2	1	3	1	3
