step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106
1	-5248.720698692419319	-5255.576186643378605	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.347473575107963	0	2	2	2	2	4	4	3	3	5	4	5	6	6	6	7	9	8	10	9	9	9	10	11	12	12	12	12	11	11	11	12	13	13	13	12	14	14	14	14	13	14	15	14	15	15	16	15	16	16	15	16	16	17	16	16	16	17	16	18	18	19	18	18	19	18	18	18	18	19	20	20	19	20	20	20	22	23	22	23	22	24	22	23	23	22	22	24	26	24	26	26	27	28	27	29	29	28	29	29	29	31	30	30	31	32	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	3	2	3	3	3	3	4	5	4	5	5	5	5	5	6	6	6	6	6	6	6	6	6	7	7	7	6	7	7	7	7	7	7	8	7	8	8	8	8	8	8	8	8	8	9	8	8	8	9	8	9	9	10	9	9	10	9	9	9	9	10	10	10	10	10	10	10	11	12	11	12	11	12	11	12	12	11	11	12	13	12	13	13	14	14	14	15	15	14	15	15	15	16	15	15	16	16
500	-957.881609639607177	-964.737097590566577	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.267007662316938	-1	0	1	2	2	4	3	2	3	4	4	4	5	3	5	5	7	6	9	9	9	7	10	10	9	10	12	12	11	11	11	12	10	14	13	13	15	14	14	14	14	14	15	14	15	15	15	12	16	16	15	17	16	17	17	17	16	18	16	18	19	20	19	18	20	19	19	18	18	19	20	21	19	20	20	18	22	23	23	24	22	21	21	23	24	22	22	24	27	24	26	27	27	29	27	28	29	29	29	30	29	31	30	30	31	32	0	1	2	2	3	9	2	3	3	4	8	8	8	0	12	6	14	14	8	3	14	18	17	16	18	22	25	17	22	33	21	17	22	23	22	29	15	26	22	22	33	26	33	23	15	28	26	22	42	27	30	35	40	35	19	15	15	46	39	35	13	12	46	22	23	22	38	19	18	30	18	15	32	19	32	26	17	43	30	40	47	64	69	26	22	64	0	87	28	26	0	71	35	79	48	17	28	35	26	35	26	78	82	33	35	0	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	2	2	4	5	2	1	1	3	3	3	3	3	2	1	1	3	2	2	4	1	5	3	4	2	2	2	3	2	5	2	3	2	1	2	2	2	1	2	6	8	6	1	1	2	7	10	2	9	7	6	2	6	8	4	8	12	3	5	6	5	8	5	8	7	5	2	2	8	11	2	1	2	9	6	1	3	7	4	6	15	9	7	12	16	9	4	7	10	11	1
1000	-851.473085953180544	-858.328573904139944	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.377935972257865	-1	1	3	2	2	4	5	3	3	5	4	6	5	5	6	8	9	8	11	9	9	9	10	12	13	12	12	12	11	12	11	11	13	11	13	12	15	14	14	14	13	14	16	13	13	15	17	14	16	16	15	15	15	17	15	14	16	18	17	18	18	17	17	15	19	18	19	19	18	19	20	20	19	20	19	20	23	23	21	23	22	22	23	21	24	22	21	25	26	23	25	24	25	28	28	30	30	28	29	30	29	32	30	29	29	32	0	1	1	1	2	2	6	1	4	3	5	13	11	0	3	4	14	14	15	1	14	18	14	20	23	22	22	18	18	22	18	23	22	18	32	18	45	22	30	21	26	35	38	23	19	26	64	22	30	39	33	48	48	43	19	15	15	46	30	44	19	15	46	30	23	52	53	37	51	54	43	15	42	37	18	53	64	43	69	71	28	65	67	69	18	52	0	82	77	27	0	26	48	89	84	18	90	86	22	62	86	85	82	78	92	0	1	2	2	1	1	1	1	2	1	1	1	1	1	1	2	4	2	3	2	5	2	1	2	3	2	2	2	2	2	2	2	1	2	2	2	1	1	3	1	3	1	1	1	2	1	2	1	2	2	1	1	1	1	1	2	3	4	2	3	4	3	6	1	1	5	2	1	2	2	1	2	9	3	2	6	3	6	4	1	1	4	2	2	2	9	4	1	2	1	6	1	6	5	1	2	19	3	3	13	9	3	3	5	4	3	1
1500	-679.958762645308070	-686.814250596267470	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.589445973227647	0	2	3	2	2	4	3	3	3	6	5	4	5	6	6	6	9	7	10	9	8	9	11	12	12	12	11	11	10	12	9	13	13	14	14	12	14	15	14	15	14	14	15	15	15	14	16	15	16	17	16	17	17	16	15	16	15	18	16	18	19	19	19	19	19	18	18	18	17	17	21	20	20	19	20	21	22	23	21	24	22	23	21	23	23	23	22	25	27	25	26	23	27	28	28	30	30	29	30	29	29	31	30	29	31	32	0	1	5	1	1	4	2	5	4	6	8	8	8	0	12	9	14	14	2	9	14	18	31	20	21	22	22	22	22	22	18	23	22	23	18	29	15	46	30	33	30	23	33	32	37	26	22	33	34	47	40	26	38	26	19	37	19	54	39	44	45	45	48	33	49	43	53	45	47	40	46	37	60	45	34	67	40	43	47	64	40	87	67	81	76	81	0	82	85	77	0	47	85	81	84	42	78	93	69	88	78	95	88	89	77	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	4	2	1	1	1	2	2	1	1	1	1	2	1	1	2	2	3	2	4	1	1	1	1	2	1	1	1	1	3	1	1	1	1	2	1	2	2	2	2	1	2	2	2	2	2	3	1	1	1	1	1	1	3	4	1	2	2	2	2	3	1	3	4	1	1	1	2	1	1	2	3	2	1	4	2	3	2	5	3	2	7	2	4	2	2	1	4	1
2000	-641.908358835441732	-648.763846786401132	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.547526326174649	-1	2	3	1	1	4	5	3	4	6	5	5	6	5	7	7	9	8	11	9	9	9	8	10	12	12	13	12	11	11	11	12	13	14	14	13	14	15	15	14	14	14	16	14	14	15	15	15	15	15	13	17	16	16	17	16	15	17	16	16	18	18	19	17	16	17	18	18	18	19	21	19	19	21	20	20	22	22	22	23	23	24	22	23	23	23	23	25	26	23	27	27	26	28	26	29	29	29	29	29	28	30	31	31	32	32	0	1	5	1	1	4	6	2	4	6	8	8	8	0	13	6	14	14	15	16	14	18	14	16	18	18	22	18	18	22	23	31	22	31	31	29	15	22	30	27	51	31	39	32	19	26	28	22	31	26	30	39	27	27	37	37	19	48	39	42	57	56	38	47	42	40	53	45	42	26	38	56	60	62	65	67	48	69	40	53	69	87	67	48	77	48	0	82	33	71	0	85	86	89	81	88	85	81	95	88	85	99	88	89	95	0	1	2	1	1	1	2	1	1	1	1	1	1	2	1	1	1	2	1	2	1	2	1	2	1	2	2	2	2	2	1	2	1	2	2	2	1	3	2	2	1	1	2	1	1	2	2	2	3	1	2	1	1	1	2	1	1	2	1	1	1	2	1	2	1	1	2	1	3	2	4	3	1	2	2	2	2	3	2	2	3	2	1	1	4	1	7	1	1	5	1	1	2	1	1	2	2	2	2	3	2	2	1	3	2	4	1
2500	-605.478602418996161	-612.334090369955561	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.633674092126188	1	2	2	2	3	4	4	3	3	5	4	4	6	5	6	7	8	9	11	8	7	10	9	12	12	12	11	13	11	11	10	11	13	14	13	12	15	15	13	15	14	14	16	13	14	15	15	16	16	17	15	16	17	15	15	16	16	16	15	17	19	19	18	17	19	18	18	19	18	20	20	20	19	20	20	20	22	23	22	23	22	23	21	23	23	23	21	25	26	25	26	26	27	28	28	30	27	29	29	29	29	31	31	30	31	32	0	1	1	1	3	4	4	3	4	9	8	8	12	0	12	4	14	21	15	16	14	21	21	20	21	22	22	22	18	18	23	17	29	32	23	22	19	33	30	30	30	23	28	32	19	33	22	28	42	40	39	22	46	26	19	45	45	54	39	44	56	57	52	28	34	17	58	56	47	52	48	56	60	62	42	53	69	48	71	71	51	87	67	51	69	69	0	82	78	84	0	77	81	81	90	100	86	93	90	82	92	95	100	89	97	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	2	2	1	2	3	1	1	2	1	1	1	1	1	2	2	1	3	1	1	2	3	2	2	1	2	1	2	1	1	1	2	3	1	2	2	1	1	1	1	2	2	1	1	2	2	6	1	2	1	2	2	2	1	1	2	2	2	3	1	2	3	1	2	4	3	3	1	1	2	1	1	2	2	2	2	1	3	1	2	3	2	3	2	2	2	1
3000	-581.108339856181942	-587.963827807141342	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.642217840794414	0	2	2	3	3	3	4	3	2	5	4	5	7	6	7	5	8	8	11	9	10	9	10	11	11	12	11	12	11	11	11	12	12	13	13	13	14	14	13	14	14	13	15	15	15	14	17	15	16	14	15	17	15	18	16	16	16	17	17	18	18	20	18	18	18	18	18	19	18	19	19	21	20	20	21	21	23	23	22	23	22	22	22	22	24	23	21	25	26	24	27	26	27	29	26	28	29	28	29	30	29	31	31	30	30	33	0	1	1	9	3	9	2	1	1	6	8	8	8	0	12	4	14	14	15	6	14	18	18	20	14	22	22	17	22	22	17	23	22	31	23	29	19	26	28	30	33	31	26	31	19	26	27	39	42	39	30	43	46	28	45	37	37	46	50	42	57	61	46	48	49	52	53	37	51	48	47	37	60	61	65	67	84	81	64	71	69	87	67	64	69	81	0	82	78	84	0	85	95	89	84	88	85	93	90	96	92	90	88	84	99	0	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	2	2	1	2	3	2	1	2	2	3	2	1	2	1	1	2	2	2	1	2	1	2	1	1	2	1	1	2	2	2	1	3	1	2	1	2	1	1	3	1	1	1	2	2	3	1	1	2	2	1	1	1	3	1	2	1	2	1	1	2	2	1	1	2	2	2	1	2	3	2	1	1	2	1	1	1	2	1	1	3	1	2	1	2	1	1	2	4	5	1	1
3500	-648.354669476809363	-655.210157427768763	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.532388364965595	0	2	2	1	3	4	4	3	3	5	4	4	6	5	7	8	9	7	11	9	9	9	11	11	13	12	13	13	11	11	11	13	13	13	12	12	14	15	14	13	14	14	14	12	15	15	16	16	17	17	15	16	17	16	17	17	17	17	15	17	18	19	19	17	19	18	17	18	18	19	21	19	16	19	20	21	21	23	21	22	21	22	22	22	24	23	21	24	25	25	24	25	26	28	28	26	28	29	29	30	29	31	31	31	31	30	0	1	1	1	3	1	2	3	4	9	8	8	8	0	12	1	14	14	12	4	14	18	21	20	17	22	22	22	17	22	18	21	22	35	31	29	19	26	40	30	26	21	26	23	19	26	28	51	34	27	30	40	48	43	45	45	45	28	27	23	37	57	46	47	49	52	46	57	50	50	50	68	23	37	49	67	27	43	70	25	47	87	67	33	50	81	0	82	69	78	0	28	78	89	90	88	85	93	90	96	97	99	88	81	99	0	1	1	1	1	1	3	2	1	1	1	1	1	2	1	2	4	2	2	4	4	2	1	2	1	2	1	2	2	1	1	2	3	2	1	1	1	1	2	1	2	1	3	1	1	2	1	1	1	2	3	2	1	1	2	1	2	1	2	1	2	2	2	2	1	1	1	1	1	1	2	3	1	2	2	2	2	4	4	1	4	4	1	3	4	2	1	1	2	4	1	1	5	2	1	2	1	1	2	2	2	1	1	4	4	1	1
4000	-553.825810248121797	-560.681298199081198	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.771774727982501	-1	1	3	2	1	4	4	3	3	5	5	5	6	6	6	8	8	8	10	9	9	10	10	12	13	13	11	12	11	11	11	11	14	14	13	12	14	14	14	15	13	14	15	15	15	16	16	16	16	16	15	16	17	17	16	15	17	17	17	18	18	20	18	16	19	19	18	19	19	18	20	19	18	20	21	21	22	23	21	23	21	25	21	24	24	22	22	24	26	25	27	26	25	28	27	27	27	26	29	29	30	31	30	30	31	33	0	1	5	2	1	4	1	5	4	6	8	8	8	0	7	7	14	14	15	9	14	18	21	20	21	27	22	22	21	22	23	23	30	32	23	29	19	26	30	30	30	17	26	32	19	51	28	40	31	39	30	33	38	43	37	37	45	51	50	44	57	61	46	22	49	52	53	56	48	51	53	56	33	57	65	67	69	69	70	71	69	88	46	77	80	79	0	87	81	84	0	85	80	89	90	88	85	93	90	96	92	99	82	94	99	0	1	1	1	1	1	1	3	1	1	1	1	1	2	1	2	2	1	1	1	2	2	1	1	1	2	1	1	1	1	1	1	1	3	2	2	1	2	1	1	2	1	2	1	2	2	1	2	1	3	1	2	1	2	1	1	1	2	1	1	2	1	2	1	3	2	2	1	2	1	2	1	2	3	2	1	2	1	2	2	2	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	2	2	1	2	2	2	1	2	1	1	1
4500	-569.875580691840696	-576.731068642800096	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.652746871217607	-1	3	2	1	2	4	5	3	3	5	4	6	6	6	7	7	8	8	10	8	8	9	10	11	12	11	12	13	11	11	11	13	13	13	14	12	12	15	15	15	13	15	15	15	15	15	15	15	15	17	15	17	17	16	15	13	16	17	16	17	18	19	18	18	17	18	18	18	19	18	20	20	19	19	20	20	22	21	23	22	23	25	22	21	23	22	22	23	25	25	27	26	27	28	28	29	28	29	29	29	29	30	30	31	32	32	0	4	1	1	1	4	2	5	4	9	8	11	11	0	8	9	14	14	15	2	14	17	18	16	17	22	22	22	22	22	23	23	22	23	23	29	19	33	28	22	30	23	22	34	37	33	33	33	34	39	30	28	43	26	37	37	37	46	40	44	45	45	46	48	49	52	43	37	47	40	69	68	60	45	65	67	70	48	78	64	69	88	67	69	84	69	0	87	81	85	0	85	89	86	90	82	85	93	90	82	85	95	88	94	84	0	1	1	1	1	1	2	1	1	1	1	1	1	1	1	3	2	2	1	2	2	1	1	1	2	2	1	1	2	1	1	1	2	2	2	2	1	1	1	1	3	1	2	4	1	2	1	1	1	1	1	2	2	1	2	1	1	2	1	1	1	2	2	1	1	1	1	1	3	2	2	1	1	1	2	2	2	2	3	1	2	1	2	2	2	1	1	1	1	1	1	1	2	2	3	2	2	2	1	2	3	3	1	3	1	4	1
