step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92
1	-7576.327408121737790	-7574.865326037219347	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.253197580860829	1	1	3	1	2	2	3	4	4	4	5	4	6	6	5	6	6	6	7	7	6	8	8	8	8	8	7	10	8	8	8	9	9	10	9	9	10	10	10	10	10	11	9	9	11	11	11	13	13	12	11	14	11	12	12	13	12	13	12	13	12	13	12	12	15	16	14	15	15	14	14	14	14	15	15	15	14	14	15	16	16	17	16	17	19	17	19	19	21	19	20	21	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	3	3	2	3	3	3	3	3	3	4	4	4	4	4	3	5	4	4	4	4	4	5	4	4	5	5	5	5	5	5	4	4	5	5	5	6	6	6	5	7	5	6	6	6	6	6	6	6	6	6	6	6	7	8	7	7	7	7	7	7	7	7	7	7	7	7	7	8	8	8	8	8	9	8	9	9	10	9	10	10
500	-1335.814015770928791	-1332.879731787984383	-2.934283982944359	0.000010015228360	0.000052407310805	5.232762441261598	0.365910508072469	0	1	1	1	2	2	4	4	4	4	6	4	6	3	6	7	6	7	7	7	4	8	7	8	5	7	5	10	9	5	8	8	9	9	10	10	10	11	8	10	10	12	8	6	11	11	12	13	14	11	9	14	12	12	11	11	12	14	13	13	13	13	12	13	15	15	14	16	14	14	15	15	14	16	16	15	11	14	15	17	17	18	17	16	19	17	19	20	21	19	20	21	0	1	1	1	2	3	3	14	4	6	21	6	8	4	8	27	4	7	8	8	5	17	13	13	14	14	9	19	20	21	0	20	21	21	22	32	0	23	23	24	24	27	16	30	36	25	25	21	27	43	43	44	44	44	36	25	32	39	41	25	56	33	51	44	51	44	55	47	63	51	56	39	25	61	63	44	44	51	51	56	39	77	44	56	77	0	0	77	77	56	0	77	1	1	1	1	1	1	2	1	2	2	1	2	1	1	1	1	2	1	1	2	2	1	1	1	1	1	1	1	2	1	1	1	3	2	1	1	1	2	1	1	1	3	1	1	1	4	5	7	5	2	1	6	3	2	1	3	2	3	3	3	2	4	2	6	3	4	1	3	2	3	2	5	6	3	2	6	4	5	4	6	6	5	8	4	3	1	1	6	7	3	1	8
1000	-1121.869798634593735	-1119.338586200390637	-2.531212434203129	0.000009983935147	0.000038510094866	3.857206031302357	0.543682686814689	-1	1	1	1	3	2	3	4	3	3	5	4	6	3	5	7	6	6	8	7	4	8	7	8	5	6	4	10	8	5	8	9	7	10	10	10	10	10	10	11	10	9	10	8	11	10	11	14	13	12	11	15	12	11	13	10	11	13	13	13	12	14	12	13	16	16	15	14	15	14	14	13	15	16	15	16	11	15	14	17	17	17	17	17	19	16	20	20	22	19	18	21	0	1	1	1	2	3	3	14	4	6	21	6	8	4	14	27	4	7	26	14	5	17	26	13	14	14	4	19	20	21	0	20	21	33	22	29	0	23	23	24	24	27	16	30	36	25	25	33	42	43	43	44	44	44	45	25	32	39	41	46	47	33	51	44	51	77	55	56	63	63	56	39	46	61	63	44	44	51	51	47	72	77	77	68	77	0	0	77	77	84	0	77	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	3	2	1	2	1	1	1	1	1	3	2	2	1	1	1	1	2	2	1	2	1	2	1	2	1	3	2	2	1	3	5	4	4	1	1	4	2	2	1	2	2	2	1	1	1	3	1	5	2	3	2	3	1	1	2	2	4	1	1	6	1	2	3	4	3	4	5	2	3	1	1	5	6	2	1	5
1500	-995.861514209257393	-993.361973469018267	-2.499540740239178	0.000009976090632	0.000037490238118	3.758008973621574	0.624474132986966	-1	1	1	1	3	2	4	5	3	4	6	4	6	3	5	7	7	7	8	6	5	8	7	8	7	8	5	9	8	7	7	9	9	10	10	9	10	11	10	11	10	10	9	9	11	10	12	14	13	11	11	15	12	11	12	11	12	14	11	13	13	11	12	12	15	16	15	14	15	14	14	14	15	15	14	15	11	15	14	17	16	16	17	17	18	17	18	20	21	19	19	21	0	1	1	1	2	3	3	14	4	6	21	6	8	4	14	27	9	7	8	14	5	17	13	13	14	14	4	19	20	21	0	20	21	21	22	29	0	23	23	24	24	16	27	30	36	25	25	62	42	43	43	44	44	44	45	25	32	39	41	46	47	33	51	44	79	77	55	56	63	63	56	39	46	61	63	44	44	70	51	68	72	77	77	68	77	0	0	82	82	84	0	82	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	2	2	2	1	1	1	1	3	2	2	1	1	1	1	1	2	3	1	1	1	2	2	2	1	2	3	1	1	2	3	2	1	1	1	3	2	1	1	3	2	2	1	2	1	1	1	2	1	2	2	2	1	1	2	2	5	1	1	4	1	1	3	3	1	2	4	1	3	1	1	2	3	2	1	4
2000	-940.979200828878788	-938.281266901900153	-2.697933926978651	0.000009917999899	0.000043640052267	4.400085976272263	0.731356196095156	0	1	1	2	3	2	3	5	4	4	6	4	6	4	5	6	6	6	7	6	5	8	8	8	8	8	5	10	8	8	9	10	9	10	9	10	9	10	11	10	9	11	8	9	11	10	10	13	13	12	9	13	11	12	12	13	12	13	13	13	13	11	12	13	16	15	15	14	16	14	15	14	15	15	16	15	12	14	15	17	17	16	17	18	18	17	19	20	22	19	20	22	0	1	1	1	2	3	3	14	4	6	21	6	8	4	14	27	9	7	14	14	5	17	13	13	14	14	4	19	20	21	0	20	21	33	22	29	0	23	23	24	24	27	16	30	36	25	25	62	42	43	43	44	44	44	45	25	32	39	41	46	47	33	51	44	79	77	55	56	63	63	56	39	46	61	63	64	44	63	51	68	72	77	77	68	82	0	0	82	82	84	0	82	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	2	2	1	1	2	1	1	2	1	1	1	1	2	1	1	1	3	1	1	1	1	1	1	1	2	1	2	1	2	1	4	1	1	2	2	1	1	2	2	1	1	2	1	2	1	1	2	2	1	1	1	1	1	3	3	2	2	4	2	1	1	1	2	2	1	1	2
2500	-896.045004815538960	-893.303092530159688	-2.741912285379295	0.000010181220738	0.000046317204597	4.549278106133832	0.807930584863558	0	1	2	1	2	3	3	5	4	4	6	5	6	4	6	7	5	7	6	7	5	8	8	8	8	8	5	10	8	8	8	9	10	10	9	9	10	10	11	9	10	11	9	10	11	10	10	13	13	12	11	14	11	12	12	12	11	13	12	14	12	12	12	11	15	16	14	14	15	14	13	14	14	15	14	15	13	15	16	17	16	17	17	17	19	17	18	19	21	19	20	21	0	1	1	1	2	3	3	14	4	6	21	6	8	4	8	27	4	7	8	8	5	17	13	13	14	14	4	19	20	21	0	20	21	21	22	20	0	23	23	24	24	27	27	30	36	25	25	62	42	43	43	44	44	44	45	47	32	39	41	46	47	33	51	44	51	77	55	56	63	63	56	39	46	61	63	64	44	70	51	68	72	77	77	68	82	0	0	82	82	84	0	82	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	1	1	1	2	1	1	2	1	2	2	1	1	1	1	2	2	1	1	1	1	2	1	1	2	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	1	1	1	1	1	2	2	1	2	2	1	2	1	1	2	3	2	1	1	1	1	2	1	1	2
3000	-887.551022899460690	-884.904815060628039	-2.646207838832606	0.000010576539553	0.000044716104046	4.227857686596758	0.669839231033988	0	1	1	1	2	2	3	5	4	4	5	5	5	4	6	7	6	5	8	6	4	8	7	8	8	8	6	10	8	8	8	9	8	9	9	9	10	9	11	10	10	10	9	9	11	10	10	13	12	12	11	14	11	12	13	13	12	13	13	13	13	13	12	12	15	17	14	16	15	14	14	15	15	16	16	15	14	15	16	17	17	18	16	18	20	18	19	19	20	19	19	20	0	1	1	1	2	3	3	14	4	6	21	6	14	4	8	27	9	7	14	14	5	17	13	13	14	14	9	19	20	21	0	20	21	21	22	29	0	23	23	24	24	27	16	30	36	25	25	33	42	43	43	44	44	44	45	47	32	39	41	46	47	33	51	44	51	77	55	56	63	63	56	58	60	61	63	64	64	70	65	68	72	77	77	68	82	0	0	82	82	84	0	82	1	1	1	1	1	1	1	1	2	1	1	2	1	2	1	1	1	1	2	1	1	1	1	1	2	2	1	1	1	3	1	1	2	2	1	1	1	1	2	1	2	2	2	1	1	1	1	2	1	1	1	2	1	1	1	2	2	1	2	2	2	2	1	2	2	2	1	2	2	2	1	1	2	2	2	2	1	1	1	1	1	2	2	1	2	1	1	1	1	1	1	1
3500	-874.650761513760131	-872.679425684543958	-1.971335829216156	0.000011481965904	0.000026036976950	2.267641026488468	0.757566189748667	-1	0	0	1	2	2	2	4	5	4	5	4	6	3	6	7	6	7	7	6	4	8	8	8	9	7	6	11	8	8	8	9	8	9	9	10	10	11	9	11	10	11	9	9	12	11	11	12	14	13	11	14	11	12	13	12	12	13	12	13	13	14	12	12	14	16	14	14	15	14	15	14	14	16	16	16	14	15	16	16	16	17	16	17	20	16	19	18	22	19	19	19	0	1	1	1	2	3	3	14	4	6	21	6	8	4	8	27	9	7	14	8	5	17	13	13	26	14	4	19	20	21	0	20	21	21	22	29	0	23	23	24	24	27	27	30	36	25	25	33	42	43	43	64	44	44	45	47	32	39	41	46	47	48	51	44	51	77	55	56	63	63	56	58	46	61	63	64	30	70	65	68	58	77	77	80	82	0	0	82	82	84	0	82	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	2	2	1	2	1	1	1	1	2	2	2	1	2	1	2	2	2	1	1	1	1	1	2	1	2	1	1	1	1	1	2	1	2	1	1	1	1	1	1	2	2	1	2	1	1	1	2	1	1	1	1	2	1	1	1	2	1	2	2	2	1	1	1	1	2	1	1	2	1	1	1	2	1	1	1
4000	-828.226302415373652	-825.850380476723217	-2.375921938650417	0.000013489242590	0.000045624607471	3.382295719525612	0.785931138861453	-1	0	1	1	2	2	4	5	4	4	6	4	6	4	6	6	7	6	7	7	5	8	8	8	7	8	5	10	8	7	8	9	9	8	9	9	10	10	11	11	10	11	9	9	11	10	10	11	13	12	11	13	11	12	12	12	12	13	11	13	12	13	12	11	14	16	13	15	16	13	14	15	14	16	15	16	14	15	15	16	16	18	16	18	20	16	19	19	22	19	20	22	0	1	1	1	2	3	3	14	4	6	21	6	8	4	8	27	9	7	8	8	5	17	13	13	14	14	4	19	20	21	0	20	21	21	22	29	0	23	23	24	24	27	16	30	36	25	25	33	42	43	43	44	44	44	45	47	32	39	41	46	47	48	51	44	51	77	55	56	63	63	56	58	46	61	63	64	52	70	65	68	72	77	77	80	82	0	0	82	82	84	0	82	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	1	2	1	1	1	1	1	2	2	1	1	1	1	2	2	1	3	1	1	1	1	1	1	1	2	1	2	2	1	1	1	2	1	1	2	1	1	1	1	2	1	1	2	2	1	1	1	2	2	2	3	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	2
4500	-809.164174127259230	-807.014193641211364	-2.149980486047810	0.000016576293611	0.000045415439197	2.739782502747214	0.737212871617245	0	1	1	2	3	2	4	4	3	4	6	5	6	3	5	7	6	6	7	5	5	7	8	8	9	7	6	11	8	7	9	9	9	8	10	9	11	11	10	9	10	12	9	9	11	10	11	13	13	11	11	13	12	12	12	13	11	14	11	13	12	14	12	13	14	17	14	15	14	14	15	14	15	14	15	15	15	15	15	16	16	17	17	18	18	17	19	20	19	20	21	21	0	1	1	1	2	3	3	14	4	6	21	6	8	4	8	27	9	7	14	8	5	17	13	13	26	14	4	19	20	21	0	20	21	21	22	29	0	23	23	24	24	27	16	30	36	25	25	33	42	43	43	44	44	44	45	47	32	39	41	46	47	48	51	44	51	77	55	56	63	63	56	39	46	61	63	64	52	70	65	68	72	77	77	80	82	0	0	82	82	84	0	82	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	3	1	1	1	1	1	2	2	2	2	1	1	1	2	1	1	2	1	1	1	1	1	1	3	1	1	1	1	1	3	1	1	1	2	2	2	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	2	3	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
