step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97
5000	-488.438670799439421	-495.294158750398822	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.784526326566716	1	2	3	5	4	5	4	7	7	6	6	6	8	7	7	6	8	8	9	7	11	11	10	10	9	10	11	12	12	11	13	11	14	11	13	12	14	15	15	13	13	13	14	14	18	16	13	14	14	16	14	14	15	15	16	14	15	17	17	15	16	20	18	15	17	16	18	19	17	18	18	18	17	16	20	19	19	18	19	21	20	20	18	20	22	21	21	21	22	23	22	22	22	25	26	23	26	0	1	2	1	3	2	2	16	12	5	5	4	12	4	6	1	9	10	13	4	17	18	19	18	20	17	18	24	22	16	20	18	47	23	26	30	22	27	29	29	30	30	34	36	74	47	23	35	35	36	41	40	44	23	52	31	43	51	60	52	41	38	46	41	53	41	57	58	64	43	35	55	55	56	58	67	69	55	46	84	73	83	56	72	73	76	79	74	72	87	74	79	81	96	96	70	94	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	1	1	1	2	1	2	2	1	1	2	1	2	1	1	2	2	1	1	2	1	1	1	2	1	1	1	2	1	1	2	1	1	1	2	1	2	2	1	2	3	1	1	2	1	1	1	1	2	1	2	1	2	1	2	1	1	2	3	1	4	1	1	1	2	2	1
5500	-473.736877077163967	-480.592365028123368	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.782383917424342	1	3	2	4	4	4	6	7	7	6	5	6	7	7	7	7	9	9	9	9	11	10	10	9	11	11	12	11	11	11	12	13	13	14	13	12	12	15	13	13	15	15	14	14	17	17	14	14	15	15	14	16	15	15	17	15	15	16	14	16	17	19	19	16	17	16	18	19	18	19	18	18	18	20	20	20	19	17	20	21	20	18	20	20	21	21	21	21	23	23	22	22	21	26	25	24	28	0	1	1	1	3	2	6	6	12	5	5	6	6	1	12	4	8	14	13	16	17	24	19	10	20	17	24	18	24	19	25	18	23	23	26	30	18	27	29	29	30	30	23	36	31	33	8	35	35	36	36	40	47	34	52	25	43	51	39	40	41	52	46	51	53	54	57	58	58	46	49	55	52	56	69	57	69	52	63	72	73	45	82	55	73	76	79	82	80	87	88	79	73	96	92	79	94	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	2	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	2	1	3	1	1	2	1	1	1	2	2	2	1	2	2	4	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	1	1	1	1	2	1	1	1	2	1	1	2	1	2	1	1	1	2	1	1	1	2	2	1	1	2	1	1	1	1	1	1	2	2	1
6000	-465.847202813417880	-472.702690764377280	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.775311681802003	1	3	3	4	4	5	6	6	8	6	5	6	9	7	7	7	6	8	10	8	10	11	11	9	9	9	11	12	12	13	13	12	13	13	12	11	13	14	14	14	14	14	14	14	17	16	15	15	15	15	13	15	16	15	16	16	15	17	16	15	17	21	17	16	18	17	19	19	18	18	19	17	19	18	19	19	19	18	20	20	20	20	21	21	22	21	21	22	22	23	23	22	24	26	25	24	28	0	1	1	1	3	4	4	6	17	5	5	4	12	6	6	2	4	10	13	4	17	24	19	18	17	17	16	24	18	36	25	27	23	23	21	19	24	29	28	29	30	30	23	36	31	43	43	35	35	36	36	40	44	34	40	31	43	44	60	24	53	80	46	51	50	54	57	58	58	46	49	40	60	56	58	57	64	72	70	60	72	45	45	72	81	67	79	82	73	87	56	79	85	96	92	92	94	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	1	1	1	2	2	2	2	2	1	2	1	1	1	1	1	2	1	2	1	1	1	2	2	2	1	1	2	1	2	1	1	1	1	1	2	1	2	1	3	1	1	1	2	1	1	2	1	1	1	2	1	3	1	1	2	1	1	1	2	1	1	2	1	1	1	1	1	2	1	4	1	1	1	1	1	1
6500	-503.256518290164308	-510.112006241123709	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.643368160499489	1	3	3	5	5	4	5	6	8	7	6	7	8	7	6	6	9	9	9	8	11	10	10	11	10	11	10	13	12	12	13	12	15	13	13	13	13	15	13	14	14	14	14	14	17	15	16	14	16	15	15	14	15	15	16	14	15	17	17	16	17	20	17	16	17	17	18	18	16	19	19	18	20	20	21	18	20	18	20	20	20	20	20	22	23	20	21	21	22	22	22	22	24	26	24	22	28	0	1	1	1	3	1	1	2	8	5	5	2	8	2	4	1	14	10	13	2	17	18	19	22	14	17	18	10	22	23	25	27	43	23	17	30	24	32	29	29	30	30	23	36	56	34	34	26	21	30	36	29	44	34	40	31	23	30	52	40	64	38	43	43	50	54	57	64	51	46	49	55	72	45	64	47	50	60	70	55	72	45	56	55	73	57	79	83	80	87	82	79	85	96	92	79	96	1	1	1	2	1	2	2	2	1	2	1	2	1	2	1	2	1	2	1	3	1	1	1	1	2	1	1	4	1	1	2	1	1	2	2	1	1	2	1	1	1	1	2	1	2	1	2	2	2	2	1	1	1	2	1	1	2	3	1	1	1	3	2	1	1	1	2	1	1	2	2	2	1	2	2	1	3	1	1	3	1	2	2	2	2	3	1	1	1	1	1	1	1	2	1	1	2
7000	-494.187299735095451	-501.042787686054851	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.797322706903226	1	2	3	3	4	4	5	7	7	5	7	5	8	5	7	8	8	9	11	7	10	9	10	9	9	10	12	12	12	12	13	12	14	12	14	12	13	15	15	13	14	14	14	15	18	17	16	15	15	16	14	15	14	14	16	15	16	15	17	14	17	19	19	16	17	16	18	17	16	19	19	18	17	19	20	19	18	19	21	21	18	20	20	22	23	21	22	22	21	23	23	22	23	25	25	24	28	0	1	1	2	3	1	1	14	14	5	10	4	4	4	14	12	9	10	23	6	24	11	16	11	20	13	18	24	24	23	25	18	23	23	26	13	22	27	29	18	30	36	23	36	56	33	43	35	35	41	30	40	36	34	52	31	34	51	40	40	50	29	46	51	53	54	57	69	58	46	35	55	55	56	69	57	69	59	70	59	73	45	45	55	80	76	79	82	39	87	82	79	84	87	92	79	94	1	1	1	1	1	2	1	2	1	1	1	1	2	1	1	1	1	2	1	2	1	1	1	1	2	1	1	1	1	1	2	1	2	1	2	2	2	2	2	2	1	1	2	2	2	1	2	1	1	1	1	2	2	1	1	1	2	1	2	1	1	2	1	1	1	1	1	1	1	1	2	1	1	2	2	1	1	1	1	2	1	1	1	3	1	1	1	1	2	1	2	1	1	2	2	2	2
7500	-483.331907710890221	-490.187395661849621	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.688678543054203	1	3	4	3	5	5	5	5	7	7	6	6	9	7	7	7	8	8	11	7	10	11	10	11	10	10	11	13	12	13	12	12	15	13	13	12	13	14	14	12	15	15	13	14	16	17	15	14	15	16	14	15	14	15	16	14	15	16	17	14	16	20	19	17	18	14	19	19	17	18	20	18	19	18	20	19	19	18	20	22	20	21	20	21	22	20	21	20	23	23	22	22	23	26	25	24	28	0	1	4	1	2	4	2	2	12	5	5	6	16	12	6	6	16	11	16	4	17	18	12	18	20	17	18	22	18	23	20	27	23	23	26	19	11	27	24	22	36	30	23	36	56	33	34	26	21	30	36	40	36	43	52	31	23	51	52	40	53	38	33	51	41	30	57	58	58	46	49	55	55	56	58	57	69	55	70	72	73	45	74	72	73	76	79	74	72	87	83	79	85	96	92	92	94	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	1	2	1	2	1	1	1	1	2	2	2	1	2	2	2	1	4	2	2	1	2	2	2	1	1	1	1	2	2	1	1	2	1	1	1	1	3	1	1	1	1	3	2	2	1	1	2	2	1	1	3	1	1	2	2	2	1	1	1	1	1	2	2	1	2	1	1	1	2	1	1	2	1	2	1	1	1
8000	-489.880504524735954	-496.735992475695355	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.681115618432327	1	3	3	5	5	5	6	8	5	7	7	7	7	7	7	7	7	9	9	7	10	10	10	11	10	11	11	12	11	12	13	13	14	13	12	13	14	15	13	13	14	14	12	14	17	16	14	13	16	15	14	15	16	14	17	15	15	17	16	16	16	21	18	16	18	17	18	19	18	18	20	18	19	20	20	19	19	19	20	21	20	19	19	22	23	20	21	21	23	23	22	21	24	25	24	25	28	0	1	1	1	3	2	2	12	1	5	5	6	4	6	4	2	9	5	13	4	17	11	13	3	20	14	11	22	22	23	6	27	43	43	26	30	18	27	29	22	23	30	23	36	31	33	43	26	35	44	36	39	36	34	39	31	47	51	22	52	41	18	46	44	64	54	57	58	51	46	49	40	55	82	58	67	58	52	70	72	72	45	45	72	62	76	79	82	80	87	82	79	81	87	92	79	94	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	2	2	2	4	2	2	2	1	1	1	4	1	1	1	1	1	2	2	1	2	3	1	1	1	2	1	2	1	2	1	1	1	1	1	2	2	1	2	3	1	1	6	1	2	1	2	2	1	2	1	3	2	2	1	1	1	1	2	1	1	2	1	1	2	1	1	1	2	1	1	1	1	1	2	1	3	1
8500	-494.978843271809410	-501.834331222768810	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.698063746501410	1	2	3	3	4	5	4	7	7	6	6	7	8	7	8	6	8	7	9	8	11	9	11	10	10	10	11	12	11	11	12	13	13	13	13	12	13	13	13	14	14	13	15	15	17	16	13	14	15	14	14	15	15	14	17	16	15	18	16	15	16	19	17	16	17	15	19	18	16	19	19	19	19	18	20	19	20	19	20	21	21	21	21	21	20	20	21	21	22	22	20	23	24	24	24	22	27	0	1	1	2	3	4	2	3	4	5	5	16	12	6	6	2	12	10	16	6	17	18	19	22	20	9	22	22	22	19	25	27	23	23	26	30	24	27	29	37	30	30	34	51	31	33	23	26	35	36	30	40	36	33	52	31	47	51	37	40	50	55	46	51	41	54	57	69	36	43	49	55	52	56	58	57	69	55	70	85	73	56	45	72	40	76	70	56	80	70	74	79	73	96	92	79	79	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	2	2	2	1	1	1	2	1	1	1	2	1	2	1	1	1	2	1	2	1	3	2	1	2	1	1	2	1	2	1	1	2	1	2	1	1	1	1	1	1	1	1	2	1	3	2	3	2	2	1	1	2	3	1	1	1	1	2	1	1	2	1	1	3	1	2	1	1	2	1	1	1	3
9000	-464.973586566827578	-471.829074517786978	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.746211607560920	1	3	3	4	4	5	6	7	6	6	6	7	8	7	7	6	8	8	9	9	10	10	11	9	11	10	11	13	11	12	12	13	14	13	13	11	12	15	14	13	14	14	13	14	18	16	15	12	13	15	14	15	16	15	16	16	15	16	18	15	16	20	19	16	17	16	18	18	17	17	18	18	18	18	20	18	19	19	21	20	19	20	20	22	22	20	21	22	22	22	22	23	23	24	25	25	29	0	1	1	2	3	1	4	6	6	5	5	2	16	6	6	4	12	11	12	12	17	18	19	18	20	17	24	22	24	36	25	27	34	23	26	19	24	27	29	29	30	43	23	36	56	33	43	26	26	36	36	40	44	43	39	31	43	51	52	40	50	18	70	51	50	54	57	58	58	34	49	55	55	56	77	57	51	72	70	72	73	74	74	55	81	76	46	82	80	87	82	87	62	87	87	87	96	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	2	2	2	1	1	1	2	2	1	1	2	1	1	2	2	1	1	1	1	2	1	1	1	1	1	5	2	1	1	1	1	1	1	2	2	2	2	1	1	2	1	1	3	1	1	1	1	2	2	1	2	1	1	1	1	2	1	1	2	2	2
9500	-470.879056025046168	-477.734543976005568	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.836435691608969	1	3	3	5	4	5	5	6	7	6	6	7	9	7	7	7	8	7	11	8	11	9	10	10	9	10	11	11	11	12	12	13	14	13	13	12	13	14	14	13	14	15	13	13	18	15	15	14	14	15	15	15	14	14	17	16	15	16	18	15	16	20	18	17	17	16	19	17	17	18	19	19	20	20	19	19	19	19	21	22	21	21	21	21	22	20	20	19	23	22	21	22	23	26	23	23	29	0	1	1	2	3	2	2	6	7	5	5	6	16	4	11	4	14	11	23	9	17	18	9	18	20	17	22	22	22	19	25	22	23	23	26	19	24	27	29	24	36	30	23	36	56	43	43	26	26	44	44	40	36	34	52	31	34	43	52	39	36	38	46	51	36	54	57	51	58	46	49	55	72	88	69	57	69	55	87	72	72	88	74	55	73	76	70	45	84	87	88	79	84	96	92	79	96	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	2	2	2	2	2	1	2	2	2	1	1	2	2	1	1	2	1	2	1	1	1	1	1	1	1	2	1	1	1	1	2	2	2	1	2	2	2	1	1	1	3	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2
10000	-473.729223715250271	-480.584711666209671	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.803818797791667	1	2	3	4	5	5	5	7	8	6	7	6	8	6	7	7	8	8	7	8	10	10	10	10	10	11	10	12	12	12	12	12	14	13	13	13	12	14	13	13	15	14	13	14	17	17	15	14	15	16	14	15	15	15	17	16	16	17	17	15	17	21	19	16	18	17	18	18	16	18	19	19	19	20	20	19	19	17	20	21	19	21	19	21	22	20	22	21	22	23	23	21	24	26	25	23	28	0	1	2	2	3	4	2	1	15	5	5	1	6	4	12	6	14	10	14	12	17	18	13	18	20	9	8	24	13	23	25	22	34	23	26	30	18	27	29	22	43	30	23	36	25	43	43	35	26	36	43	40	36	34	40	31	47	69	60	24	53	73	46	51	50	54	57	50	41	46	49	55	55	56	69	57	50	52	70	72	55	56	45	72	73	76	79	45	72	87	82	79	85	87	92	79	94	1	1	1	1	1	1	1	2	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	1	1	2	1	1	2	2	1	1	1	1	2	1	4	2	1	1	2	2	1	1	1	1	2	2	1	1	1	2	1	1	1	1	1	1	2	1	1	1	2	2	1	2	2	1	1	1	1	1	2	2	1	1	2	1	2	2	1	1	1	1	1	2	2	2	1
10500	-482.642910585281356	-489.498398536240757	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.775321878214522	1	3	3	4	5	6	3	7	7	6	7	6	9	5	8	8	9	8	10	8	11	10	11	10	10	11	11	11	12	12	13	13	14	13	10	12	12	14	14	14	14	14	14	14	17	16	15	13	15	14	14	16	15	15	15	15	16	18	17	16	16	20	19	17	17	16	18	18	16	18	20	19	19	19	20	18	19	17	20	21	20	19	19	20	21	20	21	20	23	22	22	21	23	25	25	23	28	0	1	1	1	3	4	1	14	14	5	10	4	12	4	6	14	9	5	2	12	9	18	13	18	20	19	18	22	22	19	20	27	19	23	17	19	11	37	29	37	30	30	23	36	25	33	33	35	35	36	36	55	44	23	29	31	34	69	40	40	53	52	46	51	50	43	57	69	41	46	49	55	55	45	58	57	64	52	70	72	72	45	56	55	52	76	63	82	80	87	88	79	81	96	92	87	94	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	2	1	2	1	2	1	3	2	1	1	2	2	2	1	2	1	1	1	3	1	1	2	1	1	1	1	1	2	1	2	2	2	1	1	1	2	2	2	2	1	2	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	2	2	3	1	1	1	1	1	1	1	1	1	2	1	2
11000	-535.957774060701809	-542.813262011661209	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.652495730974150	1	3	4	4	5	6	5	7	7	7	7	8	9	7	8	7	8	8	8	8	10	10	11	10	11	11	9	12	12	10	12	10	15	11	13	11	13	14	14	13	13	14	13	14	17	17	16	15	15	16	14	15	14	16	16	16	15	18	16	16	15	20	17	16	17	17	18	19	17	19	19	19	19	19	20	17	19	18	20	21	20	20	21	20	23	21	21	22	22	23	22	22	22	25	25	23	27	0	1	1	1	3	1	2	1	3	5	5	6	8	4	9	2	6	5	16	14	9	11	6	6	20	9	11	18	22	9	25	27	23	17	26	30	24	32	29	29	36	30	19	36	31	33	43	35	35	44	36	40	36	23	40	31	23	69	52	39	53	40	33	51	53	33	16	64	51	46	49	55	60	56	50	57	50	55	46	73	73	56	82	55	81	76	70	82	62	79	82	87	73	96	92	87	87	1	1	1	2	1	3	1	3	1	1	1	1	1	2	1	1	2	2	1	1	2	2	3	2	2	2	1	2	1	1	1	1	3	1	1	1	1	2	2	1	1	2	2	1	2	1	1	1	1	2	1	1	2	2	1	2	2	1	1	1	1	3	1	1	2	1	7	1	1	2	2	1	2	1	2	1	2	1	1	1	1	2	1	2	1	2	1	2	1	2	1	1	2	1	2	1	2
11500	-530.971516480525906	-537.827004431485307	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.579708112986859	1	2	4	3	5	5	5	7	6	7	7	7	6	8	8	7	8	8	10	8	10	11	10	10	9	11	11	12	12	12	11	12	14	14	13	11	14	14	14	13	14	13	13	13	17	15	15	15	16	15	15	16	16	15	16	16	16	17	16	15	17	20	18	14	17	17	17	19	18	18	18	18	20	18	20	19	19	18	20	22	19	19	21	20	22	21	21	21	23	22	23	21	23	25	25	24	28	0	1	1	1	3	3	3	2	3	5	5	4	6	1	13	6	16	5	13	12	17	24	8	18	16	8	18	18	18	19	14	27	19	23	26	12	11	27	22	14	30	36	23	36	56	33	34	35	26	30	64	60	50	34	60	31	34	51	39	8	53	52	46	36	36	54	34	58	58	46	49	55	52	56	34	34	58	52	63	73	72	56	82	55	73	76	79	74	84	87	82	79	72	87	92	79	94	1	1	2	1	1	1	1	2	1	1	1	2	1	3	1	2	1	2	2	1	1	1	2	1	2	2	1	2	1	1	1	1	2	2	1	3	4	2	2	2	1	1	2	1	1	1	1	2	3	1	1	1	1	1	1	3	2	2	1	4	1	2	2	1	3	2	1	1	1	2	1	2	2	1	3	3	1	1	1	1	1	2	1	2	1	1	1	1	1	1	2	1	2	2	2	1	2
12000	-520.265833286047950	-527.121321237007351	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.652551804709743	1	3	3	4	4	5	5	4	6	6	6	6	7	6	8	7	8	8	9	8	10	9	10	10	9	11	12	11	12	13	13	13	15	14	13	12	13	11	15	13	15	14	13	14	18	15	15	14	15	15	15	16	16	15	16	16	16	18	17	15	15	20	17	16	15	17	18	18	17	18	17	18	19	20	20	19	19	18	20	20	18	19	20	22	22	21	21	21	22	22	22	21	23	25	24	23	29	0	1	1	2	3	2	4	2	4	5	3	4	3	6	9	12	9	5	13	16	17	18	19	18	13	17	11	22	24	36	20	27	43	43	26	23	22	22	18	18	30	43	23	36	56	34	43	26	26	36	36	27	36	34	60	31	33	69	52	37	44	59	39	51	30	54	23	69	50	33	49	55	39	56	69	67	64	55	70	52	52	45	45	55	80	67	79	82	80	70	74	79	84	79	92	79	94	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	4	1	1	1	2	1	1	1	1	1	2	1	5	4	1	1	2	1	2	1	1	2	2	2	1	2	2	1	1	2	1	1	1	1	1	1	1	1	1	1	4	1	1	2	1	2	2	2	2	1	2	1	1	2	1	1	1	2	2	2	1	2	1	2	1	1	1	3	2	2	2
12500	-499.856091614522484	-506.711579565481884	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.683063659506028	1	2	3	4	4	5	5	8	7	5	7	7	8	6	8	7	9	9	10	8	10	10	10	9	10	11	11	12	12	13	13	11	14	11	13	12	13	14	15	11	14	15	15	15	17	16	16	14	15	16	14	15	14	14	17	15	14	17	17	15	16	20	18	17	17	16	17	18	18	18	19	18	19	18	19	19	18	18	20	20	20	20	19	20	23	21	21	22	22	23	23	21	23	23	25	23	29	0	1	1	1	3	2	2	4	14	5	5	6	6	4	16	6	16	11	13	11	17	24	13	11	20	17	24	22	18	36	20	18	23	23	26	34	22	27	40	4	30	41	12	36	56	33	23	26	35	36	36	40	36	23	39	31	4	51	52	40	53	38	46	51	53	19	44	64	51	33	49	55	55	56	58	67	58	52	70	55	72	56	56	52	84	67	79	74	80	87	88	79	73	79	96	79	94	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	1	1	1	2	2	2	2	1	1	4	2	1	1	2	2	1	2	1	2	1	3	1	1	4	2	1	2	1	3	1	2	2	3	1	1	2	2	2	1	2	2	1	1	1	2	1	1	1	2	2	2	1	1	1	2	2	1	1	1	2	2	1	2	3
13000	-503.317350560561067	-510.172838511520467	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.665110887625468	0	2	3	4	4	5	4	8	7	6	6	8	7	7	8	7	8	7	11	8	10	9	9	10	10	10	11	11	11	12	11	12	15	12	14	12	12	13	14	14	14	15	15	15	18	17	14	15	15	16	14	14	15	16	16	15	15	17	16	16	17	18	18	17	17	15	18	19	16	17	19	18	20	20	20	19	18	17	21	21	21	20	20	21	22	20	20	22	23	23	21	22	23	25	26	23	28	0	1	2	2	3	5	2	16	4	5	5	16	6	7	14	4	9	11	23	1	17	18	13	22	9	17	22	22	22	23	20	27	30	23	26	23	24	27	29	37	30	30	30	51	56	33	13	35	35	44	30	29	47	43	52	31	34	51	40	40	53	22	33	36	69	34	33	69	36	33	49	55	72	45	58	33	69	40	70	72	73	45	45	72	73	76	46	82	84	79	82	87	81	96	87	87	96	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	3	1	1	1	1	2	1	1	1	1	1	1	1	2	2	2	2	1	2	2	1	1	1	1	1	2	1	3	1	1	1	1	1	1	1	1	2	2	2	1	1	1	3	1	2	1	2	1	2	4	1	2	1	1	1	2	2	1	1	2	2	1	1	1	2	1	1	2	1	1	2	1	1	1	2	2	2	3
13500	-503.445939255869064	-510.301427206828464	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.702479940310035	0	2	4	5	5	4	6	4	8	6	6	6	8	6	7	7	8	8	10	9	10	10	10	9	10	11	11	12	12	11	13	13	15	13	13	12	14	15	13	13	14	12	13	13	17	17	16	14	15	16	14	16	15	15	16	15	15	17	17	16	16	20	18	17	16	17	19	18	16	18	17	18	18	19	20	19	19	18	21	20	19	19	21	21	21	20	20	21	22	23	22	22	23	26	25	24	28	0	1	2	6	3	2	6	2	14	5	5	6	14	6	6	6	16	5	4	14	17	18	4	4	16	25	24	22	22	19	25	27	23	19	9	23	22	39	24	29	30	30	24	36	31	33	34	35	35	44	36	40	44	43	24	31	34	51	60	40	53	55	46	51	44	54	57	58	44	46	35	40	52	45	58	57	58	29	70	55	73	45	74	62	73	67	70	74	80	87	82	87	84	79	92	87	94	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	1	1	2	3	2	1	1	2	1	1	1	1	3	2	3	1	2	1	2	1	1	1	1	1	2	1	1	1	1	1	1	2	2	1	2	1	1	2	1	2	1	2	1	2	1	1	2	1	1	1	1	2	1	1	2	2	1	3	1	2	1	2	1	1	1	1	2	2	1	1	1	1	2	2	1	1	1
