step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95
5000	-572.171571046737768	-579.027058997697168	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.345085181129052	0	2	3	5	4	5	4	8	7	7	8	9	9	8	11	9	12	10	9	9	11	9	11	11	12	11	13	14	12	14	12	14	14	17	18	18	17	19	20	16	20	19	21	21	21	18	21	22	23	23	22	23	23	21	23	23	24	26	24	23	24	26	23	26	24	26	26	24	25	24	27	24	26	27	28	29	29	28	31	31	31	30	32	32	34	36	36	39	42	41	43	43	44	45	49	0	1	1	3	2	1	1	4	7	5	6	6	5	10	8	9	0	0	0	2	8	8	0	2	5	5	23	23	16	5	14	1	25	2	33	0	20	32	22	0	26	34	20	5	38	8	0	37	27	38	36	46	47	46	41	54	37	32	0	29	48	69	43	46	45	0	65	43	37	37	27	63	72	44	68	44	68	50	5	70	74	67	74	72	57	0	69	48	62	69	0	87	85	42	93	1	1	2	1	1	3	2	2	1	2	2	2	2	1	2	2	1	1	1	3	2	1	1	4	2	3	1	1	1	5	2	7	1	8	2	1	4	3	6	1	4	1	8	5	1	4	1	2	4	2	2	4	1	2	1	1	4	7	1	4	1	1	1	4	1	1	1	2	5	2	7	1	1	3	3	4	2	2	14	4	2	2	3	4	4	1	4	9	8	9	1	3	3	12	3
5500	-592.605516309376753	-599.461004260336153	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.361450338391553	1	2	2	4	5	4	3	8	7	5	7	8	9	9	10	9	12	8	10	9	10	9	12	12	13	11	14	14	13	15	13	15	15	17	18	20	16	19	18	18	21	20	20	22	20	22	20	22	22	20	20	20	22	22	22	23	22	25	24	22	23	25	23	26	25	26	25	24	24	24	25	25	25	27	27	26	28	26	31	30	32	32	30	32	32	36	38	40	41	40	42	44	46	41	49	0	1	1	3	4	2	1	9	1	2	6	9	12	10	12	11	0	0	0	7	12	8	0	22	2	2	13	29	20	27	12	31	23	7	26	0	2	12	29	0	15	15	13	41	20	7	0	42	42	31	29	30	16	45	31	47	1	55	0	43	57	68	27	57	32	0	47	41	17	57	69	55	60	72	38	55	64	46	1	63	54	80	72	25	64	0	41	46	76	85	0	82	88	57	91	1	1	1	1	1	1	1	1	4	1	2	1	1	2	1	1	1	1	1	3	1	1	1	2	4	4	3	1	1	1	2	1	2	5	3	1	4	7	2	1	7	4	3	1	6	11	1	1	1	3	4	3	6	1	4	2	7	1	1	1	1	1	4	2	5	1	1	1	6	1	1	2	1	1	3	4	1	2	16	3	5	1	3	7	3	1	10	9	7	4	1	8	3	7	4
6000	-743.995976042845314	-750.851463993804714	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.291278692600031	0	2	2	5	4	6	4	7	5	7	8	9	7	9	10	9	13	9	9	10	10	10	10	11	14	12	13	13	12	12	13	16	15	17	18	19	18	20	20	18	21	18	21	21	21	22	20	22	22	21	21	22	22	23	22	23	24	25	24	22	24	26	24	25	24	25	25	24	26	23	26	26	25	28	29	28	27	28	30	30	31	32	32	30	34	35	37	41	41	41	41	44	46	43	49	0	1	1	3	3	2	3	7	1	2	13	8	5	8	9	9	0	0	0	3	6	12	0	7	8	20	26	15	18	8	12	1	29	22	29	0	32	14	4	0	47	14	1	20	42	50	0	47	36	31	37	38	26	35	16	12	8	50	0	29	54	65	44	38	42	0	57	38	55	51	65	49	59	67	38	21	47	71	12	73	46	78	58	75	57	0	64	86	65	41	0	77	94	57	94	1	1	1	1	1	2	1	1	2	2	1	1	1	1	4	2	1	1	1	5	2	1	1	3	3	2	1	1	1	2	3	7	2	4	3	1	1	6	9	1	1	4	12	6	2	1	1	2	1	7	1	2	5	2	5	8	8	2	1	4	1	1	1	2	4	1	1	3	2	1	1	2	1	2	5	9	2	1	11	2	5	2	4	1	3	1	5	3	9	9	1	8	1	10	3
6500	-671.118248458847575	-677.973736409806975	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.378668759604395	1	2	2	3	5	5	4	7	6	7	6	8	9	10	10	9	11	9	9	11	10	10	11	12	11	11	13	13	11	14	14	16	15	18	18	18	17	20	20	18	20	20	19	21	21	22	21	21	21	23	20	23	21	22	22	24	23	25	23	22	24	25	23	25	25	25	25	23	26	24	26	27	27	27	29	27	29	28	30	31	29	31	30	31	33	35	38	39	41	41	43	44	44	41	48	0	1	1	1	3	4	2	3	3	5	3	7	11	3	12	11	0	0	0	6	19	8	0	7	7	1	15	22	6	13	2	4	23	2	27	0	30	31	34	0	28	40	37	32	39	21	0	37	39	1	35	46	35	39	39	68	7	31	0	51	53	48	7	68	39	0	23	49	57	34	56	57	46	62	44	48	73	45	76	62	60	39	66	75	63	0	86	86	73	35	0	82	91	57	91	1	1	1	1	1	1	2	3	2	1	3	3	1	4	1	2	1	1	1	3	1	2	1	5	4	5	2	1	3	3	6	4	1	5	2	1	2	3	2	1	3	1	2	4	1	4	1	1	1	11	1	1	1	1	1	1	8	4	1	1	2	2	7	1	3	1	6	1	1	2	1	2	1	1	4	2	1	3	1	3	3	5	3	2	6	1	2	2	6	9	1	5	1	7	2
7000	-651.984173906705337	-658.839661857664737	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.369612424951725	0	2	2	5	4	5	5	6	6	7	6	9	7	9	11	10	12	8	9	10	10	10	11	13	14	12	14	14	12	14	13	16	15	17	18	20	16	18	19	19	21	18	17	22	20	21	20	23	22	22	21	22	20	22	22	22	23	25	24	22	24	25	22	25	24	26	25	24	26	25	27	25	26	27	26	28	28	29	31	29	32	30	32	31	33	35	39	41	40	41	42	45	45	44	49	0	1	1	2	3	5	3	6	5	11	2	7	4	3	9	13	0	0	0	10	6	18	0	7	12	4	8	15	12	23	7	11	31	24	1	0	2	4	4	0	40	22	11	45	14	35	0	36	53	29	42	21	42	35	31	51	63	34	0	45	41	54	35	47	49	0	57	14	62	43	34	48	41	21	54	49	46	60	33	44	84	73	77	62	63	0	86	87	81	81	0	85	90	86	85	1	1	1	1	1	1	1	1	1	1	2	2	1	4	2	1	1	1	1	3	2	2	1	2	2	5	3	2	2	2	4	4	1	2	10	1	4	5	5	1	2	4	7	1	6	1	1	2	1	6	1	7	1	2	5	1	1	4	1	1	2	2	1	3	1	1	2	9	1	6	5	1	3	9	2	2	3	3	8	5	1	2	2	2	5	1	1	1	4	4	1	7	2	5	6
7500	-745.193987507416296	-752.049475458375696	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.414061033873342	1	2	3	4	3	5	3	8	6	7	7	7	10	9	11	10	13	10	9	11	10	9	11	11	13	11	12	14	12	15	13	15	15	17	19	19	16	20	19	18	20	18	20	21	22	22	21	20	22	22	21	23	21	22	20	23	22	25	24	23	24	25	23	24	24	25	26	24	25	25	27	26	26	27	29	28	28	29	29	32	31	32	30	31	34	35	38	40	40	41	43	45	45	45	50	0	1	1	7	1	5	1	6	7	5	9	6	6	1	21	8	0	0	0	19	14	10	0	21	1	14	16	27	14	20	13	28	17	5	32	0	16	16	11	0	42	20	1	28	11	39	0	34	39	22	48	30	35	36	31	35	29	38	0	51	48	52	39	45	43	0	62	45	45	63	73	38	46	67	30	46	71	58	38	83	37	78	58	27	75	0	86	86	82	79	0	84	90	91	90	1	1	1	1	1	1	1	2	2	2	1	1	3	3	1	1	1	1	1	2	1	1	1	1	6	1	1	1	2	2	3	1	1	5	2	1	3	6	7	1	1	4	10	6	6	2	1	1	2	7	1	2	1	2	3	2	4	3	1	1	2	1	2	2	3	1	1	1	2	1	1	4	2	1	8	2	1	3	3	2	6	3	2	10	2	1	1	2	3	8	1	6	2	1	4
8000	-645.509590147641575	-652.365078098600975	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.451378569131756	0	2	1	4	4	6	5	7	6	7	8	8	10	9	10	10	13	9	9	10	11	9	12	12	13	12	12	13	11	14	14	14	16	16	19	19	17	20	19	19	20	20	19	20	20	21	21	22	21	22	21	22	23	22	22	23	24	23	25	22	25	25	23	26	24	25	26	24	26	26	27	26	26	26	28	29	28	28	28	31	30	31	31	32	34	36	38	40	40	41	43	44	43	45	48	0	1	1	1	2	5	3	3	5	7	7	6	4	3	14	11	0	0	0	11	22	6	0	8	21	21	15	6	22	14	24	8	9	8	31	0	32	5	13	0	40	15	13	22	34	45	0	39	36	20	39	44	46	43	36	42	34	41	0	44	41	47	50	60	42	0	66	30	39	54	72	57	65	65	63	44	59	73	74	81	70	55	76	29	72	0	86	87	86	58	0	74	90	89	92	1	1	1	2	1	1	2	3	1	1	2	1	2	4	1	1	1	1	1	1	2	2	1	2	1	1	1	4	1	2	1	4	6	5	2	1	2	9	3	1	1	6	3	5	2	1	1	2	1	6	1	1	1	2	1	2	4	1	1	1	1	2	1	2	2	1	1	4	3	2	1	1	1	1	2	4	1	1	1	1	2	3	2	14	5	1	1	1	2	10	1	8	1	2	2
8500	-712.960055048702316	-719.815542999661716	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.391090867630584	0	2	2	4	4	6	3	8	7	8	7	8	10	10	9	10	12	9	10	10	9	9	11	12	13	11	14	14	13	14	14	15	14	17	19	20	17	19	19	18	20	19	20	21	21	20	20	22	23	20	22	20	20	23	22	23	23	26	24	23	24	25	23	25	24	25	25	24	25	23	25	26	27	27	29	29	26	29	30	32	32	32	32	32	34	35	38	40	40	41	42	43	45	44	49	0	1	1	2	2	1	2	6	4	1	2	9	6	6	2	18	0	0	0	18	3	5	0	14	11	2	21	23	23	19	16	15	14	22	34	0	8	31	1	0	28	19	11	38	52	4	0	52	42	5	36	38	30	52	41	43	34	65	0	39	51	29	42	45	39	0	57	27	45	35	57	55	64	44	57	69	61	71	43	75	67	75	73	74	35	0	86	87	87	70	0	68	88	91	92	1	1	1	1	1	4	1	2	2	4	2	1	2	2	5	1	1	1	1	1	3	3	1	2	4	5	2	2	2	2	3	3	2	2	1	1	3	3	8	1	3	6	5	1	1	6	1	1	2	7	1	1	4	1	1	1	4	1	1	1	1	8	3	2	2	1	1	4	2	1	1	3	1	2	3	3	1	2	4	1	3	1	2	3	8	1	2	2	1	8	1	10	3	1	3
9000	-521.891871011957505	-528.747358962916906	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.591252370605197	0	2	3	5	5	3	4	6	6	7	5	8	9	8	8	10	12	7	9	10	9	10	11	13	14	12	14	12	13	14	12	16	15	16	18	18	16	19	19	18	21	19	19	21	21	20	20	22	21	21	21	20	22	22	20	22	23	24	25	22	24	25	23	25	24	24	26	25	25	25	26	25	27	26	27	28	28	27	30	32	32	32	32	31	32	36	38	40	42	40	42	44	45	45	48	0	1	2	2	3	2	3	3	7	4	6	9	5	9	5	10	0	0	0	10	15	11	0	4	16	20	14	16	14	31	11	31	29	21	32	0	27	8	2	0	43	35	33	2	55	14	0	47	52	37	46	33	38	51	32	47	55	53	0	37	44	50	42	41	53	0	72	65	61	46	61	53	59	48	62	65	63	66	76	75	79	75	79	61	84	0	86	87	90	87	0	84	92	89	92	1	1	1	2	1	1	1	2	1	1	1	1	2	1	1	2	1	1	1	1	1	2	1	4	2	1	2	1	3	1	3	3	1	4	1	1	1	5	5	1	1	1	2	10	1	7	1	1	1	3	1	2	1	1	3	1	1	1	1	2	1	2	1	1	1	1	1	1	1	3	1	2	1	3	1	2	3	2	1	2	1	2	1	4	1	1	1	1	1	2	1	5	1	1	2
9500	-551.530446902855942	-558.385934853815343	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.440021857447151	0	2	2	4	4	6	3	8	4	7	7	7	9	8	10	9	12	8	8	10	10	8	12	10	13	12	12	13	11	12	14	15	16	16	15	19	17	18	18	18	20	20	20	21	21	22	20	22	22	22	21	22	22	23	23	23	24	25	24	22	24	25	23	25	24	25	25	24	25	25	26	26	26	26	28	29	27	28	30	29	31	32	31	30	33	36	38	39	41	41	42	44	45	45	49	0	1	1	2	3	4	2	6	3	7	5	3	6	11	14	6	0	0	0	12	11	9	0	14	20	4	14	29	15	20	12	27	17	2	30	0	35	32	31	0	17	13	39	2	38	24	0	36	29	7	40	2	43	48	36	37	12	44	0	43	38	13	20	45	49	0	46	4	61	50	56	54	34	53	50	56	65	45	73	62	60	43	79	57	34	0	86	86	88	85	0	91	87	91	94	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	2	1	4	2	1	1	2	4	2	3	5	2	1	1	1	3	1	3	5	1	6	1	8	1	2	5	5	2	9	1	1	2	5	5	2	1	1	3	8	6	2	1	1	1	6	1	1	1	1	4	2	5	3	1	4	3	2	4	7	1	3	9	1	1	2	1	3	1	1	3	1	2
10000	-606.610986645812204	-613.466474596771604	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.366343614826833	1	2	3	3	5	6	5	7	7	7	8	8	10	9	9	10	13	10	10	9	10	8	12	13	14	11	13	14	12	15	13	15	15	15	18	19	17	17	19	17	20	20	21	21	20	21	20	22	22	22	21	23	21	23	21	24	23	25	23	23	25	25	22	25	24	23	24	24	24	26	26	26	26	27	28	27	28	28	29	31	31	31	30	31	34	35	38	40	42	42	41	45	45	44	47	0	1	1	1	1	7	1	4	2	2	8	4	11	5	2	8	0	0	0	3	3	1	0	12	4	16	7	17	9	28	4	4	17	22	33	0	22	30	2	0	27	40	24	22	39	22	0	46	45	37	6	12	35	44	11	51	14	44	0	38	54	41	34	59	60	0	41	32	19	32	41	68	55	66	70	49	64	55	76	75	83	46	74	60	84	0	86	87	87	81	0	91	94	91	91	1	1	1	1	2	1	2	2	3	2	1	2	1	2	3	1	1	1	1	3	4	3	1	2	6	1	4	1	2	1	5	6	1	4	1	1	4	1	7	1	3	2	4	9	1	9	1	1	1	2	7	7	2	1	5	2	5	2	1	4	1	3	4	1	1	1	1	5	8	5	4	1	3	2	1	2	1	4	1	2	1	5	1	3	2	1	2	1	2	7	1	2	1	2	3
10500	-537.269788251948285	-544.125276202907685	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.353419823241148	1	2	2	5	5	6	4	7	6	7	5	8	9	9	10	9	12	10	8	10	10	9	11	10	13	11	10	11	12	15	13	16	15	18	18	19	17	19	18	18	20	19	19	21	19	21	21	22	22	23	21	23	21	22	21	24	22	25	25	22	23	26	22	25	25	25	25	23	24	25	26	27	25	27	29	28	28	27	28	30	32	32	30	32	32	36	37	40	42	41	42	43	44	45	50	0	1	1	2	7	2	2	1	5	1	3	10	4	7	8	19	0	0	0	19	13	9	0	8	11	13	11	12	27	29	29	5	9	1	21	0	32	29	5	0	30	32	14	9	39	27	0	40	40	8	36	38	31	28	38	47	53	44	0	41	51	51	42	60	42	0	36	8	48	21	56	59	56	60	34	65	38	65	42	57	68	75	79	14	57	0	86	86	81	81	0	90	91	91	64	1	1	1	2	1	1	1	3	1	3	1	1	2	2	2	1	1	1	1	1	1	2	1	1	3	1	2	1	1	1	1	6	5	9	3	1	1	5	4	1	3	2	3	9	1	7	1	2	2	9	1	2	4	5	1	2	1	2	1	1	1	3	2	2	2	1	3	7	1	5	1	1	1	1	4	2	4	1	3	3	3	2	1	10	7	1	1	2	6	3	1	1	1	2	12
11000	-541.675408270685239	-548.530896221644639	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.320417203421000	1	2	2	4	5	5	5	8	6	7	6	8	9	7	9	10	13	9	9	11	9	9	11	11	14	12	13	14	12	14	12	15	16	15	18	19	17	19	19	18	20	19	20	21	21	20	20	22	19	23	21	21	22	21	20	24	24	25	23	23	24	25	23	26	25	25	26	24	26	26	26	25	26	28	29	28	27	28	31	31	32	29	32	33	33	36	37	41	40	42	41	45	44	45	48	0	1	1	2	3	1	2	3	1	5	2	6	11	11	4	13	0	0	0	16	11	11	0	13	22	2	5	13	8	31	21	1	32	8	37	0	7	13	8	0	37	35	33	5	46	12	0	43	37	7	49	38	37	43	42	38	60	60	0	2	52	52	20	58	36	0	61	11	46	57	35	45	46	53	50	67	47	68	50	57	70	65	69	80	2	0	86	87	38	46	0	80	89	93	79	1	1	1	1	1	3	1	4	2	1	2	1	2	1	1	1	1	1	1	1	2	1	1	1	2	4	4	3	2	2	2	7	1	5	1	1	5	5	4	1	1	1	3	8	1	5	1	2	1	9	1	1	3	1	1	2	1	2	1	9	2	2	4	1	3	1	1	6	2	1	6	2	3	4	3	1	4	2	4	4	3	2	4	1	12	1	1	3	11	12	1	8	1	1	9
11500	-665.104209666462225	-671.959697617421625	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.335450167734920	0	1	2	4	4	6	4	8	6	7	8	9	9	8	11	10	12	10	8	9	11	8	11	12	13	11	13	13	12	15	13	15	14	18	17	19	15	19	20	17	20	18	20	21	21	21	21	22	22	22	21	20	23	21	23	23	22	26	25	22	25	25	23	25	23	26	26	24	24	24	26	25	27	27	28	26	26	27	31	31	30	30	31	31	33	34	38	40	41	39	42	44	44	45	49	0	1	2	1	3	4	1	6	2	1	10	10	7	4	13	6	0	0	0	9	14	5	0	5	8	7	18	21	14	25	22	4	19	22	21	0	26	13	21	0	33	28	13	2	42	21	0	15	39	34	38	21	36	40	40	47	4	63	0	44	41	56	35	44	44	0	60	38	55	33	48	53	62	68	67	24	53	61	38	48	50	71	36	63	20	0	86	86	59	80	0	86	91	91	44	1	1	1	3	2	1	3	2	3	3	1	1	3	2	2	3	1	1	1	2	1	2	1	5	2	3	2	1	2	1	3	5	3	8	2	1	2	4	5	1	3	3	4	11	1	9	1	6	1	2	1	3	3	2	2	1	9	1	1	1	2	1	4	2	1	1	2	2	1	5	2	1	1	1	1	5	1	1	7	5	3	3	5	3	9	1	2	3	8	4	1	5	1	1	14
12000	-577.204905651959507	-584.060393602918907	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.346316035602733	1	2	3	5	5	6	4	7	6	7	7	7	8	8	10	10	12	9	10	11	10	10	9	11	13	11	13	13	10	14	13	14	15	16	18	19	17	20	20	18	20	17	20	21	22	22	20	22	23	22	21	22	22	21	22	23	22	25	25	23	23	25	24	24	24	23	25	24	25	25	26	26	27	27	29	26	28	28	29	32	31	32	30	32	34	36	39	41	41	41	41	45	43	45	49	0	1	1	2	2	3	3	5	2	5	5	7	12	9	8	1	0	0	0	12	10	11	0	5	2	11	15	16	23	23	20	24	24	11	21	0	22	21	16	0	40	9	4	16	39	16	0	30	20	27	24	38	44	38	40	55	37	54	0	33	45	61	2	35	35	0	42	10	68	57	53	44	45	59	1	49	49	64	49	62	83	78	58	77	28	0	86	86	87	87	0	78	91	90	86	1	1	1	3	2	2	1	1	2	1	1	2	1	1	1	4	1	1	1	2	1	1	1	2	5	2	1	1	1	2	1	3	2	6	3	1	4	6	4	1	1	4	6	7	1	9	1	4	5	4	4	2	1	1	2	1	3	2	1	4	1	1	13	3	4	1	5	11	1	2	2	2	2	1	15	2	3	2	2	2	1	2	2	1	10	1	2	2	1	1	1	8	1	2	6
12500	-573.447323875277107	-580.302811826236507	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.342562795094868	1	2	2	5	3	5	4	7	6	6	7	9	8	9	10	10	12	10	9	10	9	7	11	12	13	10	12	13	11	15	14	15	16	18	18	19	15	20	19	19	21	19	18	20	21	20	21	21	23	23	21	21	22	22	21	23	20	24	24	22	24	25	24	25	24	24	26	25	26	25	26	27	27	27	28	29	28	29	29	31	30	32	32	31	34	37	38	40	42	41	43	44	45	44	48	0	1	1	3	3	1	5	6	2	1	2	11	8	10	2	12	0	0	0	9	7	10	0	7	11	4	11	17	4	29	21	2	31	16	26	0	31	7	1	0	43	34	11	39	46	34	0	31	32	22	8	32	46	48	32	18	34	57	0	45	50	65	14	61	47	0	51	1	49	32	58	61	66	48	1	43	50	74	38	32	77	69	50	39	39	0	86	87	88	86	0	85	88	86	92	1	1	1	2	1	1	1	1	2	3	3	1	1	2	6	1	1	1	1	1	3	1	1	4	3	2	2	1	3	2	3	7	1	5	5	1	1	4	9	1	1	1	4	1	1	1	1	4	4	11	5	3	1	1	2	6	1	4	1	1	1	1	8	1	1	1	3	15	2	5	2	1	2	3	12	5	3	1	3	8	1	2	3	9	11	1	1	1	1	2	1	5	2	4	2
13000	-569.420972750205351	-576.276460701164751	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.374380059315264	1	2	3	5	4	5	4	8	7	7	8	8	9	9	10	10	12	9	8	11	9	10	12	11	14	10	13	14	11	13	13	16	15	15	19	18	18	19	19	19	19	19	20	21	22	20	21	22	22	21	21	20	22	22	22	22	23	25	24	21	25	26	22	25	25	24	25	24	25	25	26	26	26	27	28	29	28	29	29	30	32	30	31	33	33	36	38	40	42	41	43	43	45	45	50	0	1	1	2	2	3	2	10	4	7	5	3	12	10	4	11	0	0	0	11	5	21	0	1	24	4	24	17	3	8	20	15	27	21	30	0	24	13	4	0	32	30	4	11	52	34	0	41	50	38	36	32	36	60	34	9	24	43	0	39	66	63	1	66	37	0	53	13	56	41	55	59	44	71	34	62	71	73	74	4	79	77	44	62	65	0	80	80	88	85	0	86	91	42	80	1	1	1	2	1	2	1	1	1	2	2	2	1	1	3	1	1	1	1	1	3	1	1	4	2	3	1	1	5	2	1	5	1	3	3	1	4	6	7	1	2	2	8	3	1	2	1	1	1	1	2	3	2	1	2	7	4	3	1	1	1	2	10	1	4	1	1	5	1	4	2	1	3	1	6	2	1	2	2	10	2	1	4	5	5	1	3	4	1	4	1	3	1	18	6
13500	-622.605082422807186	-629.460570373766586	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.347326073028160	1	2	3	5	5	5	5	7	6	4	7	8	9	9	7	8	11	10	9	11	10	7	11	12	14	12	11	13	12	14	12	16	14	18	18	19	16	19	19	19	21	19	20	22	22	22	20	22	23	22	22	23	23	22	21	23	22	25	24	23	24	25	24	26	24	25	25	23	25	25	26	26	26	26	29	27	28	28	30	30	31	32	30	32	34	37	38	41	41	39	42	43	46	45	46	0	1	1	2	3	1	2	5	3	2	10	11	15	22	7	2	0	0	0	10	22	2	0	2	22	22	3	13	18	20	4	21	26	27	28	0	2	32	20	0	25	24	22	31	20	20	0	37	41	37	38	44	41	39	39	27	21	50	0	45	53	53	4	70	14	0	44	46	65	32	62	59	30	69	71	54	69	64	73	43	75	35	69	41	62	0	81	34	90	70	0	88	94	61	83	1	1	1	2	1	2	1	1	1	1	2	1	1	1	1	3	1	1	1	3	2	2	1	4	2	2	4	2	1	1	4	2	1	7	3	1	5	2	4	1	2	3	9	5	6	5	1	2	1	2	1	1	1	2	1	6	5	1	1	1	1	1	11	1	6	1	1	1	1	4	1	1	7	1	2	1	1	1	2	9	1	5	3	5	3	1	4	10	1	7	1	1	1	16	6
14000	-603.078695008154796	-609.934182959114196	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.375526551325803	1	2	3	5	4	6	5	8	6	7	7	8	9	9	11	9	11	9	7	10	9	9	9	13	14	8	11	14	12	14	13	12	15	15	18	19	17	20	18	19	20	18	17	20	21	20	18	21	22	21	21	22	22	23	23	24	22	26	24	23	25	23	21	25	22	24	24	24	26	24	25	25	26	27	29	29	28	29	31	30	31	31	32	32	33	36	39	40	42	41	42	44	46	43	50	0	1	1	2	2	7	2	9	5	5	2	19	19	3	22	11	0	0	0	13	26	10	0	2	5	2	21	13	8	32	11	5	30	7	12	0	5	39	7	0	39	17	11	32	38	2	0	42	47	39	40	37	42	46	30	52	27	32	0	49	55	35	25	44	44	0	50	44	70	2	48	65	56	58	64	46	49	69	64	3	73	76	67	63	80	0	4	32	90	87	0	87	87	82	75	1	1	2	1	1	1	2	1	1	1	3	1	1	3	1	1	1	1	1	1	1	1	1	3	5	3	1	3	2	1	2	5	1	3	5	1	7	1	5	1	1	4	5	5	1	7	1	1	3	2	1	3	2	1	5	1	5	6	1	1	1	3	2	3	1	1	1	3	1	7	2	1	1	1	3	6	3	1	2	7	2	2	4	5	2	1	12	14	1	1	1	2	2	5	11
