step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13
5000	-56.780376281156570	-62.719573500241786	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.897476523867266	1	2	4	3	3	3	5	5	4	6	7	8	8	0	1	2	1	1	1	5	6	6	6	8	9	10	1	1	1	1	1	1	1	1	1	1	1	2	1
5500	-56.655926124230852	-62.595123343316068	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.959484583574446	0	2	5	4	3	3	6	6	5	6	7	7	8	0	1	2	2	1	1	5	6	6	6	8	9	10	1	1	1	1	1	1	1	1	1	1	1	1	1
6000	-59.928424090135380	-65.867621309220596	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.751797136284815	0	2	5	4	3	3	5	5	5	7	7	7	9	0	1	4	1	2	2	5	6	6	6	8	9	10	1	1	1	2	1	1	1	1	1	2	1	1	2
6500	-65.970049402969011	-71.909246622054226	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.786125580798018	1	2	6	4	4	3	5	5	6	5	6	8	9	0	1	1	2	1	2	5	6	6	6	8	9	10	1	1	2	1	1	1	1	1	2	2	1	1	2
7000	-73.010645848047531	-78.949843067132747	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.867709368066056	0	2	3	4	4	3	6	5	5	7	6	8	9	0	1	2	2	2	1	5	2	3	6	8	9	10	1	2	1	1	1	1	1	1	1	1	1	2	2
7500	-60.510477918361090	-66.449675137446306	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.915318168862254	1	2	6	4	3	3	4	5	5	6	6	7	7	0	1	4	2	1	1	5	6	6	6	8	9	10	1	1	2	1	1	1	1	1	1	1	1	1	1
8000	-61.161540120843199	-67.100737339928415	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.925705545224002	0	1	5	5	3	4	5	5	6	7	7	8	9	0	1	1	1	2	2	5	6	6	3	8	9	10	1	1	2	2	1	1	1	1	1	1	1	1	1
8500	-69.758475927388460	-75.697673146473676	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.734686077604272	-1	2	6	4	3	3	4	5	5	7	6	7	10	0	1	2	2	2	2	5	6	6	6	6	9	10	1	1	2	1	1	1	1	1	1	2	2	2	2
9000	-72.477158862499607	-78.416356081584823	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.887692926370926	1	2	5	4	3	4	5	5	6	4	7	6	6	0	1	4	2	1	2	5	6	6	2	8	10	10	1	1	1	1	1	1	2	1	1	2	1	1	1
9500	-69.296643252366621	-75.235840471451837	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.766990829509733	0	1	5	3	2	2	4	5	5	6	6	8	8	0	1	2	1	1	2	5	6	6	8	8	9	10	1	1	1	2	1	1	1	2	1	1	1	2	1
10000	-78.718948249018325	-84.658145468103541	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.724585604874371	1	3	6	4	4	3	6	5	5	4	7	8	6	0	1	2	2	1	1	5	6	6	2	10	9	10	1	1	2	1	2	1	2	1	1	1	1	2	1
10500	-63.751345420043975	-69.690542639129191	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.814074490069375	-1	1	5	3	4	3	5	5	5	6	6	7	8	0	1	6	2	2	2	5	6	6	8	8	9	10	1	1	1	1	1	2	1	1	1	1	1	1	1
11000	-55.306747546567287	-61.245944765652503	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.979086712923812	0	2	3	5	3	3	5	5	5	6	7	7	9	0	1	2	2	2	2	5	6	6	6	8	9	10	1	1	1	1	1	1	1	1	1	1	1	1	1
11500	-64.506907382314708	-70.446104601399924	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.788292468552951	0	1	4	3	3	3	6	4	4	6	6	7	9	0	1	2	2	2	1	5	6	6	6	8	9	10	1	1	1	1	1	1	1	1	1	1	1	2	1
12000	-75.650840059294310	-81.590037278379526	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.716111781857576	0	1	4	4	2	2	6	4	4	6	6	8	10	0	1	6	6	1	2	5	6	6	6	8	10	11	1	1	1	1	1	1	2	1	1	2	2	1	1
12500	-61.649852584298927	-67.589049803384142	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.696638086619782	0	2	4	4	4	3	5	5	6	6	7	8	10	0	1	1	2	2	2	5	6	6	6	8	9	10	1	1	2	1	1	1	1	1	2	2	1	1	2
13000	-72.204788192905085	-78.143985411990300	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.721566468718826	-1	1	4	3	3	3	5	5	5	5	7	6	9	0	1	2	1	2	2	5	6	6	4	8	3	10	1	1	2	2	1	1	1	1	1	1	2	1	3
13500	-59.903017452378364	-65.842214671463580	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.879419402309035	0	2	6	4	3	4	5	5	5	6	6	7	10	0	1	2	1	2	2	5	4	6	6	8	9	10	1	1	2	2	1	1	1	1	1	1	1	1	1
14000	-62.592568767977738	-68.531765987062954	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.880561442839428	0	2	6	4	4	3	5	5	5	5	6	7	8	0	1	2	2	2	1	5	6	6	6	8	9	10	1	1	2	1	1	1	1	1	1	1	1	2	2
14500	-60.011239551994407	-65.950436771079623	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.816753172155523	1	2	5	4	3	3	5	5	5	7	7	8	9	0	1	2	2	1	2	5	6	6	1	8	9	10	1	1	1	1	1	1	1	1	1	3	1	2	1
15000	-61.330072132411985	-67.269269351497201	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.856696638734073	1	2	3	3	3	3	6	5	5	6	6	7	10	0	1	1	1	1	2	5	6	6	6	8	9	10	1	1	1	1	1	1	2	1	1	1	1	1	2
15500	-62.650613170765354	-68.589810389850570	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.950155971216809	0	2	5	3	4	3	5	5	5	7	6	8	9	0	1	4	2	2	1	5	6	6	6	8	3	10	1	1	1	1	1	1	1	1	1	2	1	1	1
16000	-55.643857891829285	-61.583055110914501	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.988330734643524	0	2	3	3	3	3	5	5	5	6	6	8	8	0	1	2	2	2	1	5	6	6	6	8	9	10	1	1	1	1	1	1	1	1	1	1	1	1	1
16500	-70.053012388539642	-75.992209607624858	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.850180990099398	0	2	5	3	4	3	5	4	5	6	6	8	8	0	1	4	1	2	1	5	6	6	6	8	10	3	1	1	1	1	1	1	1	1	1	2	1	1	2
17000	-77.795849239485094	-83.735046458570309	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.683244906060072	0	2	6	4	3	3	5	5	4	5	4	8	9	0	1	2	1	1	2	5	11	2	2	6	9	6	1	1	1	2	1	1	1	1	1	1	1	3	3
17500	-67.107811902594818	-73.047009121680034	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.661051462996564	-1	2	5	4	4	3	5	6	5	6	5	8	9	0	1	6	2	6	1	5	11	6	6	6	10	6	1	1	1	1	1	2	1	1	1	2	1	2	3
18000	-62.021918579412585	-67.961115798497801	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.879425683916218	0	3	5	5	2	4	5	5	6	7	6	8	9	0	1	2	2	1	1	5	6	6	6	6	10	10	1	1	1	1	1	2	1	1	1	2	1	1	1
18500	-64.966842898539184	-70.906040117624400	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.747193948711807	0	2	5	2	4	4	6	4	6	6	6	8	8	0	1	1	1	2	2	5	2	6	6	8	9	3	1	1	2	1	1	1	1	1	1	1	1	1	2
19000	-61.359016051288577	-67.298213270373793	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.792892592875614	0	2	5	4	4	3	5	5	5	5	6	8	9	0	1	2	2	1	2	5	6	6	6	8	9	6	1	1	1	1	2	1	1	1	1	1	1	1	2
19500	-72.746124513916570	-78.685321733001786	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.534687495968575	0	2	6	3	3	3	5	4	4	5	6	7	9	0	1	4	2	1	1	5	6	6	2	8	9	10	1	1	1	1	1	1	1	1	1	2	1	3	2
20000	-55.933493637344583	-61.872690856429799	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.893370260316507	0	2	4	4	3	3	5	5	5	6	6	8	8	0	1	2	1	1	1	5	6	6	6	8	9	10	1	1	1	2	1	1	1	1	1	1	1	1	1
20500	-66.930832287032416	-72.870029506117632	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.663646099057920	0	3	5	4	3	2	5	5	5	7	7	9	8	0	1	4	6	1	1	5	6	6	8	8	9	10	1	1	1	1	1	1	1	2	2	1	1	2	1
21000	-70.133358048143421	-76.072555267228637	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.777593495842849	0	2	6	4	4	3	6	5	6	7	6	9	10	0	1	4	1	2	2	5	6	4	1	8	9	10	1	1	1	2	1	1	2	1	1	3	1	1	2
21500	-57.583061011025208	-63.522258230110424	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.814332293479598	1	3	5	3	3	3	5	5	5	5	6	8	10	0	1	4	1	1	1	5	6	6	6	8	9	10	1	1	1	1	1	1	1	1	1	1	1	1	3
22000	-65.871965888607747	-71.811163107692963	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.680340526416278	1	3	5	5	4	3	5	5	5	7	7	8	10	0	1	2	1	1	1	5	6	6	8	4	9	10	1	1	1	2	2	1	1	1	1	1	1	1	1
22500	-57.906042898664758	-63.845240117749974	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.765433746084720	0	2	5	4	2	3	4	5	5	5	6	9	9	0	1	6	2	1	2	5	6	6	6	8	9	10	1	1	1	1	1	1	1	1	1	1	1	2	2
23000	-61.430987690779972	-67.370184909865188	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.857632976681721	0	2	5	4	3	3	5	4	5	6	7	9	10	0	1	2	2	2	1	5	6	6	6	8	9	10	1	1	1	1	1	1	1	1	1	1	2	2	2
23500	-71.118120581515100	-77.057317800600316	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.709321368433765	-1	3	3	4	3	2	5	4	5	6	6	8	7	0	6	1	3	6	1	5	6	2	6	8	9	10	1	1	2	1	1	1	1	1	1	2	1	2	1
24000	-67.069051653841029	-73.008248872926245	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.903007542528246	0	1	5	4	2	3	4	5	6	5	7	7	8	0	1	2	2	1	1	5	6	6	6	8	9	10	1	1	1	1	1	1	1	1	2	1	1	1	2
24500	-60.805914539476248	-66.745111758561464	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.774939360498546	0	3	5	4	3	3	6	5	5	5	6	7	9	0	1	4	2	1	1	5	6	6	6	8	9	10	1	1	1	1	1	2	1	1	1	1	1	1	2
25000	-74.430776744780005	-80.369973963865220	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.611118756587348	1	2	3	4	4	3	5	5	5	6	6	9	8	0	1	2	1	2	1	5	4	6	4	8	9	4	1	1	1	3	1	1	1	1	1	2	1	3	2
25500	-78.995376854578623	-84.934574073663839	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.544177118366584	0	2	5	3	3	2	4	4	5	5	7	8	10	0	1	2	2	1	1	5	6	6	8	6	6	10	1	1	2	1	2	2	1	2	2	1	2	2	3
26000	-59.306282136087873	-65.245479355173089	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.788443394855445	0	1	5	3	3	3	5	5	5	6	6	7	8	0	1	2	1	2	1	5	6	6	6	8	9	10	1	1	2	1	1	1	1	1	1	2	1	1	1
26500	-64.598559251850887	-70.537756470936102	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.858234859455800	0	2	3	4	4	3	6	5	5	5	7	9	8	0	1	1	2	2	2	5	6	6	6	8	9	10	1	1	1	1	1	1	2	1	1	1	1	2	2
27000	-58.442528181476817	-64.381725400562033	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.918282039607660	1	2	5	4	4	4	5	5	5	7	7	8	9	0	1	1	2	2	2	5	6	6	6	8	9	10	1	1	2	1	1	1	1	1	1	2	1	1	1
27500	-82.593213486447823	-88.532410705533039	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.705707308900822	0	3	5	4	3	3	5	5	6	6	6	8	9	0	1	6	6	1	1	4	4	6	6	2	9	10	1	2	2	1	2	2	1	1	1	1	1	1	2
28000	-67.765069850436703	-73.704267069521919	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.568538521701168	0	2	4	5	3	3	5	5	5	6	5	7	10	0	1	1	2	2	1	5	6	6	6	6	9	10	1	1	2	1	1	2	1	1	2	2	1	1	2
28500	-60.743959038423469	-66.683156257508685	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.710475395421753	0	2	4	4	3	3	4	5	6	6	7	9	8	0	1	2	2	1	1	5	6	6	6	8	9	10	1	1	1	1	1	1	1	1	1	2	1	1	1
29000	-68.088827562529985	-74.028024781615201	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.922069075944798	-1	1	4	4	2	3	5	5	6	5	6	7	9	0	1	6	2	1	1	5	6	6	6	8	9	10	1	1	1	1	1	1	2	1	1	1	1	1	2
29500	-59.229265812836601	-65.168463031921817	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.904027432201126	1	2	3	4	2	3	5	5	5	6	7	8	9	0	1	1	2	1	2	5	6	6	6	8	9	10	1	1	1	1	1	1	1	1	1	1	1	2	1
30000	-70.421498193075536	-76.360695412160752	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.538299108262436	0	2	4	4	2	3	5	5	5	6	7	7	9	0	1	2	1	1	2	5	6	6	6	8	9	6	1	1	1	1	1	1	2	1	1	2	1	2	2
30500	-64.645098827673166	-70.584296046758382	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.870224916829242	0	2	5	4	3	3	5	5	6	6	6	8	10	0	1	6	2	2	2	5	6	6	6	8	6	10	1	1	1	1	1	1	2	1	1	1	1	2	1
31000	-68.086309134330776	-74.025506353415992	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.506082331327043	0	2	4	4	3	4	6	5	6	6	7	9	10	0	1	2	1	2	2	5	6	6	4	8	9	10	1	1	1	1	1	1	2	1	1	1	1	1	2
31500	-62.367399058719712	-68.306596277804928	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.819526996921591	0	2	6	4	3	3	5	5	5	5	6	8	10	0	1	1	2	2	2	5	6	6	6	8	9	10	1	1	2	1	1	1	1	1	1	2	1	1	2
32000	-61.776714522047499	-67.715911741132714	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.746373716183135	1	3	6	4	3	3	5	4	5	7	5	7	8	0	1	2	1	1	1	5	6	6	6	8	9	10	1	1	2	1	1	1	1	1	1	2	1	1	1
32500	-64.859249555028455	-70.798446774113671	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.793952069891351	-1	2	5	4	3	3	6	6	5	5	5	8	7	0	1	2	2	1	2	5	11	6	6	6	9	10	1	1	1	1	2	1	2	1	1	1	1	1	1
33000	-62.460495714385161	-68.399692933470376	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.878098734764543	1	2	4	3	3	4	5	6	6	6	7	9	9	0	1	1	1	2	2	5	6	6	6	6	9	10	1	1	1	1	1	1	1	1	1	1	2	1	1
33500	-73.762461605293495	-79.701658824378711	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.804067347770744	0	2	5	3	2	3	5	5	5	7	6	8	9	0	1	2	2	1	2	5	6	6	3	8	10	10	1	1	1	1	1	1	3	1	2	1	1	1	1
34000	-63.676560596406503	-69.615757815491719	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.754985542711436	1	3	6	2	4	3	5	5	6	7	6	8	10	0	1	2	1	2	1	5	6	6	6	8	9	10	1	1	1	1	1	1	1	1	1	2	1	1	2
34500	-57.904095252526162	-63.843292471611377	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.967024989467084	0	2	6	4	2	3	5	5	5	6	7	8	8	0	1	2	2	1	2	5	6	6	6	8	9	10	1	1	1	1	1	1	1	1	1	2	1	1	1
35000	-61.383053442486926	-67.322250661572141	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.779423673128819	1	2	4	5	3	3	5	6	5	7	5	8	9	0	1	1	2	1	1	5	11	6	6	6	9	10	1	1	1	1	1	1	1	1	1	2	1	2	1
35500	-62.215647607536951	-68.154844826622167	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.858277311468339	0	2	5	4	4	3	6	4	6	6	7	8	9	0	1	2	2	2	2	5	6	6	6	8	9	10	1	1	1	1	1	1	1	1	1	2	1	2	1
36000	-62.949340177857678	-68.888537396942894	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.844439618816356	0	2	5	4	3	3	6	5	4	6	7	7	9	0	1	2	1	2	1	5	6	6	4	8	9	10	1	2	1	2	1	1	1	1	1	1	1	1	1
36500	-62.105677537155557	-68.044874756240773	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.770173166299025	0	1	6	3	2	3	5	5	5	6	6	9	8	0	1	6	2	1	2	5	6	6	6	8	9	10	1	1	1	1	1	1	2	1	1	1	1	2	1
37000	-53.817694674749433	-59.756891893834648	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.957036650011148	1	2	5	4	3	3	5	5	5	7	7	7	9	0	1	2	1	1	1	5	6	6	6	8	9	10	1	1	1	1	1	1	1	1	1	1	1	1	1
37500	-62.036254443046403	-67.975451662131618	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.847504463850049	1	2	4	3	3	3	5	5	5	6	7	8	10	0	1	1	1	1	1	5	6	6	6	8	9	10	1	1	1	1	1	1	1	2	1	1	1	1	2
38000	-65.889607279845507	-71.828804498930722	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.895288155754709	0	2	4	4	3	3	5	5	5	6	6	9	9	0	1	2	1	1	2	5	6	6	6	6	9	10	1	1	1	2	1	1	1	1	1	2	2	1	2
38500	-56.218955192633622	-62.158152411718838	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.835876776403468	0	2	5	4	3	4	5	5	5	7	6	9	9	0	1	4	2	1	2	5	6	6	6	8	9	10	1	1	1	1	1	1	1	1	1	1	1	2	1
39000	-63.259081478917651	-69.198278698002866	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.812167853292975	0	2	5	4	3	4	6	5	6	5	7	7	9	0	1	2	2	1	2	5	6	6	6	8	9	10	1	1	2	1	2	1	2	1	1	1	1	1	1
39500	-55.634759816727502	-61.573957035812718	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.828845868068751	1	2	4	4	3	3	5	5	5	5	7	8	9	0	1	2	2	1	1	5	6	6	6	8	9	10	1	1	1	1	1	1	1	1	1	1	1	2	2
40000	-59.611786184968949	-65.550983404054165	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.746922819241469	1	2	5	3	3	3	4	5	5	6	7	8	9	0	1	2	1	2	1	5	6	6	6	8	9	10	1	1	1	1	1	1	1	1	1	2	1	1	2
40500	-72.124963282424631	-78.064160501509846	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.664107061839678	0	3	5	5	4	3	6	5	5	5	5	8	9	0	1	2	6	6	1	5	6	6	2	6	9	6	1	1	1	1	1	3	2	1	1	1	1	1	3
41000	-69.123002264979945	-75.062199484065161	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.501580710074191	1	2	5	3	3	4	5	5	5	6	6	8	8	0	1	1	1	1	2	5	6	6	6	8	9	10	1	1	1	1	1	1	1	1	1	1	1	3	2
41500	-57.998595651087093	-63.937792870172309	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.762088557301813	0	2	5	4	4	3	5	5	5	6	6	7	9	0	1	2	2	2	1	5	6	6	4	8	9	10	1	1	1	1	1	1	1	1	1	1	1	1	2
42000	-64.494370476865157	-70.433567695950373	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.784430398924598	0	2	5	4	1	3	5	5	5	7	7	8	9	0	1	4	2	1	1	5	6	6	6	8	9	10	1	1	1	1	1	2	2	1	1	1	2	1	1
42500	-67.948558944961022	-73.887756164046237	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.488705546614961	0	3	5	5	2	3	5	4	5	6	6	9	8	0	1	2	2	1	1	5	6	6	6	8	9	10	1	2	1	1	1	2	2	1	1	2	1	2	1
43000	-60.932869572717166	-66.872066791802382	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.954989778964930	0	2	5	4	3	3	5	5	5	5	7	8	10	0	1	2	2	2	1	5	6	6	6	8	9	10	1	1	2	1	1	1	1	1	1	1	1	2	2
43500	-61.637226803327437	-67.576424022412652	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.731387780297224	0	2	5	4	2	4	6	6	5	6	7	7	9	0	1	2	2	1	2	5	6	6	6	6	9	10	1	1	1	1	1	1	2	1	1	1	1	1	1
44000	-62.303065898217767	-68.242263117302983	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.791807154728810	0	2	3	4	4	4	5	5	5	6	6	9	10	0	1	1	1	2	2	5	6	6	6	8	9	10	1	1	1	2	1	1	1	1	1	1	1	2	2
44500	-65.710035308064761	-71.649232527149977	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.880387435003973	0	2	5	4	2	2	4	4	5	5	6	8	9	0	1	2	1	1	1	5	6	6	6	8	9	10	1	1	1	1	1	1	1	1	2	1	1	2	2
45000	-74.216172856224759	-80.155370075309975	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.627466433577613	-1	2	4	4	4	2	6	6	5	7	5	8	10	0	1	2	2	1	1	5	11	6	6	6	9	10	1	1	1	1	2	1	2	1	1	2	1	2	2
45500	-62.267118575978969	-68.206315795064185	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.865824810996252	0	2	5	4	3	3	5	6	5	6	4	8	9	0	1	1	1	2	2	5	11	6	6	6	9	10	1	1	2	1	1	1	1	1	1	1	1	1	1
46000	-52.669140124914023	-58.608337343999239	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.994065707885237	1	2	4	4	3	4	5	5	6	6	7	8	8	0	1	1	2	2	2	5	6	6	6	8	9	10	1	1	1	1	1	1	1	1	1	1	1	1	1
46500	-60.413905162895119	-66.353102381980335	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.891492625931507	0	2	4	4	3	3	5	4	6	7	6	9	8	0	1	2	2	1	2	5	6	6	6	8	9	10	1	1	1	1	2	1	1	1	1	2	1	1	1
47000	-57.445962279385114	-63.385159498470330	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.818298054171082	1	2	5	4	3	4	5	5	6	6	7	9	9	0	1	2	2	1	2	5	6	6	6	8	9	10	1	1	1	1	1	1	1	1	1	1	1	2	2
47500	-54.146301492933453	-60.085498712018669	5.939197219085218	0.000200000000000	0.000050000000000	0.250000000000000	0.938934515804364	1	3	5	4	3	3	5	5	5	6	6	8	9	0	1	2	1	1	1	5	6	6	6	8	9	10	1	1	1	1	1	1	1	1	1	1	1	2	1
