step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94
1	-100000000000000000000.000000000000000	-100000000000000000000.000000000000000	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.893667133506692	0	9	15	25	33	40	43	44	46	46	56	55	53	48	50	56	56	55	57	54	62	57	57	62	58	59	66	58	63	57	63	60	61	60	64	59	64	68	63	62	62	67	73	77	62	71	65	72	64	66	66	69	74	67	67	66	66	69	68	78	74	70	68	68	71	70	75	77	68	68	73	74	75	70	73	74	74	75	73	75	82	82	86	81	81	80	75	82	82	83	89	94	87	103	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
500	-493.843647519347371	-502.894490899798711	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.989054141948242	1	8	7	23	32	38	44	48	46	50	50	53	54	50	52	48	55	54	47	58	64	52	56	62	57	52	67	60	64	58	59	60	55	59	65	60	63	68	67	63	61	63	72	73	62	71	60	74	65	61	67	63	74	67	66	60	63	72	69	79	60	66	70	66	68	72	73	77	64	71	71	67	70	68	71	75	74	73	70	76	74	55	86	72	72	80	72	81	81	86	86	90	88	100	0	1	1	3	4	5	6	5	5	7	9	7	11	8	16	7	14	11	6	22	28	7	12	31	7	7	23	34	34	17	82	82	16	26	31	18	13	57	45	20	8	82	59	39	26	38	12	25	12	22	61	30	55	57	45	13	30	72	25	44	22	17	45	61	52	64	27	67	24	64	28	56	62	61	56	67	54	29	37	67	79	9	53	55	39	73	37	87	42	81	71	91	84	93	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1000	-492.224862667919069	-501.275706048370409	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.995367030211915	3	10	15	24	29	41	44	47	50	49	56	58	55	47	48	53	54	55	40	55	60	55	52	65	53	58	60	58	67	58	62	56	56	63	65	56	65	70	61	62	47	61	74	70	66	67	65	73	59	66	59	68	73	70	60	66	65	69	70	77	75	72	61	68	73	69	60	77	68	63	72	71	71	71	64	70	77	72	67	79	79	74	84	82	79	74	77	83	83	78	90	90	85	104	0	1	2	3	4	5	6	4	19	6	17	23	14	19	6	41	8	10	5	9	9	14	14	51	19	23	12	20	13	11	18	23	8	27	26	16	22	50	23	11	6	32	58	37	27	67	28	29	16	20	22	31	42	45	11	34	42	56	13	37	50	24	18	36	47	70	36	71	67	8	32	64	57	56	15	35	57	67	17	29	61	46	60	60	62	51	53	72	87	64	80	93	81	91	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1500	-482.814691153250351	-491.865534533701691	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999821349781031	3	9	16	21	36	34	44	42	42	47	57	57	50	45	50	57	54	50	59	57	58	45	57	63	54	48	61	55	58	51	63	62	61	58	67	62	61	67	61	64	60	67	67	75	56	72	64	72	61	66	63	66	73	70	66	68	65	58	65	82	74	72	66	71	67	71	78	74	67	72	73	68	76	68	75	67	75	69	75	62	68	82	86	80	79	77	74	83	85	82	88	88	84	91	0	1	2	3	6	4	5	5	5	8	17	10	7	9	7	18	7	7	18	18	17	5	15	23	26	8	15	13	10	7	33	26	12	18	12	29	17	33	30	16	15	39	58	46	10	58	11	37	45	12	33	49	74	49	21	39	18	13	45	71	42	65	37	42	47	55	50	62	39	72	72	58	64	40	78	31	38	36	47	17	31	55	78	53	74	50	55	84	53	66	86	88	87	92	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2000	-500.174334222479331	-509.225177602930671	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.998825921013822	2	12	15	28	32	23	41	48	43	49	48	50	48	45	48	51	59	54	59	57	62	57	54	60	60	61	66	61	65	50	65	64	56	58	58	52	67	62	62	55	63	66	71	81	57	68	56	73	67	63	61	71	66	63	68	66	59	70	70	81	73	65	67	69	70	63	69	80	67	70	69	62	78	67	71	68	67	76	72	73	80	73	81	83	76	69	65	73	75	84	87	86	85	101	0	1	2	6	4	3	5	14	5	9	14	9	7	5	9	8	36	11	47	36	24	10	9	40	47	18	17	18	28	7	57	8	18	10	9	14	19	18	40	12	25	45	53	43	30	54	12	27	34	24	19	64	26	20	66	51	16	50	50	86	77	18	41	27	50	35	51	67	19	51	32	45	80	13	55	24	41	66	76	58	56	35	73	89	86	39	24	46	51	60	88	83	81	91	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2500	-500.540665086286253	-509.591508466737594	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996507574795777	-2	9	18	29	35	37	39	44	40	47	59	56	53	44	51	59	58	44	52	56	56	51	58	55	59	54	60	60	65	59	59	56	55	63	66	61	65	65	60	59	54	68	75	75	65	73	61	66	64	60	70	72	67	67	72	69	67	71	62	77	71	64	57	66	71	64	75	80	65	69	67	71	75	65	64	72	68	76	63	73	83	75	83	76	78	79	75	60	83	78	90	86	86	100	0	1	2	3	4	4	5	7	5	18	10	41	9	7	14	13	19	5	14	10	13	18	26	19	21	10	41	15	25	33	20	19	7	25	50	25	24	39	22	8	8	28	45	38	24	34	24	31	47	41	66	11	34	40	59	50	88	74	19	74	31	41	15	63	37	88	45	82	59	16	12	54	28	40	32	38	50	51	23	74	44	76	70	58	82	80	49	19	52	70	89	82	45	92	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3000	-483.997189843334581	-493.048033223785922	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.981597692746899	3	10	16	28	33	38	42	46	42	46	52	57	53	49	47	53	53	58	55	52	65	51	52	61	57	58	61	59	60	56	60	61	61	61	63	53	64	66	66	66	65	65	72	73	62	72	62	73	59	61	69	74	75	70	61	65	59	65	66	76	72	70	68	68	71	67	76	71	63	70	65	76	76	67	74	76	73	75	74	73	79	84	72	79	82	55	73	79	78	84	88	90	87	97	0	1	2	3	4	5	6	7	6	6	7	16	10	9	9	7	14	15	22	8	30	14	8	86	36	14	26	26	23	14	10	17	10	86	49	9	34	26	27	8	13	32	37	38	86	71	57	24	20	25	29	21	41	47	86	31	23	16	19	66	59	33	32	49	50	50	87	59	19	41	16	66	70	18	21	68	21	63	74	42	76	63	38	60	88	20	66	46	53	87	77	81	89	92	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3500	-500.708158709381678	-509.759002089833018	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.967934870509680	3	12	14	24	35	41	42	45	47	47	52	52	54	46	48	56	50	55	56	58	62	57	52	63	53	50	57	56	60	57	62	60	61	49	60	58	63	60	66	66	62	57	70	79	62	69	58	73	65	52	62	71	73	63	68	70	63	67	64	81	71	67	70	67	62	65	79	77	59	47	75	70	78	72	71	66	71	74	67	77	80	82	89	82	73	64	77	84	84	83	89	88	80	90	0	1	2	3	4	5	6	6	6	7	10	14	34	6	6	11	9	8	25	23	19	34	8	36	70	8	17	70	18	17	13	13	22	14	11	23	13	23	59	36	28	8	16	30	19	29	9	18	21	10	20	24	56	13	54	38	26	57	65	75	55	54	79	45	47	38	72	53	22	6	46	54	77	49	57	41	32	40	41	52	87	73	60	68	24	69	85	44	80	68	81	78	71	73	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4000	-483.014147262733729	-492.064990643185070	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.996165220411140	-4	5	11	27	34	38	44	37	41	49	55	56	42	46	49	57	53	58	58	50	65	52	57	57	61	59	51	56	62	58	63	62	62	49	60	59	62	70	48	64	66	64	69	76	60	63	63	71	60	67	64	68	72	69	68	66	66	64	68	78	75	69	68	60	70	68	73	78	71	62	75	70	77	73	74	76	75	71	70	70	76	84	87	74	82	75	72	74	81	87	89	93	81	100	0	1	2	3	4	5	6	4	6	13	39	34	8	9	6	22	20	27	22	14	24	34	7	27	24	27	6	22	17	27	10	27	24	7	24	28	23	36	7	26	29	23	35	37	24	13	49	70	11	23	23	16	40	29	36	46	64	36	46	67	52	40	37	22	21	32	70	41	37	20	53	51	48	79	41	54	46	49	58	49	88	68	74	65	78	57	54	47	76	75	85	83	66	92	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4500	-485.888259812904380	-494.939103193355720	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.988514843362529	-1	6	19	22	33	38	44	47	43	45	59	56	46	51	50	58	58	53	58	56	58	57	56	63	55	55	67	60	63	60	62	55	62	53	67	59	63	62	62	61	58	70	74	80	58	65	59	57	65	68	66	61	74	67	70	69	69	66	66	69	75	68	65	69	73	63	75	75	66	58	68	74	75	67	71	75	74	76	75	75	81	76	85	81	75	80	70	78	77	80	90	89	87	102	0	1	2	3	3	5	6	9	5	5	34	14	9	6	13	13	18	8	18	10	15	8	15	17	8	8	20	18	17	34	30	14	16	7	41	7	8	21	25	11	15	17	25	76	8	39	34	14	30	69	36	22	35	19	52	22	63	28	38	16	35	16	16	70	35	48	54	37	23	18	28	27	27	48	37	32	87	24	37	74	73	64	88	57	57	55	28	63	64	69	77	83	81	91	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
