step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54
81000	-309.166588336222844	-316.022076287182244	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.669875156178397	-1	0	2	2	4	2	4	3	4	8	3	6	5	6	5	6	7	6	7	9	9	10	9	10	12	12	13	14	15	16	17	17	17	15	18	18	18	21	19	20	22	24	21	20	21	22	23	22	23	24	27	27	25	27	0	1	1	2	11	1	6	1	3	18	6	7	4	4	4	11	11	2	2	13	19	14	17	21	17	21	19	26	27	34	29	34	34	20	0	33	26	30	35	36	36	48	39	39	32	43	41	45	38	39	49	48	48	53	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	2	4	3	3	1	2	1	1	3	2	5	1	1	1	2	1	1	3	1	1	4	2	1	2	2	1	1	1	2	1	1	1	1	3	2	3	1	1
81500	-304.880872112456927	-311.736360063416328	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.644006807318349	-1	1	3	2	4	2	3	3	6	8	5	5	6	5	5	7	6	7	8	8	10	10	9	10	12	12	13	14	15	16	16	18	16	17	18	18	19	20	19	20	21	23	20	20	21	21	23	22	20	25	26	27	25	26	0	1	1	2	6	1	6	1	3	13	5	6	4	2	2	11	5	2	3	13	9	10	17	18	17	21	21	22	27	26	29	26	28	20	0	34	34	30	35	32	36	48	39	39	30	43	41	38	32	39	49	48	42	53	1	1	2	1	1	2	1	2	2	1	1	1	2	2	2	1	1	3	2	1	2	1	1	1	2	1	1	3	1	2	1	5	1	5	1	1	2	2	1	1	1	1	1	1	3	1	1	1	1	3	2	2	1	1
82000	-301.224356980087236	-308.079844931046637	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.783591218211272	-1	1	3	2	3	1	3	4	7	9	5	6	6	5	6	8	7	8	8	8	10	8	9	9	11	12	14	14	13	15	16	17	17	17	17	18	20	19	19	20	20	22	20	21	21	22	22	23	23	24	28	27	25	27	0	1	1	2	6	1	6	2	3	15	5	6	4	4	14	5	11	14	14	14	24	15	17	19	23	20	29	13	24	28	27	28	30	30	0	33	34	34	35	32	36	38	39	39	38	43	36	42	42	44	49	53	42	53	1	1	1	1	1	1	1	1	2	2	1	2	1	1	1	3	1	2	2	1	1	1	1	1	2	2	1	2	2	1	1	2	1	2	1	1	1	1	1	2	1	2	1	1	1	1	2	1	1	2	2	1	1	2
82500	-313.702819809574066	-320.558307760533467	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.571317028445427	-1	1	2	3	4	2	4	1	6	8	3	6	6	6	5	7	5	5	6	8	10	10	9	8	11	11	14	14	12	16	16	17	15	14	18	18	19	19	19	20	22	21	21	21	21	22	23	22	23	25	27	27	26	28	0	1	1	2	11	1	6	1	3	13	6	6	3	1	2	11	11	4	4	14	19	4	17	15	17	20	29	26	22	34	27	14	34	21	0	30	34	34	35	32	36	38	39	39	34	43	36	42	38	44	49	42	42	52	1	1	1	1	1	2	1	1	2	1	1	2	2	3	2	2	1	1	2	1	3	2	1	2	4	1	1	1	1	1	1	5	1	3	1	1	2	3	1	1	1	1	1	1	4	1	2	1	2	2	2	3	2	1
83000	-295.951337298110786	-302.806825249070187	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.728560829255511	-1	0	2	2	3	1	3	3	5	8	4	4	7	5	5	8	6	7	8	9	11	10	9	9	11	13	14	14	11	16	16	17	14	14	18	17	19	20	19	20	21	22	20	21	21	22	23	23	24	24	27	25	26	27	0	1	1	2	6	1	6	4	3	15	5	6	1	4	4	11	11	14	14	14	24	19	17	19	23	20	29	20	24	34	29	33	26	26	0	33	32	32	35	32	32	38	39	43	32	43	41	42	42	39	49	42	42	53	1	1	1	1	1	1	2	1	2	1	1	1	3	2	2	1	1	1	2	1	1	1	2	1	1	2	2	2	1	1	2	2	1	1	1	2	1	1	1	2	2	1	1	1	2	1	1	1	1	2	2	1	2	1
83500	-300.413361323735614	-307.268849274695015	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.669028082558224	-1	0	2	2	3	1	3	3	7	9	4	5	5	7	6	8	6	8	7	9	10	11	8	10	10	11	14	13	13	15	15	17	16	16	16	18	19	19	19	19	22	24	22	22	20	21	22	22	23	24	26	27	26	28	0	1	1	2	6	1	6	1	3	19	5	7	3	13	13	11	11	14	4	19	19	10	17	2	23	20	29	20	24	26	21	30	30	30	0	33	30	32	35	33	36	48	46	39	38	39	36	45	48	39	49	42	42	53	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	2	1	1	2	1	1	1	1	4	2	1	1	2	1	2	2	1	1	1	1	1	2	2	2	1	2	2	1	1	1	1	2	1	1	3	2	2	2	1
84000	-294.425713109480000	-301.281201060439400	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.731077421461995	0	1	2	3	5	2	4	3	6	9	4	5	4	6	6	7	6	7	5	7	10	11	10	8	11	12	12	14	14	15	16	17	17	16	18	19	19	21	19	20	22	23	22	22	21	20	23	22	23	24	27	26	25	27	0	1	1	1	11	1	6	1	3	9	6	6	2	13	4	11	11	15	4	4	20	14	17	9	23	10	22	20	27	22	29	34	34	30	0	32	30	32	35	36	36	48	46	39	32	39	36	38	45	44	49	42	42	53	1	1	1	1	1	1	2	2	2	2	1	1	1	1	2	2	1	1	1	3	1	2	1	1	1	1	1	3	1	2	1	1	1	1	1	1	1	2	1	1	2	1	2	1	3	1	3	1	1	1	2	1	1	1
84500	-300.700284194697986	-307.555772145657386	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.659104115796000	-1	0	1	1	5	2	3	3	6	8	4	6	6	6	5	8	7	8	8	8	10	11	8	9	12	11	11	13	15	15	17	18	16	16	17	18	18	20	18	20	21	23	22	20	21	21	23	22	23	23	27	28	26	28	0	1	1	2	11	1	6	1	4	14	6	6	4	4	1	11	11	14	14	9	24	19	17	13	23	20	24	13	27	28	27	30	30	30	0	34	34	32	35	36	33	38	46	39	38	39	41	38	38	44	49	42	42	53	1	1	1	1	1	1	1	2	2	1	1	2	2	2	2	1	1	1	1	1	1	1	1	1	3	2	1	4	2	1	3	2	1	1	1	2	1	2	1	1	2	2	1	1	1	2	1	2	2	1	2	2	2	1
85000	-270.165680384491225	-277.021168335450625	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.704872202493665	-1	1	3	3	5	2	4	4	7	8	4	5	6	5	5	6	6	7	8	8	10	10	10	9	11	13	13	14	14	16	16	18	17	17	18	19	19	20	19	20	21	24	22	22	22	20	23	21	23	24	27	28	26	28	0	1	1	2	11	1	6	3	3	13	6	6	2	4	4	11	5	14	4	13	24	4	17	13	23	13	24	26	27	20	29	33	26	26	0	30	34	32	35	33	36	48	46	39	38	39	41	38	48	44	49	53	42	53	1	1	2	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	2	1	1	4	2	2	1	3	2	1	1	3	2	1	1	2	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	2	1	1	1
85500	-287.071129639387607	-293.926617590347007	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.794858890401707	-1	1	3	2	5	2	3	3	6	8	4	4	6	7	5	8	6	7	7	8	11	9	9	10	11	12	12	15	15	16	15	17	17	15	17	18	18	20	19	21	22	23	22	21	21	21	23	22	24	22	28	25	26	27	0	1	4	2	11	1	6	1	3	19	6	6	15	13	3	11	11	4	13	13	24	18	17	22	23	20	24	22	27	34	27	28	30	26	0	33	30	32	35	33	36	48	39	35	38	39	40	38	48	44	49	42	52	53	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	2	1	3	2	1	2	1	1	1	1	1	1	1	2	2	2	1	2	3	1	1	1	1	1	1	3	1	1	1
86000	-284.155787101929377	-291.011275052888777	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.721927137826754	-1	1	3	3	5	2	4	2	6	8	4	4	5	6	4	6	6	6	7	9	11	9	9	8	11	11	13	14	14	17	16	18	16	14	17	18	19	20	19	21	20	24	22	22	21	21	23	22	23	24	27	26	27	28	0	1	2	2	11	1	6	1	3	19	6	6	4	15	2	11	11	13	13	14	22	18	17	18	23	20	24	26	24	34	27	30	34	26	0	33	30	32	35	36	36	38	46	39	32	39	41	38	48	39	49	48	52	52	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	1	1	1	2	1	3	2	2	1	1	2	1	1	1	1	1	2	1	2	1	2	2	1	2	2	1	1	2	2	1	1
86500	-302.107248973090179	-308.962736924049580	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.716529455243822	-1	1	2	3	5	1	4	3	5	8	4	5	6	6	4	7	6	6	8	8	10	10	8	9	11	12	14	15	11	15	17	18	17	16	16	18	18	19	18	21	20	23	22	21	20	21	22	23	24	25	27	26	24	27	0	1	1	2	11	1	6	1	1	4	6	6	2	2	4	5	11	15	14	13	24	14	17	13	16	22	29	26	13	26	27	34	34	26	0	33	34	32	35	41	36	38	46	39	38	39	41	38	48	44	49	53	42	53	1	1	1	1	1	1	2	2	2	3	1	1	3	4	1	1	1	1	1	1	1	2	1	1	2	1	2	1	2	2	2	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	3	1	2	2	1	1	1
87000	-306.568863798942630	-313.424351749902030	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.528729922437987	-1	1	2	3	5	1	3	2	5	8	4	5	6	5	6	7	6	7	9	8	11	9	8	9	11	12	12	14	14	16	16	18	17	15	18	18	18	20	19	20	21	24	22	20	21	21	23	21	23	25	27	27	26	28	0	1	1	2	11	1	6	1	3	13	6	7	2	4	14	17	11	14	14	18	22	14	11	13	17	13	24	20	27	26	27	33	30	26	0	30	30	34	35	34	36	48	46	39	30	39	41	32	38	39	49	53	42	52	1	1	2	1	1	1	1	2	1	2	2	1	3	1	1	1	1	1	2	1	1	2	2	1	2	3	1	3	2	3	2	1	1	2	1	1	1	3	1	2	2	2	1	1	2	1	1	1	1	4	3	1	2	1
87500	-298.437133851168255	-305.292621802127655	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.746773888793735	0	1	1	3	5	2	4	4	5	9	4	4	6	6	6	7	5	7	8	9	10	10	8	8	12	12	13	12	14	17	17	17	15	16	18	18	18	20	19	19	21	24	22	21	21	20	23	22	23	24	26	27	27	27	0	1	1	2	11	1	6	1	3	14	6	6	2	4	2	11	11	13	4	9	24	14	17	13	23	20	21	4	27	34	29	34	20	33	0	30	30	32	35	33	36	48	46	39	38	39	41	38	48	44	49	48	42	42	1	1	1	1	1	1	1	2	2	2	1	1	3	1	2	2	1	1	2	2	2	2	1	1	2	1	1	3	1	1	2	1	3	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	2	2	4	2	1
88000	-326.681652920060401	-333.537140871019801	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.611603408466857	-1	0	3	3	4	1	4	3	7	8	3	4	6	6	5	6	6	8	7	8	10	10	9	9	12	13	11	14	15	14	16	18	16	16	18	18	20	20	19	20	21	23	22	21	22	21	23	21	23	24	27	27	26	27	0	1	1	2	11	1	6	1	3	19	6	6	4	8	4	11	11	14	14	4	9	20	17	3	17	20	14	26	27	26	27	30	14	30	0	33	26	33	35	33	36	33	46	39	38	39	36	32	48	39	49	53	42	53	1	1	3	1	1	1	3	2	2	1	1	1	2	1	1	1	2	1	1	1	1	1	2	2	3	3	2	1	2	1	3	2	3	1	1	1	4	1	1	2	2	3	1	1	1	1	2	2	1	3	2	1	2	1
88500	-307.689546640948549	-314.545034591907950	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.638063586498543	-2	1	2	2	5	2	3	2	5	8	4	4	6	5	2	7	6	7	8	9	10	9	8	9	11	12	13	14	14	14	16	18	17	16	18	18	18	20	20	20	21	21	22	22	21	21	22	22	23	25	27	27	24	26	0	1	2	1	11	1	6	1	2	18	6	6	15	4	2	5	11	13	14	13	22	18	17	13	23	20	18	26	27	26	29	30	34	30	0	33	30	32	35	30	36	38	46	39	38	39	41	42	42	39	49	53	42	53	1	2	1	2	1	2	1	2	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	2	3	1	1	1	1	2	1	2	1	1	2	1	1	3	2	1	1	2	1	1	1	1	1	3	2	2	3	1
89000	-278.314595095272466	-285.170083046231866	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.806219905203552	-1	0	1	3	5	3	4	2	6	7	4	6	7	6	6	6	6	8	9	8	9	10	9	10	11	12	13	14	13	15	16	17	16	17	18	17	19	20	19	20	20	23	22	20	22	20	23	22	24	24	28	28	26	28	0	1	1	2	11	1	6	1	3	4	6	6	9	8	4	11	11	13	10	15	14	13	17	21	23	20	24	26	14	26	29	30	30	30	0	33	34	34	35	34	36	48	46	39	38	39	41	38	42	44	49	53	42	53	1	1	1	1	1	1	1	2	2	1	1	2	1	2	2	1	1	1	1	1	1	1	1	1	1	2	1	1	3	1	2	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	2	1	2	1
89500	-295.152463176179083	-302.007951127138483	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.766076278894573	-1	1	3	3	5	1	3	2	4	8	3	5	6	5	5	6	7	7	9	7	11	10	9	9	11	13	11	14	13	16	15	18	17	15	18	18	19	20	19	19	21	24	22	21	21	21	23	21	23	24	26	24	26	28	0	1	1	2	11	1	6	1	3	20	6	6	4	2	2	11	5	4	13	4	24	19	17	14	23	10	14	26	27	34	27	30	34	26	0	33	30	32	35	33	36	48	46	39	38	39	36	38	48	44	49	48	52	53	1	1	2	1	1	1	1	2	1	1	2	2	2	2	2	2	1	2	2	2	1	1	2	1	1	3	2	1	1	1	3	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	2	2	2	1	1
90000	-281.747029449142588	-288.602517400101988	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.691384280829233	-1	0	1	3	4	3	4	3	5	6	5	4	6	5	5	8	7	7	8	7	10	10	9	9	11	12	12	14	13	15	15	17	17	17	18	18	19	21	19	20	21	24	21	21	22	20	23	22	24	24	27	28	25	27	0	1	1	2	6	1	6	1	3	14	5	6	2	4	4	11	11	14	14	13	19	20	17	18	23	24	21	26	27	26	29	30	30	26	0	33	30	32	35	34	36	48	46	39	38	39	41	38	38	43	49	42	42	53	1	1	1	2	1	2	1	2	2	1	1	1	3	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	2	1	1	1	3	1	1	1	2	1	2	1	2	1	1	1	1	1	1	2	2	1	1	1	1
90500	-320.550728582035902	-327.406216532995302	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.642733309343082	-1	0	3	3	4	2	4	1	6	8	5	6	6	4	6	7	7	7	8	8	9	10	9	8	11	12	12	15	15	16	16	18	16	14	16	19	19	20	18	21	21	24	21	21	21	21	24	20	23	24	26	26	25	27	0	1	1	2	6	1	6	1	14	18	7	6	2	1	14	11	11	4	13	14	18	13	17	18	17	20	24	26	27	34	27	30	34	26	0	33	34	32	35	26	36	48	39	39	38	39	40	32	48	43	49	42	42	52	1	1	2	3	1	1	2	1	1	1	1	2	3	3	1	1	1	2	1	1	1	2	1	1	2	3	2	1	2	2	2	2	1	1	1	1	3	1	1	5	2	2	2	2	1	2	2	2	2	1	2	1	1	1
91000	-293.977118525581147	-300.832606476540548	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.611587350199535	0	1	2	3	5	2	3	3	6	7	4	5	5	6	6	7	7	7	9	8	10	9	8	8	11	12	12	14	15	17	16	17	16	14	17	17	19	19	19	20	21	23	22	20	22	21	22	21	23	22	26	27	26	28	0	1	1	1	11	1	6	1	3	13	6	6	2	2	2	11	11	2	15	4	24	14	17	15	23	20	21	26	27	34	27	34	34	26	0	33	30	32	35	30	36	38	46	39	38	39	36	32	48	44	49	42	42	53	1	1	1	1	1	1	1	2	2	1	1	2	2	3	3	1	1	2	1	2	1	2	1	1	2	3	1	1	2	2	2	2	1	1	1	1	1	1	1	1	2	2	1	1	2	1	3	2	1	2	2	2	3	1
91500	-287.174052810107298	-294.029540761066698	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.713552711892688	0	1	2	3	5	2	3	3	7	6	4	5	5	5	6	6	7	6	8	8	9	8	10	8	12	12	14	15	13	17	15	17	17	16	18	18	19	20	19	20	21	24	22	21	22	21	23	22	24	23	27	27	26	28	0	1	1	2	11	1	6	1	3	14	6	6	2	2	14	11	11	2	10	13	24	10	17	18	17	20	29	20	13	34	29	34	34	28	0	33	30	30	35	36	36	48	46	39	34	39	41	38	48	44	49	42	42	53	1	1	1	1	1	1	1	1	2	1	1	2	3	2	1	1	2	3	1	1	1	1	2	1	3	2	1	4	3	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	2	1	1	1	1	2	2	1	1	2
92000	-300.624048509495935	-307.479536460455336	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.776774644684389	0	1	3	3	5	2	3	3	6	8	4	4	7	4	5	7	5	6	9	8	11	10	7	10	11	13	14	14	13	17	16	17	17	15	18	18	18	20	19	20	21	24	22	20	22	21	23	23	23	24	27	27	25	26	0	1	1	2	11	1	6	1	2	4	6	6	14	2	2	11	11	14	9	15	24	14	17	10	23	20	10	20	21	34	27	34	34	27	0	33	30	30	35	36	36	48	46	39	38	39	41	45	38	44	49	48	38	53	1	1	2	1	1	1	1	1	3	2	1	1	2	1	2	2	1	1	1	1	1	2	1	1	2	2	3	3	1	2	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	2	2	2	2	1
92500	-281.710821226915527	-288.566309177874928	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.696360360309769	-1	1	2	3	5	1	3	4	6	8	3	5	6	6	5	6	6	7	9	8	11	10	8	9	10	13	13	15	14	17	16	17	16	15	17	18	18	20	19	21	21	24	21	21	22	20	23	22	23	24	27	26	27	27	0	1	1	2	11	1	6	1	3	13	6	6	2	2	4	11	11	15	14	14	24	15	17	14	23	20	24	26	27	34	29	26	34	26	0	33	34	32	35	36	33	48	46	39	38	39	41	32	48	44	49	42	38	42	1	1	1	1	1	1	1	2	2	1	1	3	2	2	1	1	2	1	2	1	2	2	1	1	2	2	2	1	1	1	2	2	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	3	1	2	2	1	4	1
93000	-285.057986191727025	-291.913474142686425	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.699207359500166	-1	0	2	2	5	2	3	3	5	8	4	5	4	7	5	7	6	7	7	9	11	10	10	9	11	12	13	14	14	17	16	18	17	15	18	19	17	20	19	20	22	24	22	21	21	21	23	22	23	24	27	27	26	28	0	1	1	2	11	1	6	3	3	15	6	6	2	13	4	11	11	1	15	14	14	10	17	14	17	20	24	26	27	34	27	34	34	26	0	33	34	32	35	36	36	45	46	39	32	39	41	38	38	44	49	53	42	53	1	1	2	1	1	1	1	1	2	2	1	1	1	2	2	1	1	3	1	1	1	1	2	1	2	1	2	1	1	1	2	1	1	2	1	1	1	1	1	1	2	2	1	1	2	2	1	1	2	2	2	1	1	1
93500	-312.407799662853279	-319.263287613812679	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.615367863218021	-2	0	2	3	5	1	3	3	6	8	3	2	7	6	4	8	6	7	7	9	10	8	9	9	8	12	14	14	14	16	16	17	16	15	17	18	20	20	19	20	21	24	22	21	22	21	24	22	23	24	27	28	25	27	0	1	1	2	11	1	6	1	15	14	6	6	14	15	4	5	5	4	4	13	18	13	17	14	17	20	24	26	24	34	27	30	34	22	0	33	34	32	35	36	36	48	46	39	38	39	41	38	48	44	49	48	48	42	1	1	2	2	2	2	1	2	1	1	1	1	1	1	1	2	1	2	2	1	1	1	2	1	1	2	3	1	2	1	2	1	1	5	1	1	3	1	2	1	2	2	1	1	1	1	1	1	1	1	2	3	2	2
94000	-287.212690138548055	-294.068178089507455	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.763371434234912	0	1	2	3	5	2	4	4	7	8	3	6	6	4	5	7	6	7	8	8	11	10	8	9	10	11	13	12	15	17	17	17	16	15	18	17	18	20	19	21	21	24	21	21	22	20	24	22	23	24	28	27	25	28	0	1	1	2	11	1	6	1	3	13	6	6	4	4	4	11	11	4	2	9	24	4	17	10	23	20	22	26	27	34	29	33	34	20	0	33	30	32	35	36	36	48	35	39	38	39	41	38	48	46	49	42	42	53	1	1	1	1	1	1	1	2	2	1	1	2	2	1	1	2	2	2	3	1	1	3	1	1	1	2	2	1	1	1	1	1	1	2	1	1	1	1	1	2	2	1	2	1	2	1	1	1	1	2	2	1	1	1
94500	-304.309081019643315	-311.164568970602716	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.710150033582033	0	1	1	2	5	2	3	3	4	9	4	6	5	6	6	6	6	7	7	8	11	10	9	9	12	11	11	14	13	17	17	17	16	15	16	18	20	19	19	19	21	22	21	21	20	22	24	23	24	22	28	26	25	27	0	1	1	2	11	1	6	1	3	19	6	7	2	2	4	11	11	13	13	13	24	19	17	13	17	20	24	26	27	34	29	34	34	22	0	33	34	32	35	36	36	45	39	39	38	43	41	45	38	39	49	42	48	42	1	1	1	1	1	1	1	1	2	1	1	1	2	2	2	1	1	1	1	1	1	2	1	2	2	2	1	2	2	1	2	1	1	3	1	1	2	1	2	1	2	2	1	1	1	1	2	2	3	2	2	2	1	2
95000	-309.693521283818427	-316.549009234777827	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.663799480938773	-1	1	2	3	5	1	3	2	5	8	4	5	6	7	5	7	7	7	9	9	10	10	10	9	11	11	12	14	14	16	16	17	17	15	18	19	18	20	19	20	21	23	20	21	22	22	21	22	23	25	28	27	26	25	0	1	2	1	11	1	6	1	3	15	7	7	4	4	2	5	5	13	2	4	14	10	17	15	5	13	22	26	27	20	27	34	34	26	0	33	30	32	35	33	36	48	39	39	38	43	36	38	38	44	49	48	42	42	1	1	1	3	1	1	1	2	2	1	1	1	1	2	2	1	1	1	3	2	1	2	2	2	3	2	2	1	1	4	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	3	2	2	2	1
95500	-289.538111894041094	-296.393599845000494	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.732670744702219	-1	1	2	2	5	2	3	3	5	8	4	5	6	6	5	7	6	7	8	8	10	10	8	9	10	13	13	14	14	16	15	17	17	15	18	18	20	19	19	19	21	23	20	21	21	21	22	22	23	24	27	28	25	27	0	1	1	2	11	1	6	1	3	15	6	6	2	4	3	11	11	15	13	14	20	14	17	13	17	20	24	26	15	26	27	34	30	26	0	30	34	32	35	33	36	38	39	39	38	43	41	38	48	44	48	42	42	53	1	1	2	1	1	2	1	2	2	1	1	1	2	1	2	1	2	1	1	1	1	2	2	1	2	2	2	1	3	2	1	1	1	1	1	1	2	1	1	1	2	2	1	1	1	1	1	2	1	1	3	2	1	1
96000	-304.504597218137008	-311.360085169096408	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.650010219462089	0	1	2	3	4	2	3	4	6	8	3	5	6	5	5	6	5	8	8	8	10	11	7	9	11	12	12	13	15	14	16	16	16	16	15	18	17	20	19	21	21	23	20	22	22	22	24	22	24	24	27	28	26	27	0	1	1	2	11	1	6	1	3	13	6	6	4	4	2	11	11	13	14	15	19	3	17	15	23	20	22	26	27	26	27	30	30	30	0	33	22	32	35	33	36	48	39	39	38	43	41	38	48	44	48	48	42	53	1	1	1	1	1	1	1	2	2	1	1	2	1	1	3	1	1	1	1	2	1	5	1	1	2	3	1	1	2	1	2	2	1	1	1	1	2	2	2	3	2	1	1	1	1	2	2	1	1	2	3	3	2	1
96500	-292.468514469447882	-299.324002420407282	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.716406148562433	0	1	2	3	4	2	3	3	6	9	3	5	6	7	4	5	6	7	8	8	9	10	9	9	12	12	12	15	14	14	16	17	16	17	17	17	19	20	19	21	19	23	19	20	22	21	22	22	24	24	28	25	27	27	0	1	1	2	11	1	6	1	3	19	6	6	2	2	4	11	11	15	14	13	18	20	17	18	17	13	24	26	27	26	27	30	30	30	0	30	32	34	35	41	36	48	35	39	32	43	41	38	42	44	49	48	48	52	1	1	1	1	1	1	1	2	2	1	1	1	2	3	1	1	2	2	1	1	1	1	2	1	4	3	1	1	1	1	2	2	1	2	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	2	2	1	2	1
97000	-293.836092291901537	-300.691580242860937	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.687176005577440	-1	0	2	2	5	2	4	3	6	8	3	5	6	6	4	7	7	8	8	7	9	9	9	9	12	12	13	14	14	15	17	18	16	17	18	19	19	21	19	21	21	24	21	21	21	22	21	23	24	24	27	26	26	28	0	1	1	2	11	1	6	1	3	14	6	7	4	4	2	11	11	13	13	14	13	10	5	13	23	21	24	26	27	26	27	34	30	30	0	30	34	32	35	33	36	48	39	39	30	43	36	45	32	44	49	42	42	53	1	1	2	1	1	2	1	2	2	1	1	1	2	2	2	2	2	1	1	1	2	1	2	2	1	1	2	2	1	1	2	1	1	2	1	2	1	2	1	2	1	1	1	1	2	1	1	1	3	2	2	1	1	1
