step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	Tinf_109	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	alpha_109	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108	kappa_109
1	-1535.114398243432788	-1533.652316158913891	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.726310988348725	0	1	2	4	4	5	5	8	8	7	8	8	9	9	8	10	10	9	9	10	10	13	11	12	11	13	12	11	14	13	12	12	15	14	14	14	13	14	16	14	14	15	15	15	16	16	16	17	17	16	17	18	18	18	17	19	19	19	18	20	19	20	21	20	21	21	21	21	23	21	22	24	22	22	24	25	24	25	24	25	26	26	27	27	29	27	29	29	28	27	28	31	28	31	30	31	30	29	31	31	32	31	34	32	34	34	35	37	39	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	3	3	4	4	4	4	4	5	5	4	5	5	5	5	5	5	7	6	6	6	7	6	6	7	7	6	6	8	7	7	7	7	7	8	7	7	8	8	8	8	8	8	9	9	8	9	9	9	9	9	10	10	10	9	10	10	10	11	10	11	11	11	11	12	11	11	12	11	11	12	13	12	13	12	13	13	13	14	14	15	14	15	15	14	14	14	16	14	16	15	16	15	15	16	16	16	16	17	16	17	17	18	19	20
500	-824.682608648684095	-822.495156086309407	-2.187452562374737	0.000010042872911	0.000028548187357	2.842631546751087	0.152159410136711	1	2	3	4	4	5	6	8	8	6	5	9	8	9	7	10	10	9	9	10	9	14	12	13	11	14	13	10	15	14	13	11	14	15	14	15	13	14	16	12	13	15	15	16	16	16	17	16	17	17	17	18	18	18	17	19	19	16	18	17	19	19	21	20	21	21	22	20	24	21	22	23	21	22	23	23	25	24	23	26	24	26	27	27	30	27	29	28	28	27	29	30	27	31	30	32	30	29	32	30	32	28	34	32	34	35	35	36	39	0	1	1	1	1	2	11	1	7	1	1	15	7	13	1	7	18	1	1	11	15	23	15	10	21	13	1	19	1	1	1	21	1	1	37	28	19	1	17	16	1	1	7	1	40	1	1	21	10	13	1	40	46	1	24	42	1	1	14	1	44	48	1	58	41	1	66	1	1	1	1	1	1	1	67	70	57	1	1	55	39	77	1	1	70	62	1	1	1	60	63	1	1	1	1	76	53	66	1	71	58	1	1	1	64	78	67	1	34	1	1	2	1	2	1	1	2	2	2	2	1	1	1	3	3	1	4	4	2	1	1	4	5	1	3	5	1	8	7	5	1	6	5	1	2	2	7	5	1	6	7	5	8	2	7	9	5	6	3	9	3	1	8	2	2	9	8	4	8	1	1	13	2	5	10	1	12	12	9	11	12	10	11	1	2	4	11	11	4	4	1	14	12	4	3	14	14	11	3	6	14	13	15	16	7	5	5	14	6	14	13	15	14	7	8	8	18	17
1000	-855.026392888396117	-852.519771009396095	-2.506621878999994	0.000009995141099	0.000037782446058	3.780081309861088	0.174598605647908	1	2	2	3	5	4	5	8	9	6	7	8	10	9	8	9	9	8	10	10	10	14	11	10	11	14	13	12	12	12	12	13	15	15	14	13	14	14	15	15	14	16	15	15	16	16	15	17	14	16	16	18	19	18	17	19	17	19	15	20	19	19	20	19	21	21	21	21	24	22	22	23	22	22	25	26	23	24	25	25	26	27	27	28	29	28	29	30	27	26	28	31	29	32	30	32	29	29	28	31	33	30	34	33	34	35	36	37	40	0	1	1	1	1	3	1	1	1	1	1	7	1	1	1	10	5	1	12	9	8	19	1	7	7	11	1	1	1	1	1	24	1	25	13	28	28	1	7	16	18	10	31	1	40	9	1	1	13	21	1	35	46	16	49	26	59	1	25	1	13	27	1	11	41	13	58	42	51	1	1	1	1	1	57	38	56	24	11	49	55	12	1	1	50	68	1	57	1	19	1	1	1	1	1	77	73	80	9	99	9	1	1	9	100	73	38	1	58	1	1	1	1	2	1	3	3	3	2	2	1	6	4	3	2	2	4	1	1	2	2	5	3	2	5	6	4	6	6	6	2	7	2	2	1	1	6	5	4	3	7	1	7	1	4	7	6	1	2	9	3	2	6	2	2	2	7	2	8	6	4	10	5	2	6	1	2	4	10	11	11	10	11	5	6	2	11	9	6	5	9	13	13	6	4	14	10	12	7	10	15	14	15	16	6	3	2	7	2	11	13	17	13	2	9	11	18	13
1500	-792.244913596453785	-790.392586632021789	-1.852326964432031	0.000009892889652	0.000019465414640	1.967616674744009	0.214569744076905	1	2	2	4	4	6	5	9	8	8	8	7	10	8	9	9	10	10	9	11	10	13	10	12	11	13	13	10	14	14	12	13	15	14	15	14	14	14	17	13	14	15	16	15	16	16	16	16	17	15	17	18	17	18	18	19	20	17	17	20	19	19	22	17	21	22	22	21	21	19	23	22	22	22	25	25	24	26	24	26	26	26	27	26	29	27	29	30	29	26	28	31	26	32	30	31	30	28	31	31	33	30	34	32	34	35	35	37	39	0	1	1	1	1	5	1	1	3	7	12	7	11	1	12	11	10	6	10	14	1	1	6	4	1	11	23	14	16	1	1	10	10	1	1	13	14	1	1	14	1	1	34	1	25	21	30	1	35	22	1	42	35	1	49	58	58	22	41	1	59	34	6	1	49	70	68	58	21	1	1	1	32	1	72	23	70	73	72	64	43	77	1	1	65	36	1	22	70	5	1	1	1	1	64	77	81	15	70	22	72	1	1	42	88	1	52	1	74	1	1	1	2	2	1	3	5	3	1	1	2	1	3	1	1	1	1	1	2	5	6	3	5	5	2	2	1	2	7	5	3	2	6	7	2	3	4	9	3	7	6	1	8	4	4	1	7	1	1	9	2	1	10	1	1	2	2	3	8	1	3	6	8	2	1	1	2	6	9	11	10	5	11	2	6	3	2	1	5	5	2	13	13	4	7	13	7	6	9	9	14	14	18	7	5	2	9	6	9	6	10	15	10	2	12	8	18	11
2000	-844.219015012010118	-842.354417686519696	-1.864597325490380	0.000009837294192	0.000019655917078	1.998101987604912	0.211427094610934	1	2	2	4	5	5	5	8	7	6	7	8	7	8	9	10	11	9	10	9	9	12	11	13	11	14	13	10	14	14	12	11	15	14	13	15	12	14	17	14	13	16	15	15	16	17	16	16	17	16	16	18	19	17	18	19	18	17	19	20	20	20	21	21	21	21	22	21	24	21	22	24	20	21	23	26	23	26	24	25	25	26	28	25	28	28	27	29	27	27	28	31	26	32	29	29	31	28	32	31	33	30	34	33	35	34	35	36	39	0	1	1	1	1	1	1	1	7	6	6	6	7	13	14	9	18	7	1	1	3	6	6	23	6	20	6	6	16	6	6	10	7	1	1	34	1	19	1	16	1	6	17	1	29	40	9	1	51	31	1	29	14	6	49	58	1	1	44	1	35	3	56	6	9	73	58	56	54	1	1	1	6	1	6	69	64	73	64	19	66	84	1	1	81	84	1	79	79	68	1	84	1	1	77	77	26	49	87	82	79	73	1	73	94	72	66	1	58	1	1	1	2	2	2	3	4	1	1	2	1	1	1	1	2	1	2	6	6	3	4	3	1	4	3	2	2	2	3	5	4	4	7	7	1	5	2	7	3	7	5	2	7	2	2	4	3	1	3	7	2	6	5	1	1	8	7	1	10	4	9	2	10	6	1	2	1	3	11	12	12	6	10	6	1	1	2	1	6	2	1	13	13	2	2	12	2	1	3	12	3	13	18	3	3	9	6	3	2	7	6	16	5	2	8	7	16	13
2500	-854.950341390068274	-853.264837986279531	-1.685503403788740	0.000009734180576	0.000015186637875	1.560135211885040	0.225640792064561	1	2	3	3	4	6	4	9	8	6	8	9	7	8	9	10	11	9	10	10	10	13	11	12	11	13	12	11	13	13	13	12	15	14	15	15	12	14	13	15	15	13	16	14	16	16	16	17	15	16	16	19	18	18	18	19	18	19	18	20	19	21	21	20	22	21	21	21	23	19	23	24	22	21	24	25	24	25	21	25	26	25	27	28	27	26	28	29	28	26	28	32	29	32	31	31	29	30	30	30	32	31	33	33	35	33	35	38	38	0	1	1	1	1	3	1	1	4	1	7	9	1	6	1	1	15	13	7	1	1	20	1	19	6	14	15	16	13	1	1	14	26	17	1	20	1	1	1	11	1	1	17	1	29	21	20	51	6	18	1	40	45	51	49	42	6	1	50	1	37	54	42	35	40	58	70	36	50	1	1	1	58	1	56	58	64	70	57	56	52	71	1	76	77	76	1	89	70	25	1	77	1	1	77	91	65	78	93	64	79	78	1	70	86	76	75	21	21	1	1	1	1	2	1	2	5	3	2	2	1	4	1	4	4	1	1	4	5	4	1	5	2	2	3	1	1	4	5	5	1	1	1	7	3	6	6	5	4	8	5	3	7	1	3	3	1	3	3	7	2	1	2	2	3	5	8	1	10	4	1	3	4	3	1	1	3	3	9	12	13	3	10	2	3	2	3	2	3	4	1	13	2	1	1	12	1	6	8	13	6	12	18	4	2	3	3	1	5	5	4	14	7	5	3	5	15	13
3000	-911.967513082521577	-909.920642028460747	-2.046871054060821	0.000010027699500	0.000024706042433	2.463779696799922	0.235862961121502	1	2	2	5	5	4	5	8	9	7	9	7	8	8	8	10	9	9	9	10	9	14	12	12	11	14	13	12	13	13	12	12	15	15	15	15	14	14	14	14	14	16	16	15	16	16	16	15	17	16	17	18	19	19	18	20	16	18	17	20	19	19	21	20	21	22	21	22	23	20	23	24	22	21	24	26	22	24	25	25	26	27	26	27	30	26	30	30	28	27	28	32	29	31	30	32	29	29	31	31	32	31	33	31	33	34	36	37	40	0	1	1	6	1	3	1	6	10	1	12	7	6	5	1	6	8	10	12	6	6	31	1	21	9	19	1	16	1	1	1	13	20	1	20	30	1	1	1	16	1	20	35	29	16	16	20	1	15	23	1	33	35	51	49	57	26	1	18	1	30	41	56	57	26	58	56	42	48	1	1	1	42	1	74	54	70	58	70	59	64	80	1	83	78	46	79	93	79	80	1	84	70	1	84	95	30	78	93	55	89	78	1	72	94	78	26	1	78	1	1	1	1	2	1	2	1	1	3	2	1	2	2	3	3	1	1	1	3	3	1	5	2	1	3	6	1	6	7	4	2	3	6	2	1	6	7	7	2	6	4	1	2	3	3	4	4	3	2	8	1	2	1	1	1	1	7	5	10	3	2	1	2	3	2	1	4	6	9	12	11	4	8	1	3	1	3	4	4	4	1	15	1	3	5	3	1	2	2	8	4	8	15	1	1	7	2	2	7	2	3	14	5	2	5	9	16	10
3500	-836.801416392765304	-834.870508264611544	-1.930908128153768	0.000010206867582	0.000022093525270	2.164574497683307	0.243906829192357	1	2	2	3	4	6	6	8	9	6	9	9	9	10	7	11	10	9	10	11	11	12	11	11	12	13	12	11	12	13	12	13	16	13	14	12	13	14	17	15	13	15	14	15	17	16	17	16	17	17	17	18	17	19	18	19	19	17	18	19	20	21	22	20	22	21	21	21	22	22	22	24	22	22	23	24	24	26	24	26	27	26	27	28	29	28	30	29	28	28	28	32	28	32	30	31	30	27	32	31	32	32	34	32	34	31	35	34	40	0	1	1	1	1	1	1	1	2	1	7	10	1	7	1	12	13	1	11	14	8	6	12	13	1	19	12	15	7	1	1	1	18	1	17	11	1	1	1	29	1	32	36	1	40	25	35	1	13	15	1	36	18	49	49	1	42	1	21	1	52	24	58	56	55	56	57	43	1	1	1	1	62	1	67	60	58	72	62	68	77	57	1	83	93	73	79	56	79	77	36	95	58	1	84	83	90	72	93	53	88	78	1	82	92	56	93	1	106	1	1	1	1	2	1	3	4	3	2	1	2	4	3	2	1	1	2	1	1	2	2	2	1	4	1	1	2	3	7	5	6	3	7	2	1	4	7	8	2	6	1	1	6	1	2	3	4	6	4	7	3	5	1	1	9	3	6	3	6	1	6	2	1	3	1	1	5	10	7	10	11	1	8	1	2	3	1	2	2	2	2	15	1	1	3	5	7	2	3	9	2	6	16	1	2	1	2	2	9	2	5	14	3	1	5	3	15	4
4000	-821.996331829251744	-820.236243117218010	-1.760088712033690	0.000010931069918	0.000019031657875	1.741060849370810	0.257855242880158	1	2	2	4	4	5	5	8	7	8	8	8	8	7	8	11	10	8	10	11	9	13	11	13	12	13	13	10	14	14	11	13	15	15	15	13	13	15	16	14	15	16	16	15	17	15	15	16	15	16	18	18	18	18	17	20	19	20	19	20	18	20	22	21	21	21	22	21	24	19	22	22	22	23	25	24	25	25	23	24	26	25	27	28	29	27	30	29	29	27	27	31	29	31	29	31	31	30	31	31	30	32	33	32	35	33	33	37	39	0	1	1	1	1	5	1	1	7	1	6	6	1	6	1	10	18	1	14	1	4	19	7	28	17	19	1	1	24	26	6	18	10	1	24	9	1	1	16	16	1	20	26	1	22	29	22	1	32	33	1	29	41	48	49	1	42	42	19	1	30	25	42	57	52	42	58	70	1	21	1	1	57	1	63	64	70	65	72	79	61	12	1	83	20	3	72	79	72	44	1	84	79	10	84	77	93	86	93	83	89	78	1	78	85	56	91	56	102	1	1	1	2	1	1	2	3	1	3	2	1	2	1	4	2	1	5	2	5	2	2	2	1	1	2	5	4	1	1	4	4	3	7	1	4	6	8	4	2	9	3	1	7	2	1	1	8	1	1	9	2	2	1	2	11	2	3	5	11	2	5	3	1	2	3	1	1	9	5	12	10	2	9	2	1	3	2	1	1	5	9	16	1	10	11	4	3	3	5	9	1	4	14	1	5	1	1	1	3	1	4	18	3	2	8	4	7	3
4500	-786.377781952301120	-784.705607150539890	-1.672174801761176	0.000011989321260	0.000018318227557	1.527878614556077	0.220296574447768	1	2	2	4	4	5	5	8	8	7	7	9	10	9	7	8	10	10	10	10	10	13	11	13	11	13	12	11	14	13	10	12	15	15	14	15	14	15	17	14	15	16	16	15	17	16	15	16	14	17	18	19	17	16	18	20	19	20	18	18	20	21	20	19	21	21	21	21	22	22	23	22	22	22	25	24	24	25	24	25	26	26	28	27	28	26	30	29	28	28	26	32	28	32	31	30	30	29	32	30	32	32	34	32	34	32	35	37	39	0	1	1	1	1	1	1	1	15	1	7	6	11	15	1	1	8	1	16	1	14	27	9	2	12	13	1	1	14	20	1	10	26	1	20	31	1	1	9	19	1	1	29	1	40	29	35	1	15	12	1	55	4	1	49	1	42	42	39	1	16	35	18	29	52	58	58	58	1	57	1	1	66	1	58	70	56	72	72	73	67	65	1	77	5	42	34	56	79	78	1	84	56	64	84	83	45	3	93	88	89	78	1	98	104	1	102	56	108	1	1	1	1	1	2	2	5	1	4	1	2	1	1	2	3	1	4	2	4	1	1	1	4	1	2	6	5	3	3	5	2	1	9	2	2	7	7	4	1	9	4	2	7	2	1	1	9	4	3	8	1	9	4	2	10	1	2	1	10	4	3	6	2	1	1	1	1	10	2	10	11	1	10	2	1	2	1	1	2	2	2	16	1	9	6	6	2	2	1	9	4	5	8	2	1	6	14	1	1	1	4	18	2	1	13	1	6	2
