step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74
11000	-512.226400768263488	-519.081888719222889	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.281531373869031	1	3	4	5	7	10	12	11	14	12	13	15	15	15	16	19	14	19	17	16	17	18	17	19	19	17	18	17	19	19	20	20	18	19	19	23	21	22	22	21	21	25	25	24	24	25	24	26	26	27	26	26	26	27	27	25	28	28	29	31	30	30	30	32	32	33	34	33	34	34	33	36	38	39	0	1	1	1	1	5	8	3	6	1	5	11	6	11	10	12	1	28	14	17	12	12	13	17	19	7	6	9	9	1	21	20	11	10	1	15	20	10	29	21	1	21	17	25	29	16	27	36	44	34	41	44	33	47	44	11	51	55	56	49	48	1	52	59	54	35	61	43	66	6	44	1	37	28	1	2	2	1	2	1	1	3	2	6	2	1	2	1	2	1	7	2	1	1	1	2	2	3	1	3	4	1	3	9	2	2	2	3	9	2	2	4	1	3	11	4	6	3	3	3	3	1	1	4	2	1	4	1	2	5	1	1	2	3	2	16	2	1	2	7	2	3	1	10	4	18	10	12
11500	-461.177238066826078	-468.032726017785478	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.251088785045229	2	4	3	6	7	10	11	10	15	12	14	14	14	14	16	20	15	17	16	15	16	19	18	18	18	18	18	17	20	19	21	20	19	19	18	23	22	23	23	21	22	25	25	22	23	25	23	25	25	26	27	28	27	27	27	26	29	27	28	31	30	29	30	29	31	32	33	34	34	34	33	33	36	40	0	1	1	1	2	1	2	1	8	1	5	7	10	1	8	10	1	13	8	14	11	17	19	17	19	28	12	13	27	1	16	21	18	27	6	9	22	23	34	35	1	30	27	15	26	16	22	31	18	12	48	42	38	48	26	4	21	30	42	54	36	1	44	42	53	1	61	9	59	36	24	1	36	53	1	2	1	3	1	4	3	3	3	4	3	2	1	6	2	3	6	2	3	1	1	2	1	2	1	1	2	2	1	9	1	3	1	1	5	4	1	2	2	2	12	3	2	3	2	3	2	2	3	8	1	2	4	1	4	9	7	4	2	2	2	14	4	2	3	10	2	10	3	6	8	18	6	6
12000	-468.345470912851454	-475.200958863810854	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.270661993883889	2	4	5	6	7	10	12	12	14	13	12	15	14	15	14	19	16	16	17	16	17	19	17	19	19	18	19	19	19	20	20	19	18	19	20	22	21	22	22	23	22	24	24	24	26	24	26	26	25	27	27	26	26	27	28	27	30	28	28	29	30	30	31	32	31	33	32	33	34	34	35	35	36	40	0	1	1	1	1	2	4	6	11	1	6	8	11	1	7	11	1	2	7	11	12	8	1	20	14	23	6	19	10	1	17	11	8	19	16	1	33	22	33	22	1	17	14	25	13	23	36	43	7	1	26	28	46	27	54	46	45	52	45	51	36	1	41	32	59	61	50	39	12	49	19	1	42	50	1	1	1	2	3	2	3	1	1	5	1	1	1	7	1	3	7	6	3	2	1	3	7	3	1	1	4	1	4	8	1	4	3	1	1	8	2	1	3	2	9	3	3	3	7	3	2	1	6	9	5	3	1	5	1	2	2	1	1	1	4	15	5	7	2	1	2	6	11	5	8	16	6	7
12500	-509.344946402380288	-516.200434353339688	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.357286262437351	2	4	4	5	8	11	11	11	14	12	13	15	13	16	16	19	14	19	18	16	17	19	19	17	20	19	18	19	17	19	21	20	18	20	20	23	21	22	21	22	22	24	24	24	25	25	25	26	25	27	26	27	26	27	27	27	28	28	26	29	31	29	31	32	31	32	32	35	35	34	34	33	37	40	0	1	1	1	1	1	3	3	11	1	8	9	5	7	7	6	7	13	17	5	10	15	1	6	16	13	9	12	15	1	13	24	14	33	7	1	28	19	16	18	1	34	38	23	1	40	21	42	24	16	49	25	46	28	36	23	46	30	36	42	42	1	47	61	48	42	42	63	36	66	72	1	68	61	1	1	2	2	3	5	4	3	1	5	1	1	4	2	2	4	2	2	2	5	2	1	8	3	1	3	2	2	1	8	3	1	1	1	7	10	1	2	1	1	8	3	1	2	8	2	3	1	3	3	1	3	1	3	2	4	2	5	1	2	5	12	3	1	2	4	3	2	6	1	1	15	2	5
13000	-482.381057680836932	-489.236545631796332	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.300806287646621	2	4	4	4	8	10	11	10	14	13	13	13	15	17	17	20	14	19	17	15	17	18	17	18	20	18	18	19	19	19	19	20	18	19	21	22	21	22	22	22	22	24	24	24	26	25	25	25	23	27	27	27	26	26	27	24	30	28	27	31	31	30	30	32	29	30	33	33	34	33	34	35	36	39	0	1	1	1	4	2	6	3	11	7	6	5	12	1	11	24	1	20	1	11	12	11	7	13	14	9	23	23	14	15	15	15	13	20	33	1	33	33	23	24	23	29	21	17	37	33	26	13	11	26	34	39	46	27	37	41	55	9	49	54	21	1	49	48	34	42	21	61	36	42	70	1	70	34	1	1	2	1	2	3	1	2	1	1	1	3	1	6	1	2	5	1	7	2	2	3	3	2	1	2	1	1	1	1	1	1	1	3	1	10	2	3	2	2	5	3	3	6	3	6	4	5	5	4	3	3	1	3	3	1	1	6	2	4	9	11	4	4	7	4	9	1	8	4	1	17	1	9
13500	-448.683916452393305	-455.539404403352705	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.369547120313391	2	3	4	5	7	9	12	11	15	12	13	14	15	16	16	18	15	17	17	17	16	19	18	18	20	18	18	18	19	19	21	20	20	20	20	23	22	22	22	22	23	23	24	23	26	22	26	25	26	26	26	27	27	26	27	26	30	27	28	30	30	28	30	32	31	31	34	34	34	33	34	36	38	40	0	1	1	1	4	5	4	3	12	1	6	6	12	5	17	10	1	6	1	10	2	17	9	10	5	21	12	17	18	15	25	17	14	8	24	1	21	31	27	17	18	29	32	15	25	27	29	25	43	46	44	48	31	44	39	36	55	37	52	38	49	1	30	42	24	25	61	64	1	48	70	1	68	72	1	1	1	2	1	2	5	3	1	5	2	3	1	5	1	2	5	4	9	2	6	2	2	3	6	1	2	2	2	2	1	3	2	5	1	11	3	1	2	3	4	3	2	3	2	3	2	2	1	3	2	1	4	1	4	1	1	2	1	5	1	11	6	3	5	4	2	1	11	5	1	18	1	2
14000	-469.470943653442873	-476.326431604402273	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.308041954074706	1	3	4	6	7	9	12	11	15	11	14	14	14	16	17	20	15	18	18	17	18	18	18	18	20	18	18	19	20	19	20	21	20	18	20	22	21	23	22	23	20	24	23	25	25	24	24	24	25	26	27	28	26	27	27	26	28	27	28	30	27	31	31	30	32	32	33	33	34	34	35	35	37	40	0	1	1	1	1	5	6	3	12	5	8	10	7	17	14	17	10	14	14	9	13	7	1	5	19	14	10	27	13	9	18	31	17	15	24	1	26	30	20	36	27	20	33	43	18	41	29	21	43	41	27	50	41	36	9	31	48	26	50	57	34	12	15	48	60	64	42	54	51	66	62	1	69	45	1	1	1	3	2	1	2	4	1	3	1	2	2	1	1	2	2	1	2	2	1	2	10	5	2	1	4	1	2	2	1	1	2	1	2	10	2	1	4	1	1	3	1	2	2	2	2	2	1	3	5	1	3	2	5	3	3	4	1	1	3	12	5	3	1	1	4	4	5	1	2	15	1	8
14500	-478.555403177805090	-485.410891128764490	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.360870281584357	2	3	4	5	7	10	11	11	13	12	13	13	13	17	16	19	14	16	17	16	16	19	18	18	20	19	17	17	19	20	20	19	20	19	21	24	21	21	20	23	19	24	24	25	24	25	25	25	24	27	27	27	26	28	27	25	30	27	28	30	29	30	31	32	32	32	34	34	34	34	33	36	37	40	0	1	1	2	1	1	4	5	7	6	5	8	8	5	12	1	8	17	1	12	11	23	1	13	27	13	17	9	18	1	24	14	22	14	8	8	12	34	28	37	19	38	31	38	28	23	16	42	21	37	38	14	19	48	47	41	58	38	48	54	48	1	35	34	30	52	30	38	63	66	56	48	67	66	1	1	1	1	2	5	2	2	1	1	3	1	1	5	2	6	2	1	8	2	2	1	6	3	1	3	1	2	2	8	1	1	1	1	3	9	4	1	2	1	1	1	2	3	2	4	2	1	3	2	3	4	7	2	1	3	1	4	2	1	1	12	5	5	7	2	7	8	2	1	3	7	2	4
15000	-443.324120310613296	-450.179608261572696	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.418827322957569	2	4	5	6	6	10	10	12	15	11	13	14	14	17	16	20	15	18	17	17	17	17	19	18	19	19	17	18	20	20	20	19	19	17	20	22	23	21	23	20	22	25	24	21	25	26	25	24	25	26	26	27	26	27	26	26	28	26	28	30	29	30	30	32	33	32	33	35	33	35	35	36	37	39	0	1	1	1	1	5	1	10	12	1	10	8	5	15	13	21	13	15	1	9	15	8	34	7	14	21	9	27	9	12	22	15	17	13	11	1	29	25	18	4	40	9	27	15	37	41	37	20	40	41	44	55	41	43	35	43	58	47	46	41	42	1	42	42	64	48	48	48	60	64	67	48	42	60	1	1	1	2	1	1	4	1	1	4	1	1	4	1	1	1	1	1	7	1	1	2	1	3	1	1	1	1	2	2	1	1	1	2	5	8	1	1	4	5	2	5	2	2	1	3	2	5	2	2	2	1	1	1	3	1	1	1	1	4	2	12	2	4	1	4	6	5	1	2	1	8	4	3
15500	-437.878302611351216	-444.733790562310617	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.323204857064107	2	4	4	5	8	10	11	11	14	12	13	12	15	15	17	18	15	18	16	16	16	18	18	16	19	18	17	18	19	21	20	20	20	19	19	23	23	23	21	23	20	24	24	23	26	25	25	26	26	27	25	28	27	26	27	26	29	28	27	30	31	31	31	33	32	33	33	34	34	34	34	36	37	39	0	1	1	1	1	1	3	6	10	5	5	5	8	11	11	13	1	24	9	6	11	21	13	12	18	13	21	21	20	1	26	27	28	24	28	1	25	21	27	17	21	36	19	9	30	30	39	42	37	40	24	32	46	44	45	46	47	13	42	51	36	1	55	36	19	61	61	61	66	55	65	39	68	60	1	1	1	2	4	5	4	1	1	2	2	2	2	1	2	2	6	1	1	3	2	1	1	2	1	1	1	1	1	9	1	2	1	1	1	9	3	3	2	4	1	1	3	5	3	3	2	1	2	2	4	4	1	2	1	1	3	6	2	2	4	11	2	5	7	1	1	2	1	4	1	9	1	5
16000	-477.488483056789107	-484.343971007748507	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.333268625516140	2	3	4	5	8	9	11	11	15	12	13	13	15	15	16	18	13	17	17	16	17	20	18	19	19	18	18	19	20	19	21	20	19	20	20	22	22	23	22	22	23	23	25	24	25	25	25	24	26	25	27	27	26	27	26	26	30	28	27	30	30	28	31	33	32	33	33	34	35	35	34	35	37	39	0	1	1	2	1	1	4	3	17	1	2	2	8	11	1	11	10	10	9	14	6	12	9	13	20	11	11	13	16	1	15	28	21	13	26	1	15	15	32	34	20	27	37	40	32	25	27	31	36	16	44	29	29	45	22	29	27	37	43	62	42	1	49	38	58	21	61	42	68	61	66	21	64	72	1	1	1	1	2	4	2	4	1	5	5	5	2	1	6	3	1	3	2	1	4	3	2	1	2	2	2	2	1	8	3	1	1	3	1	11	2	4	1	1	4	2	1	1	3	4	4	2	2	5	2	3	3	1	3	2	6	3	1	1	3	12	2	6	2	7	2	5	1	2	1	10	2	2
16500	-443.376504157102829	-450.231992108062229	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.306546213648894	1	3	4	5	8	11	11	10	14	13	13	14	14	15	17	19	15	18	17	16	17	19	19	17	20	19	18	19	20	20	20	20	19	16	17	23	23	21	21	22	22	24	24	23	25	25	26	26	25	24	26	26	26	27	27	25	29	28	28	29	29	31	30	32	31	31	33	34	31	35	34	34	37	39	0	1	1	1	1	8	4	1	6	1	1	7	10	11	8	1	1	13	5	17	9	10	11	1	20	19	24	11	18	1	13	24	15	3	17	1	7	22	11	22	10	11	21	12	33	29	21	42	29	28	22	33	50	24	56	44	58	52	46	28	42	30	55	1	56	48	47	48	36	66	62	13	66	47	1	1	1	2	3	1	4	5	2	6	6	1	1	1	3	8	6	2	4	1	1	4	5	8	3	1	1	3	1	9	4	1	1	5	1	10	7	1	3	2	3	3	3	5	4	2	4	2	3	2	4	4	1	4	1	1	1	1	2	3	2	5	2	13	4	1	3	4	4	1	2	13	2	7
17000	-417.308888637007215	-424.164376587966615	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.353464917761943	1	4	3	6	8	11	11	12	14	12	13	15	15	17	16	19	16	19	18	16	18	18	17	17	20	18	18	19	19	19	20	21	19	19	20	23	21	21	21	22	21	24	23	24	25	26	25	26	25	26	24	28	27	27	27	26	30	26	28	30	30	28	30	33	33	33	33	34	34	35	34	34	38	40	0	1	1	1	1	4	4	6	11	1	2	8	10	5	8	23	1	17	15	6	12	8	20	8	11	9	15	23	24	1	13	18	6	27	24	1	12	27	19	26	28	43	30	27	19	30	51	42	9	41	37	58	41	49	41	26	44	1	42	52	49	48	48	1	63	48	43	48	62	48	48	48	67	72	1	2	1	3	2	3	2	1	1	5	4	1	2	4	2	1	11	1	1	3	1	3	1	2	2	3	1	1	1	9	3	1	4	1	2	10	2	2	2	3	1	1	2	3	4	4	1	1	5	4	1	1	3	1	3	4	3	11	2	1	3	2	2	14	1	3	7	3	3	4	4	3	2	3
17500	-444.263214072220251	-451.118702023179651	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.323426012272724	1	2	4	5	7	11	10	12	14	12	13	14	13	16	16	19	16	17	17	17	16	20	18	18	19	19	18	18	19	21	19	21	20	20	19	22	20	22	23	22	23	24	23	24	25	25	24	24	25	25	26	28	27	27	24	26	29	28	28	31	31	30	30	30	32	32	33	33	34	34	34	34	38	39	0	1	1	1	1	1	5	5	6	1	2	4	1	5	1	8	1	12	1	15	12	29	9	1	19	9	15	18	6	7	13	26	23	28	17	17	31	26	27	12	17	38	15	37	13	41	19	36	27	28	41	51	33	48	36	16	58	47	50	54	62	48	37	1	58	48	42	61	64	66	66	62	69	48	1	1	1	2	2	4	2	2	2	5	6	3	5	4	8	3	9	2	8	1	1	1	2	6	1	3	1	1	2	6	4	1	1	2	1	3	1	1	3	5	2	2	4	4	5	1	2	1	4	3	1	1	4	2	1	5	1	1	2	2	1	3	5	13	2	4	4	2	2	1	1	1	2	7
18000	-444.339513317991702	-451.195001268951103	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.466721373825792	0	3	3	6	8	10	12	11	15	13	13	15	14	16	15	16	15	18	16	16	17	19	17	17	20	18	19	19	19	20	19	20	19	18	21	23	23	22	22	23	23	25	24	24	25	26	25	25	25	24	27	27	27	25	27	26	30	28	29	30	30	30	30	32	32	30	34	34	33	34	34	35	37	38	0	1	1	1	4	5	6	6	6	7	4	11	2	10	6	1	1	14	1	1	13	20	9	9	34	20	16	18	16	20	24	33	18	14	24	26	11	27	16	14	32	36	22	27	28	50	27	36	21	21	44	28	38	18	56	49	46	45	50	55	42	42	52	1	63	48	61	47	60	57	46	60	72	72	1	1	1	3	1	2	1	1	3	1	3	1	5	1	3	7	7	1	7	9	2	2	1	1	1	1	1	1	2	2	1	1	1	1	1	4	6	1	4	4	2	1	3	2	2	1	3	1	3	3	1	3	2	4	1	1	1	2	3	1	1	3	1	15	1	3	2	4	1	2	6	3	1	1
18500	-483.601300505887025	-490.456788456846425	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.292417925017998	1	3	5	4	6	10	11	11	14	12	13	14	14	16	17	20	15	17	17	16	17	20	18	18	18	18	18	18	18	19	19	21	20	19	21	23	22	22	20	22	22	24	24	24	26	24	25	25	25	26	26	26	26	28	28	26	29	28	26	31	31	29	30	32	31	31	33	34	35	34	34	35	37	41	0	1	1	1	1	1	6	3	8	5	6	7	3	4	6	1	7	13	5	9	6	14	6	11	9	14	9	6	21	15	20	31	27	25	24	21	18	31	7	23	39	16	18	40	16	33	7	36	38	41	44	43	46	22	52	38	50	11	43	46	42	36	25	1	56	36	32	42	62	28	55	48	72	49	1	1	2	2	3	4	1	3	1	3	2	1	5	5	3	8	2	2	6	1	3	2	4	3	2	1	1	4	1	1	1	1	1	1	2	3	3	2	4	2	1	3	3	1	2	2	8	2	1	2	1	1	1	4	2	2	2	10	1	2	4	2	6	16	2	4	3	6	2	11	2	4	1	7
19000	-495.793684826250228	-502.649172777209628	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.370963868541874	2	4	3	6	6	10	11	11	13	12	13	14	14	16	15	20	14	18	17	17	16	19	18	18	19	18	19	18	20	20	20	20	19	19	19	22	23	23	22	22	21	25	22	25	25	25	25	24	25	26	27	26	27	27	27	27	28	28	28	30	29	31	29	32	33	29	34	34	33	35	33	35	38	41	0	1	1	1	1	4	3	4	7	4	8	10	10	17	7	21	10	3	1	17	10	17	14	6	12	19	19	19	24	26	23	24	13	21	9	11	16	20	32	9	32	12	25	30	27	41	21	27	29	32	34	33	46	32	36	41	42	26	17	54	25	36	46	1	56	34	36	48	48	69	50	62	66	70	1	1	1	2	3	3	5	2	1	4	2	1	1	1	2	2	2	6	8	2	2	3	1	4	2	1	1	1	1	1	1	1	3	1	2	5	2	2	1	5	1	6	2	3	3	1	4	3	2	3	4	5	1	3	2	3	2	4	6	2	5	4	2	16	3	5	6	6	5	1	2	2	6	3
19500	-465.510184440043759	-472.365672391003159	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.380431210155443	1	3	4	6	7	10	11	12	14	12	13	14	14	16	17	20	16	17	16	16	18	18	18	18	19	17	18	18	19	21	20	20	18	20	21	22	22	23	22	21	22	23	24	24	25	25	25	24	25	24	25	26	24	27	27	25	30	28	28	30	30	30	31	32	31	32	34	34	33	35	34	35	36	40	0	1	1	1	1	5	2	5	6	6	8	5	8	1	17	5	1	5	6	8	14	17	17	9	13	11	26	14	26	27	19	15	11	12	24	1	20	21	19	19	25	14	14	18	27	23	39	12	40	1	21	50	16	49	45	17	58	45	39	59	26	54	61	1	51	18	25	42	66	71	60	49	56	67	1	1	2	2	4	2	4	2	2	1	1	3	1	6	1	5	9	4	2	2	1	2	2	2	2	3	1	1	1	2	2	2	3	3	1	11	2	3	3	3	1	2	4	4	4	4	1	7	2	10	4	1	3	1	1	4	1	1	2	1	7	2	1	15	4	7	6	5	1	1	2	6	5	3
20000	-484.427153175200488	-491.282641126159888	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.368989787153565	1	3	4	6	7	9	11	12	14	11	14	15	14	15	15	20	14	18	17	15	17	20	18	16	20	18	17	19	19	20	20	20	18	18	20	23	22	22	22	22	23	23	24	24	25	26	24	26	26	27	25	27	26	28	26	27	29	28	29	31	30	28	30	31	31	32	33	34	34	34	34	35	38	40	0	1	1	1	1	5	3	2	7	1	7	10	8	1	5	4	1	21	10	11	14	26	7	8	12	14	8	21	18	33	24	26	10	24	21	1	8	24	22	32	32	17	39	20	18	28	19	42	42	1	25	43	41	55	37	31	25	34	62	44	42	40	34	1	59	61	62	48	66	66	64	68	57	60	1	1	2	2	3	1	2	6	2	4	1	1	1	6	5	7	6	1	3	1	1	1	4	1	2	2	2	1	1	1	3	1	3	1	2	10	4	4	2	1	1	4	1	5	4	3	4	1	2	11	2	1	1	1	2	4	4	5	1	3	5	4	7	14	1	1	2	3	1	1	1	1	5	4
20500	-399.437564059514159	-406.293052010473559	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.439420774682634	1	3	4	6	7	9	10	11	14	12	13	14	14	17	17	19	15	16	17	17	16	19	18	18	20	18	18	17	19	18	20	21	19	18	20	23	22	22	23	21	22	24	24	24	25	24	25	25	26	27	26	27	26	26	27	26	29	28	28	30	29	30	29	32	31	33	34	34	34	35	34	36	37	40	0	1	1	1	4	4	1	6	8	6	7	10	4	4	17	6	1	6	6	11	13	19	1	18	18	18	21	18	14	15	16	15	28	9	23	21	20	23	30	11	16	36	33	1	43	41	17	40	37	32	41	48	41	40	47	46	23	45	44	48	1	42	50	1	53	52	54	42	62	66	62	68	48	67	1	1	1	3	1	2	4	1	2	2	1	2	5	6	1	5	6	4	4	2	1	1	7	1	2	1	1	1	1	1	1	2	1	2	1	4	2	3	3	5	2	1	2	8	1	1	4	2	2	3	2	1	2	2	1	1	5	1	3	1	13	4	1	15	2	2	5	6	2	1	2	1	8	4
21000	-471.764789076748684	-478.620277027708084	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.359963824579131	2	4	4	6	6	10	10	11	14	12	13	14	15	17	16	19	15	18	17	15	16	18	18	19	19	19	18	19	19	19	20	20	19	20	21	23	22	23	21	22	22	24	21	24	25	24	26	25	25	26	26	28	25	27	26	26	30	27	27	31	30	31	30	31	32	31	34	33	33	32	34	35	37	40	0	1	1	1	2	5	5	7	2	7	6	8	8	1	13	1	1	4	6	10	12	21	1	18	8	11	15	19	27	19	33	20	6	14	24	18	19	15	28	27	13	36	10	19	31	33	41	36	40	53	30	44	46	50	30	37	59	33	53	51	1	42	52	7	50	38	64	40	70	47	34	62	48	55	1	1	1	2	1	2	2	1	5	1	1	2	3	8	1	11	6	5	4	1	1	1	7	1	4	3	1	1	1	1	1	2	3	2	1	3	2	3	1	2	4	1	4	3	3	4	2	1	2	1	4	2	1	1	3	2	2	4	1	3	15	3	1	11	2	2	2	3	1	3	7	2	9	6
21500	-460.411582567196206	-467.267070518155606	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.321992285364867	1	3	4	5	8	11	12	10	15	11	12	15	13	16	15	19	15	17	17	17	17	19	18	17	19	17	19	19	19	19	20	20	20	20	18	23	21	23	22	22	22	25	24	24	26	26	25	22	25	24	26	28	26	27	27	24	29	28	28	31	27	30	30	31	32	33	31	33	33	34	33	36	38	39	0	1	1	1	1	1	8	4	11	1	4	13	6	1	6	1	6	15	1	8	10	24	1	1	20	13	12	20	18	19	16	23	26	18	8	33	26	12	27	10	33	33	32	34	11	27	25	23	26	23	19	31	50	49	43	30	41	47	56	54	1	48	39	1	63	38	62	62	61	60	59	68	13	64	1	1	1	3	3	4	1	3	1	5	3	1	2	7	4	8	2	1	8	3	3	1	10	8	1	2	2	1	1	1	1	1	2	1	4	1	1	3	1	5	1	3	2	2	6	5	4	3	2	3	4	4	1	1	2	3	3	2	2	3	12	4	3	13	1	6	1	1	3	2	4	2	16	5
22000	-509.608886724253921	-516.464374675213321	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.270795062888244	2	4	4	4	8	11	9	12	14	11	13	15	13	17	16	19	15	19	18	15	16	19	18	18	20	19	18	18	19	20	20	21	19	20	20	24	22	22	23	23	23	24	25	24	24	25	26	25	24	27	27	28	27	27	27	27	28	28	28	31	29	29	30	31	33	29	33	35	34	34	35	36	38	40	0	1	1	1	1	5	2	4	8	1	6	10	8	1	1	5	10	21	12	4	3	6	1	1	14	15	5	8	9	1	33	25	14	21	15	28	31	27	29	21	18	25	41	31	19	41	44	1	38	20	30	46	9	47	28	37	49	18	20	42	1	42	37	36	27	13	63	36	66	38	62	62	36	65	1	1	1	1	2	2	2	5	1	4	1	2	1	8	6	5	2	1	2	6	6	4	9	6	1	2	6	4	2	8	1	1	2	2	2	3	1	2	2	5	2	2	2	3	4	1	1	9	1	8	4	2	7	1	4	3	2	4	6	5	11	3	3	2	7	6	1	8	2	7	3	3	7	3
22500	-459.699605800901679	-466.555093751861079	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.305671274028359	2	4	4	5	8	10	12	11	13	13	13	14	15	17	16	18	16	17	17	16	17	20	17	18	19	19	18	18	19	18	21	20	19	19	21	20	22	22	22	23	22	25	22	23	24	24	26	25	24	26	25	27	25	27	28	26	29	28	27	29	29	30	30	32	31	33	33	32	34	35	34	35	37	39	0	1	1	1	1	1	8	4	5	1	2	10	7	8	13	18	6	8	1	5	11	1	7	1	8	11	13	11	21	1	5	16	12	27	28	28	21	22	18	36	7	40	19	28	13	25	39	1	37	46	41	51	1	16	24	39	42	34	18	54	59	40	7	61	14	61	57	28	62	59	65	40	62	43	1	1	1	2	4	4	1	3	3	5	3	1	2	4	1	1	3	3	6	6	2	8	2	7	3	4	1	2	1	8	6	1	3	1	1	1	3	2	2	1	3	1	2	3	5	2	3	10	1	1	2	1	10	4	6	2	1	3	6	1	1	3	9	1	6	3	2	5	2	3	1	6	3	7
