step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39
43000	-234.242368036756943	-232.659571869015252	-1.582796167741684	0.000203703623220	0.000050466862261	0.247746512622233	0.852376154636864	0	-1	2	4	2	3	5	7	7	7	6	7	8	7	9	8	9	6	10	10	11	12	12	11	16	13	14	16	16	18	18	19	22	24	24	26	26	26	28	2	0	1	1	2	3	5	6	7	7	5	6	18	7	10	7	7	5	13	14	10	16	24	14	27	23	22	27	22	29	29	0	0	33	33	34	35	35	36	1	1	1	1	1	1	2	2	1	1	2	2	1	1	1	2	2	2	1	2	2	2	1	2	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1
43500	-226.938668403115088	-225.535420134592101	-1.403248268522989	0.000166799485102	0.000066037148850	0.395907390299069	0.745544833244210	1	0	2	3	2	3	5	6	6	7	6	7	9	7	9	9	9	8	11	8	9	12	11	10	15	13	14	15	15	16	18	20	23	24	24	27	26	26	29	2	0	1	2	2	3	5	6	7	5	7	8	9	9	10	11	10	14	13	14	10	16	20	18	22	23	22	22	22	27	29	0	0	33	33	34	35	35	36	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	1	1	1	1	2	1	1	1	2	1	1	2	2	1	1	1	1	1	1	1	1	1	1
44000	-247.853005112972369	-246.406278904236871	-1.446726208735511	0.000189079458199	0.000064172547896	0.339394604296830	0.876653644600019	1	0	2	4	3	3	7	7	5	7	6	5	9	8	8	9	10	6	11	10	10	11	14	10	17	12	13	16	15	17	17	20	22	23	25	25	27	26	29	2	0	1	1	1	3	5	12	5	11	5	6	11	18	9	10	10	4	7	14	10	16	26	14	28	20	22	27	27	27	28	0	0	33	33	34	35	35	36	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	1	3	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	2	1	2
44500	-238.091066114868767	-236.608104961708023	-1.482961153160747	0.000144088984433	0.000044263042597	0.307192411486150	0.670577538952064	1	0	2	4	4	3	6	5	5	7	7	7	9	8	9	9	10	7	11	9	11	11	13	9	17	12	14	15	15	17	18	19	23	24	24	27	26	27	29	2	0	1	2	2	3	5	6	5	7	5	8	5	5	10	10	10	5	13	18	15	16	20	18	22	20	22	27	22	27	29	0	0	33	33	34	35	35	36	1	1	1	2	2	1	1	1	1	1	1	1	2	3	1	1	2	2	1	1	1	1	2	1	2	2	2	1	3	2	2	1	1	1	1	2	2	1	1
45000	-241.233395146262637	-239.679599455562055	-1.553795690700592	0.000203941890939	0.000053452697420	0.262097684660363	0.741543102527081	2	0	1	3	3	3	6	4	6	8	7	6	8	6	9	8	10	7	10	9	11	11	12	10	14	12	14	16	16	15	17	20	22	23	24	25	27	26	30	3	0	2	2	2	3	5	6	5	7	5	8	7	5	10	7	15	5	13	14	10	15	20	9	22	18	22	25	27	27	28	0	0	33	33	34	35	35	36	1	1	1	1	1	1	2	1	2	1	2	1	1	1	1	1	1	2	1	1	2	1	2	2	1	3	1	1	1	1	1	1	1	1	2	1	1	2	3
45500	-219.133803208534459	-217.657444623570939	-1.476358584963510	0.000178171503709	0.000055667524312	0.312437865500699	0.847465932481956	1	0	2	2	4	4	5	6	7	7	8	6	8	8	9	9	10	7	12	9	11	10	14	11	13	12	14	15	15	17	18	20	23	24	25	26	27	26	29	2	0	1	2	4	3	2	6	5	7	5	6	7	18	10	10	15	7	13	14	15	16	26	14	22	20	22	25	25	25	29	0	0	33	33	34	35	35	36	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	2	2	1	1	2	1	1	1	1	1	1	1	1	1
46000	-241.620375131064264	-240.259291921035384	-1.361083210028872	0.000146554974974	0.000081197699613	0.554042601606831	0.814058741626894	1	0	2	4	3	3	5	6	6	7	7	8	7	8	9	9	9	8	11	9	11	11	11	10	14	12	14	15	12	16	18	19	22	24	24	26	26	27	28	2	0	1	2	2	3	5	6	7	9	5	8	9	5	10	7	7	9	18	14	17	17	20	18	29	23	29	25	22	27	28	0	0	33	33	34	35	37	34	1	1	1	2	2	1	1	2	1	1	1	1	1	2	1	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
46500	-250.619219483046948	-249.044072308910472	-1.575147174136468	0.000249289801808	0.000062661229460	0.251358976605226	0.696772130545746	1	-1	2	2	4	3	5	7	6	8	7	8	8	8	7	9	10	7	11	9	11	12	11	9	16	12	14	15	15	17	19	20	22	23	23	25	26	27	29	2	0	1	2	4	4	1	6	5	5	4	6	5	18	5	11	9	7	7	7	16	17	20	18	27	23	22	27	10	27	30	0	0	33	33	34	35	35	36	1	1	1	1	1	1	2	2	1	2	2	2	3	1	2	1	2	1	3	2	1	1	1	1	1	1	1	1	4	2	1	1	1	1	1	1	2	2	3
47000	-204.251862289876897	-202.750332470770644	-1.501529819106240	0.000214677089915	0.000063026228774	0.293586189373487	0.918240221772632	1	0	2	3	3	4	5	6	6	7	7	7	9	7	8	9	10	8	11	10	11	11	14	11	15	12	15	16	13	17	17	20	21	23	23	26	26	25	29	2	0	1	2	2	3	5	6	7	7	7	8	9	9	10	10	10	14	13	18	15	16	26	14	29	20	29	29	22	27	25	0	0	33	33	34	38	35	36	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1
47500	-232.894581283481529	-231.526538377871333	-1.368042905610202	0.000186581198506	0.000091492211430	0.490361366328621	0.702064830574884	1	0	2	3	4	4	7	7	6	6	7	6	8	7	9	8	9	8	11	10	11	12	12	10	16	13	15	15	16	14	18	20	23	24	25	27	26	26	29	2	0	1	1	4	3	5	12	5	5	5	6	14	5	7	10	5	9	13	18	17	16	7	18	30	23	22	30	30	22	28	0	0	33	33	34	35	35	34	1	1	1	1	1	1	2	1	1	1	2	1	1	2	1	1	2	1	1	2	2	2	2	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	2
48000	-236.997510463105357	-235.363430672472646	-1.634079790632708	0.000267872128785	0.000060578687212	0.226147779864236	0.717758801075137	1	0	2	3	3	4	5	7	7	7	8	6	7	7	9	9	9	9	11	9	11	12	14	11	17	12	14	16	15	17	18	20	22	23	24	26	26	27	28	2	0	1	2	2	3	4	6	5	7	5	6	7	7	10	9	9	14	13	4	10	16	26	18	27	18	22	29	22	27	22	0	0	33	33	34	35	35	36	1	1	1	1	2	1	1	1	2	1	2	1	1	1	1	1	1	1	2	3	2	2	1	1	2	1	1	1	2	2	3	1	1	1	1	2	1	1	1
48500	-238.299542676411392	-236.815119300520536	-1.484423375890858	0.000204067520739	0.000062457271895	0.306061795964358	0.885948866697897	2	0	1	4	2	2	6	7	5	7	8	8	9	6	10	9	9	8	11	9	12	11	11	9	15	12	14	14	16	17	18	21	22	23	24	26	25	26	29	3	0	2	2	2	3	5	6	5	9	9	8	5	5	10	10	10	7	13	14	15	16	14	14	22	23	22	22	27	25	29	0	0	33	33	34	35	35	36	1	1	1	2	1	1	1	1	2	1	1	1	3	2	2	1	1	1	1	1	1	1	2	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	2
49000	-268.018413373752253	-266.410014231227137	-1.608399142525114	0.000250317746520	0.000059184460146	0.236437332026865	0.734302008430480	2	-3	0	3	4	3	5	7	6	7	7	7	7	7	9	7	9	9	12	9	11	11	13	12	16	11	13	15	16	17	18	20	22	24	24	26	26	26	28	3	0	2	3	4	1	5	6	7	6	7	6	7	5	5	7	10	14	15	14	15	16	20	9	17	20	22	27	22	29	27	0	0	33	33	34	35	35	34	1	1	1	1	1	1	1	2	1	3	1	2	1	1	2	1	1	1	2	1	1	2	2	2	2	1	2	1	2	1	3	1	1	1	1	1	1	1	4
49500	-242.986414399774134	-241.546828689092536	-1.439585710681596	0.000214701417439	0.000074489525247	0.346944729732294	0.697068113433529	2	0	1	2	4	3	5	7	6	7	7	5	8	6	9	8	10	8	11	9	11	10	11	11	17	12	15	16	14	17	18	20	23	24	24	27	26	26	28	3	0	2	2	2	3	5	12	7	7	5	6	9	5	10	10	11	14	13	14	10	16	14	14	22	23	22	22	22	27	27	0	0	33	33	34	35	35	34	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	1	2	1	2	2	6	1	2	2	2	2	1	1	1	1	1	2	1	1	2
50000	-278.076747834434229	-276.588877377303163	-1.487870457131078	0.000212190232458	0.000064386750273	0.303438803600701	0.604723299112763	2	-1	1	2	3	4	4	6	6	7	7	8	9	6	9	8	9	7	11	10	11	10	13	11	17	12	14	15	15	16	18	21	23	24	25	26	27	27	27	2	0	2	2	2	1	2	6	7	1	5	6	9	5	2	10	10	5	15	14	17	16	15	18	5	15	22	15	22	22	22	0	0	33	33	34	35	35	36	1	1	2	1	3	1	2	1	1	2	1	2	1	1	4	1	1	2	1	2	1	1	1	2	4	2	2	3	3	2	4	1	1	1	2	1	1	1	1
50500	-234.707084359046860	-233.037596174339598	-1.669488184707275	0.000227632072059	0.000048575310263	0.213393964317642	0.733373617999903	2	0	1	4	3	4	5	6	6	7	7	8	9	7	8	8	9	8	11	9	10	12	12	11	16	11	15	15	16	17	18	19	22	24	24	26	26	26	28	3	0	2	2	2	3	5	6	7	5	4	8	7	4	9	4	15	9	10	14	4	16	26	18	28	20	22	22	27	22	25	0	0	33	33	34	35	35	34	1	1	1	2	1	1	1	1	1	2	2	1	2	2	1	2	1	1	2	1	3	2	1	1	1	1	2	1	1	2	1	1	1	2	1	1	1	1	2
51000	-257.514065329570940	-256.058501106470544	-1.455564223100384	0.000203994102830	0.000067457475403	0.330683458330033	0.740912621901189	2	0	1	4	3	3	6	7	5	7	7	5	8	7	10	8	8	7	11	9	12	11	12	11	14	11	14	16	15	18	18	17	22	23	24	26	25	26	28	3	0	2	1	2	3	5	6	5	5	9	6	9	5	16	10	7	7	9	7	15	10	20	7	22	20	22	25	27	27	28	0	0	33	33	34	35	35	36	1	1	1	1	2	1	2	3	1	2	1	1	2	3	1	1	1	1	3	2	1	2	2	2	1	2	2	1	1	2	1	1	1	1	2	1	1	2	1
51500	-236.664627494803995	-235.195385313829689	-1.469242180974312	0.000176990159948	0.000056347884454	0.318367328840123	0.819488263741220	2	0	1	2	2	3	5	6	6	7	7	6	8	7	9	8	9	8	10	8	11	11	10	10	16	12	14	13	16	18	18	20	23	23	24	27	26	26	29	3	0	2	2	2	3	5	6	5	7	7	6	9	9	10	10	10	14	13	14	10	10	20	14	10	23	22	22	27	25	29	0	0	32	33	34	35	35	36	1	1	1	1	1	1	1	2	2	2	1	2	1	1	1	1	1	1	1	1	2	1	1	2	3	1	1	2	1	1	1	1	1	2	1	2	1	1	1
52000	-232.854538486530771	-231.443980695203948	-1.410557791326836	0.000195874047115	0.000075246760925	0.384158912490596	0.716648033649192	2	0	1	3	3	3	6	6	5	7	8	6	8	7	9	8	8	8	10	9	11	11	14	11	16	11	13	15	16	17	19	20	22	23	24	25	26	26	30	3	0	2	2	2	3	9	6	5	7	9	6	7	5	10	10	10	9	13	14	10	16	26	14	22	20	22	22	27	29	28	0	0	33	33	34	35	35	36	1	1	1	1	2	2	1	2	1	1	1	2	1	2	1	1	1	1	1	1	2	2	1	1	2	1	1	2	1	1	2	1	1	1	1	2	1	1	2
52500	-229.528526024654013	-228.049795102262806	-1.478730922391220	0.000185720869044	0.000057671164903	0.310526034040837	0.771886556667104	2	0	1	3	4	3	6	5	5	7	7	7	9	6	9	9	8	7	11	10	11	11	13	12	16	13	14	15	16	18	17	20	22	24	24	26	26	26	30	3	0	2	2	2	3	2	6	5	5	9	8	5	5	10	10	7	14	13	18	15	16	20	20	27	20	22	22	27	28	25	0	0	33	33	34	35	35	34	1	1	1	1	2	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	2	1	2	1	1	1	1	2	1	1	1	3
53000	-238.520066104771161	-236.982256047110042	-1.537810057661107	0.000241646723092	0.000065450843279	0.270853427853554	0.707271781524262	2	0	1	4	3	2	7	6	5	8	7	6	8	7	9	8	8	8	11	10	11	12	13	12	15	11	14	16	15	17	17	19	21	24	25	26	27	26	29	3	0	2	2	2	3	5	6	5	4	9	6	7	5	14	7	14	14	13	18	15	7	26	7	22	20	22	25	22	27	29	0	0	33	34	34	35	35	36	1	1	1	2	1	1	2	2	1	2	1	2	1	2	1	1	1	1	1	1	1	2	1	2	2	1	1	1	2	1	1	1	1	2	1	1	1	1	2
53500	-226.166952745791832	-224.663133222074549	-1.503819523717283	0.000201741955561	0.000058911227669	0.292012771983120	0.701254724782937	1	0	2	2	3	4	7	6	6	7	8	7	8	7	8	9	8	8	12	10	11	11	14	11	16	12	15	16	14	18	18	20	22	23	24	27	26	25	29	2	0	1	2	2	3	5	6	5	5	7	8	5	9	9	15	7	14	10	14	10	16	20	20	29	20	22	29	22	25	27	0	0	33	33	34	35	35	36	1	1	1	1	1	1	2	1	2	2	1	1	3	1	1	1	1	1	2	2	2	1	3	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	2
54000	-239.540186509621719	-238.086274413567736	-1.453912096053976	0.000171406434802	0.000056952023972	0.332263045070236	0.769513725138589	1	0	2	3	3	3	6	7	6	7	7	5	8	8	10	8	9	7	11	10	11	11	12	12	16	13	14	15	15	17	18	20	22	24	24	27	27	26	29	2	0	1	2	2	3	5	12	5	5	7	6	5	7	13	10	13	5	13	14	10	13	20	14	27	23	15	22	27	28	28	0	0	33	33	34	35	35	36	1	1	1	1	1	1	1	1	2	2	1	1	3	1	1	1	1	2	2	1	2	2	1	2	1	1	2	2	1	1	2	1	1	1	1	2	2	1	1
54500	-229.346604677274996	-227.863372169846741	-1.483232507428268	0.000226903808017	0.000069655332743	0.306981770607874	0.864889500075090	2	-1	1	3	4	2	5	5	6	7	7	7	8	7	9	9	7	8	9	10	9	10	12	12	16	13	14	16	15	17	19	21	22	24	24	26	26	26	29	3	0	2	2	4	3	4	4	5	7	7	6	7	4	10	10	5	5	13	14	17	16	20	14	29	23	22	29	27	25	28	0	0	33	33	34	35	35	36	1	1	1	2	1	1	1	1	1	1	2	2	1	2	1	1	1	2	1	1	1	1	1	3	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1
55000	-247.914052058693500	-246.207483873649295	-1.706568185044192	0.000189394325435	0.000038164132159	0.201506207068265	0.648932875993257	1	-1	0	2	4	4	6	7	7	6	6	7	8	7	9	8	9	9	11	9	10	10	12	11	14	13	15	15	15	17	18	21	22	24	23	26	25	25	27	3	0	2	2	2	3	5	6	5	5	5	6	7	5	10	10	10	14	13	14	17	16	18	9	22	23	25	25	22	29	28	0	0	33	33	34	35	35	36	1	1	1	1	3	2	1	2	2	1	1	2	1	1	2	1	1	2	1	1	1	1	1	2	2	1	1	1	3	1	2	1	1	2	1	1	1	1	1
55500	-260.522315706677489	-258.777306170157601	-1.745009536519874	0.000249503158724	0.000047525831248	0.190481882036482	0.661021988383765	2	0	1	3	4	3	6	5	6	7	7	8	9	8	7	8	10	8	11	10	10	12	13	11	15	13	14	15	15	16	18	20	22	24	24	25	27	26	29	3	0	2	2	2	3	5	6	5	4	7	6	10	10	5	5	16	9	13	14	10	10	20	18	22	20	22	16	22	22	25	0	0	32	33	33	35	35	34	1	1	1	2	2	1	1	2	1	2	1	2	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	4	1	3	1	1	1	3	1	2	2	2	2
56000	-238.925775956473842	-237.520225871484342	-1.405550084989511	0.000193446994285	0.000075844135691	0.392066756952274	0.897394022130374	1	0	2	3	4	4	6	6	7	7	6	7	7	8	8	8	8	9	11	9	12	10	13	10	13	11	15	13	12	17	18	20	24	23	24	26	26	27	28	2	0	1	2	4	3	5	6	7	5	5	6	7	10	7	11	7	9	10	14	17	16	26	14	29	14	25	29	22	27	28	0	0	32	32	34	35	35	36	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	2	1	1
56500	-253.008666151018247	-251.622930139906401	-1.385736011111859	0.000209839947921	0.000090456961480	0.431075981366151	0.648295292106141	2	0	1	3	3	3	6	6	6	5	7	5	8	8	10	8	8	9	11	10	10	12	13	12	16	13	14	15	15	18	17	21	22	23	24	26	27	25	28	3	0	2	2	2	3	4	12	5	5	10	6	7	9	17	5	10	14	13	16	9	16	24	14	22	20	22	27	22	25	22	0	0	33	33	34	35	35	36	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	2	2	2	2	1	1	1	2	1	1	1	1	2	2	1	2
57000	-245.649818853981031	-244.039523866695333	-1.610294987285710	0.000235623402682	0.000055523218014	0.235643902015599	0.775720017456528	2	0	1	3	3	3	5	5	7	6	7	7	9	7	10	8	9	9	10	9	12	10	13	11	14	12	15	16	13	18	16	17	22	24	24	26	26	27	29	3	0	2	2	2	3	5	6	7	2	4	8	7	7	17	7	9	7	9	14	16	16	20	13	16	18	29	25	22	27	25	0	0	33	33	34	35	35	36	1	1	1	2	2	1	1	1	1	2	2	1	2	1	1	1	1	3	2	1	2	1	2	1	2	1	1	1	1	2	1	1	1	1	1	1	1	2	2
57500	-229.872858096237934	-228.273804722222565	-1.599053374015378	0.000204187871620	0.000049093677471	0.240433856728956	0.765317132321477	2	0	1	3	3	3	6	6	7	7	7	7	9	6	9	7	9	9	11	10	11	11	14	10	16	12	14	15	13	18	18	21	23	24	24	26	27	27	29	3	0	2	3	2	2	4	6	7	7	5	6	9	5	10	7	10	14	13	18	15	16	20	18	29	20	22	29	22	25	25	0	0	33	33	34	35	35	36	1	1	1	1	1	1	1	1	1	1	3	2	1	1	1	1	1	2	1	1	1	2	2	1	2	1	1	1	1	2	1	1	1	1	1	1	2	2	2
58000	-212.638177815752584	-211.229634798965009	-1.408543016787589	0.000186022979481	0.000072041319818	0.387271078116496	0.795922894978093	2	0	1	2	3	3	5	6	5	7	6	8	8	7	9	9	9	8	11	10	10	11	11	11	16	13	14	15	13	16	17	20	23	24	24	26	27	26	29	3	0	2	2	2	3	5	6	5	7	5	8	9	9	10	10	10	14	13	18	10	16	20	14	29	23	29	29	22	27	28	0	0	33	33	34	35	35	36	1	1	1	1	2	1	1	2	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1
58500	-252.144656960440017	-250.576670657631155	-1.567986302808872	0.000251963839132	0.000064212676064	0.254848776256126	0.642452083765074	2	0	1	3	4	3	5	6	7	6	7	4	9	6	9	9	7	9	10	9	10	11	12	12	14	13	15	15	13	16	16	20	23	24	24	26	27	26	28	3	0	2	2	2	3	4	6	7	7	7	6	9	5	10	10	10	14	7	5	7	5	19	18	29	23	25	25	22	22	29	0	0	33	33	34	35	35	34	1	1	1	2	2	1	1	2	1	1	1	1	1	1	1	2	1	2	2	3	2	2	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2
59000	-242.099188563227045	-240.732422570534737	-1.366765992692321	0.000181575066593	0.000090287116296	0.497244021386195	0.802073450200144	0	-1	1	2	3	3	4	6	5	7	8	8	7	8	8	9	10	8	10	9	9	12	13	12	16	11	14	14	16	17	16	20	22	24	24	26	26	26	29	2	0	1	2	4	3	5	6	7	7	2	8	9	9	10	15	7	9	13	18	15	16	18	18	28	20	22	22	27	27	28	0	0	33	33	34	35	35	36	1	1	1	2	1	1	1	1	1	1	3	1	1	2	1	1	3	1	2	1	1	2	3	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2
59500	-249.391069776056810	-247.875366563910262	-1.515703212146539	0.000153020284476	0.000043483838169	0.284170417782340	0.757150598639840	0	-1	1	3	2	3	5	6	5	6	7	7	8	7	9	8	7	9	11	9	11	11	11	11	16	13	13	15	15	17	18	20	22	24	24	27	27	26	29	2	0	1	5	2	3	5	6	5	5	9	6	10	5	11	5	10	14	13	14	16	15	20	18	29	23	16	22	27	27	29	0	0	33	33	34	35	35	36	1	1	1	1	2	1	2	2	1	3	1	2	1	2	1	3	1	1	1	1	1	1	1	1	1	1	3	2	1	2	2	1	1	1	1	1	2	1	1
60000	-211.493755121936658	-210.015707791449842	-1.478047330486804	0.000234860148237	0.000073058825085	0.311073741683754	0.933108435806975	1	0	2	4	2	3	4	5	5	7	7	7	9	6	9	9	8	8	11	9	11	11	11	11	16	13	13	16	14	16	18	19	23	24	24	26	26	26	29	2	0	1	1	2	3	2	6	7	9	9	6	9	9	10	10	10	14	13	14	15	16	20	18	27	23	22	29	22	27	25	0	0	33	33	34	35	35	36	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	2
60500	-257.328318057181264	-255.901881996008001	-1.426436061173248	0.000248070959497	0.000089876081754	0.362299891674811	0.686931035543049	1	0	2	3	3	4	5	6	6	6	7	8	7	7	8	8	9	8	12	10	12	11	12	11	16	12	15	15	15	17	18	19	21	24	24	27	25	27	28	2	0	1	2	2	3	5	6	5	5	9	8	9	5	5	5	15	7	16	18	15	17	20	10	28	18	22	22	22	29	25	0	0	33	33	34	35	35	36	1	1	1	2	1	1	1	1	1	2	1	2	1	2	2	3	1	2	2	1	2	1	1	2	1	2	3	2	2	1	1	1	1	2	2	2	1	1	1
61000	-230.555553613386280	-229.042325485347874	-1.513228128038414	0.000210048222856	0.000060023575376	0.285760929370283	0.900753824534889	1	0	2	2	4	3	7	5	6	8	5	8	8	6	9	8	7	8	11	9	11	10	14	12	16	11	13	15	14	18	18	21	22	24	24	26	26	27	29	2	0	1	2	2	3	9	6	5	17	5	8	9	5	16	5	5	14	13	14	16	16	26	13	29	20	22	29	27	28	28	0	0	33	33	34	35	35	36	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	2	1	1	2	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1
61500	-242.669509612555657	-241.235930705253423	-1.433578907302240	0.000217256931124	0.000076844607732	0.353703825853543	0.752225553122653	1	0	1	3	4	3	6	6	6	8	8	7	8	8	9	9	8	9	11	9	12	11	13	11	15	12	15	15	13	17	19	21	22	23	24	25	26	26	30	2	0	2	3	1	3	5	6	5	4	5	6	7	9	11	17	7	14	9	14	19	10	20	14	22	10	29	29	15	27	25	0	0	33	33	34	35	35	36	1	1	1	1	1	2	1	2	1	2	2	2	1	1	1	1	1	1	3	1	1	1	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2
62000	-236.231741942430716	-234.562647299563423	-1.669094642867301	0.000201851554587	0.000043100889357	0.213527656229376	0.722753826584579	0	-1	2	4	4	3	6	5	6	7	7	7	7	6	9	8	10	8	11	9	10	12	11	11	16	12	14	13	15	17	18	21	22	23	24	25	27	26	29	2	0	1	2	2	3	5	6	5	5	4	6	5	5	10	10	11	14	5	14	10	16	20	14	27	23	22	22	22	25	25	0	0	33	32	34	35	35	36	1	1	1	2	2	1	1	1	1	2	2	2	2	1	1	1	2	1	3	2	2	2	1	2	1	1	1	1	2	1	1	1	1	1	1	1	2	1	2
62500	-221.163901793917518	-219.665646009075260	-1.498255784842266	0.000221912210083	0.000065657919193	0.295873395917219	0.849763960923747	1	0	2	2	4	4	7	6	6	7	7	7	9	8	9	8	7	7	11	9	11	11	11	11	16	13	13	16	15	17	18	19	21	23	24	26	25	26	28	2	0	1	2	4	3	9	6	5	5	5	8	17	18	17	17	5	9	13	18	15	16	20	14	29	23	22	27	22	27	28	0	0	33	33	34	35	37	36	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	2	1	2	1	1	1	1	2	2	1	1	1	1	1	1	1	1	2
63000	-224.031561823135490	-222.569120502371561	-1.462441320763923	0.000206185169803	0.000066871819999	0.324328951801327	0.852566585124252	2	0	1	4	3	3	5	6	6	7	7	5	9	7	10	8	10	8	11	9	12	11	12	12	15	13	15	15	13	17	17	19	23	24	24	27	27	26	30	3	0	2	1	2	3	5	12	7	4	2	6	9	9	10	10	10	14	13	14	17	16	20	18	29	23	29	29	22	27	25	0	0	33	33	34	35	35	36	1	1	1	1	1	1	1	1	1	1	3	1	1	1	2	1	1	1	2	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1
63500	-245.700294588740519	-244.297230787016446	-1.403063801724076	0.000187495271421	0.000074289617661	0.396221286531162	0.748472046303844	2	0	1	2	3	4	6	7	5	8	7	5	8	7	9	9	7	6	12	9	11	11	11	11	17	13	14	16	14	18	17	19	22	24	24	26	26	26	28	3	0	2	2	2	3	5	12	5	17	7	6	7	7	10	7	7	5	13	7	15	10	20	7	28	20	22	29	22	27	28	0	0	33	33	34	35	35	36	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	2	1	2	2	1	1	1	1	2	1	3	1	1	3	2	1	1	1	1	1	1	1	1	1
64000	-257.875133131336497	-256.423065499777181	-1.452067631559325	0.000192057150672	0.000064157118080	0.334052222768468	0.694311798092260	2	0	1	3	2	3	5	6	6	7	7	8	9	6	10	9	10	9	11	8	11	11	14	11	16	10	14	15	15	17	17	20	22	24	25	26	27	26	30	3	0	2	2	2	3	4	6	7	7	7	8	10	5	7	7	7	14	9	14	16	16	26	20	27	9	22	22	22	28	25	0	0	33	33	34	35	35	36	1	1	1	1	2	2	2	2	1	2	1	1	1	1	2	2	2	2	2	1	1	1	2	2	1	3	1	2	2	1	1	1	1	1	1	1	1	1	2
64500	-203.333684818729751	-201.864703904604255	-1.468980914125507	0.000188943149091	0.000060195555418	0.318590833842997	0.873111985812488	2	0	1	4	3	3	5	6	6	7	7	7	8	7	9	8	10	8	10	10	11	11	14	11	14	12	15	15	16	17	18	20	22	24	24	26	26	26	29	3	0	2	1	2	3	5	6	5	7	7	6	9	9	10	10	15	14	13	14	15	16	26	14	22	20	22	25	25	27	30	0	0	33	33	34	35	35	34	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2
