step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11
44500	-53.737420469695600	-52.336770148364572	-1.400650321331029	0.000092913811309	0.000037204254193	0.400416834358836	0.895210186009181	1	3	4	2	5	4	4	5	6	7	8	0	1	4	1	1	4	4	2	6	6	8	1	1	1	1	2	2	1	1	1	1	2
45000	-42.489509152142418	-41.126925576371811	-1.362583575770609	0.000063201514006	0.000038776358956	0.613535285764056	0.956049528870628	1	3	4	2	4	4	4	6	6	7	8	0	1	4	1	2	4	4	5	6	6	8	1	1	1	1	1	1	1	1	1	1	1
45500	-42.035599326797261	-40.674641104134004	-1.360958222663258	0.000061853464996	0.000035949749982	0.581208344340277	0.993102057691391	1	3	5	3	4	4	4	5	5	7	8	0	1	4	1	1	4	4	5	6	6	8	1	1	1	1	1	1	1	1	1	1	1
46000	-49.961521761354881	-48.584394542649768	-1.377127218705112	0.000060988157697	0.000043546938233	0.714022850958576	0.937744122878570	0	2	5	3	5	4	5	4	6	7	8	0	1	4	2	8	4	4	2	6	6	8	1	1	1	1	1	1	1	1	1	2	2
46500	-52.354182556931477	-50.902337270994103	-1.451845285937376	0.000080585012685	0.000026937134002	0.334269774299323	0.868626079177469	1	3	5	2	4	3	4	5	5	5	9	0	1	4	1	1	4	4	2	6	6	8	1	1	2	1	2	1	1	1	1	1	2
47000	-43.805685700180781	-42.302172476448312	-1.503513223732468	0.000079080796656	0.000023109150975	0.292222030538935	0.920943378069784	0	2	5	3	4	5	5	5	6	7	6	0	1	4	2	2	4	4	5	6	6	8	1	1	1	1	1	1	1	1	1	1	1
47500	-49.286499098540979	-47.888919686166375	-1.397579412374605	0.000072098656554	0.000029272885818	0.406011529448029	0.967078543409369	1	3	6	3	3	4	4	5	5	8	9	0	1	4	1	1	4	4	5	6	3	8	1	1	2	1	1	1	1	1	1	1	2
48000	-50.497016145575827	-49.065843477788547	-1.431172667787279	0.000050731601238	0.000018087216417	0.356527607565640	0.848068730752632	0	2	4	2	4	4	4	6	6	8	9	0	1	4	1	2	4	4	5	6	6	8	1	1	1	1	1	1	1	1	2	2	1
48500	-44.121417371514873	-42.621672894307174	-1.499744477207701	0.000088001711450	0.000025945357060	0.294827869056206	0.974217874525364	1	2	5	3	5	5	5	4	6	7	7	0	1	4	1	8	4	4	2	6	6	8	1	1	1	1	1	1	1	1	1	1	1
49000	-48.628291971588688	-46.728556126292993	-1.899735845295698	0.000128785535823	0.000020043995707	0.155638562814942	0.872964050747726	0	2	4	3	4	4	5	6	6	6	8	0	1	4	2	2	4	3	5	6	3	8	1	1	1	1	1	1	1	1	1	1	2
49500	-50.313270800094863	-48.854538695304726	-1.458732104790134	0.000084109880397	0.000083324304181	0.990660119692157	0.861407272146484	1	2	5	3	3	5	5	4	6	7	8	0	1	4	2	2	4	4	5	6	7	8	1	1	1	1	1	1	1	1	1	1	2
50000	-46.824065800620346	-45.220676560463026	-1.603389240157322	0.000063274076239	0.000015094778020	0.238561807884552	0.906288499493245	1	3	5	2	4	4	4	6	5	8	7	0	1	4	1	2	4	4	5	6	6	8	1	1	1	1	1	1	1	1	1	2	1
50500	-49.363913306791368	-47.968132409718677	-1.395780897072689	0.000100308039902	0.000041069627698	0.409435053636737	0.689372369447624	0	2	5	2	4	4	4	5	5	8	9	0	1	4	1	2	4	4	5	6	6	5	1	1	1	1	1	1	1	1	1	2	2
51000	-51.739337883750380	-50.361791445806823	-1.377546437943556	0.000029477325822	0.000021108279136	0.716085280695573	0.625699826940558	1	3	5	3	5	4	5	6	6	6	8	0	1	4	1	2	4	4	5	6	6	8	1	1	1	1	1	1	1	1	1	1	2
51500	-47.420693395125610	-46.032137545748171	-1.388555849377442	0.000114128948923	0.000048447837355	0.424500863382597	0.913529338730089	1	3	4	2	4	4	5	5	6	6	8	0	1	4	1	2	4	3	2	6	6	8	1	1	1	1	1	1	1	1	1	1	2
52000	-52.153475881762006	-50.121516056045223	-2.031959825716780	0.000070458281814	0.000009434035157	0.133895333723553	0.822203563535541	0	2	4	2	4	4	4	5	6	6	8	0	1	4	1	1	4	4	5	6	6	8	1	1	1	1	1	1	1	1	1	2	2
52500	-51.386862953112221	-49.998083943528911	-1.388779009583311	0.000043306812109	0.000033159639185	0.765691067292281	0.974896406980084	1	2	3	4	4	4	4	6	6	6	8	0	1	1	3	1	3	3	5	6	6	8	1	1	1	1	1	1	1	2	1	1	1
53000	-49.162746449792351	-47.620381567610956	-1.542364882181399	0.000163666753893	0.000043910163718	0.268290063029728	0.917192515730441	1	3	4	3	3	5	4	5	6	6	9	0	1	4	1	1	3	4	5	6	3	8	1	1	1	1	1	1	1	1	1	1	2
53500	-57.324474552513919	-55.610769586387036	-1.713704966126884	0.000166874462255	0.000033269243698	0.199366896820964	0.674233176516586	1	3	5	2	4	3	3	3	6	6	8	0	1	6	1	1	4	4	1	6	6	8	1	1	1	1	2	1	1	1	2	1	2
54000	-42.269891410632596	-40.890515468766480	-1.379375941866115	0.000075653989553	0.000033884003823	0.447881255484553	0.825966459410285	1	2	5	3	4	4	5	6	6	6	8	0	1	4	1	1	4	4	5	6	6	8	1	1	1	1	1	1	1	1	1	1	1
54500	-42.049164278322529	-40.407791507456238	-1.641372770866290	0.000119527461773	0.000026701749466	0.223394264966925	0.887475960021912	1	2	5	3	4	5	5	5	6	7	7	0	1	4	2	2	4	4	5	6	6	8	1	1	1	1	1	1	1	1	1	1	1
55000	-40.149893272247866	-38.539052394698331	-1.610840877549535	0.000115523030186	0.000027196026696	0.235416493591713	0.993792199920754	1	2	5	3	4	5	5	6	6	7	8	0	1	4	1	1	4	4	5	6	6	8	1	1	1	1	1	1	1	1	1	1	1
55500	-50.539888346457275	-48.978246761158331	-1.561641585298942	0.000041149508182	0.000051773565009	1.258181866492757	0.916436279647984	1	2	4	3	4	4	4	5	6	7	9	0	1	4	1	2	4	4	5	6	6	8	1	1	1	1	1	1	1	1	1	2	2
56000	-46.287405752791649	-44.923670712027985	-1.363735040763664	0.000054594920360	0.000028281140569	0.518017800606169	0.775560580561822	1	2	5	3	4	4	4	6	6	7	9	0	1	4	1	1	4	4	5	6	6	8	1	1	1	1	1	1	1	1	1	2	1
56500	-46.206890175358126	-44.838497949452794	-1.368392225905330	0.000093244021175	0.000045559275740	0.488602648900340	0.794324766397978	1	2	5	3	5	4	4	6	5	7	8	0	1	4	1	2	4	4	5	6	6	8	1	1	1	1	2	1	1	1	1	1	1
57000	-49.004061061750598	-47.625986342866270	-1.378074718884329	0.000092027833367	0.000041573520867	0.451749425642713	0.795273951265201	1	2	6	3	4	4	5	4	5	6	8	0	1	4	1	1	4	4	2	6	6	8	1	1	2	1	1	1	1	1	1	1	2
57500	-43.780493255863433	-42.396608014351671	-1.383885241511761	0.000048627617393	0.000036237568675	0.745205515262274	0.972438055748106	1	3	5	2	5	4	4	6	5	7	8	0	1	4	1	2	4	4	5	6	6	8	1	1	1	1	1	1	1	1	1	1	1
58000	-47.410421624532056	-45.902725415538789	-1.507696208993265	0.000107181301170	0.000031017855767	0.289396148656376	0.989139865699809	1	3	6	3	5	4	5	4	5	7	8	0	1	4	1	8	4	4	2	6	6	8	1	1	1	1	1	1	1	1	1	1	1
58500	-41.563789771557552	-39.610873311439249	-1.952916460118306	0.000100684949445	0.000014720665949	0.146205227598554	0.951154827694675	1	2	5	2	4	4	4	6	6	6	8	0	1	4	1	2	4	4	5	6	6	8	1	1	1	1	1	1	1	1	1	1	1
59000	-47.905614925268658	-46.544782066005872	-1.360832859262783	0.000062714129457	0.000035789077631	0.570670085681796	0.811314823901431	1	3	4	3	4	4	5	6	5	7	8	0	1	4	1	1	4	4	5	6	6	8	1	1	1	1	1	1	1	2	1	1	1
59500	-43.434894175710006	-42.071990645941256	-1.362903529768751	0.000051598286264	0.000027127062560	0.525735727371034	0.929621229475352	0	2	4	2	4	4	5	6	5	7	8	0	1	4	1	2	4	3	5	6	6	8	1	1	1	1	1	1	1	1	1	1	1
60000	-49.276278992899520	-46.103059799854705	-3.173219193044819	0.000133437483187	0.000007037676689	0.052741377613819	0.892627738425792	1	2	5	3	4	4	5	5	6	6	8	0	1	4	2	2	4	4	5	6	6	8	1	1	1	1	1	1	1	1	1	2	1
60500	-43.139549564818083	-41.775288012220145	-1.364261552597938	0.000078642208843	0.000040402238642	0.513747505776016	0.943849068537086	1	2	5	3	4	5	5	5	6	8	7	0	1	4	2	2	4	4	5	6	6	8	1	1	1	1	1	1	1	1	1	1	1
61000	-58.255504226916365	-56.833101098766591	-1.422403128149776	0.000040165566312	0.000014759175886	0.367458428719962	0.905378767354526	1	2	5	2	4	3	4	6	6	6	9	0	1	4	1	1	4	4	5	6	3	8	1	1	2	1	2	1	1	1	2	1	2
61500	-43.876470826454643	-42.067458943104413	-1.809011883350228	0.000165640270514	0.000028900677133	0.174478567578581	0.889431666245885	1	2	5	3	4	4	5	5	6	7	8	0	1	4	2	1	4	4	5	6	3	8	1	1	1	1	1	1	1	1	1	1	1
62000	-44.719707237937946	-43.311069885949536	-1.408637351988412	0.000081594241909	0.000031587035869	0.387123345107824	0.948016892930564	1	2	5	3	2	5	5	5	6	7	8	0	1	4	2	1	4	4	5	6	6	8	1	1	1	1	1	1	1	1	1	1	1
62500	-44.972135179311671	-43.588511758509519	-1.383623420802150	0.000066723301420	0.000029112801791	0.436321362571132	0.925164345991475	0	2	4	2	4	4	5	6	5	7	9	0	1	4	1	2	4	4	5	6	6	8	1	1	1	1	1	1	1	1	1	1	1
63000	-46.101782877848599	-44.480239876900193	-1.621543000948408	0.000117802829041	0.000027218393579	0.231050423839383	0.977345580699643	2	3	5	3	4	4	5	5	5	7	8	0	1	4	1	1	4	4	5	6	6	8	1	1	1	1	1	1	1	1	1	1	2
63500	-53.602451871197466	-51.992987393202924	-1.609464477994541	0.000114624063935	0.000027050222013	0.235990777891370	0.933136112514986	0	1	3	2	4	4	5	5	5	7	8	0	1	2	1	2	4	4	5	6	6	8	1	1	1	1	1	1	2	1	1	1	2
64000	-48.386292841046128	-47.025356484125183	-1.360936356920942	0.000071342070030	0.000039922291231	0.559589751382205	0.664278550693192	1	2	6	3	4	4	4	5	5	7	8	0	1	4	1	2	4	4	5	6	6	8	1	1	2	1	1	1	1	1	1	2	2
64500	-50.013387873541895	-48.609875821005886	-1.403512052536011	0.000067057053906	0.000026518391816	0.395460138363152	0.840474780531689	1	2	5	2	4	3	3	5	5	6	8	0	1	4	1	1	4	4	5	6	9	8	1	1	1	1	1	1	1	1	1	1	1
65000	-55.597732740773452	-54.201511817927717	-1.396220922845735	0.000060389845961	0.000047984205548	0.794574067610028	0.771626451611847	0	3	3	2	3	4	5	5	4	6	7	0	1	4	1	1	4	3	5	4	9	8	1	2	1	1	1	1	1	1	1	1	1
65500	-47.737286779105204	-45.630624747225461	-2.106662031879746	0.000096405242117	0.000011933999943	0.123789948358397	0.882509997940813	0	2	5	2	4	4	4	5	6	8	9	0	1	4	1	2	4	4	5	6	6	8	1	1	1	1	1	1	1	1	1	2	1
66000	-46.405815531301101	-44.951519597357859	-1.454295933943245	0.000049903799835	0.000016562778991	0.331894145250410	0.848034439010867	1	2	5	3	4	4	4	5	6	7	8	0	1	4	2	2	4	4	5	6	6	8	1	1	1	1	1	1	1	1	1	2	2
66500	-54.124104262952301	-51.603883385396117	-2.520220877556186	0.000108733279771	0.000009234590725	0.084928834522296	0.898219747052866	1	2	4	3	5	4	4	6	5	5	9	0	1	4	2	3	4	4	5	6	6	8	1	1	1	1	1	1	1	1	1	1	2
67000	-49.717815684857442	-48.198357592055046	-1.519458092802394	0.000101103873055	0.000028490888117	0.281798186916098	0.808105632044747	1	2	3	2	3	4	4	5	5	8	9	0	1	4	1	1	4	4	5	6	6	8	1	1	1	1	1	1	1	1	1	2	2
67500	-51.341031621007431	-49.979794297741797	-1.361237323265634	0.000056588402730	0.000033411166601	0.590424274033434	0.874293927213769	1	2	5	3	4	4	5	6	6	8	8	0	1	2	1	1	4	4	5	6	6	8	1	1	1	1	1	1	2	1	1	2	1
68000	-44.533975775893531	-43.168500340754022	-1.365475435139508	0.000092842553866	0.000046896623261	0.505119918705535	0.812712237195632	0	2	5	3	4	4	5	6	6	8	8	0	1	4	2	2	4	4	5	6	6	8	1	1	1	1	1	1	1	1	1	2	1
68500	-42.256987824318543	-40.616287390241816	-1.640700434076729	0.000141054459433	0.000031546152703	0.223645199380562	0.986190050029582	1	2	4	3	4	4	5	6	5	6	8	0	1	4	1	2	4	4	5	6	6	8	1	1	1	1	1	1	1	1	1	1	1
69000	-61.376462179354959	-59.480437765889995	-1.896024413464962	0.000049622227081	0.000103046599420	2.076621818099121	0.746736184613089	1	2	5	2	3	4	4	5	5	7	8	0	1	7	1	1	4	4	5	6	6	8	1	1	1	1	1	1	2	2	1	2	2
69500	-50.355360391448102	-48.992693725189014	-1.362666666259091	0.000049515872709	0.000030432475291	0.614600402381064	0.922476673884734	1	2	6	2	4	4	4	5	6	7	7	0	1	4	1	2	4	4	5	6	6	5	1	1	1	1	1	1	1	1	1	1	2
70000	-44.584500082245569	-43.186454233347867	-1.398045848897702	0.000053751356979	0.000021776933165	0.405142016662005	0.987702733084982	1	2	4	3	3	5	4	5	6	6	8	0	1	4	1	1	4	4	5	6	6	8	1	1	1	1	1	1	1	1	1	1	1
70500	-46.548964379992064	-45.165589950931960	-1.383374429060103	0.000102078492952	0.000044604181615	0.436959640817358	0.915648739453264	1	3	4	2	4	5	5	5	6	7	8	0	1	4	1	2	3	4	5	6	6	8	1	1	1	1	1	1	1	1	1	1	1
71000	-46.359828416455542	-44.987901214409568	-1.371927202045973	0.000085006581042	0.000040206305556	0.472978739572137	0.732909393195903	1	2	5	3	4	4	4	5	5	8	8	0	1	4	2	2	4	4	5	6	6	8	1	1	1	1	1	1	1	1	1	2	2
71500	-41.421437120697590	-39.663855081535317	-1.757582039162276	0.000159576102575	0.000029860552417	0.187124211803950	0.973753798741768	1	2	5	3	4	4	4	6	6	6	8	0	1	4	1	2	4	4	5	6	6	8	1	1	1	1	1	1	1	1	1	1	1
72000	-52.318623551923750	-50.899719915081455	-1.418903636842293	0.000051158253289	0.000019037803298	0.372135522121076	0.964254028841073	1	2	3	2	5	4	3	6	6	7	9	0	1	4	1	1	3	4	5	6	6	8	1	1	1	1	1	1	1	1	1	1	1
72500	-46.446020607245842	-45.080745642966917	-1.365274964278924	0.000088121114840	0.000056488809503	0.641036028707693	0.776129432201065	0	2	5	2	3	4	4	5	6	7	8	0	1	4	1	2	4	4	5	6	6	8	1	1	1	1	1	1	1	1	1	1	1
73000	-50.617995372766330	-48.478101231722192	-2.139894141044142	0.000054871313774	0.000006567808214	0.119694750541461	0.848300645318157	1	2	5	3	4	5	4	5	6	8	8	0	1	4	1	2	4	4	5	6	6	8	1	1	1	1	2	1	1	1	1	2	1
73500	-46.458449595986757	-45.091039883712675	-1.367409712274080	0.000098621672157	0.000064855485131	0.657618997047117	0.885424688630133	1	3	5	3	4	4	4	5	5	8	7	0	1	4	1	1	4	4	5	6	6	8	1	1	1	1	1	1	1	1	1	2	1
74000	-46.260517023661357	-44.494733758037142	-1.765783265624218	0.000111406279186	0.000020609486883	0.184993943193154	0.926217726816651	1	2	6	3	3	4	5	5	6	6	8	0	1	4	2	1	4	4	5	6	6	8	1	1	2	1	1	1	1	1	1	1	1
74500	-45.364608322113135	-43.942046691799526	-1.422561630313607	0.000106247893273	0.000039019661309	0.367251153006646	0.908341762742641	-1	2	5	3	4	4	4	5	6	6	8	0	1	4	2	2	4	4	5	6	6	8	1	1	1	1	1	1	1	1	1	1	1
75000	-45.678977272754167	-44.260788945118101	-1.418188327636063	0.000073078763370	0.000027266870006	0.373116193385715	0.888068301695928	0	2	6	2	4	4	4	6	5	7	8	0	1	7	1	2	4	4	5	6	6	8	1	1	1	1	1	1	1	1	1	1	2
75500	-48.588419273617717	-45.761154081838036	-2.827265191779678	0.000102249443265	0.000006849760732	0.066990689762472	0.912836365026445	1	2	5	3	4	4	5	6	5	6	7	0	1	4	2	2	4	4	5	6	6	8	1	1	1	1	1	1	1	2	1	1	1
76000	-44.485066558424329	-42.874206369928274	-1.610860188496056	0.000134938555705	0.000031765677263	0.235408457552953	0.981876723355222	1	3	4	3	4	4	5	5	6	7	7	0	1	4	1	2	4	3	5	6	6	8	1	1	1	1	1	1	1	1	1	1	1
76500	-52.434384970218325	-50.918706425395207	-1.515678544823115	0.000135047145813	0.000038378530150	0.284186162685873	0.840288759233061	2	3	5	3	5	5	4	6	6	7	9	0	1	4	1	1	4	4	1	6	6	8	1	1	1	1	2	1	1	2	1	1	2
77000	-46.762063996574305	-45.384697249897357	-1.377366746676950	0.000084724948577	0.000038459200342	0.453930052337578	0.974983905986254	1	2	5	4	4	2	5	6	4	8	8	0	1	4	6	2	1	4	5	6	3	8	1	1	1	1	1	1	1	1	1	1	1
77500	-46.795628214744220	-44.824375875259669	-1.971252339484547	0.000133759484784	0.000019151818100	0.143181009786583	0.908259118752084	1	2	5	4	4	3	5	5	5	7	9	0	1	4	6	2	1	4	5	6	7	8	1	1	1	1	1	1	1	1	1	1	2
78000	-51.529442140807106	-50.148725987350097	-1.380716153457011	0.000084555483527	0.000037548504513	0.444069419827694	0.801388735425332	0	2	6	3	4	1	4	5	5	7	8	0	1	4	6	2	1	4	5	4	3	8	1	1	1	1	1	1	1	1	1	1	2
78500	-46.311774659793379	-44.808475411428503	-1.503299248364878	0.000102558266169	0.000029984799978	0.292368436969867	0.988798534396925	1	3	6	4	4	3	5	6	4	6	8	0	1	4	6	2	1	4	5	6	6	8	1	1	1	1	1	1	1	1	1	1	1
79000	-46.743978062078277	-45.378755526928849	-1.365222535149431	0.000078800535011	0.000039936340834	0.506802914833516	0.710772777221669	1	2	5	3	4	4	5	6	5	6	8	0	1	4	2	2	4	4	5	6	6	8	1	1	1	1	1	1	1	1	1	2	1
79500	-45.331757649076017	-43.955848246454046	-1.375909402621972	0.000072460052898	0.000033230621541	0.458606090006265	0.865522119414217	1	2	5	3	4	5	4	6	6	8	9	0	1	4	1	2	4	4	5	6	6	8	1	1	1	1	1	1	1	1	1	1	2
80000	-53.941613917076374	-51.955727311828028	-1.985886605248348	0.000283496245837	0.000039928703062	0.140843851189863	0.964539478044808	1	3	4	3	4	5	5	5	6	7	9	0	1	4	1	2	4	5	2	3	6	8	1	1	1	1	1	1	1	1	1	1	2
80500	-50.322084875214657	-48.960477470880058	-1.361607404334600	0.000113055176740	0.000061322896392	0.542415643058680	0.817946773762168	0	2	5	3	4	5	5	5	6	6	8	0	1	4	2	2	4	2	5	6	6	8	1	1	1	1	1	1	1	1	1	1	2
81000	-47.747549685333617	-45.943701598177135	-1.803848087156482	0.000084550880836	0.000014853530477	0.175675644422572	0.882989738959431	1	2	4	3	4	5	5	5	6	7	8	0	1	4	1	2	4	3	5	6	6	8	1	1	1	1	1	1	1	1	1	2	1
81500	-45.709074668683904	-44.348130824128987	-1.360943844554916	0.000046558963155	0.000026037330574	0.559233471055816	0.784327714406142	1	2	5	3	4	4	4	6	6	6	8	0	1	4	1	2	4	4	5	6	6	8	1	1	1	1	1	1	1	2	1	1	1
82000	-48.890766352811980	-47.491591472108340	-1.399174880703637	0.000104670902210	0.000042189404810	0.403067174533169	0.800878478293754	2	3	5	3	4	4	5	6	6	7	9	0	1	4	1	2	4	4	5	6	4	8	1	1	1	1	1	1	1	1	1	1	2
82500	-45.790492210981022	-44.406906797720900	-1.383585413260125	0.000098391873728	0.000042940034589	0.436418506552292	0.855299471705487	1	2	4	2	4	5	4	6	6	7	9	0	1	4	1	2	4	4	5	6	6	8	1	1	1	1	1	1	1	1	1	1	1
83000	-48.324970392407018	-46.396781007000428	-1.928189385406588	0.000095523923286	0.000014372827254	0.150463117091738	0.629177389933782	1	2	4	3	4	5	5	5	6	7	8	0	1	4	2	2	4	3	5	6	6	8	1	1	1	1	1	1	1	1	1	1	2
83500	-44.749244498547085	-43.306739182036232	-1.442505316510853	0.000107062047536	0.000036807688816	0.343797729102487	0.988926159184325	1	2	5	3	5	5	4	4	6	7	7	0	1	4	2	8	4	4	2	6	6	8	1	1	1	1	1	1	1	1	1	1	1
84000	-52.506955652340920	-50.976103901374316	-1.530851750966603	0.000103429826949	0.000122156685427	1.181058588525648	0.909126460272148	1	2	5	3	3	4	4	5	6	7	7	0	1	4	1	1	4	4	5	6	6	8	1	1	1	1	1	1	1	1	1	1	2
84500	-52.153343101385886	-50.672727571445975	-1.480615529939914	0.000084932746130	0.000026246695236	0.309029160509687	0.885405887799201	1	2	5	3	4	4	5	5	6	7	9	0	1	4	1	2	4	4	5	4	6	8	1	1	1	2	1	1	1	1	1	2	2
85000	-43.610033688071951	-42.248915649544536	-1.361118038527416	0.000073690910722	0.000040751237834	0.553002228289492	0.995616164883453	1	2	6	3	3	4	4	5	5	7	8	0	1	4	2	1	4	4	5	6	6	8	1	1	1	1	1	1	1	1	1	1	1
85500	-44.063557327397191	-42.687238216373558	-1.376319111023632	0.000109180461517	0.000049924358882	0.457264589181999	0.860123769007964	1	2	5	3	4	3	4	5	5	7	8	0	1	4	1	1	1	4	5	6	3	8	1	1	1	1	1	1	1	1	1	1	1
86000	-41.778052905712791	-39.940196226670096	-1.837856679042694	0.000126780717313	0.000021306579865	0.168058521173274	0.939965265784999	1	2	5	3	4	5	5	6	6	7	7	0	1	4	1	2	4	4	5	6	6	8	1	1	1	1	1	1	1	1	1	1	1
86500	-45.010157777812871	-43.532859038507937	-1.477298739304934	0.000099293363218	0.000030947405618	0.311676476801792	0.944657464164460	1	2	6	4	3	5	3	5	6	7	7	0	1	4	7	1	4	1	5	6	6	8	1	1	1	1	1	1	1	1	1	1	1
87000	-50.929755610857946	-49.545285732404210	-1.384469878453734	0.000110549032163	0.000047998620762	0.434183998023091	0.958649126352264	0	2	4	3	4	5	4	3	5	7	7	0	1	4	2	8	3	4	1	3	6	5	1	1	1	1	1	1	1	1	1	1	1
87500	-50.571497285445176	-49.185090203199664	-1.386407082245514	0.000076325867470	0.000032779631926	0.429469497209445	0.825853133092558	0	2	3	4	3	4	5	5	5	7	8	0	1	1	3	1	3	3	5	6	6	8	1	1	1	1	1	1	1	1	1	2	1
88000	-43.678490907980660	-42.282736721869902	-1.395754186110755	0.000076707848869	0.000031410849594	0.409486774264509	0.989982540889514	1	2	4	2	4	4	4	6	6	7	9	0	1	4	1	1	4	4	5	6	6	8	1	1	1	1	1	1	1	1	1	1	1
88500	-42.314991696682583	-40.879972860512382	-1.435018836170201	0.000118148306134	0.000041593738975	0.352046849722527	0.937371903495509	1	2	5	3	3	5	4	5	6	7	8	0	1	4	1	2	4	4	5	6	6	8	1	1	1	1	1	1	1	1	1	1	1
89000	-43.601242772759363	-42.167558753525221	-1.433684019234142	0.000083368253641	0.000029477518330	0.353582053636538	0.846611193962741	1	2	5	3	4	4	5	5	6	7	9	0	1	4	1	2	4	4	5	6	6	8	1	1	1	1	1	1	1	1	1	1	2
89500	-43.553613552842101	-41.902095928960236	-1.651517623881865	0.000099474234661	0.000021852219424	0.219677180713428	0.796510432425410	1	2	5	3	4	4	4	6	5	8	8	0	1	4	2	2	4	4	5	6	6	8	1	1	1	1	1	1	1	1	1	2	1
90000	-42.329337629964364	-40.885335759160981	-1.444001870803385	0.000139956361195	0.000047895488283	0.342217301693486	0.970052895439145	1	2	5	3	4	4	5	5	5	6	7	0	1	4	1	2	4	4	5	6	6	8	1	1	1	1	1	1	1	1	1	1	1
90500	-48.978671683021574	-47.485779442049235	-1.492892240972339	0.000064983816352	0.000019476922404	0.299719584003761	0.779311440469400	1	3	4	2	4	4	4	6	6	7	9	0	1	4	1	2	4	4	5	3	6	8	1	1	1	1	1	1	1	1	1	2	2
91000	-43.445830494442532	-41.562494004900081	-1.883336489542452	0.000138738097904	0.000022026957913	0.158766468949872	0.894428780157271	1	3	5	3	4	5	5	6	6	8	8	0	1	4	1	2	4	4	5	6	9	8	1	1	1	1	1	1	1	1	1	1	1
91500	-47.749259618756469	-46.344108645896682	-1.405150972859788	0.000047209264999	0.000018540155580	0.392722817875977	0.734319473416076	1	2	5	3	4	4	5	5	6	6	8	0	1	4	1	1	4	4	5	3	6	8	1	1	1	1	1	1	1	1	1	1	1
92000	-40.302660813912887	-38.760635545882856	-1.542025268030031	0.000082122961636	0.000022048310180	0.268479238212943	0.937283664649006	1	2	5	3	4	4	5	6	6	7	8	0	1	4	2	2	4	4	5	6	6	8	1	1	1	1	1	1	1	1	1	1	1
92500	-51.448916702364031	-50.066993113418306	-1.381923588945726	0.000084845832052	0.000037397527281	0.440770352259965	0.745400849840813	1	3	2	3	4	4	5	5	5	7	8	0	1	1	3	2	4	4	5	6	6	8	1	1	1	1	1	1	1	1	1	2	2
93000	-51.232763971320246	-49.833519184111971	-1.399244787208276	0.000082814087147	0.000066724061795	0.805709077935750	0.754473378727470	1	2	3	4	3	5	5	5	6	7	8	0	1	2	3	1	4	3	5	6	6	8	1	1	1	1	1	1	1	1	1	1	2
93500	-44.787150228128247	-42.651678497642436	-2.135471730485811	0.000081691623588	0.000009821519706	0.120226765912953	0.963526880049807	0	1	5	3	3	5	4	5	6	7	7	0	1	4	1	2	4	4	5	6	6	8	1	1	1	1	1	1	1	1	1	1	1
94000	-45.880472380858293	-43.456311010600679	-2.424161370257616	0.000115023549779	0.000010588340607	0.092053676201615	0.827283057371042	0	2	5	3	3	5	5	6	6	7	8	0	1	4	2	2	4	4	5	6	6	8	1	1	1	1	1	1	1	1	1	1	1
94500	-47.798398694063422	-46.349164365981849	-1.449234328081574	0.000062704278566	0.000021122273785	0.336855383197357	0.836774882632958	1	2	4	2	4	4	5	5	5	7	8	0	1	4	1	2	4	3	5	6	6	8	1	1	1	1	1	1	1	1	1	2	2
95000	-56.152778499190667	-54.162501877469197	-1.990276621721470	0.000106470334652	0.000014922401971	0.140155490444896	0.709959321570216	0	3	5	3	4	5	4	5	6	8	8	0	1	4	1	1	4	4	5	6	6	8	1	1	2	1	1	1	1	1	1	2	2
95500	-48.538760501710314	-47.104955552004881	-1.433804949705431	0.000105148114692	0.000037163772156	0.353442116056190	0.792021640156832	1	3	4	3	3	5	5	5	6	8	9	0	1	4	1	1	3	4	5	6	6	8	1	1	1	1	1	1	1	1	1	1	2
96000	-49.651113841873183	-48.268059269837721	-1.383054572035459	0.000062447226498	0.000046309472758	0.741577734591603	0.642897913903169	1	3	6	3	3	4	4	5	5	7	8	0	1	4	1	1	4	4	5	6	6	8	1	1	2	1	1	1	1	1	1	2	2
96500	-43.147975756660671	-41.779803053276687	-1.368172703383983	0.000109937840802	0.000072884268445	0.662958885798455	0.963825401043817	1	2	5	3	4	4	5	5	6	7	7	0	1	4	1	2	4	4	5	6	6	8	1	1	1	1	1	1	1	1	1	1	1
97000	-43.487841636927385	-42.124087661327373	-1.363753975600015	0.000109549756282	0.000056731127617	0.517857177798529	0.949194675706088	1	2	6	3	4	5	5	5	6	7	8	0	1	4	1	2	4	4	5	6	6	8	1	1	1	1	1	1	1	1	1	1	1
97500	-48.257105657167138	-46.887095060514532	-1.370010596652607	0.000085245464559	0.000057535090636	0.674934331510242	0.948324759538185	0	3	5	2	4	4	5	6	5	6	9	0	1	4	1	2	4	4	5	6	6	8	1	1	1	1	1	1	1	1	1	1	1
