step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23
32500	-166.402243151452097	-173.257731102411469	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.524417516806604	-1	12	11	13	13	15	18	15	16	15	16	19	22	19	21	20	26	31	28	30	35	41	44	0	3	1	2	3	0	11	3	5	3	0	6	11	10	6	0	10	19	17	17	17	21	21	1	1	7	1	1	1	2	2	2	2	1	3	2	2	3	1	4	2	1	2	3	3	5
33000	-162.452094034945219	-169.307581985904591	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.609406416264861	-1	13	12	13	15	15	16	16	17	15	15	19	21	20	20	21	27	30	29	30	35	41	42	0	3	1	3	3	0	11	3	5	3	0	6	11	10	6	0	10	19	17	19	18	21	21	1	1	6	1	1	1	1	3	1	2	1	3	3	2	3	1	5	1	1	1	2	3	2
33500	-147.089940599175321	-153.945428550134693	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.503377628768268	-2	13	12	14	15	14	18	16	16	16	16	19	20	20	19	21	26	30	28	30	35	43	45	0	3	1	2	3	0	11	4	3	3	0	6	11	10	6	0	14	19	17	19	17	21	22	1	1	6	1	2	1	2	1	2	2	1	2	2	2	2	1	3	1	1	1	5	4	1
34000	-151.645884446391335	-158.501372397350707	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.388965588324337	0	12	11	13	14	15	18	16	16	16	17	19	21	20	22	20	27	31	29	30	34	44	45	0	3	1	2	3	0	3	4	5	3	0	6	11	10	6	0	7	19	17	19	17	21	21	1	1	5	1	1	1	4	2	1	2	1	2	2	1	3	1	3	1	1	1	4	4	4
34500	-153.839281738291135	-160.694769689250506	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.553595512613127	1	13	11	14	14	16	18	16	17	16	17	19	21	20	19	22	26	31	30	29	36	43	46	0	3	1	2	3	0	11	3	5	3	0	6	7	10	6	0	10	20	20	17	20	21	21	1	1	3	1	1	1	1	2	2	3	1	2	1	2	1	1	4	1	1	2	4	2	5
35000	-160.971195623746610	-167.826683574705982	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.481727914411850	0	14	12	13	16	16	18	16	16	16	16	18	21	19	22	20	28	30	30	31	35	42	46	0	4	1	3	3	0	11	4	3	3	0	6	11	10	6	0	14	17	17	19	18	21	21	1	1	7	1	2	1	1	2	2	2	1	2	2	2	3	1	6	1	1	1	3	3	5
35500	-149.820030811822392	-156.675518762781763	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.491321689250912	1	13	12	14	15	15	17	17	17	16	16	19	21	20	22	22	26	31	28	31	36	44	44	0	3	1	2	3	0	11	3	5	3	0	6	7	10	6	0	10	19	17	17	18	21	21	1	1	4	1	1	1	1	2	1	2	1	2	2	2	3	1	5	1	1	3	3	3	3
36000	-150.617991107601597	-157.473479058560969	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.402815226883551	0	12	10	13	14	15	18	16	16	16	17	19	21	19	21	21	27	30	28	31	34	43	45	0	3	1	2	3	0	11	3	5	3	0	6	7	10	6	0	10	19	17	19	18	21	17	1	1	4	1	1	1	1	3	1	3	1	2	3	2	2	1	5	1	1	1	2	5	8
36500	-148.328835879064656	-155.184323830024027	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.526916553629969	-1	13	12	14	14	16	18	15	16	17	16	20	21	20	21	21	27	31	29	31	34	43	45	0	3	1	2	3	0	11	3	5	3	0	6	11	10	6	0	14	19	17	19	18	21	22	1	1	5	1	1	1	2	2	1	3	1	2	2	2	3	1	4	1	1	2	1	5	1
37000	-149.997639720107230	-156.853127671066602	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.572658457092952	0	13	12	14	15	16	18	16	16	17	17	20	20	20	22	21	27	31	29	31	35	44	46	0	3	1	3	3	0	11	3	5	3	0	6	7	10	6	0	10	19	17	19	18	21	22	1	1	6	1	2	1	1	2	1	3	1	2	1	1	2	1	6	1	2	1	2	4	2
37500	-152.378360963502217	-159.233848914461589	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.462557453630025	1	13	12	14	16	16	16	16	16	16	14	20	22	20	21	21	27	31	29	31	36	43	46	0	3	1	2	3	0	11	4	3	3	0	6	7	10	6	0	3	19	17	19	18	21	22	1	1	5	1	3	1	1	1	2	2	1	2	3	2	3	1	7	1	1	1	2	4	2
38000	-145.227587667571100	-152.083075618530472	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.576619907174642	0	14	12	13	14	15	16	16	16	16	15	19	21	20	21	22	27	31	28	30	36	43	45	0	3	1	3	3	0	11	3	5	3	0	6	7	10	6	0	10	19	17	19	18	21	22	1	1	5	1	1	1	1	2	1	2	1	2	2	2	2	1	4	1	1	1	3	3	1
38500	-142.777496713384124	-149.632984664343496	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.671292243011816	0	13	12	14	15	15	18	16	17	16	17	18	21	20	21	20	26	30	29	30	36	43	46	0	3	1	2	3	0	11	4	5	3	0	6	7	10	6	0	14	19	17	19	18	21	22	1	1	5	1	2	1	1	1	1	2	1	2	1	2	2	1	3	1	2	1	2	3	1
39000	-146.652548572230785	-153.508036523190157	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.580458899797917	0	13	12	14	15	15	18	16	16	17	17	18	21	21	21	21	27	31	29	31	35	43	46	0	3	1	2	3	0	11	3	5	3	0	6	7	10	6	0	14	17	17	19	18	21	21	1	1	5	1	1	1	1	3	1	2	1	2	2	2	3	1	2	2	1	1	1	3	6
39500	-155.279981595307163	-162.135469546266535	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.455595546378912	0	12	11	14	15	15	18	16	16	16	16	20	20	20	21	21	28	30	29	30	34	42	44	0	3	1	2	3	0	11	4	5	3	0	6	11	10	6	0	3	19	17	19	17	21	21	1	1	6	1	2	1	2	1	1	3	1	2	2	2	4	1	6	1	1	1	2	4	5
40000	-158.303564598394729	-165.159052549354101	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.457555602765811	1	14	12	14	14	16	17	17	16	15	16	20	21	21	21	20	27	30	29	31	35	43	45	0	3	1	3	3	0	11	3	5	3	0	6	7	10	6	0	14	17	17	19	17	21	21	1	1	7	1	2	1	1	2	1	2	1	3	2	2	3	1	3	3	1	1	4	3	6
40500	-144.903582461614633	-151.759070412574005	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.450338648945590	0	14	13	14	14	16	17	16	16	17	16	20	21	20	22	20	27	30	29	30	35	41	44	0	3	1	3	3	0	11	3	5	3	0	6	7	10	12	0	14	17	17	19	17	21	21	1	1	6	1	1	1	1	2	1	2	1	2	2	2	1	1	3	2	1	1	4	3	5
41000	-145.922805944151492	-152.778293895110863	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.396155734530608	0	13	12	14	14	14	18	17	16	16	16	19	21	19	21	21	27	30	29	30	35	44	45	0	3	1	2	3	0	11	4	5	3	0	6	7	10	6	0	10	19	17	19	17	21	21	1	1	5	1	1	1	1	2	1	2	1	2	3	1	3	1	5	1	1	1	3	4	5
41500	-164.802812756678946	-171.658300707638318	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.667075688005364	0	13	12	14	14	16	17	16	16	16	15	19	20	20	20	22	27	31	28	29	35	43	42	0	3	1	2	3	0	11	4	5	3	0	6	11	10	6	0	10	19	17	19	17	21	21	1	1	6	1	1	1	2	1	1	1	1	2	2	3	3	1	4	1	1	1	3	3	3
42000	-158.609469990343115	-165.464957941302487	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.413124491963044	-1	13	11	14	15	15	18	16	16	16	15	20	22	20	22	21	26	30	28	31	36	42	44	0	3	1	2	3	0	11	4	5	3	0	6	7	10	6	0	3	19	17	17	20	21	21	1	1	5	1	2	1	1	1	1	2	1	3	2	2	3	1	7	1	1	2	3	3	5
42500	-149.171717296344497	-156.027205247303868	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.398601621619848	0	13	12	14	14	14	18	15	15	17	16	20	22	19	22	20	27	31	30	29	35	43	45	0	3	1	2	3	0	11	4	5	3	0	6	11	10	6	0	10	20	20	17	18	21	22	1	1	5	1	1	1	1	1	1	3	1	3	3	1	3	1	5	1	1	2	3	5	1
43000	-150.652810191165713	-157.508298142125085	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.494845546699738	0	13	12	14	15	16	18	15	16	17	16	19	22	20	21	21	27	31	29	31	36	43	46	0	3	1	2	3	0	11	4	5	3	0	6	7	10	12	0	10	17	17	17	17	21	22	1	1	7	1	1	1	1	1	1	3	1	2	2	1	1	1	5	3	1	2	3	3	1
43500	-164.122245308231243	-170.977733259190614	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.516679447815137	0	13	12	14	15	16	17	16	17	17	15	19	20	20	22	22	27	30	29	30	35	43	44	0	3	1	2	3	0	11	3	3	3	0	6	7	10	6	0	14	19	17	19	18	21	21	1	1	7	1	3	1	2	2	2	3	1	2	2	1	2	1	2	1	1	1	2	3	4
44000	-164.080171246152389	-170.935659197111761	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.496474423333852	0	13	11	13	16	16	17	15	17	16	15	20	20	20	22	22	27	30	29	28	36	43	44	0	3	1	3	3	0	11	3	5	3	0	6	11	10	6	0	13	19	20	17	17	21	21	1	1	5	1	3	1	2	1	1	3	1	2	3	2	4	1	5	1	1	1	5	3	4
44500	-156.222598011618857	-163.078085962578228	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.466272050139729	1	13	12	14	14	15	17	16	17	17	15	18	20	21	20	22	27	31	29	31	33	43	45	0	3	1	2	3	0	11	3	5	3	0	6	11	10	6	0	10	19	17	19	17	21	22	1	1	3	1	1	1	2	2	2	3	1	2	2	1	3	1	3	1	2	1	3	4	1
45000	-161.525422421470040	-168.380910372429412	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.503468844116663	1	14	12	13	14	15	18	16	16	15	15	19	22	18	19	19	27	30	30	29	35	43	45	0	3	1	3	3	0	11	3	5	3	0	6	11	10	6	0	14	17	20	17	17	17	22	1	1	6	1	1	1	2	2	1	2	1	3	3	2	2	1	4	1	1	1	3	7	2
45500	-147.082605983588422	-153.938093934547794	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.547611879505890	1	14	13	14	14	15	18	17	16	16	17	18	22	20	20	21	27	31	29	30	35	43	46	0	3	1	3	3	0	11	3	5	3	0	6	7	10	6	0	14	19	17	17	18	21	22	1	1	6	1	1	1	1	2	1	1	1	2	2	2	2	1	4	1	1	2	2	3	2
46000	-146.053778574758411	-152.909266525717783	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.667293504876445	0	12	11	14	13	16	18	16	17	17	17	20	21	20	22	22	27	30	29	31	35	43	46	0	3	1	2	3	0	11	4	5	3	0	6	7	10	6	0	10	19	17	19	18	21	22	1	1	6	1	1	1	1	1	2	3	1	2	1	1	2	1	5	1	1	1	2	4	2
46500	-160.200554454901521	-167.056042405860893	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.559389661342487	-1	13	12	14	16	15	18	17	16	17	17	19	20	20	21	20	26	30	28	30	36	43	45	0	3	1	2	3	0	11	4	3	3	0	6	11	10	12	0	14	17	17	19	18	21	21	1	1	5	1	1	1	1	1	2	2	1	2	2	2	1	1	5	2	1	2	2	2	3
47000	-144.473463473419798	-151.328951424379170	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.495899085805683	-1	13	12	14	16	15	18	17	17	15	16	19	21	19	21	21	27	31	29	31	35	43	45	0	3	1	2	3	0	11	4	5	3	0	6	7	10	6	0	14	19	17	19	18	21	21	1	1	5	1	2	1	1	2	1	2	1	2	2	2	2	1	4	1	1	1	2	3	4
47500	-146.348378361895527	-153.203866312854899	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.492845390674209	0	13	12	14	14	15	18	15	17	17	16	20	21	21	21	20	27	30	28	30	35	42	44	0	3	1	2	3	0	11	3	5	3	0	6	7	10	6	0	10	19	17	19	18	21	21	1	1	5	1	1	1	1	2	2	2	1	2	2	2	3	1	5	1	1	1	2	3	4
48000	-156.123341013468405	-162.978828964427777	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.536231239907156	0	13	12	14	14	15	17	17	15	16	15	18	20	20	20	21	26	29	28	30	36	42	46	0	3	1	3	3	0	11	3	5	3	0	6	7	10	6	0	14	17	17	19	18	21	21	1	1	6	1	1	1	1	3	1	2	1	2	2	2	3	1	4	2	1	2	3	3	5
48500	-144.604408309918853	-151.459896260878224	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.614782259789943	0	13	12	13	15	16	18	16	16	16	17	20	20	21	20	22	26	30	29	30	35	43	45	0	3	1	3	3	0	11	4	5	3	0	6	11	10	6	0	14	17	17	19	17	21	22	1	1	5	1	2	1	1	2	1	1	1	2	1	2	2	1	2	2	1	1	5	4	1
49000	-158.556708789761785	-165.412196740721157	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.502127537586162	1	13	11	14	14	15	16	17	16	16	18	18	21	20	21	20	27	30	30	28	35	43	46	0	3	1	2	3	0	3	4	5	3	0	6	11	10	12	0	10	17	17	17	18	21	22	1	1	6	1	2	1	2	1	1	3	1	2	2	2	2	1	4	1	1	1	2	4	3
49500	-165.835910600454895	-172.691398551414267	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.456590123429190	1	13	12	14	14	16	17	17	17	17	15	19	21	20	19	21	25	29	29	31	36	42	46	0	3	1	2	3	0	11	4	3	3	0	6	7	10	6	0	10	17	17	19	17	21	21	1	1	5	1	2	1	2	1	4	2	1	2	2	2	1	1	4	2	2	1	4	3	3
50000	-159.448674735005000	-166.304162685964371	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.667042869974066	1	14	11	12	14	16	17	17	16	17	15	20	21	20	20	21	28	31	30	30	35	42	45	0	4	1	3	3	0	11	3	5	3	0	6	7	10	6	0	14	19	17	17	18	21	21	1	1	3	1	2	1	1	3	1	3	1	2	2	1	2	1	4	1	1	1	2	3	5
50500	-154.949852254579895	-161.805340205539267	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.443424673028332	0	13	11	13	16	15	17	16	15	16	15	19	22	20	21	20	26	30	28	31	35	43	45	0	3	1	3	3	0	11	3	3	3	0	6	7	10	6	0	14	19	17	18	18	21	21	1	1	5	1	2	1	1	2	3	2	1	2	3	3	4	1	4	1	1	1	2	4	5
51000	-158.161493178739335	-165.016981129698706	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.515888686753530	1	13	12	14	16	15	18	16	15	16	16	20	20	20	20	18	27	30	29	28	35	43	46	0	3	1	2	9	0	11	4	3	3	0	6	11	10	6	0	10	19	20	17	18	21	21	1	1	6	1	1	1	1	1	1	2	1	2	2	2	2	1	8	1	1	1	3	3	6
51500	-151.771790739648452	-158.627278690607824	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.573535712085889	1	13	12	14	14	15	17	16	16	16	16	19	21	21	22	20	27	31	29	30	35	42	45	0	3	1	2	3	0	11	3	5	3	0	6	7	10	6	0	13	19	17	19	18	21	17	1	1	6	1	1	1	1	2	1	2	1	2	2	2	4	1	3	1	1	1	3	3	8
52000	-157.480763957382180	-164.336251908341552	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.319865138229918	1	11	10	13	15	16	18	16	16	16	17	18	22	20	21	22	26	31	29	29	35	43	43	0	3	1	2	3	0	11	3	5	5	0	6	7	10	6	0	14	19	17	17	18	21	17	1	1	5	1	4	1	1	3	1	1	1	1	2	4	3	1	3	1	1	1	2	3	8
52500	-165.041825790454681	-171.897313741414052	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.570311080569622	0	13	12	14	14	13	17	16	17	16	14	20	21	19	21	22	27	31	28	30	33	43	44	0	3	1	2	3	0	11	3	5	3	0	6	7	10	6	0	10	19	17	19	18	21	21	1	1	7	1	1	1	1	2	2	2	1	2	2	1	4	1	5	2	1	1	1	4	6
53000	-155.467472854469747	-162.322960805429119	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.410085758164896	0	13	11	14	15	16	18	16	16	15	17	20	21	18	22	21	27	31	29	31	35	42	45	0	3	1	2	3	0	11	3	5	3	0	6	11	10	6	0	10	19	17	19	18	21	17	1	1	6	1	3	1	1	2	1	3	1	2	2	2	4	1	8	1	1	1	2	4	9
53500	-149.129809045628434	-155.985296996587806	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.523491058274538	0	13	11	13	15	14	18	16	16	16	17	19	21	21	21	21	28	31	29	31	35	43	44	0	3	1	3	3	0	11	4	5	4	0	6	11	10	6	0	14	19	17	19	17	21	21	1	1	4	2	2	1	1	2	1	2	1	3	3	3	3	1	4	1	1	1	3	4	5
54000	-151.996392380681698	-158.851880331641070	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.249998343611822	1	13	12	14	15	15	18	16	16	17	16	19	22	20	21	22	25	29	29	31	35	43	45	0	3	1	2	3	0	11	3	3	3	0	6	7	10	6	0	10	17	17	19	18	21	17	1	1	4	1	2	1	1	2	2	2	1	2	2	2	3	1	4	2	2	1	4	4	9
54500	-173.743943976606147	-180.599431927565519	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.346003205814327	-1	14	12	14	16	15	18	16	15	16	15	19	21	21	22	21	26	31	28	30	35	42	44	0	3	1	3	3	0	11	4	3	3	0	6	3	10	6	0	14	19	17	19	17	21	17	1	1	9	1	2	1	2	1	1	2	1	2	5	3	3	1	4	3	2	1	5	3	8
55000	-152.397284424797220	-159.252772375756592	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.480502666526394	0	14	13	14	15	16	17	15	17	16	15	19	20	20	21	22	27	30	28	30	36	44	45	0	3	1	3	3	0	11	4	5	3	0	6	7	10	6	0	3	19	17	19	17	21	17	1	1	5	1	1	1	1	1	1	2	1	2	2	2	2	1	7	1	1	1	4	3	9
55500	-147.288649061836708	-154.144137012796079	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.540734951367797	-1	13	11	14	13	16	18	17	15	17	16	19	21	19	22	21	27	31	29	30	35	43	44	0	3	1	2	3	0	11	4	5	3	0	6	7	10	6	0	10	19	17	19	18	21	17	1	1	6	1	1	1	1	2	1	3	1	2	2	1	3	1	4	1	1	1	2	4	6
56000	-150.404325638550375	-157.259813589509747	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.394501499260669	0	13	12	14	16	16	17	16	16	16	17	20	20	20	22	22	27	30	29	30	35	43	45	0	3	1	2	3	0	3	3	3	3	0	6	11	10	6	0	3	19	17	19	18	21	21	1	1	7	1	2	1	2	2	2	2	1	3	2	2	2	1	6	1	1	1	3	4	4
56500	-151.066559462411476	-157.922047413370848	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.447259041620812	0	13	12	14	14	14	17	16	16	17	18	19	21	20	22	21	25	30	28	30	35	44	45	0	3	1	2	3	0	3	3	5	3	0	6	11	10	6	0	10	19	17	19	18	21	21	1	1	7	1	1	1	2	2	1	3	1	4	2	1	5	1	4	1	1	1	3	4	5
57000	-149.112633624696116	-155.968121575655488	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.539183235815502	0	13	12	14	14	14	18	16	16	16	17	19	21	20	21	21	27	31	29	31	35	43	43	0	3	1	2	3	0	11	3	5	3	0	6	11	10	12	0	10	19	17	19	17	21	21	1	1	4	1	1	1	1	3	2	2	1	2	3	2	2	1	5	1	1	1	4	4	3
57500	-163.513510422176807	-170.368998373136179	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.534904668661659	1	13	12	14	14	15	17	17	15	17	18	19	22	20	21	20	26	30	28	30	35	43	44	0	3	1	2	3	0	3	3	3	3	0	6	11	10	12	0	14	19	17	19	18	21	17	1	1	5	1	1	1	2	4	2	2	1	2	2	1	1	1	3	1	2	2	3	3	8
58000	-152.701990731139631	-159.557478682099003	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.494991105483488	1	13	12	13	15	16	17	16	16	17	17	19	21	20	21	21	26	30	29	31	35	43	43	0	3	1	3	3	0	3	3	5	3	0	6	11	10	6	0	3	19	17	19	18	21	21	1	1	5	1	1	1	2	2	1	2	1	2	2	2	3	1	7	1	1	1	2	4	3
58500	-160.545863794251574	-167.401351745210945	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.440112184592930	1	14	12	14	14	16	17	16	17	17	15	19	20	19	22	21	27	31	29	31	34	43	43	0	3	1	3	3	0	11	3	5	3	0	6	11	7	6	0	10	19	17	19	17	21	21	1	1	7	1	1	1	2	2	2	2	1	1	2	1	3	1	4	1	1	1	4	4	4
59000	-142.644831770075996	-149.500319721035368	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.406836647105150	0	13	12	14	14	16	17	16	16	17	16	18	21	20	20	21	27	31	29	30	35	42	46	0	3	1	2	3	0	11	3	5	3	0	6	7	10	12	0	14	17	17	17	18	21	17	1	1	6	1	1	1	1	2	1	3	1	1	2	2	1	1	3	2	1	2	2	4	10
59500	-151.433246241003530	-158.288734191962902	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.453514890851636	-1	13	12	14	15	14	17	16	17	17	16	18	21	20	20	21	26	30	28	31	34	43	45	0	3	1	2	3	0	11	4	5	3	0	6	11	10	12	0	10	19	17	19	17	21	17	1	1	7	1	1	1	1	1	1	2	1	2	2	1	2	1	3	1	1	1	4	4	9
60000	-143.577249475916005	-150.432737426875377	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.563862902976413	1	13	12	14	14	16	18	14	16	16	17	20	21	19	21	21	27	30	29	31	36	43	45	0	3	1	3	3	0	11	3	5	3	0	6	7	10	6	0	14	19	17	19	18	21	21	1	1	4	1	1	1	1	1	1	2	1	2	2	2	2	1	2	1	1	1	3	4	5
60500	-147.506073453483850	-154.361561404443222	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.366181886910056	1	13	12	14	14	16	17	16	17	16	15	19	21	20	21	21	27	30	29	31	35	43	45	0	3	1	2	3	0	11	4	3	3	0	6	11	10	6	0	14	19	17	19	18	21	21	1	1	5	1	1	1	2	1	3	2	1	2	3	2	3	1	3	1	1	1	4	3	6
61000	-148.163926951756423	-155.019414902715795	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.533840262773979	1	12	11	14	15	16	18	16	17	16	17	19	21	18	21	20	27	31	29	30	35	43	45	0	3	1	2	3	0	11	4	5	3	0	6	11	10	6	0	3	19	17	19	18	21	21	1	1	6	1	2	1	1	1	1	2	1	2	2	1	2	1	7	2	1	1	2	3	4
61500	-164.813743022749094	-171.669230973708466	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.461830180103695	0	13	11	14	14	15	18	14	16	14	17	18	20	20	18	22	27	30	29	31	35	41	45	0	3	1	2	3	0	11	3	5	3	0	6	7	10	6	0	14	17	17	19	18	21	17	1	1	5	1	2	1	1	3	1	1	1	2	1	2	2	1	3	3	1	2	3	2	11
62000	-146.363392809886761	-153.218880760846133	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.501445951981789	0	13	12	14	16	16	18	16	17	16	16	19	21	20	21	22	27	30	29	31	36	43	45	0	3	1	2	3	0	11	3	5	3	0	6	11	10	6	0	14	19	17	19	18	21	21	1	1	7	1	2	1	2	2	1	2	1	2	3	2	2	1	4	1	1	1	4	3	5
62500	-161.442134316724463	-168.297622267683835	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.414158475264464	0	14	12	13	14	14	17	16	15	16	14	19	22	20	20	21	27	31	29	31	35	44	45	0	3	1	3	3	0	11	3	3	3	0	6	11	10	6	0	10	19	17	19	17	21	18	1	1	5	1	1	1	2	2	1	2	1	4	3	1	3	1	4	1	1	1	3	4	7
63000	-162.344640672118118	-169.200128623077489	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.500042072509657	0	12	11	13	15	14	18	16	16	16	16	19	22	20	22	20	27	31	29	31	35	43	45	0	3	1	2	3	0	11	5	3	3	0	6	7	10	6	0	3	19	17	19	18	21	21	1	1	5	1	2	1	1	1	2	2	1	3	2	1	5	1	8	1	1	1	2	3	6
63500	-152.232506623155871	-159.087994574115243	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.324281265524709	0	13	12	14	15	13	17	16	17	16	16	19	21	20	20	21	27	29	29	31	34	43	45	0	3	1	2	3	0	11	3	5	3	0	6	7	10	6	0	10	17	17	19	17	21	17	1	1	6	1	2	1	1	2	1	2	1	2	2	2	4	1	5	1	2	1	3	4	10
64000	-148.165949274380267	-155.021437225339639	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.545198779847116	1	12	11	13	15	16	18	15	16	16	17	19	21	20	21	22	27	30	28	30	36	43	45	0	3	1	2	3	0	11	4	5	3	0	6	7	10	6	0	10	17	17	19	18	21	21	1	1	5	1	2	1	1	2	1	2	1	2	2	2	2	1	4	2	1	1	2	3	4
64500	-155.679487896763959	-162.534975847723331	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.338439865530867	0	14	12	13	15	15	17	16	17	16	16	19	20	20	21	19	24	30	29	30	36	42	46	0	3	1	3	3	0	11	3	5	3	0	6	7	10	6	0	3	19	17	19	18	21	21	1	1	5	1	2	1	1	2	1	2	1	2	1	1	3	1	6	1	2	1	3	2	5
65000	-155.371222212351739	-162.226710163311111	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.691844948884049	0	14	12	13	15	15	18	16	17	15	15	20	20	20	20	22	26	30	29	31	36	43	45	0	3	1	3	3	0	11	4	5	3	0	6	7	10	6	0	14	19	17	17	18	21	21	1	1	4	1	2	1	1	2	1	2	1	2	1	3	2	1	3	1	2	1	3	3	5
65500	-154.914699970967035	-161.770187921926407	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.473069998364805	0	12	10	14	15	15	17	16	16	16	15	20	20	20	21	21	26	31	28	30	35	42	45	0	3	1	2	3	0	11	4	5	3	0	6	11	10	6	0	14	19	17	19	18	21	18	1	1	4	1	3	1	1	1	1	4	1	2	3	2	3	1	4	2	2	1	2	3	5
