step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	Tinf_109	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	alpha_109	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108	kappa_109
1	-13760.861973675784611	-13759.399891591265259	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.485916129227791	0	1	4	3	4	5	7	5	8	8	6	8	7	8	8	8	9	9	10	11	11	10	11	11	11	14	12	12	13	13	14	13	14	16	15	16	17	15	15	16	15	16	16	17	18	18	17	18	18	19	19	17	19	19	19	18	21	19	20	21	21	19	19	21	20	20	22	22	22	25	21	25	22	23	23	23	23	24	24	24	23	24	25	23	24	27	26	26	25	27	28	27	26	28	26	29	29	30	28	29	29	31	30	30	33	30	32	33	32	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	3	4	3	4	4	3	4	4	4	4	4	5	5	5	6	6	5	6	6	6	7	6	6	7	7	7	7	7	8	8	8	9	8	8	8	8	8	8	9	9	9	9	9	9	10	10	9	10	10	10	9	11	10	10	11	11	10	10	11	10	10	11	11	11	13	11	13	11	12	12	12	12	12	12	12	12	12	13	12	12	14	13	13	13	14	14	14	13	14	13	15	15	15	14	15	15	16	15	15	17	15	16	17	16
500	-4072.449400838704150	-4068.436563538550217	-4.012837300153955	0.000010009199560	0.000101474678156	10.138141171479665	0.167812522435387	-1	1	4	3	3	5	8	5	5	5	6	6	4	9	7	8	8	10	8	8	11	9	11	11	9	15	9	9	13	10	13	10	13	15	16	16	18	15	14	17	15	15	14	17	18	17	17	19	18	20	20	15	19	19	20	19	21	16	21	22	21	19	18	21	20	20	23	22	23	25	22	25	23	23	20	23	24	24	24	24	23	24	25	24	25	27	27	27	26	27	29	28	27	29	27	29	30	31	29	28	30	32	31	31	34	30	31	34	32	0	1	2	2	2	3	2	2	5	5	8	9	0	9	12	9	10	11	12	10	15	15	0	17	19	20	10	15	25	17	25	5	27	27	31	28	30	25	25	41	32	27	27	32	27	28	25	25	41	27	27	32	30	32	44	32	32	28	32	42	32	30	32	41	30	27	32	32	32	20	27	32	32	30	43	28	32	30	30	32	32	32	32	32	27	58	30	32	28	32	52	28	58	58	7	28	37	75	36	37	13	46	58	13	37	58	13	74	37	1	1	2	1	1	1	4	2	1	1	1	1	1	2	1	2	2	3	1	2	2	1	1	1	1	7	2	1	3	1	2	4	1	4	2	5	8	3	3	2	2	5	3	6	5	5	3	6	2	5	10	4	5	6	2	5	6	5	10	6	9	3	5	3	5	6	7	8	9	10	7	10	10	12	4	9	8	7	10	7	11	10	12	8	9	11	12	10	11	10	10	15	7	9	11	14	12	10	12	7	13	14	9	15	15	10	16	9	11
1000	-3725.180142617787624	-3720.996456346812465	-4.183686270975024	0.000010082376503	0.000111986287132	11.107132043816806	0.207913214084739	-1	1	3	3	3	5	7	5	5	5	6	6	5	7	8	8	8	10	9	8	11	11	12	11	10	15	9	9	12	10	13	11	11	16	15	17	16	15	15	16	12	13	15	18	18	15	18	18	15	19	20	15	20	18	20	18	22	16	20	21	22	16	18	21	20	19	23	22	22	25	22	26	22	24	20	23	23	25	24	25	24	25	26	23	24	28	27	26	26	26	29	28	27	29	27	30	30	31	29	29	30	32	31	31	34	30	32	33	31	0	1	2	2	2	3	2	2	5	5	8	9	0	9	12	9	10	11	12	10	15	15	0	17	19	20	20	15	19	17	25	27	27	27	29	28	30	25	19	32	32	27	27	32	34	28	39	19	41	33	42	27	37	32	44	32	41	28	49	42	27	30	41	41	30	52	34	63	32	32	42	52	33	30	52	58	43	62	37	67	33	41	41	49	52	58	30	59	58	41	75	28	76	58	13	46	7	75	58	7	7	58	76	13	7	36	7	7	7	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	2	3	1	1	1	2	1	2	1	5	1	1	1	1	3	1	2	5	2	7	6	2	4	3	1	3	3	4	1	3	1	5	2	5	3	3	3	3	2	5	6	3	3	5	7	3	3	4	4	2	4	4	6	10	6	9	6	10	2	7	5	7	8	2	9	8	12	5	8	8	12	3	7	8	8	14	3	8	11	11	12	10	11	9	15	9	8	14	16	9	14	9	11
1500	-3202.392697737288017	-3198.690526141632290	-3.702171595655754	0.000010175836082	0.000086699943366	8.520178850102031	0.295464959080191	0	1	4	3	4	6	5	5	5	8	7	7	8	8	8	9	10	9	9	10	11	10	12	11	12	14	11	9	13	12	13	12	14	16	14	17	15	15	13	17	13	15	17	16	19	19	17	18	15	19	19	16	19	18	19	18	21	16	20	22	22	16	17	21	20	20	22	23	22	26	21	26	22	23	20	22	24	24	24	24	22	25	26	24	25	27	27	27	25	27	29	28	26	28	24	29	30	31	29	29	30	32	30	30	33	31	32	34	33	0	1	2	2	2	3	2	2	5	5	8	9	0	9	12	9	10	11	12	10	15	15	0	10	19	20	20	15	25	24	25	27	27	33	29	28	30	25	19	33	32	33	27	32	34	58	39	39	41	42	42	27	37	44	44	33	49	28	41	42	52	37	49	41	37	52	56	63	63	41	42	52	63	37	52	58	52	62	53	67	44	49	63	73	52	58	62	82	58	63	75	28	76	58	7	76	13	75	58	13	10	96	76	13	7	94	13	95	57	1	1	1	1	2	1	2	2	1	3	2	1	1	2	1	2	1	1	2	1	1	1	1	3	2	2	1	1	1	1	1	1	3	1	1	7	2	3	2	1	1	1	3	3	1	1	2	3	1	2	2	3	3	1	2	3	5	3	4	4	3	1	2	4	3	3	3	4	4	11	4	7	4	6	2	6	4	6	3	1	6	7	7	1	8	5	9	1	6	5	7	14	2	6	10	6	10	10	8	8	11	3	8	11	17	2	14	8	9
2000	-2753.045708178385667	-2749.183909669667628	-3.861798508717960	0.000010283252759	0.000095932209735	9.328975177861111	0.354449562057876	-1	0	4	4	5	5	8	5	6	7	7	8	8	7	9	9	8	9	10	10	10	11	11	11	11	14	11	11	13	13	13	13	14	16	15	17	17	14	14	16	15	16	15	16	18	19	18	19	18	19	20	17	20	20	20	19	21	17	21	21	21	18	17	20	21	20	22	23	22	26	21	25	21	24	20	20	23	25	24	23	23	25	25	22	25	28	27	27	25	26	29	28	25	28	24	28	29	31	29	29	28	31	30	29	34	29	32	33	29	0	1	2	2	4	3	3	2	5	5	8	9	0	9	12	9	10	11	12	10	15	15	0	10	19	20	20	21	25	24	25	27	27	33	29	28	30	31	31	32	32	27	27	32	34	58	39	39	41	42	42	33	37	44	44	44	41	28	41	50	52	37	41	49	37	52	56	57	63	33	42	61	63	53	52	58	52	62	65	67	67	49	73	73	52	76	62	82	76	84	75	58	76	89	13	76	13	75	76	13	8	96	76	1	4	96	8	95	101	1	1	2	2	1	1	2	5	1	2	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	3	1	1	1	1	1	1	2	1	1	5	2	1	1	2	1	3	2	2	2	1	2	4	2	2	2	2	2	1	3	2	3	2	2	1	2	1	1	1	3	2	1	2	3	9	3	3	2	4	2	2	3	5	1	1	1	5	3	1	7	4	8	1	2	2	7	9	2	1	7	5	7	9	7	8	7	3	7	13	19	1	14	7	1
2500	-2715.229090956329401	-2711.542201913497593	-3.686889042831941	0.000010428766470	0.000088072729728	8.445172301546199	0.401959296509389	0	1	4	4	4	6	7	5	6	7	7	8	7	8	9	8	9	9	10	10	10	10	10	9	11	15	11	13	14	12	14	13	14	17	15	17	16	15	14	17	15	16	15	16	18	19	17	18	18	19	19	17	19	19	20	19	21	19	20	20	22	18	18	19	20	21	22	23	21	26	22	26	20	24	22	22	23	25	24	24	23	24	26	23	25	27	27	27	25	27	28	25	23	28	23	29	30	31	29	29	29	32	31	31	33	31	32	34	31	0	1	2	2	2	3	3	2	5	5	8	9	0	9	12	9	10	11	12	10	15	15	0	10	19	20	20	21	25	24	25	27	27	43	31	28	30	31	25	32	32	27	27	33	34	36	39	39	32	42	42	43	37	44	44	44	64	28	41	42	52	37	41	41	53	52	56	57	63	59	42	61	63	65	52	58	61	62	65	67	67	49	73	73	43	92	62	82	93	73	75	58	76	89	13	93	13	75	93	13	13	106	93	1	7	96	13	95	101	1	1	2	1	1	1	1	2	1	2	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	3	1	1	2	2	2	1	2	2	1	3	2	1	2	3	1	3	3	1	1	1	1	2	3	2	2	1	1	3	2	2	1	3	3	2	2	1	2	2	1	2	1	1	2	6	3	2	2	2	2	2	1	4	1	1	1	4	3	2	8	1	6	2	1	3	5	4	1	2	9	4	8	6	5	12	9	1	5	17	14	1	14	5	1
3000	-2565.215345152965710	-2561.735043436918204	-3.480301716047680	0.000010989856257	0.000082109871097	7.471423572808021	0.413437179753979	-1	2	4	4	4	5	7	4	6	7	6	7	7	8	8	8	10	9	10	10	11	10	12	10	11	14	12	12	13	13	14	13	14	16	16	16	17	16	14	17	15	15	15	16	18	18	18	19	17	19	19	17	20	19	18	18	21	19	20	22	20	19	19	22	20	21	22	23	22	25	22	25	21	23	24	23	24	25	24	25	23	24	26	24	23	26	27	26	26	28	28	24	25	28	26	29	28	30	29	30	29	31	31	31	33	30	32	34	33	0	1	2	2	2	2	3	2	5	5	8	9	0	9	12	9	10	11	12	10	15	15	0	10	19	20	20	21	25	24	25	27	27	33	29	28	30	31	25	43	32	27	27	32	34	36	39	39	41	42	42	43	37	44	44	44	63	46	41	50	52	37	49	41	37	52	56	57	57	59	50	61	63	65	85	58	61	62	65	67	67	59	84	73	61	92	62	82	93	84	85	58	76	89	13	92	13	85	89	13	13	106	92	13	2	96	13	95	101	1	1	1	1	1	1	2	1	2	2	1	1	1	2	1	1	2	2	1	2	2	1	1	2	1	1	1	1	1	1	2	1	1	1	2	1	2	2	1	1	1	1	1	2	2	1	2	2	2	2	2	1	2	3	1	1	1	1	2	2	2	2	1	3	1	2	1	1	1	4	2	2	1	1	1	2	2	3	2	2	1	2	1	2	3	1	6	1	1	3	3	4	1	1	9	2	9	4	2	12	12	1	4	15	14	1	15	4	2
3500	-2461.295022868749584	-2458.114019674122574	-3.181003194626997	0.000012124960241	0.000075017863580	6.187060583035492	0.354803584063623	0	1	3	3	4	6	7	4	6	8	6	8	7	8	9	8	10	8	10	10	12	10	11	12	11	15	12	13	12	13	14	13	14	16	15	16	17	15	15	16	15	15	16	16	19	18	17	18	18	20	19	18	18	19	19	19	21	19	20	22	22	20	19	22	21	20	22	23	23	25	21	25	22	24	24	22	24	24	25	23	24	24	25	23	22	27	27	27	24	26	28	25	27	28	26	27	29	30	29	30	28	31	30	29	33	30	33	33	31	0	1	2	2	2	2	2	2	5	5	8	9	0	9	12	9	10	11	12	10	15	15	0	17	19	20	20	21	25	24	25	27	27	33	29	28	30	25	31	32	32	33	27	33	34	36	39	39	41	27	42	43	37	44	44	44	63	46	49	50	52	37	32	41	37	52	56	57	57	59	42	61	63	65	85	58	61	62	65	67	67	59	73	73	66	89	78	82	76	73	85	58	89	89	13	92	13	85	94	13	1	106	94	1	13	96	23	95	101	1	1	1	1	2	2	2	2	1	2	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	3	1	1	1	1	1	1	2	2	2	2	2	3	1	2	1	1	2	1	2	1	1	2	2	4	2	1	1	2	2	2	1	1	2	1	2	2	4	3	2	1	2	1	1	3	3	2	2	2	1	3	1	2	3	1	1	2	1	1	1	2	3	1	1	2	3	3	2	2	8	1	10	5	1	12	10	1	1	18	13	2	16	3	2
4000	-2177.264517180730309	-2174.387642136948216	-2.876875043782237	0.000014809136657	0.000074392494536	5.023418735336492	0.443964053082556	-1	0	4	3	3	5	7	5	6	6	6	8	7	8	9	7	9	10	11	10	10	10	10	12	12	14	12	12	13	13	14	14	14	16	16	16	17	15	16	15	15	16	15	16	18	18	17	19	18	19	19	17	18	19	20	18	21	19	19	21	21	19	20	22	19	20	22	23	23	25	20	25	22	24	24	22	23	24	25	25	23	24	25	23	23	27	26	27	24	27	28	28	26	28	27	28	27	31	29	29	29	32	29	31	34	30	32	33	33	0	1	2	2	2	3	2	2	5	5	8	9	0	9	12	9	10	11	12	17	15	15	0	17	19	20	20	21	25	24	25	27	27	27	29	28	30	31	31	32	32	27	33	32	34	36	39	39	41	42	42	43	37	44	44	44	49	46	41	42	52	37	49	49	37	52	56	49	57	59	50	61	63	65	85	58	61	62	65	67	67	59	73	73	66	89	78	82	76	84	75	93	89	86	7	93	7	75	94	7	7	106	94	23	7	96	7	95	101	1	1	2	2	2	1	4	1	1	2	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	2	2	1	1	1	1	2	1	2	2	1	1	2	2	1	2	1	1	2	2	1	1	1	3	2	1	1	1	2	1	2	3	3	2	3	1	2	1	2	1	2	1	1	4	2	1	3	2	1	2	2	1	2	1	2	2	1	2	1	9	1	8	5	1	11	10	1	1	14	12	1	13	3	1
4500	-2101.523066105448379	-2098.912366197096162	-2.610699908352258	0.000021070026035	0.000086632107559	4.111627931227309	0.566823708943277	0	2	4	4	4	6	8	6	6	7	7	8	8	9	9	7	9	9	10	11	11	10	11	12	11	14	12	12	13	14	13	13	14	16	12	17	18	16	16	16	15	16	14	17	18	18	18	18	18	20	19	18	20	19	19	19	20	19	20	21	20	20	19	22	21	20	21	22	22	25	22	24	22	22	24	23	21	24	24	24	23	23	25	24	23	26	26	26	25	26	27	27	26	27	26	29	28	31	29	29	28	32	30	31	33	31	29	33	32	0	1	2	2	2	3	2	2	5	5	8	9	0	9	12	9	10	11	12	10	15	15	0	10	19	20	20	21	25	24	25	27	27	33	25	28	30	25	31	32	32	27	27	32	34	36	39	39	41	42	42	43	37	44	44	44	49	46	41	42	52	37	49	57	37	52	56	57	57	59	60	61	63	65	85	58	61	62	65	67	67	59	73	73	66	89	78	82	76	84	85	86	89	86	13	94	13	91	94	7	13	106	94	7	13	96	13	95	101	1	1	1	1	1	1	3	2	2	1	1	1	1	1	1	1	1	1	2	3	1	1	1	3	1	1	1	1	1	1	2	1	2	1	1	3	2	2	1	2	1	2	1	2	1	1	1	2	2	2	2	2	1	1	1	1	1	1	3	3	2	1	1	1	2	1	1	2	1	2	1	2	2	1	1	2	1	2	1	1	1	2	2	1	1	1	1	3	1	1	2	1	1	1	8	1	7	2	1	7	6	1	1	12	12	1	9	4	1
