step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100
1	-5976.417396499860843	-5983.272884450820129	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.340325743466370	0	2	4	3	6	6	9	7	7	10	10	9	10	10	12	13	13	15	14	15	16	17	18	20	20	20	22	21	25	24	27	25	25	28	28	27	27	27	28	28	29	29	30	30	31	31	33	33	31	33	34	33	35	34	36	36	36	38	36	36	37	38	39	37	39	39	40	39	38	41	40	39	39	40	39	40	39	41	42	42	40	41	42	44	41	41	43	43	45	43	42	43	44	44	44	45	47	47	47	49	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	3	3	5	4	4	5	5	5	5	5	6	7	7	8	7	8	8	9	9	10	10	10	11	11	13	12	14	13	13	14	14	14	14	14	14	14	15	15	15	15	16	16	17	17	16	17	17	17	18	17	18	18	18	19	18	18	19	19	20	19	20	20	20	20	19	21	20	20	20	20	20	20	20	21	21	21	20	21	21	22	21	21	22	22	23	22	21	22	22	22	22	23	24	24	24	25
500	-1044.953811084385734	-1051.809299035345020	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.142696591660418	-1	2	4	4	7	7	10	8	7	10	10	9	9	10	13	13	13	15	15	15	16	17	15	17	20	20	19	22	25	25	24	25	25	28	28	27	28	28	27	27	29	29	31	31	32	32	33	34	29	34	32	33	34	33	36	36	37	39	36	35	37	39	40	37	39	39	41	40	39	41	40	39	40	41	40	38	40	41	42	42	40	41	43	44	41	41	44	43	45	42	41	44	45	45	43	46	47	47	47	49	0	1	1	2	2	1	9	6	1	0	4	4	6	6	11	2	10	0	17	10	17	10	0	17	18	11	2	21	23	19	25	24	0	0	2	24	33	0	32	16	0	33	5	37	0	42	36	23	14	24	11	4	13	2	0	15	45	27	0	8	40	29	10	0	26	17	55	3	35	24	24	15	0	27	23	49	34	9	4	22	5	18	37	31	28	11	32	37	23	0	17	0	58	34	0	30	0	26	27	23	1	2	4	1	3	4	2	1	4	1	3	3	1	3	2	4	2	1	1	4	2	4	1	3	3	6	9	3	7	5	1	5	1	1	12	8	2	1	1	7	1	2	15	2	1	2	2	19	10	14	12	14	11	14	1	13	4	15	1	13	7	14	13	1	10	12	2	17	9	15	16	13	1	19	17	3	4	16	21	14	15	13	11	11	9	19	9	10	18	1	14	1	2	9	1	13	1	16	14	15
1000	-986.281010548078939	-993.136498499038339	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.164715796447046	0	2	4	2	6	7	9	5	7	9	11	9	11	10	12	12	12	16	15	16	15	18	15	21	20	20	22	21	24	22	26	23	26	28	29	28	27	28	29	29	29	29	30	30	31	31	33	34	31	34	33	32	35	34	36	36	35	38	34	37	38	37	39	36	38	39	40	40	38	41	41	39	39	41	40	40	40	42	43	42	40	41	41	44	42	42	43	44	44	44	42	42	45	43	45	46	47	46	48	50	0	1	2	1	4	8	3	4	8	0	7	5	8	4	5	11	6	0	17	14	4	19	0	22	22	7	28	13	16	10	24	28	0	0	9	24	30	0	33	28	0	17	14	36	0	32	34	23	27	37	41	33	49	12	0	21	46	23	0	27	43	23	8	0	33	14	22	1	37	46	25	23	0	23	23	53	69	59	5	8	17	38	13	33	57	23	77	67	23	0	47	0	57	83	0	70	0	23	96	29	1	1	1	1	2	1	4	1	1	1	1	2	3	4	3	1	3	1	1	4	7	2	1	1	1	5	1	4	8	5	1	1	1	1	10	3	2	1	1	4	1	9	11	1	1	4	2	14	5	6	2	3	2	12	1	12	2	13	1	8	3	14	19	1	7	16	11	18	7	7	15	14	1	19	19	3	1	5	18	18	13	5	14	11	4	19	2	3	21	1	4	1	5	1	1	3	1	17	1	14
1500	-775.666863646981597	-782.522351597940997	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.184146540875693	0	2	4	3	5	6	8	8	7	11	10	9	10	11	13	14	12	15	15	16	16	17	15	20	21	19	23	21	25	24	28	25	24	26	28	26	27	26	28	25	29	27	31	30	31	30	32	33	31	32	34	33	36	34	37	37	37	37	37	35	37	39	39	37	38	39	41	38	37	41	41	38	39	41	39	41	39	41	42	42	40	40	41	44	42	42	42	44	45	43	40	42	43	43	44	45	47	47	48	49	0	1	2	1	2	3	5	4	6	0	9	5	3	6	10	8	10	0	17	17	10	21	0	10	17	3	28	18	18	20	36	26	0	0	6	33	32	0	38	28	0	25	19	41	0	38	23	34	6	19	31	37	42	23	0	1	48	23	0	40	53	23	15	0	64	42	37	42	42	41	44	30	0	23	32	91	56	68	12	15	27	58	10	91	49	23	83	65	23	0	49	0	82	32	0	69	0	7	82	61	1	1	1	2	2	1	2	3	1	1	1	2	3	3	1	3	1	1	1	3	3	1	1	3	5	9	1	2	5	3	2	3	1	1	10	1	1	1	1	2	1	3	10	1	1	2	7	6	12	7	4	3	4	8	1	16	2	11	1	5	1	16	13	1	1	6	7	7	3	6	6	9	1	17	7	1	1	2	16	15	10	1	13	2	6	18	1	4	19	1	4	1	2	9	1	5	1	21	5	7
2000	-810.873613855758208	-817.729101806717608	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.275323532538481	-1	2	5	4	6	7	9	8	7	10	10	8	9	11	12	14	13	16	15	13	16	18	16	20	19	20	22	21	25	23	27	25	25	26	29	28	28	27	29	29	29	30	30	30	32	31	32	31	32	33	34	30	35	34	36	34	36	39	36	34	36	38	40	38	39	39	40	40	37	41	41	39	39	41	40	40	38	41	42	42	39	41	43	45	41	42	42	44	45	43	43	44	44	44	45	46	48	47	47	50	0	1	1	1	4	4	3	3	3	0	9	3	6	7	11	7	10	0	17	5	15	10	0	17	21	25	4	23	21	11	33	21	0	0	33	6	32	0	32	6	0	14	41	29	0	29	34	34	10	36	50	1	30	40	0	7	48	48	0	36	42	23	24	0	59	35	49	44	36	55	50	46	0	4	34	50	39	66	54	82	54	64	78	66	50	30	55	82	23	0	82	0	29	82	0	79	0	83	66	96	1	2	3	3	1	1	2	3	1	1	1	2	1	1	1	3	1	1	1	4	2	4	1	3	2	1	7	3	6	8	1	6	1	1	1	9	1	1	2	11	1	9	1	2	1	3	4	2	9	3	1	15	9	2	1	13	2	5	1	3	3	14	9	1	2	6	5	6	4	3	4	4	1	14	9	3	5	1	4	1	2	1	1	3	5	15	3	2	15	1	1	1	9	2	1	2	1	3	5	2
2500	-775.909727537231333	-782.765215488190734	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.358503773427628	-1	3	5	4	7	7	9	8	6	10	10	8	11	10	12	14	12	16	14	15	14	18	18	20	20	20	23	20	26	23	27	22	25	28	28	27	28	24	28	28	29	29	29	30	31	30	34	33	32	34	34	32	36	35	36	34	34	39	35	37	37	39	39	38	40	40	41	39	38	41	40	40	39	41	40	40	37	41	41	42	41	42	43	45	41	42	40	43	45	41	42	43	41	41	44	46	46	47	45	49	0	1	1	2	9	3	6	2	4	0	5	9	6	8	10	10	10	0	17	8	13	18	0	17	2	18	18	22	10	28	24	18	0	0	36	24	28	0	27	9	0	16	25	41	0	40	39	46	46	31	45	14	51	57	0	40	23	54	0	56	47	32	64	0	29	50	68	49	44	71	55	63	0	38	48	60	47	60	62	57	65	66	44	56	63	23	69	66	23	0	59	0	54	61	0	91	0	92	91	81	1	2	2	1	1	1	1	2	2	1	2	1	2	1	1	3	1	1	1	3	2	1	1	4	7	1	4	1	7	1	4	4	1	1	1	4	3	1	2	9	1	9	3	1	1	1	3	2	1	4	2	10	1	1	1	2	5	2	1	1	2	14	1	1	8	3	1	3	4	1	2	1	1	14	5	2	1	2	2	4	1	1	6	6	1	12	1	1	16	1	3	1	3	2	1	2	1	2	1	5
3000	-740.733163877736843	-747.588651828696243	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.378808821828282	0	2	4	2	5	4	10	8	7	9	9	10	10	11	13	12	13	15	15	16	15	17	17	21	19	21	22	22	24	23	26	24	26	27	28	27	27	28	29	28	28	27	29	31	31	32	34	30	31	34	33	34	34	35	37	37	36	39	36	37	37	39	39	37	38	40	40	39	38	41	40	37	39	41	39	41	39	42	42	42	40	41	42	45	40	40	43	43	46	42	43	43	45	44	43	46	47	45	46	50	0	1	1	1	3	4	5	5	2	0	3	6	8	7	10	12	9	0	17	13	17	21	0	21	4	16	25	24	27	13	17	28	0	0	28	32	27	0	42	42	0	10	41	36	0	48	31	34	33	35	20	45	31	45	0	45	45	59	0	59	28	38	42	0	57	57	47	50	50	53	55	47	0	34	72	45	40	69	86	75	62	66	86	90	55	34	61	73	34	0	59	0	56	85	0	98	0	95	87	52	1	1	2	1	1	1	4	1	3	1	2	3	1	1	2	1	3	1	1	4	1	1	1	3	8	4	1	1	1	5	5	1	1	1	4	2	2	1	1	1	1	10	1	2	1	1	4	1	2	4	7	1	4	1	1	4	4	2	1	1	6	10	5	1	1	3	3	2	2	5	2	2	1	12	1	5	5	2	1	1	1	1	1	1	2	9	4	2	17	1	4	1	3	2	1	1	1	1	2	6
3500	-500.222595752110237	-507.078083703069638	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.460217940510134	1	2	4	4	6	6	10	7	6	11	8	9	10	10	12	13	13	16	13	15	16	18	19	20	20	20	22	20	25	23	27	25	25	25	28	27	28	27	28	29	30	29	30	31	31	31	33	32	31	33	33	32	34	34	36	37	36	38	37	35	36	39	39	36	38	39	39	40	37	42	40	38	39	39	40	40	40	41	43	42	40	41	42	42	41	41	42	44	46	43	42	43	43	44	45	45	47	48	47	49	0	1	2	2	3	3	12	2	4	0	6	11	8	3	11	7	10	0	10	14	17	17	0	21	21	16	24	22	30	27	30	25	0	0	25	33	30	0	33	38	0	31	37	40	0	38	39	40	36	31	48	46	44	49	0	50	48	64	0	45	47	48	56	0	55	64	64	58	55	69	69	64	0	34	58	73	47	60	29	68	72	58	57	67	74	57	67	68	34	0	57	0	57	86	0	83	0	79	79	88	1	1	1	1	1	1	1	3	1	1	1	1	2	4	2	1	1	1	1	3	1	3	1	2	2	4	1	1	1	1	2	2	1	1	4	1	2	1	1	1	1	1	1	1	1	3	2	2	2	2	1	1	2	1	1	2	2	1	1	2	2	4	1	1	1	2	1	1	1	4	2	1	1	8	1	1	3	3	7	1	1	2	3	1	1	3	1	2	17	1	2	1	4	1	1	2	1	2	1	4
4000	-535.345208340902559	-542.200696291861959	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.662747424233426	0	3	4	1	5	6	8	7	7	9	10	8	10	11	12	14	13	14	14	16	16	17	18	21	20	19	22	22	26	22	28	24	25	28	29	27	27	27	27	29	29	30	30	30	30	32	32	30	31	34	35	32	35	34	35	37	37	37	36	37	37	38	40	38	40	39	40	38	37	42	39	39	39	40	40	39	39	41	42	42	39	41	42	44	42	41	41	42	46	42	43	43	44	45	44	45	47	48	48	49	0	4	4	1	3	3	5	2	5	0	5	6	8	7	13	6	10	0	17	16	14	19	0	26	22	22	26	26	30	24	39	27	0	0	37	30	33	0	33	37	0	34	41	40	0	48	42	34	35	41	47	43	45	49	0	47	51	49	0	54	47	51	77	0	53	59	68	60	55	55	69	61	0	58	64	60	68	81	65	66	68	73	62	70	67	51	71	63	48	0	83	0	65	85	0	67	0	96	89	84	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	4	2	1	1	1	2	1	1	2	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	1	3	2	1	3	2	4	1	1	2	1	1	1	3	2	1	1	1	4	1	1	1	2	1	1	1	1	1	2	1	1	2	1	2	3	1	1	11	1	1	1	2	1	1	2	1	2	1	2
4500	-533.555482108247929	-540.410970059207330	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.592453122268067	0	2	5	3	5	6	9	8	7	11	10	8	11	10	12	13	13	16	15	15	16	18	19	20	21	20	23	21	24	23	28	25	25	27	29	27	26	28	28	29	28	29	30	30	29	31	33	33	30	33	34	33	34	35	36	36	34	38	37	35	37	38	38	37	39	40	40	39	39	42	40	39	38	40	39	39	39	41	40	42	41	42	42	44	41	41	44	43	45	43	43	43	44	44	43	45	47	48	47	49	0	1	4	2	2	3	6	2	5	0	3	9	8	12	8	11	10	0	17	15	12	18	0	19	24	8	28	22	30	26	25	26	0	0	32	33	33	0	36	31	0	27	40	38	0	44	46	44	39	29	43	29	43	50	0	47	46	48	0	50	51	57	51	0	50	76	59	61	41	55	55	58	0	64	64	59	54	67	60	79	75	65	71	92	64	59	86	81	48	0	62	0	71	73	0	90	0	95	87	97	1	1	1	1	1	1	2	2	1	1	4	1	1	2	2	1	1	1	1	2	3	1	1	3	1	6	1	1	1	2	3	2	1	1	2	1	1	1	1	1	1	3	1	1	1	1	1	2	1	5	2	4	2	2	1	1	2	1	1	1	1	1	2	1	3	1	2	1	5	3	2	1	1	1	1	1	2	1	2	1	1	1	2	1	1	2	1	1	6	1	3	1	1	2	1	1	1	2	2	1
