step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	Tinf_105	Tinf_106	Tinf_107	Tinf_108	Tinf_109	Tinf_110	Tinf_111	Tinf_112	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	alpha_105	alpha_106	alpha_107	alpha_108	alpha_109	alpha_110	alpha_111	alpha_112	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104	kappa_105	kappa_106	kappa_107	kappa_108	kappa_109	kappa_110	kappa_111	kappa_112
1	-3660.840962021466567	-3659.378879936947669	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.503244698909561	-1	3	5	3	3	6	9	8	11	10	10	11	10	13	13	12	12	13	12	14	13	15	15	14	15	13	14	14	15	16	16	16	15	16	16	18	16	17	15	17	15	16	17	17	17	18	17	17	17	18	19	18	17	18	17	18	19	18	19	20	19	20	21	20	21	21	21	21	23	22	21	21	23	21	21	22	23	23	25	24	24	24	26	24	24	25	26	24	26	26	26	25	25	27	27	26	28	28	29	29	31	31	31	32	33	33	33	34	34	34	36	35	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	2	2	4	5	5	6	6	6	6	6	7	7	7	7	7	7	8	7	8	8	8	8	7	8	8	8	9	9	9	8	9	9	10	9	9	8	9	8	9	9	9	9	10	9	9	9	10	10	10	9	10	9	10	10	10	10	11	10	11	11	11	11	11	11	11	12	12	11	11	12	11	11	12	12	12	13	13	13	13	14	13	13	13	14	13	14	14	14	13	13	14	14	14	15	15	15	15	16	16	16	17	17	17	17	18	18	18	19	18
500	-984.983155506035132	-983.283429102139735	-1.699726403895355	0.000010035640917	0.000016002450177	1.594561852987184	0.231606734804742	-4	1	4	3	2	6	9	8	11	10	10	12	11	13	12	10	13	13	12	13	13	16	14	13	15	10	14	14	12	17	16	16	15	16	16	19	15	18	15	18	15	17	16	16	17	19	18	16	16	17	19	18	17	18	18	18	19	18	18	21	19	19	21	20	20	20	20	21	21	22	21	22	24	18	22	22	24	21	25	25	24	24	27	22	24	26	26	24	25	26	26	25	26	28	28	26	27	29	29	29	32	31	31	32	33	33	33	34	34	35	36	33	0	1	5	2	2	5	8	5	7	6	8	8	7	7	6	8	7	16	16	6	9	28	9	16	2	8	9	8	8	32	39	14	24	4	24	25	26	27	20	48	29	21	13	37	27	27	49	16	37	14	26	13	29	29	27	0	1	34	17	26	0	27	31	59	41	0	11	29	1	19	2	52	14	2	32	0	59	56	41	51	21	44	65	42	50	81	44	62	69	2	71	50	36	55	29	89	41	23	91	20	4	1	99	82	6	104	16	7	51	96	35	79	1	2	2	1	1	2	1	4	2	2	1	2	1	2	4	1	2	2	1	3	1	1	2	2	5	1	1	3	3	1	1	2	1	6	2	2	2	2	1	2	2	2	3	1	1	2	1	3	1	4	7	4	2	5	2	1	12	1	2	10	1	2	2	1	2	1	5	8	14	5	10	1	5	10	3	1	3	1	7	4	5	4	5	3	4	1	5	5	3	13	2	3	4	5	16	1	6	10	3	10	16	16	1	3	13	1	9	12	15	3	11	4
1000	-796.661846407297389	-794.372443461409830	-2.289402945887526	0.000010031016683	0.000031394863617	3.129778825909817	0.348316225778694	-1	4	6	3	2	5	10	8	11	10	11	10	10	14	12	13	13	14	13	15	13	15	15	14	15	11	13	13	13	16	16	16	15	15	16	18	15	15	14	17	14	15	18	18	18	18	16	18	17	18	19	18	17	18	17	18	20	17	19	20	19	20	21	20	22	21	21	21	23	21	20	22	23	20	21	23	24	24	25	25	23	24	25	24	23	25	27	25	26	26	25	25	25	27	28	27	29	28	29	30	30	32	31	32	34	32	33	34	35	34	35	35	0	1	4	5	1	5	8	3	8	3	8	8	3	7	2	9	9	15	12	4	11	28	5	16	21	7	26	9	7	9	8	14	24	27	24	23	26	27	11	3	29	26	34	31	38	9	27	31	15	14	52	37	12	29	38	0	1	37	56	55	0	45	25	36	29	0	14	59	13	74	41	18	50	39	43	0	11	81	29	51	50	81	65	72	29	85	91	62	44	39	48	31	20	25	29	88	80	54	80	37	98	1	79	69	78	80	88	100	41	48	97	74	1	3	1	1	2	2	1	1	2	1	2	1	3	4	4	2	1	1	2	5	1	1	5	1	1	1	1	2	1	2	4	1	1	1	1	2	3	1	2	6	1	2	2	1	3	2	1	1	2	2	1	1	3	2	1	1	13	1	1	2	1	1	2	1	3	1	5	1	6	1	3	4	3	3	1	1	5	1	6	3	2	1	2	1	4	1	1	4	3	7	3	3	5	5	7	1	2	6	3	6	1	16	2	6	5	3	5	2	17	10	2	7
1500	-897.730592647699837	-895.803554705969304	-1.927037941730567	0.000010031160422	0.000021614874890	2.154773125069559	0.594063835868384	-1	4	6	2	4	6	9	8	8	10	11	11	10	13	14	13	12	13	12	15	13	15	14	14	15	13	14	14	14	17	16	16	15	15	16	18	15	16	16	17	16	17	17	17	18	17	17	17	18	17	19	18	18	18	18	18	20	17	19	20	19	19	22	21	20	19	20	20	22	22	22	21	24	21	21	21	24	22	25	25	24	24	26	25	25	25	27	24	27	25	25	26	25	27	28	26	27	27	28	30	32	30	31	33	33	33	33	34	34	34	36	34	0	4	4	1	4	2	8	6	3	9	9	10	9	13	14	12	7	17	13	13	12	28	12	18	29	13	26	19	7	15	25	14	24	11	24	39	26	27	33	37	29	19	41	31	38	14	34	27	43	14	26	27	26	29	38	0	40	26	54	55	0	45	53	15	29	0	47	59	66	76	65	62	67	61	46	0	51	18	65	51	59	65	65	67	65	70	80	62	85	70	66	78	57	91	65	88	91	26	63	97	100	89	87	69	89	99	102	101	34	103	101	100	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	2	1	1	3	2	1	2	1	2	2	1	1	1	1	1	1	2	1	1	1	2	1	1	1	3	4	2	2	3	1	1	2	2	1	2	1	1	2	3	2	1	2	1	2	1	1	1	2	1	2	1	2	5	2	3	2	2	3	1	3	2	1	3	1	2	3	2	3	1	4	2	1	4	3	2	1	1	2	6	2	3	1	1	12	1	2	1
2000	-692.335140305255777	-690.291328834425144	-2.043811470830651	0.000009938856788	0.000024407244391	2.455739619795716	0.615119785053257	-1	3	4	3	2	7	10	9	11	11	10	11	10	13	13	12	12	13	9	14	13	15	15	14	16	12	14	13	13	16	15	17	15	15	16	18	16	16	15	17	16	16	17	16	17	18	18	17	18	19	20	19	16	18	17	17	19	18	19	20	18	20	20	20	20	22	22	21	23	23	20	22	24	21	22	23	23	22	25	23	23	23	25	24	25	26	26	24	26	26	27	24	25	27	27	26	27	27	29	29	30	32	31	31	33	33	33	35	35	34	36	34	0	1	4	5	1	2	8	3	19	8	19	8	8	7	17	9	11	13	5	17	12	28	8	16	23	9	26	12	10	20	10	14	21	15	24	12	26	27	18	27	29	20	23	8	38	55	23	23	24	14	43	35	27	43	38	0	43	10	56	55	0	45	36	61	41	0	32	59	52	74	14	71	67	60	68	0	32	63	65	51	62	22	65	65	65	82	83	62	73	84	77	71	84	66	79	70	96	79	96	43	32	103	99	69	103	99	104	75	90	107	110	101	1	2	1	1	2	1	1	3	1	1	1	1	1	1	1	1	1	1	3	1	1	1	2	1	1	1	1	1	1	1	2	2	1	1	1	5	2	1	1	1	1	1	1	3	1	1	1	2	2	3	2	2	1	1	1	1	1	3	1	2	1	2	1	1	1	1	2	1	2	1	3	1	2	1	1	1	2	1	3	2	1	4	2	2	3	2	1	2	1	1	2	2	1	4	1	2	1	1	1	5	6	1	1	4	1	1	1	6	5	1	1	2
2500	-762.253758806336236	-760.215637728548359	-2.038121077787850	0.000009725627419	0.000023738391660	2.440808252133802	0.651894667515808	0	2	6	4	3	6	10	8	12	11	10	11	10	12	13	12	13	14	13	15	13	15	15	14	16	13	14	14	15	15	16	16	15	16	16	18	15	16	16	17	16	17	17	16	18	18	18	18	16	18	20	18	17	18	18	18	19	17	20	20	18	20	21	21	21	21	21	21	24	22	21	22	23	21	21	22	23	21	25	23	24	25	27	24	23	23	26	23	26	27	25	25	24	26	28	26	29	26	30	29	31	31	32	32	34	33	33	35	35	34	36	35	0	1	5	2	1	1	8	6	12	3	8	3	6	7	16	12	12	12	14	15	10	28	15	16	27	9	26	12	12	8	30	14	24	22	24	29	26	27	27	41	29	9	12	15	25	30	43	25	26	14	53	58	37	28	38	0	43	15	56	55	0	45	57	54	29	0	32	36	65	51	40	51	67	52	61	0	52	54	41	42	70	61	79	20	65	64	59	62	68	71	77	48	65	40	53	93	89	79	98	82	100	94	51	90	103	102	101	107	98	106	105	95	1	1	1	1	2	2	1	1	1	3	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	3	3	1	1	1	1	1	2	1	1	1	1	1	3	3	2	2	2	1	1	1	3	1	1	1	2	1	1	1	2	1	1	1	1	1	2	3	1	2	1	3	1	2	1	2	1	1	1	1	1	5	3	2	3	1	4	1	1	2	3	3	3	1	4	1	3	3	1	2	1	2	2	1	3	5	2	1	1	1	1	6	1	1	3
3000	-657.325418362449341	-655.607005937208783	-1.718412425240588	0.000009621959352	0.000015778331679	1.639825227107400	0.616443070866482	0	3	5	4	3	7	10	8	12	10	8	11	10	12	13	12	12	10	12	14	13	16	15	13	16	13	14	15	14	15	16	16	16	17	16	19	16	15	15	17	16	15	17	16	17	18	17	17	17	18	18	18	18	16	17	18	20	19	19	19	19	21	21	20	22	22	21	21	22	21	22	21	24	20	21	23	22	22	26	24	25	24	26	24	24	23	27	23	27	26	26	24	24	27	27	26	28	28	29	30	29	31	31	32	32	33	31	35	33	34	37	33	0	1	2	2	1	3	8	5	10	8	3	6	11	8	13	18	12	8	18	24	13	28	19	16	28	8	26	14	7	27	18	18	24	37	24	22	26	27	24	33	29	19	29	23	38	44	41	21	12	32	25	35	43	29	38	0	43	22	56	55	0	45	74	12	41	0	25	47	64	35	68	61	67	55	46	0	68	51	65	51	41	36	65	68	65	74	82	62	85	36	93	58	66	75	65	80	52	79	89	98	73	89	77	99	94	94	79	109	100	89	112	103	1	1	1	1	2	1	2	3	1	1	1	2	1	2	1	1	1	1	2	1	1	1	3	1	1	2	1	2	2	1	2	2	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	3	1	1	1	1	1	1	1	2	2	1	1	1	3	1	5	3	1	1	2	1	2	1	1	2	1	1	1	1	1	2	3	5	2	2	2	1	1	1	1	2	4	1	3	1	3	2	1	5	1	1	1	3	1	4	2	3	2	2	1	2	4	2	1
3500	-683.154189584897722	-681.410145497392250	-1.744044087505494	0.000010399115787	0.000017699587811	1.702028150595146	0.702226797750979	-1	3	6	4	3	6	10	8	11	11	9	10	10	14	13	13	12	14	12	14	14	16	15	15	14	13	14	14	13	16	16	15	15	16	17	18	16	16	14	17	15	15	16	17	18	17	17	17	18	18	20	19	17	17	18	18	19	18	20	19	19	21	21	20	21	22	22	21	23	21	22	21	24	22	22	22	24	23	25	25	24	23	26	24	23	25	26	23	27	25	26	25	23	28	28	27	28	28	29	30	30	31	29	32	32	34	33	33	32	34	36	35	0	1	4	1	1	5	8	6	4	13	8	3	8	13	9	7	11	6	7	9	13	28	29	16	16	9	26	7	11	32	16	14	16	15	24	46	26	25	13	22	29	26	39	30	38	24	32	41	42	14	27	35	23	29	38	0	56	30	29	55	0	45	49	61	54	0	50	56	74	64	49	25	67	42	43	0	74	72	65	51	65	58	81	24	65	78	77	55	83	67	88	69	75	87	81	88	91	79	91	91	79	99	86	101	101	105	104	102	98	105	112	110	1	2	1	2	1	2	1	1	3	1	1	1	2	1	1	3	1	3	1	1	2	1	1	1	1	2	1	2	1	1	1	1	1	2	1	1	2	1	2	1	1	1	1	1	1	1	1	1	2	2	3	1	1	2	1	1	1	1	5	1	1	1	1	1	2	1	1	2	1	1	2	3	1	2	3	1	1	1	2	2	1	2	1	4	1	1	1	1	1	1	2	1	1	1	1	1	1	3	1	1	2	1	2	2	2	1	1	1	2	1	1	1
4000	-638.352664933499341	-636.710066153480057	-1.642598780019235	0.000011213177037	0.000016329125796	1.456244358033713	0.639706103013770	0	2	6	3	3	6	10	8	12	11	11	12	10	14	13	13	13	13	11	15	13	16	15	14	15	13	14	15	13	15	16	16	16	15	16	19	16	15	15	17	15	16	17	16	18	18	18	17	18	18	20	17	17	17	17	17	19	19	19	21	20	20	21	21	21	21	21	22	21	22	19	21	23	21	20	22	23	23	24	23	24	24	26	24	24	25	25	24	27	27	26	25	25	27	27	26	28	28	29	30	31	31	30	32	33	33	33	33	33	34	35	36	0	1	2	2	2	5	8	3	11	6	5	19	8	18	12	13	10	19	8	9	10	28	3	16	9	8	26	26	7	24	19	14	24	16	24	50	26	27	9	38	29	18	27	16	38	40	23	39	44	14	37	39	23	41	38	0	37	32	56	55	0	46	62	45	41	0	32	29	56	22	33	24	67	36	38	0	74	69	29	51	68	36	65	73	65	85	85	46	78	46	62	84	25	41	65	79	90	65	89	96	103	63	98	97	95	102	102	102	98	98	106	109	1	1	1	1	1	1	1	1	1	3	5	1	1	1	1	2	1	1	2	1	1	1	6	1	1	3	1	2	2	1	3	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	3	1	1	2	1	1	1	1	4	1	2	6	2	2	1	3	1	1	3	1	1	1	5	2	2	2	4	1	2	1	1	5	1	5	2	1	4	7	2	1	1	3	1	2	1	3	1	2	2	1	1	1	3	2	1	1
4500	-763.174265057022126	-761.537942800865949	-1.636322256156161	0.000014172879746	0.000020423391551	1.441019180078322	0.509760100551759	0	1	5	3	3	7	9	8	10	10	9	12	9	13	14	13	11	14	12	15	11	15	15	14	14	13	15	14	16	16	17	17	15	16	16	17	16	17	16	17	14	15	17	17	18	18	17	17	17	19	19	18	18	17	18	17	20	17	19	20	19	20	21	20	21	22	22	21	23	23	20	21	23	22	21	21	24	23	24	24	24	23	26	24	24	26	25	24	25	27	26	26	25	27	26	26	28	26	29	29	32	31	30	32	34	32	33	34	35	33	36	35	0	1	4	2	2	3	8	5	6	7	6	11	3	8	19	10	13	9	7	25	7	28	16	16	17	10	26	9	41	18	8	14	24	25	24	20	26	27	15	20	19	17	23	10	58	37	37	37	33	32	46	35	33	41	38	0	47	39	56	55	0	45	32	43	54	0	18	54	54	68	47	58	67	65	45	0	63	75	34	72	55	61	79	61	44	49	82	27	69	82	80	57	36	70	74	84	88	79	83	96	99	32	79	97	99	85	70	65	98	75	110	101	1	1	1	1	1	1	1	2	1	1	1	2	2	1	1	3	1	2	1	1	1	1	1	1	1	2	1	2	2	1	5	2	1	1	1	1	1	1	1	1	1	2	1	4	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	2	1	2	1	2	3	4	1	2	3	1	1	2	1	2	1	3	2	4	2	1	2	2	4	1	4	1	2	1	4	5	2	2	1	2	1	2	1	2	7	3	2	4	4	4	5	5	5	2	1
