step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67
37000	-369.688966578212614	-368.025204756812968	-1.663761821399641	0.000084948546222	0.000018294190351	0.215356132205897	0.647938712526122	-1	1	1	3	3	5	5	5	5	4	10	6	8	6	9	9	8	10	10	10	9	9	11	11	12	13	12	12	13	12	15	12	13	14	10	12	15	15	14	16	15	15	16	13	14	16	18	14	17	16	17	16	19	16	18	17	18	18	19	19	20	19	21	21	21	21	24	0	0	1	3	3	3	5	5	4	4	9	9	9	10	12	13	6	13	13	17	13	14	11	19	22	24	20	19	15	17	23	19	19	25	9	0	15	34	18	25	24	20	23	9	11	25	43	19	42	37	48	42	42	38	39	0	37	34	49	56	57	58	59	60	61	46	65	1	1	1	1	1	2	1	1	1	1	2	1	2	1	1	1	2	1	1	1	1	2	1	1	2	1	2	1	2	2	3	1	2	1	2	1	3	1	2	2	2	2	2	5	2	2	1	3	2	1	1	1	2	1	2	1	2	2	1	1	1	1	1	2	1	2	2
37500	-361.871040438786054	-359.345833039121715	-2.525207399664327	0.000061011386878	0.000005160481819	0.084582273629029	0.619392356210736	-1	0	1	2	4	4	6	5	6	5	9	6	9	6	8	8	7	10	10	11	10	10	11	11	11	13	11	9	13	12	15	12	13	13	13	13	16	16	14	15	14	17	16	15	13	14	17	18	15	16	17	15	18	15	18	17	18	18	18	18	21	20	20	22	21	22	23	0	0	1	3	3	3	5	5	6	6	6	1	15	10	6	14	9	15	16	17	14	28	13	12	22	24	17	10	6	11	11	22	19	25	27	0	35	25	45	34	24	30	15	23	27	25	29	32	20	39	46	20	42	25	47	0	52	40	49	56	52	38	59	56	52	62	65	1	1	1	1	1	2	1	1	1	1	2	3	1	1	2	1	1	1	1	2	2	1	1	2	1	1	2	2	4	1	3	1	2	1	1	1	2	2	1	1	2	3	3	2	1	2	1	2	2	1	2	2	1	2	1	1	1	2	2	1	2	2	1	1	3	1	1
38000	-369.684271406881862	-367.960989081856837	-1.723282325025030	0.000098240818512	0.000019310677866	0.196564708623300	0.672998187723395	0	0	2	3	4	4	5	6	6	6	10	5	8	7	9	9	8	8	9	11	11	10	10	11	11	12	12	11	13	12	13	12	13	14	11	13	14	15	13	17	14	16	16	12	14	15	17	15	16	15	17	16	18	18	19	17	17	15	18	19	19	20	22	22	22	22	24	0	0	1	1	3	3	5	5	6	6	9	6	6	12	12	14	6	12	18	13	19	19	18	19	9	24	11	22	23	11	23	24	24	25	11	0	16	34	20	46	21	11	45	6	11	25	44	32	15	39	38	30	42	34	47	0	52	25	42	56	49	51	37	60	61	62	65	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	2	1	1	2	1	1	1	2	1	1	1	2	1	2	1	1	2	1	1	3	1	1	1	2	3	1	3	2	2	2	2	2	1	1	2	1	2	1	1	1	2	1	1	1	1	3	2	1	1	1
38500	-398.658997908180027	-396.785291299932794	-1.873706608247210	0.000094526834619	0.000015186287567	0.160655835226925	0.595505594678283	0	0	2	2	4	4	7	6	3	5	9	6	9	6	7	9	8	9	9	10	10	10	12	11	12	12	11	10	13	12	13	12	12	13	13	13	15	16	15	15	15	17	14	15	14	15	17	16	16	15	17	16	17	18	18	17	18	17	18	20	21	19	22	22	20	23	23	0	0	1	1	3	3	5	5	1	9	12	3	9	10	6	10	9	3	17	11	10	19	3	16	28	18	16	14	23	17	28	19	28	25	15	0	20	34	35	26	19	27	24	31	11	25	35	24	35	23	34	37	52	37	43	0	35	25	49	56	47	51	47	56	52	62	57	1	1	1	1	1	1	2	1	2	1	2	3	4	1	2	3	3	4	1	1	3	1	5	1	1	2	1	3	1	2	1	2	1	1	3	1	2	2	1	1	3	3	1	1	2	2	3	3	1	2	2	1	1	1	2	1	2	2	2	2	2	2	2	3	2	2	2
39000	-373.046463791704412	-371.409431095495961	-1.637032696208435	0.000123951661727	0.000027892153906	0.225024445151152	0.644919300672954	0	0	1	2	4	4	6	6	7	5	10	6	8	6	9	8	8	9	9	9	8	9	11	10	12	12	11	12	11	11	14	11	12	12	12	14	14	16	13	16	16	16	17	16	14	16	17	17	16	15	18	16	18	17	19	17	18	17	17	19	20	20	22	19	22	22	25	0	0	1	3	3	1	5	3	12	6	17	6	12	10	13	14	12	13	9	17	14	14	13	19	18	24	18	22	15	18	18	24	6	19	27	0	35	25	11	28	32	37	52	31	30	33	15	32	17	39	40	15	42	34	39	0	42	40	17	56	57	46	55	56	57	62	61	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	2	1	2	1	1	2	1	3	2	1	1	1	2	1	1	3	1	1	1	1	2	3	2	3	1	1	3	2	3	2	1	1	1	3	2	1	2	1	1	2	1	3
39500	-341.678558157982877	-339.998241577972635	-1.680316580010259	0.000089760945718	0.000018830083522	0.209780360171715	0.752058222942199	-1	1	2	3	4	4	6	5	6	5	9	6	8	6	7	7	8	8	9	10	9	10	11	11	11	11	11	11	12	12	13	13	13	13	11	14	15	15	14	17	14	16	17	14	15	15	16	16	15	15	16	16	18	17	18	17	18	18	18	20	20	20	21	19	22	22	24	0	0	1	1	3	3	5	5	6	4	6	6	6	10	9	10	12	6	16	17	14	19	18	19	19	19	20	22	6	27	23	19	24	25	11	0	30	34	27	34	19	37	45	23	35	34	31	41	27	39	38	49	42	38	47	0	52	34	45	64	57	40	59	56	61	62	61	1	1	1	2	1	1	1	1	1	1	3	1	1	1	1	1	2	2	1	1	2	1	2	1	1	1	1	1	5	1	1	2	1	1	2	1	1	1	1	3	2	1	1	2	1	2	2	1	2	1	1	1	2	2	1	1	1	2	2	1	1	2	2	1	1	2	2
40000	-394.076510158544011	-392.105025059075558	-1.971485099468459	0.000082875711795	0.000011863104159	0.143143315483422	0.627510473105192	1	-1	2	3	3	4	6	5	7	6	9	6	8	7	7	10	8	8	9	11	9	10	10	11	13	10	10	13	12	12	14	12	13	14	13	12	14	15	14	17	16	16	16	13	14	14	16	17	16	16	17	16	19	17	17	17	18	17	18	20	21	20	22	18	19	22	24	0	0	1	3	1	1	1	5	6	6	17	1	5	10	12	13	6	12	14	11	14	15	12	19	22	10	11	24	15	17	44	14	26	25	20	0	27	46	29	25	10	37	45	18	20	25	31	28	44	39	46	45	42	25	45	0	52	38	18	64	65	40	53	56	52	62	65	1	1	1	1	1	1	2	2	1	1	1	2	2	1	1	1	2	1	1	2	1	2	2	1	1	2	1	2	4	1	1	2	2	1	1	1	2	1	1	3	4	1	1	2	2	1	2	2	2	1	2	2	1	1	1	1	1	1	4	1	1	2	1	1	2	1	2
40500	-396.560007279913577	-394.746885717143357	-1.813121562770211	0.000088778453346	0.000015406307913	0.173536565821745	0.557789280197895	0	-1	1	1	5	4	6	6	4	6	10	6	8	7	7	10	8	9	7	9	10	10	11	10	12	12	12	12	13	13	14	12	12	11	12	12	15	15	14	14	15	18	15	14	14	15	18	17	14	15	18	16	16	16	18	16	17	19	19	20	20	19	19	22	22	22	24	0	0	1	1	1	1	5	5	1	6	20	9	12	10	5	10	15	12	6	17	14	19	18	19	34	24	17	22	6	11	23	10	24	14	9	0	17	25	6	25	24	53	31	35	11	25	23	24	11	39	38	20	37	25	23	0	53	34	35	56	59	40	45	60	61	58	61	1	1	1	1	3	1	1	1	2	1	1	1	1	1	1	2	1	2	2	1	1	1	1	1	1	1	2	1	3	2	2	3	1	2	4	1	2	1	4	1	2	1	1	1	2	1	2	4	2	1	2	3	1	2	3	1	1	4	3	1	1	4	2	2	2	2	2
41000	-388.866820572169672	-387.272007180784613	-1.594813391385050	0.000094078604687	0.000022794818262	0.242295454298439	0.581098145933076	0	0	1	3	3	5	7	5	4	6	9	5	9	7	7	9	8	9	9	11	11	10	11	11	11	12	12	13	12	12	14	13	12	14	12	12	13	15	14	15	16	17	16	15	15	14	16	17	14	15	17	16	16	17	18	17	18	18	18	19	19	19	21	22	21	22	24	0	0	1	3	3	3	8	5	4	6	1	9	9	10	12	6	3	15	10	13	16	17	13	16	19	17	20	24	5	10	23	26	19	25	11	0	20	25	18	25	24	53	49	6	20	25	30	40	20	27	40	44	30	40	47	0	39	41	47	56	42	58	42	56	61	58	65	1	1	1	1	1	2	1	1	1	1	3	1	2	1	2	3	4	1	2	1	1	1	1	1	1	2	1	1	5	2	2	1	1	2	2	1	1	2	2	2	2	1	1	4	2	2	2	1	2	2	1	1	2	1	1	1	2	1	1	1	1	1	2	2	2	2	2
41500	-350.096791504824807	-348.203164654230818	-1.893626850594005	0.000129463352440	0.000020298670598	0.156790861782316	0.748084444219163	0	1	2	3	4	4	7	5	7	5	10	4	7	6	8	8	8	9	9	10	8	10	10	11	12	12	12	13	11	11	15	12	12	14	12	13	15	15	14	15	16	17	17	14	13	16	14	17	17	15	17	15	17	17	18	17	18	18	18	19	20	20	21	20	21	21	24	0	0	1	3	3	3	8	5	6	6	12	3	6	10	12	10	9	13	15	17	14	19	18	19	11	11	20	22	6	18	47	19	24	25	20	0	45	25	30	34	24	30	47	13	20	25	30	24	37	27	40	45	35	28	48	0	52	34	49	56	52	38	59	60	57	62	57	1	1	1	1	1	1	1	1	2	1	4	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	3	1	1	1	1	1	1	1	1	2	1	1	2	3	1	3	2	2	1	3	1	2	1	1	3	2	1	1	1	2	1	1	2	3	1	1	1	1	3
42000	-350.505829385838354	-348.516944897869109	-1.988884487969266	0.000082095645557	0.000011524024655	0.140373153491455	0.583367513800427	0	1	1	3	3	4	6	5	6	5	9	5	7	7	7	9	7	9	9	9	9	10	11	10	12	12	10	12	12	12	15	13	12	14	11	13	14	16	12	16	15	15	16	15	14	15	18	15	17	15	16	16	18	17	18	17	18	19	18	18	21	20	22	21	22	22	25	0	0	1	1	3	1	5	5	1	5	17	6	6	10	1	14	6	13	14	15	10	15	13	9	24	24	17	24	15	17	23	26	24	25	11	0	35	25	13	25	32	37	23	37	13	25	45	32	37	37	25	45	42	34	31	0	30	46	31	56	37	58	59	60	57	62	65	1	1	1	1	1	1	1	1	3	1	1	1	1	1	3	1	1	1	1	1	2	2	2	2	1	1	2	1	2	2	2	1	1	1	1	1	2	2	2	2	1	1	2	1	3	2	2	1	1	1	2	1	1	1	2	1	2	2	2	1	3	1	2	2	2	1	2
42500	-352.633367225956022	-350.555791383839392	-2.077575842116635	0.000075527737478	0.000009634936733	0.127568189582293	0.660446264574291	0	0	2	2	4	3	5	5	6	5	9	7	9	7	8	9	8	9	8	10	11	10	11	10	11	11	11	12	12	12	12	12	12	13	12	13	15	16	14	16	15	17	16	14	13	16	16	15	15	15	18	15	19	17	18	17	17	18	18	18	21	20	21	21	21	22	24	0	0	1	1	1	3	5	5	3	6	15	6	15	10	12	14	6	6	12	11	16	19	15	19	19	9	20	22	18	15	18	18	19	25	18	0	27	34	20	48	33	37	44	31	13	25	31	32	27	39	40	18	57	34	47	0	45	46	49	56	57	34	59	60	57	62	65	1	1	1	1	2	1	1	1	3	1	1	2	1	1	1	1	3	3	1	1	1	1	2	1	2	3	1	2	2	3	2	1	2	2	2	1	2	2	2	1	1	1	1	2	2	2	2	2	2	1	1	4	1	2	1	1	2	2	2	1	2	3	1	2	1	1	1
43000	-361.512129996479700	-359.410724933962456	-2.101405062517250	0.000099573738185	0.000012392843973	0.124458960753198	0.596938508109443	0	1	2	2	4	5	7	6	5	6	10	7	8	7	7	10	8	10	8	10	10	9	12	10	12	11	11	11	11	11	14	12	12	14	13	13	14	15	15	17	15	17	16	15	14	15	18	15	16	16	18	15	18	18	18	17	18	17	18	19	20	20	21	21	21	22	25	0	0	1	1	3	3	5	5	1	6	17	3	12	10	6	14	6	5	9	17	9	14	13	19	24	22	17	22	9	17	23	18	19	25	27	0	20	25	30	25	24	45	27	45	17	25	44	24	11	37	46	11	52	25	37	0	52	34	31	56	53	38	59	60	61	62	65	1	1	1	1	1	2	2	1	2	1	1	2	1	1	2	2	2	4	2	1	2	1	2	1	1	1	1	1	2	2	1	1	2	1	1	1	2	2	2	2	2	2	2	1	3	2	2	2	3	1	2	2	2	3	2	1	1	1	1	1	1	3	1	2	1	1	2
43500	-398.587700436589557	-396.707782718595865	-1.879917717993665	0.000115910292420	0.000018479886568	0.159432662816709	0.597137254273929	-1	1	2	3	4	4	7	6	6	6	9	6	8	7	7	9	8	9	9	10	10	9	12	10	12	12	11	13	13	11	14	12	12	13	12	12	15	15	14	16	14	17	16	14	13	15	16	17	16	15	17	16	18	18	18	16	18	18	18	18	19	20	21	21	21	22	24	0	0	1	1	1	3	5	5	6	3	17	6	3	10	9	10	15	17	13	15	16	12	17	19	18	24	17	27	13	9	23	22	22	22	17	0	17	28	45	34	28	11	18	20	27	34	18	34	35	23	38	32	18	48	45	0	30	19	31	56	42	40	49	60	61	58	20	1	1	2	2	2	1	2	1	1	3	1	1	3	1	1	1	1	1	1	2	1	2	2	1	2	1	2	1	2	3	1	2	2	2	2	1	2	1	1	1	1	4	4	3	1	2	3	2	2	2	1	2	5	1	2	1	5	4	2	1	1	2	2	2	1	2	6
44000	-361.152351466197388	-359.644617670383184	-1.507733795814208	0.000085765399541	0.000024818024866	0.289371063380054	0.627868867808194	1	0	2	3	3	4	7	6	7	6	10	4	9	7	6	8	8	9	9	11	10	8	11	10	12	13	11	12	12	11	13	12	12	13	11	13	14	15	13	16	16	16	17	15	15	15	17	18	16	16	17	16	18	16	19	18	18	18	18	20	19	20	21	22	21	22	23	0	0	1	1	3	1	5	5	1	6	17	1	3	10	12	10	15	15	22	17	16	14	18	19	24	33	6	19	15	17	23	19	13	27	17	0	17	25	18	34	24	37	31	31	15	34	39	38	35	27	38	39	42	38	43	0	52	25	47	56	57	40	53	56	61	41	65	1	1	1	1	1	2	2	1	3	1	1	1	4	1	1	1	1	1	1	1	1	1	1	1	1	1	5	1	3	2	1	2	2	1	2	1	3	2	2	2	2	1	2	1	4	2	2	2	2	1	1	1	2	1	1	1	1	3	1	1	1	2	2	3	1	3	1
44500	-384.627483738625585	-382.824724594124518	-1.802759144501039	0.000084321120749	0.000014834616846	0.175930024583662	0.474682029217945	0	0	1	2	4	4	7	5	6	4	9	6	8	6	8	10	8	9	7	10	9	10	11	10	13	12	11	12	13	12	14	10	12	12	10	13	15	16	12	17	14	17	16	15	12	15	17	17	17	15	16	16	17	17	19	17	18	17	19	19	20	20	21	21	21	23	24	0	0	1	1	3	3	8	3	5	3	17	4	9	10	9	14	6	15	10	17	14	19	15	19	34	22	11	24	45	6	18	19	24	32	17	0	20	34	23	34	24	45	30	30	3	34	20	28	43	39	34	23	31	34	42	0	30	46	49	56	42	58	31	60	57	46	61	1	1	1	1	2	1	1	2	1	2	1	2	1	1	1	2	2	1	2	1	2	2	2	2	1	1	1	1	1	3	2	2	1	1	1	1	2	2	1	2	2	3	1	3	5	2	3	2	1	2	2	3	2	2	1	1	4	2	2	1	2	2	3	2	2	4	2
45000	-365.862498052922206	-364.187419572067540	-1.675078480854674	0.000097523839807	0.000020627551676	0.211512915376218	0.646422412162332	-1	0	1	2	4	3	6	5	6	6	9	7	9	7	9	8	8	9	10	10	11	9	12	10	11	13	11	12	13	12	14	12	12	13	12	13	15	16	15	16	14	17	15	14	14	14	17	16	16	16	18	16	19	16	18	18	17	18	18	20	21	18	20	21	20	22	24	0	0	1	3	1	3	5	5	6	6	12	9	12	10	12	6	10	9	10	17	16	10	27	9	16	25	11	24	12	20	23	24	19	19	9	0	27	46	15	46	24	52	31	30	17	34	18	32	35	27	38	45	42	25	31	0	52	25	35	56	45	38	45	60	57	62	65	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	3	1	2	2	1	1	2	1	2	2	1	1	1	3	2	2	1	1	1	2	1	2	1	3	1	2	1	1	1	3	1	4	2	2	2	1	1	1	2	2	1	1	2	2	1	3	1	3	1	1	2	2
45500	-342.424556301325936	-340.861097350785826	-1.563458950540119	0.000077251265290	0.000019862211692	0.257111797687896	0.737103391084684	0	0	2	2	4	5	6	6	4	6	10	6	6	5	7	9	8	9	8	9	10	10	11	11	11	12	12	13	12	11	14	13	12	14	11	12	15	16	15	15	15	17	16	15	14	16	17	17	15	14	17	17	18	17	17	16	18	18	18	19	21	20	21	21	20	23	24	0	0	1	1	3	9	5	5	3	14	13	9	6	9	6	14	12	12	14	17	19	16	18	19	19	22	30	22	11	17	23	19	24	25	20	0	35	45	27	34	24	31	45	15	9	34	23	38	11	35	34	37	52	40	31	0	42	34	49	56	57	58	59	60	57	62	61	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	2	1	1	1	1	2	1	1	1	2	2	1	2	2	1	1	1	1	2	2	1	1	2	1	1	4	5	1	2	1	2	2	2	1	1	1	1	1	1	2	2	2	1	1	1	1	1	2	2
46000	-372.779273306986170	-371.091501464579096	-1.687771842407045	0.000103906714540	0.000021546390530	0.207362831418412	0.742601648099032	0	0	1	3	3	3	7	3	5	4	9	7	9	6	8	9	8	10	10	8	11	10	12	11	13	13	12	12	10	12	13	12	13	12	12	14	12	15	14	17	14	15	17	14	14	15	17	18	16	15	17	16	19	17	18	17	16	16	18	19	18	20	21	22	21	22	25	0	0	1	3	3	1	5	3	6	6	20	9	9	10	12	14	6	12	13	6	10	15	18	19	34	24	17	19	13	17	15	19	13	13	11	0	15	25	11	46	24	37	30	31	27	25	45	31	35	39	58	42	49	38	45	0	27	34	57	56	57	58	59	60	61	62	65	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	2	1	1	2	3	1	1	1	1	1	2	2	1	2	1	1	2	1	2	1	3	1	2	1	2	1	2	1	1	1	2	2	1	1	1	1	1	1	2	1	2	2	1	1	1	2	2	2	2	1	2
46500	-446.390600940455158	-444.644067353225410	-1.746533587229725	0.000120750707920	0.000022950937054	0.190068757766430	0.642613499813780	0	1	1	3	2	4	6	4	6	4	9	5	7	6	8	10	9	10	9	10	9	9	12	11	13	11	12	12	11	12	14	11	10	13	12	13	15	13	15	17	15	17	16	16	14	16	17	16	17	16	17	16	18	17	18	16	17	18	16	18	20	20	21	21	20	21	24	0	0	1	3	3	3	5	3	6	1	13	3	9	12	12	10	6	7	7	6	15	10	13	16	16	19	13	26	13	19	12	19	19	32	15	0	12	20	30	41	28	37	39	27	16	25	11	22	30	39	48	45	42	25	30	0	11	19	37	56	47	48	20	60	45	47	61	1	1	1	1	1	2	2	2	1	2	1	2	1	1	1	4	2	2	2	3	1	2	2	1	1	1	2	1	3	1	4	1	1	2	2	1	4	2	2	1	1	1	1	2	2	2	6	3	3	1	1	1	1	3	2	1	4	6	1	1	1	2	3	2	3	2	3
47000	-363.151787846126126	-361.264840317114022	-1.886947529012129	0.000089364492184	0.000014125682542	0.158068178946825	0.677293151288574	0	1	1	2	3	3	5	5	6	5	8	5	8	7	8	9	7	9	10	10	10	10	12	11	12	13	11	11	12	12	11	11	13	13	12	13	14	15	13	16	14	17	14	14	14	15	17	15	17	15	17	17	18	17	18	16	19	18	18	19	20	18	22	21	22	20	24	0	0	1	3	3	3	5	5	6	6	9	6	14	10	12	10	6	12	16	11	18	6	31	22	24	22	20	19	17	20	18	19	21	25	11	0	20	25	17	25	26	30	23	23	27	34	20	32	37	39	40	45	37	34	44	0	45	41	47	56	57	38	49	56	61	62	61	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	2	2	2	1	1	1	3	1	1	1	2	1	1	2	1	1	1	1	1	2	1	2	2	3	3	1	2	1	1	2	1	3	2	2	1	1	2	3	2	3	1	2	2	1	2	1	1	2	3	1	1	2
47500	-325.400029052297270	-323.422448799791766	-1.977580252505496	0.000077969841011	0.000011084370973	0.142162287736203	0.763131595898089	0	0	1	2	4	4	7	6	6	5	10	6	8	6	8	9	8	10	8	10	9	10	11	10	12	12	11	13	13	13	14	13	12	13	11	12	15	14	15	17	15	16	16	15	14	16	18	18	16	16	17	16	18	17	18	17	18	18	17	19	20	20	19	21	22	22	23	0	0	1	1	3	3	6	5	6	6	17	5	12	10	12	10	12	13	12	17	10	19	18	19	24	22	20	22	23	20	15	24	24	25	20	0	20	34	31	25	28	45	37	31	11	38	45	22	35	45	25	27	31	34	49	0	52	46	30	56	57	46	59	60	61	62	61	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	2	2	1	3	2	1	1	1	1	2	1	1	2	1	1	1	1	2	1	2	4	3	1	2	2	1	3	1	1	1	1	2	1	2	2	1	2	1	1	2
48000	-380.274678966387398	-378.484932672182595	-1.789746294204825	0.000051757738582	0.000009265854823	0.179023563952697	0.607980135222936	-1	1	1	1	4	3	6	5	7	5	10	5	9	6	7	8	8	9	10	9	11	10	11	9	13	13	11	12	12	12	13	13	12	13	12	14	14	15	14	15	14	18	16	13	12	16	17	17	16	16	17	15	17	15	18	18	18	18	19	19	21	20	21	22	18	23	24	0	0	1	1	1	3	1	5	6	3	17	6	12	10	12	14	9	12	9	17	16	24	9	10	24	19	20	22	13	17	23	24	21	24	17	0	27	34	18	34	25	53	11	23	11	41	23	19	35	39	25	30	52	25	43	0	52	38	49	56	65	38	59	56	52	62	65	1	1	1	1	2	1	2	1	3	1	1	1	3	1	2	2	1	1	2	1	2	1	2	3	3	2	2	1	1	2	1	2	1	2	2	1	2	1	2	1	1	1	3	1	1	1	2	4	2	1	2	1	1	1	1	1	1	2	2	1	2	3	2	2	1	1	2
48500	-345.892937335213048	-344.070188555581012	-1.822748779632029	0.000077496272220	0.000013280232940	0.171366087164854	0.695623006284978	0	1	1	3	4	3	6	6	6	5	10	7	8	7	8	9	9	10	9	10	10	7	12	11	12	12	12	12	13	12	13	12	13	14	13	13	15	16	13	16	15	14	16	16	14	16	15	18	15	14	18	16	19	18	18	16	19	18	19	19	21	20	20	21	21	23	23	0	0	1	3	3	1	5	5	6	6	17	6	10	10	6	10	12	9	12	15	16	9	18	16	24	19	20	22	13	20	12	19	19	25	17	0	20	25	11	34	24	27	23	31	35	34	23	32	31	39	38	42	42	38	27	0	52	46	49	56	57	38	59	60	57	62	53	1	1	1	1	2	1	1	1	1	1	1	2	2	1	2	2	2	1	1	1	1	1	1	2	1	2	1	2	2	1	2	1	2	1	2	1	2	2	2	1	2	1	2	1	1	1	2	2	1	1	1	1	3	1	3	1	1	1	2	2	1	2	1	2	2	2	2
49000	-356.258534118541718	-354.234056990483850	-2.024477128057865	0.000077232412342	0.000010425119837	0.134983739605832	0.584681549042391	0	0	1	3	3	3	6	5	6	6	9	6	9	5	8	9	7	10	9	10	11	9	11	10	12	11	11	12	11	12	13	12	13	13	12	12	15	15	14	15	13	17	17	15	14	14	17	17	16	15	16	15	19	17	18	18	18	17	18	19	20	20	22	20	22	23	23	0	0	1	3	1	3	5	5	6	14	17	6	17	6	6	10	9	15	14	17	16	10	18	10	19	19	11	22	12	13	15	19	28	25	20	0	13	25	17	22	24	52	45	23	18	25	29	32	45	30	40	13	42	41	44	0	52	34	49	56	57	40	59	56	61	62	61	1	1	1	1	2	1	2	1	2	1	1	2	1	2	2	2	1	1	2	1	1	2	1	2	2	1	1	2	3	1	2	2	1	1	1	1	3	2	3	3	2	1	1	2	2	2	2	2	1	1	1	3	1	2	1	1	2	2	1	1	1	3	2	2	1	1	2
49500	-368.737447548846944	-366.529003481216364	-2.208444067630605	0.000098480604289	0.000011021523399	0.111915675970669	0.588839837349432	-1	1	2	3	5	3	7	6	7	5	9	7	6	6	8	8	8	10	8	10	10	10	12	10	12	13	11	13	11	13	13	12	12	13	12	13	13	15	13	16	15	14	15	16	14	15	18	16	17	15	18	16	18	17	17	17	18	18	17	20	20	21	21	21	22	22	23	0	0	1	1	3	1	5	6	1	6	12	13	3	10	12	14	3	15	10	11	9	19	17	19	24	23	11	22	9	11	18	19	24	25	20	0	20	34	32	34	19	37	11	31	37	25	31	28	18	39	25	45	42	34	30	0	52	38	42	56	57	54	30	60	61	62	53	1	1	2	2	2	2	1	1	3	1	1	1	2	1	1	1	4	2	1	1	1	1	2	2	1	1	1	2	2	2	1	3	1	1	1	1	1	1	1	2	4	1	3	1	1	2	2	1	3	2	3	1	2	2	2	1	1	2	1	2	1	3	4	1	1	1	2
50000	-380.927810687012197	-379.155121309362812	-1.772689377649389	0.000087331991735	0.000016002305593	0.183235321611354	0.631416671686695	0	1	2	1	4	5	6	6	6	6	8	7	9	7	8	9	9	9	9	10	10	8	12	10	12	12	11	12	12	13	13	13	12	13	11	13	16	15	15	16	15	15	16	13	14	15	15	17	15	14	16	17	18	17	18	16	19	18	19	20	19	19	21	20	20	22	24	0	0	1	1	3	1	5	5	1	6	6	1	15	10	9	14	11	15	22	17	10	12	15	19	16	24	20	22	9	20	11	24	24	25	6	0	20	25	12	25	32	20	23	11	27	25	27	21	20	20	34	42	52	40	31	0	39	34	9	56	42	40	59	56	57	54	65	1	1	1	1	1	2	1	1	4	1	2	4	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	4	2	2	2	1	1	2	1	2	2	3	2	1	2	2	2	2	2	2	4	2	3	2	1	1	1	2	1	2	2	5	2	2	2	1	2	1	2	2
