step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84
1	-729.685515700306041	-738.736359080757438	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.122920506679967	3	1	2	1	1	1	4	3	2	4	10	4	5	4	5	10	6	5	12	5	5	6	6	7	7	6	6	11	8	9	9	9	10	8	8	9	10	8	8	13	9	12	10	12	10	10	10	11	10	12	9	9	9	11	11	10	10	13	12	12	11	11	15	12	12	12	13	13	12	15	13	14	14	15	15	15	15	18	25	17	16	18	17	23	2	0	2	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
500	-317.620548654401205	-326.671392034852545	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.485632819502109	2	1	3	2	0	2	4	4	3	3	11	1	5	4	6	11	4	6	10	3	6	7	7	4	8	6	7	10	9	7	10	9	10	9	8	8	8	8	5	11	10	12	10	13	7	10	7	12	10	12	10	9	9	11	12	10	11	12	12	12	11	11	13	10	11	13	14	14	11	15	14	13	12	16	9	15	14	16	23	16	16	17	14	21	12	5	5	5	0	2	3	3	4	6	37	5	10	9	6	53	12	1	45	12	7	21	17	4	17	1	21	30	26	14	38	38	52	22	30	30	18	23	9	29	75	75	36	56	26	39	9	16	53	33	15	37	15	27	51	38	29	65	75	46	33	53	11	32	37	40	32	58	25	71	55	61	41	76	39	72	58	23	84	77	64	81	66	72	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1000	-247.389840092483610	-256.440683472934950	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.988390951779484	3	2	3	1	-1	2	4	4	1	5	10	3	5	3	3	10	6	6	9	4	6	5	6	8	8	6	5	10	7	10	8	9	11	8	7	9	11	7	5	12	9	12	9	13	9	9	11	10	10	12	8	8	7	11	11	11	9	14	12	12	10	11	15	11	10	10	12	8	11	16	8	14	14	15	12	15	14	19	19	17	16	17	16	23	6	5	2	5	0	4	2	4	5	12	46	4	2	9	6	32	39	15	26	14	7	14	1	26	27	3	20	36	26	36	8	52	46	35	22	29	41	8	3	57	13	71	24	42	35	68	16	43	18	29	27	38	17	31	31	28	31	42	64	37	35	41	75	66	51	57	62	29	49	67	35	59	30	55	66	67	60	82	74	73	72	74	73	78	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1500	-246.735677448022869	-255.786520828474210	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.993944661179444	4	1	3	2	0	2	4	3	2	4	7	5	6	5	6	9	7	5	12	4	1	7	6	6	8	4	7	11	7	8	8	9	10	8	9	9	10	8	9	12	9	11	10	8	8	8	10	11	8	11	9	9	10	12	9	7	9	10	12	12	4	11	12	13	12	12	14	14	11	15	13	14	15	15	13	15	14	19	26	15	14	19	16	22	9	5	21	5	0	21	4	21	21	5	1	2	26	1	1	17	12	20	42	4	5	10	12	20	1	4	18	25	18	1	61	34	38	10	22	30	30	23	22	36	26	45	52	9	13	23	11	43	23	32	56	29	16	37	34	61	38	29	52	34	4	36	34	62	33	42	40	65	51	68	69	28	71	50	62	60	63	74	84	65	54	70	74	82	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2000	-261.420972064985222	-270.471815445436562	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.999875590924146	3	1	2	2	-1	1	4	2	3	4	3	4	5	4	5	8	6	6	13	4	5	3	6	7	4	7	7	10	8	8	5	8	9	8	8	9	10	9	5	12	9	12	8	11	10	9	9	10	10	11	8	9	10	11	9	10	10	12	12	11	12	6	16	12	12	9	6	13	12	13	8	14	14	13	12	16	13	17	25	18	14	19	17	22	6	5	2	2	0	5	9	6	6	8	3	3	25	6	11	18	14	39	33	3	2	4	7	7	3	62	67	41	13	26	9	18	16	24	1	51	66	26	8	41	26	55	26	57	30	32	26	33	16	8	23	27	35	67	62	35	55	52	54	35	48	7	73	56	50	10	12	66	49	50	23	64	50	61	52	77	33	72	84	61	74	83	57	78	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2500	-237.283072947181267	-246.333916327632608	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.989663187710843	3	1	1	2	0	1	3	3	2	5	11	4	5	5	6	10	7	6	12	6	5	7	6	7	8	7	5	11	8	10	10	9	9	8	7	10	10	8	7	14	9	12	10	12	10	11	9	10	10	13	9	9	8	11	8	10	10	14	12	12	12	12	15	11	12	11	10	6	12	15	11	10	13	15	15	15	15	14	25	14	15	18	17	22	9	5	5	3	0	5	3	2	6	7	29	4	8	8	12	34	15	21	36	9	7	68	27	4	26	14	9	29	27	15	26	34	29	12	20	53	52	10	27	65	38	64	32	57	68	29	18	34	47	59	17	22	24	51	24	35	38	60	30	41	28	56	80	52	72	25	47	27	48	39	45	38	61	54	50	16	78	62	84	54	11	74	75	77	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3000	-262.140740611685771	-271.191583992137112	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.998638063103367	3	2	0	1	-1	2	1	4	2	5	9	4	5	4	6	10	7	6	12	6	4	6	7	5	8	6	6	10	9	7	8	9	6	8	9	8	10	7	6	13	10	11	8	10	8	10	7	9	10	10	10	8	9	10	11	5	9	14	11	12	7	10	15	11	10	13	12	12	13	15	13	15	15	14	14	12	15	15	16	18	17	18	16	14	5	4	5	5	0	7	5	6	4	7	15	2	14	6	8	17	22	13	53	12	1	8	39	9	22	13	13	52	17	1	8	21	10	23	15	22	11	26	14	59	48	35	15	36	13	53	13	30	52	25	47	61	43	34	37	6	45	60	62	52	24	43	68	25	43	16	35	48	67	66	36	54	74	69	69	59	44	60	77	69	63	83	74	40	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
3500	-244.995991325348768	-254.046834705800109	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.998224980546588	3	1	3	1	-2	2	3	4	2	4	10	5	5	5	6	8	3	5	12	6	5	7	6	7	8	7	6	12	8	10	8	9	9	4	4	5	9	6	9	14	9	13	10	12	11	11	10	9	8	11	10	9	6	12	9	9	11	13	10	12	10	12	16	10	12	12	13	13	13	15	14	14	14	14	15	15	15	17	14	14	17	18	16	23	2	5	2	5	0	2	2	3	2	6	49	1	35	3	13	38	9	7	59	35	10	35	35	12	38	21	13	45	26	37	38	31	53	17	17	17	49	14	24	39	12	30	41	41	47	59	55	29	23	16	32	26	12	52	22	16	47	62	26	33	29	43	71	36	61	38	49	57	66	42	65	65	46	66	47	71	28	72	54	65	72	83	79	78	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4000	-255.407307037603289	-264.458150418054629	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.981688660636320	2	1	3	1	-1	1	5	4	3	2	10	4	5	4	5	8	7	3	12	5	5	7	6	5	7	7	6	11	8	8	9	10	8	9	7	9	11	7	9	13	9	12	7	11	11	10	9	11	10	11	9	9	7	11	11	11	6	11	12	13	10	10	13	13	12	12	14	13	7	16	14	14	13	15	16	15	14	18	14	17	8	19	14	21	2	5	10	5	0	5	18	9	10	6	39	18	3	6	10	26	57	1	39	1	9	20	20	18	20	8	12	32	38	23	69	33	38	25	20	69	46	20	25	16	35	32	27	51	47	36	17	39	27	61	38	13	21	61	25	49	24	16	46	58	31	26	61	49	49	37	16	36	12	77	60	46	36	71	74	55	69	74	73	40	7	42	66	78	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
4500	-244.841833802254570	-253.892677182705910	9.050843380451346	0.000010000000000	0.000010000000000	1.000000000000000	0.994520692971295	3	1	2	-1	-2	1	5	4	2	4	10	4	3	2	6	9	7	5	12	6	5	6	5	7	5	6	3	11	8	10	8	10	8	7	8	10	10	9	8	13	9	12	10	12	10	10	6	11	11	13	5	9	7	11	12	9	8	13	9	4	11	10	14	13	11	13	13	12	11	15	14	14	14	14	14	16	15	18	22	15	15	17	17	24	2	4	4	5	0	4	27	14	2	27	34	2	9	4	10	29	23	60	41	12	8	7	14	23	13	18	14	37	34	31	17	17	34	23	7	53	33	17	24	28	21	46	31	62	39	41	10	43	11	44	9	26	26	30	62	17	24	56	23	1	16	22	36	42	62	69	31	46	31	61	28	44	61	49	46	75	40	82	74	58	73	73	63	79	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
