step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30
26000	-169.002577176895755	-167.618386667229032	-1.384190509666710	0.000095165184388	0.000041385813400	0.434883972183430	0.652319910292907	0	2	1	2	4	6	5	7	7	9	10	13	11	12	14	13	13	15	15	14	18	16	17	19	19	21	20	20	23	22	0	1	1	1	2	4	5	5	7	8	8	9	9	7	14	13	13	13	13	17	16	18	17	19	18	19	25	24	26	28	1	2	1	1	1	2	1	2	1	1	2	3	1	3	1	1	1	2	2	1	2	1	2	2	2	3	1	1	1	1
26500	-169.622988871707292	-168.246996278695576	-1.375992593011725	0.000095535373286	0.000043786911167	0.458331921058848	0.769157144963941	0	2	2	2	5	5	4	7	8	10	9	12	11	12	13	12	13	15	15	15	17	14	17	17	18	20	19	20	22	23	0	1	1	1	7	4	2	5	7	8	7	9	11	7	13	13	16	13	17	15	14	16	19	19	15	19	25	19	26	28	1	1	1	1	1	1	1	1	1	2	3	2	1	3	1	1	1	2	1	1	2	1	1	1	1	2	1	2	1	2
27000	-196.379590376336040	-195.018692685850397	-1.360897690485630	0.000108803122227	0.000061112813560	0.561682535471405	0.422140038942124	0	1	1	2	6	5	5	8	7	10	10	12	10	13	13	12	12	15	15	14	17	15	17	18	18	20	20	19	23	23	0	1	1	1	4	4	2	7	4	5	7	10	7	9	17	9	11	11	20	16	7	13	18	20	21	23	22	18	26	18	1	1	1	1	2	2	2	2	2	2	2	1	2	3	1	3	1	3	1	1	6	2	1	3	1	1	3	2	2	5
27500	-170.095555565144679	-168.709376543457410	-1.386179021687265	0.000071089861802	0.000030569521506	0.430012391797787	0.758308517196012	0	1	1	2	6	5	5	7	7	10	10	11	11	12	13	13	13	15	14	15	17	17	17	19	20	20	18	20	23	24	0	1	1	1	3	4	2	7	7	8	9	7	9	11	13	13	13	13	16	19	18	18	19	20	27	24	16	24	24	28	1	1	1	1	2	1	2	1	2	2	1	2	1	1	1	2	1	2	1	1	1	1	1	1	2	1	3	1	2	2
28000	-176.488634601899975	-175.103320944730257	-1.385313657169727	0.000076597232105	0.000033097763888	0.432101304166515	0.654124026860284	0	1	1	3	6	6	4	7	5	9	9	13	10	13	13	12	13	14	15	14	16	15	16	17	18	19	19	20	21	22	0	1	1	3	7	4	2	9	2	8	5	10	11	16	11	13	11	13	15	17	18	16	15	19	18	24	25	24	26	28	1	1	1	1	1	1	2	1	2	1	1	2	1	1	4	1	1	2	1	1	1	2	1	1	2	1	1	1	1	1
28500	-154.313039528987275	-152.952195600537351	-1.360843928449920	0.000062223174750	0.000035238658843	0.566326918938295	0.792125652389777	-1	1	1	2	6	7	5	7	8	10	9	11	11	11	14	12	13	15	14	15	17	16	16	19	17	20	19	20	23	23	0	1	1	1	7	4	2	7	5	8	7	10	11	11	14	13	13	16	17	19	15	16	19	20	22	20	25	24	24	28	1	1	1	1	1	2	2	1	1	1	2	1	1	1	1	1	1	2	1	1	1	2	1	2	1	2	1	1	2	2
29000	-179.242955051932341	-177.880383083028590	-1.362571968903745	0.000087901985474	0.000053917729038	0.613384655043173	0.589391167090779	0	1	1	2	6	6	5	7	7	11	8	11	11	12	13	12	14	15	14	15	17	16	17	18	17	19	19	18	22	20	0	1	1	1	7	7	2	7	5	8	9	5	9	9	14	11	16	16	13	13	18	18	18	18	16	28	25	20	26	28	1	1	1	1	1	1	2	1	1	2	1	1	3	3	1	2	1	2	2	2	1	1	1	1	3	1	1	1	2	1
29500	-145.347219380995739	-143.906181285152257	-1.441038095843483	0.000114828965554	0.000039658305392	0.345368480858357	0.806686982327071	-1	1	1	2	6	6	5	7	8	10	9	12	11	11	13	12	13	15	15	14	16	17	17	18	18	20	20	20	23	23	0	1	1	2	7	4	2	5	5	5	9	9	11	11	13	13	13	16	17	17	18	18	19	19	22	24	25	24	26	28	1	1	1	1	1	2	1	1	1	2	1	2	1	1	2	1	1	2	1	1	1	1	1	2	1	1	1	1	1	2
30000	-163.541405238627391	-162.158440505920140	-1.382964732707247	0.000095781923024	0.000041954364954	0.438019655791212	0.798731510006906	0	1	1	3	5	7	5	7	7	11	9	11	11	12	13	13	11	16	13	15	18	17	18	18	19	20	20	19	23	22	0	1	1	3	4	7	2	5	5	8	7	9	11	12	13	13	11	16	17	17	18	20	19	19	22	23	25	24	24	28	1	1	1	1	1	1	2	1	1	2	2	2	1	1	1	1	1	2	1	2	2	1	2	2	1	1	1	1	2	2
30500	-186.481309481988859	-185.057152129703439	-1.424157352285411	0.000103292813363	0.000037721034057	0.365185464788709	0.699488253656113	0	1	1	2	5	5	4	7	8	9	9	12	10	12	13	13	13	15	14	15	17	15	16	17	17	19	20	21	22	23	0	1	1	1	7	4	2	5	2	8	8	8	11	5	13	13	13	13	12	19	16	16	19	18	16	17	18	26	26	26	1	1	1	1	1	2	1	2	4	1	1	3	1	3	1	2	2	2	1	1	1	1	1	1	1	3	2	2	1	2
31000	-154.656528894639990	-153.220846995414377	-1.435681899225619	0.000045510999617	0.000042059782580	0.924167408633079	0.807946631806588	0	2	2	3	5	6	4	7	7	11	9	13	10	12	14	12	14	15	15	14	17	17	17	18	19	20	20	21	22	24	0	1	1	1	7	4	2	7	7	8	5	10	7	11	16	13	16	16	20	13	18	18	19	19	22	24	25	26	26	28	1	1	1	2	1	1	1	2	2	2	2	1	2	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	2
31500	-157.133332464321001	-155.642747570230540	-1.490584894090470	0.000100043877734	0.000030154606320	0.301413809656111	0.820798274420109	0	2	1	2	5	6	6	7	8	11	9	12	11	13	13	12	14	14	13	14	17	17	16	18	19	20	20	21	23	22	0	1	1	1	2	4	5	5	7	8	5	10	11	11	13	13	19	16	13	19	14	14	18	20	22	20	25	24	26	28	1	1	1	1	1	2	1	1	1	2	2	1	1	2	1	1	1	2	1	1	2	2	1	2	1	3	1	1	1	1
32000	-164.156063783104571	-162.774334884007089	-1.381728899097472	0.000057129624952	0.000042029276518	0.735682696207175	0.711844900549580	0	2	2	1	5	7	5	7	7	10	9	12	10	13	13	12	13	15	14	14	17	15	18	18	19	20	20	21	22	23	0	1	1	1	2	1	2	7	5	8	9	10	11	11	16	13	16	16	15	17	18	16	20	20	22	24	25	26	23	28	1	1	1	1	2	3	3	2	1	2	1	1	1	2	1	1	1	1	1	1	1	1	2	2	2	1	1	1	2	1
32500	-165.051621232743457	-163.686467817134201	-1.365153415609242	0.000051749384231	0.000033119423815	0.639996481258474	0.735786750188489	0	2	1	3	5	6	5	8	8	10	9	13	10	11	14	13	12	15	14	15	17	17	18	17	19	19	20	20	22	24	0	1	1	1	2	4	2	5	7	9	7	14	7	11	16	13	13	15	17	19	18	18	19	16	18	24	25	24	26	28	1	1	1	1	2	1	2	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	2	2	2	1	1	1	2	2
33000	-172.029978357173405	-170.646122383027489	-1.383855974145911	0.000060393499490	0.000026315211240	0.435729200361561	0.489929892774187	0	1	2	2	6	6	4	7	7	11	9	11	11	13	13	12	13	13	14	15	17	17	17	18	18	20	19	20	22	22	0	1	1	1	7	1	2	7	7	8	9	5	9	11	13	13	13	16	17	19	18	13	19	19	22	24	25	24	24	24	1	1	1	1	1	3	2	2	2	3	1	2	3	2	1	1	2	1	1	1	2	2	1	3	1	1	1	1	2	3
33500	-180.925630395390584	-179.484004056110621	-1.441626339279962	0.000115735930554	0.000039898359961	0.344736157303715	0.636479514366434	0	2	1	2	4	5	5	7	8	11	10	12	10	13	14	11	13	14	14	15	17	15	16	18	18	18	19	21	23	23	0	1	1	1	2	4	5	7	7	11	9	8	9	7	12	13	16	13	14	19	16	13	19	17	22	23	25	26	24	24	1	1	1	1	1	2	1	1	2	1	2	3	1	2	1	1	1	2	1	1	4	2	2	2	1	1	1	2	2	2
34000	-187.337005966478955	-185.949478431388542	-1.387527535090423	0.000105454268606	0.000045012782094	0.426846468042102	0.670076029112720	0	2	1	2	7	6	5	7	7	10	9	11	10	12	13	11	14	15	15	14	18	17	17	19	19	20	20	20	22	24	0	3	1	1	4	4	2	2	7	2	5	7	11	11	16	13	13	16	13	13	18	14	18	17	21	24	25	23	26	26	1	1	1	1	2	2	2	3	2	3	1	3	1	1	1	1	2	2	3	2	2	2	1	2	1	1	1	2	1	1
34500	-168.401166167884355	-167.022637040602092	-1.378529127282252	0.000073756388008	0.000033218307668	0.450378720619964	0.804734586744091	0	1	1	1	7	3	5	7	7	10	10	11	11	12	12	13	13	15	15	14	16	16	17	19	18	20	20	21	22	23	0	1	1	1	2	4	2	7	7	8	5	9	11	11	13	13	14	13	17	17	16	16	19	20	18	24	25	26	20	28	1	1	1	1	3	1	2	1	1	2	1	1	1	1	1	1	1	2	1	1	1	2	1	2	2	1	2	1	4	1
35000	-167.924482301740341	-166.556614167393974	-1.367868134346368	0.000114771052113	0.000056382393708	0.491259709399565	0.594776128330271	0	2	2	2	4	6	6	8	6	9	8	12	10	11	13	13	13	14	14	15	17	16	16	18	18	19	20	20	22	24	0	1	1	1	2	4	5	7	5	7	7	11	10	10	13	13	13	13	17	17	16	18	19	23	22	24	25	26	24	28	1	1	1	1	1	2	1	1	1	3	2	3	1	1	2	2	2	2	1	1	3	1	1	1	1	1	1	1	2	2
35500	-152.915250310633979	-151.482973956854693	-1.432276353779279	0.000063589579681	0.000022588526747	0.355223715277688	0.800041233234199	0	2	1	2	7	7	5	7	6	11	8	11	10	12	14	12	12	16	14	15	18	16	17	18	19	20	20	21	22	24	0	1	1	1	7	3	2	7	7	8	9	9	11	11	16	13	13	16	17	19	18	14	19	20	22	24	25	26	26	28	1	2	1	1	1	3	1	1	1	2	1	2	1	3	1	1	1	2	1	1	1	2	1	2	2	1	1	1	1	2
36000	-161.475215919986709	-160.074913968511368	-1.400301951475341	0.000062505166419	0.000050600017029	0.809533354243247	0.783170981559646	0	2	2	2	5	5	6	6	8	10	8	13	10	13	14	12	13	14	14	15	17	16	18	18	18	19	19	21	23	23	0	1	1	1	2	4	5	5	7	8	7	8	11	11	13	13	16	13	17	18	18	18	19	20	22	20	25	26	26	28	1	1	1	1	2	1	1	1	1	2	1	3	1	1	2	1	1	3	1	1	1	1	1	2	1	1	1	1	2	1
36500	-149.766569317742523	-148.400947034442510	-1.365622283300003	0.000083316251479	0.000053650619045	0.643939424687238	0.770934698322399	-1	1	1	2	4	6	5	7	8	9	10	11	11	13	14	12	13	14	14	15	17	17	17	19	20	20	19	21	22	23	0	1	1	1	2	4	5	5	7	8	9	9	11	11	13	13	13	16	17	17	16	15	19	23	27	24	21	26	26	28	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	1	1	1	1	1	3	2	2	1	1	1	1	1	1	1
37000	-160.486596508795799	-159.125736268963010	-1.360860239832794	0.000058607074925	0.000033081538278	0.564463220881426	0.709191000762540	0	2	1	2	7	5	5	7	6	9	9	10	10	12	12	12	13	14	15	15	16	17	17	18	20	19	20	20	22	24	0	1	1	1	7	4	2	9	7	8	9	11	5	11	13	13	16	13	17	17	18	18	19	20	22	20	22	26	26	28	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	1	1
37500	-180.969409646207112	-179.587330716874249	-1.382078929332867	0.000113855929179	0.000050136982040	0.440354599024035	0.760112932335977	0	1	2	2	4	6	5	7	7	9	9	12	11	13	14	12	13	15	15	14	17	16	18	18	19	20	18	20	22	22	0	1	1	1	2	4	5	2	7	9	9	10	8	11	17	13	13	17	14	16	18	13	13	20	27	24	22	19	23	28	1	1	1	1	1	2	1	3	1	1	1	1	2	2	1	1	2	1	1	1	1	2	5	2	1	1	2	2	2	2
38000	-171.350271673436822	-169.985938869808990	-1.364332803627819	0.000061966532851	0.000039200429097	0.632606461801758	0.663444017063552	-1	2	1	2	6	6	5	7	7	9	8	11	9	12	14	12	13	15	15	15	16	16	17	17	18	20	20	21	22	23	0	1	1	1	2	4	2	7	7	8	5	11	11	11	14	13	13	16	13	13	16	17	19	19	22	20	25	20	26	26	1	1	1	1	1	2	1	1	1	1	1	2	1	2	1	2	2	2	2	4	2	2	1	1	1	2	1	3	1	2
38500	-184.429637526158274	-183.012895139074573	-1.416742387083704	0.000105940668888	0.000091686400224	0.865450456241643	0.669260682519350	-1	1	1	2	7	6	4	6	7	8	9	13	10	11	14	13	12	14	14	15	18	16	17	18	19	18	20	20	22	24	0	1	1	1	6	2	2	2	4	5	5	10	11	11	13	13	13	13	17	17	15	15	15	20	22	20	25	26	26	28	1	1	1	1	1	3	1	3	2	1	1	2	1	2	2	2	1	2	2	1	2	2	2	2	2	1	1	1	2	2
39000	-149.028963371475356	-147.523487014243130	-1.505476357232227	0.000087859767945	0.000025557290406	0.290887296928578	0.835320529699933	0	1	2	3	7	6	4	7	6	10	9	11	10	11	13	11	13	15	14	15	17	16	17	17	18	19	20	21	22	24	0	1	1	1	7	4	2	9	7	8	9	9	11	11	16	13	16	16	17	19	18	18	19	20	22	24	25	26	26	28	1	1	1	1	2	1	1	1	1	2	2	3	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2
39500	-180.918026410322312	-179.553799655848167	-1.364226754474156	0.000062924385722	0.000039742875506	0.631597353723604	0.489792646878053	0	1	1	2	6	5	3	8	8	10	9	13	11	12	12	13	13	15	15	15	17	16	17	18	18	20	20	19	21	23	0	1	1	1	7	4	2	7	7	5	9	10	11	7	13	13	13	13	16	17	18	17	16	20	18	20	25	23	26	28	1	1	1	1	2	1	1	2	3	2	1	1	1	4	1	1	2	2	1	2	2	2	3	2	2	3	1	1	1	2
40000	-187.140959419565434	-185.780066122942202	-1.360893296623224	0.000093479139233	0.000054004586914	0.577718059425522	0.472952449446375	0	2	1	2	6	6	5	8	7	10	9	12	10	11	13	12	14	15	12	15	17	17	17	19	18	19	19	20	22	22	0	1	1	1	2	4	4	5	2	8	5	10	11	11	16	13	19	13	13	16	18	13	20	20	16	20	25	20	26	20	1	1	1	2	2	3	2	1	2	2	1	1	1	2	1	2	2	2	1	1	1	4	1	2	4	2	1	3	1	4
40500	-192.283288423207466	-190.860732815160873	-1.422555608046599	0.000095522659999	0.000035081558634	0.367259021415064	0.446667937842024	0	2	2	2	6	6	6	7	8	10	10	12	10	11	13	11	13	15	15	15	17	16	18	19	19	20	20	20	22	23	0	1	1	1	4	4	2	7	7	8	7	11	5	5	13	9	13	13	17	16	16	20	19	18	18	23	22	20	18	28	1	1	1	1	2	1	2	1	1	1	2	1	2	3	2	2	2	3	1	3	2	1	1	2	2	1	3	2	3	2
41000	-182.170627447734290	-180.806632931282110	-1.363994516452192	0.000086381387482	0.000044561085869	0.515864437562615	0.680348709532967	0	1	1	2	6	6	5	6	7	9	9	12	10	13	14	11	13	16	14	15	17	17	16	18	18	20	19	18	23	23	0	1	1	1	3	3	2	2	7	9	9	9	11	11	13	13	16	16	17	17	16	16	19	20	22	24	15	17	26	24	1	1	1	1	3	2	2	2	1	1	1	2	1	2	2	1	2	2	1	1	3	2	1	2	1	1	2	3	2	1
41500	-182.927714452824802	-181.561373031853009	-1.366341420971783	0.000125800860066	0.000081729295720	0.649671994905531	0.691138084334787	0	2	1	3	7	6	4	7	7	10	6	13	10	11	12	12	14	16	14	15	18	16	17	19	20	20	18	21	22	23	0	1	1	1	11	4	2	7	7	5	7	10	8	11	13	13	16	20	15	19	18	14	19	22	18	24	18	26	26	18	1	1	1	2	1	1	1	2	2	2	1	1	1	2	1	1	1	1	1	1	1	3	2	2	2	1	1	1	1	3
42000	-164.003192145980336	-162.557746563336622	-1.445445582643720	0.000092815700969	0.000031623505997	0.340712893044235	0.679609591164009	0	2	2	2	4	6	6	8	7	10	9	13	11	12	13	12	13	16	15	14	17	15	17	18	19	19	20	20	21	23	0	1	1	1	2	4	5	7	5	8	7	9	11	9	13	5	13	13	20	17	18	16	20	16	22	24	25	26	26	28	1	1	1	1	1	2	1	1	2	1	1	3	1	1	1	3	1	2	1	1	1	2	2	2	2	1	1	1	1	2
42500	-163.851923024688574	-162.487756260173342	-1.364166764515233	0.000065478235786	0.000041318093214	0.631020257607070	0.726387004141889	0	1	2	2	6	5	5	7	8	10	9	12	11	12	14	12	13	15	15	13	17	16	17	18	18	21	19	20	22	24	0	1	1	1	7	4	2	2	5	5	5	9	11	11	16	11	13	16	20	13	16	16	19	17	22	24	25	24	26	26	1	1	1	1	1	1	1	2	1	2	1	2	2	1	1	1	1	1	1	1	2	2	1	2	2	1	1	2	1	2
43000	-149.195375707009106	-147.740424352328432	-1.454951354680666	0.000096921522269	0.000032106894256	0.331266920954081	0.865622935890252	0	2	1	2	6	6	5	7	8	10	9	11	10	12	11	12	13	13	14	15	17	16	16	18	18	20	20	20	22	23	0	1	1	1	7	4	4	7	7	8	9	8	11	11	13	13	13	13	17	19	16	18	19	20	22	24	25	24	26	28	1	1	1	1	1	2	1	1	2	1	1	1	1	2	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	2
43500	-179.819632364629882	-178.449321754371994	-1.370310610257901	0.000093606316263	0.000044902438451	0.479694536044567	0.669975043690771	0	2	1	2	7	6	5	8	8	10	9	13	10	12	13	12	13	15	15	14	18	15	16	18	19	21	19	20	21	23	0	1	1	1	2	3	4	7	7	7	5	10	8	9	16	13	16	13	17	17	18	17	17	20	18	24	22	24	20	28	1	1	1	2	3	2	1	2	1	3	1	2	1	2	1	1	1	2	2	1	2	1	1	2	2	2	2	1	3	2
44000	-171.418759847244075	-170.057665096862848	-1.361094750381229	0.000083411313488	0.000046184018037	0.553690094371110	0.583924018251779	0	2	1	2	6	6	4	8	7	10	10	11	10	12	13	12	14	15	13	14	18	15	17	18	19	21	19	20	21	23	0	1	1	1	7	4	4	7	5	8	5	11	5	11	11	13	16	16	13	16	18	16	19	20	22	24	15	24	24	28	1	1	1	1	1	2	1	2	1	1	2	1	2	1	2	1	1	2	1	1	2	1	2	3	2	2	3	1	2	1
44500	-167.113815705863487	-165.725907240698660	-1.387908465164835	0.000126611629668	0.000053932865614	0.425970866622985	0.754368789508399	0	2	2	2	7	6	4	7	8	9	9	12	10	12	13	13	14	16	14	13	16	15	16	19	19	21	17	21	23	23	0	1	1	1	7	4	2	7	5	8	5	5	9	11	14	13	20	13	20	13	16	16	17	18	18	24	16	24	26	26	1	1	2	1	1	1	1	1	1	1	1	2	1	2	1	2	1	2	1	1	1	1	1	2	2	1	2	1	1	1
45000	-188.671309201979767	-187.222376013407228	-1.448933188572532	0.000146228724019	0.000049302087082	0.337157336304743	0.619960235482832	0	2	1	2	6	6	4	5	8	9	8	12	11	11	12	13	13	15	15	14	16	16	16	19	19	20	19	20	22	23	0	1	1	1	8	1	3	7	5	8	5	9	11	5	14	12	13	16	13	17	15	16	20	23	19	24	7	24	26	28	1	1	1	1	1	3	2	1	1	1	1	3	2	1	1	1	1	1	3	1	2	1	1	1	2	1	5	1	1	2
45500	-169.875530755868141	-168.311879647017037	-1.563651108851098	0.000105667098578	0.000027158011005	0.257014826472198	0.550611708278877	0	2	1	2	6	6	6	7	7	9	8	12	9	12	13	13	14	15	14	14	17	16	17	18	18	21	20	21	23	24	0	1	1	1	2	4	2	7	5	8	5	9	11	9	14	13	12	13	16	16	14	14	19	19	18	24	25	24	26	28	1	1	1	1	2	2	2	1	1	1	1	3	1	4	1	2	1	3	1	1	2	2	1	3	2	2	1	1	1	1
46000	-154.129955341886500	-152.756677637459063	-1.373277704427424	0.000062507609844	0.000029241131585	0.467801147063752	0.831858271657553	0	2	2	1	5	6	3	8	7	10	9	12	11	12	14	13	12	15	14	15	17	15	17	19	17	20	19	21	21	24	0	1	1	1	7	4	2	5	5	8	9	11	11	11	14	13	13	16	17	19	18	13	22	20	22	20	25	26	26	28	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	2	1	2	1	1	1	2
46500	-161.106020861766495	-159.629384456458013	-1.476636405308490	0.000068135222495	0.000070850072558	1.039845031148258	0.866414142004588	0	2	1	2	6	7	5	8	8	10	10	10	11	12	14	12	13	15	14	15	14	16	16	18	20	20	19	21	21	23	0	1	1	1	7	4	2	7	5	8	9	9	11	5	16	13	13	21	17	19	16	18	19	20	22	24	16	26	26	28	1	1	1	1	1	1	1	2	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	2	1	3	1	1	1
47000	-180.375713923879118	-178.811624082367956	-1.564089841511176	0.000119489786223	0.000030684228177	0.256793732310575	0.668184472647348	0	2	2	2	6	6	4	7	6	10	9	12	10	10	13	12	13	16	15	15	17	17	17	18	20	20	19	20	22	23	0	1	1	1	7	4	2	9	7	5	7	9	11	8	13	13	16	16	17	17	11	16	20	20	22	24	11	24	26	28	1	1	1	1	2	2	1	1	1	3	3	2	1	1	1	1	1	1	1	1	5	1	1	3	1	1	5	1	1	2
47500	-170.293986026668904	-168.857725680046883	-1.436260346622019	0.000100056282892	0.000035083456545	0.350637216682726	0.873912220051386	0	2	2	3	6	7	5	8	7	10	9	10	11	11	13	12	14	15	13	15	17	16	17	19	18	20	19	20	22	22	0	1	1	1	7	4	2	5	7	9	5	5	11	11	10	13	19	16	16	19	19	15	18	18	18	24	25	24	26	28	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1
48000	-156.424564841107724	-155.027268651225370	-1.397296189882354	0.000079644361557	0.000032378866690	0.406543113115999	0.736909930873636	0	2	1	2	5	7	6	7	6	11	9	12	10	11	12	12	12	15	14	14	17	16	17	18	17	20	19	20	22	24	0	3	1	1	2	4	5	9	2	8	9	7	11	11	13	13	13	16	17	17	18	18	19	20	15	24	25	24	26	28	1	1	1	1	1	2	1	1	2	2	1	2	1	1	1	1	1	2	1	2	1	1	2	2	3	1	1	1	1	2
48500	-156.046857621740173	-154.683934511663324	-1.362923110076847	0.000095133478958	0.000058769142057	0.617754577051943	0.843924353485929	0	2	2	2	7	7	5	7	6	10	10	13	10	12	12	12	13	15	13	15	17	16	17	18	19	21	20	20	22	23	0	1	1	1	9	4	2	7	7	8	9	9	5	11	13	13	15	17	16	19	18	18	19	23	22	24	25	24	26	28	1	1	1	1	1	2	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	2	1	2
49000	-164.293032560418595	-162.925759296318404	-1.367273264100196	0.000073189729009	0.000036186260259	0.494417191439302	0.641717424733314	0	2	2	2	6	4	4	7	7	10	9	12	10	13	13	11	12	15	14	15	17	15	17	17	18	19	19	20	22	23	0	1	1	1	7	4	2	5	5	8	7	5	11	9	13	13	16	16	17	17	14	14	18	19	22	23	25	24	26	28	1	1	1	1	1	1	1	1	1	1	2	3	1	3	1	1	1	2	1	2	2	1	2	1	2	2	1	1	2	2
49500	-154.491823390052957	-153.108734476978356	-1.383088913074588	0.000077643738539	0.000057590588382	0.741728688828698	0.919026411016826	-2	0	1	2	5	5	6	8	7	10	8	12	11	11	14	13	13	15	14	15	17	16	18	19	18	19	19	21	21	23	0	1	1	1	4	3	5	9	7	8	7	14	11	11	13	13	13	13	17	19	18	16	19	20	22	23	25	26	24	28	1	1	2	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
50000	-192.571331915776824	-191.207582615680280	-1.363749300096557	0.000093701698587	0.000058738513982	0.626867120535874	0.635128131745875	-1	0	1	2	6	6	5	7	8	11	9	12	10	12	13	12	12	14	15	13	17	14	18	18	19	19	20	21	21	23	0	1	1	1	2	7	4	3	8	11	8	9	5	11	16	13	13	8	17	17	18	16	18	19	22	17	25	26	24	28	1	1	1	1	2	1	1	3	1	1	1	2	2	1	1	1	1	3	2	1	2	2	2	1	1	3	1	1	2	2
50500	-173.432096317171187	-171.922369296477768	-1.509727020693412	0.000121388137738	0.000034965664945	0.288048450173153	0.593813457192974	-1	1	1	1	7	5	6	7	5	10	8	12	11	13	14	11	13	13	15	14	17	15	16	18	18	20	20	20	23	24	0	1	1	1	7	1	9	7	2	8	7	13	9	11	14	11	13	16	20	17	16	18	17	19	22	24	25	19	26	28	1	1	1	1	1	3	1	1	2	2	1	1	3	2	1	1	1	1	1	1	3	1	1	1	1	1	1	2	2	2
51000	-164.216264359999599	-162.847147094091952	-1.369117265907643	0.000096892411093	0.000047002171252	0.485096518103273	0.659614363899467	0	2	1	2	7	5	5	7	8	11	9	11	10	13	13	12	12	16	15	15	18	16	17	17	18	20	19	21	22	23	0	1	1	1	2	1	2	7	2	8	9	11	11	11	16	13	13	16	17	17	19	16	20	20	22	20	25	24	24	29	1	1	1	1	2	2	2	1	2	2	1	1	1	2	1	1	1	2	2	1	2	2	1	1	1	3	1	2	3	1
51500	-174.835038721975195	-173.344781426730378	-1.490257295244819	0.000150410611027	0.000045372316530	0.301656354028289	0.840869013595207	-1	2	1	2	6	7	5	8	8	10	9	11	10	13	14	12	13	15	14	15	18	16	17	17	17	19	20	21	20	23	0	1	1	1	7	4	2	5	7	9	9	8	11	11	16	10	16	16	17	16	22	18	19	19	14	24	25	26	26	29	1	2	1	1	1	2	1	1	2	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	2
52000	-176.008182644454962	-174.601741205965794	-1.406441438489157	0.000074037706756	0.000028920308853	0.390615945847061	0.570355864853194	0	1	1	2	7	7	4	8	7	10	8	12	10	12	14	12	13	15	13	14	17	16	18	18	18	20	19	20	23	22	0	1	1	1	7	1	2	5	7	8	5	10	11	9	16	13	14	13	13	16	18	14	20	17	22	19	18	24	24	28	1	1	1	1	2	3	1	1	2	1	1	1	1	3	1	2	1	3	2	1	2	2	2	3	1	2	2	1	2	2
52500	-162.319912237835581	-160.957807509621631	-1.362104728213940	0.000090729798026	0.000048536800597	0.534959866037305	0.790967473839140	0	2	1	3	6	6	5	8	8	11	8	11	11	13	13	12	13	15	15	15	17	17	17	18	20	20	19	19	22	22	0	1	1	1	7	4	2	5	5	8	5	8	11	10	13	13	16	16	17	17	18	13	20	20	27	24	22	20	26	24	1	1	1	1	1	2	1	1	2	2	1	2	2	1	1	1	1	2	1	1	1	2	1	2	1	1	1	2	1	3
53000	-175.481588899733481	-174.109031200386170	-1.372557699347303	0.000108162466023	0.000050892317694	0.470517357497405	0.625478977888217	0	2	2	2	6	6	4	8	6	11	10	12	10	13	14	12	13	14	13	14	17	16	15	18	19	20	20	20	22	22	0	1	1	1	7	4	2	7	7	9	5	10	8	10	19	13	13	16	13	19	16	17	17	23	22	24	25	20	26	17	1	1	1	1	2	2	1	2	1	3	1	1	1	1	1	1	2	2	2	1	2	1	1	1	1	1	1	3	1	3
