step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57
14500	-280.071780689785157	-286.927268640744558	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.543370554111369	0	1	2	2	3	5	3	6	5	6	6	6	7	7	9	8	5	7	9	8	8	8	8	9	8	8	9	10	10	10	10	10	10	11	12	12	12	13	13	13	13	12	13	16	14	15	17	16	17	16	19	16	15	18	18	21	21	0	1	1	2	2	0	0	4	0	0	0	7	17	11	14	11	7	7	20	12	9	17	18	18	12	12	13	7	21	22	12	23	17	24	12	31	33	28	28	36	37	24	31	39	41	45	52	39	52	39	49	35	45	50	50	54	55	1	1	2	1	2	1	1	4	1	1	1	3	2	1	2	2	2	2	1	2	2	3	1	2	2	1	2	4	2	1	3	2	2	2	5	2	2	2	2	1	1	1	3	2	1	1	1	3	1	1	2	3	1	2	2	3	2
15000	-265.976932328165105	-272.832420279124506	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.591260561160779	0	1	2	2	3	6	2	6	4	5	5	6	7	7	10	8	5	8	9	8	8	8	7	9	8	8	9	10	10	10	10	8	10	11	11	12	12	13	13	12	13	14	14	16	14	15	16	16	17	17	17	17	17	18	19	21	21	0	1	1	2	2	0	0	2	0	0	0	7	7	6	21	10	7	17	18	17	11	12	12	23	17	12	13	13	16	12	22	12	22	32	33	31	35	35	35	31	37	39	32	45	35	45	46	46	45	39	45	47	46	50	54	55	50	1	1	1	1	1	1	1	4	1	1	1	2	3	1	2	3	3	3	1	2	2	2	1	2	1	1	2	2	2	4	1	2	1	2	1	2	1	2	2	2	1	1	4	1	2	1	1	1	2	3	2	1	1	1	1	2	1
15500	-220.813108789216074	-227.668596740175445	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.827666013031991	0	1	2	2	3	6	5	5	5	6	6	6	7	7	10	8	7	8	9	7	8	8	8	9	8	8	9	9	10	10	10	10	9	10	12	9	12	13	13	13	13	14	14	16	15	15	17	17	16	16	19	16	17	18	19	21	21	0	1	2	2	2	0	0	4	0	0	0	7	7	6	21	11	12	20	13	7	14	13	17	26	17	12	13	7	21	23	36	28	17	17	33	22	24	35	37	36	37	38	31	39	42	42	52	44	42	46	54	42	49	50	54	55	55	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	2	2	1	1	1	1	1	1	2	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	2	3	1	1	1	1	1	1	1	2	1	2	1	1	2
16000	-237.734599412671656	-244.590087363631028	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.673970534507817	0	1	2	2	3	6	5	6	6	4	5	6	7	7	8	8	7	7	9	8	8	8	8	9	8	7	9	10	10	10	10	10	9	10	11	9	12	13	13	12	13	14	14	16	15	15	17	17	17	17	20	16	17	18	19	21	21	0	1	1	2	3	0	0	2	0	0	0	7	7	9	6	6	12	12	13	13	6	18	17	23	12	12	13	7	21	18	36	12	17	24	33	22	35	37	35	31	37	38	31	45	42	42	42	38	39	46	46	39	46	52	54	55	50	1	1	2	1	1	1	1	3	1	1	1	1	2	1	1	2	1	1	2	1	2	1	1	1	1	1	1	3	1	2	1	2	2	1	2	1	1	1	2	2	1	1	3	1	1	1	3	3	3	2	4	2	2	2	1	1	2
16500	-242.134549803074577	-248.990037754033949	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.700204323366883	0	1	1	2	3	6	5	6	6	5	6	6	7	7	10	8	7	7	7	8	8	8	8	9	8	8	9	9	10	10	10	10	9	11	10	9	12	10	13	12	12	14	14	16	15	14	17	16	17	16	20	17	16	18	19	21	21	0	1	1	2	2	0	0	4	0	0	0	7	7	11	21	6	12	12	7	19	14	12	18	23	18	17	13	7	14	18	36	24	22	12	33	18	38	24	38	36	35	41	36	42	46	39	45	45	53	37	47	46	39	50	54	55	51	1	1	1	1	1	1	1	2	1	1	1	1	2	1	2	2	1	1	2	1	1	2	1	1	1	1	2	1	2	2	1	1	1	4	1	1	2	1	2	3	2	2	4	2	1	1	2	1	1	1	2	2	3	2	1	2	1
17000	-253.552589270376046	-260.408077221335418	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.648973982427106	0	1	1	2	3	6	5	6	6	6	6	6	7	7	10	8	7	8	9	8	8	8	8	8	8	8	8	9	10	9	10	8	10	11	12	9	12	11	13	13	13	14	14	16	15	14	16	17	17	16	20	17	15	17	18	20	21	0	1	1	2	2	0	0	4	0	0	0	7	7	11	6	9	12	17	20	13	11	12	17	12	12	17	13	32	16	18	36	12	18	12	38	32	38	33	37	31	37	33	31	46	34	39	37	46	35	42	47	47	38	42	45	54	55	1	1	1	1	1	1	1	2	1	1	1	1	2	1	2	2	1	1	1	1	2	2	1	1	2	1	1	1	2	1	1	1	1	3	1	1	1	1	1	2	1	3	2	2	3	1	2	2	2	1	2	1	2	2	3	3	2
17500	-251.333925914970649	-258.189413865930021	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.720666117211572	-1	0	2	1	3	6	5	6	6	6	6	6	7	7	8	8	7	7	9	8	8	8	8	9	8	8	9	8	10	10	9	10	10	11	12	12	12	11	12	13	13	14	11	16	15	13	17	17	17	17	18	16	14	18	19	21	19	0	1	4	2	2	0	0	1	0	0	0	7	12	11	6	11	12	12	13	7	9	12	17	17	17	18	20	7	16	23	22	17	17	18	38	31	38	33	38	31	38	46	23	45	42	35	52	44	38	45	39	42	39	50	54	55	49	1	1	1	1	2	1	1	3	1	1	1	1	1	1	2	2	1	1	2	3	2	2	1	2	1	1	1	2	1	2	1	2	1	1	1	2	1	1	1	3	2	1	1	1	1	1	1	1	4	2	4	2	2	1	1	2	1
18000	-240.385511680925646	-247.240999631885018	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.595778679078831	0	1	2	2	2	6	5	6	5	6	6	6	7	6	9	8	7	8	7	8	7	8	8	9	8	8	9	10	10	9	10	10	10	11	12	9	11	13	12	12	13	14	14	16	15	15	15	17	17	17	20	16	17	18	19	21	18	0	1	1	2	2	0	0	3	0	0	0	7	7	9	11	9	12	12	7	13	14	12	7	17	17	17	13	17	11	18	36	24	17	32	37	22	33	35	37	36	37	41	40	45	38	35	38	44	46	42	46	47	41	50	46	55	50	1	1	2	1	1	1	1	3	1	1	1	1	2	1	2	2	1	2	2	1	1	1	3	2	1	1	2	1	3	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	2	2	1	1	2	2	3	1	2	1	4	2	1
18500	-245.885037499757374	-252.740525450716746	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.602248366726992	0	1	2	2	3	6	5	6	6	6	6	6	6	7	10	8	7	7	9	8	8	8	8	9	7	7	9	10	9	10	10	10	10	10	12	9	11	13	12	13	13	13	13	16	15	15	16	17	17	16	19	17	17	18	19	21	21	0	1	1	2	1	0	0	4	0	0	0	7	7	11	21	14	12	12	13	13	14	12	12	7	12	12	13	13	16	12	36	24	22	17	37	22	33	37	37	31	37	37	36	46	42	38	34	46	47	38	45	46	46	50	50	55	51	1	1	2	1	3	1	1	2	1	1	1	1	1	1	2	1	1	1	2	1	1	2	2	2	1	1	3	3	1	1	1	1	2	2	1	1	1	2	1	3	2	2	3	1	2	2	3	2	1	3	2	2	1	2	3	2	2
19000	-232.334380026284805	-239.189867977244177	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.791502899369068	0	1	2	2	3	6	4	6	6	5	6	5	7	7	9	8	7	8	9	8	8	8	7	9	8	6	9	10	10	10	10	10	9	11	12	9	11	13	13	12	13	13	14	16	14	14	15	17	16	17	18	16	17	18	19	21	21	0	1	1	2	3	0	0	4	0	0	0	7	7	11	21	6	26	23	13	7	14	17	12	18	23	12	13	23	16	24	36	24	17	31	37	22	33	35	37	31	35	33	31	42	38	35	42	44	46	35	45	47	49	50	50	50	55	1	1	1	1	1	1	1	3	1	1	1	1	2	1	1	2	1	1	2	2	1	1	2	1	1	1	2	2	2	1	1	1	2	1	1	1	1	1	1	2	1	2	3	2	1	1	1	1	1	2	1	1	1	1	1	1	1
19500	-267.402836415829313	-274.258324366788713	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.558933489032747	0	1	2	2	3	5	4	5	6	6	6	6	7	7	10	8	7	7	9	7	8	8	8	9	7	8	8	10	10	9	9	10	9	11	11	11	12	13	13	13	13	14	14	16	15	12	14	17	16	17	20	17	15	18	19	21	21	0	1	1	2	2	0	0	1	0	0	0	7	7	11	14	11	12	7	13	7	10	18	12	17	12	17	13	19	21	18	25	25	23	12	33	31	35	35	37	36	34	46	31	42	46	32	41	45	37	42	50	47	42	50	54	55	38	1	1	2	1	2	1	1	2	1	1	1	1	2	1	2	1	1	2	2	3	2	1	2	1	1	1	1	1	2	2	1	3	1	4	2	2	1	2	1	2	1	2	4	2	1	1	1	2	3	2	1	2	1	1	1	2	6
20000	-230.116113885744596	-236.971601836703968	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.652132561530909	0	1	2	2	3	6	5	6	6	5	6	6	7	7	10	8	7	8	9	8	8	8	8	9	8	8	9	10	9	8	10	10	10	8	11	12	12	13	13	12	13	14	14	16	13	15	17	17	16	17	20	14	16	18	19	20	21	0	1	1	2	1	0	0	4	0	0	0	7	7	6	29	6	12	13	30	13	14	17	12	12	17	12	13	20	9	12	34	30	23	17	33	31	35	35	35	31	35	45	36	39	35	45	52	39	46	46	48	39	46	50	54	54	56	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	2	2	1	1	2	1	2	2	1	1	2	1	1	1	1	1	2	2	2	1	2	2	1	2	2	3	1	1	1	1	1	1	1	2	1
20500	-253.909441444142232	-260.764929395101603	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.802002217777604	0	1	2	2	2	6	4	5	6	5	6	5	6	7	10	8	7	8	8	8	7	8	8	9	7	8	9	10	10	10	10	10	9	11	11	9	12	13	13	13	13	14	13	16	13	15	16	17	17	17	18	17	16	15	19	19	20	0	1	1	2	2	0	0	4	0	0	0	7	7	6	9	9	12	12	7	13	9	17	17	23	12	17	13	19	16	24	36	17	23	24	32	18	35	35	35	31	35	45	31	46	35	39	42	44	42	46	54	46	42	35	54	54	55	1	1	1	1	1	1	1	2	1	1	1	1	2	1	2	2	1	2	1	1	1	1	1	1	2	1	3	2	2	1	1	2	1	1	1	1	1	2	1	3	1	1	2	1	1	1	1	1	2	1	2	1	2	3	3	1	1
21000	-234.533451097579416	-241.388939048538788	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.733674900767551	0	1	2	2	3	6	5	6	6	6	6	6	7	7	10	8	7	8	9	8	8	8	8	8	8	8	8	10	10	10	10	9	10	8	11	9	12	13	13	12	13	14	13	15	15	15	17	16	16	17	18	16	17	16	19	21	21	0	1	1	2	3	0	0	2	0	0	0	7	7	9	14	6	12	17	13	13	14	17	17	12	17	13	13	19	6	34	36	18	24	17	30	26	35	35	35	31	37	38	31	42	42	42	45	44	46	54	42	37	45	41	54	54	54	1	1	2	1	1	1	1	3	1	1	1	1	1	1	2	2	1	1	2	1	1	1	1	2	1	1	1	1	2	2	1	1	1	1	1	1	1	2	2	2	1	1	3	1	1	1	2	1	1	1	1	3	1	2	3	2	2
21500	-249.926516590367413	-256.782004541326785	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.727875621327592	-1	1	0	2	3	5	5	5	5	6	6	6	7	7	10	7	7	8	9	7	8	7	8	9	8	8	9	9	9	10	9	10	10	11	12	12	11	13	13	13	13	14	11	16	15	15	17	17	17	14	18	15	15	18	19	21	21	0	3	1	2	2	0	0	5	0	0	0	7	7	11	9	6	12	17	13	7	9	12	12	17	17	17	13	13	6	18	22	26	18	26	33	43	32	37	33	43	37	38	31	46	42	42	52	44	44	41	46	35	39	50	50	54	54	1	1	1	1	2	1	1	2	1	1	1	1	2	1	4	2	1	1	2	2	2	1	2	2	1	1	2	1	3	2	1	2	1	2	2	1	1	2	2	2	2	1	1	1	1	1	2	1	1	1	3	2	2	3	4	2	2
22000	-241.182558917877913	-248.038046868837284	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.760268517377570	0	1	2	2	3	6	4	6	6	5	5	6	7	7	9	7	7	8	9	8	8	8	7	7	8	8	8	10	10	10	9	8	10	11	12	12	11	13	13	13	13	14	12	16	15	15	17	17	17	17	19	16	15	18	19	20	20	0	1	2	2	3	0	0	4	0	0	0	7	7	11	6	9	12	17	13	13	14	23	12	12	12	23	12	13	21	32	12	17	18	32	37	31	26	35	37	43	37	41	31	45	42	38	52	44	45	46	50	39	39	50	54	55	54	1	1	1	1	1	1	1	4	1	1	1	2	2	1	2	1	1	1	2	1	1	1	1	1	2	1	2	3	1	1	2	1	1	3	1	2	2	1	2	1	2	1	2	1	1	1	1	1	2	2	1	2	2	1	1	1	1
22500	-243.974565342325405	-250.830053293284777	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.580832972727046	-2	0	2	2	3	5	5	6	6	6	6	6	7	7	10	8	7	8	9	8	8	8	8	8	7	8	9	9	9	10	10	8	10	10	12	12	11	13	13	13	13	13	14	16	15	15	17	16	17	17	17	17	15	18	19	20	21	0	1	2	2	2	0	0	4	0	0	0	7	7	11	11	11	12	12	20	7	11	17	12	17	12	17	20	18	6	18	23	12	24	17	37	31	33	37	35	31	37	35	31	46	42	42	45	46	53	46	42	53	38	50	50	55	51	1	1	1	1	2	1	1	2	1	1	1	1	2	1	2	1	1	2	1	3	2	1	2	1	1	1	1	1	4	2	2	2	1	2	1	2	1	2	1	1	2	1	2	1	2	2	2	1	2	2	3	1	2	1	2	1	2
23000	-247.540743260909977	-254.396231211869349	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.587843728714403	0	1	2	2	2	5	5	6	6	5	6	6	7	7	8	8	7	8	9	8	7	8	8	9	8	8	9	10	10	10	10	10	10	11	12	9	12	13	13	13	11	13	14	16	15	15	16	17	14	17	19	17	17	18	19	21	20	0	1	1	2	2	0	0	4	0	0	0	7	7	6	9	6	12	7	13	13	6	17	17	12	12	12	13	7	11	26	36	22	24	28	41	25	32	37	35	31	18	33	36	46	42	42	45	44	42	38	45	47	38	45	54	55	55	1	1	2	1	1	1	1	2	1	1	1	1	2	2	2	2	1	3	2	1	2	1	1	1	2	1	2	3	2	2	1	1	1	1	1	1	1	1	1	3	2	1	2	1	1	2	1	1	1	4	3	1	3	2	1	2	1
23500	-231.389465355418764	-238.244953306378136	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.703255354681872	-1	1	1	2	3	6	5	3	6	6	6	6	7	7	8	8	7	8	9	8	8	8	8	9	8	8	8	10	10	9	10	10	10	11	11	9	12	13	13	13	13	14	14	16	15	15	15	17	17	17	20	17	16	18	19	21	21	0	1	1	2	2	0	0	4	0	0	0	7	7	9	11	6	12	12	13	13	11	12	12	23	17	17	13	12	16	13	36	12	18	24	33	23	35	35	35	31	35	37	31	46	42	35	42	44	46	39	45	47	42	50	54	55	55	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	1	2	1	1	2	2	1	1	1	1	3	2	2	1	1	2	1	1	1	1	2	1	2	1	1	4	1	1	3	1	1	2	1	2	2	1	1	1	2	2
24000	-238.736933291938470	-245.592421242897842	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.687793281650444	0	1	2	2	3	5	5	6	5	6	5	6	7	6	9	8	7	8	9	8	8	8	8	9	8	8	8	9	9	9	10	9	10	11	12	12	12	13	13	13	13	14	14	15	15	15	14	17	17	16	20	17	16	18	19	21	21	0	1	2	2	3	0	0	4	0	0	0	7	7	6	16	9	12	12	13	17	14	12	17	23	12	12	13	13	16	17	18	17	24	17	12	31	34	37	37	31	34	41	31	42	42	42	39	44	53	39	42	47	46	50	54	55	54	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	2	1	2	2	1	2	1	1	1	2	2	1	2	1	2	2	2	1	3	3	2	1	1	1	1	1	1	3	1	1	1	1	1	1	3	5	2	1	2	1	2	3
24500	-246.017363180552906	-252.872851131512277	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.610013331886912	0	1	1	2	3	3	5	5	6	6	6	6	7	7	9	8	7	7	9	8	8	8	8	9	8	8	8	10	9	10	9	10	10	11	11	12	12	13	11	13	13	13	14	15	15	15	16	17	17	17	20	17	17	18	19	20	20	0	1	1	2	2	0	0	3	0	0	0	7	7	9	21	6	12	12	20	13	9	17	12	23	17	12	13	23	9	23	23	26	18	24	30	31	35	39	33	31	39	39	31	41	42	37	42	46	37	41	45	47	45	50	54	45	54	1	1	1	1	2	1	1	3	1	1	1	1	2	1	1	4	1	1	1	1	2	1	2	1	1	1	1	2	2	1	1	1	3	2	1	3	1	2	1	2	2	2	3	1	2	3	2	2	3	2	4	1	2	1	1	3	2
25000	-253.446971077990355	-260.302459028949727	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.665156120476772	0	1	2	2	3	6	4	6	6	6	6	5	7	7	10	8	7	6	9	8	8	7	8	9	8	8	9	8	9	10	10	7	10	8	12	12	12	13	11	13	13	14	13	16	15	15	17	17	17	15	19	16	16	18	18	21	21	0	1	1	2	2	0	0	4	0	0	0	7	18	6	10	6	12	12	20	7	11	18	18	26	12	13	20	13	9	17	24	18	23	17	39	31	39	37	33	31	39	41	31	42	38	42	46	44	52	35	47	41	39	50	50	54	54	1	1	1	1	2	1	1	2	1	1	1	1	1	1	2	2	2	1	1	3	2	1	2	1	1	1	1	1	2	2	1	1	2	1	1	2	1	1	1	2	2	1	3	1	2	1	2	1	1	1	1	3	3	3	1	3	2
25500	-248.466786972956868	-255.322274923916240	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.565581884718283	-1	1	2	2	2	5	3	6	6	6	5	5	7	7	10	7	7	8	8	8	8	8	6	9	7	8	9	9	10	10	9	10	9	11	12	11	12	11	10	13	13	14	14	16	13	15	17	17	17	17	19	17	17	18	19	21	21	0	1	1	2	2	0	0	4	0	0	0	7	12	11	21	11	23	23	13	13	11	23	12	22	12	23	20	13	9	23	26	23	17	17	38	31	38	39	33	31	35	45	34	45	35	45	46	42	44	44	42	46	46	50	54	55	54	1	1	1	1	1	1	1	3	1	1	1	2	1	2	2	2	1	2	1	1	2	2	1	1	2	2	1	2	2	2	1	2	1	2	1	2	1	1	1	2	1	1	3	2	1	2	2	2	1	1	2	1	2	1	1	1	2
26000	-227.248761145204725	-234.104249096164096	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.744880206104251	-1	1	2	2	3	5	5	5	6	6	6	6	7	7	10	8	7	8	9	8	8	8	7	9	8	8	9	8	10	10	10	10	10	10	12	12	11	13	12	12	13	14	13	16	13	15	16	17	17	17	20	17	17	18	19	21	19	0	1	2	2	2	0	0	4	0	0	0	7	7	11	11	11	12	23	13	7	11	17	12	18	12	17	13	7	9	24	24	24	23	17	37	31	34	39	37	31	37	45	31	46	39	42	45	44	42	35	50	47	41	50	54	50	54	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	1	1	2	3	1	1	1	1	2	1	2	2	1	1	1	1	2	3	1	2	1	1	1	2	2	1	2	1	1	1	2	1	2	2	2	1	3	1	1	1	1
26500	-230.395967653442653	-237.251455604402025	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.684116131214350	0	1	2	2	3	6	4	5	6	6	6	6	7	7	9	8	7	8	9	8	8	8	8	9	8	8	9	10	9	9	10	10	10	11	12	12	11	13	13	12	12	14	13	16	14	15	15	17	15	17	20	17	16	18	19	21	19	0	1	2	2	2	0	0	4	0	0	0	7	7	9	9	11	12	12	7	12	6	12	12	17	12	12	13	27	21	17	23	18	30	18	37	31	33	37	35	31	37	35	31	45	39	45	42	44	45	42	50	47	45	50	54	55	54	1	1	1	1	2	1	1	1	1	1	1	1	3	1	3	1	1	2	3	2	1	1	2	2	2	1	2	1	1	1	2	1	1	1	1	2	1	2	1	2	1	2	2	2	1	1	1	1	1	2	2	2	2	1	1	1	1
27000	-225.997175971065076	-232.852663922024448	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.764855097679112	0	1	2	2	2	6	5	6	6	4	6	6	7	7	8	8	7	8	9	8	8	8	8	7	8	8	9	9	10	10	10	7	9	9	12	12	10	13	13	13	13	14	13	16	15	12	16	17	17	17	18	17	16	18	19	21	21	0	1	2	2	2	0	0	2	0	0	0	7	7	9	14	14	12	12	20	7	6	24	24	12	12	24	13	23	16	34	20	12	18	23	37	31	33	33	30	31	37	46	36	42	46	37	42	44	44	44	44	47	45	50	54	55	55	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	3	2	2	2	2	1	2	3	1	1	1	1	1	2	1	1	1	1	1	2
27500	-239.486863080118013	-246.342351031077385	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.661664534037193	0	1	2	2	3	6	4	6	6	6	6	6	7	7	10	8	7	8	9	8	8	8	7	9	8	8	9	9	10	9	10	10	10	11	12	12	11	11	12	13	13	14	14	16	13	15	16	17	17	16	18	17	16	17	19	21	20	0	1	1	2	3	0	0	2	0	0	0	7	12	9	14	6	12	12	13	13	6	12	12	23	17	12	13	7	21	23	22	30	17	26	38	31	33	33	37	31	38	35	31	46	35	42	46	44	45	46	38	47	42	50	51	55	54	1	1	2	1	1	1	1	3	1	1	1	2	1	1	3	2	1	2	2	1	2	1	1	2	1	2	1	3	2	2	2	1	2	2	1	2	1	1	1	2	2	1	4	1	1	1	1	1	2	1	3	1	1	1	1	2	2
28000	-231.231638560250815	-238.087126511210187	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.852879388724255	0	1	1	2	2	6	5	5	6	6	6	6	7	7	10	7	7	8	9	8	8	8	8	9	8	8	9	10	9	10	9	10	10	11	11	12	12	11	13	13	13	14	14	15	15	15	17	17	16	16	19	15	17	17	19	20	21	0	1	1	2	2	0	0	4	0	0	0	7	7	9	14	9	12	17	13	13	14	17	13	18	12	12	13	19	11	26	13	26	24	18	33	31	35	33	37	31	38	41	40	42	42	39	52	44	45	45	42	42	49	45	45	55	55	1	1	1	1	1	1	1	2	1	1	1	1	2	1	2	1	1	1	2	1	1	1	1	1	2	1	2	1	2	1	2	1	1	2	1	3	1	1	1	3	2	1	1	1	1	2	2	2	1	1	4	1	1	2	2	1	2
28500	-250.537734645966083	-257.393222596925455	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.663561891029154	-1	1	2	2	3	6	4	6	6	5	4	5	7	7	9	8	6	8	8	8	7	8	7	7	8	8	8	9	10	10	10	10	9	11	12	12	12	10	13	13	13	14	14	16	13	14	17	17	16	15	20	16	17	18	19	20	20	0	1	1	2	3	0	0	2	0	0	0	7	7	6	6	11	12	17	13	13	6	17	17	17	23	23	13	22	16	18	22	23	24	18	38	31	38	33	37	31	38	45	31	46	37	45	52	44	41	41	45	42	49	39	54	55	54	1	1	1	1	1	1	1	2	1	1	1	1	3	1	2	3	1	2	1	1	1	2	1	1	1	1	1	1	2	2	1	1	2	2	2	2	2	1	1	2	2	1	2	1	1	1	1	1	2	1	3	2	1	2	1	1	1
29000	-247.197842807109140	-254.053330758068512	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.636415911867806	0	1	2	2	3	6	4	6	6	6	6	5	5	7	9	8	7	8	8	8	8	8	7	9	8	8	9	10	10	9	10	10	10	11	12	11	12	12	13	13	13	14	14	16	14	15	17	17	17	17	18	15	17	18	19	19	21	0	1	1	2	3	0	0	3	0	0	0	7	7	6	9	9	12	12	7	13	9	17	12	23	17	17	19	13	16	18	23	26	23	24	33	31	33	33	38	31	30	35	36	42	41	41	52	44	44	37	45	45	46	50	51	54	51	1	1	2	1	1	1	1	3	1	1	1	1	1	1	2	2	2	3	3	2	1	1	1	1	1	1	1	2	2	1	2	2	2	2	2	1	2	2	1	3	1	2	2	1	1	2	2	1	1	4	3	1	1	1	1	1	1
29500	-283.528572624089577	-290.384060575048977	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.688537979751265	-1	1	2	2	2	6	3	3	6	6	6	5	5	7	10	8	6	8	7	8	7	6	6	9	7	8	9	10	7	9	10	9	10	11	12	12	11	12	13	12	10	14	12	15	15	15	16	15	16	17	20	17	17	18	17	21	20	0	1	1	2	2	0	0	4	0	0	0	7	7	11	21	11	12	17	23	23	9	12	7	18	23	17	20	32	9	23	30	26	17	30	41	31	41	41	37	31	24	38	31	39	39	42	33	37	44	39	46	47	38	50	47	55	55	1	2	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	2	1	1	2	1	1	1	1	1	1	2	2	2	2	1	2	2	2	1	2	2	2	1	1	3	2	1	2	3	1	2	1	1	1	3
