step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74
23000	-395.233041676287428	-393.809372410113099	-1.423669266174312	0.000110917279696	0.000040575013399	0.365813275534860	0.315336259059961	2	4	3	6	6	9	11	11	14	13	13	14	14	17	17	20	15	19	18	16	17	19	19	18	19	19	17	18	18	20	20	20	18	19	20	22	21	22	21	22	22	24	24	23	25	24	24	26	25	26	25	27	25	27	27	26	29	27	27	30	31	31	29	32	33	32	34	34	34	33	34	36	37	40	0	1	1	1	2	2	2	6	6	3	2	5	3	9	6	6	2	11	6	13	1	8	19	11	10	7	3	10	10	22	8	26	3	33	3	10	14	1	34	8	21	38	26	14	7	31	41	25	34	38	44	56	16	1	38	29	42	14	56	31	57	46	42	60	57	63	46	64	34	42	58	68	69	57	1	1	1	3	2	2	4	1	2	5	5	4	5	1	4	4	6	4	5	1	6	4	1	2	4	4	5	2	2	1	4	1	7	1	8	5	2	9	1	6	2	1	3	3	8	3	1	4	4	2	1	1	3	10	3	4	3	6	1	5	1	4	2	1	3	2	4	1	6	3	3	1	2	4
23500	-435.642818888526051	-434.266769684998621	-1.376049203527411	0.000088237122987	0.000040425473848	0.458145874204271	0.345488389180268	2	4	5	6	7	11	10	12	14	12	13	14	14	17	16	19	15	18	16	17	16	18	19	17	20	19	18	19	19	20	19	21	19	19	20	23	22	22	22	21	22	23	23	25	26	24	26	24	25	27	27	28	26	25	27	27	29	29	29	29	30	31	30	32	33	33	30	35	34	33	35	34	37	41	0	1	1	3	1	4	5	1	6	7	2	10	8	21	8	3	6	10	17	9	1	8	4	15	22	20	14	17	20	1	6	9	8	24	23	38	35	33	9	2	30	25	15	16	48	38	31	31	39	54	40	55	41	3	23	53	36	6	31	45	36	48	16	47	43	64	44	44	54	61	47	29	69	64	1	1	1	1	2	3	2	6	1	1	4	1	1	1	2	7	2	3	1	2	6	3	7	1	1	1	1	2	1	9	4	3	3	1	1	1	1	1	3	9	1	2	3	4	1	1	4	3	1	1	3	1	2	10	5	1	3	6	6	2	3	6	6	3	4	1	3	4	5	3	3	6	2	5
24000	-444.494987800869694	-443.126811015835187	-1.368176785034525	0.000093465584555	0.000045768381382	0.489681646988556	0.224840620898818	2	4	5	4	8	10	11	11	14	9	13	15	13	14	16	20	15	18	17	16	18	18	19	18	19	16	19	19	19	20	19	21	20	19	20	23	22	22	22	23	22	24	23	23	24	26	25	25	25	26	25	28	26	26	27	26	30	28	28	29	28	30	29	33	32	32	32	33	35	32	34	36	37	40	0	1	2	1	3	10	1	2	6	4	1	2	2	6	2	6	13	8	6	11	14	6	13	2	21	6	3	18	6	18	11	27	11	8	8	25	10	16	17	1	12	26	37	2	24	43	19	44	30	34	24	11	51	3	46	48	28	8	34	20	28	51	54	45	58	32	36	51	60	63	54	71	56	68	1	1	1	1	1	1	4	3	3	3	5	7	4	1	7	6	1	3	4	2	3	3	4	7	1	4	5	1	5	1	3	1	5	4	6	3	6	1	4	9	4	4	1	10	3	3	4	1	2	4	4	7	1	9	1	1	4	10	5	6	3	3	1	6	2	5	5	5	3	2	7	1	6	4
24500	-428.495499147906855	-427.133103037891942	-1.362396110014928	0.000085291314989	0.000052116617882	0.611042494642260	0.293884756602141	1	4	4	6	8	10	11	11	14	13	13	14	14	16	15	18	15	18	16	16	18	19	18	19	19	19	17	19	18	21	20	19	17	20	20	24	23	21	22	22	22	24	23	24	26	25	25	26	25	26	26	27	26	27	27	26	28	28	27	30	30	31	31	32	33	32	31	35	33	35	35	34	36	37	0	1	1	1	2	2	2	6	2	7	2	6	3	17	3	6	5	15	1	11	19	7	19	13	9	1	2	18	12	21	18	12	1	14	2	34	39	18	33	1	24	29	8	6	30	32	33	20	34	13	40	49	43	47	28	28	15	38	36	41	57	52	16	62	20	67	52	58	55	51	25	55	70	68	1	2	3	2	3	2	4	1	5	1	5	2	4	1	5	4	4	1	6	1	1	2	1	2	3	8	6	1	3	2	1	2	8	1	8	1	1	1	2	10	1	4	6	7	4	3	4	6	3	6	2	1	1	1	4	5	5	4	1	4	1	2	7	1	8	1	2	3	3	3	8	3	1	1
25000	-462.682164195859059	-461.320984363272999	-1.361179832586070	0.000115929612060	0.000063912687140	0.551305969240108	0.335944918857919	1	3	4	5	7	8	10	11	15	13	13	15	15	15	16	20	15	17	18	16	18	19	19	18	20	17	19	18	19	20	20	20	19	19	20	21	22	21	21	22	22	24	24	22	25	25	26	26	24	24	26	27	26	28	28	26	28	29	28	29	30	30	30	32	32	32	33	34	33	34	34	36	37	40	0	1	2	3	3	3	6	7	8	4	2	4	7	10	2	9	8	10	10	10	6	9	14	10	28	12	11	20	2	10	33	19	8	13	21	27	34	21	23	10	28	17	4	34	27	41	9	39	25	25	42	42	32	14	14	41	39	16	36	42	37	18	46	3	61	52	58	54	28	39	52	52	65	51	1	1	1	1	1	2	1	1	1	4	3	4	3	2	8	3	2	2	3	1	5	1	2	3	1	1	3	1	7	5	1	1	4	2	1	1	2	2	1	5	2	6	10	2	4	1	5	4	2	2	1	1	3	6	7	2	3	4	4	3	3	5	3	12	1	3	2	3	8	6	3	6	2	6
25500	-487.693454418566489	-486.240209714317075	-1.453244704249403	0.000157368454704	0.000052389101110	0.332907260282427	0.365980715656792	1	4	4	6	8	10	12	12	15	13	14	15	14	17	16	19	15	18	14	16	17	17	16	18	19	17	18	18	19	19	20	20	20	20	20	23	23	23	22	22	23	24	25	24	26	26	24	26	26	27	25	28	25	27	28	25	28	28	28	30	28	30	30	31	31	33	33	34	33	33	35	35	35	41	0	1	1	3	2	4	3	6	3	7	3	11	6	20	13	26	2	13	3	10	2	1	10	23	20	8	8	6	2	15	27	26	23	24	30	17	39	40	35	19	14	18	14	13	44	42	39	22	40	38	7	45	12	8	28	34	34	34	24	53	22	59	45	57	48	58	57	60	49	61	61	65	64	38	1	1	2	1	3	2	3	1	7	1	6	1	2	1	1	1	6	2	6	2	6	8	2	1	1	2	2	3	8	2	1	2	2	1	1	4	1	1	1	7	3	3	4	5	1	1	2	6	2	2	6	1	4	9	5	1	5	4	5	2	5	1	2	2	2	1	3	1	4	2	3	2	2	8
26000	-395.648359046128064	-394.260870914263421	-1.387488131864655	0.000123189444273	0.000052594193174	0.426937498454131	0.308905240437901	2	3	5	5	7	11	11	12	13	13	13	14	14	17	16	20	16	19	17	15	18	18	17	18	19	18	19	16	20	21	21	20	19	20	21	23	23	23	22	22	21	23	24	25	26	24	26	25	25	23	27	27	26	27	27	26	29	28	28	28	31	28	30	33	32	32	32	35	34	35	34	35	37	39	0	1	1	2	3	3	2	2	2	6	2	10	2	9	2	10	8	10	17	10	8	3	20	23	12	10	3	4	10	23	1	7	20	10	2	32	22	28	34	2	23	18	36	6	46	25	36	36	41	15	46	46	8	3	23	43	44	44	45	43	10	36	43	29	47	57	24	59	52	42	55	36	41	70	1	1	1	1	1	3	5	4	5	1	5	1	4	1	7	4	2	3	1	2	4	6	1	1	3	2	5	5	3	2	10	3	3	3	7	2	2	4	1	8	3	3	1	7	1	2	2	1	2	3	2	1	6	11	5	1	1	1	1	2	11	2	3	7	3	2	8	4	3	5	4	4	8	2
26500	-448.778344678246697	-447.282096235474796	-1.496248442771907	0.000220015403359	0.000065410165039	0.297298116589936	0.362190778117860	1	3	4	6	8	10	11	12	15	13	13	15	14	17	16	19	16	18	18	13	18	20	18	17	19	18	17	17	20	19	20	21	20	19	19	23	23	22	22	23	23	25	24	24	24	25	25	22	24	26	26	26	27	27	27	26	29	27	27	29	31	30	31	33	33	32	32	33	34	34	34	35	38	40	0	1	2	3	2	5	5	3	10	7	3	10	8	15	8	10	9	13	9	6	9	2	9	2	17	8	10	5	9	17	2	18	21	23	21	29	29	16	19	28	21	16	36	8	11	27	33	8	32	8	44	35	33	3	36	43	58	8	39	59	59	23	12	62	22	16	50	61	61	67	60	58	68	72	1	1	1	1	3	1	1	4	1	1	3	1	1	1	1	3	1	2	2	1	2	9	1	5	1	3	2	4	3	1	9	2	1	1	1	2	1	2	1	5	3	3	1	5	8	3	2	7	2	5	1	2	4	15	1	1	1	8	2	1	3	6	6	2	6	7	2	1	1	1	2	4	3	1
27000	-415.018446173961820	-413.649787313132549	-1.368658860829293	0.000066835470548	0.000032568359120	0.487291536252009	0.302766078062036	1	2	4	5	7	10	11	11	13	13	13	14	14	15	16	19	13	17	16	16	17	19	17	18	20	16	19	18	18	20	20	19	19	19	19	24	22	22	21	21	23	24	24	23	25	26	25	25	24	25	26	27	26	27	27	26	28	26	29	30	31	29	31	33	31	32	32	34	35	34	35	35	35	40	0	1	2	3	3	1	3	2	3	7	2	7	8	12	6	18	8	17	6	11	1	19	20	26	8	2	15	5	19	12	20	12	26	28	2	25	16	31	23	3	20	37	22	8	31	36	23	6	23	33	39	10	33	3	3	27	26	21	36	52	25	20	57	56	51	62	57	61	63	26	47	57	63	50	1	1	2	1	1	5	3	4	4	1	5	2	2	1	4	1	1	2	3	2	8	2	1	1	4	7	2	5	1	2	2	3	1	1	7	4	2	1	2	7	4	1	2	6	3	1	4	7	3	4	3	6	4	11	10	5	6	5	2	2	6	6	2	3	2	1	2	1	2	11	4	4	2	8
27500	-447.596033018726871	-446.145940188061559	-1.450092830665339	0.000092803416396	0.000031181841009	0.335998848103139	0.295013760453659	2	4	4	5	8	10	10	12	14	13	12	15	15	17	17	19	15	18	18	17	18	20	19	17	20	18	19	16	20	20	20	18	20	20	19	23	22	21	22	21	21	24	24	23	25	25	23	26	26	25	27	28	26	27	28	25	27	27	28	31	29	29	30	29	32	32	32	33	34	34	34	34	36	38	0	1	1	3	2	4	2	2	1	5	3	10	2	11	2	3	1	20	2	10	8	8	15	13	13	9	20	7	24	6	11	17	8	12	14	37	12	7	19	2	19	40	29	22	29	17	27	8	26	41	2	45	41	8	31	27	35	14	39	58	2	52	32	35	54	59	51	66	30	57	2	60	69	31	1	1	2	1	1	3	2	4	6	2	4	1	5	3	7	7	8	1	7	2	3	4	1	1	3	2	1	4	2	6	4	2	4	2	1	1	3	5	2	9	1	1	1	1	2	5	2	9	3	2	12	1	3	9	5	3	4	6	2	2	11	1	5	5	2	4	3	1	7	5	12	1	1	8
28000	-475.879468783628226	-474.501484595563625	-1.377984188064589	0.000109432911340	0.000049466429263	0.452025160045394	0.298499628074913	1	4	4	5	6	10	11	12	15	12	12	13	14	17	16	19	15	19	17	17	17	20	18	19	19	18	17	19	19	21	21	21	20	19	19	23	22	23	22	23	23	25	25	23	26	25	22	26	25	26	26	28	27	28	27	26	29	27	29	29	29	29	30	33	30	32	31	34	35	34	33	34	37	40	0	1	1	2	2	4	3	1	1	6	2	1	1	4	8	6	10	26	1	7	2	29	21	26	20	3	12	15	12	6	27	26	35	6	14	12	24	34	23	1	47	44	26	30	37	36	30	31	41	47	47	14	43	21	16	36	58	26	16	45	1	42	61	62	6	65	21	65	47	42	6	36	69	50	1	2	2	1	1	2	5	5	6	1	4	6	5	5	2	5	3	1	10	3	6	1	1	1	1	7	2	2	3	4	2	1	1	3	1	5	3	2	2	11	1	1	2	1	2	1	1	3	1	1	2	4	1	5	3	1	1	3	5	1	15	2	1	3	9	1	6	2	8	4	8	5	1	8
28500	-422.571924898471821	-421.205676995458020	-1.366247903013797	0.000131936734055	0.000066004873610	0.500276697636025	0.295017642054896	2	3	4	5	7	10	11	12	14	13	14	15	14	16	16	18	16	17	16	17	16	20	19	17	20	19	18	19	20	20	21	20	19	19	21	22	22	23	21	22	22	24	24	25	24	26	25	25	26	26	25	27	26	28	28	26	28	27	28	30	29	30	30	33	32	32	33	35	34	35	35	36	37	40	0	1	2	2	3	1	3	3	3	8	1	8	2	13	2	8	3	7	8	14	11	8	19	8	16	10	19	14	1	3	2	11	7	12	23	12	26	33	34	1	3	40	37	8	26	31	43	38	12	7	38	23	12	43	18	14	37	46	23	50	2	34	55	55	53	54	52	55	59	42	45	60	69	72	1	1	1	1	2	4	3	6	4	1	4	1	4	1	7	3	6	3	2	1	1	4	2	2	1	2	1	1	8	8	8	3	3	1	1	3	2	1	1	7	7	1	1	6	3	3	1	1	5	7	1	3	4	2	6	4	3	1	5	2	15	5	1	4	3	3	3	4	2	6	8	2	1	2
29000	-476.821142811332038	-475.410612201867025	-1.410530609465032	0.000146651553650	0.000056343572419	0.384200310304483	0.272934068319176	2	3	5	4	7	10	11	11	14	11	12	14	13	16	16	20	15	18	18	16	18	20	18	19	20	17	17	19	18	19	21	20	19	20	21	23	21	22	22	21	22	25	24	24	24	26	25	25	24	25	26	28	26	26	27	25	29	26	28	30	27	29	29	33	32	32	33	33	33	34	34	36	37	38	0	1	4	2	1	3	5	3	2	4	6	11	1	7	1	5	6	11	3	5	12	17	15	2	21	8	12	21	9	2	6	30	8	20	19	1	25	30	23	2	20	32	38	24	40	31	27	27	9	38	43	50	1	9	9	33	16	6	20	41	1	20	45	56	62	43	62	34	63	54	48	69	37	71	1	1	1	1	2	3	2	3	4	3	1	1	7	3	7	5	2	4	6	3	2	3	1	8	2	3	3	1	3	7	8	1	5	2	1	11	1	2	3	10	3	3	1	3	2	3	4	3	5	1	1	2	10	4	8	4	4	9	5	3	10	6	2	3	2	3	2	6	2	5	3	1	7	2
29500	-416.463647735376526	-415.082104590741494	-1.381543144635018	0.000097014233092	0.000042860574261	0.441796764189565	0.307345211826255	2	4	5	6	8	11	11	10	13	13	13	14	14	15	15	19	16	19	17	16	15	20	17	18	17	17	18	18	19	20	20	20	19	18	20	23	23	21	23	22	22	25	24	23	26	25	25	25	25	24	27	25	25	26	28	26	29	28	28	30	27	30	30	32	33	30	33	34	34	34	34	36	37	40	0	1	1	2	2	8	3	5	2	5	8	6	2	2	1	14	7	26	11	13	11	25	17	21	3	2	2	9	3	25	1	27	2	15	13	14	34	23	22	2	25	34	16	38	43	39	20	29	13	25	42	10	2	42	45	41	23	14	38	55	25	3	31	13	60	59	29	58	47	60	52	69	61	39	1	1	2	1	2	1	3	1	3	2	2	1	5	6	6	3	3	2	2	1	1	2	1	2	7	7	8	4	6	3	9	1	7	2	3	5	3	3	1	9	2	3	3	1	1	1	6	3	5	4	1	6	12	1	1	2	7	8	3	1	4	10	6	10	2	1	9	3	4	3	5	1	5	8
30000	-437.371866033161552	-435.871910958106241	-1.499955075055298	0.000117852977289	0.000034728999539	0.294680714380359	0.274728382343868	2	4	4	5	7	11	10	12	15	13	14	14	13	17	15	20	15	16	17	17	18	19	18	19	19	18	18	17	19	20	20	20	20	20	19	22	22	21	22	22	22	24	22	24	25	23	26	26	25	26	26	27	27	27	28	26	28	26	28	30	29	29	30	32	32	32	34	35	35	34	34	36	37	40	0	1	1	1	1	3	3	4	3	6	1	5	2	17	10	5	2	11	12	10	8	19	18	11	10	8	2	12	26	26	3	35	21	17	7	10	20	24	34	1	34	27	14	30	43	22	40	8	9	33	23	43	2	34	10	29	48	8	43	47	59	38	14	3	47	14	39	54	48	62	64	57	69	28	1	1	1	2	3	4	3	4	5	1	5	3	5	1	1	5	7	1	1	3	5	1	1	3	3	3	9	1	1	1	9	1	2	2	4	4	3	1	1	11	1	3	2	1	1	3	1	6	4	3	4	2	11	4	7	3	1	6	2	3	1	4	6	16	3	6	6	4	3	3	1	5	1	11
30500	-468.726044527018132	-467.360585109808540	-1.365459417209619	0.000129364572011	0.000065358211980	0.505224969742085	0.308615844458411	2	4	3	4	8	9	12	11	14	13	14	14	15	16	16	19	15	19	17	16	17	19	18	19	19	18	18	17	18	20	21	20	20	20	20	23	22	23	22	21	21	24	25	23	26	25	25	26	26	25	26	27	26	25	28	27	29	28	29	30	30	30	30	31	31	32	34	35	33	34	33	35	37	41	0	1	1	1	2	5	5	6	3	6	3	7	2	10	10	7	2	11	7	9	2	27	3	19	17	3	3	9	7	2	2	15	13	6	17	24	33	12	35	3	26	37	10	23	22	16	41	30	32	37	47	46	47	25	46	15	36	10	10	47	34	45	12	7	59	54	65	56	61	60	61	60	56	65	1	1	1	1	3	1	1	2	6	2	4	2	5	2	1	2	6	2	2	1	7	1	6	1	2	8	10	2	4	6	9	3	1	6	4	2	1	6	1	4	1	1	7	4	3	3	1	3	2	2	1	1	1	3	2	6	3	6	7	3	5	2	7	10	1	4	1	5	2	2	2	2	5	5
31000	-459.970374011690296	-458.557618561964034	-1.412755449726258	0.000126610258160	0.000048221153769	0.380862929039411	0.285145276986740	1	3	4	5	6	8	10	11	14	12	14	15	14	17	16	19	16	19	17	16	16	18	18	19	19	18	17	19	19	19	21	21	20	19	19	24	22	22	22	22	21	22	24	24	25	26	24	25	22	27	26	27	25	28	28	26	30	28	28	30	30	30	30	30	31	32	33	34	32	35	35	36	37	40	0	1	1	1	3	5	3	6	3	7	2	8	2	20	2	3	3	20	1	9	2	20	20	27	19	20	1	12	5	2	2	29	21	9	21	23	33	34	22	30	3	27	42	22	20	49	19	21	20	27	35	23	13	21	51	42	59	35	31	52	23	46	55	53	58	55	31	62	44	63	63	61	68	71	1	1	1	1	1	1	3	2	5	1	6	2	5	1	7	8	7	1	6	1	6	1	1	1	1	2	7	2	8	9	8	1	2	2	2	2	1	2	2	3	9	2	1	4	6	2	3	5	5	5	4	5	4	6	1	2	1	6	4	1	8	2	1	2	2	2	5	1	3	2	3	3	1	1
31500	-459.371753929752913	-457.964161947522655	-1.407591982230245	0.000059437414458	0.000049634516132	0.835071925402743	0.308841630498334	1	4	5	6	8	10	9	12	13	12	14	14	15	17	16	18	16	17	18	17	17	19	16	19	20	19	18	19	17	21	21	19	19	19	21	22	22	21	23	21	23	24	24	24	24	25	26	26	25	26	27	26	27	28	26	26	29	28	28	30	30	28	30	32	32	31	33	34	34	34	33	35	38	39	0	1	1	2	1	7	2	7	2	7	3	2	2	9	10	8	12	15	3	12	12	21	10	18	21	2	3	11	8	6	12	20	23	13	12	32	15	33	25	14	2	32	20	6	14	19	25	34	44	34	48	5	43	14	34	38	49	43	12	52	51	28	18	43	38	46	61	66	30	26	42	65	62	53	1	1	3	1	4	1	3	2	4	2	5	5	4	2	1	3	1	1	8	1	2	1	2	1	1	6	7	3	3	5	3	1	1	3	5	1	2	1	1	2	8	3	5	6	4	3	4	4	1	3	1	9	1	5	3	3	2	2	8	2	2	3	4	4	5	5	1	2	7	6	4	2	4	5
32000	-443.275932555685756	-441.915100469703418	-1.360832085982338	0.000066500913616	0.000037893640922	0.569821358260912	0.310823647690839	0	3	5	5	7	11	12	11	14	12	13	14	13	16	15	18	15	19	16	17	17	20	18	18	19	18	19	18	19	21	19	20	18	19	21	23	23	23	22	23	21	22	25	23	25	22	25	23	25	26	27	27	26	26	27	26	29	28	28	29	28	28	31	32	33	33	32	35	35	34	34	36	37	38	0	1	2	2	3	3	1	5	1	8	5	10	6	12	2	11	1	5	3	9	11	25	6	7	19	2	3	1	9	21	19	4	17	28	2	28	42	27	18	3	1	14	23	29	44	28	25	39	34	39	43	46	47	48	48	12	47	18	23	44	23	27	55	60	6	3	63	67	70	50	51	62	40	72	1	3	2	1	1	3	6	2	6	1	2	2	1	1	5	2	8	7	4	1	2	1	4	5	2	6	6	8	4	2	3	9	2	1	9	3	1	2	1	9	8	3	4	1	1	2	3	1	5	2	1	2	1	1	1	5	2	5	4	3	3	4	2	3	14	11	1	1	1	4	5	4	9	1
32500	-447.398203175738047	-446.007868659380790	-1.390334516357255	0.000103764401583	0.000043640538500	0.420573316419507	0.325337932393871	1	4	5	6	8	10	10	11	14	12	13	15	14	15	16	19	15	18	17	15	15	20	18	18	20	18	17	18	20	20	20	20	19	19	21	22	22	20	22	20	22	24	25	25	25	24	26	25	25	26	24	27	27	27	27	27	30	27	29	31	30	30	30	33	31	32	31	34	31	35	33	34	37	39	0	1	1	2	2	4	3	7	3	4	4	11	2	6	17	11	2	10	3	9	3	2	11	21	9	2	3	11	11	3	8	21	2	24	3	34	22	7	32	3	35	39	17	22	17	35	13	38	15	2	13	38	37	3	25	15	44	51	42	49	36	25	54	66	55	2	24	54	58	66	61	60	34	61	1	1	2	1	2	2	2	1	4	3	2	2	4	2	1	2	6	3	5	1	5	7	3	1	2	7	6	2	3	7	4	2	8	1	8	2	1	6	2	4	1	1	6	3	6	1	6	3	4	12	4	4	3	10	4	7	3	2	4	3	5	5	2	1	2	11	6	3	1	1	1	2	10	4
33000	-450.278181150475916	-448.866399140679675	-1.411782009796228	0.000162137702318	0.000061986959892	0.382310585419063	0.222477481506986	1	4	5	6	8	10	12	11	15	13	13	14	15	16	15	19	15	19	17	13	18	20	19	17	19	18	18	18	19	20	21	20	19	19	18	24	21	21	22	21	22	23	24	23	25	26	24	26	25	26	27	27	27	27	27	25	30	29	26	30	30	30	30	33	32	33	32	35	33	34	34	35	38	41	0	1	1	1	3	4	3	3	12	7	2	11	8	7	1	3	8	10	3	6	8	26	9	13	19	3	2	24	17	3	1	27	10	14	2	16	34	6	33	3	33	20	27	26	22	41	25	35	12	1	16	35	56	3	2	3	43	8	56	50	38	56	31	42	44	65	36	45	9	63	64	11	39	65	1	1	2	2	1	2	2	3	1	1	4	1	1	3	8	6	2	4	5	2	2	1	2	1	1	7	6	1	2	7	11	1	3	2	6	5	1	5	1	9	2	5	3	3	2	2	2	4	6	13	3	5	2	8	10	12	3	9	1	2	5	3	4	6	3	1	4	6	8	2	1	12	6	5
33500	-446.791011142207651	-445.422276985361748	-1.368734156845918	0.000082701869589	0.000040269688446	0.486925974536037	0.302642006853798	2	4	4	6	6	10	11	12	14	12	13	13	15	15	17	19	15	18	16	17	16	19	18	18	19	16	17	17	19	20	20	20	20	20	19	23	22	23	22	22	21	25	24	22	25	26	25	25	26	27	26	27	26	27	26	27	29	27	29	30	28	31	30	32	33	31	31	34	33	35	34	36	37	41	0	1	1	2	3	4	2	7	3	5	3	7	3	7	6	9	7	3	11	14	2	14	21	9	20	12	13	8	17	19	12	28	18	28	3	2	23	41	34	3	11	35	34	6	15	11	26	31	23	33	39	25	23	18	2	39	45	24	46	51	12	34	59	46	62	28	42	54	56	59	25	69	68	37	1	1	1	1	2	2	3	1	4	3	4	1	5	2	3	2	1	6	1	1	6	2	1	2	1	2	1	2	2	3	4	1	1	1	8	7	1	1	2	8	3	3	2	7	4	7	3	3	4	5	2	4	3	4	9	3	2	5	2	2	7	4	1	3	1	8	3	2	3	4	6	2	2	10
34000	-424.112382641462716	-422.723307992922912	-1.389074648539802	0.000073889747268	0.000056664991246	0.766885709326632	0.356167314706292	1	4	4	6	6	11	10	11	14	12	14	14	14	17	16	18	15	19	15	16	17	19	17	17	19	18	17	18	19	20	21	21	18	19	21	22	22	23	21	22	23	22	24	22	26	24	25	24	22	26	25	27	26	27	26	25	29	26	28	30	30	31	29	31	31	31	34	33	34	33	33	35	38	41	0	1	1	1	3	7	2	2	1	7	2	7	8	19	8	1	8	17	2	19	2	8	3	9	9	23	8	17	6	5	8	28	21	9	7	19	25	14	18	1	30	30	20	23	29	12	29	8	9	10	46	55	23	31	2	31	58	11	8	38	54	14	48	47	60	23	63	63	46	66	59	67	68	20	1	2	1	2	1	1	3	5	7	1	4	2	1	1	1	8	2	2	6	1	6	2	8	2	2	1	3	2	4	7	5	2	1	2	6	3	2	3	1	10	2	1	4	2	3	4	2	6	4	7	1	1	4	3	12	2	1	8	6	2	2	6	2	3	1	5	2	2	5	1	3	1	3	10
34500	-451.901315377896196	-450.518394441009320	-1.382920936886886	0.000099547253380	0.000043615006524	0.438133700758593	0.328983145169191	1	3	4	3	8	11	10	10	12	13	12	13	14	16	16	19	15	18	15	16	17	18	19	18	19	19	18	17	19	20	20	20	18	19	21	22	22	22	22	22	23	25	24	24	24	25	24	23	25	27	25	27	26	28	28	26	29	28	29	29	30	30	30	32	31	31	33	33	35	35	34	35	37	40	0	1	4	1	2	8	2	5	7	6	7	5	1	7	9	5	6	10	9	4	9	15	10	15	12	18	2	13	13	8	34	33	20	17	34	20	31	26	34	1	8	44	26	15	32	36	38	34	12	53	30	21	24	36	8	44	26	8	20	51	54	60	57	59	59	27	65	57	63	60	61	63	53	73	1	1	1	1	3	1	2	1	1	1	1	2	5	3	2	6	1	3	2	6	2	2	2	1	2	1	7	1	3	4	1	2	1	3	1	2	1	2	1	10	8	1	2	4	3	2	1	2	5	1	2	5	2	4	14	1	5	9	6	2	2	1	1	1	1	8	1	2	3	3	2	2	6	2
