step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104
1	-1437.004708687447646	-1443.860196638406933	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.208132924785179	0	3	5	6	7	6	8	8	8	9	9	8	8	9	9	10	9	10	11	10	10	11	11	10	11	11	10	10	10	11	11	13	11	12	11	13	12	12	13	13	13	13	12	15	13	12	12	14	14	15	14	14	15	14	15	14	15	15	15	15	16	15	15	15	16	16	15	16	19	16	15	17	17	17	16	16	17	17	18	18	17	18	19	21	19	18	18	18	18	19	19	20	20	20	22	20	24	22	24	25	26	28	28	29	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	3	4	3	4	4	4	5	5	4	4	5	5	5	5	5	6	5	5	6	6	5	6	6	5	5	5	6	6	7	6	6	6	7	6	6	7	7	7	7	6	8	7	6	6	7	7	8	7	7	8	7	8	7	8	8	8	8	8	8	8	8	8	8	8	8	10	8	8	9	9	9	8	8	9	9	9	9	9	9	10	11	10	9	9	9	9	10	10	10	10	10	11	10	12	11	12	13	13	14	14	15
500	-691.344653976882455	-698.200141927841855	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.370004093785866	1	3	6	3	5	6	8	8	7	9	9	5	7	10	9	11	9	9	11	10	11	11	11	10	9	11	11	10	9	11	11	11	10	12	12	12	12	12	13	10	14	14	13	15	14	12	12	11	15	15	15	14	16	14	13	11	15	15	15	15	15	15	14	16	17	16	15	16	19	16	16	17	18	17	16	16	17	16	18	17	17	19	19	21	18	18	19	19	18	19	18	19	17	20	22	19	23	22	24	25	27	28	29	29	0	1	12	1	2	12	9	9	1	5	2	4	4	12	2	7	13	8	20	5	15	9	24	13	12	6	9	9	8	29	8	9	8	1	24	24	29	29	4	11	15	28	8	55	33	18	31	13	20	3	6	36	44	37	29	13	43	33	40	15	30	48	3	35	59	14	13	35	61	8	45	50	29	61	44	37	39	45	50	53	45	9	60	50	53	31	29	38	72	81	70	81	45	59	73	39	91	87	87	87	87	99	99	100	1	1	1	1	1	1	1	1	2	2	4	1	3	3	4	2	1	1	1	3	1	2	1	2	2	2	2	2	1	2	2	2	2	6	1	1	2	1	6	1	2	3	2	1	2	2	1	2	3	4	5	1	1	1	2	2	1	3	3	2	2	2	4	2	2	3	5	2	1	4	1	1	6	1	1	2	3	1	2	1	2	5	2	4	2	4	7	4	1	2	1	1	2	3	2	3	3	2	2	4	5	2	4	2
1000	-577.873104409889493	-584.728592360848893	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.556172241580450	1	4	5	7	7	7	8	9	8	8	9	8	9	9	8	11	10	10	12	10	11	11	11	10	11	9	10	10	10	11	11	13	12	12	12	13	12	12	12	12	13	13	12	14	13	13	12	15	13	14	15	14	15	13	14	15	16	15	15	15	16	16	15	16	17	14	16	17	19	17	16	17	17	17	16	16	18	18	18	19	17	17	19	21	19	18	17	18	19	19	18	21	18	20	22	20	23	23	24	26	27	28	28	30	0	1	2	3	3	1	3	6	4	6	6	4	4	3	6	7	12	8	9	4	15	11	11	11	13	3	15	6	8	8	8	34	30	5	24	22	31	30	7	5	14	15	8	33	29	30	18	19	24	13	3	49	38	33	8	39	31	47	50	34	45	21	42	52	50	25	40	52	57	53	54	59	33	45	44	31	50	57	65	70	54	75	62	65	55	57	45	44	72	81	53	90	75	65	92	65	69	92	92	85	81	99	100	101	1	2	1	1	1	3	1	1	1	1	1	1	1	1	1	2	1	1	2	2	1	1	2	1	2	2	1	2	1	1	1	1	1	2	1	1	1	1	2	3	2	2	2	2	2	1	1	1	1	3	3	1	2	1	2	2	3	2	1	1	1	3	1	2	2	2	2	2	2	1	2	1	2	2	1	2	2	1	1	2	2	1	2	2	3	1	1	2	1	1	2	1	1	2	1	2	2	1	1	3	6	2	1	1
1500	-605.750008309336863	-612.605496260296263	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.603682889114105	0	3	5	6	7	6	9	8	9	7	10	8	7	10	10	8	10	10	12	10	11	12	12	9	11	11	10	10	9	12	10	13	12	11	11	13	12	11	12	14	13	13	13	16	13	13	12	14	12	13	14	14	13	15	15	14	15	16	15	14	16	15	15	15	16	16	15	16	19	16	15	16	17	17	14	16	18	17	18	18	18	19	19	22	20	19	19	18	18	20	20	20	20	20	22	21	24	21	23	25	26	29	29	27	0	1	2	2	1	3	5	4	4	3	24	6	6	4	5	2	16	29	9	6	28	35	11	2	12	12	5	10	8	29	8	19	31	24	11	49	31	8	15	13	14	28	29	75	31	29	18	15	35	15	26	24	18	29	37	39	33	47	50	42	53	42	15	40	34	50	25	24	70	33	33	59	43	53	37	33	72	71	59	45	71	53	60	79	43	73	70	55	72	81	88	81	44	65	81	65	82	92	90	98	99	104	104	101	1	1	1	1	3	1	2	1	2	1	1	1	1	2	2	2	1	1	2	1	1	1	1	2	1	1	2	1	1	2	1	1	1	1	1	1	1	2	1	3	2	2	2	1	2	1	1	2	1	1	2	2	2	3	1	1	2	2	1	1	1	1	2	1	3	2	2	3	1	3	2	1	2	2	2	1	1	1	1	2	1	3	3	3	2	2	2	2	2	1	1	1	2	1	2	2	2	1	1	3	2	2	1	1
2000	-575.452895982683344	-582.308383933642745	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.572735150371818	1	3	6	6	8	7	8	8	9	10	7	9	8	9	9	10	9	10	12	10	11	11	11	11	12	11	11	11	11	11	11	13	11	13	11	13	12	12	13	13	13	13	13	14	13	13	12	15	14	12	13	14	16	15	15	14	16	13	16	15	15	16	14	15	16	16	16	17	20	15	14	16	17	17	16	16	18	17	18	19	17	18	19	22	18	17	18	16	19	18	19	19	21	20	23	20	22	21	23	26	25	27	28	30	0	1	2	1	6	2	4	4	5	3	3	2	6	4	4	7	5	8	9	6	15	11	11	6	13	14	15	5	8	8	8	24	18	19	11	23	18	8	16	25	3	28	30	45	30	31	29	21	11	12	26	36	45	71	43	39	30	30	25	32	29	48	19	23	50	25	51	52	44	29	18	50	55	45	38	29	72	53	65	38	54	38	60	66	55	75	44	31	72	71	31	81	87	72	75	77	61	90	92	98	99	101	99	102	1	1	2	2	1	1	1	1	1	3	1	2	1	1	1	1	1	1	2	2	1	2	2	3	2	1	1	2	2	2	2	1	1	1	2	1	1	2	1	1	3	1	1	1	1	1	1	2	3	1	2	1	1	1	1	1	3	1	2	1	3	1	1	2	2	2	1	1	3	2	2	1	1	2	2	2	2	1	1	3	2	2	2	3	1	1	2	3	1	2	3	1	2	2	4	1	4	2	2	4	1	1	2	2
2500	-552.647653924551491	-559.503141875510892	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.647220363097795	1	4	6	5	7	6	8	8	8	9	9	8	9	8	9	10	10	11	10	9	10	12	11	10	10	10	10	11	11	10	12	13	10	11	11	13	12	11	13	14	14	13	12	14	14	12	12	15	13	15	14	13	14	14	15	14	14	15	15	16	15	16	14	15	16	16	15	16	19	16	15	17	17	16	17	17	18	17	18	18	17	18	19	21	17	19	18	18	19	19	19	20	20	20	22	20	23	22	25	25	26	28	27	30	0	1	1	1	3	1	3	4	5	2	4	6	4	2	9	7	4	8	9	6	15	24	11	11	14	14	3	19	8	8	30	19	8	15	11	11	8	30	16	13	26	9	33	37	38	18	33	42	11	42	25	35	29	37	31	7	43	47	36	42	33	48	9	49	50	40	26	52	70	37	54	59	18	30	44	70	72	18	65	70	54	53	60	72	31	78	78	37	72	81	73	90	87	77	81	13	69	92	90	98	98	101	99	102	1	2	2	3	1	2	1	1	1	2	1	1	2	2	1	1	3	2	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	1	1	3	2	1	1	3	2	3	1	1	2	1	1	1	2	1	2	1	2	1	2	2	1	2	1	1	2	1	2	1	1	1	3	2	2	1	1	1	4	2	2	1	1	2	1	1	1	2	1	2	3	2	1	3	2	1	1	1	1	2	2	6	2	1	2	2	2	1	1	1
3000	-550.978737993541017	-557.834225944500417	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.760666774965220	0	4	6	6	6	6	8	8	8	8	8	8	8	9	9	10	10	10	12	10	10	11	12	11	12	11	10	10	10	12	11	13	11	12	9	14	13	13	12	13	11	14	12	14	14	12	12	14	13	15	14	15	16	14	14	14	15	16	15	16	16	15	15	16	16	15	15	17	20	17	15	17	17	17	16	15	16	14	18	19	17	17	18	21	19	18	18	18	19	18	19	20	20	20	23	19	24	22	24	25	25	27	29	28	0	1	1	2	1	2	5	3	6	6	2	4	3	2	9	5	7	8	10	12	9	11	35	35	13	5	15	5	8	29	8	9	8	15	13	23	18	31	16	6	14	28	31	29	18	31	8	32	11	40	38	49	30	29	30	25	43	47	40	42	29	48	48	24	50	2	51	52	53	38	30	59	38	53	44	33	59	29	77	73	71	75	60	89	37	53	75	53	72	81	82	90	87	89	92	65	87	92	92	98	92	101	101	102	1	1	3	1	2	1	1	1	2	1	1	1	1	2	1	2	1	1	2	1	1	1	2	1	2	3	1	2	1	1	2	2	2	1	1	1	2	2	1	5	1	2	1	1	2	1	2	1	4	1	1	1	2	2	1	1	1	2	1	1	3	1	1	2	1	5	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	2	1	2	1	3	1	1	1
3500	-551.997609997741051	-558.853097948700452	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.634067624336905	1	3	4	4	6	6	8	8	8	8	8	7	9	9	9	10	10	11	11	11	10	11	11	9	12	12	10	11	10	11	11	13	11	13	12	13	13	12	14	12	13	14	12	15	13	12	12	14	15	13	14	12	14	14	16	12	13	16	14	16	16	15	15	15	16	15	15	17	20	15	14	15	17	16	16	16	18	17	17	18	17	17	18	20	18	18	18	18	18	19	19	20	19	21	22	18	23	20	23	25	26	28	27	29	0	1	1	2	2	4	2	5	5	5	5	6	12	6	5	6	7	8	6	16	15	11	24	11	13	14	15	15	8	8	8	19	8	9	24	52	38	30	56	13	14	28	30	37	31	31	33	19	22	40	19	24	38	8	31	7	30	47	25	34	44	48	15	24	50	25	51	49	78	37	38	59	53	38	44	70	72	45	65	30	54	54	60	65	44	74	61	44	72	81	87	90	74	89	73	66	82	81	92	98	99	99	101	102	1	1	2	1	2	1	3	1	1	1	1	1	1	1	1	2	1	2	2	1	1	1	1	1	2	1	1	1	2	2	1	1	2	2	2	1	1	1	1	2	2	2	1	1	2	1	1	1	2	1	1	2	1	4	2	2	1	2	1	3	1	1	4	3	2	2	1	1	2	1	1	1	2	2	1	1	2	2	1	3	2	2	1	2	1	1	1	1	2	1	1	1	2	2	3	2	3	2	1	2	2	2	1	1
4000	-608.742998379910091	-615.598486330869491	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.530480752690545	1	3	5	6	7	5	8	9	7	8	9	7	8	9	8	10	9	11	11	11	10	11	12	10	11	11	11	10	10	11	11	14	10	12	12	12	12	12	13	13	13	13	13	13	14	12	13	13	14	14	15	14	15	15	15	14	15	16	14	15	16	15	15	15	15	16	15	17	19	16	15	18	14	18	15	16	16	17	18	19	16	17	19	19	17	17	18	16	18	19	19	21	19	20	21	20	25	23	25	25	27	29	28	30	0	1	2	6	4	2	4	3	1	5	3	6	12	4	9	7	7	29	9	12	9	11	20	11	6	12	15	15	8	12	29	15	8	3	24	11	29	29	25	25	13	28	29	31	18	8	33	19	35	25	12	36	31	29	38	2	8	47	25	19	44	48	48	22	19	41	14	52	38	18	44	77	33	53	44	30	59	53	50	76	73	8	42	65	18	37	18	37	77	81	54	82	61	50	54	79	69	92	90	98	95	99	101	102	1	1	1	1	1	1	1	2	2	1	2	1	1	2	1	1	1	1	2	2	1	1	1	1	3	3	1	1	1	3	1	2	1	4	1	1	2	2	1	2	2	2	2	1	2	1	2	1	1	2	5	1	2	2	2	4	2	1	1	2	1	2	1	2	2	2	3	2	2	2	1	1	3	1	1	3	1	1	3	2	1	5	2	2	3	2	3	2	1	2	2	2	2	4	3	1	3	1	3	1	3	2	1	1
4500	-583.117080709699167	-589.972568660658567	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.596669645098670	1	4	6	6	7	6	8	7	8	9	8	7	6	9	9	11	10	11	11	9	10	11	10	10	11	11	10	10	11	11	11	13	11	12	12	14	12	12	14	14	13	12	12	15	13	12	13	13	14	15	14	15	15	15	14	13	16	14	15	16	16	15	15	14	17	16	15	16	18	15	15	18	14	16	17	16	18	17	18	18	18	18	19	22	19	18	16	18	18	18	20	20	21	20	22	20	23	22	23	24	26	28	28	28	0	1	2	2	6	1	3	6	13	6	6	3	1	4	6	7	7	8	4	4	9	11	6	11	20	14	15	5	8	8	8	28	8	28	11	24	8	10	19	20	14	28	29	18	8	33	18	34	11	41	10	36	45	37	38	26	73	47	51	32	73	32	32	11	50	50	41	36	31	31	38	59	38	38	55	29	59	53	19	70	71	61	21	96	61	74	44	61	59	54	82	69	71	89	81	50	91	92	92	98	99	95	99	101	1	1	1	1	1	2	1	1	1	2	1	1	2	1	1	2	1	2	3	2	1	2	2	1	1	1	1	2	2	2	2	2	2	1	2	2	2	1	1	3	2	1	1	2	2	1	1	1	2	1	3	1	2	2	2	1	1	1	1	2	2	2	1	2	2	1	1	1	3	2	1	2	1	3	1	3	2	1	2	2	2	1	4	1	1	1	1	1	2	2	1	1	3	1	3	2	2	2	1	1	2	2	3	1
