step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	Tinf_85	Tinf_86	Tinf_87	Tinf_88	Tinf_89	Tinf_90	Tinf_91	Tinf_92	Tinf_93	Tinf_94	Tinf_95	Tinf_96	Tinf_97	Tinf_98	Tinf_99	Tinf_100	Tinf_101	Tinf_102	Tinf_103	Tinf_104	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	alpha_85	alpha_86	alpha_87	alpha_88	alpha_89	alpha_90	alpha_91	alpha_92	alpha_93	alpha_94	alpha_95	alpha_96	alpha_97	alpha_98	alpha_99	alpha_100	alpha_101	alpha_102	alpha_103	alpha_104	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84	kappa_85	kappa_86	kappa_87	kappa_88	kappa_89	kappa_90	kappa_91	kappa_92	kappa_93	kappa_94	kappa_95	kappa_96	kappa_97	kappa_98	kappa_99	kappa_100	kappa_101	kappa_102	kappa_103	kappa_104
1	-16717.103296201996272	-16715.641214117476920	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.454456096024511	0	5	6	6	6	7	8	8	8	9	9	8	9	9	9	11	11	10	10	11	12	11	11	11	11	13	12	12	12	14	12	12	13	13	12	13	14	15	13	14	14	14	15	15	16	15	16	16	16	16	15	15	16	16	16	16	17	17	17	17	16	18	19	18	17	19	18	20	20	18	18	18	18	18	19	20	19	19	20	20	21	19	20	20	21	20	21	21	21	21	22	22	21	21	23	23	24	22	22	23	23	24	24	27	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	3	3	4	4	4	4	5	5	4	5	5	5	6	6	5	5	6	6	6	6	6	6	7	6	6	6	7	6	6	7	7	6	7	7	8	7	7	7	7	8	8	8	8	8	8	8	8	8	8	8	8	8	8	9	9	9	9	8	9	10	9	9	10	9	10	10	9	9	9	9	9	10	10	10	10	10	10	11	10	10	10	11	10	11	11	11	11	11	11	11	11	12	12	12	11	11	12	12	12	12	14
500	-1073.930881660749264	-1071.532009496698947	-2.398872164050254	0.000010046026987	0.000034665791601	3.450696643256535	0.308662892537449	0	4	5	5	6	7	9	9	9	9	8	8	9	8	10	11	10	10	9	11	12	10	11	10	11	14	13	12	12	14	13	13	14	11	9	12	11	15	12	14	14	13	14	15	15	15	16	16	16	16	15	15	16	16	14	13	18	16	17	17	16	18	18	18	14	20	15	21	21	19	19	19	18	18	20	20	19	19	20	20	22	18	21	18	21	21	22	22	22	22	21	21	22	21	24	23	24	23	23	24	24	24	25	27	0	0	2	2	2	3	3	6	4	6	5	5	5	3	35	7	14	12	12	11	17	12	9	8	11	18	22	34	18	5	34	20	21	14	12	22	11	24	15	16	18	34	29	10	42	36	26	33	35	51	15	41	29	22	29	11	35	39	19	51	33	35	49	37	37	19	29	55	37	35	49	58	42	67	17	0	37	57	55	37	71	37	11	65	35	55	67	55	57	37	56	78	37	55	55	65	67	35	11	82	11	20	82	65	1	1	1	1	1	1	2	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	4	1	2	2	2	1	1	1	4	1	1	2	1	1	3	1	1	2	1	3	1	3	1	3	3	1	3	6	2	4	2	1	8	1	4	2	8	1	5	8	6	1	2	3	1	7	1	4	1	2	6	2	6	8	4	7	5	7	7	2	11	6	1	9	3	6	7	5	9	13	4	11	7	5	10
1000	-898.759776387311035	-896.645078255476506	-2.114698131834533	0.000010024561932	0.000026507032103	2.644208523290376	0.471599907524668	1	3	5	6	6	7	8	7	8	9	9	8	10	9	9	12	11	10	10	11	12	10	11	10	11	13	9	12	12	13	11	12	14	13	11	13	11	15	13	14	14	12	15	16	17	16	17	17	15	15	13	16	16	16	13	16	17	17	17	16	17	19	17	18	14	19	15	21	20	18	17	18	18	18	20	20	19	19	19	19	21	16	20	20	21	21	22	20	20	21	22	21	21	22	23	24	24	22	23	21	23	24	25	27	0	0	2	2	2	3	3	2	8	4	8	8	27	8	5	24	3	12	12	11	22	12	5	5	9	12	6	22	18	16	14	20	21	14	18	18	11	15	28	32	29	22	55	21	43	18	17	33	35	29	22	41	67	36	42	37	35	35	50	51	49	35	49	43	37	51	27	55	56	57	35	57	32	65	74	0	82	63	44	32	69	23	74	80	49	79	67	55	71	27	77	78	82	88	55	65	67	35	82	82	65	82	69	65	1	1	1	1	2	1	2	2	1	1	1	1	1	1	1	1	3	1	2	1	1	2	3	3	2	1	1	1	1	1	1	1	1	2	1	2	1	3	1	1	1	1	1	2	1	4	3	1	2	2	2	1	1	1	1	3	4	3	1	1	1	5	1	2	2	5	2	5	2	1	4	1	3	2	1	1	1	1	2	3	1	2	1	1	4	2	6	5	1	10	2	1	3	1	6	7	3	8	7	2	7	6	3	6
1500	-831.791496915734683	-829.780775291280065	-2.010721624454604	0.000010077786242	0.000023877385463	2.369308585178421	0.520313145574216	1	4	6	7	6	8	8	9	9	8	8	8	8	9	9	11	11	11	11	11	11	11	12	11	11	13	12	11	12	13	12	13	14	13	13	13	13	15	13	15	14	13	16	16	16	15	16	15	16	16	15	16	16	15	15	14	18	14	18	18	15	18	19	19	14	19	18	20	19	19	18	18	18	17	19	20	20	19	19	21	20	16	21	21	21	21	22	21	22	22	21	21	21	21	24	24	24	22	22	23	23	24	24	27	0	0	2	2	2	3	5	11	4	4	3	5	3	7	7	10	12	12	6	11	2	9	19	3	8	3	24	14	18	25	14	20	21	14	12	18	11	42	25	32	36	24	55	17	31	29	6	21	35	51	23	41	54	18	17	37	35	35	50	51	34	49	49	72	25	51	23	55	37	57	49	58	82	27	27	0	11	35	55	65	70	56	72	75	62	30	67	55	71	65	56	78	69	68	55	65	87	35	82	69	65	82	69	101	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	3	2	4	1	1	2	1	3	1	2	1	1	1	1	2	2	2	1	3	2	1	1	1	1	1	3	2	2	2	2	2	1	1	1	1	2	2	1	2	1	1	2	1	1	2	1	1	2	4	3	3	1	1	2	1	3	3	1	3	3	1	7	1	2	1	1	2	4	3	4	2	5	4	1	2	1	5	5	1	8	6	2	8	5	2	2
2000	-776.186402585511701	-774.105076156691780	-2.081326428819889	0.000010074955556	0.000025740549503	2.554904521348346	0.618989750036854	-1	5	6	6	7	8	8	8	8	10	10	8	9	9	10	10	11	9	11	11	12	10	11	10	11	13	11	13	13	14	12	12	13	13	13	12	15	14	12	14	14	15	16	16	16	16	15	16	16	16	15	16	16	14	15	16	18	16	16	18	14	17	19	18	14	19	18	20	20	18	19	18	19	17	19	21	19	20	21	19	21	19	20	20	22	19	21	22	21	21	23	22	21	21	24	23	24	21	21	22	24	25	23	27	0	0	2	2	2	5	5	3	4	12	8	3	5	7	18	8	12	12	12	11	10	4	14	8	4	12	15	14	18	15	14	20	21	14	17	18	11	24	27	35	10	29	29	31	65	42	10	21	35	29	19	41	54	29	26	11	35	35	12	51	31	35	49	50	11	60	29	55	37	49	57	45	54	44	64	0	56	63	55	65	84	56	64	56	62	55	67	55	71	65	77	78	82	68	88	65	67	35	56	69	65	93	99	80	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	2	1	1	2	1	1	3	4	1	3	3	2	2	1	1	1	1	1	2	2	1	1	2	1	1	1	1	1	2	1	1	2	2	1	1	1	1	2	2	1	2	1	1	2	2	1	3	1	3	4	3	1	1	1	2	1	1	1	1	1	5	3	1	2	1	2	2	2	2	3	1	5	3	1	1	1	1	5	3	2	3	1	7	2	1	4
2500	-744.402224726828990	-742.220966181958488	-2.181258544870488	0.000010116542539	0.000028584631874	2.825533700353678	0.570550877411095	-1	5	7	6	6	8	8	9	8	9	9	9	10	10	9	12	12	10	11	11	12	11	9	12	12	13	13	12	12	15	12	11	14	13	12	13	12	15	14	13	14	14	14	16	17	16	16	16	14	16	15	15	17	14	17	16	16	18	17	18	17	18	18	19	14	19	17	19	20	18	18	15	18	19	19	21	19	19	21	19	20	19	21	19	21	19	21	22	22	22	23	23	21	22	24	23	23	20	23	24	23	25	24	28	0	0	2	2	2	2	3	4	4	4	6	3	2	8	4	10	13	12	12	11	8	7	2	8	9	13	12	22	18	54	14	11	21	14	18	13	11	24	25	22	27	29	29	23	16	29	13	21	35	51	25	41	54	40	43	37	35	35	50	51	57	35	35	59	37	60	41	55	56	57	57	35	21	34	59	0	56	63	43	65	39	56	86	65	62	10	67	55	98	65	77	78	82	68	88	65	67	57	82	82	65	93	99	101	1	1	1	1	1	1	1	3	1	2	1	1	3	1	1	2	1	1	1	2	2	2	1	2	2	2	2	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	2	3	2	2	2	2	1	1	2	1	1	1	1	2	2	3	1	2	1	4	3	1	1	1	2	1	3	1	1	1	3	2	1	1	1	1	4	3	3	2	1	2	1	4	2	3	1	5	2	2	1	1	2	4	2	2	2	2	5	2	1	3
3000	-679.137849379518457	-677.095715399659980	-2.042133979858515	0.000010310436816	0.000025274334376	2.451334975174837	0.703033822298404	-1	5	7	6	7	7	7	8	8	9	9	8	9	9	10	11	11	11	10	11	11	12	11	11	11	13	13	12	12	15	12	12	14	14	13	13	14	15	13	14	14	14	15	15	17	15	17	17	16	13	15	16	16	16	16	16	16	17	16	17	17	19	18	18	17	19	19	20	19	18	17	18	18	18	19	20	19	20	20	19	19	20	20	20	21	21	20	20	22	22	23	22	21	22	22	23	25	21	22	24	24	25	24	27	0	0	2	2	2	2	2	6	4	7	8	3	4	7	12	5	5	12	12	11	12	8	13	3	8	8	14	14	18	27	14	20	21	25	18	18	11	10	32	15	18	16	27	24	16	26	5	33	35	19	50	18	36	18	43	37	35	57	50	51	38	52	35	55	37	60	53	55	56	57	35	58	52	59	47	0	56	63	64	65	65	69	58	65	62	55	67	55	98	80	77	78	82	68	88	65	67	71	93	82	80	93	99	101	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	2	1	2	1	2	2	1	1	1	1	1	2	2	1	1	2	3	1	2	1	1	1	2	2	1	5	2	3	1	1	3	1	1	1	1	1	1	2	1	1	2	2	1	2	1	1	2	1	1	1	1	1	2	2	1	1	2	1	1	1	1	2	2	1	4	1	2	1	3	2	1	1	1	2	3	3	2	1	2	4	2	1	2
3500	-713.977391778237234	-711.370073131853928	-2.607318646383278	0.000010650637635	0.000043674470336	4.100643720264513	0.637309478964211	-1	5	6	7	7	7	9	8	8	8	9	8	9	10	10	11	11	10	10	12	13	10	11	11	11	13	13	12	12	12	13	11	14	12	13	13	15	15	14	13	13	14	14	14	16	12	14	17	16	16	15	15	16	15	16	16	16	17	17	17	15	17	17	19	17	20	19	20	18	19	19	18	17	18	20	20	20	19	21	20	21	19	20	20	21	19	22	21	21	22	22	22	20	21	22	24	24	20	23	23	23	24	25	28	0	0	2	3	2	2	8	5	4	5	2	2	6	5	9	22	7	12	12	25	17	7	3	15	7	8	5	14	10	18	14	11	21	14	18	18	32	24	35	24	29	31	29	20	38	12	13	21	35	51	19	41	30	29	43	37	35	57	50	51	47	35	49	15	56	60	53	55	56	57	54	58	45	52	63	0	56	63	43	65	28	69	62	65	62	55	67	29	98	65	77	78	82	68	68	80	87	29	93	69	80	93	99	101	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	2	1	1	2	2	1	2	1	2	1	1	1	2	1	3	2	1	1	1	1	1	1	1	2	2	2	2	1	2	2	2	2	1	1	1	1	1	1	1	2	1	5	1	1	2	2	1	2	2	1	1	1	2	1	2	1	5	2	4	1	1	2	2	3	2	4	1	3	2	1	1	1	1	3	1	2	2	3	1	2	2	3
4000	-662.698022306953362	-660.563115725930857	-2.134906581022460	0.000011618811917	0.000031356872006	2.698801928346025	0.712980015581413	0	5	7	6	6	8	9	7	9	10	10	9	8	9	9	11	11	11	11	11	12	9	12	11	9	12	11	13	12	14	11	13	14	12	13	13	14	15	13	14	13	14	15	16	16	15	15	15	16	15	15	15	14	15	17	17	15	18	17	17	16	18	20	18	17	20	17	20	19	18	18	17	18	18	19	21	19	19	21	20	20	20	20	20	20	20	22	21	22	22	21	22	21	21	22	24	22	20	23	24	23	24	24	28	0	0	2	2	2	5	8	2	4	7	3	8	3	8	8	15	11	12	12	11	27	4	3	25	4	25	7	14	18	31	14	20	21	14	18	29	11	23	11	23	18	39	18	53	54	18	10	12	18	19	19	41	29	53	43	37	35	72	50	51	26	35	49	30	37	60	53	55	56	49	57	49	54	39	60	0	56	49	55	65	71	69	64	65	62	43	67	55	98	80	77	78	82	68	88	65	67	71	93	69	90	93	99	101	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	2	1	1	1	2	1	2	2	1	1	1	2	1	1	1	2	1	1	2	2	3	2	2	2	1	1	1	1	2	1	1	1	1	3	3	2	2	2	2	2	2	2	1	2	1	1	3	2	1	1	2	3	1	1	1	1	1	1	2	2	2	1	2	1	3	1	1	1	3	2	2	2	3	1	2	1	3
4500	-693.628664544359708	-691.852782083646503	-1.775882460713203	0.000013394186489	0.000023835929443	1.779572761948030	0.683365560210492	0	4	6	5	5	7	8	8	7	9	9	8	9	10	9	11	11	11	11	11	13	11	11	11	11	12	12	11	12	14	12	13	14	12	13	13	14	13	13	14	13	14	15	14	16	15	16	17	16	15	16	15	16	17	16	16	17	18	17	18	16	17	20	19	17	20	17	21	20	19	18	16	17	18	20	20	18	19	19	19	21	19	20	20	21	20	19	20	22	22	23	22	20	22	23	24	24	20	22	21	24	22	24	27	0	0	2	2	2	2	3	6	4	12	6	3	8	7	9	15	7	12	12	11	19	7	7	6	13	12	19	14	8	24	17	20	21	28	18	18	11	23	24	14	18	31	10	21	52	29	39	33	35	19	50	18	29	36	43	37	72	72	50	51	32	35	49	62	56	60	53	88	82	57	72	35	61	35	74	0	56	49	55	65	71	56	87	65	62	36	67	73	98	80	69	78	82	68	68	65	87	57	93	8	90	93	99	90	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	1	1	1	1	2	1	1	2	2	1	1	1	1	1	1	3	1	1	2	1	1	2	1	1	2	2	1	1	2	1	2	3	2	1	2	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	2	1	2	1	1	1	2	1	1	1	2	1	3	2	3	1	2	1	2	2	1	1	1	1	3	3	2	1	6	1	1	1	5
