step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16
42500	-92.212158433734174	-99.067646384693546	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.566727404128476	2	7	11	10	13	11	16	15	18	20	21	22	24	24	30	32	0	1	4	2	4	4	2	6	7	3	10	9	10	11	12	15	1	3	1	2	1	1	4	2	1	4	1	2	2	2	4	1
43000	-96.843533211317038	-103.699021162276409	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.430415179503518	3	6	10	10	13	12	15	14	17	20	22	23	24	26	29	32	0	1	2	2	3	3	4	4	4	3	10	9	10	11	12	15	1	1	2	2	3	1	2	2	3	5	1	3	3	2	3	1
43500	-95.051361069767609	-101.906849020726980	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.561747557458325	2	7	11	9	11	13	16	15	17	19	21	22	23	24	30	32	0	1	2	2	4	3	3	6	2	3	10	9	10	11	12	15	1	2	2	1	1	1	3	1	4	4	1	4	2	2	4	1
44000	-95.933458318751718	-102.788946269711090	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.400686092152859	2	7	11	9	11	12	15	15	16	20	21	20	24	25	29	32	0	1	4	2	4	3	2	6	7	3	10	9	10	11	12	15	1	2	1	1	1	1	5	2	1	5	1	2	2	2	4	2
44500	-101.621418587429986	-108.476906538389358	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.418394608533021	2	7	9	11	13	12	16	16	17	19	21	22	24	26	29	33	0	1	2	3	2	3	3	6	5	4	10	9	10	11	12	15	1	3	1	1	3	2	3	2	2	5	1	2	3	3	3	3
45000	-100.338054785113130	-107.193542736072501	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.373922345768010	2	7	9	10	12	11	14	16	16	20	22	22	24	25	30	33	0	1	2	3	4	3	4	6	2	3	10	9	10	11	12	15	1	3	1	1	1	1	2	2	5	3	1	3	2	2	3	1
45500	-98.011749202373608	-104.867237153332979	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.521104420537597	2	7	11	10	13	12	16	15	16	20	22	22	24	25	30	32	0	1	2	2	2	3	6	6	4	2	10	9	10	10	12	15	1	2	1	2	3	1	2	2	3	5	1	2	2	2	3	1
46000	-111.060105184284197	-117.915593135243569	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.319941614517999	2	6	11	9	13	12	15	13	17	20	22	22	25	24	30	33	0	1	4	2	4	2	2	6	2	2	10	9	10	11	12	15	1	1	1	1	1	2	5	1	5	7	1	2	3	1	4	1
46500	-95.999089560159248	-102.854577511118620	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.420581671120675	2	7	10	11	12	12	15	16	17	20	22	22	23	25	30	33	0	1	2	3	4	3	4	7	2	9	10	9	10	11	12	15	1	3	1	1	1	1	2	1	5	2	1	2	2	1	5	2
47000	-116.742648500785378	-123.598136451744750	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.500729010476241	3	6	8	10	10	12	13	15	15	21	22	22	24	24	30	32	0	1	2	3	3	5	4	7	2	8	10	9	10	11	12	15	1	3	1	2	1	1	2	1	3	4	1	2	2	1	5	1
47500	-96.407857502393313	-103.263345453352684	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.411354846523117	2	6	8	8	11	13	15	16	17	20	22	22	24	26	30	32	0	1	2	2	4	4	6	6	6	6	10	9	10	11	12	15	1	2	1	1	2	2	1	2	1	4	1	2	2	2	4	1
48000	-101.415234166684527	-108.270722117643899	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.471331654809518	1	6	9	10	12	12	15	16	18	20	21	21	24	26	30	32	0	1	2	3	4	4	3	7	6	2	10	9	10	11	12	15	1	2	1	1	1	2	3	1	3	7	1	2	3	2	4	1
48500	-97.159053941407038	-104.014541892366410	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.503135044994888	3	6	11	8	12	13	16	15	17	20	22	21	25	26	29	31	0	1	4	2	4	5	3	6	7	3	10	9	10	11	12	15	1	1	1	1	2	1	2	1	1	5	1	2	2	2	5	1
49000	-102.730725956837844	-109.586213907797216	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.564395761840386	3	7	10	9	12	12	17	14	17	19	21	21	23	25	30	33	0	1	4	2	2	2	2	6	2	7	10	9	7	10	12	15	1	2	1	1	2	2	6	1	4	1	1	2	3	3	3	2
49500	-106.521421913899260	-113.376909864858632	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.449927099445952	0	7	10	10	13	11	16	16	18	20	21	22	23	25	30	32	0	1	2	2	6	4	4	6	3	3	10	9	10	11	12	15	1	3	1	1	1	1	3	2	5	6	1	2	2	2	4	1
50000	-114.049314151812737	-120.904802102772109	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.349024915908118	3	7	11	10	13	12	17	16	17	19	20	23	24	24	31	33	0	1	4	2	6	4	2	5	5	7	10	9	7	11	12	15	1	2	1	2	1	1	5	1	2	1	1	3	2	4	3	1
50500	-106.603368185451302	-113.458856136410674	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.335749840879676	3	5	11	9	12	12	17	16	17	20	21	23	24	25	30	33	0	1	4	2	4	2	8	4	3	3	10	9	10	11	12	15	1	1	1	2	2	3	1	2	3	4	1	4	3	2	4	1
51000	-104.389492512391897	-111.244980463351268	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.334552073327096	3	7	10	10	12	12	14	16	17	18	20	22	23	25	29	32	0	1	2	2	4	4	4	6	6	3	10	9	10	10	12	12	1	2	2	2	1	1	2	3	3	4	1	3	3	4	3	4
51500	-103.173258798038717	-110.028746748998088	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.551606896002518	1	6	8	11	13	12	16	14	17	20	22	23	23	24	30	32	0	1	2	3	3	3	2	5	6	6	10	9	10	11	12	15	1	2	1	2	2	2	4	1	1	4	1	3	2	1	4	1
52000	-113.166525675529869	-120.022013626489240	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.463245348131495	3	6	10	11	12	11	16	14	17	20	21	21	24	24	29	32	0	1	2	3	3	2	6	6	2	3	10	7	3	11	12	12	1	2	2	1	1	2	3	2	6	7	1	2	5	1	4	5
52500	-112.107189731494316	-118.962677682453688	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.554550636586501	3	7	10	11	13	11	15	15	17	17	22	23	24	26	28	32	0	1	2	2	4	2	3	6	3	3	10	9	10	13	12	15	1	2	1	2	1	1	2	2	3	3	2	3	4	1	3	2
53000	-102.003967900212970	-108.859455851172342	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.524980586938443	2	7	10	9	12	11	16	14	18	20	22	23	24	24	29	32	0	1	2	2	4	4	5	6	5	3	10	9	10	11	12	15	1	1	1	1	2	1	2	1	3	4	1	3	3	2	3	2
53500	-95.796134272158923	-102.651622223118295	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.412245965797827	2	6	9	11	13	11	15	16	17	20	22	21	24	25	30	32	0	1	2	3	4	2	4	7	4	3	10	9	10	11	12	15	1	2	1	1	1	3	2	1	3	5	1	2	2	2	5	1
54000	-111.008566631049348	-117.864054582008720	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.480954305451427	2	7	10	10	12	12	16	15	17	21	22	22	23	26	29	29	0	1	2	2	4	4	4	4	3	3	10	9	10	10	9	12	1	3	2	1	1	1	2	1	2	5	1	3	1	2	5	3
54500	-105.021840364087424	-111.877328315046796	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.510677980531246	2	6	8	10	12	12	16	15	17	20	22	23	24	25	27	33	0	1	2	2	4	3	2	6	2	7	10	9	7	11	12	15	1	1	2	2	1	2	5	1	4	2	1	4	3	2	2	3
55000	-117.175235518878253	-124.030723469837625	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.429343894991903	3	7	9	10	13	11	15	14	15	18	22	22	24	24	30	33	0	1	2	2	4	2	4	4	4	3	10	4	2	11	12	15	1	2	1	2	2	2	2	2	2	4	2	6	7	1	4	2
55500	-98.389624872414927	-105.245112823374299	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.551305767233424	3	5	11	11	12	13	16	15	16	19	21	22	23	26	30	32	0	1	2	2	3	3	8	4	4	4	10	9	10	11	12	15	1	1	3	3	1	2	1	2	2	3	1	3	3	3	3	1
56000	-105.112250437578027	-111.967738388537398	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.424012168906449	3	7	11	11	13	12	17	15	18	21	22	23	25	25	28	32	0	1	2	2	4	2	4	6	4	4	10	9	10	11	12	15	1	2	1	2	1	2	2	2	4	7	1	3	2	2	2	2
56500	-102.599292647352499	-109.454780598311871	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.634772742230776	3	6	9	9	10	12	16	14	18	20	22	23	23	24	29	31	0	1	2	2	3	2	6	6	3	3	10	9	10	11	12	15	1	2	2	1	1	3	2	1	4	3	1	2	1	1	3	1
57000	-107.884983216688624	-114.740471167647996	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.512309225748479	1	7	9	10	12	13	15	15	15	20	22	21	24	25	30	33	0	1	2	3	4	5	5	6	2	4	10	9	10	11	12	15	1	4	1	1	1	1	1	1	4	6	1	4	2	2	4	2
57500	-112.654238986418022	-119.509726937377394	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.295391304992199	3	6	10	11	13	12	16	15	17	19	21	22	25	25	29	33	0	1	2	2	3	3	3	4	4	7	10	9	2	11	12	15	1	1	2	2	3	1	2	1	2	2	1	3	9	1	3	2
58000	-106.866658348819485	-113.722146299778856	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.421400083280147	2	7	10	9	12	13	15	15	16	20	21	22	24	25	31	32	0	1	4	2	4	2	4	6	2	6	10	9	10	11	9	15	1	3	1	1	2	2	3	2	5	4	1	4	2	2	8	1
58500	-108.110234383820639	-114.965722334780011	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.409396465217086	3	7	11	11	13	13	16	15	18	19	20	22	24	25	30	33	0	1	2	2	3	3	4	6	2	3	10	4	3	11	9	15	1	1	3	2	1	1	2	1	6	4	1	5	5	2	5	1
59000	-102.528694454654243	-109.384182405613615	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.511108864817922	2	7	11	10	11	12	17	15	18	21	22	22	23	25	30	32	0	1	4	2	4	4	2	6	4	4	10	9	10	11	12	15	1	3	1	1	1	1	4	1	3	7	1	2	1	2	4	1
59500	-91.943993693911224	-98.799481644870596	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.687384527900134	2	7	11	10	12	12	15	15	17	20	21	21	24	25	30	32	0	1	4	2	4	4	3	6	7	8	10	9	10	11	12	15	1	2	1	1	1	1	2	2	1	2	1	1	2	1	4	1
60000	-102.444785760504487	-109.300273711463859	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.714393465977430	2	7	9	10	12	13	15	14	18	19	21	20	24	24	30	31	0	1	2	3	4	4	4	6	7	7	10	9	10	10	12	15	1	3	1	1	1	2	2	1	2	2	1	1	2	2	5	1
60500	-106.997519256901015	-113.853007207860387	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.530863106911699	2	7	8	11	12	13	17	15	17	20	22	22	25	25	30	32	0	1	2	3	4	4	3	6	6	2	10	9	10	11	12	15	1	2	1	2	1	1	5	2	3	5	1	2	2	2	5	2
61000	-99.540619516938776	-106.396107467898148	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.514156329056863	3	7	9	9	13	12	16	15	17	20	21	22	23	25	28	32	0	1	2	2	6	2	6	6	6	3	10	9	10	11	12	15	1	1	1	1	1	2	2	2	3	5	1	2	2	2	4	3
61500	-105.210240308753455	-112.065728259712827	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.452328740615914	2	4	11	10	13	12	16	13	17	20	22	23	24	25	30	30	0	1	4	2	2	4	3	6	4	3	10	9	10	11	12	12	1	1	1	2	4	1	2	1	5	5	1	3	2	1	3	4
62000	-110.373004358872876	-117.228492309832248	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.526264806206626	3	7	9	11	13	12	17	15	16	19	21	22	25	26	27	32	0	1	2	3	4	4	4	6	2	7	10	9	7	11	9	15	1	1	1	1	1	1	4	1	5	1	1	3	4	3	3	3
62500	-98.404086204075256	-105.259574155034628	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.774351938174804	2	6	9	10	12	12	15	15	18	20	22	23	23	24	30	32	0	1	2	2	4	4	6	6	4	9	10	9	10	11	12	15	1	1	2	1	1	1	1	1	3	1	1	2	2	1	4	1
63000	-106.338119805807281	-113.193607756766653	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.530178362523257	3	5	10	9	11	13	16	14	17	20	22	20	24	25	29	31	0	1	4	2	4	4	4	5	5	5	10	9	10	11	12	15	1	1	1	2	2	2	3	1	4	5	1	2	2	2	3	1
63500	-113.496841580632477	-120.352329531591849	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.321586785927411	0	6	8	10	11	12	16	16	17	18	21	22	24	25	31	32	0	1	2	3	3	2	4	6	2	3	10	9	10	10	12	15	1	2	1	1	3	3	3	2	4	4	2	3	2	3	5	1
64000	-107.637587299246889	-114.493075250206260	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.356400292451093	2	7	10	10	12	12	17	14	18	20	21	22	23	25	30	33	0	1	2	2	4	4	3	6	2	7	10	9	3	11	12	15	1	3	1	2	1	1	4	2	6	1	1	2	5	2	4	3
64500	-102.286499369054610	-109.141987320013982	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.522108022351181	3	5	11	10	12	12	14	15	17	19	20	23	24	25	30	32	0	1	2	2	4	4	3	4	4	3	10	9	10	11	12	15	1	1	2	3	1	1	2	1	4	4	1	3	2	2	2	2
65000	-97.791387864746355	-104.646875815705727	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.495134970335600	3	5	11	10	12	12	17	15	16	20	22	23	24	26	30	32	0	1	4	2	4	4	9	6	4	9	10	9	10	11	12	15	1	1	1	2	1	1	1	2	4	1	1	4	2	2	2	1
65500	-100.933729252898772	-107.789217203858144	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.576499362683538	1	7	9	11	12	13	16	14	17	20	22	21	24	26	29	31	0	1	2	2	4	2	4	6	2	4	10	9	10	11	12	15	1	2	1	2	1	3	2	1	4	4	1	2	1	1	4	1
66000	-119.649494161867636	-126.504982112827008	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.243428552651564	3	6	8	11	13	13	15	15	16	18	21	20	23	25	30	33	0	1	2	2	4	4	3	6	2	9	10	9	9	11	9	15	1	1	1	3	1	1	3	1	4	2	1	2	3	3	7	1
66500	-111.817743207685453	-118.673231158644825	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.369291871756103	2	7	10	10	12	12	16	15	17	20	21	21	23	23	30	32	0	1	2	2	4	4	3	6	2	3	10	9	5	11	12	15	1	2	1	1	1	1	3	1	2	4	1	2	6	1	4	1
67000	-100.346201832433550	-107.201689783392922	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.455403239219767	3	7	11	10	12	12	16	15	16	20	21	22	24	25	31	33	0	1	4	2	4	4	3	6	2	4	10	9	10	11	12	15	1	2	1	1	1	1	3	2	3	4	1	2	3	3	5	1
67500	-98.507384822447534	-105.362872773406906	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.491803335268183	3	7	10	11	12	13	16	15	17	20	21	23	24	25	29	32	0	1	2	2	3	3	2	6	4	7	10	9	10	11	9	15	1	2	2	3	1	2	5	1	2	2	1	4	3	2	4	1
68000	-95.285417533827101	-102.140905484786472	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.500110460077877	2	5	10	10	12	12	15	15	17	20	22	22	25	25	31	32	0	1	2	2	3	3	6	6	4	3	10	9	10	11	12	15	1	2	2	3	1	1	2	2	4	5	1	3	3	2	5	1
68500	-112.437894029360862	-119.293381980320234	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.482399959210466	1	6	9	11	11	12	16	15	17	19	21	21	23	25	29	31	0	1	2	2	2	4	8	6	8	6	10	9	10	11	12	15	1	3	1	2	2	1	1	2	1	5	1	1	1	3	5	1
69000	-102.931265219867882	-109.786753170827254	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.428896751738885	3	6	10	9	12	12	17	13	17	20	22	22	24	25	30	32	0	1	2	2	3	3	6	5	2	9	10	9	10	11	12	12	1	1	2	2	2	1	3	1	6	2	1	3	2	2	4	4
69500	-111.383375921206664	-118.238863872166036	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.381016742181501	2	6	11	10	11	12	16	16	17	19	21	22	24	25	31	31	0	1	4	2	4	4	4	4	3	9	10	7	7	11	12	12	1	2	1	2	1	1	3	3	4	1	1	4	4	2	4	5
70000	-108.340082185915449	-115.195570136874821	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.516343365633306	2	5	10	10	12	13	17	15	17	19	21	22	23	25	31	33	0	1	2	2	3	4	4	6	4	4	10	9	10	11	12	12	1	1	3	2	1	1	4	1	3	7	1	1	2	3	4	6
70500	-106.676377601879793	-113.531865552839164	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.445178483894001	2	7	10	10	12	12	14	16	17	19	21	22	25	25	30	32	0	1	2	2	2	2	4	6	2	9	10	9	10	11	12	12	1	3	2	2	2	1	2	2	4	1	1	2	2	2	3	5
71000	-100.412654752920218	-107.268142703879590	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.639835017897084	2	6	7	9	12	13	17	15	18	20	22	22	23	25	30	32	0	1	2	3	4	4	6	6	6	7	10	9	10	11	12	15	1	2	1	1	2	1	2	1	2	1	1	2	2	2	4	1
71500	-100.587264867875618	-107.442752818834990	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.574421354018236	1	6	11	10	12	13	17	15	17	19	22	22	24	25	30	33	0	1	4	2	4	3	2	3	2	7	10	9	10	11	12	15	1	3	1	2	1	1	5	2	4	1	1	2	3	2	3	1
72000	-105.791957265716007	-112.647445216675379	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.559846143735210	0	5	10	9	11	13	16	16	16	19	21	23	23	25	31	33	0	1	2	2	4	5	3	6	6	7	10	9	10	11	12	15	1	2	3	3	2	1	3	1	1	2	1	3	2	2	3	1
72500	-106.430852637098482	-113.286340588057854	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.610617723225495	3	6	10	11	13	12	15	15	16	20	21	22	25	25	29	31	0	1	2	2	4	2	4	6	6	9	10	9	10	10	12	15	1	2	1	3	1	4	2	1	2	2	1	3	3	3	3	1
73000	-103.952029448390604	-110.807517399349976	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.335182929503564	2	6	8	11	13	12	16	15	17	20	21	22	23	24	30	31	0	1	2	2	3	3	4	6	5	2	10	9	10	11	12	12	1	2	2	2	3	2	2	2	2	5	1	3	2	2	3	4
73500	-110.949734086213269	-117.805222037172641	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.707599013316818	2	6	11	9	10	13	16	15	17	18	20	21	24	26	30	33	0	1	4	2	2	4	6	6	6	3	10	9	6	13	12	15	1	2	1	1	2	2	1	1	1	2	1	1	4	1	5	2
74000	-103.887329350931694	-110.742817301891066	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.560882837050430	1	6	10	11	13	13	16	15	18	18	20	23	24	25	31	32	0	1	2	3	4	4	6	6	7	7	10	9	10	11	12	15	1	2	2	1	1	1	1	1	1	1	1	2	3	2	4	1
74500	-101.474287871264650	-108.329775822224022	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.537085477992587	3	7	8	10	12	12	17	16	17	20	21	21	24	23	30	32	0	1	2	3	2	4	3	6	4	2	10	9	10	11	12	15	1	2	1	1	2	1	3	2	2	6	1	2	2	1	5	1
75000	-104.933881217271846	-111.789369168231218	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.536353348468779	2	5	9	10	12	13	17	15	16	20	21	23	24	24	29	32	0	1	2	3	4	3	4	6	3	7	10	9	10	11	12	15	1	2	1	1	2	1	4	1	4	1	1	3	2	1	3	1
75500	-99.578230558239198	-106.433718509198570	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.415906634108511	2	7	9	10	12	13	16	16	18	20	22	23	24	25	29	32	0	1	2	3	4	4	4	6	7	7	10	9	10	11	12	12	1	3	1	1	1	2	3	2	1	2	2	3	3	1	2	3
76000	-97.691291589783404	-104.546779540742776	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.443828100904625	0	7	11	10	13	13	16	15	17	20	22	22	24	25	30	33	0	1	4	2	4	3	6	6	4	2	10	9	10	11	12	15	1	3	1	1	2	1	1	1	3	6	1	2	2	2	4	1
76500	-95.594725966830111	-102.450213917789483	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.574278615180501	3	6	11	9	11	11	16	15	18	20	22	23	24	26	30	32	0	1	4	2	2	4	8	6	8	8	10	9	10	11	12	15	1	2	1	1	2	1	1	2	2	3	1	3	2	2	4	1
77000	-103.893353682805056	-110.748841633764428	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.373713676860373	3	6	11	10	13	13	16	14	17	19	22	22	24	25	30	32	0	1	4	2	2	2	5	6	2	9	10	9	11	11	12	15	1	1	1	2	4	3	1	1	5	1	2	2	1	2	5	1
77500	-90.082161595421610	-96.937649546380982	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.476438116727793	2	6	11	10	12	13	16	16	17	20	22	22	24	24	30	32	0	1	4	2	4	4	4	6	4	4	10	9	10	11	12	15	1	1	1	2	1	2	2	1	4	5	1	2	2	1	4	1
78000	-102.519209312521724	-109.374697263481096	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.511309407553730	3	5	9	11	11	12	17	15	18	20	22	22	25	24	29	32	0	1	2	2	3	2	8	3	3	8	10	9	8	11	12	15	1	1	2	3	1	2	1	4	4	3	1	2	5	1	3	1
78500	-106.427570388735703	-113.283058339695074	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.503061524873601	3	6	10	10	12	12	14	15	17	20	22	21	24	26	30	32	0	1	2	2	4	3	6	3	3	9	10	9	10	10	12	15	1	1	2	1	1	1	2	2	4	1	1	2	2	3	4	2
79000	-117.002486469029606	-123.857974419988977	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.503552076723234	1	7	11	10	12	11	17	15	15	17	21	23	24	25	29	32	0	1	4	2	6	2	6	6	2	2	10	9	7	11	12	15	1	3	1	2	1	2	3	4	4	3	2	4	3	2	3	1
79500	-104.727751029137664	-111.583238980097036	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.617103992727242	1	7	9	10	12	12	16	15	17	20	21	22	23	25	30	32	0	1	2	2	2	3	4	5	2	8	10	9	10	11	12	15	1	2	1	2	2	2	3	1	5	2	1	2	2	3	4	1
80000	-107.105502908273550	-113.960990859232922	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.428388240987294	2	6	9	9	12	11	16	14	18	19	21	22	24	26	30	32	0	1	2	2	3	3	4	4	4	3	10	9	10	11	12	15	1	2	1	1	1	1	5	2	6	5	1	2	2	2	3	1
80500	-111.387210929565853	-118.242698880525225	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.407844487790643	2	7	10	11	12	12	15	14	18	21	21	23	25	25	30	33	0	1	2	3	4	2	6	4	8	4	6	9	10	11	12	15	1	2	1	1	1	3	1	2	2	5	4	1	2	2	3	2
81000	-106.128704667630828	-112.984192618590200	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.523891297855533	2	6	10	10	10	12	16	15	16	19	21	23	23	26	29	31	0	1	2	2	2	4	4	5	4	7	10	9	10	11	12	15	1	2	2	2	2	1	2	3	2	1	2	2	2	2	3	1
81500	-104.600541065022867	-111.456029015982239	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.488218891547030	2	6	10	8	12	12	15	14	17	20	21	22	24	25	30	32	0	1	2	2	4	4	6	6	6	3	10	9	9	11	12	15	1	3	2	2	2	2	2	1	3	6	1	3	3	2	3	1
82000	-91.503201759194297	-98.358689710153669	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.549950521897712	3	7	11	10	12	12	16	15	18	20	22	22	23	25	30	32	0	1	4	2	4	3	6	6	7	2	10	9	10	11	12	15	1	2	1	1	1	1	2	1	1	6	1	2	2	2	4	1
82500	-110.981448144444599	-117.836936095403971	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.393723715962612	3	5	10	10	13	13	16	15	17	20	21	22	25	22	30	32	0	1	2	2	4	3	3	6	2	9	10	9	14	3	12	15	1	1	2	2	2	1	2	1	5	1	1	2	1	5	4	1
83000	-109.076017677601115	-115.931505628560487	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.592742794505644	2	7	10	11	13	13	15	15	18	20	22	22	24	26	31	32	0	1	2	2	4	4	6	6	4	8	10	9	10	11	12	15	1	3	1	2	1	1	1	2	3	1	1	4	2	2	3	1
83500	-95.026410782308204	-101.881898733267576	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.418061455660229	3	5	10	10	12	12	16	14	17	20	22	22	24	24	30	32	0	1	2	2	4	2	5	6	4	3	10	9	10	11	12	15	1	1	3	3	2	3	2	1	4	3	1	3	2	1	5	1
84000	-108.289850446132021	-115.145338397091393	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.712616450103793	3	6	8	11	13	12	16	16	17	20	21	23	23	24	29	30	0	1	2	2	6	2	4	6	7	7	10	9	8	11	12	15	1	1	1	3	1	2	2	2	1	2	1	3	3	2	3	1
84500	-120.623278414154484	-127.478766365113856	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.578288883132354	2	6	9	10	12	13	16	15	18	20	22	21	24	26	30	32	0	1	2	2	3	5	6	6	5	7	10	5	10	11	12	15	1	2	1	2	1	1	1	1	4	2	1	3	2	1	4	1
85000	-105.013187762349077	-111.868675713308448	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.326627902740142	3	7	11	10	11	12	17	15	17	20	21	23	25	25	30	33	0	1	4	2	4	4	6	6	4	2	10	9	3	11	12	15	1	2	1	2	1	1	2	1	4	6	1	2	8	3	3	2
85500	-97.144562533047406	-104.000050484006778	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.519669168551167	3	6	10	11	13	13	17	15	17	20	21	20	24	25	30	33	0	1	2	3	4	4	3	6	3	7	10	9	10	11	12	15	1	2	2	1	1	1	4	1	3	1	1	2	2	3	5	2
