step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	Tinf_9	Tinf_10	Tinf_11	Tinf_12	Tinf_13	Tinf_14	Tinf_15	Tinf_16	Tinf_17	Tinf_18	Tinf_19	Tinf_20	Tinf_21	Tinf_22	Tinf_23	Tinf_24	Tinf_25	Tinf_26	Tinf_27	Tinf_28	Tinf_29	Tinf_30	Tinf_31	Tinf_32	Tinf_33	Tinf_34	Tinf_35	Tinf_36	Tinf_37	Tinf_38	Tinf_39	Tinf_40	Tinf_41	Tinf_42	Tinf_43	Tinf_44	Tinf_45	Tinf_46	Tinf_47	Tinf_48	Tinf_49	Tinf_50	Tinf_51	Tinf_52	Tinf_53	Tinf_54	Tinf_55	Tinf_56	Tinf_57	Tinf_58	Tinf_59	Tinf_60	Tinf_61	Tinf_62	Tinf_63	Tinf_64	Tinf_65	Tinf_66	Tinf_67	Tinf_68	Tinf_69	Tinf_70	Tinf_71	Tinf_72	Tinf_73	Tinf_74	Tinf_75	Tinf_76	Tinf_77	Tinf_78	Tinf_79	Tinf_80	Tinf_81	Tinf_82	Tinf_83	Tinf_84	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	alpha_9	alpha_10	alpha_11	alpha_12	alpha_13	alpha_14	alpha_15	alpha_16	alpha_17	alpha_18	alpha_19	alpha_20	alpha_21	alpha_22	alpha_23	alpha_24	alpha_25	alpha_26	alpha_27	alpha_28	alpha_29	alpha_30	alpha_31	alpha_32	alpha_33	alpha_34	alpha_35	alpha_36	alpha_37	alpha_38	alpha_39	alpha_40	alpha_41	alpha_42	alpha_43	alpha_44	alpha_45	alpha_46	alpha_47	alpha_48	alpha_49	alpha_50	alpha_51	alpha_52	alpha_53	alpha_54	alpha_55	alpha_56	alpha_57	alpha_58	alpha_59	alpha_60	alpha_61	alpha_62	alpha_63	alpha_64	alpha_65	alpha_66	alpha_67	alpha_68	alpha_69	alpha_70	alpha_71	alpha_72	alpha_73	alpha_74	alpha_75	alpha_76	alpha_77	alpha_78	alpha_79	alpha_80	alpha_81	alpha_82	alpha_83	alpha_84	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8	kappa_9	kappa_10	kappa_11	kappa_12	kappa_13	kappa_14	kappa_15	kappa_16	kappa_17	kappa_18	kappa_19	kappa_20	kappa_21	kappa_22	kappa_23	kappa_24	kappa_25	kappa_26	kappa_27	kappa_28	kappa_29	kappa_30	kappa_31	kappa_32	kappa_33	kappa_34	kappa_35	kappa_36	kappa_37	kappa_38	kappa_39	kappa_40	kappa_41	kappa_42	kappa_43	kappa_44	kappa_45	kappa_46	kappa_47	kappa_48	kappa_49	kappa_50	kappa_51	kappa_52	kappa_53	kappa_54	kappa_55	kappa_56	kappa_57	kappa_58	kappa_59	kappa_60	kappa_61	kappa_62	kappa_63	kappa_64	kappa_65	kappa_66	kappa_67	kappa_68	kappa_69	kappa_70	kappa_71	kappa_72	kappa_73	kappa_74	kappa_75	kappa_76	kappa_77	kappa_78	kappa_79	kappa_80	kappa_81	kappa_82	kappa_83	kappa_84
1	-4145.865270559278542	-4144.403188474760100	-1.462082084518882	0.000010000000000	0.000010000000000	1.000000000000000	0.849259312669725	0	2	4	3	5	6	6	7	8	8	8	8	11	8	10	11	10	11	11	11	12	11	12	12	13	12	13	14	14	14	16	14	14	15	17	17	15	16	16	16	17	17	18	18	19	18	19	19	19	19	21	22	21	22	23	23	22	22	24	22	23	22	24	24	23	24	24	24	24	25	27	25	26	26	26	28	28	28	28	28	28	29	30	31	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	3	3	3	4	4	4	4	4	6	4	5	6	5	6	6	6	6	6	6	6	7	6	7	7	7	7	8	7	7	8	9	9	8	8	8	8	9	9	9	9	10	9	10	10	10	10	11	11	11	11	12	12	11	11	12	11	12	11	12	12	12	12	12	12	12	13	14	13	13	13	13	14	14	14	14	14	14	15	15	16
500	-839.380685564979899	-837.880492440785019	-1.500193124194864	0.000010035499106	0.000011062438127	1.102330637444231	0.251502831498127	1	2	4	3	5	6	6	6	9	6	8	8	10	8	9	12	11	10	9	11	13	11	9	12	14	13	13	12	14	15	17	12	15	12	17	17	16	13	16	15	16	17	16	15	19	19	19	20	20	19	21	22	21	22	23	24	21	22	24	23	23	21	24	24	24	25	24	24	24	26	26	22	25	26	27	28	29	28	28	28	28	29	29	31	0	1	2	2	1	4	3	5	6	4	4	4	3	4	8	23	14	9	8	10	6	4	10	19	23	8	20	23	24	23	26	20	32	10	19	32	29	10	38	23	34	34	38	34	38	38	41	34	50	44	41	34	34	43	38	43	47	39	34	34	44	43	44	41	43	43	38	34	47	38	34	34	38	28	38	43	44	34	65	34	41	74	38	65	1	1	1	1	3	2	2	1	2	2	3	2	2	2	2	2	2	1	1	2	2	4	2	2	3	3	2	2	2	3	2	1	1	5	4	5	1	6	2	4	2	2	1	2	3	3	2	3	1	2	2	6	5	3	5	4	1	2	8	11	4	2	5	4	5	5	8	9	2	13	9	5	6	12	11	7	7	10	3	8	7	2	9	5
1000	-638.115514315254813	-636.486944461652115	-1.628569853602703	0.000009980626313	0.000014194410656	1.422196384307157	0.445323611840553	0	2	3	3	5	6	6	6	8	9	8	9	11	9	10	11	10	11	10	11	13	12	10	12	13	12	14	14	13	13	15	13	15	12	16	17	16	15	16	16	15	17	17	18	18	18	20	19	18	20	21	22	19	23	22	24	23	22	25	23	22	23	23	23	23	25	25	24	24	24	25	25	26	27	27	27	28	28	26	29	28	29	31	31	0	1	1	2	3	4	3	5	4	6	6	11	7	6	8	23	14	9	8	23	12	11	10	19	23	15	32	25	19	16	19	20	32	23	26	27	29	34	34	30	34	38	38	41	39	39	39	43	38	44	41	43	39	48	50	65	55	38	47	34	43	52	55	51	52	56	43	34	60	34	43	68	65	41	41	43	41	51	61	43	51	58	79	79	1	1	2	1	1	1	2	1	2	2	2	1	3	1	2	1	1	1	2	1	2	2	1	1	2	2	1	1	2	1	2	1	1	1	2	2	2	2	3	1	3	1	1	2	1	1	2	1	2	2	3	2	2	4	1	1	1	3	2	7	3	1	1	1	1	1	5	6	1	7	4	1	1	10	9	7	7	4	1	6	3	3	3	3
1500	-531.502471736342727	-529.619949003871966	-1.882522732470786	0.000010006176725	0.000020440700636	2.042808277161660	0.591842033440243	0	2	3	4	5	6	7	8	8	8	9	9	12	8	10	12	11	11	10	11	11	11	10	12	12	13	14	14	13	14	14	12	15	13	16	16	15	16	17	16	16	17	17	17	19	19	20	19	18	18	21	22	20	23	23	20	23	23	24	22	22	21	24	23	23	25	24	24	25	25	27	24	26	26	25	29	27	28	29	28	28	29	30	32	0	1	1	2	2	4	3	5	4	6	4	6	7	4	8	23	14	12	8	23	6	4	10	19	23	19	32	16	19	16	26	20	27	23	26	32	29	34	38	23	34	34	34	34	39	39	41	43	44	41	47	56	44	48	47	43	51	50	47	47	56	56	57	51	61	61	43	47	60	63	61	64	65	34	60	43	59	77	65	67	68	77	67	79	1	1	2	1	1	1	2	1	3	1	2	2	2	2	1	1	1	1	1	1	2	3	1	1	1	2	2	1	2	1	1	1	1	2	1	2	2	2	1	3	1	3	2	2	1	2	2	1	1	1	1	1	2	1	1	1	1	2	2	2	1	1	1	1	1	2	3	2	2	1	2	1	1	7	2	6	1	1	3	2	2	1	3	1
2000	-471.871301000637231	-470.215310285299267	-1.655990715337953	0.000010010816181	0.000014903073399	1.488697138063356	0.734726368431965	0	2	4	2	4	6	6	7	9	9	8	8	9	9	9	11	11	11	11	11	11	10	10	13	14	13	12	14	15	14	16	15	13	15	18	18	16	16	17	16	17	17	18	18	20	18	19	19	20	19	21	20	22	23	23	22	23	22	22	21	24	23	24	24	23	24	25	23	24	26	27	25	27	25	27	28	29	27	28	27	28	29	31	31	0	1	2	1	2	4	3	5	12	6	4	6	7	11	8	23	14	9	15	23	22	12	10	19	16	19	20	23	19	23	26	27	27	28	26	27	29	34	34	30	34	34	34	38	50	39	41	43	38	28	41	43	49	48	51	52	51	50	41	47	56	56	57	68	56	56	56	47	60	63	61	64	65	59	69	56	59	74	67	56	74	68	79	79	1	1	1	1	2	2	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	2	1	2	1	1	2	3	1	1	1	1	1	1	2	1	1	1	2	1	2	2	2	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	2	2	2	1	2	1	2	1	2	2	3	1	1	2	2	3	2	2
2500	-504.187577925821131	-502.442512513749932	-1.745065412071224	0.000010153149846	0.000017306148807	1.704510331269384	0.612424581044420	1	3	4	3	5	5	6	7	8	9	7	8	10	9	10	12	11	12	12	11	12	11	10	12	14	13	12	14	14	15	15	14	14	14	18	17	16	15	16	17	17	16	18	17	19	19	19	20	20	18	21	20	21	23	23	22	22	21	24	22	23	23	25	24	24	24	24	24	24	26	26	26	27	27	24	29	28	29	29	29	29	29	30	31	0	1	2	1	2	4	3	5	4	11	6	4	7	6	8	23	14	12	15	23	9	6	10	8	23	19	20	16	19	25	26	27	27	23	26	32	29	34	34	16	34	34	34	38	34	39	50	43	38	38	47	43	49	48	57	52	47	50	47	41	56	43	57	47	56	56	56	41	60	63	61	64	65	51	60	52	59	68	73	71	41	74	79	79	1	1	1	1	1	1	2	1	2	1	1	2	2	1	2	2	2	2	1	1	2	4	1	3	2	1	1	1	1	1	1	2	1	2	2	1	1	1	2	3	2	1	2	1	3	2	1	1	2	2	2	1	1	1	1	1	1	2	2	2	1	2	2	2	1	1	1	2	1	1	2	1	2	3	1	4	2	2	1	1	7	1	1	1
3000	-493.754874282483740	-492.309770113619948	-1.445104168863819	0.000010219170986	0.000009727355825	0.951873281939253	0.747170869644152	-1	3	4	2	4	6	6	6	9	9	8	8	11	8	9	10	10	11	11	11	12	12	13	12	13	12	13	14	13	14	17	15	15	15	16	17	15	17	16	17	17	17	18	17	20	19	20	20	20	18	20	21	21	22	21	21	22	22	24	23	23	22	24	25	24	25	24	24	24	26	27	26	26	26	25	28	28	29	28	28	28	29	30	31	0	1	2	1	2	4	3	5	11	4	6	6	7	4	8	10	14	6	15	16	11	11	16	19	16	19	20	25	19	25	26	27	27	28	26	32	29	34	34	23	34	34	38	34	39	39	41	43	44	44	50	43	38	48	34	43	55	49	41	55	56	52	55	51	61	56	56	51	60	63	66	64	65	51	60	71	68	74	73	71	51	74	79	79	1	2	1	1	1	2	1	1	1	3	1	1	3	3	2	1	2	2	2	1	2	2	2	1	2	1	1	1	2	1	5	2	1	1	2	1	1	1	1	2	1	1	1	1	1	2	1	1	2	1	1	2	2	1	3	2	1	1	2	1	2	1	2	3	1	2	2	2	1	1	1	1	2	2	1	1	2	2	1	1	4	1	1	2
3500	-486.871388829073396	-485.360470691036880	-1.510918138036518	0.000010388357199	0.000011740392389	1.130149085519063	0.622847376984409	0	2	5	4	5	5	7	7	7	8	8	8	11	7	9	11	11	11	9	11	13	10	10	12	13	12	13	15	14	13	17	14	15	15	16	17	15	17	17	17	17	17	18	19	19	18	19	19	19	20	21	23	20	21	20	21	22	22	24	22	23	22	25	23	24	24	25	24	25	26	27	25	27	27	27	27	28	28	28	28	28	28	30	31	0	1	2	1	2	4	3	5	6	6	6	6	7	4	8	23	14	9	8	10	11	11	10	19	16	19	20	25	19	16	26	27	32	16	26	32	29	34	34	30	34	34	34	34	39	34	41	43	34	38	41	43	44	48	47	43	55	49	51	55	56	43	57	47	52	43	61	51	60	63	61	64	65	59	69	61	59	68	73	76	68	59	79	79	1	1	1	2	1	1	1	2	1	2	2	2	2	2	1	1	1	2	1	1	2	2	1	1	1	1	1	1	2	1	2	1	1	2	2	2	1	1	1	2	2	1	2	2	1	1	1	1	2	1	2	3	1	1	1	2	1	2	2	1	1	3	2	2	1	3	1	1	1	1	2	2	2	2	1	2	3	2	1	1	2	2	2	2
4000	-474.405806298681227	-472.898229668216800	-1.507576630464416	0.000011296480053	0.000012669203111	1.121517769455113	0.652737878471815	0	2	4	3	4	7	6	5	8	8	7	9	11	9	8	11	10	10	10	11	12	12	10	13	13	13	13	14	14	15	16	15	14	15	18	17	14	16	17	16	17	17	17	18	20	18	19	20	19	19	20	22	20	22	24	22	22	23	21	22	23	23	24	25	23	24	25	24	24	26	26	26	26	25	26	28	29	28	28	28	28	29	30	31	0	1	2	2	2	4	3	5	11	6	4	11	7	6	8	23	14	6	8	23	9	9	10	19	16	19	20	25	19	16	26	27	27	28	26	32	19	34	38	30	38	34	34	34	47	39	41	43	38	38	41	43	38	48	47	50	47	50	41	51	56	56	57	59	56	52	61	47	60	63	61	64	65	68	69	61	59	74	73	71	68	51	79	79	1	1	1	1	1	2	1	1	1	1	2	1	2	1	2	1	1	1	3	1	2	1	1	2	1	2	1	1	2	3	2	1	1	1	3	1	2	1	1	1	1	1	1	2	1	1	2	1	2	2	2	3	2	1	2	2	2	2	2	1	1	1	1	2	1	1	1	2	1	1	1	1	2	1	1	2	3	1	1	1	2	4	1	2
4500	-489.401436871880037	-487.924658776627894	-1.476778095252156	0.000011373050810	0.000011830562128	1.040227668526684	0.657778234167945	-1	2	5	3	5	6	7	8	8	7	8	6	11	8	10	12	11	11	11	11	10	10	10	13	14	12	12	14	12	14	15	14	15	15	17	18	15	17	17	15	18	17	18	19	19	19	19	20	19	19	22	22	21	22	24	22	21	23	25	22	24	20	24	24	24	25	25	25	24	25	26	26	26	25	26	28	29	28	28	28	29	29	30	31	0	1	2	1	1	4	3	5	6	4	6	4	7	6	8	23	14	21	15	23	6	11	10	19	23	19	20	23	19	16	26	27	27	28	26	32	29	34	34	30	34	34	38	38	39	39	41	43	34	38	41	43	44	48	51	43	47	44	47	50	56	43	57	47	56	61	61	47	60	63	61	64	65	47	60	71	68	51	73	73	78	74	79	79	1	2	1	2	2	2	2	1	2	2	1	2	3	1	1	2	1	1	1	1	2	1	2	1	2	1	1	2	1	1	1	1	2	1	2	3	2	1	1	1	1	1	1	2	1	1	1	1	3	2	2	2	1	1	1	2	1	2	2	2	1	1	2	1	1	1	1	3	2	1	1	1	1	3	2	1	3	3	1	1	1	2	1	2
