step	post	like	prior	mu1	mu2	gamma	pi	Tinf_1	Tinf_2	Tinf_3	Tinf_4	Tinf_5	Tinf_6	Tinf_7	Tinf_8	alpha_1	alpha_2	alpha_3	alpha_4	alpha_5	alpha_6	alpha_7	alpha_8	kappa_1	kappa_2	kappa_3	kappa_4	kappa_5	kappa_6	kappa_7	kappa_8
13500	-24.679997372882369	-31.535485323841741	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.691411675092931	4	6	7	8	6	9	9	8	0	1	2	0	1	2	8	5	1	1	1	1	1	2	1	1
14000	-21.811934291970850	-28.667422242930222	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.740847617996558	3	5	7	8	6	9	9	10	0	1	2	0	2	3	5	7	1	1	1	1	1	1	1	1
14500	-19.660316598020078	-26.515804548979450	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.907154796705901	5	6	7	9	8	9	9	10	0	1	2	0	3	3	5	7	1	1	1	1	1	1	1	1
15000	-15.952386828043533	-22.807874779002905	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.974007141279257	5	6	7	8	7	9	9	11	0	1	1	0	1	3	5	7	1	1	1	1	1	1	1	1
15500	-21.769197256859851	-28.624685207819223	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.996315424060174	5	6	8	7	8	9	7	9	0	1	2	0	7	3	1	7	1	1	1	1	1	1	1	1
16000	-19.791697435664716	-26.647185386624088	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.997764766322519	4	5	7	8	8	9	7	9	0	1	2	0	7	3	2	7	1	1	1	1	1	1	1	1
16500	-22.513724606437375	-29.369212557396747	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.917844870151145	5	6	7	9	8	9	7	10	0	1	1	0	7	3	1	7	1	1	1	1	1	1	1	2
17000	-16.071383546135536	-22.926871497094908	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.954880163323254	5	6	7	8	7	9	9	10	0	1	1	0	1	3	5	7	1	1	1	1	1	1	1	1
17500	-19.001252248664510	-25.856740199623882	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.876891684867902	5	6	7	9	7	9	8	10	0	1	2	0	2	2	5	7	1	1	1	1	1	1	1	1
18000	-19.114246131772951	-25.969734082732323	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.927535051994990	5	6	7	9	6	9	8	11	0	1	1	0	1	3	5	7	1	1	1	1	1	1	1	1
18500	-27.009682925510830	-33.865170876470202	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.638769675687237	4	5	7	7	8	9	8	10	0	1	1	0	2	1	3	7	1	1	1	1	2	2	1	1
19000	-27.496823359385310	-34.352311310344682	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.634893816338638	3	5	8	9	6	9	8	11	0	1	1	0	2	2	5	7	1	1	3	1	1	2	1	1
19500	-21.974183353328129	-28.829671304287501	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.959044986633251	4	5	7	8	7	6	9	11	0	1	1	0	2	1	5	7	1	1	1	1	1	1	1	1
20000	-20.658708395175509	-27.514196346134881	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.799908032136334	4	5	8	9	7	9	9	10	0	1	2	0	2	3	5	7	1	1	1	1	1	1	1	1
20500	-22.559063740637207	-29.414551691596579	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.666453412160998	5	6	8	7	7	9	9	10	0	1	1	0	1	1	5	7	1	1	1	1	1	2	1	1
21000	-19.235375446566518	-26.090863397525890	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.979773857857889	4	5	6	9	7	9	9	10	0	1	1	0	2	3	5	7	1	1	1	1	1	1	1	1
21500	-21.352667876623485	-28.208155827582857	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.927477056124458	4	6	7	9	7	9	9	11	0	1	1	0	2	5	5	7	1	1	1	1	1	1	1	1
22000	-19.543427146839992	-26.398915097799364	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.801128208887775	4	6	7	8	8	9	9	10	0	1	2	0	2	3	5	7	1	1	1	1	1	1	1	1
22500	-17.213207897960533	-24.068695848919905	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.949217313536722	5	6	7	7	7	9	9	11	0	1	1	0	1	3	5	7	1	1	1	1	1	1	1	1
23000	-17.315045189407286	-24.170533140366658	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.749878937659501	4	5	7	8	7	9	8	10	0	1	2	0	2	3	5	7	1	1	1	1	1	1	1	1
23500	-17.995338883208483	-24.850826834167854	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.862365963254108	5	6	8	9	7	9	8	10	0	1	2	0	1	3	5	7	1	1	1	1	1	1	1	1
24000	-19.331968652429463	-26.187456603388835	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.801806210689454	5	6	8	7	7	8	8	10	0	1	2	0	1	2	5	7	1	1	1	1	1	1	1	1
24500	-22.593798903932800	-29.449286854892172	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.761828042330171	5	6	8	9	7	10	8	10	0	1	1	0	1	2	5	7	1	1	2	1	1	2	1	1
25000	-21.820304843580150	-28.675792794539522	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.590331645956539	5	6	7	8	7	9	8	10	0	1	1	0	2	3	5	7	1	1	1	1	1	1	1	2
25500	-21.439509683926005	-28.294997634885377	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.926621963478016	4	6	8	8	7	8	8	10	0	1	1	0	2	2	5	7	1	1	2	1	1	1	1	1
26000	-19.428219665423537	-26.283707616382909	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.911050924249870	5	6	8	8	7	9	9	10	0	1	1	0	2	3	5	7	1	1	1	1	1	1	1	1
26500	-23.206062670063055	-30.061550621022427	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.836661047612973	5	6	7	9	7	6	9	11	0	1	2	0	1	1	5	7	1	1	1	1	1	1	1	1
27000	-23.818688584860709	-30.674176535820081	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.921815078735146	4	5	7	6	6	9	9	8	0	1	2	0	2	3	8	5	1	1	1	1	1	1	1	1
27500	-23.853266408820961	-30.708754359780333	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.911206945877053	4	5	8	7	7	8	8	10	0	1	5	0	2	2	5	7	1	1	1	1	1	2	1	1
28000	-18.684409753985847	-25.539897704945218	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.996421122494638	5	6	7	9	6	8	8	10	0	1	1	0	1	3	5	7	1	1	1	1	1	1	1	1
28500	-27.043258842918753	-33.898746793878125	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.739773951480594	4	6	7	9	8	10	8	11	0	1	1	0	2	2	3	7	1	1	1	1	1	2	1	2
29000	-18.246622150559116	-25.102110101518488	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.928305515759416	4	5	6	8	7	8	8	10	0	1	1	0	2	3	5	7	1	1	1	1	1	1	1	1
29500	-20.528680922577102	-27.384168873536474	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.911912971424097	5	6	8	8	8	8	9	10	0	1	2	0	2	1	5	7	1	1	1	1	1	1	1	1
30000	-23.836659512236544	-30.692147463195916	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.610436110468313	4	6	7	7	7	10	9	10	0	1	2	0	1	3	5	7	1	1	1	1	1	1	1	1
30500	-24.978244758399853	-31.833732709359225	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.859580617615907	3	6	8	8	7	9	8	10	0	1	2	0	2	1	5	7	1	1	1	1	1	3	1	1
31000	-17.280611185204776	-24.136099136164148	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.971460894112812	5	6	8	9	7	9	8	10	0	1	2	0	1	3	5	7	1	1	1	1	1	1	1	1
31500	-22.898531437120262	-29.754019388079634	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.997033068085897	4	5	6	9	5	8	8	10	0	1	2	0	1	3	5	7	1	1	1	1	1	1	1	1
32000	-22.426581643944196	-29.282069594903568	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.823958753516851	3	5	7	8	7	10	8	11	0	1	2	0	2	3	5	7	1	1	1	1	1	2	1	1
32500	-23.055194251237165	-29.910682202196536	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.856121727104051	4	5	6	7	7	9	8	11	0	1	1	0	2	3	5	7	1	1	1	1	1	1	1	2
33000	-24.674345839556754	-31.529833790516125	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.805723227167323	5	6	7	9	7	7	9	11	0	1	2	0	1	1	5	7	1	1	1	1	1	1	1	2
33500	-21.613208938452978	-28.468696889412350	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.986404081712947	5	6	7	8	7	8	9	8	0	1	2	0	1	3	8	5	1	1	1	1	1	1	1	1
34000	-22.872502679059089	-29.727990630018461	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.799657730888266	5	6	8	9	7	9	9	8	0	1	2	0	1	2	8	5	1	1	1	1	1	1	1	1
34500	-25.654973152975394	-32.510461103934766	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.636674682162072	4	5	7	8	7	9	8	11	0	1	2	0	2	1	5	7	1	1	1	1	1	4	1	1
35000	-20.252819135696399	-27.108307086655770	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.885845098322006	4	6	7	9	8	9	9	11	0	1	2	0	3	3	5	7	1	1	1	1	1	1	1	1
35500	-22.359395627338095	-29.214883578297467	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.635235883914624	4	6	7	8	7	9	8	11	0	1	1	0	2	3	5	7	1	1	1	1	1	1	1	2
36000	-20.432047770509183	-27.287535721468554	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.998874860462710	5	6	7	8	8	8	9	11	0	1	1	0	1	1	5	7	1	1	1	1	1	1	1	1
36500	-23.629692457363920	-30.485180408323291	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.847542916862716	5	6	8	8	6	10	9	8	0	1	1	0	1	3	8	5	1	1	1	1	1	1	1	1
37000	-20.403647468343848	-27.259135419303220	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.875698149203894	5	6	7	7	7	9	8	11	0	1	1	0	1	3	5	7	1	1	1	1	1	1	1	2
37500	-21.599850396244960	-28.455338347204332	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.734366902316252	5	6	8	8	7	10	8	10	0	1	2	0	1	3	5	7	1	1	1	1	1	1	1	2
38000	-20.086511494405805	-26.941999445365177	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.987745054242147	4	6	6	7	7	8	8	10	0	1	1	0	1	2	5	7	1	1	1	1	1	1	1	1
38500	-24.882601341519461	-31.738089292478833	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.432744271082058	4	5	6	8	7	10	9	11	0	1	1	0	2	2	5	7	1	1	1	1	1	3	1	1
39000	-18.205949754476659	-25.061437705436031	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.928856697941605	5	6	7	8	8	9	9	10	0	1	2	0	2	3	5	7	1	1	1	1	1	1	1	1
39500	-17.808483304075285	-24.663971255034657	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.958914340910606	5	6	8	8	7	10	8	10	0	1	1	0	1	3	5	7	1	1	1	1	1	1	1	1
40000	-22.835932097106173	-29.691420048065545	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.897591123000655	5	6	8	7	8	8	9	11	0	1	1	0	2	1	5	7	1	1	1	1	1	1	1	1
40500	-20.492921538680026	-27.348409489639398	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.917364107063888	5	6	8	9	7	8	8	9	0	1	2	0	2	2	5	7	1	1	1	1	1	1	1	1
41000	-18.285970781406519	-25.141458732365891	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.987915389772810	5	6	8	9	7	8	9	10	0	1	2	0	1	2	5	7	1	1	1	1	1	1	1	1
41500	-19.530976425669650	-26.386464376629021	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.965312699209662	5	6	8	7	7	9	8	11	0	1	2	0	1	3	5	7	1	1	1	1	1	1	1	1
42000	-17.603840254615669	-24.459328205575041	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.920511508775214	5	6	8	8	7	10	9	11	0	1	2	0	1	3	5	7	1	1	1	1	1	1	1	1
42500	-19.201339003568712	-26.056826954528084	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.946160521034953	5	6	7	9	8	9	9	10	0	1	1	0	2	2	5	7	1	1	1	1	1	1	1	1
43000	-25.222539657207243	-32.078027608166614	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.865781965581350	4	6	7	9	6	10	8	10	0	1	2	0	1	2	5	7	1	1	1	1	1	2	1	2
43500	-19.723734334449048	-26.579222285408420	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.891306695462999	5	6	8	8	7	10	8	10	0	1	2	0	1	2	5	7	1	1	1	1	1	2	1	1
44000	-19.925411034912131	-26.780898985871502	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.941331420185266	4	6	7	9	6	9	8	9	0	1	1	0	1	3	5	7	1	1	1	1	1	1	1	1
44500	-28.213606814153266	-35.069094765112638	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.774980292362065	4	5	7	8	8	10	9	11	0	1	1	0	1	5	5	7	1	1	2	1	3	1	1	1
45000	-24.818500009292414	-31.673987960251786	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.983129459247129	4	6	6	8	6	8	7	10	0	1	1	0	1	3	5	7	1	1	1	1	1	1	1	2
45500	-18.342883654830970	-25.198371605790342	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.907898107677410	5	6	8	8	7	10	9	11	0	1	2	0	2	3	5	7	1	1	1	1	1	1	1	1
46000	-19.531240758558191	-26.386728709517563	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.965270172830742	5	6	8	7	7	10	8	10	0	1	1	0	2	3	5	7	1	1	1	1	1	1	1	1
46500	-21.447889721955434	-28.303377672914806	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.946067282852114	4	5	7	8	7	8	9	10	0	1	2	0	2	3	5	5	1	1	1	1	1	1	1	2
47000	-18.530144667624295	-25.385632618583667	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.850245265668831	5	6	7	9	7	9	8	10	0	1	1	0	2	2	5	7	1	1	1	1	1	1	1	1
47500	-22.793455454020261	-29.648943404979633	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.751775777699544	4	6	7	9	8	8	9	10	0	1	1	0	2	3	5	7	1	1	1	1	1	1	1	1
48000	-17.275695081232822	-24.131183032192194	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.939382959807355	5	6	7	8	7	8	9	10	0	1	1	0	1	2	5	7	1	1	1	1	1	1	1	1
48500	-21.182278337544052	-28.037766288503423	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.959455620910950	5	6	7	8	8	9	9	10	0	1	1	0	2	2	5	7	1	1	1	1	1	2	1	1
49000	-18.740917327648756	-25.596405278608128	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.987080950739121	5	6	7	7	7	10	9	11	0	1	1	0	1	3	5	7	1	1	1	1	1	1	1	1
49500	-15.683165607494235	-22.538653558453607	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.913161072488912	5	6	7	8	7	9	8	10	0	1	1	0	1	3	5	7	1	1	1	1	1	1	1	1
50000	-19.962277836607559	-26.817765787566930	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.968305795852920	4	5	6	8	7	9	9	11	0	1	2	0	3	3	5	7	1	1	1	1	1	1	1	1
50500	-22.737378775273068	-29.592866726232440	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.959406047340864	5	6	7	7	7	10	8	11	0	1	1	0	1	3	5	7	1	1	1	1	1	1	1	2
51000	-16.804547242909507	-23.660035193868879	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.942719188004710	5	6	7	8	7	9	8	10	0	1	2	0	2	3	5	7	1	1	1	1	1	1	1	1
51500	-18.788859874150301	-25.644347825109673	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.877770417384057	5	6	7	8	7	8	8	10	0	1	1	0	2	1	5	7	1	1	1	1	1	1	1	1
52000	-19.179497431409864	-26.034985382369236	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.917502559040401	5	6	7	7	7	8	8	10	0	1	1	0	2	3	5	7	1	1	1	1	1	1	1	1
52500	-20.794158415833689	-27.649646366793061	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.846520392155098	5	6	6	9	7	9	8	10	0	1	1	0	1	1	5	7	1	1	1	1	1	2	1	1
53000	-17.455761689140147	-24.311249640099518	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.946151519237344	5	6	7	8	7	9	8	9	0	1	1	0	2	3	5	5	1	1	1	1	1	1	1	1
53500	-22.345867299698941	-29.201355250658313	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.890777084896567	4	6	7	8	7	9	9	11	0	1	1	0	1	3	3	7	1	1	2	1	1	1	1	1
54000	-16.834979441943204	-23.690467392902576	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.937949790506761	5	6	7	9	7	9	8	10	0	1	2	0	1	3	5	7	1	1	1	1	1	1	1	1
54500	-18.839590195701028	-25.695078146660400	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.807506093362963	5	6	8	8	7	8	8	10	0	1	2	0	2	2	5	7	1	1	1	1	1	1	1	1
55000	-18.639534050618444	-25.495022001577816	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.931382316714920	5	6	8	7	7	10	8	10	0	1	2	0	2	3	5	7	1	1	1	1	1	1	1	1
55500	-18.666697472529389	-25.522185423488761	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.999366950361489	5	6	7	7	7	8	9	11	0	1	1	0	1	3	5	7	1	1	1	1	1	1	1	1
56000	-26.626375148072043	-33.481863099031415	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.944178842176011	3	5	6	7	7	8	8	10	0	1	1	0	1	3	5	7	1	1	2	1	1	1	1	1
56500	-16.953996485573303	-23.809484436532674	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.919527770557386	5	6	7	8	7	9	9	11	0	1	2	0	1	3	5	7	1	1	1	1	1	1	1	1
57000	-24.336024965389282	-31.191512916348653	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.656153954514068	4	5	8	8	7	7	8	10	0	1	5	0	2	1	5	7	1	1	1	1	1	1	1	1
57500	-23.665191215587562	-30.520679166546934	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.908145346327779	4	6	7	9	7	7	8	11	0	1	1	0	2	2	5	7	1	1	1	1	1	1	1	1
58000	-22.113322193160659	-28.968810144120031	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.978179608472017	5	6	7	6	8	9	9	11	0	1	1	0	1	2	5	7	1	1	1	1	1	1	1	1
58500	-21.998085152332692	-28.853573103292064	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.900060069494706	4	5	7	6	6	9	8	10	0	1	2	0	1	2	5	7	1	1	1	1	1	2	1	1
59000	-20.545749055278527	-27.401237006237899	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.878524278519952	5	6	7	9	7	9	9	11	0	1	1	0	2	1	5	7	1	1	1	1	1	1	1	1
59500	-23.443368791296042	-30.298856742255413	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.931454154548304	5	6	7	8	6	9	8	10	0	1	1	0	1	3	3	7	1	1	2	1	1	1	1	1
60000	-18.844120943791783	-25.699608894751155	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.900159553370660	5	6	8	8	7	9	9	10	0	1	2	0	2	2	5	7	1	1	1	1	1	1	1	1
60500	-19.595605812023290	-26.451093762982662	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.927815718048595	4	5	8	8	6	10	8	10	0	1	5	0	2	3	5	7	1	1	1	1	1	1	1	1
61000	-19.165876860431297	-26.021364811390669	6.855487950959373	0.000080000000000	0.000020000000000	0.250000000000000	0.991188655902300	4	5	6	9	7	8	9	10	0	1	1	0	2	3	5	7	1	1	1	1	1	1	1	1
